	poeder/noun	laag_DIM/noun	berusting/noun	theater_zaal/noun	lijden/noun	veeleer/adv	die/det	klank/noun	toon/noun	zucht/noun	schoen/noun	streep/noun	knal/noun	opgenomen/adj	koper/noun	enigszins/adv	teleurstelling/noun	o/noun	sfeer/noun	zo/adv	klinker/noun	het/det	leegte/noun	oppervlak/noun	bewust/adj	signaal/noun	kleur/noun	huid/noun	haar/noun	klop/noun	papier/noun	razernij/noun	geluid/noun	verf/noun	zang_stem/noun	en/vg	punt/noun	kunststof/noun	gelatenheid/noun	indruk/noun	verkeer_ellende/noun	kort/adj	slag/noun	herhaling/noun	voorstelling/noun	kijker/noun	ellende/noun	blazoen/noun	Marat/name	wat/adv	blad/noun	beetje/noun	beton_blok/noun	glans/noun	te/adv	schoot/noun	trom/noun	poging/noun	oog/noun	e/noun	blik/noun	klik/noun	explosie/noun	verdriet/noun	ik/pron	tamelijk/adj	dreun/noun	Ahmet/name	ze/pron	ritme/noun	oog_DIM/noun	lethargie/noun	variant/noun	zwart/noun	werkelijkheid/noun	klap/noun	dikwijls/adj	gevoel/noun	pijn/noun	miserie/noun	schot/noun	heerlijk/adj	kreet/noun
variant/noun	0.78992677	0.77556586	0.8568052	0.8757169	0.84654427	0.67518264	0.79441315	0.6779007	0.6898691	0.8458942	0.84369123	0.8699906	0.8997511	0.7889106	0.8375317	0.78142786	0.8827702	0.86575	0.78158236	0.74019784	0.8304399	0.80461544	0.8109689	0.7872203	0.8685558	0.8647219	0.6967659	0.77780044	0.81737936	0.91199815	0.8270467	0.873844	0.7440337	0.7830262	0.85762787	0.6682321	0.93200403	0.77509755	0.90495896	0.8612398	0.91766584	0.85980594	0.9482621	0.80258834	0.76734537	0.83548635	0.8504141	0.88525057	0.9138883	0.7428155	0.75810987	0.8103231	0.9254921	0.81103146	0.7773883	0.87759995	0.8931381	0.8561232	0.85156775	0.83924985	0.7846434	0.88126904	0.84702265	0.8575913	0.91195166	0.64664984	0.8967152	0.9378154	0.83945614	0.7447151	0.88835275	0.8864628	0.0	0.77277756	0.766139	0.9288364	0.75269806	0.85427785	0.9119853	0.89309376	0.92074746	0.75209296	0.7610735
zwart/noun	0.8131815	0.73186266	0.86960304	0.89925	0.9050779	0.7679262	0.81487584	0.77915	0.7908435	0.85893315	0.72040224	0.7196102	0.8601123	0.86559695	0.83270794	0.81482375	0.8663588	0.85291535	0.8258902	0.8374362	0.82861775	0.83668417	0.8204503	0.81093043	0.8646847	0.8840471	0.5331241	0.71593654	0.66786504	0.8938713	0.7846891	0.8939681	0.79724646	0.6824162	0.8984531	0.66141415	0.90672296	0.7468751	0.8990431	0.8856558	0.9492575	0.8655284	0.91157377	0.85356396	0.8479818	0.87973917	0.8566393	0.9043167	0.8953261	0.79195166	0.84518397	0.8323	0.9000259	0.78053516	0.84039676	0.84451824	0.907192	0.8909935	0.76502645	0.86514866	0.77068114	0.88508296	0.9011375	0.8535199	0.8773222	0.76694715	0.8782505	0.92484945	0.8018989	0.8201937	0.820603	0.9221709	0.77277756	0.0	0.82644874	0.9283504	0.79949063	0.87903124	0.8934152	0.87860465	0.87742704	0.8290656	0.7948451
werkelijkheid/noun	0.89139473	0.8169451	0.83176947	0.8892628	0.7825968	0.6669601	0.6793237	0.70671856	0.7731146	0.8136184	0.89999574	0.8782862	0.88661957	0.8231627	0.8769499	0.7009038	0.82069147	0.8389541	0.7785822	0.70488906	0.8648743	0.8161068	0.7062123	0.7609823	0.789461	0.8602197	0.7522343	0.7994714	0.86608016	0.9356221	0.83914596	0.85974586	0.7494345	0.81160676	0.8928333	0.7459097	0.9263945	0.8645919	0.8682542	0.8362509	0.9246837	0.8935665	0.9613118	0.8112689	0.7490927	0.80278987	0.7358503	0.9296492	0.92348945	0.78134704	0.83327675	0.79123	0.9093713	0.81248647	0.80738807	0.88720655	0.90731865	0.83316875	0.8154466	0.91499454	0.7546253	0.8761897	0.8413948	0.75975907	0.85113025	0.66593957	0.9132621	0.95876175	0.77770936	0.7701959	0.9057158	0.880941	0.766139	0.82644874	0.0	0.92552704	0.6891158	0.7519735	0.8544979	0.83466744	0.93942285	0.81850713	0.777759
klap/noun	0.9001635	0.9058161	0.9159085	0.9479003	0.85633403	0.9037247	0.8492446	0.919145	0.91398776	0.8904048	0.8998248	0.84991616	0.6428101	0.93109787	0.9137051	0.8592951	0.7868475	0.92210746	0.9447244	0.88873035	0.88913786	0.873572	0.86883837	0.87305534	0.92889076	0.8907823	0.9350182	0.8695392	0.8887265	0.82804143	0.9106793	0.8962378	0.8766291	0.8810951	0.9441346	0.8092758	0.87559426	0.9046456	0.9200667	0.90260035	0.8509305	0.90847147	0.70510733	0.92299634	0.9480243	0.9173432	0.82600814	0.89095145	0.93231404	0.88638604	0.92604953	0.9061157	0.7827331	0.86270666	0.88946354	0.7896271	0.8879534	0.8684879	0.9015661	0.93952405	0.88994545	0.8583674	0.7289315	0.8408831	0.9037746	0.8940468	0.55199766	0.9227933	0.8342498	0.91190755	0.9049899	0.89990884	0.9288364	0.9283504	0.92552704	0.0	0.84375286	0.9130859	0.77081406	0.8397522	0.77202046	0.91961753	0.87509346
dikwijls/adj	0.83255905	0.7931738	0.8107151	0.84498656	0.7460884	0.59509814	0.6479465	0.7159522	0.75228214	0.76482695	0.8123017	0.8387561	0.8187963	0.7934015	0.7846687	0.6663336	0.74771416	0.83647305	0.7532221	0.6784779	0.81204355	0.7599344	0.7467796	0.78250957	0.7207147	0.8034601	0.7622342	0.79009557	0.82672924	0.88737524	0.81128466	0.783998	0.72864634	0.7632108	0.8640696	0.5857686	0.89147174	0.8227192	0.8296083	0.7853539	0.87094665	0.8455719	0.88599634	0.743088	0.7359583	0.7537486	0.6816821	0.90616417	0.8936755	0.6757096	0.79303855	0.67016184	0.85951227	0.8235046	0.6790717	0.8094373	0.89362305	0.8054832	0.79346514	0.84326404	0.7448029	0.8252604	0.7878492	0.7021095	0.6963316	0.6303792	0.8465356	0.8699959	0.6262277	0.74666905	0.84465635	0.87372494	0.75269806	0.79949063	0.6891158	0.84375286	0.0	0.7343087	0.7521969	0.7362638	0.8584645	0.7324474	0.73061657
gevoel/noun	0.88948756	0.8421024	0.68448466	0.9133809	0.7423179	0.70072347	0.70758915	0.68813884	0.7022705	0.68113387	0.8954732	0.9026036	0.87416387	0.882865	0.9085035	0.7331475	0.6239641	0.8408216	0.58733547	0.73856974	0.91005516	0.8766167	0.6758615	0.86195254	0.8134591	0.7975276	0.78593695	0.8471904	0.8917566	0.92564076	0.9016267	0.7771988	0.70873356	0.88067794	0.86281884	0.72504276	0.9135988	0.9142909	0.7383254	0.70722103	0.93228394	0.93242884	0.95287097	0.83593136	0.806482	0.7959012	0.7268834	0.9052342	0.9426437	0.7757249	0.903187	0.7185552	0.94955677	0.78128487	0.8444654	0.8765692	0.88480306	0.87885976	0.82313025	0.92676556	0.76114726	0.8984811	0.8602183	0.5337603	0.75374687	0.76833236	0.8491087	0.93779147	0.76029974	0.7475227	0.9034949	0.83506703	0.85427785	0.87903124	0.7519735	0.9130859	0.7343087	0.0	0.6707446	0.82382536	0.93521124	0.76866114	0.71201634
pijn/noun	0.8845919	0.8810915	0.75726366	0.9587623	0.62261105	0.834895	0.7787291	0.86091304	0.8849971	0.7823788	0.8962195	0.9009313	0.8202845	0.9177733	0.93167895	0.7976389	0.64034915	0.89564604	0.86621386	0.817626	0.90451133	0.8805884	0.7193686	0.88068223	0.87509346	0.8922279	0.8925421	0.7373973	0.7990384	0.8470633	0.9287403	0.8094608	0.850896	0.8855012	0.9227557	0.7564453	0.94534224	0.90833884	0.82084733	0.87584186	0.854496	0.9076465	0.8855439	0.8791251	0.9194251	0.86881006	0.5939736	0.9264531	0.91966504	0.8286177	0.938565	0.79556936	0.9316854	0.8431064	0.83099616	0.8591385	0.914579	0.894111	0.78571385	0.93498135	0.83606106	0.8958963	0.8346171	0.52416384	0.72704536	0.86980075	0.79703754	0.9271988	0.7290719	0.85196173	0.88687986	0.8626167	0.9119853	0.8934152	0.8544979	0.77081406	0.7521969	0.6707446	0.0	0.69594216	0.9006577	0.86958444	0.79790986
miserie/noun	0.8753144	0.84537435	0.8506086	0.89784604	0.72935164	0.83327603	0.80215895	0.8459411	0.8875845	0.8350493	0.880419	0.84683096	0.85811865	0.8887826	0.8838136	0.82387817	0.72897804	0.88855606	0.8632454	0.83119464	0.8796009	0.8321429	0.7903545	0.8577952	0.86224365	0.89603895	0.89029104	0.83812255	0.85712564	0.8940497	0.88943195	0.84572285	0.84562033	0.8564368	0.91601646	0.7786974	0.94454414	0.90723	0.8530247	0.89861834	0.78102225	0.92033726	0.9102976	0.8657841	0.88536435	0.8677573	0.46661615	0.9141994	0.93362945	0.8214071	0.89877677	0.7845189	0.87433445	0.8388348	0.84163696	0.8643053	0.909448	0.8860982	0.85559165	0.9174128	0.84610474	0.9143441	0.8350329	0.68410814	0.790013	0.8632106	0.85140496	0.89463973	0.74549323	0.87535524	0.8898999	0.83232766	0.89309376	0.87860465	0.83466744	0.8397522	0.7362638	0.82382536	0.69594216	0.0	0.9170322	0.85839367	0.83499515
schot/noun	0.8819317	0.9156256	0.9352018	0.93864363	0.9405173	0.904536	0.8815889	0.91289556	0.9148901	0.8789021	0.8800227	0.8445895	0.5216683	0.9351187	0.93306506	0.8846149	0.8937133	0.9396346	0.94687396	0.8762322	0.8935703	0.9066571	0.9101947	0.8832383	0.9132569	0.90804094	0.921167	0.8841387	0.88369477	0.8929181	0.9183159	0.8976573	0.8626805	0.8903168	0.945503	0.83679956	0.8374851	0.9109136	0.92618394	0.92049915	0.9254974	0.91124153	0.81944287	0.92653596	0.9333267	0.8972054	0.9214377	0.918669	0.90928066	0.876375	0.9228456	0.89435756	0.8371236	0.89751697	0.87791604	0.5820784	0.9276063	0.7452554	0.8805162	0.91489303	0.85665524	0.87458825	0.83057046	0.9270697	0.9049319	0.8814531	0.829944	0.937078	0.85243934	0.86943495	0.90697926	0.93325925	0.92074746	0.87742704	0.93942285	0.77202046	0.8584645	0.93521124	0.9006577	0.9170322	0.0	0.87862134	0.8631802
heerlijk/adj	0.74367404	0.69178367	0.8314473	0.8547734	0.87376726	0.75352657	0.80308056	0.65222037	0.6940238	0.7810649	0.7959991	0.85277987	0.8138002	0.81200904	0.8952485	0.7771653	0.84364784	0.8330015	0.6689992	0.7470699	0.8182949	0.819795	0.79128814	0.79586405	0.89681727	0.93967956	0.6684175	0.75878346	0.7805786	0.88602674	0.84120333	0.8689564	0.7035933	0.7495676	0.8342573	0.56681216	0.9614372	0.80539095	0.8806476	0.8456602	0.92053926	0.85357714	0.93555003	0.86936104	0.7416118	0.834504	0.84324145	0.945191	0.92626953	0.66563237	0.82432914	0.67897177	0.9025712	0.787472	0.79153347	0.79560184	0.8862625	0.9374242	0.8375782	0.8550662	0.70615983	0.8654772	0.8823073	0.8040459	0.75125617	0.7130885	0.87621045	0.91140175	0.7346952	0.6744697	0.83783674	0.8869443	0.75209296	0.8290656	0.81850713	0.91961753	0.7324474	0.76866114	0.86958444	0.85839367	0.87862134	0.0	0.7972843
kreet/noun	0.8502364	0.838606	0.777051	0.8773556	0.796211	0.70821667	0.7509802	0.6562279	0.6866895	0.7200544	0.8417971	0.84796476	0.7658489	0.8030891	0.86375093	0.7455256	0.742219	0.8362919	0.7793591	0.7566613	0.86119163	0.83744144	0.7198744	0.8300087	0.83290064	0.8032026	0.7631715	0.80704373	0.8060619	0.8947924	0.8706044	0.75137985	0.6633842	0.8012535	0.88217896	0.6901376	0.9392183	0.8652065	0.8570246	0.83231735	0.9448413	0.8514682	0.93142366	0.8080895	0.77801734	0.8012661	0.78040236	0.91540575	0.92881626	0.7720837	0.8084446	0.763614	0.90776813	0.8249994	0.82447034	0.8080443	0.85276574	0.83788925	0.77416086	0.8537138	0.70915693	0.8549252	0.77980196	0.6958125	0.8269128	0.7319504	0.84258044	0.9239755	0.74448293	0.73787117	0.87735015	0.86592954	0.7610735	0.7948451	0.777759	0.87509346	0.73061657	0.71201634	0.79790986	0.83499515	0.8631802	0.7972843	0.0
