	word/verb	mogelijk/adj	slecht/adj	aan/adj	momenteel/adj	enigszins/adv	afgelopen/adj	patiënt/noun	helemaal/adv	nog/adv	muur/noun	blijk/verb	reliëf/noun	termijn/noun	tijdig/adj	water_kanon/noun	gisteren/adv	kosten/noun	schouder_blessure/noun	alles/noun	installatie/noun	reputatie/noun	trauma/noun	consumentenvertrouwen/noun	geraakt/adj	onafhankelijkheid/noun	lijk/verb	geleidelijk/adj	help_mee/verb	operatie/noun	economie/noun	net/adv	systeem/noun	samenleving/noun	balans/noun	vanmiddag/adv	woning/noun	lever_in/verb	Champions/noun	politiek/noun	doelman/noun	leiding/noun	geloofwaardigheid/noun	probeer/verb	echter/adv	gisterenavond/adv	strand/verb	verbeter/verb	patiënte/noun	vervolgens/adv	dien/verb	zodanig/adj	fiets/noun	fonds/noun	koers_val/noun	ziekenhuis/noun	zal/verb	middag/noun	contact/noun	letsel/noun	populatie/noun	krachtig/adj	goed/adj	voet_blessure/noun	zuiverheid/noun	land/noun	paars_wit/adj	snel/adj	beurs_fonds/noun	euvel/noun	spel_maker/noun	thuisploeg/noun	tijd/noun	vergeef/verb	veiligheid/noun	mede/adv	onbemand/adj	geheel/adj	normaal/adj	vrijwel/adv	36-jarige/adj	laat/adj	bevolking_groep/noun	kerk_toren/noun	voldoende/adj	kan/verb	pas_aan/verb	niet/adv	moet/verb	norm/noun	verbetering/noun	pas/adv	ploeg/noun	golfer/noun	weer/adv	maand/noun	natuur/noun	toestand/noun	ingreep/noun	griep_aanval/noun	gebouw/noun	voldoende/adv	thuis/adv	misstap/noun	contract_uur/noun	Amsterdams/adj	glorie/noun	rij_richting/noun	rust/noun	ben/verb	blessure/noun	val_partij/noun	eveneens/adv	gezag/noun	opnieuw/adv	kom_terug/verb	democratie/noun	meer/adv	water_kwaliteit/noun	middenvelder/noun	intussen/adv	hart_operatie/noun	wereld_gemeenschap/noun	sluit_post/noun	olie_prijs/noun	meteen/adv	tijdelijk/adj	laat/verb	winstwaarschuwing/noun	evenwicht/noun	nodig/adj	kraan/noun	aandeel_beurs/noun	weeg/verb	bilateraal/adj	bezoeker/noun	fout_DIM/noun	geschonden/adj	griep/noun	volk/noun	terug/adv	licht/adj	vanzelf/adv	op_doffer/noun	wegdek/noun	volledig/adj	breuk/noun	lies_blessure/noun	orde/noun	waarschijnlijk/adj	wil/verb	situatie/noun	gebied/noun	herneem/verb	opening_fase/noun	lever/noun	onderhoud/verb	staat/noun	allicht/adv	ere/noun	dak/noun	markt/noun	geloof/noun	veerkrachtig/adj	oorspronkelijk/adj	wonderbaarlijk/adj	kiezer/noun	oud/adj	vanochtend/adv	naai/verb	electrisch/adj	schade/noun	kwetsuur/noun	redelijk/adj	Amerikaans/adj	eer/noun	spectaculair/adj	effect_beurs/noun	opereer/verb	voorlopig/adj	wat/adv	gemeente/noun	help/verb	eventueel/adj	gezondheid_probleem/noun	enkel_blessure/noun	knie_operatie/noun	vertrouwen/noun	onmiddellijk/adj	iets/adv	traditie/noun	kliniek/noun	ziekte/noun	stijl/noun	nauwelijks/adv	cabaretier/noun	sars/noun	autonomie/noun
allicht/adv	0.6851753	0.7529868	0.8931527	0.84682786	0.5431951	0.842687	0.76133645	0.8109331	0.7078831	0.69395566	0.95412505	0.8285348	0.92556083	0.8464172	0.5731073	0.8721007	0.66021097	0.8102335	0.7356079	0.795454	0.9328512	0.9241625	0.9280231	0.91229516	0.6668731	0.9547071	0.7393129	0.83378386	0.9227683	0.6941582	0.846022	0.659469	0.87744516	0.9280367	0.7791667	0.8105551	0.9067352	0.8465383	0.7899433	0.93495977	0.43459457	0.8467152	0.8781422	0.8229476	0.70573676	0.6511268	0.87726486	0.91766584	0.8578616	0.7105783	0.77993166	0.8734372	0.7642224	0.9099376	0.93101215	0.7179207	0.71949804	0.7560883	0.9478873	0.6151972	0.91619754	0.8727837	0.8766089	0.5473621	0.96398795	0.94313335	0.6418607	0.7520985	0.8769188	0.7613376	0.5472038	0.6570187	0.7329693	0.7904377	0.8955253	0.80119854	0.8904348	0.8975517	0.58465666	0.88095516	0.70802736	0.7493953	0.9654199	0.88272744	0.62578046	0.671163	0.8148731	0.7724323	0.6079354	0.9761819	0.95996934	0.52527344	0.7044556	0.7820606	0.6238286	0.5922493	0.9638013	0.8974998	0.68631816	0.68824625	0.85425055	0.7891953	0.7904064	0.8081948	0.65775305	0.95255315	0.8402941	0.84660774	0.54512966	0.83225393	0.4213994	0.7621062	0.5613651	0.9022617	0.533188	0.63037395	0.9521349	0.7447222	0.94746953	0.37295496	0.7154708	0.8501545	0.96729124	0.8710446	0.79874474	0.7534934	0.78236043	0.7222322	0.838758	0.792509	0.7877077	0.9498815	0.9203079	0.7834983	0.88877976	0.85913837	0.7954243	0.8674086	0.6145116	0.9017856	0.5375029	0.522334	0.8266196	0.77087116	0.8729812	0.6568974	0.754138	0.6531004	0.87835306	0.47304964	0.8681749	0.92681056	0.93058383	0.47227687	0.9151059	0.7556679	0.8735796	0.9458977	0.0	0.90445244	0.94438076	0.8433601	0.945723	0.9195136	0.8515543	0.8576138	0.8099185	0.75575507	0.9099568	0.8123881	0.97015697	0.87893176	0.621995	0.84455407	0.95017713	0.96266496	0.8930271	0.93797046	0.6174648	0.7036691	0.7714318	0.87424827	0.8236013	0.72387815	0.7547194	0.5868666	0.6053271	0.8628776	0.7790784	0.913653	0.89154416	0.84583926	0.7614324	0.91331726	0.7233998	0.9231765	0.8810729	0.9744693
ere/noun	0.6890193	0.9100787	0.90313876	0.8455564	0.94818187	0.7771514	0.9699504	0.95694774	0.7581451	0.907271	0.9016304	0.95116377	0.8781909	0.91897565	0.85838497	0.8585547	0.95575345	0.9234794	0.9381291	0.86031264	0.9136775	0.7544509	0.95773494	0.9375952	0.71887785	0.8905302	0.88207376	0.82592785	0.9113724	0.92818147	0.8619211	0.94191915	0.8302066	0.78807914	0.77996445	0.8350228	0.89970094	0.88863486	0.87342197	0.87448156	0.9606101	0.9141697	0.8347359	0.9011841	0.874127	0.9103829	0.9806091	0.89900374	0.9802962	0.8155658	0.7170327	0.8362492	0.88585436	0.92656624	0.9494583	0.9735281	0.88634527	0.8580649	0.96592396	0.98601437	0.8297395	0.8748879	0.88334715	0.9279851	0.79848087	0.81514704	0.8568441	0.9080069	0.91277903	0.86684424	0.89858216	0.9280627	0.93099564	0.95033413	0.8955728	0.94030327	0.9047766	0.70577645	0.88028455	0.90306705	0.9677522	0.93151355	0.8397214	0.9214216	0.9759396	0.9137751	0.7682011	0.9005953	0.83717734	0.68539345	0.95483905	0.8888597	0.9226095	0.8606079	0.63766927	0.93675476	0.76592135	0.8912529	0.9606766	0.8862752	0.64824975	0.9005844	0.8769864	0.97713435	0.88203096	0.91148865	0.39322275	0.8918166	0.9091059	0.8642823	0.8880743	0.9830454	0.9175924	0.7505848	0.7409616	0.87831	0.8156475	0.92178833	0.93284357	0.92931896	0.8081991	0.9390398	0.75133544	0.89412165	0.92280936	0.9176443	0.84440744	0.9184402	0.92816585	0.7904695	0.96720797	0.9258693	0.9389647	0.9491666	0.94748497	0.9755566	0.9455881	0.71522367	0.9638242	0.7796527	0.71328354	0.96472883	0.8738559	0.94216615	0.92425394	0.87328386	0.8243061	0.9069656	0.7999824	0.91719466	0.7020689	0.9052204	0.83393836	0.7981014	0.95612615	0.88355196	0.9100588	0.83865654	0.90445244	0.0	0.9280102	0.9497093	0.72504544	0.90702546	0.6176093	0.91183835	0.9213888	0.40054816	0.9173302	0.89562106	0.9574574	0.86978877	0.92122614	0.9170057	0.91965497	0.6267718	0.94094366	0.9311667	0.8819784	0.90964216	0.83250797	0.93152934	0.87963545	0.9332942	0.944684	0.8567414	0.9168165	0.8878609	0.89707905	0.9176526	0.33497268	0.9092094	0.97998154	0.71164703	0.9224629	0.9660489	0.96268344	0.9145675
dak/noun	0.7554951	0.8863983	0.9179239	0.9344752	0.8911561	0.9013298	0.9329734	0.9228971	0.87548596	0.94836324	0.32457143	0.9371856	0.81968224	0.89498025	0.8535523	0.76925063	0.8990133	0.7875592	0.93986434	0.97897524	0.5115179	0.93453395	0.9157737	0.96276873	0.87119186	0.9317402	0.9030214	0.9726049	0.8855669	0.9476501	0.88944745	0.93451905	0.8237182	0.9495601	0.9265964	0.92965066	0.42295945	0.9473987	0.99607325	0.97091734	0.9120201	0.6513542	0.956799	0.82567465	0.88928866	0.8527091	0.7964046	0.92354476	0.9492027	0.76452214	0.88081	0.8841427	0.71579003	0.91845727	0.9128291	0.9288305	0.9160186	0.8327457	0.9489481	0.9202079	0.929999	0.884248	0.9764693	0.9454682	0.9492579	0.9524876	0.94896597	0.9524066	0.92873675	0.8388111	0.96886986	0.9446126	0.9873512	0.9680931	0.91226673	0.89005625	0.6841494	0.92621255	0.965822	0.8512534	0.951191	0.97226673	0.9584401	0.43448752	0.92078865	0.9129009	0.82987654	0.9233811	0.9062738	0.9697187	0.9191442	0.9532394	0.971372	0.92081255	0.9008162	0.972365	0.9220778	0.88120925	0.8942827	0.9157942	0.39914083	0.9568045	0.90552074	0.9698911	0.9386009	0.9037885	0.9037316	0.9206761	0.9499618	0.9060392	0.94910187	0.88538873	0.8483393	0.95786333	0.90891707	0.9649303	0.95268154	0.9309775	0.9318901	0.9951635	0.82619816	0.9532868	0.9391667	0.9381649	0.9304646	0.9551592	0.7745714	0.88136387	0.944113	0.9478026	0.8499474	0.42477137	0.9355072	0.79377323	0.89410174	0.9392812	0.9455792	0.94577175	0.94801104	0.9387244	0.89780784	0.84661895	0.87248445	0.9778123	0.7702229	0.7190647	0.9700454	0.9288389	0.88412964	0.8765755	0.9574128	0.9398081	0.8562629	0.96932894	0.90956724	0.8364264	0.7495973	0.8942269	0.94438076	0.9280102	0.0	0.89747363	0.9887944	0.9053215	0.8096416	0.93722856	0.9897037	0.73452866	0.82958543	0.9553964	0.48517072	0.5795826	0.9537268	0.93437713	0.9383437	0.99246866	0.86821145	0.9532324	0.95854735	0.8783601	0.9492113	0.73334754	0.9757825	0.82519394	0.92967874	0.94386655	0.94426864	0.9514025	0.88906825	0.9121809	0.9703899	0.8887102	0.93869966	0.8470597	0.9294893	0.9628089	0.9220748	0.9456647
markt/noun	0.7434516	0.8050676	0.69896805	0.8510942	0.80877537	0.5827381	0.55234325	0.84060967	0.9154891	0.82481015	0.88626647	0.7784139	0.9674779	0.71782404	0.82348	0.97968066	0.44801635	0.8275175	0.8940309	0.8710982	0.9110573	0.8031981	0.8894811	0.5129563	0.8071776	0.8543546	0.68872654	0.7287853	0.6186492	0.827886	0.44304055	0.8347317	0.6913315	0.68185526	0.8365274	0.6422012	0.89949876	0.6403167	0.96237844	0.7264528	0.9003023	0.8890725	0.7848917	0.8067896	0.77951133	0.8839171	0.9365798	0.818127	0.9462364	0.8083627	0.837886	0.7622571	0.9277382	0.45163667	0.4918474	0.88078034	0.7418241	0.7313998	0.94721615	0.89291435	0.77142584	0.75754297	0.81525314	0.7934898	0.87865454	0.7768627	0.9323246	0.7647196	0.4515016	0.8233557	0.95239234	0.8550818	0.8001661	0.95087546	0.82561207	0.65277874	0.8991054	0.831967	0.7793526	0.68681145	0.9636642	0.8686862	0.8236557	0.9021606	0.8878995	0.7707526	0.8443434	0.8564214	0.75451064	0.85456216	0.8438102	0.8595055	0.74762404	0.7503534	0.6746881	0.7099355	0.8563643	0.74102306	0.86073214	0.83160406	0.89142233	0.8592352	0.8866822	0.9277091	0.8194328	0.6178174	0.9397225	0.94383997	0.8904347	0.75432646	0.8994267	0.94212395	0.7312294	0.71881866	0.67779124	0.83098507	0.6850257	0.88198304	0.8444481	0.8960377	0.69499433	0.8346768	0.78689146	0.93662864	0.4643426	0.8456775	0.85957	0.7444349	0.44106263	0.849637	0.8292451	0.9224464	0.5411594	0.7046876	0.80120677	0.8965086	0.9372169	0.80031425	0.88635415	0.73795795	0.8325546	0.76091754	0.82461905	0.90320045	0.8664115	0.8506681	0.88498646	0.8898814	0.88518965	0.75798476	0.8960387	0.7107976	0.7642611	0.8398144	0.9250596	0.81971604	0.8838582	0.78195035	0.8433601	0.9497093	0.89747363	0.0	0.7535429	0.8372773	0.8772194	0.7967672	0.7907436	0.9213738	0.47852772	0.94125843	0.9569845	0.82401186	0.918119	0.7086344	0.5278394	0.89510024	0.681265	0.57587737	0.84905934	0.8307363	0.74583673	0.9126615	0.82880604	0.88488543	0.9391812	0.85949236	0.87851644	0.60635537	0.8057078	0.66263616	0.8072629	0.9193578	0.9680829	0.8341608	0.76569456	0.94980264	0.9396526	0.8865364
geloof/noun	0.927673	0.91035295	0.90295565	0.9549779	0.94832605	0.7663282	0.9513563	0.95498914	0.89484924	0.95341617	0.89644635	0.82050896	0.90412694	0.93707705	0.95680016	0.9772937	0.9602442	0.98801786	0.9747604	0.84032005	0.95436287	0.7274513	0.82602704	0.8436988	0.83615065	0.5864886	0.8886442	0.83830076	0.8991729	0.94558203	0.6154471	0.8420338	0.81269515	0.40937418	0.8138896	0.9033924	0.9836332	0.9522043	0.9461757	0.38561678	0.95556784	0.92507184	0.5081789	0.79164064	0.895571	0.97082865	0.9812255	0.91690236	0.9667768	0.952958	0.70893323	0.7979808	0.9736381	0.94067794	0.95918214	0.96023625	0.86019385	0.9706496	0.9408641	0.98764265	0.95549846	0.6424514	0.8675827	0.9896649	0.3938092	0.6512344	0.97417676	0.83285946	0.9729314	0.9601977	0.97904813	0.9670499	0.93394	0.88147783	0.8005957	0.9227897	0.97707415	0.63117576	0.8539611	0.8713444	0.98953515	0.95353013	0.6944228	0.9657395	0.875023	0.8766477	0.92296416	0.91981494	0.817525	0.5632597	0.9353308	0.9657797	0.8649715	0.9773908	0.8201902	0.9774339	0.68120503	0.86868834	0.9565616	0.9468464	0.907955	0.89146197	0.9266501	0.94149905	0.9734868	0.9224343	0.85012543	0.99019754	0.9027734	0.8257859	0.95693934	0.99095917	0.96223176	0.58292	0.8868823	0.82906544	0.4184584	0.87455904	0.97742164	0.9746215	0.89581156	0.97861266	0.6840802	0.945802	0.92447174	0.94632375	0.9208075	0.8973299	0.94212407	0.76892895	0.82616735	0.9924194	0.92731506	0.8334707	0.9449867	0.981241	0.9411123	0.6975329	0.992048	0.3980019	0.90524197	0.9027948	0.6817658	0.98180795	0.964852	0.85999453	0.8433285	0.9773711	0.8400214	0.9018856	0.73221517	0.9848489	0.718423	0.9103039	0.9897115	0.9677254	0.84319246	0.60832673	0.945723	0.72504544	0.9887944	0.7535429	0.0	0.73143613	0.6778844	0.9233813	0.6616601	0.8006253	0.98667055	0.9718695	0.96415824	0.88459074	0.9622603	0.8583714	0.6675525	0.8351895	0.9398518	0.96469045	0.9214167	0.85170996	0.7919646	0.9498749	0.8255615	0.9637141	0.9579213	0.96095777	0.9693914	0.55077285	0.81299067	0.7672218	0.50693095	0.9684976	0.96596605	0.86579233	0.8858715	0.9947947	0.94298714	0.6291183
veerkrachtig/adj	0.88584346	0.79690886	0.8496158	0.8288902	0.87616456	0.8938494	0.8800227	0.91933227	0.92676216	0.76680064	0.9028343	0.8969958	0.78456503	0.8751868	0.9743627	0.9180799	0.91778624	0.93549114	0.85418874	0.78902113	0.9808777	0.9092511	0.9136424	0.70991844	0.8353165	0.91156363	0.7828368	0.8304038	0.84017915	0.92358875	0.7666248	0.8229186	0.91833234	0.73934174	0.83432764	0.8622545	0.9322966	0.9757138	0.9695281	0.7246195	0.9391552	0.9669919	0.9087414	0.91900593	0.84304196	0.9220148	0.9337121	0.7532292	0.9581004	0.8958088	0.8662405	0.8461283	0.9282001	0.87588525	0.8514961	0.92833513	0.8353807	0.82775986	0.90180385	0.8838066	0.87445855	0.7679951	0.7943366	0.8978833	0.7992289	0.83385456	0.9307531	0.7700533	0.95043886	0.7932179	0.92501366	0.8461356	0.8968214	0.8425623	0.8227058	0.9020606	0.95185006	0.81580514	0.8272684	0.9044112	0.9905225	0.80028844	0.7767501	0.89247906	0.8790027	0.8619425	0.78345805	0.8994152	0.887552	0.8798037	0.7944935	0.89499044	0.9525472	0.8973635	0.7182391	0.9700309	0.80669045	0.75195694	0.8925183	0.7962505	0.95775783	0.8611406	0.8546995	0.91934186	0.82550186	0.91843355	0.9242888	0.94224334	0.7976205	0.87972826	0.79365504	0.94065815	0.92751026	0.8731738	0.91048753	0.87434834	0.712226	0.84224373	0.8717326	0.9612619	0.8464217	0.87075824	0.72430235	0.8565105	0.75080115	0.96135294	0.9232526	0.8900073	0.95463145	0.73404795	0.8782438	0.95891446	0.77718484	0.7640756	0.96117675	0.8916997	0.82108456	0.7942355	0.90949225	0.8238339	0.87110245	0.9066713	0.81433785	0.8882975	0.95903224	0.91531724	0.91287696	0.86204314	0.9045256	0.88213164	0.84906995	0.83434534	0.9120158	0.85798484	0.814804	0.93320656	0.9411508	0.8123745	0.9195136	0.90702546	0.9053215	0.8372773	0.73143613	0.0	0.893769	0.7827319	0.92167646	0.7892227	0.8610968	0.9095403	0.8960645	0.69622827	0.8136271	0.80513084	0.7330358	0.9221045	0.9510158	0.8522581	0.8855117	0.9357024	0.82920825	0.96568614	0.75736433	0.9857335	0.9180963	0.84652144	0.85884726	0.71283084	0.95331967	0.74253106	0.8512133	0.93093884	0.92715114	0.8666606	0.8309112	0.9681995	0.8036719	0.92214805
oorspronkelijk/adj	0.66848874	0.82703775	0.7657576	0.8870063	0.8593963	0.7599566	0.94283	0.9209615	0.7730189	0.92357826	0.7233814	0.90001494	0.7263347	0.8844961	0.8353375	0.98507327	0.9166074	0.88871855	0.9336067	0.87436104	0.8264296	0.77800506	0.9105062	0.9328225	0.8314562	0.77276707	0.8911951	0.7666701	0.94224024	0.86130154	0.8082008	0.87588495	0.80587596	0.74334085	0.82474136	0.8220019	0.7871774	0.9508865	0.96120465	0.7846235	0.8805826	0.9296207	0.81721663	0.84215736	0.89737344	0.69971246	0.9684386	0.76826817	0.9130341	0.7639243	0.7007852	0.694329	0.871729	0.94990253	0.98146516	0.88296103	0.8483028	0.8915996	0.8564764	0.911915	0.75046426	0.69538474	0.9415508	0.87689275	0.645864	0.73501664	0.9442972	0.773204	0.97261643	0.9083887	0.95447	0.8897029	0.8832272	0.91650593	0.8524742	0.8420537	0.94608986	0.6643456	0.6975717	0.7796051	0.9786958	0.88490057	0.793426	0.8181329	0.8640164	0.8759765	0.7284864	0.9271035	0.8278657	0.71414065	0.8569575	0.83291215	0.9433649	0.95513815	0.71355385	0.9403273	0.6305406	0.78604823	0.81194896	0.84179664	0.59190357	0.8496752	0.8802729	0.94198704	0.88858426	0.95463103	0.62934756	0.76156294	0.8634834	0.84826076	0.8662795	0.97324616	0.82648367	0.77797014	0.8021779	0.9110886	0.800167	0.909915	0.9408078	0.93423635	0.7034793	0.8868656	0.8063596	0.914027	0.90734	0.90862936	0.78633887	0.90547335	0.97880197	0.69780385	0.87812215	0.90851885	0.97783715	0.9092894	0.8231704	0.9278363	0.89041317	0.9378226	0.93014413	0.6954809	0.7935825	0.88833076	0.6450996	0.9441355	0.58415914	0.7179353	0.8994067	0.9233874	0.8951115	0.81646	0.81672573	0.89494044	0.60528606	0.8494055	0.9841309	0.89736146	0.74936527	0.6736033	0.8515543	0.6176093	0.8096416	0.8772194	0.6778844	0.893769	0.0	0.837829	0.8338076	0.514627	0.9110396	0.8749311	0.93375254	0.79663336	0.93009925	0.8253629	0.7964708	0.7291219	0.8265503	0.95777154	0.83932734	0.88490075	0.760469	0.80445224	0.9162148	0.8734478	0.90161467	0.86025256	0.8473338	0.82530934	0.75520116	0.8466912	0.58802843	0.9298557	0.9032022	0.7475428	0.86970127	0.976556	0.95252	0.7253381
wonderbaarlijk/adj	0.8065066	0.7576953	0.811253	0.86167866	0.8300919	0.7594028	0.7824396	0.81835	0.83497524	0.8851767	0.9669111	0.7650931	0.8833087	0.8293478	0.80040276	0.9871562	0.8495737	0.8255996	0.83459973	0.8520981	0.8499056	0.79573506	0.7941634	0.84153515	0.9135501	0.9353212	0.82111907	0.79436857	0.8558048	0.81346625	0.7350322	0.80364853	0.7652004	0.83602214	0.71590483	0.8142643	0.8744007	0.8925943	0.9251309	0.9169395	0.7958157	0.8886752	0.8890776	0.88552	0.8147676	0.8566842	0.9128655	0.72824156	0.782643	0.88433146	0.82959044	0.6851866	0.8856733	0.7874431	0.8354727	0.7798479	0.81436455	0.84261954	0.8364479	0.7773372	0.81180775	0.6959797	0.7388841	0.7740706	0.82558686	0.87068474	0.90248275	0.6541486	0.936342	0.78676754	0.7908568	0.8433115	0.7780277	0.8860836	0.8064696	0.7886771	0.9613077	0.8482235	0.88762563	0.86196756	0.7559264	0.93425655	0.88477546	0.98325455	0.81250125	0.7921523	0.75709355	0.91345257	0.7782553	0.8867075	0.824877	0.82335037	0.8266	0.8151293	0.7865123	0.9093971	0.640635	0.8146863	0.80782354	0.9176099	0.8984701	0.8597069	0.94484	0.9451029	0.8971157	0.91181344	0.8955799	0.91614395	0.79504293	0.84002644	0.81104803	0.74967945	0.7096838	0.92125547	0.8240944	0.79924536	0.89327073	0.94198686	0.86625004	0.7945498	0.83778626	0.9095261	0.8441014	0.7269196	0.73992074	0.8798064	0.88269746	0.84037924	0.9081441	0.70000017	0.80809796	0.93067425	0.8825127	0.8124642	0.84640086	0.87398887	0.8353871	0.85218376	0.87748677	0.94508004	0.7785182	0.72042346	0.8738481	0.8082876	0.8554647	0.8100239	0.7570797	0.7433964	0.8667944	0.829475	0.8472456	0.8461439	0.8221133	0.7830623	0.7672418	0.8346466	0.81703055	0.84262943	0.8576138	0.91183835	0.93722856	0.7967672	0.9233813	0.7827319	0.837829	0.0	0.95037997	0.83555734	0.8870225	0.9643263	0.8457025	0.7343403	0.70041317	0.72824955	0.86333215	0.8836244	0.7938094	0.8900712	0.8271338	0.762099	0.7713422	0.9396832	0.79948425	0.85419	0.75526285	0.7426182	0.90647364	0.90790105	0.85434556	0.7408074	0.87126124	0.8699541	0.7752187	0.81071746	0.7925112	0.84271985	0.9282915	0.94395256
kiezer/noun	0.85927343	0.82141644	0.88410974	0.9538258	0.9399173	0.8146305	0.9411862	0.88440776	0.8549727	0.83633864	0.93557817	0.76515186	0.84990585	0.7480712	0.84217405	0.8889116	0.9261982	0.917278	0.93354106	0.72829044	0.9371134	0.78726685	0.86957157	0.77140933	0.84288085	0.7682457	0.75485665	0.81349313	0.8930944	0.85039866	0.7314812	0.9216814	0.71660674	0.60609925	0.8738345	0.89574915	0.9521721	0.932864	0.8603351	0.4746068	0.92488295	0.8594305	0.5090226	0.7237103	0.672787	0.94978595	0.9500144	0.8474722	0.9393459	0.86185175	0.7706582	0.7452495	0.9573396	0.84836435	0.9498381	0.9121976	0.70002484	0.9669195	0.8482324	0.9219227	0.9003205	0.7886743	0.80277234	0.8949842	0.84546745	0.8066585	0.8369814	0.81198037	0.8929906	0.8514367	0.8824807	0.897512	0.93633926	0.7338122	0.7026706	0.8600834	0.8905106	0.80976033	0.78564984	0.9158135	0.9377713	0.9364283	0.7060573	0.9840016	0.81137544	0.76897526	0.85751224	0.77080935	0.81867445	0.74831116	0.91762304	0.9507052	0.78520846	0.8633381	0.7653462	0.93962836	0.82995296	0.9426252	0.79104495	0.89995563	0.88176996	0.75745213	0.936809	0.76563126	0.92079425	0.951077	0.92403704	0.9590378	0.88943475	0.68036973	0.8917357	0.93982506	0.9158305	0.6355151	0.72486323	0.904589	0.48211336	0.7270812	0.9004979	0.9480155	0.74100727	0.80547374	0.79404116	0.89238703	0.92075866	0.8265153	0.9438458	0.90547943	0.87931335	0.82811236	0.73415303	0.95700336	0.85318303	0.8040963	0.83595	0.9241351	0.80173653	0.62919223	0.94881725	0.64158756	0.89503366	0.94316006	0.81474	0.8747215	0.90066534	0.8649182	0.7318874	0.9257699	0.809523	0.7620282	0.8265795	0.8783085	0.85249627	0.8722031	0.9475915	0.89840615	0.8327791	0.7725514	0.8099185	0.9213888	0.9897037	0.7907436	0.6616601	0.92167646	0.8338076	0.95037997	0.0	0.915094	0.9502735	0.93792176	0.9309929	0.8532554	0.90475553	0.82965624	0.7867263	0.8606366	0.9221617	0.9203059	0.89344704	0.85925543	0.77072	0.9138466	0.75016105	0.7627995	0.92685044	0.8703045	0.9492846	0.47285283	0.798976	0.9025878	0.8258865	0.9227578	0.9393929	0.9274792	0.8130656	0.94248015	0.9551896	0.8557375
oud/adj	0.7355069	0.8798788	0.86456245	0.7976343	0.77827924	0.82604593	0.82052493	0.940279	0.7141705	0.81856024	0.7471789	0.8465607	0.8336362	0.86396664	0.674324	0.91708905	0.90800893	0.88507104	0.7893516	0.9201177	0.8256701	0.8914211	0.8458818	0.87911475	0.7209386	0.9318245	0.71886057	0.7632099	0.8631208	0.82767415	0.8697479	0.7739897	0.85808074	0.84040266	0.8639408	0.89053136	0.8388769	0.93869793	0.9528582	0.8321196	0.7989925	0.85708725	0.92137235	0.83995533	0.87844366	0.82051826	0.9378576	0.8578266	0.94959354	0.800785	0.7505949	0.82683486	0.7938968	0.93994373	0.9596076	0.85965276	0.85906583	0.8119036	0.9272861	0.7613791	0.9237247	0.78558266	0.85105896	0.85891455	0.8922455	0.8459972	0.9526301	0.7720537	0.96288586	0.9177382	0.9402972	0.90632993	0.775287	0.9483381	0.88824624	0.86706364	0.8948272	0.6681051	0.79826933	0.8834759	0.8928429	0.7718401	0.92320764	0.7600591	0.8016151	0.858596	0.7639136	0.9378589	0.76591885	0.82263905	0.89493066	0.7406679	0.9033609	0.9154251	0.5669794	0.8392599	0.8325857	0.821285	0.88769597	0.82833904	0.61631596	0.8630687	0.80803967	0.98123723	0.8552413	0.91777784	0.52553993	0.9042853	0.8023998	0.8476888	0.7820333	0.81270653	0.7955778	0.8905508	0.6333631	0.74242926	0.82959634	0.91159636	0.95008564	0.767449	0.7285263	0.90303123	0.86302125	0.9604481	0.86036927	0.89557946	0.72577184	0.8433096	0.94766754	0.83509934	0.8859831	0.82845294	0.90305966	0.79198325	0.9272532	0.9222803	0.9526995	0.8744242	0.79186285	0.8445424	0.60296327	0.7170443	0.75510675	0.91980296	0.90837806	0.670509	0.69802165	0.78933436	0.9287457	0.76089215	0.75220954	0.9371249	0.9012905	0.7037459	0.87727773	0.9283132	0.8251263	0.86320925	0.75575507	0.40054816	0.73452866	0.9213738	0.8006253	0.7892227	0.514627	0.83555734	0.915094	0.0	0.90962255	0.8862854	0.7983032	0.7977258	0.75907266	0.9089853	0.8469939	0.64359677	0.7738749	0.9423787	0.8026212	0.78479767	0.8436723	0.87826645	0.86140543	0.92358524	0.8966881	0.7968261	0.8280767	0.8599284	0.85229427	0.85889816	0.56846744	0.8068593	0.8167434	0.72605145	0.8238574	0.96815234	0.90492725	0.88317525
