	word/verb	mogelijk/adj	slecht/adj	aan/adj	momenteel/adj	enigszins/adv	afgelopen/adj	patiënt/noun	helemaal/adv	nog/adv	muur/noun	blijk/verb	reliëf/noun	termijn/noun	tijdig/adj	water_kanon/noun	gisteren/adv	kosten/noun	schouder_blessure/noun	alles/noun	installatie/noun	reputatie/noun	trauma/noun	consumentenvertrouwen/noun	geraakt/adj	onafhankelijkheid/noun	lijk/verb	geleidelijk/adj	help_mee/verb	operatie/noun	economie/noun	net/adv	systeem/noun	samenleving/noun	balans/noun	vanmiddag/adv	woning/noun	lever_in/verb	Champions/noun	politiek/noun	doelman/noun	leiding/noun	geloofwaardigheid/noun	probeer/verb	echter/adv	gisterenavond/adv	strand/verb	verbeter/verb	patiënte/noun	vervolgens/adv	dien/verb	zodanig/adj	fiets/noun	fonds/noun	koers_val/noun	ziekenhuis/noun	zal/verb	middag/noun	contact/noun	letsel/noun	populatie/noun	krachtig/adj	goed/adj	voet_blessure/noun	zuiverheid/noun	land/noun	paars_wit/adj	snel/adj	beurs_fonds/noun	euvel/noun	spel_maker/noun	thuisploeg/noun	tijd/noun	vergeef/verb	veiligheid/noun	mede/adv	onbemand/adj	geheel/adj	normaal/adj	vrijwel/adv	36-jarige/adj	laat/adj	bevolking_groep/noun	kerk_toren/noun	voldoende/adj	kan/verb	pas_aan/verb	niet/adv	moet/verb	norm/noun	verbetering/noun	pas/adv	ploeg/noun	golfer/noun	weer/adv	maand/noun	natuur/noun	toestand/noun	ingreep/noun	griep_aanval/noun	gebouw/noun	voldoende/adv	thuis/adv	misstap/noun	contract_uur/noun	Amsterdams/adj	glorie/noun	rij_richting/noun	rust/noun	ben/verb	blessure/noun	val_partij/noun	eveneens/adv	gezag/noun	opnieuw/adv	kom_terug/verb	democratie/noun	meer/adv	water_kwaliteit/noun	middenvelder/noun	intussen/adv	hart_operatie/noun	wereld_gemeenschap/noun	sluit_post/noun	olie_prijs/noun	meteen/adv	tijdelijk/adj	laat/verb	winstwaarschuwing/noun	evenwicht/noun	nodig/adj	kraan/noun	aandeel_beurs/noun	weeg/verb	bilateraal/adj	bezoeker/noun	fout_DIM/noun	geschonden/adj	griep/noun	volk/noun	terug/adv	licht/adj	vanzelf/adv	op_doffer/noun	wegdek/noun	volledig/adj	breuk/noun	lies_blessure/noun	orde/noun	waarschijnlijk/adj	wil/verb	situatie/noun	gebied/noun	herneem/verb	opening_fase/noun	lever/noun	onderhoud/verb	staat/noun	allicht/adv	ere/noun	dak/noun	markt/noun	geloof/noun	veerkrachtig/adj	oorspronkelijk/adj	wonderbaarlijk/adj	kiezer/noun	oud/adj	vanochtend/adv	naai/verb	electrisch/adj	schade/noun	kwetsuur/noun	redelijk/adj	Amerikaans/adj	eer/noun	spectaculair/adj	effect_beurs/noun	opereer/verb	voorlopig/adj	wat/adv	gemeente/noun	help/verb	eventueel/adj	gezondheid_probleem/noun	enkel_blessure/noun	knie_operatie/noun	vertrouwen/noun	onmiddellijk/adj	iets/adv	traditie/noun	kliniek/noun	ziekte/noun	stijl/noun	nauwelijks/adv	cabaretier/noun	sars/noun	autonomie/noun
golfer/noun	0.89758193	0.8561628	0.8258927	0.95517385	0.9100253	0.72966456	0.7389202	0.93913716	0.92304504	0.89021677	0.99168825	0.8870007	0.89990216	0.91441214	0.7956694	0.75957274	0.6726603	0.90909886	0.92230576	0.86413276	0.9660998	0.89297783	0.9827045	0.8482577	0.9130852	0.9880769	0.81947094	0.9826241	0.99495393	0.7982149	0.70248675	0.9112205	0.90131086	0.826842	0.8253618	0.8709253	0.91317075	0.86577475	0.80249953	0.8802495	0.8255674	0.85322523	0.8443912	0.9230579	0.8836504	0.96416426	0.84337884	0.8865744	0.8390434	0.82354784	0.94869125	0.9024007	0.9958837	0.7446815	0.6500062	0.9071622	0.91913664	0.82755554	0.944426	0.9782915	0.9532202	0.88628167	0.93070227	0.81484103	0.9960834	0.90343374	0.789345	0.93184584	0.6241672	0.8901471	0.6952747	0.90624326	0.8895877	0.90220064	0.9476131	0.7282905	0.7987454	0.9022003	0.91612506	0.8039249	0.8652503	0.9454117	0.96016216	0.9888203	0.9484972	0.8842196	0.89796937	0.930272	0.93905723	0.9512969	0.97010934	0.9050308	0.81088984	0.0	0.81709015	0.8684553	0.96726304	0.88215476	0.9352817	0.888062	0.88890076	0.9332776	0.97770894	0.95748055	0.7709589	0.7439225	0.9079042	0.92954457	0.89825034	0.89010155	0.8790314	0.92599463	0.75070727	0.914013	0.865869	0.89610684	0.9100651	0.9593371	0.9332477	0.7752167	0.73973703	0.9213486	0.83842933	0.71827954	0.8794154	0.92876333	0.9052373	0.93773484	0.66478556	0.8337058	0.88945115	0.9180224	0.77181935	0.87700015	0.9527528	0.97396106	0.9839489	0.8194976	0.9491088	0.8742723	0.93312496	0.88972855	0.95507985	0.9539087	0.9329605	0.9280142	0.93999445	0.9408469	0.92981124	0.84432954	0.9834004	0.7916884	0.97532624	0.92214066	0.8891401	0.87801707	0.85112315	0.8561853	0.7820606	0.8606079	0.92081255	0.7503534	0.9773908	0.8973635	0.95513815	0.8151293	0.8633381	0.9154251	0.73110366	0.9278789	0.9321575	0.9256071	0.86958647	0.8293786	0.76149976	0.95229864	0.84996325	0.79288954	0.87438023	0.82644737	0.80815613	0.98085815	0.8905985	0.9199268	0.84343535	0.85124165	0.87142324	0.8226745	0.8959689	0.8193743	0.8701793	0.84548676	0.94092566	0.86891365	0.8661573	0.8023571	0.96737283	0.99341273
weer/adv	0.61613333	0.6983155	0.7808717	0.65291256	0.6764443	0.57652783	0.67743886	0.81650853	0.6300771	0.5752779	0.91224587	0.6809535	0.8746436	0.72313315	0.6811377	0.8292268	0.66917	0.84055316	0.7639115	0.60612255	0.9060366	0.7427073	0.81497324	0.6919646	0.65316045	0.92594486	0.5149498	0.60384333	0.77941406	0.76497376	0.684549	0.5645372	0.83333474	0.79890394	0.6968607	0.643659	0.9448716	0.70638037	0.8250181	0.8442391	0.71940196	0.8799523	0.79813695	0.6080981	0.64133483	0.7736784	0.85842884	0.7412913	0.86645794	0.62901974	0.67818666	0.7617923	0.72435176	0.6773138	0.7191479	0.77843153	0.60989296	0.6399231	0.9134242	0.84011626	0.7110441	0.74213606	0.6970397	0.81302524	0.83336633	0.787835	0.75811285	0.616035	0.8221726	0.6522536	0.74227536	0.6208925	0.59706175	0.8133628	0.7654558	0.7307076	0.9243489	0.7489528	0.5976949	0.64866865	0.88286453	0.61802757	0.8259606	0.90769285	0.69292855	0.69725263	0.77243865	0.7067226	0.5511001	0.7838572	0.8196409	0.4767459	0.66714287	0.81709015	0.0	0.60416406	0.65980935	0.7962514	0.7831888	0.7335813	0.81833	0.7863705	0.6245121	0.8016269	0.7629864	0.79193187	0.63706315	0.83870864	0.6071386	0.58308804	0.6281333	0.7743157	0.68825424	0.76542836	0.33901715	0.55844355	0.80002815	0.6671556	0.90389895	0.6864811	0.6357615	0.7888382	0.84534127	0.8754419	0.68700886	0.75191575	0.7523834	0.6520878	0.75898546	0.64653444	0.7302135	0.7842847	0.7952991	0.68037736	0.8828771	0.7426988	0.8154526	0.7694782	0.7010033	0.88863903	0.40061378	0.6336957	0.5824492	0.71818054	0.8706267	0.69044983	0.8210989	0.76677954	0.6755198	0.59637094	0.70960486	0.768648	0.8438834	0.513883	0.7786609	0.8061563	0.921123	0.88848555	0.6238286	0.63766927	0.9008162	0.6746881	0.8201902	0.7182391	0.71355385	0.7865123	0.7653462	0.5669794	0.7192391	0.76144	0.8897136	0.8131832	0.7416167	0.65226644	0.78264594	0.6999014	0.77248573	0.77513623	0.7509277	0.64686245	0.5853916	0.9457096	0.76864415	0.83193815	0.83561105	0.71236885	0.7060889	0.5778557	0.7283249	0.6696824	0.67718184	0.8653323	0.77649015	0.8053037	0.6571633	0.90577835	0.86515176	0.8635163
maand/noun	0.8072769	0.83706695	0.77742743	0.8436278	0.6081715	0.7886255	0.50194526	0.8356049	0.8155736	0.7450396	0.96678555	0.6945609	0.9761799	0.8065202	0.7520353	0.9835872	0.5705085	0.8770875	0.79120445	0.9399736	0.9784548	0.97070885	0.93871874	0.68894815	0.85673183	0.9756859	0.67112565	0.851471	0.8651448	0.75052345	0.72217184	0.7410089	0.9310739	0.9790652	0.8949378	0.7654761	0.9515332	0.7584624	0.89791137	0.9696869	0.7024704	0.9373645	0.94810784	0.91267	0.7825404	0.8174031	0.86334085	0.8111831	0.85400355	0.77874625	0.8953688	0.8710809	0.841492	0.7108884	0.731148	0.736158	0.7815961	0.73852974	0.9470641	0.80163753	0.9158997	0.89921635	0.9396133	0.8088577	0.98738635	0.92534363	0.94818485	0.85968685	0.7389858	0.8631376	0.7899895	0.874379	0.49621636	0.966408	0.9613923	0.6899633	0.9666428	0.88093704	0.79085016	0.7428471	0.8733696	0.69536126	0.9536252	0.9665233	0.7697511	0.85397613	0.9454216	0.93617594	0.6778394	0.96092933	0.8636209	0.50273776	0.9020281	0.8684553	0.60416406	0.0	0.9631146	0.89859444	0.7192509	0.82895935	0.93707854	0.80779064	0.83904916	0.96108556	0.87544507	0.83070683	0.8804693	0.93940043	0.78409725	0.76783866	0.6622749	0.8118851	0.69879735	0.9577672	0.5432648	0.6196481	0.98099697	0.86196357	0.95935184	0.5693394	0.7408969	0.8191389	0.9464018	0.85777533	0.5761863	0.91019875	0.8579416	0.8477393	0.6130899	0.92788744	0.84372133	0.9537966	0.7875197	0.6729448	0.9398019	0.9513336	0.9584323	0.87403995	0.70390105	0.98628056	0.6144835	0.64983344	0.9243397	0.934176	0.9530002	0.7088514	0.8090816	0.77766407	0.90550536	0.6141279	0.939728	0.89691794	0.94155455	0.59123945	0.9618882	0.941652	0.97301126	0.9827762	0.5922493	0.93675476	0.972365	0.7099355	0.9774339	0.9700309	0.9403273	0.9093971	0.93962836	0.8392599	0.69345355	0.93728876	0.9855014	0.9428757	0.7768796	0.8046836	0.6985065	0.9383147	0.7984901	0.8272185	0.74522746	0.6681831	0.7900397	0.97991157	0.8742571	0.8452337	0.87326753	0.81096214	0.77072346	0.78562164	0.90337217	0.71206987	0.9191081	0.9282807	0.884018	0.94248164	0.672436	0.9778843	0.9680523	0.97686195
natuur/noun	0.7871054	0.7879809	0.808493	0.92563516	0.8650737	0.65068185	0.86335903	0.83759964	0.84379077	0.838587	0.8490157	0.65072626	0.76005954	0.7832593	0.8594859	0.9933631	0.95893097	0.8503199	0.94390965	0.74747527	0.76967543	0.71844536	0.8651972	0.88854516	0.8265692	0.8988611	0.751578	0.7707727	0.82415545	0.87728983	0.66150856	0.7788794	0.7694018	0.6666086	0.619523	0.88688976	0.8209791	0.97324586	0.964756	0.7643845	0.8093833	0.9534753	0.8133197	0.6474606	0.81040204	0.9079873	0.96003413	0.6081966	0.9347887	0.7571431	0.73426366	0.68646944	0.93890715	0.8601169	0.9486607	0.88237035	0.81697834	0.92768264	0.82925355	0.8805955	0.6654937	0.7599113	0.6664649	0.94188875	0.6479502	0.7600482	0.8961443	0.66087383	0.982864	0.87033856	0.9307571	0.7724147	0.7719573	0.8582871	0.54097456	0.8137972	0.9868854	0.77348834	0.69655454	0.7566024	0.8227781	0.8980132	0.7033516	0.91550314	0.7549858	0.7286136	0.8114023	0.92064893	0.8040779	0.6229819	0.7128347	0.87760025	0.72156286	0.96726304	0.65980935	0.9631146	0.0	0.7853903	0.7965944	0.92666626	0.75898576	0.8764255	0.88557315	0.86185884	0.95354366	0.95384634	0.8301532	0.9268116	0.7154123	0.6214864	0.90346956	0.9036761	0.78116107	0.856055	0.7392754	0.8359679	0.8109058	0.88169485	0.6867931	0.94655037	0.72771466	0.8101762	0.84633327	0.83348984	0.8962788	0.8582622	0.8883562	0.84463954	0.96621794	0.60539025	0.7515201	0.9262612	0.94586456	0.84575236	0.7721429	0.7745857	0.7446269	0.85211515	0.95255864	0.7430533	0.79368424	0.80499744	0.71635926	0.8484866	0.815357	0.81484187	0.89557415	0.92735946	0.7257892	0.7817507	0.77980983	0.82762897	0.58717906	0.8482499	0.8843544	0.83788824	0.8013856	0.7968434	0.9638013	0.76592135	0.9220778	0.8563643	0.68120503	0.80669045	0.6305406	0.640635	0.82995296	0.8325857	0.95046985	0.95539397	0.88702214	0.75041187	0.8970713	0.71128225	0.887622	0.83487123	0.75137824	0.94900227	0.87415254	0.786198	0.77845204	0.80855215	0.7808122	0.70586485	0.8988862	0.91196203	0.9223221	0.7773334	0.7959063	0.769561	0.7071359	0.9308332	0.9274342	0.8392834	0.72765446	0.97985107	0.93219316	0.8548064
toestand/noun	0.59195465	0.73337877	0.7265875	0.8386068	0.7270068	0.837908	0.83998114	0.5635387	0.8819543	0.7452074	0.8768186	0.7680645	0.7722481	0.68517816	0.8132199	0.95878094	0.8892884	0.74297595	0.85763705	0.8816232	0.8518074	0.779451	0.88243836	0.6730409	0.84420955	0.9024765	0.76237786	0.7568423	0.7753152	0.57750046	0.7101786	0.8999485	0.70530236	0.7955742	0.7133553	0.8724902	0.75956136	0.9285106	0.85382783	0.817817	0.92055625	0.8595231	0.8530344	0.8604157	0.82005113	0.7972473	0.9167987	0.7118125	0.62106824	0.8304735	0.6885697	0.7158479	0.8785849	0.8573215	0.8797175	0.5579778	0.7671913	0.805733	0.84850645	0.6679203	0.7520389	0.84645545	0.8717332	0.8721795	0.78242993	0.85381675	0.8640664	0.77992857	0.8723349	0.8158113	0.9171819	0.9197136	0.85639614	0.9350095	0.7029624	0.8381183	0.8620708	0.79959065	0.7662705	0.8482927	0.8569982	0.8785582	0.7667273	0.85862	0.87683797	0.78252685	0.6869385	0.86907375	0.67735386	0.8546532	0.7525152	0.83154106	0.9023518	0.88215476	0.7962514	0.89859444	0.7853903	0.0	0.54424286	0.8984155	0.77218163	0.7673868	0.77602756	0.9232072	0.9060388	0.89336574	0.8690925	0.65345395	0.8919301	0.75195855	0.89680195	0.83901626	0.7784478	0.8821806	0.7787849	0.8910014	0.79304934	0.9053654	0.6317627	0.85235244	0.72555053	0.6463187	0.89669156	0.9196924	0.8336891	0.84867156	0.76333797	0.8350136	0.8975629	0.78362083	0.72170395	0.7711462	0.78490376	0.77703375	0.7671571	0.9408709	0.92564225	0.89273924	0.9028307	0.84415185	0.7735846	0.75385356	0.83051074	0.9178555	0.618721	0.7193861	0.8407898	0.87088555	0.8926305	0.7999444	0.86199886	0.4294265	0.7868756	0.79269797	0.89949286	0.69866216	0.7524369	0.5383135	0.8974998	0.8912529	0.88120925	0.74102306	0.86868834	0.75195694	0.78604823	0.8146863	0.9426252	0.821285	0.89588267	0.88889503	0.92631537	0.6698061	0.868803	0.77940303	0.8684271	0.9166031	0.73104054	0.87135786	0.63995314	0.80902314	0.84753686	0.8143109	0.6274446	0.84815127	0.836408	0.90234333	0.82619524	0.8515419	0.78736776	0.84009266	0.8818578	0.577546	0.79504657	0.8041077	0.7793777	0.91978675	0.7308204	0.8017472
ingreep/noun	0.56930435	0.59894276	0.8543058	0.85827756	0.6517026	0.8779666	0.8225193	0.42410618	0.86474645	0.78681475	0.83465594	0.69117785	0.68859893	0.5694243	0.7189989	0.9210465	0.84973526	0.58276707	0.86283654	0.8651564	0.7725055	0.89338475	0.85459834	0.8979917	0.84596324	0.8811575	0.6958902	0.8443345	0.833268	0.34776467	0.8526283	0.8407787	0.74545324	0.881767	0.85603845	0.8754434	0.8353318	0.8907031	0.97938514	0.8986826	0.85468525	0.7619788	0.8171571	0.8288949	0.7059064	0.77090037	0.95551205	0.73739225	0.61863244	0.7820315	0.62814224	0.77230066	0.7774904	0.8385731	0.9086061	0.43884027	0.5887997	0.84001935	0.84760666	0.6891328	0.80791783	0.6563413	0.87034035	0.7930957	0.909053	0.9069755	0.94397396	0.680694	0.86678445	0.62398326	0.7911427	0.9022527	0.77889574	0.9370025	0.6900988	0.77793515	0.8304937	0.77203393	0.65803266	0.8653997	0.87699157	0.89553225	0.9362197	0.93328345	0.77148914	0.67024684	0.7392955	0.772709	0.53176427	0.8848593	0.6817737	0.742008	0.9090637	0.9352817	0.7831888	0.7192509	0.7965944	0.54424286	0.0	0.87351674	0.78589255	0.6600309	0.81962407	0.88956136	0.8229831	0.9474028	0.9508275	0.6820073	0.8651765	0.6507008	0.7520896	0.82564807	0.7830508	0.7938397	0.72995245	0.79304165	0.8608188	0.8360579	0.7690716	0.77415776	0.66504633	0.50875056	0.8978506	0.8797684	0.8223937	0.82049453	0.54715896	0.8234638	0.9566753	0.8778601	0.54975307	0.7638462	0.88923055	0.76146156	0.8477312	0.89405376	0.8839617	0.85585797	0.8609543	0.93360496	0.73001397	0.77745736	0.87649006	0.9260701	0.6388024	0.643011	0.73460007	0.8007445	0.8325842	0.6093371	0.84501165	0.6895485	0.76679224	0.744868	0.8727646	0.74574476	0.8943207	0.8653803	0.68631816	0.9606766	0.8942827	0.86073214	0.9565616	0.8925183	0.81194896	0.80782354	0.79104495	0.88769597	0.8974579	0.84852785	0.87381107	0.7379092	0.814581	0.72814286	0.8820921	0.9711751	0.7193488	0.9639071	0.629436	0.7589705	0.80393	0.77656996	0.5623253	0.6508944	0.6959903	0.79845905	0.78741276	0.82620037	0.78592455	0.8423749	0.9418527	0.5333122	0.7579882	0.8503518	0.7888194	0.98815143	0.80432165	0.8819103
griep_aanval/noun	0.80018014	0.8725493	0.91616637	0.8528858	0.7392976	0.9104949	0.8566274	0.8850553	0.79404414	0.7429836	0.96395034	0.7731137	0.93964654	0.8630507	0.689721	0.90875936	0.79283327	0.81098413	0.47540313	0.8832271	0.9554091	0.92655873	0.9496253	0.8440478	0.837263	0.856934	0.7171253	0.7743831	0.9226323	0.79024786	0.8206876	0.74812615	0.91440094	0.9463561	0.84239674	0.88222003	0.9227293	0.9113184	0.9282612	0.90418696	0.74190044	0.9202299	0.956593	0.8948085	0.7979528	0.70718634	0.85802877	0.88325465	0.9663119	0.89644176	0.90006626	0.8828277	0.71560764	0.9126634	0.87743336	0.86511075	0.8486069	0.77497786	0.907827	0.65021515	0.8795418	0.78951293	0.8931712	0.48818284	0.99571246	0.94969183	0.83395255	0.8210094	0.9245234	0.83796173	0.81386817	0.7935905	0.7553118	0.9235202	0.93188316	0.7801553	0.9397233	0.96658444	0.6113034	0.87402225	0.9175703	0.78421646	0.88463163	0.94801736	0.81900084	0.7793193	0.82298416	0.83945733	0.855991	0.98973995	0.8638944	0.66395354	0.77390283	0.888062	0.7335813	0.82895935	0.92666626	0.8984155	0.87351674	0.0	0.93693	0.76848066	0.69242203	0.7911745	0.6215527	0.9618988	0.8357517	0.8845469	0.6992501	0.70905495	0.45203733	0.7932029	0.7936871	0.8714528	0.7642643	0.7887466	0.9574223	0.8320799	0.87491375	0.75331694	0.76832235	0.7637168	0.90173686	0.8974045	0.7373606	0.9111058	0.9245948	0.8998586	0.87528	0.78150684	0.89315236	0.93832064	0.842772	0.78515553	0.80994654	0.94185686	0.84262145	0.83382356	0.5970266	0.9620773	0.6922511	0.7453896	0.8270856	0.8931872	0.8184247	0.8861821	0.7252694	0.5866716	0.8412126	0.8263388	0.86586493	0.845303	0.9449914	0.6982888	0.84481394	0.8868928	0.9259988	0.9629088	0.68824625	0.8862752	0.9157942	0.83160406	0.9468464	0.7962505	0.84179664	0.9176099	0.89995563	0.82833904	0.8617916	0.8411023	0.91404325	0.72838366	0.6165722	0.92532474	0.9332471	0.9446692	0.8448906	0.8280183	0.8160048	0.87827224	0.8270793	0.95864284	0.83315176	0.86208373	0.6508356	0.44511747	0.5802482	0.8135718	0.8779721	0.8215205	0.91228145	0.9098281	0.648411	0.8963633	0.8647534	0.9912235	0.76730895	0.88974863
gebouw/noun	0.63443315	0.83665323	0.83372	0.94459087	0.84223646	0.796713	0.96845716	0.8240456	0.80517936	0.9024338	0.5009407	0.9155027	0.76518977	0.81108594	0.76721656	0.76578933	0.97623795	0.6273334	0.9468056	0.87807447	0.5220348	0.86784816	0.9373976	0.9561314	0.849181	0.88380605	0.8947565	0.88172257	0.80356133	0.8574488	0.80774593	0.9549838	0.6956086	0.83394885	0.8543335	0.9237199	0.2715643	0.9048809	0.9112356	0.8933035	0.9452025	0.8026787	0.8681745	0.875185	0.8432733	0.787837	0.8919853	0.8032811	0.9121709	0.83489007	0.69607234	0.76581347	0.8223387	0.8950638	0.92690945	0.8642649	0.7645338	0.88070464	0.8069583	0.90519357	0.7980895	0.8121313	0.8854896	0.8868001	0.77770096	0.8612735	0.92030674	0.9073727	0.90498495	0.6838107	0.9283992	0.9626781	0.93405056	0.97064877	0.7886826	0.9266257	0.7620881	0.79481953	0.87983525	0.876593	0.927124	0.98465997	0.8363397	0.4068187	0.8805895	0.78536755	0.68909764	0.85828197	0.7918414	0.7626505	0.841424	0.9561788	0.90694875	0.88890076	0.81833	0.93707854	0.75898576	0.77218163	0.78589255	0.93693	0.0	0.90419215	0.9381386	0.9516242	0.92602617	0.95696825	0.6334133	0.7970429	0.9369666	0.79111207	0.9123765	0.8892075	0.8481685	0.91418475	0.82159567	0.9396724	0.8862454	0.90030473	0.8887445	0.95141625	0.70369065	0.83624077	0.87956095	0.88224727	0.91303456	0.9348748	0.7302499	0.89872295	0.9051565	0.9083472	0.83991385	0.64501774	0.919268	0.82146394	0.72754073	0.9427607	0.9181982	0.87058365	0.9517569	0.8388767	0.7859941	0.87235093	0.8659315	0.9753809	0.62580943	0.66183513	0.9049759	0.864074	0.8518229	0.85429287	0.833135	0.846478	0.78057003	0.86341465	0.8813519	0.779845	0.7221725	0.7042316	0.85425055	0.64824975	0.39914083	0.89142233	0.907955	0.95775783	0.59190357	0.8984701	0.88176996	0.61631596	0.937871	0.86615455	0.59613526	0.6643672	0.91890275	0.85182625	0.90004253	0.85908353	0.8302478	0.9712398	0.8630388	0.8784296	0.7994681	0.5685532	0.88222057	0.72482973	0.88832366	0.8556489	0.9053331	0.9414311	0.8365503	0.9071197	0.7198206	0.8379108	0.9437979	0.6534287	0.87748116	0.9757646	0.94781464	0.8671536
voldoende/adv	0.7720286	0.80966336	0.9398458	0.83435625	0.71860254	0.8623744	0.8315047	0.7093537	0.8245438	0.8620565	0.98267484	0.84549433	0.84553725	0.76675963	0.8415786	0.9357787	0.8616466	0.7383535	0.90120924	0.83021295	0.88676715	0.92082363	0.9086883	0.8568406	0.93883246	0.9398505	0.7348248	0.8098694	0.8938028	0.6405822	0.7602782	0.87114835	0.87576306	0.79832935	0.84154946	0.8633502	0.9787219	0.90669656	0.9507523	0.793365	0.88151205	0.7901613	0.84089243	0.8470873	0.7620828	0.7636155	0.9424074	0.8545011	0.6721709	0.8937042	0.8317132	0.8730631	0.9476941	0.8946254	0.9236076	0.7520711	0.7251404	0.8739882	0.88834137	0.760396	0.8695891	0.7800821	0.9003228	0.7559281	0.8671137	0.9194984	0.9404018	0.8064778	0.9764463	0.771782	0.92276937	0.8879056	0.9174028	0.8747455	0.7974423	0.9006243	0.92321485	0.8163469	0.68957007	0.86730194	0.979809	0.8296869	0.8770375	0.9667903	0.76646507	0.77428895	0.8413991	0.8149768	0.66869205	0.8597607	0.8536364	0.6926003	0.9105127	0.9332776	0.7863705	0.80779064	0.8764255	0.7673868	0.6600309	0.76848066	0.90419215	0.0	0.7497631	0.88405067	0.8418885	0.94817877	0.8513382	0.88509	0.81463856	0.83958936	0.8301424	0.8820983	0.8902221	0.8383856	0.82512206	0.861548	0.8302727	0.8344507	0.8795639	0.84493876	0.7964474	0.8556931	0.79048413	0.7358782	0.7645265	0.90050447	0.7801882	0.83146554	0.88439965	0.8663375	0.6006927	0.9219824	0.85859966	0.85489994	0.8462761	0.9378585	0.90078354	0.82601	0.86880994	0.8988213	0.7413939	0.79565907	0.83672845	0.9125869	0.9208382	0.7723981	0.77621156	0.8968309	0.8079441	0.7584021	0.85273945	0.85470605	0.8922429	0.8191502	0.9559174	0.8912831	0.93335587	0.9218246	0.7891953	0.9005844	0.9568045	0.8592352	0.89146197	0.8611406	0.8496752	0.8597069	0.75745213	0.8630687	0.8783324	0.93904334	0.9342723	0.8375707	0.87895435	0.77113324	0.90295553	0.97215503	0.9108975	0.89692265	0.6844098	0.8617002	0.832099	0.8876462	0.75300956	0.8764832	0.8062408	0.7430311	0.71415895	0.8400631	0.843008	0.84244734	0.7556616	0.83990645	0.88340944	0.84367216	0.83744514	0.982367	0.8746607	0.9904167
thuis/adv	0.79686385	0.77777517	0.88621986	0.80400854	0.751041	0.8517498	0.8890035	0.72232413	0.60502255	0.7511903	0.90121394	0.8341398	0.9185766	0.87428355	0.71712506	0.96391195	0.8447275	0.92146474	0.79105395	0.78973085	0.9201458	0.96187115	0.912469	0.94363123	0.9190075	0.992182	0.7297586	0.8040858	0.7483375	0.77847993	0.8918243	0.6479125	0.9413175	0.97125906	0.8387891	0.89401025	0.936579	0.84871805	0.91613114	0.95955527	0.84987724	0.9218083	0.9769179	0.779304	0.8018552	0.8311608	0.90568894	0.82713866	0.7082984	0.73108304	0.9072355	0.9186721	0.7588494	0.9236647	0.9147014	0.70624393	0.83764935	0.688674	0.9004108	0.86134034	0.93538755	0.9640369	0.8304461	0.80803716	0.987844	0.8837586	0.8466604	0.7144021	0.97543216	0.81877303	0.86467373	0.8244505	0.7455219	0.8861481	0.94033134	0.9442271	0.9765577	0.8782661	0.65430474	0.92695504	0.9417159	0.7006171	0.96956944	0.8353976	0.8502727	0.7363583	0.8872924	0.8353966	0.7318214	0.9442142	0.87713337	0.6459774	0.85467947	0.97770894	0.6245121	0.83904916	0.88557315	0.77602756	0.81962407	0.69242203	0.9381386	0.7497631	0.0	0.8655522	0.8854265	0.96915334	0.82191515	0.89636654	0.81094533	0.7484199	0.77027196	0.8907125	0.8783177	0.9563027	0.7736546	0.7618232	0.9170145	0.76064783	0.95718986	0.8358274	0.7801179	0.7198925	0.9349521	0.90003	0.83535886	0.73588	0.88276726	0.84349686	0.8290925	0.7589287	0.8105392	0.8534324	0.8920836	0.8808213	0.95337677	0.87368095	0.90925163	0.90086263	0.7553585	0.9531852	0.64963424	0.8652408	0.74692833	0.8471106	0.93628776	0.83406264	0.94424665	0.80439824	0.84886277	0.8439566	0.6796268	0.83103335	0.9470918	0.7823585	0.91957027	0.8715004	0.95194256	0.98229873	0.7904064	0.8769864	0.90552074	0.8866822	0.9266501	0.8546995	0.8802729	0.94484	0.936809	0.80803967	0.9237323	0.77739185	0.9020691	0.9146606	0.78729844	0.8965945	0.9282745	0.9404403	0.9580284	0.9100109	0.7293808	0.8681519	0.7686652	0.90131116	0.6872497	0.8660972	0.7528313	0.77224517	0.75310695	0.8051665	0.81581324	0.878966	0.9713439	0.73395014	0.7222969	0.958801	0.8801898	0.9876965	0.7160015	0.9055948
