	eind/adv	immers/adv	William/name	Maurice/name	elektricien/noun	morgen/adv	aantal/noun	als/prep	na/prep	daarom/pp	daar/adv	eerder/noun	stelling/noun	werkwijze/noun	Guus/name	vrijdag/noun	gisteren/adv	lief/adj	burgemeester/noun	Wereldbank/name	sociaal-democraat/noun	zaterdag_avond/noun	Zoutleeuw/name	Eddy/name	Bush/name	inwoner/noun	namelijk/adv	Anderen/name	mening/noun	totnogtoe/adv	ook/adv	Ier/noun	maand_blad/noun	tegelijk/adj	atleet/noun	Erik/name	al/adv	Marc/name	passend/adj	volwassene/noun	sporter/noun	stad_bestuur/noun	kampioen/noun	Patrick/name	campus/noun	stad/noun	merendeel/noun	aandeelhouder_schap/noun	Koninklijke/name	zij/pron	weekend/noun	waarde/noun	Ann/name	goed/adj	ING/name	Dr./name	hierbij/pp	Veurne/name	wetenschapper/noun	KNVB/name	afdeling/noun	ondernemer/noun	voortaan/adv	kwel/noun	Kaplan/name	Orde/name	Lint/name	devies/noun	morgenavond/adv	vrijwilliger/noun	Raf/name	Deinze/name	Wesley/name	strategie/noun	Karel/name	gemeente_bestuur/noun	vasten/noun	premier/noun	discretie/noun	in/prep	ze/pron	credo/noun	Ajax/name	nadat/comp	tijdens/prep	sport_raad/noun	Academie/name	Gilde/name	ploeg/noun	bovendien/adv	u/noun	filosofie/noun	vandaag/adv	inzicht/noun	sport_vereniging/noun	omdat/comp	jaar/noun	student/noun	het/det	visie/noun	behalve/comp	numerus/noun	reder/noun	rij/noun	opvatting/noun	brandweerman/noun	laureaat/noun	haar/pron	gisteravond/adv	Belg/noun	VK/name	drie/num	wielrenner/noun	Uefa/name	zich/pron	misvatting/noun	daarin/pp	voorzitster/noun	Alfonso/name	vader/noun	Berlusconi/name	door/prep	Verhaegen/name	zienswijze/noun	Genève/name	Centrale/name	vrijwilliger_werk/noun	Jack/name	lid/noun	provincie/noun	held/noun	rit_winnaar/noun	winnaar/noun	zaterdag/noun	Stive/name	steeds/adv	minister/noun	kennelijk/adj	moraal/noun	principe/noun	ideaal/noun	supporter/noun	Rillaar/name	achteraf/pp	kommer/noun	J.J./name	voor/prep	zondag/noun	Spanjaard/noun	hij/pron	muze/noun	René/name	keer/noun	evenwel/adv	lang/adj	ANC/name	Oscar/name	persoon/noun	renner/noun	aanvankelijk/adj	beeldhouwer/noun	week/noun	sport_laureaat/noun	standpunt/noun	omroep/noun	PSV/name	WTC/name	officieel/adj	lijst/noun	medewerker/noun	maatschappij/noun	Zottegem/name	daarbij/pp	aanvoerder/noun	Van/name	mezelf/pron	sportman/noun	traditie/noun	wij/pron	overtuiging/noun	decor/noun	Lierse/name	speler/noun	judoka/noun
aanvankelijk/adj	0.8536141	0.7093368	0.88525224	0.911437	0.8866995	0.8036381	0.82699215	0.798143	0.8172165	0.69422626	0.8330291	0.70847994	0.80545497	0.7456294	0.8408489	0.85494035	0.6840383	0.83602357	0.87315863	0.8262493	0.75554013	0.8486407	0.90596306	0.93373376	0.74722576	0.8746826	0.71165144	0.7073231	0.85005563	0.65943587	0.75054294	0.85335076	0.88318175	0.792665	0.8464306	0.9206097	0.814159	0.9360133	0.8510343	0.866134	0.83504236	0.7897715	0.91440034	0.9265379	0.8769696	0.88174593	0.81382716	0.86122525	0.8593285	0.66942644	0.8675954	0.8257448	0.9260819	0.79934746	0.7430897	0.9047888	0.76900446	0.89348483	0.8032076	0.7689618	0.9016957	0.7905256	0.79464906	0.8577161	0.829943	0.8826746	0.88341933	0.8325235	0.8335388	0.8537378	0.9223518	0.9053054	0.8875525	0.7777009	0.92841154	0.794392	0.8961276	0.8004836	0.84897137	0.8696525	0.7350968	0.83755577	0.8145111	0.732036	0.86459756	0.85942996	0.91408426	0.8841644	0.81613624	0.65721214	0.92466486	0.8663384	0.77486545	0.85198534	0.8734642	0.6640685	0.8945525	0.85915285	0.80754423	0.8266188	0.80687857	0.8883876	0.8356979	0.9026623	0.8003919	0.86289966	0.9305537	0.79697275	0.7142278	0.86562204	0.9266615	0.8581102	0.88750166	0.80869114	0.7624887	0.83053553	0.7768968	0.8974576	0.8939609	0.89141214	0.7464547	0.757962	0.8841392	0.8106062	0.83910763	0.8698198	0.84812176	0.8839317	0.88107795	0.86056685	0.8844834	0.91198975	0.9001912	0.9195584	0.9479108	0.7089927	0.8442309	0.6572874	0.83497393	0.79913205	0.8469786	0.8326897	0.90030944	0.7607454	0.8735105	0.9145858	0.81481206	0.9090323	0.84539366	0.70148313	0.87611747	0.913785	0.90104365	0.5742301	0.8203537	0.7931646	0.92134666	0.8732111	0.85784376	0.0	0.90249753	0.8171261	0.9521078	0.80863893	0.8453089	0.81284547	0.8816495	0.7781338	0.88817984	0.8590579	0.8362999	0.9102349	0.7730448	0.85394794	0.9360164	0.8258789	0.8578682	0.89539194	0.7355131	0.8109889	0.8741186	0.8696733	0.834792	0.8629241
beeldhouwer/noun	0.8863667	0.87497705	0.6682905	0.68998736	0.79835284	0.89289623	0.9082033	0.78046244	0.9259419	0.90741724	0.9035841	0.8866381	0.8914703	0.83304834	0.7530166	0.8842058	0.8263696	0.8882718	0.7122646	0.90559804	0.8558295	0.8465881	0.82144344	0.7273023	0.90083605	0.86654204	0.880249	0.8637304	0.9353375	0.86277807	0.88248473	0.81401193	0.8226969	0.84811276	0.7967061	0.71275353	0.89997786	0.7159431	0.8415682	0.8842679	0.81596607	0.8474691	0.8098764	0.74698335	0.8366834	0.8316268	0.8697516	0.92726576	0.85899115	0.86936426	0.87834746	0.90981984	0.74659014	0.91284484	0.89900535	0.7003828	0.87999636	0.8570182	0.738011	0.9112078	0.8532008	0.82067263	0.8923367	0.90238523	0.8484899	0.8734256	0.7995609	0.8620878	0.83744097	0.84579813	0.75519043	0.8426944	0.8174122	0.9070924	0.68901956	0.8674178	0.91415393	0.8369936	0.8846213	0.8543961	0.876103	0.8252299	0.8973049	0.8788408	0.9164869	0.8305135	0.76434904	0.8451252	0.8381089	0.8996203	0.86167014	0.8300303	0.88043696	0.87927294	0.8686768	0.91032183	0.89356923	0.8093833	0.86677706	0.8465911	0.7857787	0.9555951	0.810169	0.9362329	0.8781716	0.7778784	0.71302193	0.87728226	0.843654	0.79743105	0.86378556	0.89701957	0.69210386	0.9020609	0.90712976	0.868243	0.86265934	0.8165574	0.8589703	0.70261264	0.87181544	0.78818023	0.7189295	0.88081324	0.8578924	0.92773527	0.8537762	0.72946703	0.87144464	0.8861115	0.7582458	0.82356983	0.8097232	0.87335086	0.8558694	0.9045311	0.8188473	0.89327013	0.8876568	0.92631817	0.843233	0.85930943	0.84689736	0.9169396	0.9300337	0.7922477	0.88631916	0.8769028	0.85497206	0.8552735	0.71661973	0.6514057	0.9253148	0.9124554	0.934678	0.8937527	0.7817057	0.8670436	0.8061894	0.90249753	0.0	0.9146831	0.89886445	0.9051061	0.88180375	0.90462524	0.84177566	0.88739705	0.87072396	0.7961753	0.8665736	0.8391592	0.89970624	0.75605947	0.7212122	0.9303685	0.75867987	0.8194035	0.9125407	0.91091186	0.76984704	0.87739456	0.8773785	0.8118493
week/noun	0.6546774	0.81706876	0.9342443	0.89304465	0.8872518	0.56579876	0.8717173	0.91565037	0.6471357	0.82740355	0.83788025	0.66755676	0.8823562	0.8912516	0.8513958	0.62625635	0.5613716	0.91044873	0.85750306	0.85107136	0.8451387	0.7371906	0.8896421	0.9246105	0.81500053	0.84950423	0.86929315	0.85264456	0.91985947	0.8106703	0.89789444	0.890469	0.85692126	0.8586072	0.8038739	0.91919166	0.6535484	0.92276996	0.9130612	0.8945854	0.8640196	0.82505655	0.8281159	0.9076234	0.88990927	0.88445204	0.8977562	0.9436347	0.89539707	0.79992056	0.5854807	0.9406088	0.916825	0.9035362	0.8454758	0.92208445	0.88743776	0.881855	0.88901764	0.7844219	0.8946514	0.9109026	0.8342521	0.8763938	0.87158376	0.91888964	0.8774826	0.8980065	0.7252121	0.87198645	0.89941657	0.83386946	0.88731945	0.89171255	0.9128135	0.82942283	0.87256813	0.7956033	0.89923334	0.7919519	0.8215588	0.9084501	0.7840465	0.5863922	0.66465986	0.85449874	0.8945931	0.8968232	0.77258563	0.87397265	0.8890127	0.9258576	0.5082259	0.9497918	0.87831855	0.83103997	0.5409833	0.87095344	0.8635009	0.929073	0.87581074	0.9205458	0.89199114	0.81756294	0.9275924	0.8340569	0.84623826	0.88933134	0.6184102	0.85652363	0.8925849	0.61894137	0.86133564	0.78501314	0.8818186	0.9306855	0.8441638	0.8821835	0.9030889	0.9040606	0.8093662	0.8578015	0.8880005	0.9035065	0.7351085	0.8703363	0.91414225	0.91654253	0.84795207	0.87281394	0.92810076	0.8433378	0.8256322	0.71011674	0.90041	0.89026767	0.8328885	0.9068879	0.9341795	0.89530694	0.95966315	0.84277016	0.8993657	0.8809919	0.87664425	0.91895473	0.8461273	0.7127824	0.8722025	0.73619676	0.92178077	0.9092051	0.6483916	0.82093203	0.74675584	0.86330056	0.9380787	0.8229154	0.79596627	0.8171261	0.9146831	0.0	0.8991578	0.86674637	0.8711647	0.7765868	0.88132817	0.73955685	0.86820555	0.84728974	0.9264817	0.8477893	0.89115137	0.83935535	0.92930615	0.92448294	0.888872	0.9419631	0.86870766	0.93337584	0.9457059	0.7883472	0.7586592	0.79750955
sport_laureaat/noun	0.846628	0.9025443	0.91863596	0.886343	0.9409516	0.86002284	0.9406337	0.92203283	0.9077241	0.93268883	0.95890826	0.94319147	0.96016854	0.95181036	0.9169208	0.8440327	0.90735203	0.9466414	0.84686995	0.94048566	0.9374243	0.7808674	0.8238689	0.8550433	0.9312988	0.8505862	0.93500483	0.9472931	0.96309984	0.9098167	0.93163604	0.9346661	0.9026809	0.9268559	0.82723266	0.89790064	0.92587936	0.8575717	0.9067528	0.89739656	0.8599266	0.8591218	0.7767874	0.875388	0.9095938	0.8914073	0.9462052	0.9678968	0.8876497	0.94160384	0.7701659	0.9572393	0.866974	0.92251843	0.9522355	0.9075406	0.93186235	0.86810696	0.94599587	0.9248527	0.8748563	0.9161835	0.8704902	0.93271756	0.9452596	0.89869124	0.84070766	0.96270645	0.8414533	0.86898285	0.85414696	0.7541164	0.86631334	0.96020716	0.8929671	0.8582005	0.9481192	0.92938113	0.94105786	0.86132294	0.9525017	0.9608847	0.89547586	0.9063235	0.8887497	0.6932324	0.8776157	0.8386979	0.85730493	0.95298344	0.87651426	0.9730418	0.895455	0.9704085	0.8211181	0.95683634	0.89359367	0.9211505	0.919024	0.9492309	0.93013954	0.97040427	0.91767156	0.90056586	0.9508506	0.87888694	0.6458635	0.9467551	0.8869064	0.88094825	0.818275	0.888446	0.8708258	0.8668071	0.9598582	0.9557695	0.9454917	0.87584025	0.92377883	0.93778574	0.91748726	0.9285473	0.88344336	0.9397849	0.9002209	0.9593088	0.9257277	0.922547	0.8895493	0.90952194	0.9021968	0.8659184	0.756097	0.80094	0.87570786	0.9399531	0.9556906	0.9636489	0.94785243	0.95895684	0.969184	0.8609023	0.8351315	0.95658636	0.9463753	0.95652443	0.8840865	0.78021514	0.93956304	0.9380979	0.92156386	0.8747952	0.8972623	0.9190403	0.9659418	0.9383136	0.9103037	0.9047917	0.880105	0.9521078	0.89886445	0.8991578	0.0	0.9437962	0.9315557	0.8852953	0.9268024	0.8622256	0.9094631	0.90634114	0.9653846	0.76792014	0.95957714	0.8808428	0.86462176	0.9548421	0.7972459	0.9265397	0.93626153	0.9553073	0.9227061	0.83356875	0.8550962	0.8377523
standpunt/noun	0.8870427	0.77428854	0.9130944	0.9163178	0.93959576	0.8380716	0.85734653	0.82932687	0.93535763	0.73227745	0.92326736	0.8190459	0.52554595	0.66030264	0.9033508	0.90124947	0.6988481	0.8631353	0.7703568	0.8304583	0.681702	0.9538794	0.91755044	0.91566056	0.7259339	0.88893944	0.79734313	0.8109929	0.52562535	0.8055948	0.8080032	0.90186465	0.83586204	0.8076007	0.90099967	0.9321041	0.89832664	0.90279037	0.8351084	0.91933554	0.8639814	0.80599517	0.9584231	0.8625546	0.89628094	0.885336	0.86854196	0.8648401	0.9462805	0.7287609	0.93798435	0.76128656	0.9080881	0.8898232	0.8910744	0.93387187	0.80283713	0.919227	0.7998125	0.7995775	0.88708925	0.8247604	0.79850405	0.9102541	0.86211395	0.8898498	0.92577314	0.7944243	0.88420445	0.90761286	0.92469656	0.95174575	0.951946	0.61744875	0.8572374	0.7940685	0.86619323	0.70014155	0.7948568	0.9019897	0.8255281	0.75522804	0.92249346	0.8490716	0.89406896	0.8489083	0.9222864	0.9111453	0.9138704	0.79073644	0.9493666	0.72759885	0.7796358	0.72560024	0.8764067	0.79593796	0.9653638	0.8874763	0.82585514	0.4849401	0.8261273	0.9056241	0.8808857	0.96345323	0.44304013	0.919379	0.89192355	0.87062967	0.77161205	0.9221303	0.9699613	0.9371585	0.9279847	0.8235334	0.7692906	0.7977898	0.75101364	0.7917474	0.9245348	0.92798	0.73016596	0.8050779	0.9024258	0.6008499	0.8324094	0.854274	0.83743197	0.93143696	0.74409294	0.8370724	0.8868704	0.95766413	0.9090659	0.96537805	0.9534722	0.80464244	0.73513263	0.76659936	0.6916724	0.6759635	0.6753346	0.9034909	0.93657684	0.79156965	0.9089154	0.9130565	0.8608904	0.9637515	0.911386	0.80731845	0.90377176	0.91133934	0.94087565	0.73711056	0.92457145	0.8082827	0.95386475	0.88720745	0.93258613	0.80863893	0.9051061	0.86674637	0.9437962	0.0	0.8032621	0.92844665	0.92239136	0.8039074	0.774818	0.8737587	0.7852806	0.9563023	0.8307607	0.908182	0.9183494	0.8555242	0.8656488	0.75154775	0.7582557	0.6441433	0.8977172	0.9396342	0.8954567	0.8918782
omroep/noun	0.87846965	0.7552142	0.9076811	0.9131174	0.8997065	0.87411314	0.857827	0.8228204	0.9318614	0.7705617	0.9243693	0.8293825	0.86019766	0.7741044	0.8720737	0.9026638	0.8280297	0.89849967	0.89404106	0.78106594	0.7863091	0.8920424	0.90595824	0.9417329	0.85764325	0.8809424	0.77333426	0.8508478	0.8493344	0.7928808	0.7982788	0.9118545	0.7567914	0.8118085	0.8550364	0.92909837	0.88957393	0.9454375	0.8321307	0.87249875	0.8037971	0.78963554	0.9137796	0.9427408	0.85838616	0.84708995	0.86447287	0.8489164	0.8824338	0.7249649	0.9185482	0.8371137	0.94067675	0.8792844	0.8151558	0.891376	0.8162564	0.93157923	0.7824302	0.73958874	0.7725239	0.7195786	0.69840145	0.9235126	0.8837315	0.8399838	0.9106187	0.842648	0.84912515	0.8361398	0.9269279	0.91820616	0.9545324	0.78926885	0.9254332	0.7639133	0.8777949	0.84425944	0.8538195	0.8691114	0.83650476	0.8596244	0.876641	0.8736329	0.90489584	0.83949435	0.86329406	0.8268376	0.87313867	0.76067936	0.9217401	0.84912795	0.83735514	0.83984023	0.7793692	0.7989689	0.91492164	0.8313723	0.828003	0.8112738	0.82980675	0.894112	0.8016019	0.97102594	0.8063363	0.9013705	0.878955	0.8776104	0.8450609	0.90059084	0.957358	0.90400964	0.8814458	0.8296946	0.8381885	0.86383367	0.80378866	0.8652205	0.91737604	0.9308335	0.78366303	0.8197377	0.91816086	0.8497254	0.8610407	0.857531	0.79795873	0.8676415	0.83862185	0.7404103	0.89458543	0.9322087	0.9207962	0.921258	0.9607721	0.832593	0.8484535	0.82221746	0.80147815	0.8151299	0.84367555	0.8941081	0.9464717	0.8893031	0.93823516	0.9210624	0.80686986	0.92007864	0.92482376	0.8268986	0.89955837	0.9170231	0.93008024	0.8373695	0.92863196	0.833354	0.93087095	0.8559993	0.8994044	0.8453089	0.88180375	0.8711647	0.9315557	0.8032621	0.0	0.8969051	0.8983555	0.81638765	0.8451158	0.8162609	0.70333016	0.93108606	0.8379759	0.9172463	0.94281036	0.8805649	0.8658848	0.8208998	0.78726655	0.8629198	0.88469696	0.9207558	0.8561526	0.87315595
PSV/name	0.9021477	0.8312877	0.89227575	0.8539268	0.9004582	0.7166445	0.9177018	0.82558656	0.68939185	0.89532036	0.8984693	0.8234063	0.8971812	0.90630203	0.6504166	0.8463037	0.7963341	0.9076702	0.8912101	0.9037994	0.8529644	0.6333173	0.8854531	0.8378515	0.8621768	0.9166571	0.88882536	0.8915056	0.9511156	0.8548373	0.88456815	0.7464374	0.920775	0.9176163	0.8046888	0.77758634	0.83633935	0.8216612	0.8897144	0.9258546	0.84963363	0.9222427	0.6051275	0.78428006	0.9057178	0.9151725	0.91091144	0.9430602	0.8692763	0.86642975	0.80679965	0.92493176	0.88609517	0.8578008	0.8572293	0.8811117	0.9005614	0.8765097	0.9231945	0.6522516	0.8829636	0.8990512	0.9254598	0.8726789	0.89186406	0.9154248	0.7786267	0.89599615	0.6086786	0.92889214	0.7979394	0.72298443	0.7091718	0.9006393	0.85667795	0.9258606	0.9375932	0.8889457	0.9231263	0.819029	0.88139045	0.8920561	0.17583448	0.7471901	0.8302348	0.8998605	0.8861723	0.88870806	0.5179721	0.8494025	0.8072586	0.9197865	0.838382	0.923029	0.8931993	0.8799277	0.8871025	0.90344614	0.89989036	0.9255853	0.8781311	0.9616871	0.8898081	0.77365845	0.9251525	0.90072453	0.8652792	0.9141736	0.606954	0.8184122	0.7051246	0.774334	0.8373746	0.6073699	0.9028597	0.9193152	0.88890564	0.93009853	0.7899021	0.89969075	0.84784925	0.8627414	0.7701025	0.9057954	0.8569209	0.91928095	0.9139791	0.8720245	0.92036164	0.92495584	0.85241634	0.8587502	0.7645966	0.74014455	0.9025839	0.8971611	0.9301601	0.88899726	0.9168265	0.91209626	0.9176008	0.685181	0.7528312	0.89223397	0.8950534	0.897226	0.8331708	0.7469288	0.71881807	0.8106385	0.9000911	0.8053409	0.7942845	0.81410164	0.9105783	0.88091964	0.8283299	0.93777937	0.820831	0.81284547	0.90462524	0.7765868	0.8852953	0.92844665	0.8969051	0.0	0.9063079	0.86696005	0.9213257	0.90269935	0.9254047	0.7542695	0.9111523	0.548237	0.77484936	0.9151404	0.85982335	0.93867326	0.8334279	0.88541955	0.9102377	0.53501415	0.53831697	0.758854
WTC/name	0.86141366	0.8522643	0.8698848	0.84372586	0.8700848	0.8512739	0.8657251	0.8608972	0.83506876	0.90353125	0.8271479	0.8469049	0.8864385	0.9056201	0.88133264	0.81457484	0.84871	0.9154102	0.87953526	0.88601655	0.90117985	0.82298166	0.83441776	0.85377103	0.88178486	0.8396193	0.8690546	0.84405166	0.95013934	0.85981846	0.91157466	0.85396236	0.8718316	0.8652989	0.8693361	0.8624782	0.880968	0.87275577	0.87895685	0.8832331	0.8962261	0.8525626	0.88717365	0.8747385	0.7668234	0.76762116	0.86884075	0.9230642	0.8385425	0.86940217	0.82336634	0.88319886	0.8646899	0.9251286	0.86882037	0.8578838	0.8579409	0.8291843	0.8970133	0.9170934	0.83160293	0.89520806	0.83871704	0.9150618	0.8789445	0.89064765	0.8166298	0.88071185	0.8429279	0.86342406	0.86226577	0.7982032	0.86648554	0.8924895	0.87090176	0.85139483	0.92462796	0.93716085	0.9114938	0.77724	0.8727385	0.8743887	0.90480125	0.81479263	0.8521205	0.8373736	0.82173634	0.78723437	0.89357424	0.8767631	0.8109313	0.904215	0.85051006	0.92350614	0.8502126	0.8785442	0.8872243	0.889569	0.84081835	0.9223869	0.84228384	0.952598	0.8749566	0.88114834	0.91012573	0.743129	0.84631884	0.87540907	0.830035	0.87944204	0.8529759	0.85830045	0.8836747	0.9025491	0.8836159	0.91230774	0.8963866	0.8797011	0.89731354	0.87349606	0.8965588	0.82598484	0.8482543	0.9267297	0.819027	0.89881974	0.88565856	0.8829409	0.88023204	0.86361766	0.8910339	0.910174	0.8561531	0.80220854	0.88118744	0.9060006	0.9368042	0.91412926	0.9159237	0.92192626	0.8952981	0.8765695	0.8476417	0.91941637	0.92778	0.8664371	0.8662117	0.8036962	0.89837366	0.8595757	0.89584184	0.86025965	0.8987782	0.892088	0.91025424	0.8842024	0.88812953	0.85500014	0.8561535	0.8816495	0.84177566	0.88132817	0.9268024	0.92239136	0.8983555	0.9063079	0.0	0.8609878	0.8827466	0.8282267	0.8564178	0.8034104	0.86547714	0.8938333	0.8862044	0.933393	0.915908	0.9189717	0.90257704	0.9195627	0.85260075	0.899812	0.9135592	0.8938414
officieel/adj	0.6819215	0.77717125	0.88638306	0.87827057	0.9015631	0.68172586	0.85089445	0.79595774	0.7722386	0.82695824	0.8807659	0.71313953	0.86766297	0.8349508	0.84289026	0.6687553	0.6104505	0.92062664	0.7801431	0.74431574	0.8223061	0.8166665	0.841447	0.91179323	0.7081131	0.8577145	0.79672086	0.85085213	0.8986526	0.7648457	0.8775776	0.89201635	0.826495	0.8502828	0.8326488	0.9279361	0.83105344	0.92970765	0.800345	0.9179858	0.83156866	0.73322076	0.8881477	0.9098593	0.83766747	0.8511311	0.85588485	0.9218379	0.8312959	0.75726557	0.80457014	0.91314584	0.9177243	0.9013142	0.84395885	0.8905012	0.8427422	0.8511127	0.8414484	0.6885173	0.85761786	0.8497725	0.72488797	0.9094709	0.8596968	0.81387466	0.8789718	0.85013795	0.77101326	0.85926086	0.9128764	0.8719149	0.91877687	0.87398535	0.8860803	0.7115599	0.9023636	0.7081773	0.8710302	0.7761457	0.8609924	0.876702	0.85530937	0.6932969	0.7337794	0.7439366	0.82297397	0.80439335	0.89842916	0.85220754	0.8965019	0.87570083	0.6219424	0.9191443	0.83079785	0.81536543	0.8630401	0.86954254	0.77079153	0.8834505	0.798836	0.8771966	0.85005724	0.9325173	0.8690825	0.855719	0.81131685	0.87397647	0.690796	0.89896536	0.946108	0.8752293	0.8692906	0.71673965	0.8801093	0.8934972	0.8093587	0.82099336	0.8675476	0.8863697	0.76002085	0.8008757	0.9084568	0.84451723	0.6665766	0.778136	0.8665248	0.8922422	0.80057967	0.76967824	0.8944086	0.90194905	0.84450114	0.7378023	0.9308927	0.8955485	0.7942244	0.8627866	0.8844426	0.82521325	0.9105379	0.8671429	0.90740454	0.8405591	0.9206757	0.9027033	0.8017098	0.75150704	0.9048431	0.778788	0.87057406	0.9129848	0.9218465	0.7970512	0.9090531	0.81323206	0.9254262	0.8521554	0.8838767	0.7781338	0.88739705	0.73955685	0.8622256	0.8039074	0.81638765	0.86696005	0.8609878	0.0	0.7990297	0.8423266	0.8657513	0.8770102	0.88593113	0.87836766	0.95553195	0.9330533	0.84378767	0.8898908	0.8714756	0.89487684	0.91626555	0.8804579	0.8785688	0.85533655
lijst/noun	0.84625876	0.80178285	0.92900187	0.8732908	0.93905747	0.8644525	0.76136553	0.77272546	0.88912934	0.84873104	0.9074021	0.8416357	0.81072694	0.8293486	0.9099069	0.914137	0.8070216	0.9208156	0.8050343	0.8523613	0.79694563	0.91180015	0.871036	0.8880112	0.87308	0.82862306	0.8036661	0.8816779	0.8699952	0.7720407	0.85959435	0.9028724	0.82355064	0.8330894	0.80061936	0.8882079	0.8614919	0.8827001	0.8566037	0.88562375	0.81679475	0.8299719	0.90279746	0.86216676	0.87061036	0.8754615	0.8045692	0.9036648	0.91651005	0.8397994	0.8817849	0.8629655	0.85418284	0.92436415	0.8900235	0.91375744	0.8349894	0.8735889	0.8547207	0.87249696	0.813917	0.84447825	0.7412896	0.94502294	0.8789484	0.8775074	0.8685535	0.8802522	0.8884281	0.8249463	0.8854916	0.90053004	0.9102449	0.825671	0.8596629	0.8128692	0.9297912	0.85889286	0.8983757	0.8831802	0.889214	0.88230604	0.92319715	0.8649976	0.909458	0.83224857	0.9161975	0.8847786	0.84745336	0.81735146	0.90593654	0.9026854	0.8297448	0.8850006	0.85709316	0.854099	0.8550717	0.8556533	0.8449594	0.8513253	0.7943906	0.8969606	0.9033908	0.81805825	0.8632747	0.8634785	0.8112435	0.9052934	0.85145664	0.82202494	0.938661	0.84466314	0.88165194	0.8575206	0.8583849	0.903421	0.7574802	0.7740166	0.9307519	0.9422974	0.82423645	0.82311773	0.8814096	0.8533464	0.8749388	0.9094133	0.8864638	0.935456	0.7050952	0.81973636	0.903625	0.9098344	0.8361545	0.92987275	0.9234044	0.8682771	0.8505878	0.89812183	0.8972716	0.856809	0.88585967	0.9104515	0.9378581	0.91549313	0.9333564	0.9024759	0.80297315	0.9167303	0.8850603	0.88538355	0.9027874	0.8936016	0.8685833	0.8501751	0.9071324	0.8245162	0.9145558	0.77796364	0.7999493	0.88817984	0.87072396	0.86820555	0.9094631	0.774818	0.8451158	0.9213257	0.8827466	0.7990297	0.0	0.84167457	0.8725644	0.90767145	0.8606913	0.9114401	0.9187081	0.9393066	0.8575301	0.8945134	0.88561094	0.8903422	0.87516516	0.9297493	0.8563053	0.8709815
medewerker/noun	0.8447686	0.8725318	0.8192655	0.8005052	0.8127786	0.8771832	0.8299304	0.81674266	0.873634	0.85534596	0.9044938	0.79867333	0.8792115	0.8011393	0.79357076	0.8759996	0.7215519	0.9222169	0.7312435	0.79883003	0.8668318	0.8547981	0.8050685	0.7896205	0.79460114	0.70645803	0.8842822	0.8542759	0.89075696	0.7747871	0.86900604	0.87805146	0.805845	0.84746593	0.7569608	0.7792272	0.8386301	0.75459075	0.866616	0.8004342	0.78119963	0.8260929	0.8639938	0.75152254	0.77172434	0.82201475	0.80131984	0.87286234	0.7762831	0.7921576	0.8877778	0.86159897	0.78200203	0.924585	0.79702616	0.77201337	0.8200256	0.8225949	0.76427233	0.7997523	0.6834527	0.7356869	0.7433243	0.8974864	0.84452116	0.8407139	0.8044166	0.8497385	0.8580863	0.56232405	0.78123623	0.8135463	0.8074556	0.8414358	0.7556604	0.82159054	0.93315756	0.7964014	0.8647888	0.8464594	0.8705001	0.8616342	0.89080757	0.7713407	0.87889355	0.8103329	0.79146236	0.80552953	0.8697971	0.82497597	0.87379956	0.87599003	0.8103043	0.895016	0.78861266	0.84481317	0.7774452	0.66694397	0.8451595	0.88781416	0.8178117	0.9085789	0.8279768	0.9299348	0.89035404	0.64669347	0.7591257	0.8760845	0.7662006	0.7877207	0.85561585	0.8564569	0.8075837	0.89057416	0.8797803	0.89361936	0.84950626	0.7666327	0.8889182	0.83174443	0.8339981	0.76836354	0.76772094	0.87316215	0.8005571	0.8268784	0.7946322	0.8277941	0.61104417	0.79849154	0.8870797	0.892385	0.86008334	0.8987296	0.85581946	0.88724947	0.766879	0.8885969	0.91640615	0.90767086	0.91948545	0.77422774	0.87655425	0.8916582	0.90779495	0.8329555	0.8256697	0.9167499	0.8992324	0.840932	0.86040527	0.7599629	0.8733672	0.8759416	0.89959526	0.86762905	0.8710507	0.69355404	0.77324957	0.8590579	0.7961753	0.84728974	0.90634114	0.8737587	0.8162609	0.90269935	0.8282267	0.8423266	0.84167457	0.0	0.86433834	0.8353824	0.8310879	0.7945924	0.7484124	0.94106424	0.88098747	0.91240233	0.8871211	0.8942311	0.91897553	0.8794038	0.80349356	0.83654404
