	eind/adv	immers/adv	William/name	Maurice/name	elektricien/noun	morgen/adv	aantal/noun	als/prep	na/prep	daarom/pp	daar/adv	eerder/noun	stelling/noun	werkwijze/noun	Guus/name	vrijdag/noun	gisteren/adv	lief/adj	burgemeester/noun	Wereldbank/name	sociaal-democraat/noun	zaterdag_avond/noun	Zoutleeuw/name	Eddy/name	Bush/name	inwoner/noun	namelijk/adv	Anderen/name	mening/noun	totnogtoe/adv	ook/adv	Ier/noun	maand_blad/noun	tegelijk/adj	atleet/noun	Erik/name	al/adv	Marc/name	passend/adj	volwassene/noun	sporter/noun	stad_bestuur/noun	kampioen/noun	Patrick/name	campus/noun	stad/noun	merendeel/noun	aandeelhouder_schap/noun	Koninklijke/name	zij/pron	weekend/noun	waarde/noun	Ann/name	goed/adj	ING/name	Dr./name	hierbij/pp	Veurne/name	wetenschapper/noun	KNVB/name	afdeling/noun	ondernemer/noun	voortaan/adv	kwel/noun	Kaplan/name	Orde/name	Lint/name	devies/noun	morgenavond/adv	vrijwilliger/noun	Raf/name	Deinze/name	Wesley/name	strategie/noun	Karel/name	gemeente_bestuur/noun	vasten/noun	premier/noun	discretie/noun	in/prep	ze/pron	credo/noun	Ajax/name	nadat/comp	tijdens/prep	sport_raad/noun	Academie/name	Gilde/name	ploeg/noun	bovendien/adv	u/noun	filosofie/noun	vandaag/adv	inzicht/noun	sport_vereniging/noun	omdat/comp	jaar/noun	student/noun	het/det	visie/noun	behalve/comp	numerus/noun	reder/noun	rij/noun	opvatting/noun	brandweerman/noun	laureaat/noun	haar/pron	gisteravond/adv	Belg/noun	VK/name	drie/num	wielrenner/noun	Uefa/name	zich/pron	misvatting/noun	daarin/pp	voorzitster/noun	Alfonso/name	vader/noun	Berlusconi/name	door/prep	Verhaegen/name	zienswijze/noun	Genève/name	Centrale/name	vrijwilliger_werk/noun	Jack/name	lid/noun	provincie/noun	held/noun	rit_winnaar/noun	winnaar/noun	zaterdag/noun	Stive/name	steeds/adv	minister/noun	kennelijk/adj	moraal/noun	principe/noun	ideaal/noun	supporter/noun	Rillaar/name	achteraf/pp	kommer/noun	J.J./name	voor/prep	zondag/noun	Spanjaard/noun	hij/pron	muze/noun	René/name	keer/noun	evenwel/adv	lang/adj	ANC/name	Oscar/name	persoon/noun	renner/noun	aanvankelijk/adj	beeldhouwer/noun	week/noun	sport_laureaat/noun	standpunt/noun	omroep/noun	PSV/name	WTC/name	officieel/adj	lijst/noun	medewerker/noun	maatschappij/noun	Zottegem/name	daarbij/pp	aanvoerder/noun	Van/name	mezelf/pron	sportman/noun	traditie/noun	wij/pron	overtuiging/noun	decor/noun	Lierse/name	speler/noun	judoka/noun
namelijk/adv	0.8755017	0.3753062	0.92910683	0.92375505	0.86350214	0.85824263	0.74424505	0.75620663	0.9087483	0.6252719	0.7328434	0.8201887	0.7868853	0.6893351	0.8609284	0.9254309	0.8731146	0.76117516	0.92475843	0.8094191	0.803593	0.8903639	0.9004843	0.95787567	0.8613429	0.8482887	0.0	0.71285635	0.77570736	0.6811719	0.6321428	0.85627407	0.8332984	0.67554575	0.81367713	0.9544379	0.7799405	0.971049	0.74261963	0.78924185	0.7070856	0.8213853	0.9366058	0.96757877	0.8452866	0.8388542	0.76861763	0.83222365	0.92027205	0.62837875	0.8758935	0.7680877	0.92594373	0.7578081	0.8380811	0.88813514	0.6856116	0.9085649	0.70709	0.8133533	0.88248986	0.7050824	0.61348957	0.8443852	0.8305476	0.89815557	0.91980034	0.7905223	0.8618242	0.81575	0.9413323	0.9327646	0.94854486	0.73307705	0.95412916	0.8111092	0.83571196	0.9107719	0.7825453	0.86247313	0.6615298	0.8211896	0.8804578	0.84489113	0.8919715	0.8550893	0.9133348	0.8887808	0.86545736	0.4363786	0.92468846	0.74281853	0.8590353	0.72771454	0.8017033	0.5683659	0.89028025	0.7885851	0.7636291	0.7663375	0.70581746	0.8536829	0.7725021	0.92167974	0.7254585	0.8596083	0.89445907	0.74991965	0.87864035	0.83691704	0.9657854	0.86970013	0.8470879	0.82969886	0.7419019	0.73271006	0.6902762	0.92006296	0.9041808	0.88954663	0.8111298	0.76063323	0.91111046	0.78875446	0.8444549	0.89053184	0.75427985	0.90822214	0.88645184	0.8372147	0.84943485	0.9242436	0.913527	0.93893343	0.94210935	0.654996	0.9216158	0.60564756	0.72163635	0.6509526	0.7773137	0.86190283	0.92966324	0.7304909	0.852549	0.9050949	0.73499954	0.9330337	0.8867313	0.7392998	0.8513959	0.9286213	0.87196183	0.6381886	0.8268202	0.81312054	0.92465585	0.7926005	0.8523638	0.71165144	0.880249	0.86929315	0.93500483	0.79734313	0.77333426	0.88882536	0.8690546	0.79672086	0.8036661	0.8842822	0.729745	0.9290199	0.70259774	0.9153085	0.97248673	0.7360716	0.7937796	0.81051224	0.6539799	0.7709642	0.79201436	0.91905266	0.81619114	0.8337083
Anderen/name	0.8817997	0.7444718	0.89980346	0.8881582	0.84608847	0.8482714	0.8224396	0.78392494	0.8492311	0.6431267	0.6951221	0.77803326	0.7730736	0.7832545	0.8353903	0.93010604	0.8174316	0.71042514	0.87863827	0.8169452	0.76618165	0.8682809	0.8930519	0.92366594	0.7737561	0.84984034	0.71285635	0.0	0.8060733	0.7739768	0.7207712	0.83509076	0.87834334	0.7154662	0.83570635	0.92800605	0.79142004	0.9359045	0.79791474	0.7741078	0.7707802	0.8145784	0.9450365	0.93690604	0.84258485	0.8372531	0.78086674	0.90449154	0.9225189	0.51741046	0.8695609	0.8297074	0.89845014	0.8162737	0.8485192	0.87880516	0.76273656	0.88116604	0.73580515	0.83032393	0.9007519	0.7604523	0.7519624	0.8558108	0.7944411	0.90565574	0.88189375	0.815465	0.86688304	0.8024213	0.9177047	0.91542137	0.92372763	0.809626	0.9067576	0.80987537	0.83604115	0.8347413	0.83117425	0.83064157	0.5004233	0.8135256	0.88999903	0.7678944	0.8597321	0.85995007	0.90817565	0.8838046	0.8770901	0.6686134	0.9223925	0.820197	0.85364324	0.8259586	0.82261837	0.62303007	0.90201634	0.78147525	0.80175555	0.81584793	0.7854886	0.884105	0.7974245	0.8957086	0.7833549	0.7675364	0.8968199	0.6334512	0.84236133	0.8401318	0.9628133	0.8608767	0.8430203	0.8621785	0.7108071	0.8032126	0.7766104	0.85648537	0.8771321	0.78367406	0.7565297	0.7332736	0.87656254	0.80763423	0.8476848	0.90944445	0.7946622	0.88844645	0.8813937	0.8684273	0.8277098	0.94454014	0.9148296	0.94228405	0.9162457	0.6779492	0.89584005	0.69625694	0.7810533	0.8112325	0.79621834	0.7806523	0.8937251	0.7078619	0.8709263	0.89870656	0.7882922	0.9269926	0.85431683	0.53834957	0.82958835	0.90432775	0.8815882	0.6957768	0.78957856	0.7747471	0.9499156	0.81097317	0.83897007	0.7073231	0.8637304	0.85264456	0.9472931	0.8109929	0.8508478	0.8915056	0.84405166	0.85085213	0.8816779	0.8542759	0.7895738	0.9233847	0.7567797	0.87659687	0.94657433	0.6834436	0.8103637	0.82593143	0.6177777	0.76599765	0.8381059	0.9018328	0.8279017	0.81337625
mening/noun	0.9458646	0.7799159	0.9256831	0.92314	0.91856205	0.8896912	0.86354506	0.8343868	0.9433052	0.78356326	0.8759185	0.88573265	0.6788768	0.6961294	0.8895775	0.96083707	0.8520583	0.7915778	0.8954589	0.8962689	0.7949848	0.9512746	0.93592554	0.94458115	0.82857263	0.9038046	0.77570736	0.8060733	0.0	0.8308653	0.7883748	0.9046454	0.8449317	0.8226305	0.908267	0.94911134	0.8968208	0.9383111	0.85928226	0.8827952	0.8413251	0.88653135	0.9709779	0.93036723	0.92346364	0.91213363	0.85483825	0.90636855	0.97032076	0.7651477	0.9633475	0.78643143	0.94289255	0.866548	0.93461585	0.91666245	0.8188689	0.94798934	0.7836103	0.8720272	0.93004596	0.83053094	0.83790517	0.91812396	0.87565696	0.93647736	0.9429347	0.84808445	0.9148244	0.9008372	0.9462147	0.96808875	0.96503025	0.76772696	0.9078901	0.86388505	0.8896182	0.85345787	0.8302151	0.9305955	0.8030995	0.7804831	0.93989104	0.8963437	0.93097216	0.8997426	0.96228176	0.9453418	0.8895473	0.7831929	0.9569168	0.7549803	0.8804617	0.6883962	0.8844279	0.81723696	0.968868	0.8666664	0.88501203	0.5379679	0.823474	0.9333075	0.9076931	0.96818066	0.44928503	0.92521596	0.90384424	0.84760237	0.8790462	0.90157944	0.9843742	0.9181406	0.9350929	0.90970564	0.79248625	0.7807913	0.7768413	0.9011743	0.93791133	0.9128057	0.81307	0.8420558	0.9227641	0.68024147	0.91140026	0.9244045	0.86164373	0.9391702	0.86449	0.8951581	0.88413894	0.9413368	0.9303487	0.97675085	0.9753823	0.8113548	0.8889276	0.73565847	0.7171508	0.7519127	0.75011975	0.90370667	0.9406606	0.8051916	0.9102046	0.9301791	0.86064607	0.9725417	0.92041326	0.82532775	0.87425053	0.9293502	0.943612	0.7783195	0.94103706	0.8472966	0.9615961	0.86376774	0.91453445	0.85005563	0.9353375	0.91985947	0.96309984	0.52562535	0.8493344	0.9511156	0.95013934	0.8986526	0.8699952	0.89075696	0.8083012	0.9694043	0.8390053	0.93503004	0.9471406	0.83075655	0.8711953	0.8230153	0.7516013	0.6159407	0.92576015	0.9579432	0.86649644	0.90535665
totnogtoe/adv	0.78713953	0.6152425	0.88918334	0.8607288	0.86824256	0.8117707	0.71760523	0.78600675	0.81121135	0.73625046	0.82347786	0.76420677	0.79184633	0.7791508	0.87420374	0.8654226	0.73077416	0.8555074	0.83971107	0.7943523	0.80970144	0.8033832	0.8326509	0.8705661	0.8502097	0.7644694	0.6811719	0.7739768	0.8308653	0.0	0.7335787	0.83268166	0.8235743	0.77721846	0.7681046	0.88373804	0.77371037	0.8683631	0.8104165	0.8140645	0.7686231	0.7269852	0.8348196	0.8540667	0.81959325	0.82757807	0.74870175	0.80661345	0.8740645	0.7204256	0.794063	0.7992962	0.83541197	0.783837	0.76545155	0.8770564	0.7643033	0.8388655	0.77312636	0.83261335	0.8020421	0.746833	0.6456994	0.8213188	0.83983326	0.87407076	0.86045295	0.78789115	0.8047527	0.76047724	0.8552825	0.84059536	0.8634726	0.76171166	0.8837144	0.7307997	0.9014148	0.86834013	0.8038469	0.8111067	0.7886891	0.8397254	0.86690974	0.7839494	0.8230747	0.8309661	0.8801419	0.8471792	0.7644916	0.63218147	0.86268055	0.8457904	0.7601719	0.8094601	0.7997457	0.6992216	0.8166295	0.7779444	0.79205275	0.81036156	0.7677705	0.87855124	0.7865059	0.8402875	0.83290076	0.8043535	0.8172111	0.8346786	0.7689116	0.75642	0.88466835	0.7882777	0.8184068	0.7953928	0.8096657	0.8374729	0.74426466	0.8419134	0.8735932	0.8982038	0.810238	0.7456967	0.84531057	0.8185047	0.8102774	0.8665211	0.7716142	0.89518654	0.80150497	0.76673746	0.8839434	0.8664892	0.82169205	0.8810599	0.8856935	0.75953233	0.84983325	0.7884067	0.838379	0.75159353	0.85805154	0.8102117	0.87974775	0.7756046	0.8501998	0.90667105	0.7054924	0.8663555	0.8334633	0.785822	0.8965214	0.87522054	0.82256436	0.6277176	0.8266895	0.8204329	0.90086645	0.7500459	0.7735063	0.65943587	0.86277807	0.8106703	0.9098167	0.8055948	0.7928808	0.8548373	0.85981846	0.7648457	0.7720407	0.7747871	0.78457284	0.85378623	0.7511845	0.8538496	0.9023719	0.8561404	0.79161775	0.8726014	0.72318983	0.8354198	0.8558581	0.8142198	0.78368783	0.8016922
ook/adv	0.91689885	0.64910126	0.9389918	0.93487746	0.8721697	0.8526235	0.7942739	0.78831166	0.93566036	0.6263702	0.69125277	0.8562554	0.8228462	0.74331415	0.87526405	0.94670063	0.8908781	0.7185276	0.9221058	0.870453	0.82223964	0.9037034	0.90967476	0.93979144	0.8723769	0.8699236	0.6321428	0.7207712	0.7883748	0.7335787	0.0	0.8766848	0.8642601	0.7058199	0.8272402	0.94450796	0.75547004	0.95351034	0.776455	0.76877356	0.7123127	0.80705893	0.9288532	0.9476621	0.86499053	0.8708676	0.78450173	0.843162	0.92692256	0.6421219	0.86994416	0.8243883	0.9217218	0.70416236	0.8448509	0.91940427	0.7085074	0.9295071	0.7800407	0.853343	0.8926007	0.73440135	0.72909117	0.8418263	0.8606737	0.9335684	0.88875836	0.79925543	0.8695785	0.80726135	0.92801726	0.926821	0.92499065	0.77941644	0.934286	0.8017407	0.86236525	0.90355146	0.78709126	0.88315034	0.63154626	0.8003331	0.87366617	0.90356636	0.90677667	0.84738755	0.9273526	0.88262403	0.81902003	0.56189543	0.92782426	0.78764695	0.870838	0.75236225	0.7503707	0.67520046	0.93481815	0.8076833	0.84116447	0.7885555	0.67848706	0.89903593	0.8180037	0.9428839	0.7757135	0.8782883	0.8879806	0.7551898	0.8984226	0.821733	0.96551245	0.9016402	0.85880876	0.86421543	0.76996917	0.7729255	0.73373425	0.8998778	0.89592844	0.8978275	0.8287629	0.853493	0.90112805	0.7624879	0.8989775	0.93700165	0.74092877	0.9257271	0.8994102	0.8727733	0.8870588	0.9331173	0.92423654	0.9474259	0.90838933	0.6319009	0.92198443	0.66817915	0.77166545	0.7737495	0.81470716	0.8211488	0.9101549	0.68155456	0.8358003	0.92069215	0.75026435	0.9281749	0.9004606	0.6910801	0.841765	0.9288162	0.8741406	0.7007385	0.87746906	0.8342924	0.9459217	0.8339014	0.86733997	0.75054294	0.88248473	0.89789444	0.93163604	0.8080032	0.7982788	0.88456815	0.91157466	0.8775776	0.85959435	0.86900604	0.76962405	0.9333972	0.7090918	0.9132095	0.9682126	0.6972122	0.7949237	0.83751386	0.55197024	0.81295073	0.83732605	0.8851154	0.7920852	0.8295173
Ier/noun	0.8998567	0.85322344	0.6849912	0.7584573	0.89132285	0.8346187	0.9052917	0.83714354	0.809101	0.8928828	0.8667275	0.85707533	0.86801225	0.8781624	0.79340595	0.90349954	0.80874354	0.8658594	0.8591006	0.89173836	0.8193893	0.7950716	0.8311018	0.7450862	0.85937905	0.83903784	0.85627407	0.83509076	0.9046454	0.83268166	0.8766848	0.0	0.89128774	0.853153	0.82438576	0.7409359	0.8693254	0.7399514	0.89947176	0.8580021	0.8561495	0.9073281	0.77944624	0.7247466	0.90498155	0.9019648	0.8528679	0.9361056	0.9039953	0.81909335	0.86736876	0.91749084	0.77484274	0.90014195	0.8895457	0.74791694	0.8810874	0.8430668	0.8616303	0.86494267	0.9363778	0.87272847	0.89981586	0.89971346	0.82255596	0.8755934	0.78289866	0.88225216	0.78612983	0.88963974	0.74013495	0.7516056	0.70869184	0.9032102	0.78519404	0.91239357	0.9193136	0.8536797	0.90742475	0.83129406	0.82256156	0.88555855	0.7711689	0.7921022	0.8594845	0.9238627	0.9103635	0.87173116	0.7823574	0.8680204	0.7871718	0.9036415	0.88225573	0.9083732	0.892479	0.8315723	0.87861973	0.8669635	0.8858109	0.9097779	0.82575893	0.97974837	0.852431	0.8590925	0.8871956	0.84990585	0.84776795	0.84176224	0.7870511	0.65370554	0.78545487	0.83997357	0.8100444	0.8177812	0.8653354	0.91509855	0.87419426	0.88065016	0.8247015	0.810766	0.8406688	0.801961	0.7204479	0.8919569	0.8487881	0.9186397	0.89355594	0.7635044	0.8635205	0.90462905	0.79589105	0.8423743	0.79402804	0.8609393	0.83199596	0.8741689	0.9089576	0.85689396	0.863988	0.9071369	0.8867156	0.80911016	0.7925532	0.8791225	0.90312827	0.8769409	0.8698569	0.86284596	0.6390773	0.789648	0.85027874	0.771138	0.8528143	0.8571869	0.9214557	0.8543048	0.72455645	0.8469566	0.8175823	0.85335076	0.81401193	0.890469	0.9346661	0.90186465	0.9118545	0.7464374	0.85396236	0.89201635	0.9028724	0.87805146	0.89483845	0.7719497	0.8806741	0.72418785	0.71042573	0.8926921	0.83345664	0.86639017	0.844319	0.86657727	0.8830457	0.7975943	0.8144811	0.81118697
maand_blad/noun	0.8590537	0.8524958	0.8198453	0.83646667	0.9092002	0.86170405	0.8666845	0.82901734	0.9197797	0.8601918	0.9202761	0.8164543	0.8498137	0.8159138	0.82153094	0.8796631	0.8257709	0.8942299	0.8964555	0.8171099	0.84572345	0.9161855	0.8845447	0.8994647	0.86631995	0.8840284	0.8332984	0.87834334	0.8449317	0.8235743	0.8642601	0.89128774	0.0	0.86599547	0.87807524	0.8917886	0.8822051	0.8983056	0.8769791	0.8693339	0.8577953	0.87453413	0.91082454	0.9047854	0.8621372	0.8865656	0.8673974	0.9194152	0.82720023	0.8398123	0.8984427	0.8739265	0.8710939	0.90998936	0.85581815	0.8293271	0.84571517	0.91070396	0.75507164	0.87310773	0.7912454	0.80867106	0.7912388	0.90592206	0.81845826	0.8513434	0.91423255	0.8664983	0.869352	0.86808294	0.89007366	0.91405505	0.93403304	0.8453879	0.8597407	0.84961253	0.9031685	0.8702699	0.8869342	0.822415	0.88436306	0.806808	0.9185614	0.879464	0.8833255	0.8313209	0.8139488	0.8398621	0.9181832	0.8599014	0.88103193	0.80520004	0.78327435	0.84731436	0.82507145	0.8922291	0.90170705	0.82369787	0.83443195	0.8339318	0.8117345	0.9387479	0.8332552	0.94977707	0.8068664	0.90977424	0.8088833	0.89893186	0.8744631	0.87735134	0.9234412	0.9182124	0.86774933	0.89663476	0.87217075	0.87642765	0.7975024	0.807366	0.899374	0.89552116	0.83244026	0.83032405	0.90480506	0.87077534	0.8441652	0.87993383	0.84619415	0.84499294	0.8281044	0.8574715	0.85588145	0.9144129	0.8567232	0.871838	0.93138033	0.86973757	0.8630864	0.8457867	0.8345061	0.90425575	0.85367596	0.9100562	0.9074375	0.8904011	0.92302763	0.8381234	0.85869324	0.9066901	0.9248654	0.84426713	0.84867746	0.85990965	0.9365257	0.8880866	0.9438737	0.8582875	0.8783209	0.8925774	0.8985447	0.88318175	0.8226969	0.85692126	0.9026809	0.83586204	0.7567914	0.920775	0.8718316	0.826495	0.82355064	0.805845	0.8234214	0.9083646	0.8988365	0.8954639	0.9120314	0.9215622	0.85294354	0.82732725	0.87786996	0.893991	0.87423086	0.9321588	0.9128212	0.8883548
tegelijk/adj	0.884386	0.69250417	0.8971899	0.924665	0.87236047	0.85390985	0.79986537	0.7634875	0.8830936	0.6800522	0.7901173	0.8290753	0.7911042	0.7518027	0.8645777	0.925483	0.84413314	0.77308714	0.906994	0.83509654	0.80464375	0.8867763	0.89632297	0.94782025	0.834981	0.8357044	0.67554575	0.7154662	0.8226305	0.77721846	0.7058199	0.853153	0.86599547	0.0	0.82324266	0.94679815	0.81608564	0.9564523	0.7613982	0.7850051	0.78899837	0.829374	0.95446205	0.9354084	0.83913296	0.81553566	0.82216895	0.8658668	0.9331333	0.70802903	0.8573936	0.8036883	0.9282953	0.79775846	0.86270654	0.89483786	0.7695942	0.91739225	0.771047	0.8865086	0.90091556	0.7885625	0.761492	0.83938813	0.8372119	0.9365736	0.9071059	0.80241895	0.88091797	0.7910136	0.92899156	0.93994707	0.9470042	0.7872913	0.92414534	0.823588	0.855502	0.87999094	0.8207108	0.873637	0.6660576	0.82333744	0.92613995	0.8590348	0.8921486	0.88760746	0.90339905	0.89788306	0.87320143	0.6149145	0.9234043	0.78864115	0.85249484	0.7364929	0.8192234	0.7272965	0.8576609	0.7863901	0.8028474	0.73446256	0.69408196	0.8939209	0.8325863	0.88286674	0.74942315	0.8032367	0.8909746	0.7782946	0.8669905	0.85853326	0.9717037	0.86973006	0.8977981	0.87916577	0.8097708	0.77942634	0.7453386	0.9043227	0.8913107	0.8883106	0.81567067	0.7777751	0.9169721	0.7936494	0.8721536	0.90505266	0.7941252	0.89666754	0.8786787	0.86240673	0.8178086	0.92597365	0.93560565	0.93709207	0.9411091	0.69834256	0.905758	0.74765396	0.764307	0.78722656	0.7425952	0.8043863	0.92871225	0.7706709	0.84138215	0.9135224	0.75746816	0.9318135	0.86929184	0.73629594	0.82237583	0.9232439	0.82859755	0.7519193	0.8421016	0.80818486	0.9375652	0.78909814	0.85279346	0.792665	0.84811276	0.8586072	0.9268559	0.8076007	0.8118085	0.9176163	0.8652989	0.8502828	0.8330894	0.84746593	0.73562753	0.94092107	0.7452895	0.92135936	0.9693714	0.7669059	0.8133691	0.78646415	0.7115495	0.7732644	0.69366115	0.9248264	0.8309726	0.8529934
atleet/noun	0.87074214	0.7685846	0.8876515	0.8126117	0.86536586	0.82023364	0.86759937	0.8220604	0.8196263	0.8471537	0.8547259	0.83644134	0.885131	0.8761628	0.8348664	0.894077	0.83524144	0.8919368	0.8755517	0.8827427	0.8311187	0.8004186	0.8557776	0.83003134	0.8962916	0.7142177	0.81367713	0.83570635	0.908267	0.7681046	0.8272402	0.82438576	0.87807524	0.82324266	0.0	0.8319297	0.7792074	0.8515756	0.86221755	0.7337686	0.4049306	0.8646049	0.65816	0.84831285	0.8486453	0.79668266	0.82667077	0.9118955	0.92202896	0.7802088	0.7739959	0.88130087	0.8182594	0.824828	0.8865177	0.85887796	0.8318539	0.8861878	0.7448764	0.8497735	0.8479334	0.7570592	0.80187356	0.88472664	0.8720568	0.87942046	0.8509464	0.8553906	0.7972365	0.6816818	0.82821006	0.81020963	0.80408084	0.89946806	0.8963792	0.8739587	0.89040405	0.88153374	0.8743228	0.80934924	0.7997798	0.8549138	0.8115306	0.83051246	0.8074869	0.80589926	0.8756674	0.8538195	0.63550866	0.773163	0.8531282	0.8938704	0.84760106	0.89176136	0.7574642	0.83313495	0.7629694	0.68191135	0.86857224	0.89538217	0.83562887	0.9108378	0.8088738	0.8310722	0.89374006	0.73204553	0.71201694	0.8502114	0.8235531	0.6754011	0.8653979	0.77216136	0.6122594	0.7864671	0.8726749	0.8753566	0.8445982	0.87677467	0.87947804	0.8571151	0.8672111	0.80229294	0.8296257	0.884003	0.84542215	0.9337189	0.8152742	0.8585105	0.7217416	0.83349234	0.79834753	0.8463614	0.7251799	0.8516662	0.848678	0.84253436	0.9023868	0.8755988	0.8791174	0.8632718	0.8473431	0.72555965	0.87563694	0.86412823	0.90432185	0.9252247	0.7702612	0.822047	0.79161286	0.79083264	0.859589	0.8593789	0.72880566	0.8387874	0.8335879	0.8513951	0.8556578	0.6894121	0.53178996	0.8464306	0.7967061	0.8038739	0.82723266	0.90099967	0.8550364	0.8046888	0.8693361	0.8326488	0.80061936	0.7569608	0.81266904	0.8338303	0.8330759	0.77311885	0.8734266	0.8513909	0.63078094	0.8611444	0.82238567	0.88177115	0.8649334	0.8119071	0.59938145	0.5374763
Erik/name	0.9313833	0.94558924	0.6301495	0.5251992	0.8809348	0.869328	0.9558246	0.7961833	0.8890907	0.95185953	0.96500075	0.884483	0.89006835	0.9077886	0.6425091	0.89639735	0.7993591	0.94054663	0.7038819	0.9441506	0.85266376	0.8156668	0.78842956	0.36209404	0.9016304	0.9136262	0.9544379	0.92800605	0.94911134	0.88373804	0.94450796	0.7409359	0.8917886	0.94679815	0.8319297	0.0	0.9441762	0.32528925	0.9328559	0.94329095	0.90630645	0.9220175	0.7124715	0.40113056	0.9104785	0.949646	0.9040544	0.9587617	0.86047417	0.9311799	0.8884942	0.9645609	0.51988804	0.94384533	0.889576	0.6851567	0.9364427	0.8128058	0.8873733	0.8784511	0.88595855	0.9051926	0.93377566	0.9227113	0.86537665	0.84995914	0.6912036	0.9112882	0.80764806	0.9270648	0.4604131	0.6871221	0.5433775	0.9457523	0.5060351	0.9328237	0.95053005	0.87325656	0.93268615	0.9144025	0.940259	0.8837403	0.7884731	0.8691067	0.91320366	0.8580347	0.8540535	0.821411	0.8037946	0.948667	0.73801243	0.9172739	0.88267785	0.96658975	0.92748094	0.96086466	0.8956809	0.9002633	0.9462263	0.9214053	0.85922194	0.9866242	0.89529276	0.8990338	0.9474746	0.8470087	0.70245206	0.92639536	0.8032583	0.7138486	0.71915567	0.9007188	0.636561	0.87789965	0.93736297	0.92022276	0.9127816	0.76432025	0.8176927	0.8105271	0.8851487	0.84414	0.5500145	0.92821586	0.8822888	0.9159326	0.92399454	0.6932974	0.8918637	0.9601399	0.88572574	0.7098257	0.71671665	0.8428544	0.6780672	0.965655	0.8003224	0.9455734	0.9305787	0.9686178	0.9568342	0.888451	0.74829173	0.88580066	0.92933136	0.7420554	0.93566006	0.8314965	0.7708767	0.8713009	0.86131257	0.3973627	0.908242	0.9122987	0.9562864	0.9191055	0.5019838	0.92480737	0.69251984	0.9206097	0.71275353	0.91919166	0.89790064	0.9321041	0.92909837	0.77758634	0.8624782	0.9279361	0.8882079	0.7792272	0.96616924	0.6707406	0.96098524	0.67443573	0.44828594	0.9537086	0.8357387	0.9614724	0.94954574	0.93621665	0.91917896	0.7903351	0.85783476	0.8004954
al/adv	0.72806764	0.7043725	0.93077326	0.9263847	0.86497134	0.8454134	0.84038186	0.8850755	0.711253	0.81483275	0.79091173	0.779618	0.88875145	0.8733491	0.88936555	0.87516266	0.8305925	0.8508925	0.9350593	0.880957	0.84180367	0.84403646	0.89230776	0.9515559	0.8677051	0.8211115	0.7799405	0.79142004	0.8968208	0.77371037	0.75547004	0.8693254	0.8822051	0.81608564	0.7792074	0.9441762	0.0	0.9592426	0.90855527	0.8210097	0.80654716	0.8459542	0.85293996	0.9508909	0.89408517	0.89971423	0.8560106	0.89966273	0.94615906	0.7534785	0.8037868	0.91179067	0.93677723	0.8266984	0.8669684	0.94043237	0.8681916	0.90745133	0.82881874	0.875678	0.91097	0.83789766	0.87118495	0.8441713	0.8525906	0.9374636	0.90202445	0.88436514	0.86794543	0.7730777	0.9325625	0.88924366	0.9103996	0.888577	0.9493092	0.8459314	0.86638534	0.89509684	0.88508826	0.8233845	0.7227032	0.88602495	0.8422836	0.6938967	0.8370209	0.86630476	0.9356496	0.8857852	0.8119311	0.7637757	0.92199105	0.9150705	0.83369464	0.91579163	0.8517053	0.7940088	0.61653066	0.82729095	0.8873905	0.9323571	0.88056624	0.8998865	0.8613649	0.7890104	0.90255094	0.80883867	0.86058414	0.84184235	0.82126623	0.79808754	0.9409935	0.73125553	0.8617621	0.8407688	0.8524171	0.8668386	0.8526346	0.9259796	0.8864962	0.89532626	0.8493982	0.8832204	0.8974166	0.8688258	0.85198987	0.93389463	0.8584396	0.93072987	0.8370685	0.8826994	0.9002922	0.8635735	0.83904403	0.8848446	0.9178809	0.7812209	0.93378437	0.8093889	0.90217507	0.883946	0.89824015	0.839695	0.9010005	0.8173232	0.8602175	0.9339763	0.8328483	0.87726474	0.8352183	0.6790551	0.8968348	0.93596053	0.6839526	0.78466517	0.67611516	0.85101724	0.9248505	0.8032737	0.757079	0.814159	0.89997786	0.6535484	0.92587936	0.89832664	0.88957393	0.83633935	0.880968	0.83105344	0.8614919	0.8386301	0.8822728	0.903029	0.8459081	0.89158714	0.9722532	0.84583896	0.8454707	0.891439	0.73393404	0.90608907	0.93133855	0.8490244	0.7864534	0.8306137
