	eind/adv	immers/adv	elektricien/noun	word/verb	plein/noun	bekom/verb	schepen/noun	carrière/noun	stadion/noun	mag/verb	aantal/noun	afgelopen/adj	16/noun	aanpak/noun	daar/adv	daarentegen/adv	dank/verb	eerder/noun	stap_af/verb	stelling/noun	mei/noun	schepen_college/noun	vrijdag/noun	Genkse/adj	gisteren/adv	burgemeester/noun	sociaal-democraat/noun	ere_podium/noun	jaarlijks/adj	diner/noun	ere_titel/noun	inwoner/noun	namelijk/adv	mening/noun	totnogtoe/adv	ook/adv	onderscheiding/noun	Ier/noun	persoonlijk/adv	maand_blad/noun	samenleving/noun	tegelijk/adj	Belgisch/adj	louter/adj	al/adv	nieuw/adj	passend/adj	sporter/noun	stad_bestuur/noun	dans/noun	kampioen/noun	campus/noun	stad/noun	winnares/noun	ingebruikname/noun	medaille/noun	sporthal/noun	9/noun	strijdlustig/adj	gesneuveld/adj	volg/adj	Frans/adj	weekend/noun	waarde/noun	be/noun	goed/adj	drager/noun	meest/adj	Brugse/adj	wetenschapper/noun	ondernemer/noun	voortaan/adv	morgenavond/adv	nationaal/adj	decennium/noun	vrijwilliger/noun	wedstrijd/noun	strategie/noun	jong/adj	gemeente_bestuur/noun	vasten/noun	premier/noun	minstens/adv	succesvol/adj	credo/noun	ploeg_makker/noun	2003/noun	vier/verb	maart/noun	helder/adj	ploeg/noun	sport_raad/noun	begrip/noun	bovendien/adv	u/noun	filosofie/noun	filosoof/noun	inzicht/noun	ga_op/verb	bewogen/adj	ere_burger/noun	jaar/noun	uur/noun	visie/noun	start/adj	numerus/noun	openbaar/noun	wereldbeker/noun	Oudenaardse/adj	reder/noun	rij/noun	opvatting/noun	sport_mens/noun	laureaat/noun	decor/noun	gisteravond/adv	misvatting/noun	vader/noun	Thais/adj	laat/verb	Sint-Niklase/adj	gereformeerd/adj	donderdag/noun	titel/noun	groente/noun	vrijwilliger_werk/noun	inzet/noun	eerst/adj	lid/noun	provincie/noun	winnaar/noun	nerveus/adj	eigenaardig/adj	genodigd/adj	ander/adj	verkoudheid/noun	idioot/adj	steeds/adv	minister/noun	kennelijk/adj	legislatuur/noun	muzikaal/adj	principe/noun	ideaal/noun	supporter/noun	kommer/noun	dienst/noun	loopbaan/noun	duidelijkheid/noun	yoga/noun	never/noun	vorig/adj	Spanjaard/noun	muze/noun	parool/noun	sterf_dag/noun	midden_stip/noun	stadhuis/noun	eind_winnaar/noun	briljant/adj	keer/noun	Ninoofse/adj	burgerlijk/adj	feest_zaal/noun	junior/noun	lang/adj	tienjarige/adj	gelovig/adj	waar/adv	seizoen/noun	persoon/noun	verdrijving/noun	aanvankelijk/adj	beeldhouwer/noun	behaal/verb	blijkbaar/adj	in/adj	indrukwekkend/adj	sport_laureaat/noun	reflex/noun	verdienstelijk/adj	aanvang/noun	standpunt/noun	week/noun	7/noun	voorzitter/noun	gemeente/noun	omroep/noun	neem_plaats/verb	drie/noun	officieel/adj	lijst/noun	restaurant/noun	traditie/noun	kring/noun	loos/adj	overtuiging/noun	simplistisch/adj	top_schutter/noun	judoka/noun
aantal/noun	0.8424345	0.7382551	0.8915458	0.74024975	0.87465584	0.82338077	0.93668175	0.8966625	0.89440185	0.8400199	0.0	0.7686777	0.9435659	0.8111026	0.9046393	0.7410078	0.8298892	0.831479	0.8702964	0.8744475	0.9237494	0.82953954	0.939276	0.8429663	0.8758758	0.93474257	0.8784345	0.9433018	0.69865435	0.89674103	0.9040455	0.7798524	0.74424505	0.86354506	0.71760523	0.7942739	0.8812652	0.9052917	0.8402225	0.8666845	0.82855606	0.79986537	0.8250746	0.7826804	0.84038186	0.78154397	0.82465225	0.8055009	0.82293767	0.9160712	0.93709445	0.82229644	0.84544945	0.9238123	0.8376279	0.9221931	0.89176834	0.9505899	0.9024724	0.838563	0.8851512	0.89401716	0.88737303	0.70587957	0.9192215	0.884872	0.8341659	0.6424502	0.8575225	0.8002094	0.75229114	0.72124225	0.9151213	0.8889766	0.7528554	0.7965736	0.9143854	0.8390164	0.77668566	0.8114692	0.89893633	0.9383912	0.7063386	0.82656264	0.90023494	0.9429933	0.75785166	0.9312602	0.9103579	0.8799731	0.9030121	0.861603	0.8513273	0.67119026	0.95417076	0.8828892	0.9023361	0.81846076	0.8853135	0.8619182	0.9422512	0.8130836	0.93525875	0.8595611	0.71251273	0.8260412	0.9005226	0.9359113	0.86711824	0.8203318	0.8799238	0.847666	0.8662772	0.88666767	0.8968036	0.8879066	0.84566534	0.9090495	0.82874906	0.89685	0.83027005	0.8666222	0.91204536	0.9221934	0.8933959	0.76972425	0.80987614	0.89098537	0.87321866	0.84252435	0.91609746	0.87844145	0.8522587	0.8543075	0.685913	0.8408834	0.8657574	0.741344	0.9397693	0.8594848	0.80522203	0.87838316	0.81544167	0.8861064	0.91165805	0.92489046	0.796831	0.8764849	0.88100314	0.89553237	0.9405302	0.8032975	0.9127333	0.9211446	0.90410095	0.93265915	0.9409339	0.91707504	0.93473816	0.8741868	0.9317787	0.8335295	0.8509329	0.879294	0.93427455	0.8943494	0.8531974	0.8684337	0.8258577	0.9044169	0.7738787	0.88261616	0.82699215	0.9082033	0.86455697	0.8841734	0.90581685	0.86209536	0.9406337	0.88128686	0.8541012	0.91879624	0.85734653	0.8717173	0.94796526	0.9569764	0.7667264	0.857827	0.87942106	0.8508596	0.85089445	0.76136553	0.8929033	0.8961812	0.8585785	0.8560959	0.8814283	0.88917035	0.9389397	0.89455986
afgelopen/adj	0.80166584	0.8429678	0.90990996	0.8029201	0.9131352	0.9163555	0.9661481	0.8597452	0.85780203	0.90125406	0.7686777	0.0	0.79051685	0.89199084	0.86164665	0.71751904	0.8748042	0.60284954	0.9141569	0.8867689	0.7759626	0.90449744	0.71965814	0.8586179	0.6454457	0.9131488	0.81034553	0.90439546	0.6855093	0.85708606	0.89821035	0.76086795	0.858223	0.9131875	0.79309666	0.87266034	0.8566442	0.87533027	0.83433795	0.85449487	0.88749063	0.81573546	0.8560288	0.9096036	0.666993	0.8855622	0.917236	0.8300759	0.9183361	0.92656183	0.85376096	0.8917008	0.8561551	0.8578533	0.8816132	0.8403903	0.8989641	0.81549764	0.8761807	0.84843135	0.6856779	0.86461323	0.7618651	0.84439015	0.9393581	0.91981333	0.90442103	0.8767333	0.8789322	0.85024023	0.83660054	0.89533925	0.8142029	0.844789	0.68076324	0.8012669	0.7947068	0.8439489	0.8040321	0.9024392	0.88139474	0.8063407	0.6946564	0.8261223	0.892827	0.9326915	0.6851077	0.7947703	0.75564706	0.9353984	0.8288277	0.8745278	0.90451133	0.81161034	0.9029429	0.92903036	0.91506666	0.92574376	0.87339383	0.7965231	0.9067706	0.6197736	0.8176167	0.9146799	0.84089833	0.9365566	0.842327	0.8557564	0.89486134	0.87180203	0.82280874	0.90049386	0.90444946	0.8694104	0.89760166	0.6735661	0.90365666	0.9284689	0.8318417	0.90173596	0.87308043	0.89277756	0.697153	0.8885903	0.9411154	0.88210577	0.88106906	0.7165356	0.81808937	0.8551722	0.84314394	0.89184105	0.89533925	0.8136515	0.90333104	0.8730297	0.9196259	0.8363021	0.88520104	0.87295544	0.8717097	0.90457594	0.95532155	0.92773116	0.81149215	0.8718419	0.8918478	0.8227811	0.9072369	0.90145046	0.9483153	0.441038	0.85852104	0.9200332	0.86393434	0.8876257	0.9279898	0.8803058	0.88662183	0.9113896	0.7300323	0.875864	0.9404379	0.9104852	0.8772845	0.77079207	0.8568387	0.8611859	0.83127856	0.8147627	0.7829137	0.8703964	0.79588383	0.9200821	0.7495291	0.9322458	0.9512953	0.878683	0.90295655	0.912097	0.8967027	0.83201534	0.88975734	0.6194499	0.8101041	0.92265993	0.8683324	0.85784066	0.89805585	0.8708872	0.8059482	0.878449	0.8961873	0.9139955	0.8712156	0.88493216	0.9285739	0.9369844	0.8673761	0.8302833
16/noun	0.5824535	0.90936834	0.8998886	0.806872	0.8690585	0.8767451	0.9226354	0.93124264	0.8352627	0.90554565	0.9435659	0.79051685	0.0	0.9852593	0.8902621	0.93835914	0.98010296	0.87719715	0.91023463	0.9525855	0.25849843	0.81213677	0.2884758	0.8466425	0.79868627	0.8708813	0.9403249	0.9409231	0.79410017	0.81858003	0.89965665	0.8663991	0.9383076	0.97206634	0.90993965	0.9587485	0.8879489	0.9050118	0.88930404	0.8525438	0.9801959	0.93572134	0.894794	0.9615777	0.8634354	0.9032273	0.9352871	0.944181	0.8322535	0.84112644	0.8287815	0.8176254	0.87229955	0.8673633	0.8271724	0.9181122	0.6196851	0.15413308	0.92293626	0.8981831	0.7029679	0.93774766	0.603157	0.9772043	0.92299825	0.9725053	0.94863933	0.9661819	0.7933773	0.95423216	0.9560916	0.8728588	0.6546291	0.8943904	0.9687202	0.9119201	0.7978096	0.9755454	0.94106114	0.85667527	0.9229725	0.9148238	0.8991886	0.9099374	0.9445059	0.93018955	0.52818227	0.6395024	0.2660761	0.95939296	0.8969741	0.77750087	0.9784059	0.9629681	0.6612661	0.9466754	0.9487694	0.9802564	0.9523918	0.8618933	0.81828946	0.83070797	0.38976538	0.9708025	0.93393904	0.97808146	0.9179465	0.852005	0.7972683	0.94070077	0.9083793	0.9743449	0.9690692	0.7723249	0.89199865	0.75489676	0.96604836	0.93813956	0.8904881	0.9524244	0.77090496	0.93607646	0.32968372	0.86739224	0.9741794	0.92396903	0.95784473	0.7501148	0.9205925	0.9196201	0.81242627	0.9193823	0.9321533	0.81418204	0.9696201	0.9479331	0.95773166	0.97692406	0.9530232	0.9684207	0.9109907	0.8642885	0.93684494	0.9685646	0.86434585	0.95062333	0.9154725	0.9140091	0.9231501	0.8323182	0.9577927	0.6825291	0.93967307	0.90599006	0.87862784	0.71201277	0.9210935	0.6799495	0.8924258	0.9298889	0.90980816	0.79044676	0.9147565	0.61328495	0.8010671	0.9366518	0.8599252	0.9454101	0.8551905	0.8566883	0.90068924	0.95108116	0.9261031	0.871895	0.8560694	0.97619766	0.97139794	0.9174907	0.81506205	0.9192125	0.86781967	0.58936626	0.9627256	0.772484	0.18728185	0.9099232	0.8891186	0.9380626	0.9035726	0.8271863	0.71660674	0.94411206	0.87093264	0.9500463	0.92064077	0.9243271	0.9781739	0.9723414	0.8670271	0.9002878
aanpak/noun	0.9346508	0.75868666	0.9335332	0.8123366	0.91583186	0.8875506	0.9256611	0.8531803	0.9152161	0.897452	0.8111026	0.89199084	0.9852593	0.0	0.9314494	0.72426224	0.87476456	0.83204234	0.8422383	0.7357601	0.97201383	0.8517099	0.9566241	0.877797	0.86252564	0.8919735	0.781652	0.9565542	0.91225266	0.8753057	0.9057988	0.919848	0.74973726	0.75736004	0.79962116	0.75874025	0.8838562	0.9190039	0.8378136	0.85405517	0.6872091	0.7611906	0.91954696	0.7262542	0.9022211	0.829328	0.8061109	0.80882174	0.8355566	0.8455869	0.9599301	0.86711454	0.89037555	0.9350499	0.90984565	0.9394886	0.93822765	0.9869978	0.85469615	0.91492736	0.9236886	0.91240716	0.94444585	0.8040425	0.93204	0.8605251	0.83334345	0.7421812	0.90000343	0.8017823	0.7533587	0.802158	0.92078763	0.89406717	0.848785	0.8701198	0.92719656	0.5130335	0.8715593	0.83502734	0.8467802	0.83808684	0.9159849	0.8337259	0.8050148	0.92934644	0.9236528	0.9431857	0.97336316	0.7592007	0.8545057	0.86689204	0.7299924	0.6875623	0.94810647	0.7569382	0.8677494	0.65665853	0.9026429	0.85329485	0.95191497	0.95196086	0.9842174	0.5710436	0.8209016	0.87843376	0.82801235	0.9486994	0.92475706	0.85328317	0.9684839	0.6279937	0.870618	0.92841023	0.8315093	0.8895912	0.79039747	0.9330414	0.87073505	0.88618696	0.8875479	0.8298711	0.9480161	0.9223044	0.88712025	0.7842981	0.6968671	0.9336488	0.89297765	0.88058233	0.94320375	0.8915893	0.8193667	0.9070967	0.83669317	0.8703419	0.82084805	0.7572383	0.86222416	0.7700473	0.8539139	0.79201186	0.73664045	0.7755556	0.8855232	0.91327465	0.8455317	0.8536933	0.8246357	0.84262013	0.9563186	0.9198173	0.9269545	0.9189178	0.8798466	0.94424343	0.9585644	0.9322404	0.9569232	0.82379866	0.960995	0.9052538	0.8700385	0.92763084	0.96223205	0.90406317	0.90923417	0.83267945	0.9183048	0.9365853	0.84222734	0.8553137	0.7828407	0.9041048	0.93665624	0.7844241	0.9014477	0.8760687	0.9470606	0.7741501	0.8920809	0.93751603	0.6515689	0.92236	0.9849954	0.9213674	0.8384992	0.8055954	0.9300674	0.9343697	0.9137243	0.85375124	0.92653805	0.7887803	0.7600616	0.8546178	0.7706096	0.76414335	0.95691997	0.88059956
daar/adv	0.86868143	0.78075945	0.84084535	0.8035047	0.7221143	0.8792675	0.94860685	0.9141939	0.78889614	0.7024343	0.9046393	0.86164665	0.8902621	0.9314494	0.0	0.82201976	0.9302497	0.85532755	0.8276533	0.88738024	0.91069704	0.8998688	0.8883601	0.82427263	0.8653655	0.9297896	0.9007171	0.86981833	0.86594284	0.8212457	0.9098844	0.846878	0.7328434	0.8759185	0.82347786	0.69125277	0.92929214	0.8667275	0.8122425	0.9202761	0.8859109	0.7901173	0.9139106	0.88831526	0.79091173	0.86525744	0.86635673	0.8433531	0.8764197	0.90646917	0.9317868	0.78837514	0.76662433	0.92676383	0.8974744	0.9057703	0.81233644	0.8991704	0.87480366	0.864175	0.85854656	0.9241078	0.7833215	0.9275025	0.88629377	0.80862665	0.860896	0.8670163	0.8766632	0.882622	0.8749591	0.80989647	0.82294196	0.92392254	0.8541417	0.84251547	0.8997593	0.92457247	0.8745556	0.86898506	0.8924741	0.9436082	0.88333714	0.93240494	0.8599286	0.88944864	0.92802536	0.9008688	0.9089538	0.87522554	0.88889164	0.9057152	0.8829732	0.77684045	0.9303122	0.88378114	0.91973543	0.8830506	0.8540051	0.89358217	0.9122718	0.90039283	0.8792518	0.92920744	0.8854033	0.9447551	0.8544669	0.92000747	0.86176646	0.85199356	0.8757183	0.8936211	0.8527943	0.93057483	0.82193065	0.8472409	0.855472	0.8229259	0.82029545	0.76122904	0.8430262	0.8428554	0.8789851	0.92512035	0.854948	0.838071	0.9273544	0.8310056	0.9464438	0.8697087	0.9420192	0.7748964	0.78164923	0.78870034	0.83302927	0.8272765	0.78972685	0.76644266	0.97032845	0.771096	0.89026266	0.89103854	0.86788183	0.8731229	0.8209844	0.86262	0.90975064	0.9108611	0.8934425	0.8650138	0.8890169	0.8949114	0.87667626	0.84875137	0.9009682	0.91939133	0.82565063	0.7964822	0.93245715	0.8914575	0.83131397	0.86694807	0.91806954	0.8104068	0.92232895	0.84689415	0.86029696	0.8182002	0.46252847	0.8972642	0.8872399	0.8992765	0.8330291	0.9035841	0.95199835	0.7498667	0.85191536	0.88647085	0.95890826	0.84792745	0.91830254	0.9142767	0.92326736	0.83788025	0.9067075	0.97723186	0.8588988	0.9243693	0.8577002	0.85312647	0.8807659	0.9074021	0.754263	0.8862207	0.83980393	0.80245507	0.8662052	0.8820767	0.92867386	0.8585768
daarentegen/adv	0.90845644	0.6412518	0.88095105	0.7953503	0.8864062	0.82987803	0.90665084	0.864138	0.8435046	0.80617505	0.7410078	0.71751904	0.93835914	0.72426224	0.82201976	0.0	0.78881955	0.74152154	0.8422954	0.76637113	0.9281213	0.87248534	0.8832568	0.8203588	0.7209673	0.8818993	0.7187821	0.8771109	0.83178127	0.84721553	0.8524618	0.81784415	0.67391044	0.8099609	0.6701866	0.7099937	0.84305537	0.8097763	0.77493054	0.8462922	0.7648873	0.71348417	0.83275	0.78267753	0.8343097	0.86603194	0.81853634	0.77789795	0.87063164	0.8632206	0.8251736	0.8700826	0.8459118	0.8681468	0.90924716	0.86260766	0.91847056	0.9399185	0.7793724	0.861582	0.8759412	0.84327495	0.82623166	0.7133863	0.89009506	0.784323	0.8093065	0.72672963	0.8630238	0.7973856	0.7241724	0.78292763	0.7850905	0.8415961	0.74610114	0.8540042	0.7912911	0.7250298	0.8086735	0.8773159	0.8780478	0.7953676	0.85023916	0.8117776	0.78707516	0.84852445	0.83024216	0.89586055	0.9204908	0.7598808	0.7432952	0.8815421	0.7670851	0.5678523	0.8880572	0.81108814	0.82730806	0.7871335	0.84498584	0.8087972	0.9141122	0.8619378	0.94036585	0.7516737	0.77060604	0.8984155	0.7894437	0.85349256	0.87579334	0.79625356	0.84002393	0.7206302	0.8447806	0.8679	0.8200815	0.7321657	0.79014194	0.88364387	0.8117402	0.82598853	0.8782083	0.79166025	0.8629018	0.8684122	0.80296993	0.7908789	0.7910073	0.8717429	0.85732067	0.86235994	0.8294298	0.7671071	0.7710907	0.8411396	0.8411809	0.8048803	0.78918433	0.6618558	0.8605757	0.6842224	0.84846675	0.8298497	0.7790219	0.80280846	0.8081623	0.8459713	0.8808357	0.83852637	0.8504037	0.863932	0.92748225	0.7798996	0.7745322	0.8458366	0.8364425	0.918929	0.9198328	0.9109997	0.89212805	0.810366	0.8871529	0.90129876	0.84741086	0.9148341	0.87472916	0.85827285	0.81543297	0.7682937	0.8039695	0.80299044	0.8671178	0.8413056	0.5836633	0.8813357	0.7733557	0.7218992	0.86591166	0.79915965	0.9288531	0.7662506	0.81680036	0.9036647	0.745221	0.8468162	0.9428248	0.8697409	0.8629844	0.8238828	0.8468731	0.864908	0.86700165	0.84755313	0.8914731	0.8017228	0.7743798	0.8232012	0.7656982	0.78912467	0.8274582	0.8059781
dank/verb	0.95048076	0.8370518	0.90388364	0.9335929	0.93581545	0.8594323	0.93345535	0.84113747	0.9094815	0.87071353	0.8298892	0.8748042	0.98010296	0.87476456	0.9302497	0.78881955	0.0	0.89601433	0.8721889	0.8980126	0.9733965	0.9321947	0.9597674	0.86307335	0.89874965	0.9155552	0.8447019	0.912173	0.90810347	0.8923502	0.8723073	0.9341922	0.8484673	0.88151777	0.8093308	0.85673237	0.8259543	0.8845732	0.81574327	0.8834767	0.8718589	0.8790531	0.8698074	0.81921494	0.8937861	0.8864371	0.88161415	0.8485108	0.92225695	0.9091498	0.88584036	0.93216175	0.9140141	0.9083404	0.93155855	0.9133055	0.95224506	0.97799295	0.862615	0.9058381	0.93781674	0.88514936	0.9253285	0.87499034	0.91303265	0.8656981	0.87151325	0.8817649	0.89227515	0.877071	0.86386687	0.90501535	0.8879549	0.87383133	0.8220402	0.8600921	0.8947675	0.83877414	0.84883773	0.92508274	0.9406939	0.88697755	0.9414661	0.83562195	0.88034266	0.8693218	0.9037363	0.82321185	0.96951175	0.8786037	0.8361105	0.9036676	0.8657399	0.8502976	0.9098466	0.87482876	0.87554634	0.8291495	0.89408404	0.8730841	0.8924834	0.9361162	0.9874616	0.853302	0.85476017	0.9723696	0.9037222	0.8964363	0.9191723	0.8913559	0.9035339	0.8452513	0.88238513	0.89364153	0.88564944	0.8869741	0.88117546	0.85964966	0.88342375	0.90144354	0.90838367	0.8545259	0.95484906	0.90240544	0.9114742	0.84697175	0.79770815	0.92875457	0.9204962	0.9203415	0.89456886	0.8724295	0.85909396	0.86395836	0.9177375	0.9014276	0.8930502	0.88496625	0.9287179	0.85041654	0.8949462	0.81557435	0.90541655	0.88521206	0.8668946	0.88713217	0.91587996	0.8515433	0.9208336	0.8785305	0.9470466	0.9029718	0.8818671	0.87386006	0.9390914	0.90942585	0.9361121	0.9472964	0.92717034	0.8254281	0.94762313	0.89212215	0.90792865	0.9343712	0.9052149	0.9513874	0.88206345	0.85236615	0.91433114	0.8642167	0.9316303	0.90618366	0.8453586	0.88138825	0.792737	0.8546631	0.9205778	0.796347	0.91287994	0.87212217	0.8405974	0.96050566	0.89594567	0.94261855	0.97419256	0.895372	0.9238543	0.8874935	0.87610906	0.930567	0.904453	0.91897494	0.93806756	0.8835567	0.8735478	0.8857225	0.8334533	0.9012197	0.8686784	0.84920263
eerder/noun	0.7549189	0.83239156	0.88611746	0.71457005	0.9034076	0.88695127	0.89185727	0.87953174	0.86778104	0.8529952	0.831479	0.60284954	0.87719715	0.83204234	0.85532755	0.74152154	0.89601433	0.0	0.8815635	0.82056564	0.8091452	0.81802446	0.750376	0.86446047	0.49223417	0.8147747	0.7556323	0.886921	0.8229314	0.8522413	0.87390256	0.8525673	0.8201887	0.88573265	0.76420677	0.8562554	0.8367565	0.85707533	0.7475239	0.8164543	0.87483835	0.8290753	0.8302087	0.88013405	0.779618	0.82394123	0.8702362	0.84467113	0.8513062	0.91950804	0.8732912	0.8776642	0.8462291	0.85107446	0.8875772	0.8727907	0.9377151	0.8786745	0.8293352	0.85870814	0.7570671	0.7841189	0.86276644	0.85347134	0.9095066	0.91674054	0.88303673	0.8794488	0.8617105	0.8069149	0.8108592	0.81274647	0.8163556	0.8496784	0.85219216	0.8938151	0.872265	0.7709789	0.8937641	0.83083785	0.894276	0.71134686	0.84375376	0.83133304	0.85721695	0.9080746	0.7904316	0.89115506	0.78871655	0.897785	0.87138534	0.8783544	0.8887726	0.7878544	0.92910933	0.906883	0.8587704	0.8998823	0.87719333	0.8263775	0.9065416	0.83014876	0.91779447	0.8655268	0.87484014	0.9170823	0.7838831	0.84389484	0.85885966	0.8475616	0.906968	0.8329772	0.89917356	0.88277656	0.90606177	0.58968186	0.8537809	0.8669802	0.7817373	0.84908783	0.86824167	0.840689	0.69725066	0.85505784	0.94000256	0.8816628	0.8749796	0.8327857	0.84380597	0.8338825	0.83615506	0.87541157	0.867001	0.8461908	0.8911053	0.86735314	0.8581674	0.85573786	0.7503312	0.8209157	0.8629823	0.8935535	0.85544705	0.8934822	0.846956	0.9006953	0.8701184	0.84576243	0.84952235	0.9289285	0.9338747	0.55385804	0.8409593	0.8911748	0.87454027	0.8912307	0.91948456	0.868693	0.8792414	0.88986766	0.8553848	0.87271357	0.8612386	0.9071625	0.9061029	0.88166445	0.8418021	0.8523193	0.82768035	0.87118834	0.85111326	0.857808	0.70847994	0.8866381	0.8654854	0.91686887	0.92717487	0.8815842	0.94319147	0.8802666	0.90292686	0.84103465	0.8190459	0.66755676	0.87723505	0.848651	0.8014019	0.8293825	0.88483953	0.86837053	0.71313953	0.8416357	0.892289	0.9020899	0.81912804	0.8429838	0.86948836	0.8835338	0.9044316	0.84629166
stap_af/verb	0.8831003	0.8062356	0.85817015	0.82244533	0.8228922	0.79472977	0.8729911	0.8844625	0.86372334	0.83319485	0.8702964	0.9141569	0.91023463	0.8422383	0.8276533	0.8422954	0.8721889	0.8815635	0.0	0.84715277	0.9232664	0.8330192	0.9050514	0.82468915	0.80307144	0.85991544	0.8318492	0.82474905	0.8900114	0.8238659	0.8592539	0.8806907	0.8081041	0.87866735	0.8307463	0.829362	0.8938237	0.8563906	0.8202259	0.9143029	0.876525	0.83722675	0.8398901	0.84699225	0.8490035	0.8383417	0.8482336	0.8572698	0.83487236	0.881788	0.85138285	0.8600886	0.85202074	0.8696713	0.87273633	0.9094402	0.8634529	0.9152245	0.7981693	0.8729994	0.8659738	0.84578514	0.8583589	0.87782484	0.9034825	0.85336447	0.7944033	0.8656374	0.80986637	0.87963164	0.8592761	0.81281114	0.82151836	0.902143	0.89473593	0.8796972	0.85784495	0.8471738	0.846421	0.85081327	0.87768203	0.8795941	0.8739571	0.85565275	0.85233533	0.8184367	0.90938365	0.8507077	0.93184125	0.85107976	0.83007604	0.86938405	0.86054766	0.84303623	0.8945155	0.85967016	0.8609195	0.8772191	0.8340096	0.82904166	0.8812757	0.93078226	0.88869476	0.8521599	0.87572587	0.9240151	0.8478097	0.86112356	0.80302393	0.865343	0.86417866	0.8475523	0.886851	0.8358724	0.8532856	0.8115567	0.8521077	0.8523211	0.854762	0.8139945	0.849316	0.8531531	0.88969123	0.9091075	0.9019532	0.8552854	0.89014226	0.92845017	0.8992412	0.9120762	0.81484103	0.7750001	0.79594177	0.8203845	0.8566484	0.8594184	0.79720205	0.86324537	0.8766049	0.838978	0.8659859	0.84918815	0.85227656	0.83758426	0.83162594	0.89017826	0.89406157	0.86332834	0.8451854	0.8955662	0.92076576	0.88912594	0.82659924	0.88150907	0.9116963	0.8967455	0.87798065	0.84606546	0.8045124	0.83682865	0.8987793	0.8205421	0.8672224	0.85707724	0.84407485	0.84472585	0.85773706	0.84896857	0.8393377	0.8674389	0.89999497	0.9206304	0.83986855	0.8601421	0.8679143	0.8073828	0.8836159	0.85654914	0.9216105	0.80910385	0.843483	0.8709066	0.8539757	0.8894335	0.92441916	0.8616674	0.86764205	0.86620474	0.76124316	0.8313736	0.88504684	0.9072875	0.86687386	0.8596245	0.867868	0.8391192	0.8284978	0.8597784	0.8769795	0.85211456
stelling/noun	0.91215646	0.77893794	0.9158584	0.79419816	0.8775433	0.8760383	0.868688	0.87070704	0.9227093	0.8709043	0.8744475	0.8867689	0.9525855	0.7357601	0.88738024	0.76637113	0.8980126	0.82056564	0.84715277	0.0	0.93436456	0.82076323	0.92159116	0.85232985	0.7550988	0.85369605	0.8042721	0.9121778	0.9351989	0.89935416	0.88203835	0.9011825	0.7868853	0.6788768	0.79184633	0.8228462	0.8800636	0.86801225	0.80491227	0.8498137	0.74846226	0.7911042	0.88309073	0.7852718	0.88875145	0.87905777	0.84420615	0.8668283	0.86811286	0.88842106	0.9248269	0.88734436	0.84849703	0.91202164	0.91709775	0.93095726	0.94179225	0.94956225	0.8381033	0.84959924	0.910151	0.86778677	0.90001	0.8022805	0.90870017	0.87209153	0.83861065	0.80579996	0.84604037	0.7679498	0.85354245	0.872828	0.8885591	0.89648366	0.8729409	0.89902914	0.89438087	0.70943964	0.89031714	0.86331636	0.89817125	0.793321	0.9094091	0.8659241	0.770585	0.8914671	0.9308122	0.9235132	0.93950325	0.7855416	0.85860074	0.8918407	0.76159126	0.795473	0.91536045	0.7458612	0.77546096	0.75916207	0.8689796	0.8413858	0.9228862	0.9489909	0.96296984	0.6332303	0.88391674	0.9203818	0.749555	0.9212265	0.8501427	0.88520706	0.8795171	0.6012907	0.88010985	0.8788365	0.8542135	0.80178905	0.7546706	0.9025927	0.86703837	0.85530627	0.87381756	0.80446935	0.8957597	0.877951	0.9038019	0.8534802	0.82511544	0.92560035	0.87339044	0.8651546	0.8985957	0.8772012	0.79589355	0.8722134	0.858418	0.8598383	0.8061974	0.7986331	0.82863104	0.784214	0.8486733	0.8622259	0.71893966	0.7538877	0.9124477	0.9105195	0.87857246	0.87683946	0.83859444	0.90724975	0.93698967	0.9048289	0.8603627	0.88270515	0.8850088	0.89676416	0.94030356	0.88944703	0.93015003	0.8070102	0.87015104	0.88180393	0.8423946	0.90496534	0.9294227	0.90970886	0.89679444	0.79978025	0.8903638	0.8961	0.8918569	0.812321	0.80545497	0.8914703	0.9046831	0.83428705	0.89221466	0.85315293	0.96016854	0.7800184	0.8543055	0.9178071	0.52554595	0.8823562	0.9468144	0.8783299	0.87791765	0.86019766	0.8706896	0.8992276	0.86766297	0.81072694	0.92084414	0.80378973	0.7817435	0.7966856	0.6695087	0.7330249	0.89749897	0.88052136
