	eind/adv	immers/adv	elektricien/noun	word/verb	plein/noun	bekom/verb	schepen/noun	carrière/noun	stadion/noun	mag/verb	aantal/noun	afgelopen/adj	16/noun	aanpak/noun	daar/adv	daarentegen/adv	dank/verb	eerder/noun	stap_af/verb	stelling/noun	mei/noun	schepen_college/noun	vrijdag/noun	Genkse/adj	gisteren/adv	burgemeester/noun	sociaal-democraat/noun	ere_podium/noun	jaarlijks/adj	diner/noun	ere_titel/noun	inwoner/noun	namelijk/adv	mening/noun	totnogtoe/adv	ook/adv	onderscheiding/noun	Ier/noun	persoonlijk/adv	maand_blad/noun	samenleving/noun	tegelijk/adj	Belgisch/adj	louter/adj	al/adv	nieuw/adj	passend/adj	sporter/noun	stad_bestuur/noun	dans/noun	kampioen/noun	campus/noun	stad/noun	winnares/noun	ingebruikname/noun	medaille/noun	sporthal/noun	9/noun	strijdlustig/adj	gesneuveld/adj	volg/adj	Frans/adj	weekend/noun	waarde/noun	be/noun	goed/adj	drager/noun	meest/adj	Brugse/adj	wetenschapper/noun	ondernemer/noun	voortaan/adv	morgenavond/adv	nationaal/adj	decennium/noun	vrijwilliger/noun	wedstrijd/noun	strategie/noun	jong/adj	gemeente_bestuur/noun	vasten/noun	premier/noun	minstens/adv	succesvol/adj	credo/noun	ploeg_makker/noun	2003/noun	vier/verb	maart/noun	helder/adj	ploeg/noun	sport_raad/noun	begrip/noun	bovendien/adv	u/noun	filosofie/noun	filosoof/noun	inzicht/noun	ga_op/verb	bewogen/adj	ere_burger/noun	jaar/noun	uur/noun	visie/noun	start/adj	numerus/noun	openbaar/noun	wereldbeker/noun	Oudenaardse/adj	reder/noun	rij/noun	opvatting/noun	sport_mens/noun	laureaat/noun	decor/noun	gisteravond/adv	misvatting/noun	vader/noun	Thais/adj	laat/verb	Sint-Niklase/adj	gereformeerd/adj	donderdag/noun	titel/noun	groente/noun	vrijwilliger_werk/noun	inzet/noun	eerst/adj	lid/noun	provincie/noun	winnaar/noun	nerveus/adj	eigenaardig/adj	genodigd/adj	ander/adj	verkoudheid/noun	idioot/adj	steeds/adv	minister/noun	kennelijk/adj	legislatuur/noun	muzikaal/adj	principe/noun	ideaal/noun	supporter/noun	kommer/noun	dienst/noun	loopbaan/noun	duidelijkheid/noun	yoga/noun	never/noun	vorig/adj	Spanjaard/noun	muze/noun	parool/noun	sterf_dag/noun	midden_stip/noun	stadhuis/noun	eind_winnaar/noun	briljant/adj	keer/noun	Ninoofse/adj	burgerlijk/adj	feest_zaal/noun	junior/noun	lang/adj	tienjarige/adj	gelovig/adj	waar/adv	seizoen/noun	persoon/noun	verdrijving/noun	aanvankelijk/adj	beeldhouwer/noun	behaal/verb	blijkbaar/adj	in/adj	indrukwekkend/adj	sport_laureaat/noun	reflex/noun	verdienstelijk/adj	aanvang/noun	standpunt/noun	week/noun	7/noun	voorzitter/noun	gemeente/noun	omroep/noun	neem_plaats/verb	drie/noun	officieel/adj	lijst/noun	restaurant/noun	traditie/noun	kring/noun	loos/adj	overtuiging/noun	simplistisch/adj	top_schutter/noun	judoka/noun
verdienstelijk/adj	0.8673196	0.8073213	0.8741006	0.85800767	0.9153964	0.8416647	0.80748785	0.78813714	0.8419295	0.85071284	0.8541012	0.8967027	0.86781967	0.8920809	0.91830254	0.81680036	0.8405974	0.90292686	0.843483	0.8543055	0.9084085	0.82805	0.8879574	0.74986696	0.8452795	0.81677264	0.865399	0.80711615	0.84463966	0.8589037	0.7955187	0.84878623	0.8637575	0.9076981	0.778461	0.8413167	0.68401027	0.82081425	0.82599974	0.8696154	0.901202	0.8696333	0.7506676	0.8471183	0.8637223	0.8766665	0.84183383	0.79650795	0.79493463	0.8659481	0.657722	0.83584714	0.8393581	0.77293885	0.9032248	0.74236286	0.8191598	0.8861376	0.74485993	0.8830088	0.8287215	0.83185947	0.69234836	0.90004915	0.88877606	0.7796196	0.8666229	0.8101529	0.743698	0.8518038	0.8519662	0.8344703	0.70594525	0.7511697	0.83931303	0.8044889	0.6781439	0.90825355	0.7693779	0.82746583	0.9217326	0.92292404	0.862766	0.7449685	0.8658372	0.7728984	0.88937986	0.70537466	0.91947037	0.8751182	0.66293514	0.7088134	0.8929503	0.85945797	0.84073037	0.88018614	0.81554866	0.8871596	0.91847384	0.75459856	0.73478353	0.8899551	0.91832966	0.87051666	0.846354	0.95186317	0.9125777	0.75664395	0.7954699	0.8889264	0.7397231	0.88436866	0.8399807	0.6150544	0.8377359	0.79392344	0.87869686	0.8923547	0.8640054	0.89796805	0.8087041	0.8810687	0.8951369	0.71614665	0.9303234	0.8141235	0.7727363	0.87661624	0.8567263	0.86611253	0.7219597	0.81936353	0.78695023	0.83631045	0.8137998	0.8725295	0.84242237	0.89346623	0.91054374	0.9014811	0.84683096	0.7730714	0.9170766	0.87269866	0.7801858	0.8900018	0.85280573	0.76496184	0.9312384	0.9166906	0.9519862	0.81264454	0.82072157	0.8450941	0.9252133	0.85378003	0.89206135	0.81728834	0.80024195	0.7290945	0.79949135	0.7619534	0.8453462	0.82771623	0.6861372	0.9237354	0.84895664	0.86742705	0.8771434	0.65238285	0.8807516	0.9329673	0.86788595	0.77190816	0.65083766	0.8628612	0.9365443	0.7381271	0.7589313	0.8569081	0.0	0.82409936	0.8968104	0.86942726	0.8947844	0.7984719	0.846705	0.9058657	0.82754135	0.856465	0.87615645	0.8393044	0.9100139	0.86011887	0.8455518	0.86937916	0.87622905	0.8768338	0.6780229	0.76377153
aanvang/noun	0.8100241	0.8690666	0.929673	0.8668264	0.86551476	0.8547336	0.9068917	0.920157	0.80961263	0.87740934	0.91879624	0.83201534	0.58936626	0.93751603	0.9142767	0.9036647	0.96050566	0.84103465	0.8709066	0.9178071	0.6008419	0.80426913	0.5915643	0.8262644	0.80715704	0.86378735	0.9096324	0.89943916	0.8200128	0.7837548	0.911815	0.8835138	0.910294	0.95260805	0.85293084	0.92362714	0.87942874	0.90520245	0.86895776	0.89592814	0.9480194	0.90675133	0.8794059	0.908554	0.84217715	0.87364554	0.89497477	0.8898904	0.8411869	0.8306564	0.8496519	0.85303897	0.8927679	0.8314181	0.85701776	0.86995006	0.7147523	0.60411966	0.8995749	0.8945755	0.6951912	0.9156461	0.7494501	0.94218343	0.9279953	0.91365707	0.91430867	0.93103033	0.82181025	0.92554617	0.92400783	0.8741411	0.6508552	0.841051	0.91871274	0.8855736	0.7308297	0.92984635	0.89147395	0.8549623	0.9279042	0.90387803	0.85570574	0.8514451	0.9230029	0.899493	0.7458024	0.76987225	0.61083865	0.9237178	0.7991208	0.8258124	0.9556702	0.91193706	0.7588024	0.92924416	0.93918675	0.946826	0.9228697	0.8115657	0.8760465	0.86289597	0.5604148	0.9379795	0.89763397	0.9409472	0.90496695	0.8409165	0.85173285	0.9342948	0.8320148	0.94511545	0.9416418	0.7963962	0.8423803	0.7221407	0.9478413	0.9637012	0.899862	0.9114935	0.79203486	0.9298485	0.6037033	0.85971105	0.9500584	0.90837175	0.8821991	0.85260886	0.90108615	0.91519475	0.7749465	0.85307103	0.88651544	0.78500175	0.93357855	0.9181133	0.91425675	0.93928885	0.9248861	0.94099987	0.85793716	0.8287703	0.927654	0.9427943	0.81804156	0.9244087	0.9127595	0.8960062	0.9064928	0.8445283	0.9491524	0.768232	0.8954016	0.92389697	0.90155613	0.8427336	0.90303063	0.71280146	0.8857167	0.89564306	0.84948283	0.81097627	0.89854383	0.7241193	0.81322	0.8507184	0.8856562	0.92486924	0.87924504	0.789798	0.9025661	0.93781465	0.84819114	0.89107656	0.82067174	0.9360873	0.95558363	0.8631439	0.871929	0.89105386	0.82409936	0.0	0.9149578	0.7899876	0.60943145	0.90714103	0.8773096	0.9105543	0.8488203	0.82590556	0.7765324	0.9090844	0.89149255	0.9440356	0.92380357	0.91216326	0.95484793	0.94344676	0.8163461	0.85154337
standpunt/noun	0.8870427	0.77428854	0.93959576	0.81592864	0.92129767	0.8563595	0.82408285	0.8965765	0.94027543	0.8627832	0.85734653	0.88975734	0.9627256	0.6515689	0.92326736	0.745221	0.89594567	0.8190459	0.8539757	0.52554595	0.921927	0.72538066	0.90124947	0.8795645	0.6988481	0.7703568	0.681702	0.9318608	0.912879	0.8734418	0.870651	0.88893944	0.79734313	0.52562535	0.8055948	0.8080032	0.88196176	0.90186465	0.7796964	0.83586204	0.71412134	0.8076007	0.8813531	0.7873838	0.89832664	0.8718179	0.8351084	0.8639814	0.80599517	0.8948387	0.9584231	0.89628094	0.885336	0.92403793	0.9138864	0.95447373	0.95639265	0.9621964	0.8567463	0.88660496	0.8789422	0.88071156	0.93798435	0.76128656	0.93701017	0.8898232	0.8523336	0.80112946	0.8797819	0.7998125	0.8247604	0.79850405	0.88420445	0.8619892	0.86399925	0.90761286	0.9461821	0.61744875	0.92011166	0.7940685	0.86619323	0.70014155	0.9379588	0.8966521	0.75522804	0.9263853	0.91929823	0.934766	0.93168277	0.7455241	0.9138704	0.8489083	0.7207444	0.79073644	0.9493666	0.72759885	0.79689574	0.72560024	0.87599075	0.83904713	0.91021967	0.9653638	0.9754028	0.4849401	0.9060988	0.9056241	0.72612	0.95352834	0.85965645	0.8808857	0.96345323	0.44304013	0.8759883	0.89192355	0.8977172	0.77161205	0.7977898	0.92798	0.88381976	0.8496617	0.86563635	0.7732312	0.8747162	0.91470253	0.93412083	0.83743197	0.81662023	0.9326282	0.74409294	0.8370724	0.9090659	0.88425225	0.82090265	0.8699476	0.8478746	0.91022813	0.8230089	0.80464244	0.73513263	0.76659936	0.78761446	0.85728806	0.6759635	0.6753346	0.9034909	0.9089154	0.8679886	0.89120835	0.7402985	0.9152951	0.9596022	0.88734806	0.911386	0.90377176	0.8511742	0.9207627	0.95498693	0.8934106	0.95027196	0.85892975	0.94087565	0.8758449	0.83009887	0.9209155	0.958408	0.92457145	0.8983463	0.75945455	0.91340435	0.9505023	0.88720745	0.85644156	0.80863893	0.9051061	0.9196667	0.8309223	0.88825786	0.9007007	0.9437962	0.774477	0.8968104	0.9149578	0.0	0.86674637	0.9597755	0.80485845	0.8257926	0.8032621	0.8786454	0.9307934	0.8039074	0.774818	0.94183034	0.75154775	0.70175624	0.81720203	0.6441433	0.74812776	0.9415604	0.8918782
week/noun	0.6546774	0.81706876	0.8872518	0.7652125	0.9134418	0.85602945	0.92510366	0.81882435	0.8505912	0.8151497	0.8717173	0.6194499	0.772484	0.92236	0.83788025	0.8468162	0.94261855	0.66755676	0.8894335	0.8823562	0.7022258	0.7781293	0.62625635	0.8182028	0.5613716	0.85750306	0.8451387	0.88494724	0.81387794	0.8490247	0.89407325	0.84950423	0.86929315	0.91985947	0.8106703	0.89789444	0.891601	0.890469	0.80817026	0.85692126	0.9521006	0.8586072	0.8571316	0.926106	0.6535484	0.85106564	0.9130612	0.8640196	0.82505655	0.94886917	0.8281159	0.88990927	0.88445204	0.82968634	0.8497304	0.8606265	0.88326675	0.8015696	0.8730555	0.87238824	0.58426976	0.87223935	0.5854807	0.9406088	0.939727	0.9035362	0.9186716	0.93729514	0.85492176	0.88901764	0.9109026	0.8342521	0.7252121	0.8522602	0.6773384	0.87198645	0.66671586	0.89171255	0.90015876	0.82942283	0.87256813	0.7956033	0.75296485	0.8382771	0.9084501	0.8903743	0.73929405	0.84764224	0.6796558	0.9460674	0.77258563	0.85449874	0.93792427	0.87397265	0.8890127	0.9258576	0.92101634	0.9497918	0.92113763	0.8284639	0.8805636	0.5409833	0.77659285	0.929073	0.9107843	0.9205458	0.8453512	0.85423577	0.8554764	0.89199114	0.81756294	0.9275924	0.91532445	0.84623826	0.9457059	0.6184102	0.9306855	0.9040606	0.84826076	0.8564491	0.8427739	0.9041474	0.5715122	0.8523661	0.96275425	0.91414225	0.89565444	0.771169	0.84795207	0.87281394	0.8256322	0.8798245	0.8917669	0.8463443	0.93320185	0.8421768	0.92684513	0.89026767	0.8328885	0.9068879	0.72140175	0.9311943	0.89530694	0.95966315	0.84277016	0.87664425	0.9290991	0.8100898	0.8343693	0.9018292	0.9530318	0.57977605	0.8722025	0.92178077	0.8890249	0.9051445	0.9073397	0.85731345	0.8734474	0.9275431	0.6483916	0.84494555	0.9160655	0.9078269	0.85798264	0.74675584	0.8599418	0.9193445	0.8572345	0.6093646	0.8229154	0.9132484	0.8171261	0.9146831	0.8270353	0.92466354	0.93812144	0.8920923	0.8991578	0.90815735	0.86942726	0.7899876	0.86674637	0.0	0.8064396	0.89380765	0.858821	0.8711647	0.8711665	0.8128327	0.73955685	0.86820555	0.9162828	0.9419631	0.88750434	0.8865391	0.93337584	0.94279	0.81425035	0.79750955
7/noun	0.60399497	0.924285	0.9020182	0.8249443	0.8939873	0.89892125	0.9289058	0.95122516	0.87163943	0.9334387	0.94796526	0.8101041	0.18728185	0.9849954	0.9067075	0.9428248	0.97419256	0.87723505	0.92441916	0.9468144	0.2661317	0.83863235	0.32904255	0.8855126	0.8140643	0.88155	0.93660545	0.9430299	0.8116498	0.84106815	0.9121329	0.881998	0.9450599	0.97504437	0.9156564	0.97209287	0.9028144	0.88412654	0.90404344	0.85501873	0.98570776	0.94781756	0.91538775	0.96728975	0.86549515	0.91641474	0.9463992	0.9577629	0.8599187	0.87667906	0.8586899	0.84647983	0.8827736	0.88314414	0.84905875	0.940734	0.6846588	0.09847057	0.92709357	0.9004411	0.73741853	0.9364796	0.67216957	0.97687167	0.9209852	0.9798518	0.9582139	0.976287	0.84000033	0.955674	0.96533835	0.89010733	0.70890677	0.91812986	0.96446043	0.92159545	0.8410913	0.97033757	0.9455666	0.88327134	0.9316169	0.920279	0.9003732	0.91232395	0.9531271	0.92382556	0.51932484	0.6679814	0.27220953	0.9703886	0.919111	0.8175691	0.98100793	0.97173136	0.6411543	0.9614695	0.9510904	0.98611915	0.95174515	0.8832739	0.8450441	0.8343836	0.40219623	0.9753875	0.9368408	0.97765577	0.9351848	0.857558	0.8329758	0.9368192	0.9242899	0.9795831	0.96876043	0.80599153	0.9197969	0.7780787	0.9616537	0.93129057	0.9000913	0.96609086	0.82275033	0.92670584	0.360286	0.8841136	0.9726666	0.9448799	0.9697338	0.77644426	0.92905974	0.90501213	0.7991464	0.9355072	0.94473225	0.8450264	0.9770905	0.94766814	0.96422523	0.97582567	0.953744	0.9703768	0.9237656	0.8980755	0.95168877	0.97452325	0.90294003	0.95723975	0.9399692	0.9252853	0.926053	0.85182124	0.93450904	0.7027775	0.93449295	0.92195386	0.8673552	0.7066283	0.92928296	0.7450943	0.8979027	0.9411275	0.9269865	0.8404608	0.92458504	0.6716227	0.8084102	0.94544876	0.87132984	0.95183444	0.8813766	0.89428884	0.9042883	0.94778055	0.9326188	0.88229924	0.860154	0.973469	0.9751614	0.9418296	0.83023214	0.9069115	0.8947844	0.60943145	0.9597755	0.8064396	0.0	0.9012341	0.9037846	0.9116636	0.9068093	0.8049842	0.74395466	0.9349793	0.8848628	0.9614993	0.9362809	0.9345857	0.9759672	0.97109157	0.86540216	0.92080766
voorzitter/noun	0.8465595	0.9306076	0.85622174	0.9217255	0.94767326	0.8570806	0.45581806	0.9304465	0.87655675	0.94272715	0.9569764	0.92265993	0.9099232	0.9213674	0.97723186	0.8697409	0.895372	0.848651	0.8616674	0.8783299	0.8945499	0.8014115	0.87955356	0.79234535	0.62211657	0.408099	0.79165906	0.92063403	0.902813	0.8977546	0.8178848	0.9215773	0.9500636	0.9125769	0.86379397	0.95410603	0.82619435	0.82833225	0.8016586	0.8373745	0.9505433	0.9462887	0.78821	0.9392814	0.9545368	0.8932515	0.92558086	0.92441595	0.84159046	0.9455198	0.7326397	0.8712111	0.92577904	0.84666824	0.9370457	0.92811275	0.90251064	0.9131557	0.78690696	0.9190753	0.8968254	0.7713361	0.90094775	0.9642796	0.9175762	0.9681251	0.9252336	0.960185	0.7600905	0.8780471	0.84782517	0.85960853	0.80400115	0.8233469	0.9674315	0.87128377	0.91439736	0.88598245	0.93436646	0.8488623	0.972164	0.69375825	0.979714	0.9123908	0.85733956	0.75341403	0.91801864	0.8107411	0.9036201	0.965936	0.85464317	0.76188225	0.9497259	0.9452976	0.872756	0.9116807	0.71186066	0.9723715	0.9392636	0.8533477	0.73289055	0.97217005	0.9778821	0.90491986	0.9139765	0.96065485	0.8973913	0.89760286	0.7693001	0.869455	0.9673607	0.9121083	0.9527898	0.66577387	0.9366796	0.70171237	0.92744654	0.74559975	0.9112724	0.9473658	0.7834608	0.85628164	0.8471384	0.8948639	0.98064834	0.90025306	0.9379175	0.93413115	0.6164464	0.884809	0.787518	0.935605	0.9140032	0.8819946	0.9622226	0.9526153	0.92470014	0.9749589	0.619031	0.93754786	0.78315985	0.92550606	0.94003385	0.94457245	0.8498842	0.93598676	0.88230526	0.8877134	0.90023834	0.963181	0.95939034	0.8762448	0.8905772	0.87305784	0.9140094	0.9071367	0.9303457	0.85078585	0.7953774	0.87134373	0.9777114	0.7810358	0.88530374	0.86362725	0.781075	0.99000484	0.86436963	0.9409027	0.9328564	0.8740934	0.95664024	0.9530682	0.91396534	0.68622136	0.8593885	0.93560714	0.98101646	0.9502655	0.867514	0.91136545	0.7984719	0.90714103	0.80485845	0.89380765	0.9012341	0.0	0.87377167	0.897364	0.82050204	0.94075125	0.83135855	0.83155	0.9336247	0.93388885	0.8885179	0.9237927	0.9357333	0.943617	0.7277944	0.82785165
gemeente/noun	0.78587806	0.707905	0.8688305	0.6758575	0.78721046	0.73538804	0.77851695	0.9352647	0.78436315	0.8042694	0.7667264	0.8683324	0.8891186	0.8384992	0.8588988	0.8629844	0.9238543	0.8014019	0.86764205	0.87791765	0.8832174	0.52312773	0.85885036	0.8046758	0.7980443	0.7028223	0.83461195	0.9398752	0.67501354	0.88406444	0.85765356	0.5970295	0.76499945	0.8656446	0.71716064	0.7915798	0.8380509	0.91037965	0.79969895	0.8499001	0.8600074	0.8236394	0.8234498	0.8530438	0.84541166	0.72895205	0.80899286	0.7962076	0.42102575	0.94179314	0.9129639	0.6883753	0.5424135	0.91342926	0.8093801	0.8975435	0.7295063	0.91161305	0.91433346	0.86428314	0.83590865	0.89005435	0.84189016	0.8573957	0.9203533	0.8896703	0.8783395	0.8902782	0.7471551	0.82081366	0.6012623	0.5411943	0.84329015	0.85238373	0.8804354	0.68297184	0.8854939	0.83870316	0.9128831	0.29341328	0.90635633	0.87396854	0.80389774	0.8952864	0.88935393	0.91541815	0.79476416	0.8787937	0.8826135	0.9155359	0.8648333	0.6895002	0.8742282	0.68149763	0.91617894	0.89062977	0.9304478	0.87093174	0.9012957	0.9179969	0.8399038	0.84695804	0.9261801	0.8654862	0.7284894	0.8306968	0.8762745	0.9304857	0.8149409	0.72772	0.93897367	0.8812375	0.872661	0.8127972	0.91027117	0.81564575	0.8984263	0.9386972	0.84050715	0.87966347	0.7100118	0.844314	0.8722802	0.9107538	0.90337396	0.7672017	0.86145055	0.9172217	0.78749454	0.41618776	0.9139575	0.9491252	0.90743876	0.8220952	0.80654144	0.91759336	0.8913345	0.8694408	0.7947632	0.8726233	0.7169124	0.9064582	0.77144754	0.9194312	0.82187474	0.94819534	0.6229025	0.9072634	0.8173124	0.9059397	0.953736	0.84789777	0.94029194	0.9113277	0.9016148	0.94255745	0.9155611	0.7571727	0.91806304	0.94855016	0.89444363	0.70496374	0.74306345	0.7699279	0.91713077	0.9151557	0.89443946	0.8420304	0.78347266	0.88396305	0.7641061	0.90794504	0.8154567	0.86446714	0.90331215	0.8842536	0.9050904	0.91817784	0.884685	0.9040748	0.846705	0.8773096	0.8257926	0.858821	0.9037846	0.87377167	0.0	0.6938815	0.90397173	0.89978856	0.768046	0.7894875	0.84495765	0.8954428	0.8582	0.8944948	0.91999465	0.92227715	0.9097759	0.8424455
omroep/noun	0.87846965	0.7552142	0.8997065	0.75976413	0.90125686	0.87410563	0.90892726	0.9195023	0.90500283	0.8430042	0.857827	0.85784066	0.9380626	0.8055954	0.9243693	0.8238828	0.8874935	0.8293825	0.86620474	0.86019766	0.93118	0.8236749	0.9026638	0.8838366	0.8280297	0.89404106	0.7863091	0.9225746	0.8464197	0.8649503	0.8719056	0.8809424	0.77333426	0.8493344	0.7928808	0.7982788	0.8543013	0.9118545	0.8265722	0.7567914	0.773289	0.8118085	0.8588102	0.77926904	0.88957393	0.8006156	0.8321307	0.8037971	0.78963554	0.89215416	0.9137796	0.85838616	0.84708995	0.89679885	0.9095287	0.9265297	0.9211958	0.93280226	0.9110813	0.8745057	0.88452154	0.82979	0.9185482	0.8371137	0.9324448	0.8792844	0.836128	0.88044685	0.88906795	0.7824302	0.7195786	0.69840145	0.84912515	0.80697805	0.8671826	0.8361398	0.9177747	0.78926885	0.9157242	0.7639133	0.8777949	0.84425944	0.91049105	0.8168651	0.8596244	0.92792803	0.8811502	0.8955374	0.9222793	0.865909	0.87313867	0.83949435	0.8422823	0.76067936	0.9217401	0.84912795	0.8530485	0.83984023	0.8668945	0.8713429	0.92453253	0.91492164	0.87664634	0.8112738	0.81921995	0.894112	0.8596972	0.91280705	0.91037613	0.8016019	0.97102594	0.8063363	0.8755556	0.878955	0.88469696	0.8450609	0.86383367	0.9308335	0.8814434	0.89956146	0.87215006	0.82388127	0.8892379	0.9090455	0.9143623	0.79795873	0.8757212	0.8773769	0.83862185	0.7404103	0.9207962	0.93069136	0.88589257	0.85047257	0.82865	0.91598284	0.8593577	0.832593	0.8484535	0.82221746	0.8285084	0.84170794	0.8151299	0.84367555	0.8941081	0.93823516	0.75635254	0.90220404	0.8389802	0.8983132	0.9274809	0.8715809	0.92482376	0.89955837	0.89238185	0.91542363	0.9380834	0.9208252	0.9442211	0.89616156	0.93008024	0.8725443	0.843857	0.9072747	0.93529713	0.92863196	0.8703238	0.8204199	0.9070146	0.9124726	0.8559993	0.9159434	0.8453089	0.88180375	0.9311104	0.8674924	0.9133732	0.9007453	0.9315557	0.8469172	0.9058657	0.9105543	0.8032621	0.8711647	0.9116636	0.897364	0.6938815	0.0	0.89166266	0.9137499	0.81638765	0.8451158	0.9061105	0.8208998	0.82682705	0.8862895	0.8629198	0.8797336	0.934164	0.87315595
neem_plaats/verb	0.90978634	0.87669146	0.8611952	0.85933936	0.76507264	0.8601699	0.8820355	0.88984126	0.78064626	0.8337005	0.87942106	0.89805585	0.9035726	0.9300674	0.8577002	0.8468731	0.87610906	0.88483953	0.76124316	0.8706896	0.9132499	0.87497693	0.8876109	0.7696394	0.81718016	0.84638816	0.8380823	0.8580643	0.8858464	0.7542701	0.86446464	0.90759784	0.8753639	0.90069246	0.8753879	0.8664761	0.8436807	0.85754037	0.8224274	0.9090884	0.9156758	0.8372221	0.8402473	0.8708734	0.9048997	0.87585497	0.8698311	0.84721524	0.89451605	0.8620034	0.8575851	0.86953545	0.88168675	0.8705504	0.87812376	0.8826161	0.8114974	0.90950197	0.8075175	0.84323454	0.8610079	0.85786587	0.8402463	0.94087106	0.88358736	0.903803	0.84310013	0.86830205	0.776842	0.8934588	0.88919634	0.83614695	0.7698444	0.88319373	0.9026846	0.87162864	0.8192145	0.9195786	0.81849897	0.8919129	0.93932515	0.8593056	0.8737107	0.8899091	0.874648	0.8267286	0.9241855	0.838217	0.91340804	0.8826542	0.82970786	0.88046235	0.92880356	0.8812782	0.88399345	0.91368836	0.86936414	0.92018473	0.85372794	0.8408473	0.8571981	0.9172487	0.8764391	0.9005278	0.8806016	0.95873106	0.85449487	0.8853905	0.83718026	0.88519835	0.7719183	0.90647316	0.9008692	0.80041546	0.7752072	0.78591734	0.90015054	0.8689965	0.82847965	0.84163404	0.8462854	0.87244236	0.8738033	0.8925477	0.9036974	0.9078272	0.8883207	0.870889	0.8208285	0.91625416	0.86483467	0.79772466	0.85824955	0.71224093	0.87181693	0.8920942	0.8768803	0.88528866	0.87742347	0.8725632	0.8611617	0.848479	0.9065271	0.89891505	0.7998247	0.894248	0.9187082	0.8771811	0.89795804	0.9019387	0.94619244	0.8992947	0.8639002	0.8693702	0.927542	0.90615815	0.8440505	0.7932854	0.8671069	0.8400181	0.8732688	0.8174077	0.878436	0.79892874	0.84822387	0.8521267	0.87879246	0.8737123	0.8007215	0.8521209	0.89395195	0.9442518	0.8724903	0.84271544	0.8782131	0.8802307	0.90628105	0.8117899	0.8873069	0.8596815	0.82754135	0.8488203	0.8786454	0.8711665	0.9068093	0.82050204	0.90397173	0.89166266	0.0	0.8446934	0.8674379	0.87392783	0.805056	0.9245571	0.8718645	0.8533603	0.90559006	0.92341185	0.81893957	0.84812117
drie/noun	0.887275	0.8526866	0.8802855	0.81464946	0.8707554	0.87985206	0.93873394	0.9037038	0.86776733	0.8464582	0.8508596	0.8708872	0.8271863	0.9343697	0.85312647	0.864908	0.930567	0.86837053	0.8313736	0.8992276	0.8731294	0.91739124	0.85564935	0.8153993	0.8311521	0.92726225	0.89701474	0.84975207	0.87984204	0.8549149	0.9068243	0.85255593	0.873594	0.90545976	0.8104785	0.899972	0.87306017	0.8578818	0.8821201	0.9356725	0.94264305	0.88335705	0.87372005	0.90981066	0.8112106	0.9220296	0.90937155	0.8657533	0.9340856	0.91627055	0.8615654	0.8650404	0.9048217	0.84984595	0.9192251	0.7946377	0.8902986	0.80259264	0.87188816	0.87732106	0.84271693	0.92645454	0.81657493	0.89932615	0.9116474	0.906106	0.8748088	0.87199485	0.85481447	0.9142413	0.91570127	0.8346535	0.79451144	0.8952771	0.8899787	0.8635745	0.7619791	0.9175532	0.8451793	0.934273	0.9085929	0.93623966	0.7600583	0.8854823	0.92013055	0.83611035	0.86648667	0.8937706	0.8729497	0.92796534	0.77222186	0.9193089	0.95033485	0.89693403	0.91062886	0.9449085	0.931493	0.9404681	0.9032926	0.87625855	0.9274392	0.8287562	0.6411475	0.9326857	0.8991919	0.95156884	0.9150091	0.817304	0.83979523	0.8827588	0.7467629	0.930704	0.9150928	0.81582177	0.9199848	0.75075233	0.93269724	0.8649359	0.8662226	0.90127605	0.8743129	0.8743794	0.8360256	0.84732354	0.914152	0.89285016	0.9112624	0.8694551	0.870259	0.90235066	0.8111397	0.8526139	0.8820303	0.8188224	0.87978786	0.8877255	0.90153337	0.90768534	0.95203054	0.9066517	0.8733184	0.90341175	0.90662193	0.91578215	0.86438465	0.9198092	0.94219315	0.890989	0.90506256	0.8905444	0.93508714	0.8544615	0.8216994	0.9215529	0.93709433	0.91069597	0.8965629	0.87291795	0.8573926	0.8792576	0.7379721	0.87896544	0.8936179	0.8657956	0.8425409	0.8431433	0.8411993	0.89212	0.8744372	0.8035383	0.7863185	0.9345716	0.88664174	0.9076035	0.7946725	0.88528985	0.9141295	0.87067527	0.92659444	0.8928306	0.856465	0.82590556	0.9307934	0.8128327	0.8049842	0.94075125	0.89978856	0.9137499	0.8446934	0.0	0.8949655	0.87384903	0.8902317	0.9504951	0.9215782	0.8870361	0.9098275	0.9415127	0.8362729	0.8094106
