	steun/verb	spoor_op/verb	word/verb	dosis/noun	bevrijd/verb	alleen/adj	carrière/noun	mag/verb	geld/noun	dan/adv	ver/adj	aanpak/noun	vooruit/adj	Amerikaan/noun	wel/adv	ondersteun/verb	tracht/verb	strijd/noun	getroffen/adj	zeep/noun	toe/adv	weg/noun	professional/noun	vang_op/verb	maar/adv	probleem/noun	Republikeins/adj	trouwens/adv	werknemer/noun	ook/adv	op/adj	duizenden/noun	proces/noun	systeem/noun	weduwe/noun	boel/noun	zelfs/adv	begrijp/verb	vertaal/verb	lamentabele/adj	ouder/noun	passend/adj	kind/noun	sociaal/adj	weer/verb	ginds/adj	niets/noun	probeer/verb	zogezegd/adj	juist/adj	en/adv	er/noun	alleen/adv	bedwing/verb	baan/noun	fiets/noun	zal/verb	arm/adj	god/noun	lezer/noun	zo/adv	jongen/noun	maaltijd/noun	bouw/noun	goed/adj	mentaliteit/noun	financier/verb	snel/adj	designer/noun	opbouw/noun	zaak/noun	extra/adj	gedicht_DIM/noun	imago/noun	iemand/noun	veiligheid/noun	zet_op/verb	treed_in/verb	broer/noun	buur/noun	vaderland/noun	job/noun	vakantieganger/noun	gemeente_bestuur/noun	het/noun	red/verb	gang/noun	kan/verb	zadel/noun	niet/adv	moet/verb	vlot/adj	wijze/noun	man/noun	want/noun	straf/noun	alvast/adv	valk/noun	weer/adv	vrouw/noun	bovendien/adv	manier/noun	humanitair/adj	wil/noun	maatregel/noun	drugsverslaafd/adj	graag/adj	1-1_gelijkspel/noun	familie_lid/noun	ons/noun	gezondheidszorg/noun	verzet/noun	toch/adv	dus/adv	stap/noun	taal/noun	soms/adv	familie/noun	meer/adv	wereld/noun	overkill/noun	af/adv	meisje/noun	heb/verb	creativiteit/noun	gezond/adj	tijdelijk/adj	vader/noun	bruid/noun	nodig/adj	mens/noun	klant/noun	misschien/adv	specialist/noun	vooruit/adv	daar/noun	oog_arts/noun	huis_bezitter/noun	therapeut/noun	ander/adj	verblijfsvergunning/noun	werk/noun	wil/verb	kloof/noun	hier/adv	meen/verb	natuurlijk/adj	partner/noun	even/adj	organiseer/verb	vul_in/verb	gelukkig/adj	uitstekend/adj	tussenstap/noun	amateur_club/noun	persoon/noun	leer_aan/verb	zeker/adj	zoek/verb	allemaal/adv	overwinning/noun	slachtoffer/noun	club/noun	gestrand/adj	bouw_op/verb	boer/noun	zelf/adv	meneer/noun	taal_grens/noun	verstoot/verb	niks/noun	veel/adj	structureer/verb	om/adj	tekort/noun	jood/noun	bestuur_crisis/noun	onmiddellijk/adj	weg/adj	handjevol/noun	index/noun	droog_leg/verb	kom_voor/verb	chauffeur/noun	president/noun
ver/adj	0.90260166	0.91112256	0.8108463	0.895898	0.928514	0.80528224	0.86969733	0.84703714	0.8946655	0.7867417	0.0	0.88689566	0.81469643	0.9096338	0.8566647	0.8416188	0.82055163	0.91318494	0.8695116	0.8996929	0.8793037	0.83152014	0.8733078	0.89841294	0.80213296	0.87813884	0.92584693	0.85254854	0.8739436	0.8247628	0.8642742	0.8866209	0.868396	0.84825534	0.928572	0.86588216	0.7820273	0.8998338	0.89587724	0.9088084	0.8905949	0.8530371	0.89257056	0.8104022	0.8846421	0.8196867	0.8702346	0.8388798	0.8605468	0.81743443	0.8749101	0.83420426	0.8161805	0.8835488	0.86972505	0.8321392	0.74529076	0.847149	0.93184745	0.87714505	0.85843533	0.8950591	0.90730274	0.8713978	0.80770785	0.9134191	0.8894896	0.6778532	0.90206933	0.8490888	0.84454244	0.8650365	0.9290214	0.87399274	0.84852093	0.85956824	0.8954599	0.8537734	0.9429295	0.8925716	0.880523	0.8786949	0.8029313	0.83380693	0.90730923	0.8981104	0.86337566	0.7706474	0.8597581	0.8251308	0.74799085	0.7857194	0.89609617	0.9121671	0.8894219	0.91063994	0.8263631	0.923137	0.74553055	0.91321844	0.74926275	0.87476575	0.87006825	0.8757686	0.8168606	0.8870074	0.8088253	0.927458	0.89646375	0.82798797	0.8440956	0.8934708	0.80615854	0.77825844	0.7294619	0.92050505	0.83010244	0.906624	0.81160796	0.88897145	0.914347	0.8836048	0.9261989	0.8497439	0.84714365	0.868085	0.835577	0.92866975	0.8888258	0.8534946	0.87115014	0.886904	0.8481573	0.87159586	0.74682295	0.8404441	0.8689649	0.8447504	0.86278516	0.8768945	0.8951521	0.89798266	0.745067	0.85089254	0.82624894	0.9142109	0.8651833	0.8598948	0.78420925	0.95315266	0.8832664	0.846787	0.8815778	0.84806514	0.8984991	0.91959256	0.8872472	0.86959493	0.88461715	0.85518074	0.91498953	0.91644514	0.88808024	0.8406534	0.8829645	0.87618047	0.83361316	0.9041721	0.84980035	0.9184121	0.8910815	0.83305204	0.86790526	0.8523991	0.8729303	0.9251476	0.8946689	0.8254068	0.8442371	0.8699209	0.8107236	0.91805506	0.8994508	0.8786756	0.93042624
aanpak/noun	0.802171	0.781495	0.8123366	0.8022872	0.9003672	0.7964028	0.8531803	0.897452	0.888045	0.88886356	0.88689566	0.0	0.8564671	0.85707426	0.8027585	0.7274809	0.82521963	0.75571704	0.89161104	0.87703574	0.915997	0.88963693	0.8116573	0.84478366	0.8867989	0.7313098	0.86945546	0.8101124	0.86264527	0.75874025	0.9016722	0.9125194	0.78439605	0.62170625	0.9415363	0.9047351	0.84677196	0.88843584	0.82107425	0.8990713	0.8451395	0.8061109	0.87504095	0.70967835	0.80098146	0.87182534	0.87101465	0.8386135	0.78708166	0.77760255	0.9291697	0.86086017	0.81759876	0.85183126	0.899384	0.94189215	0.7792207	0.8931341	0.89982057	0.83320975	0.7922993	0.87308997	0.8798911	0.8341179	0.8605251	0.6848686	0.8251331	0.84657425	0.8316575	0.67190385	0.78591293	0.84101117	0.91913897	0.7363173	0.8771297	0.7615044	0.765165	0.8526916	0.9588522	0.91053545	0.8935342	0.8432528	0.8387334	0.83502734	0.8706106	0.95920414	0.88191706	0.8228992	0.85394794	0.8336297	0.781291	0.87615126	0.65446514	0.9163463	0.8539974	0.78135514	0.7936715	0.9530848	0.91509056	0.9012449	0.6875623	0.6561143	0.7573749	0.81135386	0.5653517	0.78686446	0.8978563	0.95726806	0.9118753	0.8630682	0.7215731	0.772306	0.8311757	0.7771826	0.8072208	0.7713645	0.75836706	0.92375183	0.89891905	0.8624253	0.9018126	0.91741806	0.92230046	0.8178743	0.72708344	0.79748887	0.8717694	0.9330414	0.88574994	0.7958744	0.8471412	0.84735626	0.8285854	0.7988884	0.8870469	0.8105471	0.8745274	0.8921161	0.7933117	0.83669317	0.8637722	0.80395937	0.81702423	0.8979976	0.8876282	0.8375151	0.8394169	0.78672606	0.8892356	0.9036459	0.83616865	0.91012865	0.8422229	0.8632882	0.8891899	0.84222734	0.76557684	0.8915061	0.8246434	0.8582848	0.89087933	0.85741246	0.88759863	0.91475093	0.8179432	0.8631045	0.86624897	0.9012603	0.8860491	0.9261841	0.89828336	0.74410474	0.79575	0.8738828	0.83000416	0.8780085	0.8902874	0.86081314	0.9364668	0.8552662	0.89553297	0.87812614	0.82449186	0.89265984	0.85466886
vooruit/adj	0.8511936	0.89720726	0.89480627	0.8410793	0.89148915	0.8766726	0.84408385	0.8549021	0.89270866	0.8198855	0.81469643	0.8564671	0.0	0.89277506	0.83013684	0.8387239	0.836623	0.8992808	0.9017639	0.8407862	0.8425076	0.87939763	0.8429761	0.88922966	0.83839226	0.8521094	0.90761834	0.81865835	0.89862955	0.8046028	0.87487537	0.8920605	0.8945677	0.87146497	0.8982183	0.8320227	0.8185546	0.8700484	0.8656224	0.88606477	0.90488154	0.87531364	0.87759393	0.8703381	0.85419047	0.8035124	0.8742193	0.85474735	0.81470406	0.8514838	0.8278081	0.8404945	0.8452264	0.8495669	0.9045648	0.87417126	0.82784873	0.8576984	0.87695026	0.856781	0.8628644	0.84756184	0.8983417	0.91705704	0.82647914	0.83969533	0.89309895	0.8412386	0.84360266	0.82103574	0.88498235	0.87478375	0.8917234	0.85715497	0.8431306	0.89343655	0.8641877	0.8569492	0.84142387	0.86646664	0.86413735	0.8762069	0.86265165	0.90519893	0.84711033	0.88644373	0.87396276	0.8364901	0.81951046	0.8334158	0.83510196	0.84506243	0.89014786	0.88637143	0.8270221	0.9062923	0.8030075	0.897259	0.8137422	0.8756839	0.8285566	0.89195347	0.8949699	0.89262784	0.88709486	0.89259297	0.84994066	0.9160994	0.9095675	0.82946074	0.873408	0.9076727	0.8093814	0.78045654	0.72236985	0.89048225	0.82724005	0.90803087	0.8642608	0.8634586	0.91591245	0.8496645	0.89070195	0.84006304	0.8375943	0.84323835	0.8915481	0.8691444	0.87762433	0.8585435	0.87721634	0.8792819	0.81578755	0.8443045	0.48463738	0.8545253	0.9244476	0.89013606	0.8642276	0.84338665	0.9042759	0.86962616	0.83905375	0.84424424	0.8383657	0.81944907	0.8276744	0.8770643	0.82527983	0.9157097	0.8685703	0.8509244	0.83490545	0.8569758	0.86253464	0.9142189	0.8331667	0.86439216	0.8826066	0.8363481	0.82820356	0.9222572	0.86156034	0.8797975	0.827649	0.8982565	0.87174946	0.8397831	0.8610764	0.9084565	0.8470864	0.81781995	0.89343077	0.81716144	0.8961114	0.89729697	0.9060839	0.8960227	0.84106535	0.8649844	0.86013216	0.91281235	0.8781618	0.87709403	0.9249129
Amerikaan/noun	0.7029646	0.83981466	0.7712817	0.90160364	0.72873485	0.82093865	0.8759944	0.84950984	0.8779704	0.88073826	0.9096338	0.85707426	0.89277506	0.0	0.8591763	0.8342842	0.79493624	0.73193544	0.83181626	0.9108154	0.9123707	0.9213931	0.81077456	0.9201036	0.87082756	0.91000986	0.63625467	0.84790397	0.84719306	0.83121234	0.9230396	0.71189725	0.85098034	0.8898485	0.7859939	0.88416886	0.80402243	0.8611338	0.893661	0.92537594	0.78138286	0.9033788	0.80322725	0.9182822	0.86945975	0.8382368	0.87465775	0.8196577	0.80622035	0.88255113	0.9122535	0.8424134	0.84279406	0.8105347	0.8886825	0.9314969	0.7441534	0.7761784	0.80599076	0.79562503	0.8403836	0.77144396	0.8984653	0.92089224	0.88715243	0.84225416	0.8572556	0.86650205	0.8404108	0.88051444	0.9044274	0.8961312	0.92647564	0.87920773	0.775089	0.8693116	0.91373795	0.8712489	0.7572516	0.82957584	0.7421846	0.8888868	0.7723531	0.8715201	0.894764	0.88886344	0.91951513	0.84971225	0.82387304	0.8284348	0.84010243	0.91270816	0.8398266	0.7376532	0.8265653	0.8945168	0.84711415	0.8999357	0.8943144	0.7280773	0.8160283	0.87730706	0.74973166	0.83105814	0.88191116	0.8508446	0.84301	0.9360692	0.747211	0.79187125	0.8980569	0.6810416	0.8358682	0.87417597	0.9253174	0.8476318	0.8568852	0.7937274	0.87855357	0.81928414	0.9086682	0.91462356	0.79877794	0.7590355	0.89045256	0.890731	0.88549745	0.75184536	0.83294415	0.88330376	0.6965043	0.8386699	0.8746338	0.8368885	0.8979812	0.8430807	0.88351566	0.8464811	0.8327586	0.8461553	0.84387386	0.91876453	0.82623976	0.880413	0.8641532	0.84617823	0.87661266	0.82549	0.8942345	0.95366836	0.9296533	0.88334864	0.88965636	0.9273408	0.8836091	0.80597025	0.9098751	0.8633629	0.9097315	0.88302535	0.8097038	0.767042	0.87350094	0.8143526	0.91393876	0.7370144	0.8217932	0.8440425	0.88093877	0.87618726	0.8992755	0.8377662	0.91680145	0.87274814	0.91835785	0.64444447	0.9136427	0.82082254	0.85662055	0.7666248	0.895391	0.8800528	0.87933695	0.82348555	0.6611047
wel/adv	0.9340535	0.918618	0.8450531	0.82104874	0.92785	0.63403296	0.90930533	0.72109586	0.8434665	0.51017857	0.8566647	0.8027585	0.83013684	0.8591763	0.0	0.9076117	0.8498549	0.9487307	0.928379	0.871959	0.6982981	0.9184281	0.8189615	0.8935603	0.571007	0.829629	0.9343227	0.5529016	0.9160905	0.4712733	0.8774837	0.93350065	0.901536	0.8296055	0.9459731	0.755042	0.66305923	0.6843839	0.87053865	0.903124	0.8259715	0.853678	0.85988456	0.91228354	0.8889551	0.7532512	0.6845428	0.7847012	0.8047766	0.7504321	0.73253465	0.6071764	0.68372667	0.8756096	0.91287625	0.8780585	0.6600627	0.919145	0.8053869	0.7241577	0.6231289	0.78218853	0.8776531	0.93725675	0.67887396	0.7582018	0.94125265	0.7883979	0.8874437	0.8596045	0.8324512	0.8569864	0.85894704	0.8352309	0.5975288	0.91532254	0.9042062	0.86727655	0.9582144	0.8570049	0.9079405	0.83606565	0.84093857	0.87544954	0.56845856	0.8997845	0.9004705	0.6474982	0.87339413	0.47890973	0.6439147	0.83583564	0.8209148	0.88866746	0.7859314	0.9072253	0.7292192	0.8927994	0.6904428	0.89528114	0.67087126	0.747033	0.8980344	0.82069856	0.8395345	0.89412653	0.6673094	0.9265659	0.9097276	0.71467984	0.92461556	0.92534906	0.35992974	0.537879	0.8635459	0.8468197	0.5589519	0.9276095	0.7238863	0.8715297	0.87569225	0.67246145	0.8883166	0.7083994	0.8107858	0.7822464	0.9193349	0.91467285	0.8848068	0.80833864	0.7122314	0.82738304	0.43795413	0.8976972	0.8345565	0.5765893	0.88827837	0.8585026	0.81668687	0.83141196	0.88231623	0.86731386	0.75392073	0.90116113	0.6261928	0.8544638	0.5319405	0.88991624	0.64511156	0.95397145	0.83459574	0.6562169	0.8412422	0.8645048	0.88448775	0.90345657	0.83122003	0.71090925	0.8602455	0.5128788	0.90760595	0.93428946	0.87589663	0.91075516	0.8737505	0.89422864	0.70763326	0.74805367	0.87011516	0.88329625	0.6319163	0.6595514	0.8598728	0.72348386	0.92031324	0.9180775	0.9226785	0.84499156	0.92723995	0.87378347	0.92429405	0.9270946	0.858202	0.8928457	0.9568171
ondersteun/verb	0.43807936	0.79074347	0.81657743	0.8514285	0.85093343	0.8017283	0.8580948	0.8768937	0.8233397	0.9440583	0.8416188	0.7274809	0.8387239	0.8342842	0.9076117	0.0	0.7370097	0.8233594	0.7770398	0.86027765	0.92408556	0.89473474	0.77121145	0.7172425	0.9070115	0.7924644	0.82917523	0.8434424	0.7880409	0.7675106	0.8815394	0.82449305	0.8125887	0.76680374	0.8887104	0.9155463	0.86553437	0.87033844	0.7388625	0.89559364	0.79341525	0.76271147	0.84563553	0.65617025	0.75999326	0.8651854	0.92150104	0.8072089	0.7995702	0.79324985	0.92446536	0.9386296	0.8007703	0.8525266	0.8712502	0.918143	0.74068356	0.81413805	0.8908884	0.85229194	0.90281415	0.91868395	0.8700979	0.8148896	0.8514365	0.8464124	0.5554836	0.88191473	0.8512686	0.7215114	0.8352318	0.76898044	0.9123275	0.7939461	0.90232444	0.75729597	0.6334043	0.8566919	0.91394365	0.887885	0.8440147	0.8372962	0.8388733	0.7359077	0.9231337	0.8612418	0.89131844	0.821622	0.85809577	0.9150708	0.7875616	0.8717751	0.8027782	0.926938	0.8516277	0.8780672	0.7741664	0.93490344	0.93201506	0.8906791	0.73430514	0.82962644	0.6841876	0.82519174	0.7167959	0.8118659	0.8833604	0.96029925	0.80717623	0.8878294	0.7108557	0.7670342	0.9184837	0.8660143	0.82669556	0.81300807	0.8655448	0.86028314	0.91826457	0.853304	0.90135324	0.92616135	0.9090369	0.8099138	0.75155115	0.78918123	0.79959726	0.89514685	0.871214	0.75039464	0.8602536	0.81329846	0.9139278	0.74091995	0.84107244	0.9136487	0.86324364	0.83819586	0.77123094	0.76804376	0.83690715	0.82380927	0.72122717	0.85145444	0.9233024	0.80616003	0.8697828	0.7638438	0.9475326	0.74750316	0.7475984	0.9226984	0.81903476	0.84368354	0.8702567	0.83237857	0.7375754	0.91095495	0.75991786	0.91586	0.90418637	0.8573762	0.84022874	0.86438566	0.7570512	0.8106143	0.8035907	0.90377104	0.84935033	0.8744714	0.9451658	0.8572163	0.71548593	0.8919109	0.78056765	0.87008905	0.87886924	0.8602898	0.8840406	0.8095223	0.8780943	0.82699424	0.8543431	0.91247094	0.831684
tracht/verb	0.7500706	0.7373116	0.71581215	0.8100573	0.7468543	0.7917671	0.85217744	0.83167195	0.84833	0.84242165	0.82055163	0.82521963	0.836623	0.79493624	0.8498549	0.7370097	0.0	0.8099899	0.8314451	0.83472407	0.8483173	0.85011744	0.80989546	0.79333204	0.83829963	0.8205445	0.7966156	0.828611	0.86286813	0.8122808	0.84319246	0.76448596	0.7920605	0.78995454	0.8406116	0.77789176	0.7984875	0.8267631	0.82553184	0.8635512	0.8339677	0.81709564	0.8413254	0.7719451	0.78377986	0.7735611	0.8576596	0.26468515	0.71363974	0.77132124	0.8564898	0.86054933	0.78834796	0.78841996	0.88845277	0.84682477	0.7231922	0.84194905	0.7872289	0.81351733	0.83134925	0.84721243	0.884809	0.8968493	0.79650104	0.8009688	0.8236721	0.7441663	0.8533435	0.8020828	0.81377363	0.8534077	0.8772379	0.78340113	0.80837125	0.8104013	0.7997875	0.8388407	0.86734235	0.78039426	0.7941276	0.8488672	0.8057591	0.8171128	0.88852715	0.75424635	0.8548379	0.6246334	0.8048714	0.80277836	0.6815923	0.767618	0.71145606	0.79837525	0.8467945	0.86130273	0.79494894	0.88435	0.78457534	0.8168034	0.74496055	0.7010248	0.7711714	0.7399402	0.80335236	0.8261198	0.824656	0.8670844	0.7696791	0.742154	0.8430185	0.7823027	0.80660933	0.8171594	0.861915	0.79300094	0.79733086	0.8219197	0.83565784	0.8069718	0.87257946	0.857221	0.8385721	0.7272041	0.7316208	0.8111405	0.83587927	0.84526956	0.83785695	0.8342237	0.8014601	0.8155499	0.8316288	0.8412565	0.803471	0.8828121	0.8769356	0.86728406	0.7915871	0.80024654	0.86157376	0.8481213	0.64534795	0.7907891	0.84946233	0.79533243	0.83795565	0.83060265	0.81907237	0.8704108	0.80633366	0.7897181	0.79308516	0.8713528	0.86633074	0.8423107	0.77985704	0.870266	0.74622273	0.85189474	0.8329481	0.773023	0.82235384	0.8003151	0.7975965	0.81096286	0.7919692	0.87077355	0.8485906	0.853192	0.86994094	0.8091749	0.79685783	0.8401215	0.83415085	0.7968539	0.897073	0.7735983	0.8734338	0.76886123	0.88654083	0.87174475	0.8395786	0.8064208	0.8247941
strijd/noun	0.72594666	0.82319844	0.86478776	0.8971334	0.82087004	0.86732846	0.8245519	0.8992147	0.9288481	0.9345779	0.91318494	0.75571704	0.8992808	0.73193544	0.9487307	0.8233594	0.8099899	0.0	0.8584185	0.8956027	0.9341496	0.891994	0.87736714	0.91049254	0.93925875	0.86649036	0.7973167	0.92401135	0.9141967	0.9045393	0.920826	0.82929945	0.75267446	0.86651415	0.9166265	0.94808656	0.8685477	0.93972707	0.9164692	0.9193362	0.9201084	0.91743004	0.91728455	0.84912175	0.84990275	0.87866473	0.9382797	0.8501047	0.80931175	0.9077138	0.91880375	0.9323488	0.87661976	0.79078114	0.9045595	0.9537288	0.8017014	0.8777847	0.86845046	0.9406	0.91474175	0.90862155	0.93263227	0.89674824	0.93332064	0.8960552	0.84987557	0.9094536	0.9209956	0.8228819	0.852698	0.8984917	0.96556854	0.8654114	0.9247538	0.84692883	0.88724804	0.86814487	0.935698	0.90534586	0.7857026	0.8964384	0.910978	0.9299272	0.95326847	0.92157704	0.9038306	0.8920156	0.8377131	0.9208222	0.87825805	0.91114837	0.8417339	0.89546496	0.90456903	0.8919504	0.87685996	0.94249916	0.9085299	0.8867781	0.8690058	0.89951295	0.75448895	0.7993533	0.85364926	0.879606	0.92339766	0.9302301	0.87539476	0.8889892	0.88567907	0.6032268	0.914273	0.88756	0.8543015	0.8894002	0.8746743	0.8974599	0.93134874	0.8335325	0.94018906	0.92861944	0.928119	0.8432836	0.87396693	0.9075774	0.89157844	0.92567885	0.914325	0.8949284	0.89172757	0.9397653	0.9358592	0.88897675	0.8976045	0.9303522	0.9427859	0.9313379	0.91157556	0.8964776	0.9013846	0.88842386	0.87508273	0.87812555	0.92838496	0.9014926	0.91050583	0.8758536	0.9195817	0.93576586	0.94574356	0.9437615	0.9245852	0.9057648	0.904143	0.90398884	0.91824716	0.8400845	0.8843243	0.9295882	0.8031938	0.8406859	0.8827717	0.8899797	0.8890634	0.86906767	0.9215102	0.94381416	0.9022265	0.92793244	0.95120895	0.8978547	0.9124817	0.8924706	0.92201895	0.81917834	0.9055576	0.89136666	0.8191291	0.8120353	0.9180667	0.88155	0.87632155	0.9273653	0.78951186
getroffen/adj	0.792022	0.80737674	0.7956982	0.878394	0.77528155	0.8515139	0.9342856	0.8948615	0.8425425	0.92083204	0.8695116	0.89161104	0.9017639	0.83181626	0.928379	0.7770398	0.8314451	0.8584185	0.0	0.8767781	0.90915304	0.84712553	0.86698896	0.7267712	0.93020576	0.85253304	0.8686795	0.9052733	0.7917054	0.8560411	0.8900516	0.6666623	0.88182265	0.8948676	0.8253748	0.91042495	0.8695766	0.94224113	0.9168259	0.8864398	0.80373394	0.85963863	0.80945975	0.7895383	0.7950479	0.86434484	0.9406965	0.84322166	0.7985499	0.9030803	0.90778923	0.92389405	0.86199623	0.8021995	0.82258487	0.86865896	0.81207293	0.6331439	0.9027494	0.91306	0.93205774	0.8909982	0.8651655	0.7902514	0.917015	0.89831257	0.7911539	0.87860763	0.8876866	0.8743533	0.9061221	0.79281163	0.9265645	0.85694873	0.8978993	0.81625164	0.8292278	0.87125486	0.8857912	0.73712504	0.82161343	0.8364193	0.7309141	0.7874931	0.9450527	0.8289534	0.89139706	0.85958743	0.8901337	0.92518026	0.84348464	0.9190522	0.88671553	0.8590028	0.880492	0.88944453	0.8710176	0.87528616	0.90538603	0.8417828	0.7949215	0.9004728	0.7488389	0.9180426	0.81777453	0.779564	0.9095293	0.9537033	0.6962056	0.8585451	0.8067037	0.8182412	0.93244904	0.9144986	0.93393075	0.91455317	0.87507844	0.73919153	0.9133023	0.85872126	0.9333731	0.9016843	0.87598825	0.8370899	0.8939636	0.87306327	0.74112	0.8791123	0.8281524	0.87406737	0.8045504	0.8037797	0.93647987	0.83393747	0.92060584	0.9295774	0.8655467	0.83580977	0.84779584	0.76875174	0.85635674	0.8878521	0.8309813	0.9028115	0.8543284	0.9035236	0.9111306	0.8566897	0.91614676	0.89362967	0.8744488	0.8625492	0.9148655	0.893556	0.8860956	0.8185169	0.91327214	0.9211465	0.831497	0.9252046	0.93093866	0.67410946	0.890234	0.7244466	0.8860382	0.66323006	0.8516575	0.9205094	0.8392281	0.894479	0.9519558	0.870739	0.8988613	0.88970965	0.82709503	0.8050722	0.90053666	0.81225294	0.8144474	0.7863095	0.8821234	0.86668	0.80328107	0.8251401	0.8528665
zeep/noun	0.9044113	0.81984663	0.8287534	0.7859895	0.8765358	0.8162661	0.915367	0.8174577	0.8049631	0.8155863	0.8996929	0.87703574	0.8407862	0.9108154	0.871959	0.86027765	0.83472407	0.8956027	0.8767781	0.0	0.8059143	0.8710648	0.84220755	0.85273874	0.82659656	0.887036	0.92293376	0.82519656	0.9014311	0.82495284	0.8625528	0.81246614	0.8785671	0.8503959	0.91760516	0.8271104	0.79506254	0.88448393	0.8430729	0.9271724	0.88192296	0.803737	0.8539161	0.8958159	0.80592436	0.8048407	0.88542736	0.8160482	0.7993437	0.8238342	0.83133113	0.86806613	0.77273524	0.8281668	0.8873662	0.807428	0.8612571	0.8483923	0.83482736	0.8537928	0.83321345	0.8411309	0.7135226	0.9016959	0.8419552	0.84786046	0.87057453	0.85349315	0.8044476	0.84327173	0.8803066	0.8316412	0.8628112	0.8319409	0.8075057	0.8806056	0.8589387	0.8737914	0.9146647	0.87311393	0.8911895	0.8887634	0.835321	0.9054893	0.84835684	0.8409353	0.8456677	0.8010888	0.81112766	0.84548116	0.83488846	0.8740205	0.835525	0.8629849	0.80755323	0.92206955	0.8659119	0.8658074	0.80714893	0.8573393	0.7952006	0.82393175	0.8757915	0.88808894	0.88530934	0.85683995	0.8431615	0.9560043	0.8615438	0.82207716	0.88280493	0.9142779	0.83723354	0.80029327	0.9189759	0.85378885	0.7658464	0.8952547	0.83362085	0.8655726	0.89889956	0.82125896	0.85380983	0.86839014	0.82848376	0.7256499	0.87667274	0.8709856	0.82290673	0.82649136	0.8262868	0.7990111	0.8606976	0.8515405	0.8361862	0.87210137	0.9087395	0.89588	0.83633506	0.82810146	0.88907224	0.8656222	0.86850786	0.90199286	0.77673227	0.9002667	0.78923154	0.903854	0.8188811	0.9128403	0.8509126	0.8373378	0.83331484	0.9140933	0.9283157	0.8609239	0.81871355	0.90367436	0.85736173	0.828285	0.8992269	0.8877594	0.923578	0.84442824	0.83306825	0.8097998	0.8315989	0.8408229	0.8870569	0.88452095	0.8632494	0.82904434	0.87043357	0.7749849	0.87817097	0.8831466	0.9188585	0.8932423	0.89926517	0.84774363	0.9086898	0.8758239	0.8284093	0.8733096	0.96208787
toe/adv	0.9625493	0.92474437	0.8552649	0.81919104	0.90584135	0.81136215	0.927237	0.7658452	0.8944823	0.62868106	0.8793037	0.915997	0.8425076	0.9123707	0.6982981	0.92408556	0.8483173	0.9341496	0.90915304	0.8059143	0.0	0.8823837	0.83574986	0.8625059	0.71849597	0.9138118	0.93196124	0.8236946	0.96473575	0.76671517	0.908986	0.87266594	0.9154247	0.9378424	0.92304516	0.7450727	0.66701305	0.8658568	0.87773085	0.91965747	0.87389535	0.8732272	0.858566	0.9470389	0.85896826	0.7953404	0.85790265	0.8057828	0.82700783	0.87591136	0.2569763	0.7618685	0.7751013	0.8247052	0.92818683	0.8282919	0.84083426	0.88305664	0.84888417	0.7980617	0.77191556	0.77081066	0.8053807	0.96058583	0.84607387	0.89141136	0.9663493	0.82071054	0.8906425	0.8932994	0.91801935	0.88881916	0.8272251	0.8849253	0.64926565	0.95260596	0.85993636	0.86608315	0.9269312	0.8048228	0.9004204	0.9353704	0.8438555	0.9440984	0.842871	0.90000015	0.8554443	0.7490175	0.84476537	0.81806105	0.8167085	0.8525901	0.86235154	0.82234335	0.8255975	0.9448263	0.8570551	0.8767704	0.6482191	0.8500398	0.8156514	0.8594408	0.92743015	0.91034305	0.937937	0.90516853	0.7048532	0.95007616	0.87005126	0.7684551	0.9613417	0.9296348	0.6829282	0.79062814	0.9282185	0.8866063	0.4924258	0.9064075	0.8166858	0.8795733	0.8990346	0.19562411	0.81955534	0.84989196	0.8654845	0.83094364	0.8725229	0.8906384	0.86375827	0.90498674	0.80034983	0.8780245	0.7175118	0.9292358	0.80427665	0.7934	0.9198582	0.92334706	0.8583433	0.86936927	0.94541025	0.9088539	0.8485762	0.91930455	0.738347	0.9562029	0.7526481	0.9294141	0.5666587	0.96376526	0.9264982	0.78196687	0.86447924	0.93804747	0.91833234	0.9376435	0.84218657	0.9065371	0.90614957	0.7626131	0.9412537	0.9183218	0.9555245	0.88057464	0.89970493	0.88425684	0.817499	0.8005104	0.87677205	0.89463484	0.82298213	0.76149195	0.8963506	0.73629755	0.9263356	0.9211545	0.93740547	0.83932996	0.8972805	0.8219896	0.9322405	0.94254243	0.83499795	0.8270567	0.95462984
