	steun/verb	spoor_op/verb	word/verb	dosis/noun	bevrijd/verb	alleen/adj	carrière/noun	mag/verb	geld/noun	dan/adv	ver/adj	aanpak/noun	vooruit/adj	Amerikaan/noun	wel/adv	ondersteun/verb	tracht/verb	strijd/noun	getroffen/adj	zeep/noun	toe/adv	weg/noun	professional/noun	vang_op/verb	maar/adv	probleem/noun	Republikeins/adj	trouwens/adv	werknemer/noun	ook/adv	op/adj	duizenden/noun	proces/noun	systeem/noun	weduwe/noun	boel/noun	zelfs/adv	begrijp/verb	vertaal/verb	lamentabele/adj	ouder/noun	passend/adj	kind/noun	sociaal/adj	weer/verb	ginds/adj	niets/noun	probeer/verb	zogezegd/adj	juist/adj	en/adv	er/noun	alleen/adv	bedwing/verb	baan/noun	fiets/noun	zal/verb	arm/adj	god/noun	lezer/noun	zo/adv	jongen/noun	maaltijd/noun	bouw/noun	goed/adj	mentaliteit/noun	financier/verb	snel/adj	designer/noun	opbouw/noun	zaak/noun	extra/adj	gedicht_DIM/noun	imago/noun	iemand/noun	veiligheid/noun	zet_op/verb	treed_in/verb	broer/noun	buur/noun	vaderland/noun	job/noun	vakantieganger/noun	gemeente_bestuur/noun	het/noun	red/verb	gang/noun	kan/verb	zadel/noun	niet/adv	moet/verb	vlot/adj	wijze/noun	man/noun	want/noun	straf/noun	alvast/adv	valk/noun	weer/adv	vrouw/noun	bovendien/adv	manier/noun	humanitair/adj	wil/noun	maatregel/noun	drugsverslaafd/adj	graag/adj	1-1_gelijkspel/noun	familie_lid/noun	ons/noun	gezondheidszorg/noun	verzet/noun	toch/adv	dus/adv	stap/noun	taal/noun	soms/adv	familie/noun	meer/adv	wereld/noun	overkill/noun	af/adv	meisje/noun	heb/verb	creativiteit/noun	gezond/adj	tijdelijk/adj	vader/noun	bruid/noun	nodig/adj	mens/noun	klant/noun	misschien/adv	specialist/noun	vooruit/adv	daar/noun	oog_arts/noun	huis_bezitter/noun	therapeut/noun	ander/adj	verblijfsvergunning/noun	werk/noun	wil/verb	kloof/noun	hier/adv	meen/verb	natuurlijk/adj	partner/noun	even/adj	organiseer/verb	vul_in/verb	gelukkig/adj	uitstekend/adj	tussenstap/noun	amateur_club/noun	persoon/noun	leer_aan/verb	zeker/adj	zoek/verb	allemaal/adv	overwinning/noun	slachtoffer/noun	club/noun	gestrand/adj	bouw_op/verb	boer/noun	zelf/adv	meneer/noun	taal_grens/noun	verstoot/verb	niks/noun	veel/adj	structureer/verb	om/adj	tekort/noun	jood/noun	bestuur_crisis/noun	onmiddellijk/adj	weg/adj	handjevol/noun	index/noun	droog_leg/verb	kom_voor/verb	chauffeur/noun	president/noun
uitstekend/adj	0.9114528	0.9126632	0.87820816	0.84757674	0.9235157	0.81483114	0.78581786	0.85053325	0.9176098	0.8773936	0.8815778	0.8422229	0.83490545	0.88965636	0.8412422	0.81903476	0.79308516	0.9245852	0.9148655	0.83331484	0.86447924	0.9262927	0.7764397	0.8767262	0.89526004	0.8764289	0.90326685	0.7648192	0.90931183	0.77344894	0.8847425	0.9283067	0.904586	0.8473631	0.90074813	0.89505774	0.8540699	0.90237814	0.793382	0.77978283	0.894148	0.7408818	0.894862	0.84453946	0.83569056	0.78903776	0.9090987	0.8550131	0.8511975	0.7738637	0.90161484	0.9003578	0.79756135	0.88148	0.9169436	0.8794284	0.86184794	0.929215	0.9030609	0.8615333	0.8801729	0.88083625	0.8111301	0.917503	0.4271047	0.73970103	0.89368	0.8335125	0.83481216	0.7562824	0.9124576	0.8366275	0.8978874	0.8477202	0.8867427	0.87927103	0.84798443	0.89391446	0.881197	0.86478037	0.87835294	0.8690856	0.8598324	0.8778444	0.88205415	0.837724	0.90349907	0.7860591	0.87393296	0.82210493	0.8225711	0.6589036	0.8404465	0.92724675	0.8117924	0.92996573	0.75168896	0.93037033	0.8522675	0.8969134	0.71491337	0.8536277	0.88678926	0.8782394	0.91947144	0.8828678	0.8169799	0.86281246	0.90711886	0.82854474	0.8792028	0.91085494	0.82163525	0.8387493	0.9184597	0.8375459	0.820052	0.89912313	0.87002957	0.9077983	0.9183589	0.868539	0.9265547	0.8101462	0.76051927	0.77923054	0.8741275	0.9133409	0.87329924	0.8310097	0.8986531	0.8696518	0.86225647	0.84452766	0.8402677	0.88629055	0.92652166	0.91213685	0.8321568	0.83006	0.9024725	0.8169523	0.87752116	0.872347	0.82418275	0.8817444	0.83121896	0.8776771	0.85407245	0.90569615	0.8774637	0.777415	0.0	0.9044013	0.86785805	0.91875654	0.8149998	0.84867835	0.8370543	0.8557464	0.77860683	0.9403404	0.8092164	0.8822513	0.7994081	0.9212167	0.8111691	0.88684225	0.88144326	0.9394933	0.87978405	0.8030165	0.8118063	0.8602383	0.8836895	0.9333166	0.9182122	0.8918009	0.8874847	0.84407103	0.89492345	0.94231355	0.8961513	0.9214863	0.94499177
tussenstap/noun	0.88459677	0.9022721	0.84208333	0.88145185	0.93563247	0.846086	0.904508	0.8982204	0.89605933	0.86276406	0.84806514	0.8632882	0.8569758	0.9273408	0.8645048	0.84368354	0.8713528	0.9057648	0.893556	0.9140933	0.93804747	0.8711317	0.84827083	0.90277344	0.8748982	0.86813855	0.92938304	0.8473016	0.8506999	0.8281307	0.88193893	0.889801	0.85321325	0.7852355	0.9443709	0.90882015	0.857535	0.90073144	0.87355894	0.9280618	0.9243727	0.83903104	0.91423106	0.8308008	0.875122	0.85714525	0.92958117	0.9077666	0.86521155	0.8641079	0.94088066	0.92282426	0.8654249	0.9039704	0.8606632	0.8813067	0.78440154	0.9183976	0.918603	0.88103956	0.8937019	0.9289135	0.8933424	0.87194574	0.8782927	0.9115008	0.87213826	0.86370367	0.8937048	0.86266845	0.87279505	0.8713052	0.9141762	0.91624236	0.89303434	0.89821196	0.8615502	0.8547659	0.9587781	0.9154084	0.88586223	0.85687447	0.84112585	0.8491236	0.86953866	0.9160317	0.92173195	0.8456527	0.91883576	0.8753334	0.8397426	0.8887826	0.90326333	0.9450646	0.8833546	0.8772594	0.8433399	0.9419533	0.8836518	0.92688924	0.8009502	0.87878305	0.88702345	0.9089863	0.78277826	0.8863855	0.90930057	0.90158516	0.9114769	0.88787115	0.8672584	0.8888433	0.8624433	0.82606316	0.7531514	0.8834719	0.8849405	0.9277693	0.91552657	0.90313303	0.92122483	0.9304809	0.938317	0.9039993	0.8761964	0.90578794	0.7937175	0.95546067	0.8876979	0.8444426	0.8762369	0.87844175	0.85857254	0.8514775	0.8888679	0.9265783	0.8831812	0.8618612	0.8425987	0.87625325	0.8582115	0.87003106	0.8440492	0.8985454	0.88764423	0.89125395	0.8737989	0.847547	0.90108997	0.9099834	0.8629905	0.92175126	0.9044013	0.0	0.87962943	0.8850912	0.871637	0.87052333	0.86684114	0.88883156	0.87940454	0.93505794	0.853033	0.88747346	0.8862673	0.8988264	0.88755983	0.9276305	0.90819556	0.9246832	0.9198464	0.8534804	0.8884659	0.8922983	0.88872087	0.91759574	0.9072894	0.89310217	0.8465601	0.8913999	0.91485596	0.9074025	0.8830085	0.90821713	0.91957414
amateur_club/noun	0.91860276	0.9285122	0.8679354	0.9104183	0.927077	0.87441504	0.88304	0.84699327	0.8946962	0.8711581	0.8984991	0.8891899	0.86253464	0.8836091	0.88448775	0.8702567	0.86633074	0.904143	0.8860956	0.9283157	0.91833234	0.906836	0.80204684	0.9093014	0.8872055	0.8977289	0.8917407	0.8539715	0.8443102	0.8437698	0.92659926	0.90254474	0.91593766	0.85783327	0.9048624	0.895298	0.87724113	0.9192269	0.9198327	0.895557	0.8646167	0.8793553	0.88021034	0.87873733	0.8809662	0.84692454	0.9246468	0.89403063	0.860196	0.9043285	0.9235203	0.91639405	0.8699086	0.9058279	0.87432593	0.9199913	0.8586844	0.8875926	0.91956156	0.88389564	0.86511266	0.8257678	0.89598626	0.9062566	0.8654123	0.83666664	0.9028216	0.89813316	0.8804909	0.8709445	0.89741474	0.885985	0.90197754	0.9177759	0.86414164	0.9238522	0.8799692	0.8761565	0.91114044	0.85187256	0.8951812	0.8707972	0.8492876	0.8529857	0.89897484	0.91429496	0.9284523	0.8401625	0.905356	0.8844214	0.8618816	0.87638056	0.8878671	0.8847957	0.8733282	0.89973676	0.863912	0.94415146	0.8608719	0.8626765	0.82827145	0.8719527	0.9033745	0.9084637	0.879134	0.8486688	0.8473884	0.8765936	0.88734996	0.84434515	0.87301475	0.9005777	0.86014307	0.8492298	0.8843175	0.8875726	0.8776849	0.89783525	0.90191704	0.9139102	0.9145134	0.90530187	0.86466795	0.84307134	0.88821363	0.8971464	0.84527147	0.9128677	0.8665527	0.90295607	0.8403465	0.86321557	0.88220966	0.86487436	0.8877536	0.90203553	0.8778724	0.85168767	0.86413485	0.8702071	0.89437217	0.9020426	0.8463886	0.8975621	0.86871225	0.89947563	0.8654834	0.8756715	0.8946232	0.87649786	0.88247967	0.89179945	0.86785805	0.87962943	0.0	0.8702717	0.89308065	0.8863238	0.9101557	0.85102403	0.83250284	0.91128343	0.5736443	0.8933121	0.8975538	0.8471315	0.8810562	0.8961285	0.88724864	0.9179952	0.9106222	0.8630311	0.88555086	0.8886896	0.91419643	0.8873548	0.8844621	0.8887034	0.89728457	0.848513	0.90168417	0.93620366	0.9078446	0.899663	0.9370275
persoon/noun	0.90407616	0.768022	0.6900027	0.79588556	0.8513459	0.8063098	0.92616874	0.8233097	0.86122525	0.9211376	0.91959256	0.84222734	0.9142189	0.80597025	0.90345657	0.83237857	0.8423107	0.90398884	0.8185169	0.8609239	0.9376435	0.88923335	0.800133	0.8002238	0.8673657	0.8626542	0.896752	0.86164564	0.6170077	0.8339014	0.91026646	0.7645869	0.846592	0.8279826	0.82700086	0.9176892	0.86360836	0.92649096	0.8919015	0.9095892	0.785202	0.8469858	0.6303348	0.8177035	0.8734013	0.8645526	0.9311032	0.85881776	0.7803069	0.83293784	0.940568	0.9330782	0.8636726	0.91663384	0.7461356	0.82077616	0.80728096	0.8698765	0.86258996	0.8189292	0.89489394	0.7301078	0.7579502	0.8732977	0.9182996	0.86159337	0.871844	0.8919134	0.85396564	0.8793091	0.8446637	0.7172203	0.89752805	0.88811547	0.74680376	0.86058635	0.9008502	0.87368196	0.841627	0.8537458	0.8814217	0.7508573	0.7228799	0.84766054	0.9294551	0.9282899	0.9051881	0.81146324	0.8876897	0.8770824	0.8247428	0.91653186	0.80625784	0.5614561	0.88526726	0.7961178	0.89223254	0.8841958	0.9247726	0.6747444	0.7856029	0.8129393	0.8285814	0.86821544	0.8625832	0.7286395	0.9141537	0.9648678	0.665413	0.82610947	0.8399857	0.89988303	0.90839	0.85180664	0.91986823	0.83728755	0.8480965	0.82005686	0.88616365	0.8941138	0.92656094	0.9331971	0.718874	0.83177304	0.8690392	0.8650429	0.79803675	0.8563144	0.83975494	0.8118118	0.5098429	0.740988	0.9191927	0.7978527	0.9125347	0.9297303	0.82038677	0.82819307	0.7829778	0.7965558	0.77882934	0.8719788	0.86978704	0.9166255	0.8924753	0.9248725	0.89410985	0.8049327	0.9287841	0.9145012	0.8030696	0.89914626	0.91875654	0.8850912	0.8702717	0.0	0.8494625	0.83846265	0.8521459	0.900535	0.91103756	0.66257	0.859624	0.808079	0.8868699	0.78730327	0.8536838	0.8980284	0.87655145	0.8725421	0.9471408	0.86761343	0.8825289	0.8802944	0.8341961	0.7772943	0.9239069	0.8165039	0.9439475	0.84495664	0.87871933	0.9086008	0.8262828	0.649526	0.9212549
leer_aan/verb	0.87993383	0.8090043	0.8424946	0.7846437	0.8460225	0.77845556	0.88859785	0.81831014	0.8835144	0.82803845	0.8872472	0.76557684	0.8331667	0.9098751	0.83122003	0.7375754	0.77985704	0.91824716	0.91327214	0.81871355	0.84218657	0.89890456	0.75357974	0.7737652	0.828036	0.8316986	0.9293203	0.7905048	0.8741963	0.7670884	0.8881371	0.8716546	0.84621406	0.78034765	0.90706044	0.8741235	0.81808335	0.76614773	0.69425464	0.89311147	0.7656332	0.78640485	0.75964355	0.7903347	0.83436716	0.8185315	0.89552414	0.79421186	0.78689647	0.7530148	0.84856206	0.86898077	0.7817014	0.8253597	0.89347285	0.8426528	0.8206274	0.84959656	0.8514925	0.8156998	0.80092895	0.819426	0.7944627	0.9167521	0.78663224	0.7196392	0.86604416	0.8482097	0.8327137	0.7986124	0.84914654	0.8375065	0.8300992	0.8350457	0.7865027	0.8365395	0.8068966	0.86956	0.9190597	0.8694545	0.87832266	0.8300663	0.83431244	0.88632673	0.8306848	0.85662585	0.89483434	0.7303381	0.85969955	0.8231917	0.77847546	0.83276874	0.795217	0.8841673	0.8221954	0.8968112	0.8458317	0.878674	0.853026	0.85688645	0.77068317	0.72617435	0.866874	0.84109867	0.8432288	0.857392	0.8083396	0.94771385	0.8674194	0.8366239	0.828403	0.91337156	0.8152466	0.7789027	0.90601975	0.66365474	0.7126467	0.8973514	0.8655827	0.85160846	0.92165047	0.84009695	0.84256494	0.83470786	0.7099966	0.7432835	0.89445263	0.8867383	0.87648296	0.7888315	0.7779528	0.8462086	0.81129247	0.8084345	0.8415008	0.86846846	0.87508845	0.91220886	0.73624504	0.7786766	0.87676436	0.8305739	0.8268765	0.88319474	0.8158484	0.8672285	0.76220155	0.86326396	0.8403983	0.84093416	0.7370461	0.84316176	0.8149998	0.871637	0.89308065	0.8494625	0.0	0.87538993	0.80858606	0.8201823	0.9102592	0.90374804	0.89846367	0.89568347	0.80711615	0.86113465	0.8293072	0.85816884	0.84823495	0.86561286	0.87838674	0.7411413	0.7616162	0.8278874	0.86523235	0.8747073	0.9470513	0.9068659	0.92171806	0.8297029	0.9047941	0.90743804	0.81909347	0.8847203	0.94193196
zeker/adj	0.9161805	0.92839885	0.8904894	0.8449725	0.91636825	0.7844068	0.8837188	0.80508304	0.8859327	0.75658333	0.86959493	0.8915061	0.86439216	0.8633629	0.71090925	0.91095495	0.870266	0.8400845	0.9211465	0.90367436	0.9065371	0.9337129	0.8808776	0.9345676	0.7687069	0.8899001	0.9209862	0.7310646	0.858382	0.7018816	0.9105966	0.86696243	0.88074905	0.8782085	0.94051695	0.8806531	0.7754775	0.8300499	0.89993244	0.9106903	0.9022354	0.8740553	0.87486434	0.895856	0.9276907	0.82245326	0.8109429	0.88456166	0.8444712	0.8105866	0.9228095	0.8323374	0.81922346	0.8667971	0.8320761	0.922446	0.7532941	0.9284746	0.8654715	0.85629904	0.8357147	0.8763231	0.9224888	0.939262	0.78555846	0.8440177	0.9447843	0.86237276	0.9101637	0.8536245	0.9135949	0.8363001	0.93118566	0.8787863	0.8176995	0.89775324	0.9531718	0.8620508	0.94220257	0.91428065	0.8789972	0.805807	0.86353076	0.936115	0.7979724	0.8986306	0.9360888	0.781904	0.8776089	0.73208153	0.82414377	0.86504734	0.8767373	0.8779056	0.8389224	0.9070558	0.7765217	0.9079836	0.82599914	0.89496756	0.7684027	0.8836103	0.8968095	0.851271	0.8825005	0.90301716	0.8214365	0.910504	0.88800585	0.81903535	0.92525345	0.9137326	0.67489594	0.6770388	0.8611842	0.9010978	0.7991966	0.93201435	0.7572121	0.9104011	0.88306826	0.90017676	0.8985015	0.7867683	0.8280526	0.8350374	0.90959394	0.92402387	0.9293972	0.82866395	0.77411354	0.8763399	0.66804755	0.9141016	0.86117226	0.8093103	0.92575276	0.8825077	0.89394695	0.8585119	0.9033034	0.88968	0.8223527	0.8923547	0.7887058	0.88946116	0.7100078	0.9328309	0.8423266	0.96550685	0.8709652	0.78557664	0.84867835	0.87052333	0.8863238	0.83846265	0.87538993	0.0	0.91060615	0.74766815	0.8438498	0.8940151	0.8563012	0.92262584	0.8666253	0.9137567	0.8510628	0.8959454	0.90457517	0.9300957	0.80364645	0.7831841	0.892938	0.8428941	0.9180332	0.8838145	0.9288318	0.8690958	0.8651018	0.8918517	0.9084657	0.9009137	0.8786308	0.9063882	0.948379
zoek/verb	0.8418777	0.7439604	0.88082683	0.8796551	0.857605	0.8295464	0.8997158	0.8789479	0.8430331	0.8736896	0.88461715	0.8246434	0.8826066	0.9097315	0.8602455	0.75991786	0.74622273	0.8843243	0.831497	0.85736173	0.90614957	0.86537236	0.8255546	0.7837399	0.8830308	0.8229405	0.9275337	0.8343176	0.8650254	0.78439784	0.6402361	0.83403116	0.87852114	0.8494613	0.9020058	0.8909869	0.85949266	0.8549206	0.86109424	0.9115642	0.83706737	0.74381804	0.8596252	0.78769076	0.81564116	0.84579134	0.92230886	0.7351712	0.78800035	0.75070184	0.9162277	0.90145946	0.8423511	0.8881512	0.88357484	0.8853198	0.8448233	0.8706934	0.8663095	0.8549909	0.88662624	0.9101395	0.855278	0.8831852	0.8289352	0.87680453	0.8148854	0.84929013	0.8436845	0.8354088	0.8808861	0.8123491	0.89757866	0.87444544	0.8588896	0.8667078	0.790747	0.8897686	0.91822404	0.8442742	0.8739442	0.8358502	0.8180565	0.834155	0.9285383	0.8693012	0.91134703	0.81766725	0.8949146	0.9015221	0.79677594	0.88352674	0.88519967	0.8897797	0.8677775	0.89907134	0.8453001	0.9282939	0.8703147	0.88646054	0.8057365	0.84768564	0.8386582	0.86808205	0.8573151	0.82131624	0.8411736	0.9551173	0.79194593	0.876036	0.858691	0.89862436	0.87202907	0.81338716	0.8612023	0.8794067	0.8337959	0.85080826	0.8806134	0.87208354	0.8895506	0.90605116	0.89954233	0.8032413	0.8188964	0.82948774	0.7639135	0.908851	0.8789351	0.70794284	0.8510159	0.8318744	0.8436491	0.8495679	0.8794092	0.88043636	0.87188345	0.90334517	0.7973719	0.7157874	0.89146626	0.83158636	0.79664344	0.9247266	0.84538186	0.87289095	0.82644314	0.78755414	0.89954746	0.87506074	0.74968606	0.88191664	0.8370543	0.86684114	0.9101557	0.8521459	0.80858606	0.91060615	0.0	0.8897135	0.9462969	0.8360125	0.88280237	0.83171517	0.8263421	0.8779932	0.82774365	0.9065694	0.8797956	0.90314656	0.9178925	0.8317111	0.82272196	0.86327004	0.80915916	0.8942333	0.93396235	0.8561156	0.8684015	0.83314884	0.94173443	0.8783899	0.87016094	0.89064157	0.94510674
allemaal/adv	0.9360158	0.91006994	0.87234664	0.8497333	0.91461056	0.70675397	0.86343676	0.7631066	0.8336462	0.53414905	0.85518074	0.8582848	0.8363481	0.88302535	0.5128788	0.91586	0.85189474	0.9295882	0.9252046	0.828285	0.7626131	0.89671713	0.8020086	0.8762358	0.57730633	0.8434562	0.95262253	0.6040202	0.93171287	0.6237526	0.901795	0.8647924	0.8649759	0.8308778	0.9217062	0.68156075	0.7479991	0.68765557	0.84326196	0.93844104	0.84398973	0.86087745	0.8297401	0.93376607	0.88758445	0.76218784	0.670732	0.802639	0.7887009	0.80696774	0.79177445	0.71181965	0.7383746	0.8710373	0.9092897	0.8612917	0.7316556	0.86805695	0.79324955	0.7780696	0.5591093	0.7206019	0.86434084	0.9572707	0.7031195	0.7781931	0.9484412	0.78904533	0.8653773	0.83584183	0.8015419	0.92014104	0.8112411	0.8175808	0.6394167	0.941033	0.91611576	0.87753403	0.9343107	0.853767	0.8907807	0.85813403	0.84299296	0.9362258	0.5901257	0.88874674	0.8718509	0.6791966	0.8538261	0.5915068	0.75475025	0.8101005	0.7618195	0.8466878	0.77853227	0.9180276	0.80184805	0.88906085	0.70605904	0.8679668	0.7237512	0.7118858	0.9380176	0.88204014	0.8998947	0.89790016	0.7126343	0.9293096	0.88339734	0.7191674	0.93870866	0.95848787	0.46827722	0.5687588	0.90564835	0.82161534	0.55265975	0.89606655	0.7110058	0.82291764	0.86645484	0.744262	0.8184155	0.7845398	0.8364197	0.8112936	0.9371941	0.8861413	0.84600276	0.8769326	0.7142935	0.8631898	0.5324762	0.9141438	0.83666295	0.67923653	0.9072181	0.8899717	0.8378259	0.8544437	0.882323	0.8618679	0.78860456	0.9197967	0.5824239	0.90207225	0.5306448	0.9118825	0.66554344	0.9580248	0.8243309	0.632319	0.8557464	0.88883156	0.85102403	0.900535	0.8201823	0.74766815	0.8897135	0.0	0.8955718	0.92454946	0.905473	0.89358187	0.8670611	0.8908926	0.73482203	0.7174631	0.8727313	0.87242275	0.60635084	0.661165	0.8346698	0.7167151	0.9401574	0.8841183	0.92921007	0.8947508	0.9212521	0.82784504	0.9297146	0.9094635	0.85422415	0.8888666	0.9810275
overwinning/noun	0.8492379	0.9472709	0.89890313	0.8816746	0.8727357	0.90995085	0.8002245	0.8543614	0.9072736	0.88779384	0.91498953	0.89087933	0.82820356	0.8097038	0.90760595	0.90418637	0.8329481	0.8031938	0.93093866	0.8992269	0.9412537	0.9052076	0.85547686	0.90864813	0.88209844	0.9246905	0.84274894	0.83074075	0.9294995	0.88360655	0.9035502	0.91905695	0.9024093	0.92313087	0.9322307	0.9251705	0.828622	0.9363668	0.9105928	0.86085045	0.9563871	0.8788696	0.9227071	0.9405254	0.8777658	0.7704471	0.93078697	0.88644373	0.8636215	0.9119858	0.953049	0.91959524	0.8803709	0.7926687	0.8954888	0.9028609	0.8788592	0.93539417	0.9122215	0.9230921	0.8899087	0.86774105	0.912818	0.9542298	0.8582256	0.85947835	0.93194807	0.8755293	0.8833777	0.84556025	0.9165177	0.9130781	0.9236934	0.8876481	0.92264116	0.9394161	0.91557425	0.8572342	0.892829	0.8132732	0.83647734	0.8960256	0.8758351	0.91491693	0.9007148	0.8023267	0.92702717	0.8660802	0.833093	0.8874939	0.91686857	0.7045673	0.83526886	0.90688103	0.84401125	0.8811959	0.76991624	0.9266969	0.873379	0.91308236	0.8762456	0.89651376	0.91278493	0.880578	0.9117581	0.92218405	0.89844644	0.6366755	0.9197488	0.86045444	0.95174074	0.869913	0.79786986	0.8480156	0.8235025	0.92114526	0.8977259	0.91899234	0.9266043	0.9227107	0.9399788	0.9427147	0.8832564	0.85252076	0.88405013	0.91060215	0.94582325	0.92709035	0.89062923	0.9306628	0.92726636	0.9226254	0.8860404	0.9211555	0.8384556	0.9285232	0.9384683	0.9251112	0.9254617	0.93970263	0.89715314	0.9122664	0.89720106	0.71648735	0.92800224	0.89637804	0.8856718	0.91979223	0.8818303	0.8444656	0.92825174	0.88619953	0.77860683	0.87940454	0.83250284	0.91103756	0.9102592	0.8438498	0.9462969	0.8955718	0.0	0.93861693	0.6891448	0.89650965	0.8879461	0.930629	0.933666	0.9103964	0.8885098	0.9082517	0.9080475	0.8765668	0.9091584	0.8963934	0.93629164	0.9085951	0.9266077	0.92062217	0.7418579	0.8694426	0.8687194	0.9429366	0.9264601	0.9246429	0.86340994
slachtoffer/noun	0.86558306	0.67025644	0.7203814	0.8430159	0.66056067	0.8517479	0.9328847	0.90103596	0.8522199	0.93483955	0.91644514	0.85741246	0.9222572	0.767042	0.93428946	0.8573762	0.773023	0.8406859	0.67410946	0.8877594	0.9183218	0.8854017	0.8540924	0.7769483	0.92991364	0.86077046	0.88337874	0.91301256	0.8155449	0.8819831	0.8868843	0.66974425	0.8003229	0.9088108	0.7333679	0.9132639	0.85524714	0.93057626	0.92362654	0.91648495	0.72234815	0.8817931	0.6782616	0.88254297	0.8458009	0.87919533	0.9047032	0.75961363	0.7383058	0.9000423	0.9190478	0.92653877	0.8906263	0.85111976	0.87519896	0.84931254	0.83557814	0.80356467	0.86303943	0.87342125	0.91950303	0.70325506	0.89762056	0.9312847	0.93277836	0.91226906	0.89588165	0.88142663	0.9216262	0.91361284	0.8581274	0.8913924	0.8978413	0.900551	0.79755193	0.8780267	0.91245925	0.86876625	0.77987254	0.7389594	0.8057909	0.88727665	0.7850013	0.8898035	0.9363562	0.84303176	0.92370296	0.8566172	0.8932986	0.91922605	0.8587527	0.95756274	0.8530228	0.5703707	0.8902872	0.755525	0.92210996	0.9144007	0.9333263	0.58931077	0.8427757	0.88675785	0.80006313	0.8880402	0.87905014	0.7440001	0.93887806	0.96079177	0.5249033	0.8479884	0.90221566	0.8143542	0.9376919	0.9281425	0.927889	0.8853929	0.8386487	0.71007013	0.9281778	0.8969905	0.926244	0.9254114	0.6275386	0.7966641	0.9050245	0.8895257	0.8831235	0.7480732	0.8007022	0.895318	0.6970724	0.79490626	0.9301432	0.8517638	0.92988527	0.9319694	0.87939274	0.8451123	0.7881791	0.8094691	0.83992547	0.90712386	0.8822608	0.91835433	0.8858082	0.9034681	0.92919976	0.83138955	0.91827786	0.9432086	0.88868403	0.8662521	0.9403404	0.93505794	0.91128343	0.66257	0.90374804	0.8940151	0.8360125	0.92454946	0.93861693	0.0	0.92080224	0.7817383	0.91820705	0.776127	0.87924725	0.91161335	0.9084571	0.8346381	0.94045025	0.9011498	0.9226658	0.88276076	0.8798796	0.66398215	0.9058336	0.7920607	0.89414454	0.84245515	0.9348024	0.9131445	0.7812553	0.62813306	0.87347025
club/noun	0.8807748	0.93595207	0.85087514	0.90343857	0.91741556	0.8500192	0.8300792	0.80245364	0.88096255	0.8863156	0.88808024	0.88759863	0.86156034	0.87350094	0.87589663	0.84022874	0.82235384	0.8827717	0.890234	0.923578	0.9555245	0.9238135	0.79402864	0.89629495	0.89659274	0.89283574	0.8852528	0.7981594	0.81541103	0.82169867	0.90913045	0.8874434	0.92335075	0.86166763	0.8952411	0.9220968	0.86456585	0.9354453	0.9113748	0.8662629	0.86427444	0.8474632	0.89373523	0.8585993	0.8670279	0.7993473	0.91598105	0.8987279	0.8183628	0.91200596	0.96388453	0.92084837	0.8516927	0.87558645	0.8680546	0.91042805	0.81132853	0.9055551	0.8974206	0.8826192	0.9070111	0.8423345	0.8884518	0.89132905	0.8388728	0.76304185	0.86524624	0.90171814	0.8167063	0.86831164	0.8703362	0.8645862	0.9254041	0.86233103	0.88504046	0.9165243	0.89657277	0.8892956	0.90876406	0.8158256	0.8206425	0.8253176	0.8313868	0.7805536	0.9382238	0.838638	0.921796	0.8382052	0.8990613	0.8665453	0.82217836	0.8249998	0.8775596	0.89988977	0.87811714	0.88940257	0.7673876	0.9187354	0.87496656	0.88067424	0.80549014	0.8679312	0.89570177	0.874847	0.882156	0.8744934	0.8400355	0.7648752	0.8655471	0.85790455	0.89087015	0.8984295	0.85727584	0.85353327	0.8639531	0.8669852	0.94336724	0.8234497	0.8737447	0.8821722	0.9195227	0.95109516	0.86849767	0.7957704	0.8753484	0.87257487	0.8265105	0.91350764	0.8585852	0.8813031	0.86286485	0.8262739	0.8947829	0.84021413	0.88386077	0.8984114	0.8728672	0.88253397	0.8874838	0.85057914	0.8725567	0.9169026	0.81028455	0.8400136	0.8928129	0.9151374	0.89121443	0.76327026	0.93084514	0.8627845	0.88205713	0.8888137	0.8092164	0.853033	0.5736443	0.859624	0.89846367	0.8563012	0.88280237	0.905473	0.6891448	0.92080224	0.0	0.8857559	0.88401556	0.82113147	0.86794186	0.9202487	0.8713653	0.9132143	0.89738476	0.8592612	0.8839002	0.91645193	0.9118305	0.87636095	0.88278365	0.86924434	0.8497258	0.84178483	0.8916279	0.9200435	0.9415342	0.88151586	0.8914062
