	gericht/adj	bijzonder/adj	commentaar/noun	Magda/name	dit/det	nog/adv	gegeven/noun	signaal/noun	begin/noun	wel/adv	reactie/noun	Dekker/name	Bodson/name	Faber/name	dat/comp	teneur/noun	strohalm/noun	Priscilla/name	tegelijk/adj	Christian/name	integratie/noun	Koffrie/name	ouder/noun	tendens/noun	zeer/adv	buitengewoon/adj	zo/adv	brief/noun	dorp_DIM/noun	aanblik/noun	wanhoop/noun	weekeinde/noun	coach/noun	dichter/noun	aangeschaft/adj	Europees/adj	debuut/noun	De/name	buurtbewoner/noun	woordvoerder/noun	hacker/noun	uitslag/noun	oppositie/noun	erg/adj	boodschap/noun	het/noun	feestganger/noun	blik/noun	verandering/noun	iedereen/pron	realiteit/noun	ze/pron	einde/noun	constatering/noun	terugkeer/noun	bewoording/noun	trip/noun	Midden-Oosten/name	student/noun	titelstrijd/noun	echt/adj	men/pron	opnieuw/adv	ontzettend/adj	voorbeeld/noun	ontwikkeling/noun	analist/noun	geluid/noun	gelijkspel/noun	Wotte/name	auteur/noun	verwachting/noun	Freddy/name	mevrouw/noun	Demol/name	ik/pron	perspectief/noun	wending/noun	zege/noun	dat/det	Cédric/name	steeds/adv	Buurmeijer/name	Declercq/name	rots/noun	verklaring/noun	u/pron	mij/pron	hij/pron	we/pron	markt/noun	even/adj	me/pron	weinig/adj	toekomst/noun	gestemd/adj	rest/noun	teken/noun	veel/noun	kant/noun	Wijk/name	ondertitel/noun	kwartaal/noun	week/noun	zomermaand/noun	boek/noun	wat/pron	aanvang/noun	indicator/noun	herdershond/noun	ABVV/name	Rob/name	Hezbollah/name	vertrouwen/noun	Van/name	iets/adv	Wall/name	minder/adj	wij/pron	Standaard/name	geschiedenis/noun	team/noun
gestemd/adj	0.884408	0.83492494	0.81911707	0.8879236	0.8631612	0.87174207	0.89312637	0.844578	0.8893097	0.89256734	0.8083912	0.88897324	0.87056774	0.8804798	0.85860014	0.790946	0.9065679	0.91634	0.8294941	0.9030042	0.88976383	0.86431724	0.92416275	0.8226999	0.81456256	0.8272369	0.8621841	0.8883375	0.9054035	0.837296	0.8650094	0.88788843	0.8997619	0.8978589	0.9085229	0.83650357	0.878393	0.9190395	0.8867477	0.8658019	0.88262105	0.8690592	0.8444209	0.83608747	0.8696622	0.9134306	0.8918622	0.85662663	0.8797533	0.8566363	0.8972421	0.8467567	0.89611065	0.8407444	0.8916088	0.799245	0.89982677	0.8960715	0.91511405	0.90310967	0.869266	0.84510326	0.86133105	0.86601585	0.9190946	0.85483825	0.73467946	0.7815477	0.9059237	0.8650904	0.8883159	0.77970964	0.8856155	0.88443565	0.88235265	0.8436926	0.8580698	0.8314042	0.91189337	0.88527715	0.9089568	0.8637104	0.9337851	0.89473766	0.8860407	0.8638149	0.8632318	0.8762357	0.82913536	0.8508253	0.8558688	0.85884446	0.88382983	0.8476698	0.8841769	0.0	0.91780585	0.87230814	0.82106346	0.88438916	0.87109715	0.9012713	0.8361249	0.8723773	0.90255564	0.9014575	0.89951384	0.8837097	0.8263439	0.910807	0.8824857	0.8609417	0.892375	0.8574062	0.9068321	0.77429014	0.7241194	0.86175215	0.84855574	0.9057121	0.91508466	0.8946021
rest/noun	0.885183	0.8907256	0.9365567	0.95564944	0.87715137	0.8506702	0.8831913	0.899797	0.9081666	0.89306027	0.9060892	0.8935002	0.9116062	0.91406125	0.93224186	0.8962866	0.9152653	0.9193473	0.8817457	0.96756256	0.8915883	0.9432287	0.8768395	0.8617201	0.9109188	0.9071835	0.8936771	0.94296354	0.8656142	0.8588569	0.9049547	0.8939019	0.92687064	0.9277326	0.8955234	0.84205335	0.92260146	0.98431766	0.90352035	0.96488947	0.9005561	0.92419326	0.9080814	0.9126232	0.86763215	0.9258042	0.8899026	0.85727507	0.90159804	0.85128415	0.85051155	0.7871828	0.8769892	0.8902845	0.8794982	0.9314187	0.8536992	0.83621883	0.8868203	0.87575394	0.8758315	0.8518481	0.8434967	0.9046143	0.9173832	0.83836776	0.9070781	0.88196	0.9228391	0.9016963	0.94548744	0.87473994	0.96650434	0.92296857	0.92890626	0.8601189	0.9011247	0.88594437	0.92160636	0.85653615	0.9447895	0.8584018	0.9613495	0.9391505	0.8621116	0.94570816	0.8827567	0.87858087	0.84601766	0.8242518	0.83907217	0.8645804	0.8810925	0.8569883	0.87769866	0.91780585	0.0	0.90184134	0.86562324	0.8968716	0.9276254	0.91308403	0.89650947	0.9066794	0.844372	0.9185479	0.8535378	0.90563	0.8964329	0.911602	0.926869	0.97172636	0.89062655	0.88967526	0.9846045	0.86650324	0.9133077	0.8639892	0.8264747	0.9477055	0.87925076	0.889019
teken/noun	0.81023914	0.83891284	0.8811345	0.94157064	0.86963165	0.8683464	0.8753361	0.6432564	0.92740697	0.8540132	0.82421887	0.94499856	0.89182556	0.92098385	0.81211066	0.85260797	0.8798531	0.9328716	0.79938614	0.95588815	0.8337859	0.8997299	0.8846564	0.744564	0.81379026	0.82387763	0.8759292	0.9090229	0.9297097	0.84292483	0.76678807	0.90745664	0.93268526	0.8652401	0.91873854	0.8698443	0.9254767	0.98502284	0.8911435	0.95002156	0.8916657	0.8892056	0.84735644	0.8532153	0.78659606	0.9005582	0.9016663	0.86961114	0.76263475	0.8557954	0.83335674	0.8382202	0.90011746	0.8564006	0.855834	0.82021147	0.9228635	0.8141005	0.884506	0.92553115	0.7983474	0.8261558	0.8824077	0.86751735	0.8180026	0.79945487	0.8192238	0.8392	0.92761374	0.9175743	0.8843615	0.8353821	0.95698684	0.9070953	0.9272302	0.85861737	0.7459065	0.8118479	0.933702	0.8734413	0.9609947	0.78803504	0.9524317	0.95935345	0.86896485	0.8227989	0.88155526	0.85301155	0.83811694	0.86778605	0.8363084	0.88428164	0.89772856	0.80992156	0.86775756	0.87230814	0.90184134	0.0	0.84869456	0.87681574	0.9137752	0.8556583	0.8907651	0.9228895	0.90367436	0.8882932	0.8592597	0.9381988	0.74680805	0.90910494	0.9149426	0.9592104	0.8558383	0.76701367	0.9811632	0.82789755	0.8514921	0.8532809	0.84857	0.9458577	0.845781	0.9239923
veel/noun	0.8544295	0.73264736	0.8216093	0.90222275	0.79156923	0.7859178	0.8030407	0.85936046	0.9141146	0.74212724	0.8327267	0.89811134	0.8764694	0.87638974	0.7675079	0.82812315	0.89360005	0.9188486	0.77927965	0.9141335	0.86009216	0.86894643	0.8758867	0.8015849	0.7436818	0.7600824	0.72061193	0.88816357	0.8810647	0.76518226	0.8321676	0.874195	0.8818714	0.8507216	0.91089064	0.90138817	0.8455152	0.9308216	0.8615287	0.90370697	0.84463763	0.8512521	0.8834584	0.73797727	0.80779386	0.7708031	0.8855649	0.83722293	0.8091409	0.79981595	0.81476784	0.76162165	0.86431473	0.77979034	0.843209	0.824515	0.8334472	0.85459477	0.9021353	0.85696685	0.74419826	0.76394606	0.85514635	0.7207897	0.81097704	0.8211013	0.8332583	0.7866594	0.8916811	0.85272366	0.8609701	0.8557327	0.91659725	0.8172204	0.89374673	0.7476474	0.7557026	0.75316906	0.879462	0.7192951	0.9220845	0.8112939	0.9165085	0.90998185	0.8561283	0.8475796	0.7842922	0.7704337	0.7932205	0.768445	0.85779166	0.79618806	0.80954945	0.6935321	0.8150897	0.82106346	0.86562324	0.84869456	0.0	0.87272584	0.8900725	0.81875587	0.9033653	0.88773656	0.85143656	0.80027795	0.70744276	0.90554476	0.824582	0.9116906	0.8929013	0.9032178	0.87420833	0.8726239	0.93096054	0.745348	0.87132704	0.76446414	0.7555163	0.89695925	0.84728163	0.8846886
kant/noun	0.8769773	0.8454038	0.9063086	0.9420589	0.94153714	0.91044706	0.89645094	0.85389054	0.9597693	0.8778539	0.8523036	0.9443406	0.9058257	0.92192364	0.90203446	0.86383516	0.91935366	0.9321067	0.7903405	0.9474417	0.91473085	0.94362116	0.8972532	0.85435057	0.81808037	0.8567265	0.85564584	0.93421715	0.83434117	0.834226	0.8933577	0.9211009	0.9252243	0.9102618	0.9247719	0.9395673	0.93938017	0.97552335	0.8905483	0.95985425	0.9028332	0.93156457	0.8663174	0.803725	0.8562963	0.9145556	0.9008712	0.824705	0.91738635	0.84931093	0.86341834	0.8300493	0.92393625	0.8707088	0.8768105	0.85804015	0.90277815	0.91982514	0.89773846	0.92756295	0.8809193	0.8640414	0.83837914	0.83407336	0.9024881	0.8930036	0.90558785	0.82264256	0.92798376	0.91040087	0.900002	0.8989674	0.9676325	0.9225896	0.9332433	0.8728097	0.81928635	0.8464069	0.9413231	0.9040669	0.95290846	0.8389214	0.9731974	0.95101386	0.8090148	0.910705	0.9138358	0.89302343	0.86719614	0.8613573	0.89208084	0.837833	0.88570035	0.8832004	0.9198497	0.88438916	0.8968716	0.87681574	0.87272584	0.0	0.927923	0.9299661	0.94632715	0.93793356	0.89421445	0.9180268	0.92163736	0.9509883	0.87611985	0.9062498	0.9152027	0.9629689	0.89428926	0.93544084	0.9648931	0.8281072	0.9100618	0.86392087	0.8646818	0.96719915	0.90567446	0.89265084
Wijk/name	0.9152137	0.90909433	0.79443985	0.82587045	0.8734801	0.88030446	0.90901613	0.9179115	0.8988342	0.89034325	0.8617825	0.735878	0.8093709	0.7387903	0.8113466	0.86592895	0.9079361	0.8925858	0.8713002	0.7719108	0.9040727	0.7718116	0.91932434	0.8862208	0.894881	0.8764802	0.8888256	0.8438494	0.88865995	0.897767	0.87959915	0.7880148	0.73641	0.86110413	0.9421392	0.8700871	0.83511317	0.73505473	0.8333782	0.70008785	0.8984932	0.86197555	0.8697885	0.9138239	0.90966165	0.94214255	0.89202976	0.92201316	0.91198426	0.89569676	0.9105706	0.86055213	0.91292846	0.8492915	0.84645796	0.820269	0.8532617	0.8597199	0.9147376	0.8384724	0.91287464	0.87144744	0.8324141	0.91605467	0.9136182	0.90818673	0.7800058	0.93098056	0.85404074	0.760203	0.81123483	0.87717485	0.78137803	0.7404903	0.8229637	0.8868174	0.9003711	0.8712308	0.84777457	0.8947877	0.8110659	0.8972215	0.8548525	0.769441	0.88543445	0.8377048	0.87251306	0.89753723	0.7801929	0.8766314	0.9197332	0.8989305	0.9099949	0.88629144	0.90108585	0.87109715	0.9276254	0.9137752	0.8900725	0.927923	0.0	0.8907111	0.9052236	0.8498793	0.87729585	0.91424114	0.9035723	0.83017963	0.90410465	0.93296623	0.8199281	0.65039086	0.8734535	0.9062399	0.7177001	0.8916801	0.84508693	0.9204752	0.8647797	0.8391459	0.9167588	0.85008746
ondertitel/noun	0.8795843	0.81355935	0.8117261	0.8914922	0.8276913	0.90864605	0.8478117	0.8984428	0.91848963	0.87998927	0.8696269	0.88184273	0.88868237	0.8469461	0.86314666	0.8149037	0.8870589	0.8720919	0.77697074	0.8754333	0.88580066	0.91017556	0.8847345	0.85880405	0.8705263	0.82861376	0.8449699	0.8345421	0.8644947	0.8525319	0.8663206	0.8887717	0.8973584	0.7042438	0.92244446	0.9151419	0.7445961	0.89385533	0.9200389	0.91486835	0.88006383	0.8850609	0.9146778	0.87659645	0.77845806	0.90422595	0.8970298	0.8753634	0.9099939	0.890036	0.828809	0.83845466	0.90487784	0.804427	0.9055828	0.8050284	0.8568013	0.8697436	0.8703778	0.87019473	0.8488735	0.8442892	0.901456	0.8563297	0.8431388	0.87213564	0.91902673	0.83781236	0.94033754	0.89751345	0.6526537	0.9116387	0.9123873	0.8447069	0.8908144	0.86851066	0.82373136	0.7818466	0.9293694	0.8498315	0.91075486	0.89537287	0.9273788	0.90071976	0.86146694	0.84325284	0.8406193	0.8921356	0.82316875	0.88763976	0.90700346	0.8947958	0.9019288	0.8728422	0.915762	0.9012713	0.91308403	0.8556583	0.81875587	0.9299661	0.8907111	0.0	0.9680965	0.90964013	0.86089903	0.597081	0.8595039	0.893644	0.8684384	0.9097562	0.8934823	0.85888207	0.89607173	0.92397064	0.9165262	0.8691554	0.89782107	0.9008091	0.8724611	0.83778423	0.7287381	0.89223725
kwartaal/noun	0.927677	0.90140176	0.92167795	0.9608817	0.78201884	0.8895997	0.91935855	0.89249307	0.80463326	0.951886	0.927727	0.8887737	0.9098831	0.9380051	0.92197603	0.9314546	0.9574042	0.94673806	0.9077874	0.9314869	0.926928	0.7709266	0.97541046	0.84766555	0.89310014	0.8266636	0.93539864	0.9598801	0.9680269	0.93895924	0.9567461	0.84070224	0.9689152	0.98267484	0.9371872	0.84828955	0.9085343	0.96087825	0.9712262	0.9150604	0.9339521	0.8850361	0.961256	0.90099084	0.9626335	0.9640438	0.9412332	0.96668893	0.90415704	0.95585436	0.95265555	0.95413876	0.9024658	0.9312962	0.94972587	0.9253255	0.9240938	0.94022024	0.92585236	0.89110905	0.96103626	0.9504543	0.8540856	0.9422501	0.9598784	0.8781581	0.57979745	0.9222498	0.88522184	0.92073685	0.973879	0.57186794	0.94726795	0.9784068	0.94117063	0.9636924	0.91534066	0.93458056	0.872969	0.89779884	0.90830815	0.887351	0.9247089	0.9479196	0.94192725	0.9244552	0.946382	0.9652951	0.93580884	0.9209282	0.78785944	0.942574	0.9633034	0.9207723	0.9294841	0.8361249	0.89650947	0.8907651	0.9033653	0.94632715	0.9052236	0.9680965	0.0	0.8044632	0.81402904	0.93593717	0.95002794	0.9209707	0.72835386	0.97071964	0.9179239	0.9394054	0.95292634	0.88655996	0.95343125	0.72462285	0.72237754	0.77878475	0.9401855	0.9272549	0.9300998	0.9047286
week/noun	0.91557276	0.9264458	0.8566779	0.90298593	0.7925511	0.7413558	0.9097637	0.89579064	0.75242996	0.91540045	0.85107696	0.8784947	0.8406628	0.81716305	0.84624064	0.8780839	0.8890236	0.9192067	0.8586072	0.91104054	0.9532043	0.8768885	0.90014076	0.8865126	0.93434364	0.89000046	0.889795	0.78867316	0.9000385	0.9342651	0.9328274	0.4910313	0.8511826	0.93242687	0.9157992	0.8356353	0.8275995	0.9202039	0.85787916	0.8831777	0.8616421	0.8328587	0.84414715	0.9399082	0.914535	0.94490534	0.8572257	0.9500984	0.90469193	0.90034187	0.9351334	0.8215588	0.8342742	0.87631005	0.8331593	0.83616364	0.76229095	0.8823839	0.87095344	0.7894628	0.9045129	0.8918211	0.63874376	0.9198835	0.9421241	0.93356276	0.87629694	0.9537265	0.84850216	0.8288135	0.904463	0.8206629	0.9057535	0.88924617	0.86979115	0.85777634	0.931198	0.8677651	0.8316746	0.9166767	0.8964162	0.89026767	0.9062113	0.92155296	0.9265175	0.8560959	0.88414794	0.923696	0.73619676	0.7990608	0.9306815	0.82322973	0.9178578	0.92304385	0.90899503	0.8723773	0.9066794	0.9228895	0.88773656	0.93793356	0.8498793	0.90964013	0.8044632	0.0	0.75003076	0.8799688	0.93526936	0.7899876	0.87935424	0.91682625	0.8610486	0.8906013	0.8704501	0.8943889	0.92930615	0.9097266	0.8204056	0.8818598	0.86870766	0.80998254	0.89371896	0.8166471
zomermaand/noun	0.8306712	0.81108725	0.88040847	0.9113382	0.81738603	0.8366172	0.8527824	0.88846034	0.874231	0.88721573	0.88794667	0.8902838	0.8972221	0.89271164	0.9059857	0.8826705	0.88865936	0.920177	0.7883644	0.93294024	0.89009243	0.92973185	0.8531247	0.83376765	0.821127	0.83152217	0.8678593	0.89660573	0.79735994	0.7840082	0.88786286	0.71391994	0.9177389	0.8956562	0.8898613	0.8777391	0.87773746	0.9156999	0.7831199	0.95152295	0.8491666	0.91439974	0.90985334	0.83872354	0.8776573	0.8873673	0.7903631	0.84770024	0.86518574	0.83339757	0.8838016	0.8171207	0.90824395	0.85406077	0.8814906	0.88535255	0.750822	0.8778266	0.7813456	0.80356735	0.87090826	0.8156722	0.7202439	0.8488537	0.9192027	0.8653447	0.87291753	0.82511896	0.91972566	0.90870124	0.89698035	0.86158276	0.9186577	0.90830034	0.8983201	0.85728055	0.8597646	0.89210844	0.8954815	0.88748455	0.9156724	0.7971831	0.95233154	0.9087039	0.80708236	0.9192489	0.85493827	0.88982487	0.8513631	0.7950111	0.82528543	0.83602786	0.8811987	0.83959216	0.8783423	0.90255564	0.844372	0.90367436	0.85143656	0.89421445	0.87729585	0.86089903	0.81402904	0.75003076	0.0	0.8802963	0.9210708	0.8585936	0.8375608	0.90345585	0.8616493	0.9288829	0.8854603	0.8888672	0.95223373	0.8381369	0.86145747	0.7624213	0.81619626	0.8553977	0.880941	0.85335815
boek/noun	0.897495	0.76263946	0.7913701	0.89570236	0.8131941	0.8844194	0.7576313	0.9125862	0.8983427	0.8782113	0.8604106	0.9028808	0.9235611	0.82810616	0.89147806	0.82073605	0.91125405	0.9025185	0.7603588	0.90054846	0.9063854	0.92419446	0.8873077	0.88599	0.79862756	0.7710936	0.81383556	0.70562875	0.87952846	0.82696307	0.8443696	0.9019035	0.9301521	0.62217945	0.8726731	0.92997617	0.68874353	0.9257727	0.9176463	0.94601554	0.8622993	0.8995378	0.94713247	0.842691	0.80605	0.86889535	0.871129	0.8473728	0.91618335	0.87223303	0.84063506	0.8261287	0.91957396	0.81921095	0.9225702	0.797305	0.8856413	0.8988535	0.86358756	0.9132251	0.8395312	0.86628693	0.88772637	0.82849485	0.7587244	0.8603897	0.90951127	0.81484807	0.9562131	0.91571	0.4718554	0.9154633	0.9391387	0.84271497	0.9275803	0.86331487	0.7935312	0.7725859	0.93542117	0.859481	0.94359565	0.8695938	0.9405503	0.91108966	0.8651414	0.8211479	0.80289185	0.8549332	0.81353426	0.89186984	0.903532	0.8741372	0.8749845	0.86307675	0.92082876	0.9014575	0.9185479	0.8882932	0.80027795	0.9180268	0.91424114	0.597081	0.93593717	0.8799688	0.8802963	0.0	0.84327304	0.9339577	0.85164326	0.8946793	0.9435916	0.88019305	0.9131383	0.936564	0.95124495	0.8512313	0.86939394	0.876132	0.8812678	0.7554793	0.6723981	0.8901812
wat/pron	0.90320605	0.84975755	0.88857394	0.9088852	0.74030674	0.7149435	0.83747935	0.8236522	0.9622018	0.58375394	0.84714794	0.9077699	0.86637855	0.8870913	0.6166943	0.85169506	0.894485	0.9136435	0.7847718	0.97149867	0.8724729	0.8896985	0.8427495	0.85121787	0.8435249	0.8495009	0.67415226	0.89958584	0.9431162	0.85696244	0.86363035	0.94123477	0.94011676	0.87946606	0.91431886	0.93508124	0.93384403	0.98662686	0.88477683	0.9419865	0.87299997	0.8667225	0.90235656	0.7706308	0.76156574	0.660126	0.8961514	0.8607876	0.83972055	0.6385144	0.7849732	0.60711014	0.9309156	0.79807013	0.9142996	0.79771453	0.902266	0.91541135	0.9057848	0.9095874	0.6292741	0.61710155	0.8877946	0.7103664	0.8646142	0.8644228	0.8701376	0.83749753	0.9421855	0.86161864	0.87105244	0.89393145	0.9655732	0.8167424	0.9138516	0.54217494	0.83743894	0.8566244	0.9514589	0.48812217	0.95082146	0.81825686	0.8925828	0.9475503	0.9223674	0.883095	0.5934	0.52213717	0.69489336	0.6256757	0.928646	0.75457174	0.596003	0.72654784	0.84750426	0.89951384	0.8535378	0.8592597	0.70744276	0.92163736	0.9035723	0.8595039	0.95002794	0.93526936	0.9210708	0.84327304	0.0	0.9577079	0.8678145	0.9182217	0.92136055	0.95114106	0.91037333	0.8786114	0.977441	0.7254887	0.9409799	0.8404352	0.5965936	0.9351012	0.87463903	0.9346724
aanvang/noun	0.9143114	0.88761604	0.90476406	0.90688914	0.84130156	0.8826215	0.93230915	0.9421705	0.7088823	0.9518732	0.92367244	0.88492453	0.90897095	0.8788811	0.9258474	0.86782855	0.9229898	0.93735576	0.90675133	0.9022422	0.9281242	0.9181745	0.94272757	0.9208319	0.9203665	0.8802806	0.9220148	0.8899636	0.9192671	0.89917654	0.93404007	0.7722919	0.8637353	0.93411374	0.9434582	0.8503932	0.835585	0.8565522	0.8511416	0.93212855	0.90684354	0.80038726	0.8893865	0.9456333	0.9127937	0.96430033	0.88284457	0.9464115	0.9388789	0.9199207	0.94697726	0.91947615	0.7381511	0.8964049	0.8765281	0.8961466	0.8394378	0.9345632	0.87313175	0.80642474	0.9196561	0.9126836	0.7884028	0.94501567	0.95803607	0.9386652	0.9212764	0.930098	0.8317281	0.87240916	0.93461066	0.9053584	0.89389235	0.9239454	0.86526203	0.9317225	0.9320934	0.8547945	0.8132095	0.94647425	0.87006843	0.93928885	0.94161403	0.8732288	0.9155109	0.91755074	0.84297115	0.95420283	0.8869418	0.87530124	0.9322067	0.9147266	0.96173203	0.92401975	0.91119003	0.8837097	0.90563	0.9381988	0.90554476	0.9509883	0.83017963	0.893644	0.9209707	0.7899876	0.8585936	0.9339577	0.9577079	0.0	0.91785574	0.9210768	0.8886767	0.9108196	0.91164356	0.942991	0.91791135	0.92210144	0.90833104	0.8942272	0.8979834	0.8314712	0.91562784	0.8335261
indicator/noun	0.7961992	0.8249918	0.86237454	0.92627484	0.8048162	0.86328936	0.6597954	0.718559	0.8808831	0.88074493	0.82764035	0.92396295	0.87215626	0.89327776	0.8166732	0.82719743	0.88980824	0.9466775	0.8001065	0.94229764	0.792438	0.87479514	0.90137523	0.70642376	0.7392049	0.7988022	0.86755675	0.88913196	0.9141312	0.85891193	0.865581	0.9164397	0.9378179	0.9036149	0.91622674	0.74761534	0.9068217	0.9591031	0.8901452	0.9204191	0.84506285	0.82061905	0.9031898	0.8359896	0.8714071	0.8931017	0.8876091	0.89112234	0.7655238	0.89223635	0.83252156	0.8801311	0.92565817	0.799512	0.8950941	0.826555	0.8887232	0.8395641	0.8565348	0.8724538	0.88648444	0.8062689	0.84817153	0.8994979	0.7727884	0.6745824	0.6807732	0.8179326	0.9301599	0.88615775	0.847216	0.7339772	0.9550465	0.93651587	0.9260071	0.91734344	0.7421843	0.8494716	0.9136506	0.82565135	0.9483763	0.79825604	0.90335906	0.93870133	0.87982875	0.7592031	0.8858008	0.9131719	0.8785545	0.8548709	0.73225176	0.8995506	0.9165388	0.82751065	0.825265	0.8263439	0.8964329	0.74680805	0.824582	0.87611985	0.90410465	0.8684384	0.72835386	0.87935424	0.8375608	0.85164326	0.8678145	0.91785574	0.0	0.9205179	0.8624753	0.9608818	0.8816774	0.79358876	0.9673275	0.7774151	0.73624194	0.77207243	0.84427	0.87579286	0.86650896	0.84106255
herdershond/noun	0.88508856	0.9238359	0.93490255	0.92986536	0.9147056	0.89737415	0.93282354	0.9120717	0.935249	0.8954051	0.9283118	0.9343123	0.913422	0.92556703	0.9311518	0.914132	0.926694	0.89488727	0.8869589	0.9078746	0.95428294	0.95815223	0.8654537	0.90385073	0.9051363	0.92154807	0.906296	0.9177622	0.8543321	0.8523426	0.8588561	0.8761939	0.92471653	0.85507363	0.88824385	0.9200685	0.8985091	0.9622908	0.87179625	0.9579983	0.86869293	0.95121527	0.9492448	0.9082949	0.9049201	0.9204009	0.8750088	0.88940275	0.9298141	0.88538426	0.9200679	0.82898146	0.94121504	0.904459	0.9223108	0.92107457	0.9062504	0.9323847	0.8925946	0.89699745	0.8752665	0.8992205	0.8876109	0.8834393	0.9032587	0.9437776	0.9648804	0.86543536	0.9487761	0.92586863	0.88506246	0.9521583	0.9357079	0.9047952	0.92644334	0.889439	0.9330184	0.8863822	0.93150884	0.9173965	0.91673017	0.874596	0.9671042	0.9330021	0.8887376	0.9085764	0.91359574	0.9032219	0.8414983	0.895924	0.9232034	0.88642853	0.89504224	0.9352373	0.95067847	0.910807	0.911602	0.90910494	0.9116906	0.9062498	0.93296623	0.9097562	0.97071964	0.91682625	0.90345585	0.8946793	0.9182217	0.9210768	0.9205179	0.0	0.93393266	0.9313969	0.89934033	0.95563	0.96858	0.90997994	0.93053645	0.90165955	0.8913815	0.9439399	0.9060324	0.8801955
ABVV/name	0.8777451	0.9035142	0.8481801	0.7216892	0.86818826	0.9198855	0.8904619	0.85910404	0.93380386	0.9142681	0.8094723	0.8619297	0.76963276	0.8205346	0.8106241	0.8562592	0.9278426	0.909456	0.8512878	0.7877286	0.86374545	0.89995086	0.878723	0.82932156	0.88175124	0.87254757	0.9066219	0.8128847	0.9161473	0.90653616	0.90584266	0.8660712	0.7500024	0.867933	0.9438739	0.79173964	0.9008398	0.746915	0.75322324	0.77670103	0.8846551	0.82710856	0.6749046	0.9314313	0.89263797	0.93636096	0.8904424	0.9297599	0.8736063	0.8922265	0.90430593	0.8554522	0.92037654	0.8698171	0.845976	0.7967415	0.8862758	0.8820597	0.85662436	0.86026883	0.9370502	0.8178991	0.8105493	0.9389381	0.9237202	0.8879275	0.8382601	0.91234004	0.90715665	0.86187035	0.81738263	0.8862421	0.6951381	0.8865532	0.7728511	0.9077661	0.8947792	0.9082099	0.891592	0.89462495	0.8582363	0.88836056	0.8570183	0.75964147	0.9173995	0.84476656	0.8974522	0.91479	0.8051108	0.87025225	0.89328676	0.9259854	0.9231677	0.88690925	0.9021702	0.8824857	0.926869	0.9149426	0.8929013	0.9152027	0.8199281	0.8934823	0.9179239	0.8610486	0.8616493	0.9435916	0.92136055	0.8886767	0.8624753	0.93393266	0.0	0.82831264	0.8223091	0.91130555	0.7742062	0.9230814	0.8722993	0.8767182	0.8269572	0.8246646	0.9294627	0.84598434
Rob/name	0.94873315	0.93061215	0.80843294	0.7179264	0.9425592	0.9543444	0.94089514	0.9628986	0.93233633	0.955723	0.892667	0.62584627	0.8182844	0.688441	0.90751433	0.89266866	0.9132776	0.86590296	0.92345434	0.5780095	0.935313	0.8797229	0.9090142	0.9362216	0.9518641	0.90697527	0.939001	0.8182384	0.9437006	0.92250663	0.9049344	0.857729	0.6309867	0.73396844	0.9475389	0.9240372	0.7359631	0.56021583	0.88457394	0.67424685	0.9169902	0.9206413	0.89314073	0.9613962	0.9452646	0.97381806	0.9282184	0.94641656	0.9684025	0.94433814	0.9540496	0.91346407	0.96656454	0.8548442	0.8810356	0.85642165	0.8945449	0.9527182	0.8948139	0.90380156	0.9407548	0.9475666	0.8973082	0.93782425	0.9343576	0.9541837	0.83725333	0.9496577	0.92818654	0.728415	0.6851337	0.94442195	0.6214409	0.6718983	0.74287134	0.9266114	0.9373812	0.89200866	0.89106566	0.95208627	0.6934166	0.9519088	0.85986614	0.6715894	0.9362433	0.89898014	0.92290527	0.9278442	0.8378766	0.94150615	0.9526003	0.93613577	0.9346762	0.9544193	0.9609987	0.8609417	0.97172636	0.9592104	0.9032178	0.9629689	0.65039086	0.85888207	0.9394054	0.8906013	0.9288829	0.88019305	0.95114106	0.9108196	0.9608818	0.9313969	0.82831264	0.0	0.9224713	0.9210462	0.5156381	0.94022566	0.9012306	0.9564599	0.93585116	0.8273566	0.92187977	0.82861775
