	gericht/adj	bijzonder/adj	commentaar/noun	Magda/name	dit/det	nog/adv	gegeven/noun	signaal/noun	begin/noun	wel/adv	reactie/noun	Dekker/name	Bodson/name	Faber/name	dat/comp	teneur/noun	strohalm/noun	Priscilla/name	tegelijk/adj	Christian/name	integratie/noun	Koffrie/name	ouder/noun	tendens/noun	zeer/adv	buitengewoon/adj	zo/adv	brief/noun	dorp_DIM/noun	aanblik/noun	wanhoop/noun	weekeinde/noun	coach/noun	dichter/noun	aangeschaft/adj	Europees/adj	debuut/noun	De/name	buurtbewoner/noun	woordvoerder/noun	hacker/noun	uitslag/noun	oppositie/noun	erg/adj	boodschap/noun	het/noun	feestganger/noun	blik/noun	verandering/noun	iedereen/pron	realiteit/noun	ze/pron	einde/noun	constatering/noun	terugkeer/noun	bewoording/noun	trip/noun	Midden-Oosten/name	student/noun	titelstrijd/noun	echt/adj	men/pron	opnieuw/adv	ontzettend/adj	voorbeeld/noun	ontwikkeling/noun	analist/noun	geluid/noun	gelijkspel/noun	Wotte/name	auteur/noun	verwachting/noun	Freddy/name	mevrouw/noun	Demol/name	ik/pron	perspectief/noun	wending/noun	zege/noun	dat/det	Cédric/name	steeds/adv	Buurmeijer/name	Declercq/name	rots/noun	verklaring/noun	u/pron	mij/pron	hij/pron	we/pron	markt/noun	even/adj	me/pron	weinig/adj	toekomst/noun	gestemd/adj	rest/noun	teken/noun	veel/noun	kant/noun	Wijk/name	ondertitel/noun	kwartaal/noun	week/noun	zomermaand/noun	boek/noun	wat/pron	aanvang/noun	indicator/noun	herdershond/noun	ABVV/name	Rob/name	Hezbollah/name	vertrouwen/noun	Van/name	iets/adv	Wall/name	minder/adj	wij/pron	Standaard/name	geschiedenis/noun	team/noun
boodschap/noun	0.8157172	0.8410128	0.7685091	0.9102299	0.88169557	0.8360785	0.75675	0.62431127	0.9593729	0.78877324	0.7581362	0.9351755	0.89324975	0.9025356	0.7935169	0.7536069	0.90290785	0.9214697	0.7634966	0.9648394	0.86925256	0.92085457	0.82526624	0.79996145	0.79675114	0.81656533	0.7646001	0.72158366	0.9221742	0.8553797	0.8192419	0.90375173	0.9423018	0.8672725	0.8942796	0.930078	0.9198428	0.97384864	0.87271106	0.9106262	0.82164025	0.8995906	0.86380494	0.7950647	0.0	0.8518663	0.8654338	0.8014677	0.82039773	0.76795685	0.81073606	0.7397466	0.92875993	0.77172935	0.89333606	0.675925	0.89109397	0.8340038	0.8761182	0.935105	0.8181636	0.77144766	0.8959689	0.8225054	0.86800516	0.8496576	0.89842963	0.7557902	0.9423112	0.8975846	0.86238027	0.8692581	0.9477798	0.85557485	0.9288653	0.8077543	0.810799	0.79933536	0.9387814	0.8020752	0.9554003	0.78871334	0.9551902	0.9437984	0.8957137	0.77150476	0.7770823	0.7977713	0.7824594	0.7904583	0.8859785	0.7823247	0.82478374	0.82284456	0.8470032	0.8696622	0.86763215	0.78659606	0.80779386	0.8562963	0.90966165	0.77845806	0.9626335	0.914535	0.8776573	0.80605	0.76156574	0.9127937	0.8714071	0.9049201	0.89263797	0.9452646	0.8591858	0.84418344	0.9753737	0.7723122	0.9101401	0.8439051	0.7700725	0.89634824	0.8652943	0.9376871
het/noun	0.91792107	0.74600124	0.9090744	0.9488275	0.7503523	0.7367937	0.83424056	0.8585588	0.9621149	0.56845856	0.8062078	0.92027843	0.892976	0.9060256	0.6233367	0.8540224	0.89656633	0.9215132	0.8042291	0.98841304	0.8929491	0.89471453	0.89382464	0.84998655	0.7133498	0.74937725	0.6235383	0.956135	0.9577761	0.83299345	0.8929497	0.9447425	0.95519197	0.91304237	0.92407256	0.9634713	0.92330056	0.9948385	0.91591954	0.97028446	0.8811599	0.8667374	0.92023516	0.60297513	0.8518663	0.0	0.8996556	0.8999111	0.87873363	0.69172955	0.8079033	0.7375715	0.9408221	0.7431538	0.9104002	0.8554886	0.8897479	0.9428183	0.93505836	0.90769327	0.66981304	0.7044642	0.9117279	0.6562978	0.88202286	0.89877385	0.8830397	0.8468226	0.89052105	0.87533295	0.90521336	0.90616345	0.9835289	0.8679165	0.93684196	0.65405273	0.8069998	0.78099024	0.90572226	0.48984635	0.95685583	0.7948397	0.90600264	0.96969205	0.929695	0.8513477	0.78112507	0.59832895	0.8059142	0.703267	0.93875843	0.7766896	0.63940954	0.74933815	0.8781248	0.9134306	0.9258042	0.9005582	0.7708031	0.9145556	0.94214255	0.90422595	0.9640438	0.94490534	0.8873673	0.86889535	0.660126	0.96430033	0.8931017	0.9204009	0.93636096	0.97381806	0.94158083	0.87430346	0.98919576	0.788976	0.94367224	0.7797812	0.68688846	0.9699736	0.921466	0.93000513
feestganger/noun	0.8698606	0.8764232	0.9051337	0.9336373	0.883011	0.8500645	0.8875512	0.90481573	0.93083537	0.89748424	0.8661353	0.89988637	0.9174062	0.880333	0.86579144	0.8864237	0.9041882	0.8982661	0.79558456	0.9372315	0.93430775	0.90662706	0.8432721	0.88135076	0.8708099	0.8842766	0.8574926	0.8622162	0.8371163	0.7829562	0.8565813	0.7957346	0.9315953	0.87580717	0.86962336	0.91447675	0.90022093	0.94898343	0.7490227	0.9433199	0.8091025	0.9372329	0.8950423	0.8738566	0.8654338	0.8996556	0.0	0.82926583	0.9196161	0.8013433	0.90799594	0.7326147	0.9259219	0.8791817	0.9074313	0.87332034	0.85049033	0.895444	0.7539738	0.8888463	0.87355715	0.81745225	0.82080567	0.87536246	0.89649975	0.9405674	0.9149119	0.8340515	0.9319037	0.8878768	0.87655634	0.91621953	0.941165	0.87053823	0.92387223	0.8413805	0.9050517	0.89199746	0.91324914	0.8786651	0.91798353	0.8270887	0.94232047	0.934227	0.82386446	0.892395	0.8541064	0.8684458	0.7603466	0.8273925	0.8865754	0.8050556	0.8549123	0.8812495	0.9292735	0.8918622	0.8899026	0.9016663	0.8855649	0.9008712	0.89202976	0.8970298	0.9412332	0.8572257	0.7903631	0.871129	0.8961514	0.88284457	0.8876091	0.8750088	0.8904424	0.9282184	0.8482526	0.91682297	0.9654619	0.8608723	0.904449	0.82862973	0.85157526	0.91353637	0.9225485	0.88296795
blik/noun	0.8120245	0.80886734	0.86045474	0.93349546	0.9325335	0.8698614	0.876153	0.8626845	0.9757478	0.85371935	0.82435834	0.9161277	0.92168635	0.89782214	0.887806	0.83880836	0.90480894	0.9161249	0.7214612	0.9516103	0.92103976	0.93743837	0.8861763	0.8527852	0.76794547	0.8260775	0.7784847	0.8495089	0.86406326	0.68544245	0.75876856	0.9372577	0.93576235	0.86388016	0.8810588	0.9512777	0.9104275	0.9818272	0.86563873	0.9788519	0.8715161	0.93555874	0.91671	0.7861185	0.8014677	0.8999111	0.82926583	0.0	0.90137815	0.80377173	0.81159794	0.73757565	0.94377863	0.80804694	0.90095747	0.8053974	0.8798487	0.8981607	0.899359	0.9073931	0.8375484	0.80880594	0.8764067	0.8018016	0.8909925	0.8823186	0.9124589	0.69795597	0.9281794	0.88520694	0.88243324	0.9074216	0.9449059	0.8603045	0.9149132	0.8117096	0.7543937	0.8103931	0.9197528	0.8758976	0.93196905	0.7996757	0.96706104	0.9510293	0.76367086	0.8990234	0.8500618	0.8174349	0.7884385	0.8405831	0.87631714	0.72965646	0.8106723	0.8415171	0.85229176	0.85662663	0.85727507	0.86961114	0.83722293	0.824705	0.92201316	0.8753634	0.96668893	0.9500984	0.84770024	0.8473728	0.8607876	0.9464115	0.89112234	0.88940275	0.9297599	0.94641656	0.9023804	0.9011773	0.97758555	0.7725068	0.9114674	0.83842456	0.84378934	0.92750597	0.8770902	0.93947005
verandering/noun	0.7668518	0.8263624	0.8910469	0.9301116	0.77514815	0.8471593	0.7830547	0.75996727	0.8946904	0.811575	0.8073299	0.9410029	0.90247095	0.893944	0.7734066	0.8516696	0.91194975	0.9445296	0.7798285	0.98003113	0.68000317	0.90120184	0.87851506	0.684152	0.7440124	0.8134088	0.82959557	0.9298623	0.9305803	0.8712399	0.82579184	0.9014596	0.9467211	0.9140368	0.92239535	0.79600734	0.93903637	0.9877094	0.8688662	0.9571934	0.8613936	0.89740646	0.8150331	0.8315983	0.82039773	0.87873363	0.9196161	0.90137815	0.0	0.83175933	0.7821156	0.8294844	0.8510439	0.8103429	0.76964015	0.82837224	0.9002628	0.792329	0.8955977	0.90320474	0.8306187	0.74499476	0.8524133	0.8605493	0.83891445	0.5813044	0.8543546	0.81929356	0.9408843	0.8791694	0.9052339	0.842673	0.9785544	0.9467341	0.9405412	0.8665402	0.7316923	0.74539554	0.92075557	0.7877799	0.97232825	0.7837904	0.9117126	0.9604669	0.89896345	0.84206545	0.8894117	0.8766794	0.85315573	0.78798175	0.83361065	0.88716245	0.88227177	0.78990895	0.77093256	0.8797533	0.90159804	0.76263475	0.8091409	0.91738635	0.91198426	0.9099939	0.90415704	0.90469193	0.86518574	0.91618335	0.83972055	0.9388789	0.7655238	0.9298141	0.8736063	0.9684025	0.8505577	0.82544756	0.9895528	0.82405704	0.90147895	0.82257146	0.7686853	0.9442665	0.855565	0.920541
iedereen/pron	0.89468193	0.797908	0.872641	0.90258884	0.8422208	0.699489	0.8549566	0.833712	0.94741476	0.54838914	0.8302329	0.8605353	0.8688802	0.87323576	0.6626853	0.84192765	0.87562984	0.85173726	0.7130469	0.96985906	0.8739592	0.8881739	0.7248286	0.85024416	0.78402126	0.8214097	0.6692194	0.8960682	0.898571	0.79776394	0.833032	0.9007952	0.8821381	0.8709442	0.8841428	0.9323119	0.931316	0.98838234	0.774812	0.96785295	0.82800704	0.8828412	0.8567563	0.6949614	0.76795685	0.69172955	0.8013433	0.80377173	0.83175933	0.0	0.8030179	0.4448923	0.92143965	0.8193767	0.8600945	0.8214748	0.86000335	0.9194815	0.8184459	0.8725098	0.60779834	0.5029417	0.79602486	0.639145	0.90106803	0.875555	0.84217983	0.79271126	0.8926795	0.83477706	0.8875234	0.9162627	0.95219076	0.769645	0.8725415	0.4112599	0.8649986	0.82619846	0.9027052	0.6732593	0.92958784	0.7177479	0.896479	0.94194007	0.874753	0.89716315	0.55843776	0.5493146	0.56040514	0.4949205	0.8785491	0.6378831	0.5401179	0.7622789	0.8557786	0.8566363	0.85128415	0.8557954	0.79981595	0.84931093	0.89569676	0.890036	0.95585436	0.90034187	0.83339757	0.87223303	0.6385144	0.9199207	0.89223635	0.88538426	0.8922265	0.94433814	0.8775158	0.85612106	0.97821724	0.7733471	0.9193039	0.7937246	0.47193956	0.9421901	0.9085638	0.8688382
realiteit/noun	0.82033885	0.8121725	0.8773564	0.92556465	0.82203877	0.84178454	0.7739476	0.8155492	0.95508933	0.790295	0.8588458	0.9307758	0.88891006	0.89318204	0.7740583	0.83641946	0.8775409	0.9107938	0.72990555	0.95785123	0.789144	0.9312099	0.87051713	0.7595275	0.78107965	0.7989274	0.74846065	0.9188771	0.8824974	0.8389187	0.77049446	0.9268916	0.94404125	0.8319793	0.94994956	0.8798269	0.9144592	0.9834175	0.9118357	0.9603677	0.8609723	0.9023478	0.8726292	0.776841	0.81073606	0.8079033	0.90799594	0.81159794	0.7821156	0.8030179	0.0	0.75195044	0.88359696	0.76822865	0.86696976	0.8183748	0.88198817	0.83320266	0.88768095	0.9079916	0.7425028	0.72259223	0.8673286	0.799765	0.8352078	0.75255746	0.8921037	0.7857759	0.92667615	0.8804134	0.83156973	0.83029985	0.96321374	0.9163082	0.92758137	0.79879797	0.6874335	0.76165056	0.9340804	0.7270675	0.95389193	0.74038905	0.9291179	0.94003844	0.8480302	0.85999006	0.8658685	0.7901956	0.7923752	0.7632463	0.87134916	0.81882393	0.8131766	0.7672538	0.8230462	0.8972421	0.85051155	0.83335674	0.81476784	0.86341834	0.9105706	0.828809	0.95265555	0.9351334	0.8838016	0.84063506	0.7849732	0.94697726	0.83252156	0.9200679	0.90430593	0.9540496	0.88068426	0.8631589	0.98145354	0.80872536	0.9136935	0.8418153	0.76189965	0.93350375	0.7569149	0.91314554
ze/pron	0.87089896	0.81318724	0.85953397	0.8482575	0.83398885	0.6492572	0.81166553	0.8069935	0.920981	0.5712275	0.8225641	0.8381447	0.8077665	0.8027484	0.63335323	0.84908897	0.8344537	0.8148145	0.6660576	0.93570995	0.89050394	0.852086	0.5933225	0.83813894	0.79727364	0.8281846	0.61873907	0.8247535	0.8535007	0.7714043	0.7451976	0.8468307	0.8646168	0.84960794	0.8362419	0.9362585	0.9150661	0.97984844	0.71787655	0.9295527	0.75653136	0.8844	0.8141384	0.6917243	0.7397466	0.7375715	0.7326147	0.73757565	0.8294844	0.4448923	0.75195044	0.0	0.90683216	0.80448484	0.8638818	0.79018176	0.84122896	0.90378016	0.7649561	0.85941935	0.60529226	0.4212575	0.7227242	0.61181045	0.8963308	0.894996	0.86072063	0.76188093	0.8882383	0.8050183	0.8559081	0.8948978	0.91710484	0.6840459	0.8352401	0.32076526	0.8477156	0.8147528	0.90540963	0.63533723	0.904052	0.68754876	0.88049155	0.90372896	0.81529224	0.8320954	0.4857586	0.5442066	0.24600583	0.3794402	0.861061	0.5511743	0.5074731	0.7266772	0.8436176	0.8467567	0.7871828	0.8382202	0.76162165	0.8300493	0.86055213	0.83845466	0.95413876	0.8215588	0.8171207	0.8261287	0.60711014	0.91947615	0.8801311	0.82898146	0.8554522	0.91346407	0.79920864	0.8382341	0.9658497	0.70741457	0.9076719	0.7923595	0.4264741	0.9094147	0.88177055	0.8551281
einde/noun	0.9074394	0.89820284	0.93086183	0.9574778	0.8356258	0.80689	0.9463136	0.9131616	0.48366618	0.9426763	0.9226115	0.90910345	0.9098679	0.91290474	0.89633405	0.8808099	0.89939	0.9418698	0.8902757	0.9626462	0.930537	0.9122821	0.9534937	0.9068614	0.91453856	0.912734	0.9136547	0.9372847	0.91678625	0.9237299	0.8529271	0.86469674	0.92561096	0.92781556	0.9555756	0.8928525	0.87728477	0.98779464	0.9311947	0.9709227	0.9346861	0.8436421	0.89067024	0.9265927	0.92875993	0.9408221	0.9259219	0.94377863	0.8510439	0.92143965	0.88359696	0.90683216	0.0	0.8877685	0.8512188	0.9146652	0.90738845	0.8502393	0.929198	0.8221461	0.8896937	0.8937598	0.8184062	0.9389059	0.93708783	0.90479654	0.94211566	0.93612593	0.88454497	0.890451	0.94256955	0.88818735	0.9694391	0.9643843	0.9219295	0.90599966	0.87328786	0.7740912	0.8391988	0.9109627	0.9363232	0.90435374	0.92569554	0.9436901	0.90889585	0.9299709	0.93574417	0.9309437	0.8521674	0.85232973	0.934476	0.8959465	0.9375275	0.9069544	0.87033784	0.89611065	0.8769892	0.90011746	0.86431473	0.92393625	0.91292846	0.90487784	0.9024658	0.8342742	0.90824395	0.91957396	0.9309156	0.7381511	0.92565817	0.94121504	0.92037654	0.96656454	0.8812279	0.93155426	0.98680943	0.92954814	0.93828404	0.89513373	0.89766514	0.9447997	0.87244624	0.90148354
constatering/noun	0.84159714	0.7805425	0.7843228	0.89885014	0.7837633	0.83805466	0.748132	0.80941784	0.9116797	0.76224536	0.7503873	0.85327315	0.8654605	0.79909325	0.7087768	0.7466788	0.85738826	0.92189395	0.77869236	0.90447813	0.8125518	0.88315123	0.8838501	0.7682977	0.7365185	0.7425705	0.76012933	0.8299488	0.90808916	0.79679257	0.78805	0.8447405	0.8364872	0.83019614	0.90485334	0.84308475	0.83870846	0.9219571	0.84387434	0.86631453	0.84794885	0.83542573	0.8212509	0.7444427	0.77172935	0.7431538	0.8791817	0.80804694	0.8103429	0.8193767	0.76822865	0.80448484	0.8877685	0.0	0.8277585	0.7039714	0.8638829	0.8457619	0.88013625	0.8578765	0.8055458	0.7756195	0.84915453	0.7905396	0.8121833	0.79935944	0.8202061	0.7973088	0.8113828	0.80668104	0.8052512	0.818874	0.92495394	0.81025064	0.8958752	0.8275388	0.77568346	0.7497175	0.85943663	0.7190314	0.9180904	0.7706598	0.8583244	0.90582716	0.8699825	0.7164111	0.847437	0.8065345	0.78305703	0.8243114	0.87264556	0.8257023	0.8344687	0.7805437	0.8563223	0.8407444	0.8902845	0.8564006	0.77979034	0.8707088	0.8492915	0.804427	0.9312962	0.87631005	0.85406077	0.81921095	0.79807013	0.8964049	0.799512	0.904459	0.8698171	0.8548442	0.8588143	0.8148605	0.9249806	0.78647304	0.88369143	0.8173219	0.79310465	0.9003558	0.83108103	0.84914196
terugkeer/noun	0.83988625	0.8904133	0.89097726	0.88971746	0.86505294	0.87137204	0.9110547	0.8548755	0.8816883	0.8915464	0.8485433	0.8955082	0.8847002	0.84649944	0.7824816	0.8725197	0.89419186	0.9099059	0.8387268	0.8604577	0.7275841	0.8843529	0.84955895	0.85532665	0.8433398	0.8793111	0.8746501	0.90047777	0.86415076	0.87591773	0.8295373	0.76977843	0.77805257	0.89462286	0.92854226	0.80575097	0.7467947	0.8759353	0.86324173	0.8641976	0.8910642	0.8548933	0.78135127	0.87511337	0.89333606	0.9104002	0.9074313	0.90095747	0.76964015	0.8600945	0.86696976	0.8638818	0.8512188	0.8277585	0.0	0.8409763	0.7117859	0.74355495	0.8896185	0.7973019	0.86980915	0.8299707	0.78051543	0.9046898	0.8671949	0.8028442	0.8807433	0.88788664	0.80713445	0.8402653	0.89379334	0.89033425	0.87946963	0.90452385	0.8537763	0.88534737	0.83764225	0.8227612	0.7866639	0.86343545	0.8629131	0.83625317	0.9358316	0.87295055	0.881535	0.8646065	0.90559626	0.89610577	0.83719206	0.8572637	0.9009148	0.8785645	0.9012256	0.8644795	0.75991005	0.8916088	0.8794982	0.855834	0.843209	0.8768105	0.84645796	0.9055828	0.94972587	0.8331593	0.8814906	0.9225702	0.9142996	0.8765281	0.8950941	0.9223108	0.845976	0.8810356	0.81545293	0.867907	0.8595235	0.9259048	0.9064341	0.8837794	0.82538146	0.9103856	0.87323916	0.8281716
bewoording/noun	0.8219935	0.7615452	0.73295665	0.8617795	0.85278165	0.84664774	0.80412805	0.7352327	0.91590476	0.8217815	0.6387515	0.8831933	0.82871664	0.78785634	0.72916806	0.735227	0.8896621	0.9207314	0.738353	0.88756657	0.8462688	0.8867266	0.876163	0.7689602	0.71572745	0.6932253	0.7521042	0.70778084	0.9016266	0.82245374	0.8096163	0.7946539	0.86817765	0.807809	0.9058125	0.85055923	0.8590428	0.9228822	0.82196313	0.8087232	0.8344717	0.84413415	0.73683083	0.7766747	0.675925	0.8554886	0.87332034	0.8053974	0.82837224	0.8214748	0.8183748	0.79018176	0.9146652	0.7039714	0.8409763	0.0	0.8772771	0.8039941	0.8759857	0.9069756	0.8769842	0.777268	0.8310218	0.8394518	0.8118388	0.83156395	0.8182393	0.7405677	0.92188084	0.8416421	0.77147025	0.8478774	0.8900418	0.7966533	0.8822463	0.86132103	0.7766038	0.76373154	0.90975016	0.8187027	0.9250817	0.77879643	0.8917374	0.9055997	0.8785999	0.68194336	0.8391656	0.8364395	0.72910595	0.8590788	0.91242373	0.82311445	0.8501935	0.81193066	0.85972685	0.799245	0.9314187	0.82021147	0.824515	0.85804015	0.820269	0.8050284	0.9253255	0.83616364	0.88535255	0.797305	0.79771453	0.8961466	0.826555	0.92107457	0.7967415	0.85642165	0.78207606	0.8607396	0.9071694	0.72775763	0.8527354	0.84746605	0.8158229	0.883672	0.8477905	0.8877607
trip/noun	0.88924026	0.8505736	0.9051738	0.8896314	0.8692205	0.8393979	0.8862992	0.9020803	0.9230946	0.8719375	0.89912695	0.8726224	0.9035192	0.87309986	0.91667277	0.90743506	0.8690957	0.90043545	0.8578198	0.8616619	0.89369726	0.924715	0.8918688	0.8566677	0.845736	0.8524275	0.86549765	0.9060533	0.7712611	0.8348453	0.87708545	0.727433	0.7736478	0.89055854	0.89860237	0.8341651	0.7303407	0.8345805	0.8840421	0.9311695	0.89034986	0.8452406	0.9049834	0.84553874	0.89109397	0.8897479	0.85049033	0.8798487	0.9002628	0.86000335	0.88198817	0.84122896	0.90738845	0.8638829	0.7117859	0.8772771	0.0	0.8044468	0.86479145	0.6666819	0.85940695	0.85142463	0.7620871	0.8371498	0.8462944	0.8597195	0.90926474	0.8847624	0.6746997	0.8459297	0.89372253	0.89988124	0.8458044	0.8988776	0.8132101	0.8533416	0.8546194	0.83625007	0.68705523	0.88298386	0.82212764	0.8788925	0.9624555	0.8371828	0.83236295	0.90826756	0.851949	0.8802925	0.84347993	0.8195858	0.87487817	0.8476551	0.86964357	0.87024724	0.85285926	0.89982677	0.8536992	0.9228635	0.8334472	0.90277815	0.8532617	0.8568013	0.9240938	0.76229095	0.750822	0.8856413	0.902266	0.8394378	0.8887232	0.9062504	0.8862758	0.8945449	0.8862195	0.89683354	0.8505232	0.8916211	0.9097173	0.83879197	0.8517913	0.8460538	0.83672076	0.76254094
Midden-Oosten/name	0.7444484	0.8698761	0.8817371	0.93484074	0.8775643	0.9202784	0.8808207	0.82004976	0.8880735	0.9412573	0.82325107	0.93691546	0.91400445	0.8824188	0.84761286	0.86044735	0.89852273	0.9296466	0.8241278	0.9449533	0.75875574	0.93147194	0.9085221	0.80883974	0.8348928	0.8496027	0.90356827	0.8800239	0.84182674	0.8724468	0.81530017	0.8000251	0.945496	0.8993873	0.9129568	0.7497157	0.94032633	0.96889305	0.8914708	0.8868152	0.8452532	0.91736573	0.7905774	0.88609457	0.8340038	0.9428183	0.895444	0.8981607	0.792329	0.9194815	0.83320266	0.90378016	0.8502393	0.8457619	0.74355495	0.8039941	0.8044468	0.0	0.8926952	0.8968979	0.8846507	0.8720241	0.85182685	0.9248994	0.8469039	0.7233461	0.8751638	0.894355	0.93361074	0.92200035	0.879869	0.88976026	0.9518054	0.93051106	0.94659853	0.9464819	0.7727746	0.8490372	0.9454817	0.8932097	0.9550977	0.7992439	0.9243692	0.962504	0.88101375	0.83600193	0.93969357	0.9309969	0.886004	0.9152421	0.80134207	0.93535316	0.9315371	0.8823777	0.808998	0.8960715	0.83621883	0.8141005	0.85459477	0.91982514	0.8597199	0.8697436	0.94022024	0.8823839	0.8778266	0.8988535	0.91541135	0.9345632	0.8395641	0.9323847	0.8820597	0.9527182	0.67687714	0.8949874	0.9646246	0.91949093	0.8609693	0.89954096	0.88575435	0.92326313	0.7845683	0.8932807
student/noun	0.7499132	0.8486835	0.91885114	0.8709512	0.9068976	0.8745457	0.83309263	0.88057816	0.92947733	0.90103817	0.858783	0.9010035	0.90912956	0.89008987	0.88634	0.87819135	0.8834402	0.88453466	0.7863901	0.90564287	0.8185147	0.94576174	0.6416507	0.8368065	0.8578522	0.8339635	0.8824298	0.8716092	0.84907424	0.84944403	0.8834183	0.8308161	0.8809934	0.8105671	0.87862647	0.8681359	0.91326654	0.94675016	0.74978995	0.92384356	0.80592144	0.93831694	0.852283	0.8835467	0.8761182	0.93505836	0.7539738	0.899359	0.8955977	0.8184459	0.88768095	0.7649561	0.929198	0.88013625	0.8896185	0.8759857	0.86479145	0.8926952	0.0	0.88549453	0.9059119	0.81834304	0.8501193	0.8765392	0.85316366	0.8345867	0.88745147	0.87635064	0.953274	0.88628876	0.77222824	0.9079518	0.92083406	0.8862711	0.90965164	0.8624563	0.84191614	0.90552986	0.9383897	0.9009279	0.92383856	0.77567935	0.9095446	0.90277594	0.90425205	0.8855277	0.8503175	0.87864965	0.8206582	0.8446555	0.85077906	0.91032046	0.8788565	0.85379046	0.918734	0.91511405	0.8868203	0.884506	0.9021353	0.89773846	0.9147376	0.8703778	0.92585236	0.87095344	0.7813456	0.86358756	0.9057848	0.87313175	0.8565348	0.8925946	0.85662436	0.8948139	0.859789	0.9026618	0.94867563	0.86680615	0.9281253	0.78279305	0.8201836	0.8941052	0.7647859	0.8073881
titelstrijd/noun	0.9205252	0.87903124	0.91929454	0.89721197	0.82227385	0.8204357	0.9310096	0.91848105	0.87486666	0.89582527	0.9167289	0.8053274	0.88433874	0.889373	0.91395694	0.91165984	0.8470159	0.92457414	0.8795559	0.8452973	0.87862575	0.9049265	0.9449779	0.8706769	0.88155454	0.8787127	0.9002144	0.94282913	0.8777952	0.88568413	0.88176477	0.6883885	0.74550974	0.90343326	0.9391342	0.7295807	0.7008664	0.8675554	0.90172803	0.9455912	0.89445543	0.7366183	0.89989084	0.89929	0.935105	0.90769327	0.8888463	0.9073931	0.90320474	0.8725098	0.9079916	0.85941935	0.8221461	0.8578765	0.7973019	0.9069756	0.6666819	0.8968979	0.88549453	0.0	0.83239824	0.8613575	0.7074598	0.8975076	0.90657437	0.8795174	0.91433245	0.8987754	0.65942353	0.82504755	0.8989372	0.8765769	0.84419173	0.9377988	0.8186679	0.8660673	0.84631836	0.8295096	0.59358233	0.88557255	0.7506633	0.8891268	0.9406331	0.80933356	0.8871425	0.9355391	0.89579695	0.8758782	0.8369928	0.7937565	0.8572864	0.87480956	0.8735639	0.87642264	0.8401706	0.90310967	0.87575394	0.92553115	0.85696685	0.92756295	0.8384724	0.87019473	0.89110905	0.7894628	0.80356735	0.9132251	0.9095874	0.80642474	0.8724538	0.89699745	0.86026883	0.90380156	0.88639635	0.84885556	0.8676146	0.91471386	0.8950217	0.8822127	0.82987374	0.86581254	0.8856637	0.63907397
echt/adj	0.8819923	0.6868305	0.9096049	0.9334995	0.7742919	0.69337106	0.8985717	0.85080504	0.9103618	0.56298405	0.8410703	0.8813362	0.8880637	0.8915325	0.7196481	0.86603284	0.85494745	0.8815024	0.7147178	0.9532513	0.86747265	0.9044469	0.84488475	0.8455554	0.7330017	0.74723333	0.6307677	0.9462377	0.9169444	0.7926122	0.79573286	0.8811121	0.92563456	0.8649602	0.9083342	0.916777	0.8451463	0.99254346	0.8840828	0.98570436	0.8471215	0.88746065	0.9091532	0.5828116	0.8181636	0.66981304	0.87355715	0.8375484	0.8306187	0.60779834	0.7425028	0.60529226	0.8896937	0.8055458	0.86980915	0.8769842	0.85940695	0.8846507	0.9059119	0.83239824	0.0	0.69276553	0.80788124	0.5453164	0.8655529	0.8675022	0.8899189	0.79255515	0.894439	0.87300134	0.8917452	0.9022965	0.95694023	0.84049827	0.90190923	0.48669106	0.81480944	0.7617374	0.87692606	0.6207324	0.9181111	0.74184096	0.9038167	0.9513047	0.8658606	0.90944594	0.6735813	0.5546267	0.6961467	0.6161928	0.90032995	0.6656524	0.5905496	0.68599707	0.84808445	0.869266	0.8758315	0.7983474	0.74419826	0.8809193	0.91287464	0.8488735	0.96103626	0.9045129	0.87090826	0.8395312	0.6292741	0.9196561	0.88648444	0.8752665	0.9370502	0.9407548	0.9213252	0.8471607	0.9839434	0.7468098	0.9116365	0.74271303	0.611635	0.9529397	0.8637413	0.87037903
