	troost/noun	loot/noun	droom/noun	belangstellende/noun	geld/noun	bevrediging/noun	reëel/adj	blijk/verb	loop_mis/verb	stang/noun	in/verb	geef/verb	druk_uit/verb	vrede_regeling/noun	alles/noun	telefoon_gesprek/noun	leef_op/verb	injecteer/verb	stel/verb	pelgrim/noun	genezing/noun	lijk/verb	verlossing/noun	heb_op/verb	gelul/verb	onzin/noun	uit_weg/noun	vod/noun	leer/verb	Belgisch/adj	toepassing/noun	ontleen/verb	veel/det	staal/noun	al/adv	horizon/noun	nieuw/adj	vaag/adj	scheel/verb	ons/det	incasseringsvermogen/noun	plaats_DIM/noun	slordig/adj	verlies/verb	schenk/verb	die/det	puin/noun	nauwelijks/det	veeg/verb	redding/noun	goed/adj	vrede/noun	wanhoop/noun	krijg/verb	tijd/noun	en/vg	breng/verb	liefde/noun	groot/adj	kabaal/noun	ding/noun	oppositie/noun	geef_op/verb	schep/verb	boodschap/noun	rommel/noun	geen/det	enig/det	gooi/verb	laat/adj	mijn/det	verandering/noun	in/prep	kind_DIM/noun	wat/det	Francesco/name	één/num	terug_match/noun	einde/noun	weinig/det	verbetering/noun	overleving/noun	overlast/noun	spreek_uit/verb	wek_op/verb	rente/noun	vestig/verb	weer/adv	hele/adj	daarmee/pp	groei/verb	rechtvaardig/verb	sprankje/noun	doe/verb	vreugde/noun	zegen/noun	geef_uit/verb	ijdel/adj	koop/verb	vrees/noun	rust/noun	waarheid/noun	ben/verb	sterk/verb	materiaal/noun	pril/adj	rotzooi/noun	schiet_af/verb	stil/adj	bied/verb	genees_middel/noun	lig/verb	heel/adj	vooral/adv	conflict/noun	sterf/verb	geduld/noun	koester/verb	heb/verb	bel_af/verb	poen/noun	laat/verb	op/prep	ontneem/verb	beterschap/noun	mens/noun	licht_DIM/noun	verwachting/noun	Al/det	verdriet/noun	flauw/adj	leven_DIM/noun	haar/det	ballast/noun	enig/adj	werk/noun	alle/det	voor/prep	afloop/noun	blijf/verb	herstructurering/noun	zonder/prep	de/det	ervaring/noun	gelijkmaker/noun	hulpverlener/noun	kennis/noun	geloof/noun	hun/det	vals/adj	vurig/adj	weinig/adj	toekomst/noun	tussen/prep	dag/noun	zie_tegemoet/verb	rijs/verb	teken/noun	verg/verb	zijn/det	renner/noun	bevat/verb	rumoer/noun	solidariteit/noun	benzine/noun	druk_in/verb	beetje/noun	staar/verb	een/det	gloor/verb	veel/adj	put/verb	herstel/noun	gezeur/noun	vertrouwen/noun	koers_stijging/noun	zet/verb	geluk/noun	meer/det	waai_over/verb	besta/verb	inspireer/adj	ondanks/prep	ellende/noun
rechtvaardig/verb	0.8197072	0.8895325	0.87351817	0.8829812	0.88436455	0.8194679	0.6593721	0.76785	0.825977	0.88128567	0.8404392	0.7872901	0.7776357	0.81510955	0.8995239	0.80334306	0.8426552	0.84408724	0.76091826	0.84617114	0.80671155	0.7616996	0.82937074	0.8126535	0.86644924	0.7604034	0.73533714	0.9218998	0.87913746	0.87893945	0.78455275	0.7250023	0.8175266	0.86619306	0.889196	0.8602083	0.83012295	0.71752113	0.85682374	0.7832341	0.877802	0.91824526	0.8572386	0.8668001	0.85843784	0.69589853	0.88942134	0.77567005	0.8057681	0.87494254	0.83333546	0.7468569	0.79826236	0.81979865	0.9159631	0.78171134	0.869438	0.8460283	0.8264712	0.88450706	0.8801563	0.7644944	0.7885506	0.7829291	0.8320409	0.8657642	0.7045071	0.7610389	0.9136065	0.91438174	0.8551911	0.7882279	0.85245204	0.90734774	0.890547	0.908733	0.8734598	0.9323065	0.864645	0.77106917	0.78680104	0.81870776	0.81775236	0.6617232	0.76556563	0.8081171	0.8587507	0.91252387	0.897073	0.7780014	0.8210817	0.0	0.8989881	0.80772173	0.8333799	0.78972816	0.8543621	0.79661006	0.89019614	0.69445074	0.9295918	0.7723724	0.77091235	0.6721724	0.84310067	0.8470269	0.8655983	0.79969823	0.87702304	0.7746618	0.81311506	0.88620615	0.87793815	0.81115603	0.69956225	0.88240695	0.84984225	0.7528508	0.7430533	0.90113896	0.88956547	0.8744514	0.85638946	0.70215684	0.84340715	0.8474486	0.9012429	0.8206281	0.8065994	0.86840504	0.82526106	0.8793367	0.8157194	0.87995636	0.80158144	0.87005544	0.7813456	0.7516328	0.85269	0.8180415	0.8286494	0.7503667	0.70110494	0.8397996	0.9323565	0.78576523	0.811466	0.7495452	0.73637533	0.8403734	0.8151398	0.7891761	0.8431983	0.8267706	0.90867263	0.7393463	0.7260339	0.7840992	0.73094916	0.75830466	0.9078764	0.7959376	0.8159622	0.7628345	0.8791042	0.77526575	0.8908477	0.90255195	0.7407368	0.8286563	0.8394462	0.80290484	0.7948876	0.8307441	0.83641624	0.8311638	0.9228218	0.88567716	0.7986234	0.85965645	0.7086203	0.8071789	0.6624715	0.81680405
sprankje/noun	0.77000463	0.93529284	0.8368519	0.9156996	0.9111503	0.8693914	0.85317016	0.8916306	0.8866702	0.910146	0.8956096	0.88078314	0.8624258	0.87783325	0.8973382	0.91558003	0.83095694	0.9167419	0.94184095	0.89864475	0.8629613	0.8404154	0.8263135	0.8601648	0.89999783	0.91882634	0.83002186	0.9066327	0.9082964	0.9256358	0.9321785	0.8831515	0.84637314	0.9388641	0.9012026	0.84363997	0.9028073	0.8711461	0.9123558	0.8734886	0.92852443	0.89174855	0.9177312	0.902918	0.88797325	0.8673061	0.8949532	0.83277154	0.920868	0.83379215	0.8833473	0.853757	0.8124486	0.8845669	0.89838386	0.8449178	0.8846393	0.7996616	0.90136945	0.8817086	0.87481904	0.9139563	0.88583654	0.87280166	0.860387	0.90937155	0.86857337	0.8106501	0.9065827	0.9144354	0.870745	0.8856689	0.877152	0.878815	0.8321961	0.9525725	0.90841633	0.9361808	0.8829782	0.8129826	0.8930546	0.8803467	0.91065204	0.8783511	0.8399526	0.91355944	0.9032829	0.8490535	0.8752116	0.88215744	0.8807469	0.8989881	0.0	0.94232017	0.8358247	0.82149065	0.9313514	0.84366566	0.93195134	0.8594754	0.8920722	0.8243398	0.89441377	0.8859947	0.9359447	0.8623103	0.8960884	0.9219503	0.853349	0.89478284	0.9252179	0.9277909	0.9107841	0.8481839	0.8924653	0.8947203	0.85917944	0.8460243	0.8691379	0.91306216	0.89799434	0.90955967	0.9325173	0.8265357	0.83985543	0.8846537	0.8754141	0.87207544	0.8950777	0.82889354	0.88415617	0.90073526	0.86616695	0.8981523	0.8891768	0.921934	0.90570325	0.8724434	0.8812478	0.87848485	0.91720796	0.8776133	0.86609894	0.9053268	0.9023164	0.9103015	0.9051715	0.837757	0.8604159	0.89849585	0.81713915	0.82914317	0.8637698	0.8979006	0.91501415	0.8911635	0.8855997	0.79139125	0.9159005	0.86405873	0.91796297	0.922577	0.87949926	0.87476283	0.93258286	0.874024	0.8225248	0.8886521	0.87683135	0.78294635	0.8544173	0.8592454	0.8601811	0.9066856	0.876163	0.90164256	0.9331467	0.8502928	0.864511	0.8902074	0.9122128	0.8757869	0.89901125	0.8206018
doe/verb	0.86821043	0.91411114	0.87634856	0.9101356	0.8433238	0.8428046	0.89744425	0.8098041	0.80985725	0.8810709	0.8910738	0.83535576	0.8372086	0.9501526	0.7765763	0.91207033	0.89849216	0.8923114	0.8836272	0.91973567	0.8712371	0.7450619	0.8775452	0.8172398	0.7937089	0.7722492	0.87864125	0.86926466	0.7353635	0.9566983	0.91118336	0.8608628	0.8073575	0.9445793	0.8439757	0.91673654	0.9212943	0.792506	0.7124781	0.8398935	0.87765324	0.94961935	0.90009445	0.89978814	0.88442284	0.73865867	0.93753546	0.8612215	0.8590653	0.89044684	0.80223596	0.897304	0.89222205	0.8745825	0.8649322	0.89495796	0.89142555	0.8679178	0.9003837	0.8776159	0.72819674	0.92976636	0.8502713	0.8497906	0.854964	0.84777343	0.77981615	0.8743454	0.8840047	0.9191976	0.779444	0.8956949	0.95126253	0.8809421	0.7864995	0.96412355	0.91253674	0.9508461	0.9339575	0.8356241	0.906964	0.91042376	0.90039015	0.8843023	0.8709525	0.9237538	0.95972794	0.8184409	0.9079185	0.8896388	0.8954637	0.80772173	0.94232017	0.0	0.87997705	0.88145417	0.87027174	0.7913955	0.8332054	0.9242272	0.94761175	0.8386007	0.7477708	0.8401521	0.89662737	0.9110664	0.8219341	0.8919716	0.8735345	0.85619456	0.9034831	0.8939172	0.8501941	0.8930127	0.9320591	0.91086185	0.82665396	0.85260653	0.71964157	0.8867893	0.818843	0.8240894	0.9200427	0.8397771	0.88876444	0.7826841	0.89608717	0.9228207	0.8930783	0.84797	0.80691457	0.87085897	0.8822935	0.8708503	0.8965106	0.87750006	0.86622024	0.88215137	0.89511657	0.8460079	0.92217404	0.8757098	0.912953	0.8457294	0.9572699	0.8942059	0.86983633	0.8652086	0.841578	0.9166678	0.89494383	0.83765745	0.8982161	0.95897263	0.94042826	0.8941746	0.8573098	0.9158221	0.8131597	0.87351274	0.9326112	0.8688277	0.8650986	0.8828366	0.9071523	0.8728763	0.7330358	0.85850036	0.8458495	0.88412166	0.78484213	0.88256663	0.92634594	0.8200742	0.8803586	0.92384726	0.88029754	0.81492895	0.8339904	0.89942825	0.86362815	0.86872363	0.84259623	0.84970015
vreugde/noun	0.68022704	0.9211672	0.76845354	0.87390786	0.87787926	0.76829034	0.8638075	0.8706776	0.8804134	0.8927533	0.85163707	0.8869476	0.76252025	0.916583	0.8627032	0.86139536	0.82864314	0.9117999	0.92039394	0.8300301	0.8057571	0.80068797	0.76876855	0.83163035	0.88100415	0.8624416	0.83031833	0.89817476	0.8658663	0.87596446	0.9256444	0.8358979	0.7703054	0.9055336	0.87851167	0.839018	0.9133834	0.85742915	0.8665718	0.80777943	0.88466966	0.882005	0.88197196	0.8327499	0.818681	0.788051	0.87379056	0.81439704	0.847646	0.8174398	0.8588859	0.82195216	0.63105166	0.8871423	0.83422244	0.7796098	0.8731439	0.65759057	0.80531496	0.7989663	0.8389686	0.8725482	0.86930496	0.84563386	0.8597313	0.85552406	0.8419328	0.78081226	0.86551267	0.8723581	0.7497471	0.86497474	0.8712697	0.8322977	0.8124994	0.8944078	0.87492687	0.85895	0.8926273	0.81342816	0.8965925	0.8955302	0.87561953	0.84930515	0.7207082	0.90805686	0.92979634	0.83132887	0.91016203	0.83705896	0.8600714	0.8333799	0.8358247	0.87997705	0.0	0.8368911	0.93384063	0.82601035	0.9456019	0.7498529	0.76954603	0.816616	0.82516164	0.80276895	0.8991437	0.79133767	0.8310644	0.879475	0.8169104	0.88832307	0.9346833	0.8981016	0.85715497	0.84638083	0.85532224	0.8520164	0.8233974	0.7301483	0.8208572	0.89255345	0.8362733	0.8593854	0.8842501	0.8149778	0.8310225	0.8184476	0.8542005	0.8494344	0.8207499	0.5216256	0.8560991	0.86782897	0.7675164	0.84327114	0.8584637	0.8765042	0.8675715	0.832418	0.7171084	0.83524066	0.9217511	0.83036727	0.8237514	0.81995755	0.8099971	0.87494516	0.84324545	0.75559515	0.7750729	0.8709111	0.7298908	0.820912	0.8872951	0.8824666	0.8847741	0.82114	0.84906787	0.8056071	0.87018996	0.7558593	0.8769954	0.89820963	0.7935178	0.78732824	0.9030285	0.8376795	0.81765574	0.82168126	0.83651227	0.82599473	0.782079	0.78839254	0.8694345	0.856727	0.76464427	0.8688754	0.92733717	0.6054123	0.8596641	0.88528335	0.8674762	0.8126072	0.8048067	0.69060445
zegen/noun	0.8011001	0.8893754	0.85614455	0.8487848	0.86615455	0.8892573	0.83876526	0.86119837	0.8494753	0.87864316	0.82307863	0.83811533	0.843583	0.8501459	0.8678833	0.8367781	0.8200177	0.86320496	0.8352817	0.805854	0.7940306	0.82534915	0.8221532	0.7669449	0.88688177	0.8361515	0.7930511	0.901385	0.8667469	0.82326466	0.8683156	0.8237779	0.82979035	0.8897254	0.89892805	0.85775596	0.8321245	0.8720806	0.8578769	0.8330508	0.90915376	0.8718178	0.90022284	0.8806421	0.8038541	0.83819306	0.88279486	0.82935333	0.8199673	0.8329938	0.85483396	0.7928138	0.8334713	0.8641871	0.9120107	0.7523824	0.88362664	0.80859584	0.8652943	0.84704995	0.8742784	0.7933762	0.8326647	0.81629926	0.7913662	0.85562515	0.8190832	0.8478675	0.8940416	0.9077199	0.8634657	0.84154946	0.83485085	0.8537352	0.85058707	0.8780643	0.8853785	0.9101969	0.8840301	0.82804495	0.84637505	0.8652247	0.8693173	0.73431075	0.8392854	0.9011824	0.8158089	0.867009	0.87391436	0.853966	0.8695052	0.78972816	0.82149065	0.88145417	0.8368911	0.0	0.876464	0.7799931	0.8758384	0.78296965	0.89672613	0.86482376	0.83941394	0.79646575	0.89048034	0.81673574	0.8247593	0.7951429	0.8408226	0.8252876	0.87942505	0.90814924	0.8701013	0.83635056	0.83266914	0.8721509	0.8215693	0.7885626	0.7911203	0.88260114	0.8832471	0.8523505	0.868688	0.7705865	0.8110956	0.85904634	0.86274934	0.862025	0.82314706	0.8470659	0.8750384	0.8802452	0.8433086	0.8545814	0.8407003	0.8702403	0.8137279	0.8036374	0.8540772	0.8572191	0.8662955	0.8537444	0.7412238	0.86703414	0.9227003	0.8500898	0.83636194	0.7760354	0.82211846	0.8982536	0.7794783	0.8435068	0.83270216	0.82880986	0.90388906	0.80749685	0.8228766	0.79670405	0.848879	0.81600344	0.8893437	0.8738503	0.8550771	0.79595006	0.9035823	0.8246662	0.8585079	0.8614563	0.8009345	0.8084359	0.8527386	0.84110516	0.8327801	0.84245306	0.80608004	0.9153447	0.8944746	0.83989125	0.84614	0.8340341	0.8227682	0.79320675	0.8423977	0.84977907
geef_uit/verb	0.89591545	0.74130976	0.94744754	0.7458549	0.6516087	0.881857	0.86722654	0.8633505	0.74601865	0.91630447	0.79271483	0.8343912	0.85429823	0.9420872	0.9176365	0.8636984	0.8947617	0.8320548	0.869234	0.83634335	0.90736634	0.91755414	0.9044645	0.8574352	0.9216075	0.8984411	0.89000344	0.93521065	0.90010417	0.82912993	0.8649136	0.7976575	0.8049747	0.8217888	0.85314065	0.92328703	0.8135467	0.9088247	0.7594446	0.8692891	0.92396057	0.9212017	0.6836021	0.84987533	0.7173531	0.8867084	0.89849925	0.8112242	0.912738	0.9179255	0.8861808	0.94098914	0.9398994	0.780896	0.8863259	0.785177	0.91547316	0.9199321	0.8413533	0.88705	0.9020581	0.9433371	0.8879663	0.8755462	0.88753873	0.87023133	0.8534714	0.8993197	0.9173393	0.9026011	0.91132385	0.9151449	0.8280763	0.9118593	0.891057	0.95231533	0.83388704	0.96101755	0.9330365	0.83380306	0.82899386	0.91582125	0.8901292	0.88906115	0.85239726	0.73899424	0.8502445	0.9385306	0.893583	0.82890165	0.76869947	0.8543621	0.9313514	0.87027174	0.93384063	0.876464	0.0	0.8979064	0.5879163	0.89923483	0.96157646	0.9390724	0.903817	0.9236765	0.83754164	0.9109819	0.8757656	0.8682493	0.9354192	0.72860277	0.79602134	0.88050747	0.9023741	0.84569615	0.9272634	0.8415691	0.88374805	0.8922238	0.8298459	0.9233136	0.88073194	0.9110284	0.90866476	0.8696115	0.8995743	0.7513196	0.89152354	0.8327428	0.8748174	0.91887033	0.91834223	0.91636676	0.8828808	0.89296836	0.8761994	0.85364884	0.8300532	0.733922	0.9622974	0.931316	0.80923647	0.8499948	0.82363236	0.9053261	0.956579	0.85211164	0.8581349	0.9270409	0.82147205	0.83746856	0.9116495	0.8827736	0.9003651	0.8539606	0.85392505	0.8007707	0.8888876	0.91816926	0.75061667	0.8810245	0.9123778	0.72777295	0.8693776	0.8971916	0.76204544	0.9162883	0.9352033	0.9050018	0.8136337	0.8994785	0.85715896	0.85485566	0.8804545	0.8678609	0.88208807	0.77970594	0.9171393	0.914233	0.6366217	0.9052833	0.81664383	0.8868381	0.90698063	0.9024081
ijdel/adj	0.75787455	0.9095509	0.7521043	0.87298405	0.87699527	0.8205547	0.82212645	0.81201047	0.87069255	0.8676028	0.83153766	0.8497025	0.749251	0.901864	0.8308381	0.8376051	0.8311136	0.89186776	0.8611646	0.8572339	0.80769634	0.73234105	0.82343423	0.76376647	0.7815463	0.71873343	0.8238197	0.8368758	0.83434105	0.8974474	0.87814176	0.8002995	0.7805515	0.8810833	0.85229635	0.842127	0.90080386	0.7065501	0.81833947	0.81893003	0.85846186	0.8962004	0.79632866	0.88009924	0.86906785	0.7117523	0.88215464	0.83063155	0.8277031	0.84753263	0.78315157	0.8375328	0.7714363	0.8978828	0.8624189	0.76355505	0.9005207	0.74737644	0.852817	0.8205759	0.7547555	0.86901027	0.8255959	0.8175834	0.81190735	0.80713123	0.8010548	0.8386647	0.88792396	0.8721025	0.76765823	0.8640168	0.8989191	0.84642804	0.81451607	0.87571865	0.8802816	0.91470385	0.90309274	0.7818011	0.88751715	0.87430614	0.8746194	0.8273789	0.79395854	0.926357	0.8972856	0.8365654	0.8461206	0.85247445	0.8684317	0.79661006	0.84366566	0.7913955	0.82601035	0.7799931	0.8979064	0.0	0.892831	0.8245846	0.89483	0.7848735	0.70486003	0.79925174	0.87093323	0.81398785	0.7773723	0.8630849	0.803433	0.8705596	0.8988602	0.8969933	0.83384186	0.8030409	0.89320886	0.8590713	0.7996987	0.71486825	0.78588414	0.88072556	0.82172406	0.8200369	0.90935826	0.8082868	0.8163035	0.80185854	0.8527434	0.8518303	0.79990184	0.79314405	0.6890464	0.8332432	0.80842793	0.8203627	0.83631927	0.87855184	0.8432443	0.8517044	0.8046339	0.79863346	0.9241308	0.8317141	0.86548996	0.8299551	0.8938832	0.86344707	0.8505038	0.7773803	0.8052329	0.8264713	0.75855434	0.7668073	0.86741644	0.8802936	0.92594886	0.853221	0.83781815	0.8055996	0.84373766	0.77908754	0.8754019	0.8327689	0.84284055	0.8282546	0.9140007	0.8247303	0.7276842	0.79320186	0.79021776	0.82263196	0.7769109	0.8121567	0.87618786	0.7985655	0.83309114	0.8948792	0.9177853	0.7635233	0.8680684	0.8404652	0.82390225	0.7141971	0.82095444	0.8042536
koop/verb	0.8790361	0.7508019	0.9273716	0.79788196	0.71639526	0.913502	0.9122829	0.90612954	0.8221306	0.8895145	0.8299178	0.841308	0.8702994	0.9601268	0.88923186	0.8869971	0.8873575	0.7851757	0.91122866	0.86669123	0.92524713	0.92022896	0.9258436	0.82621944	0.9105896	0.8933825	0.89850545	0.84811187	0.8592334	0.82071763	0.8357731	0.83702016	0.8067553	0.74599254	0.8538995	0.89456946	0.79470575	0.91529346	0.79835093	0.84772646	0.916912	0.87236	0.7635908	0.8350242	0.6270157	0.8486646	0.83504057	0.81017923	0.858863	0.91301423	0.88444704	0.94248784	0.92263794	0.7974237	0.9184982	0.69245684	0.90764326	0.9030911	0.79716665	0.8723889	0.8808082	0.97047836	0.87362885	0.87865216	0.86140215	0.7675037	0.8399589	0.9310257	0.7551432	0.93718237	0.8174498	0.9508073	0.8386769	0.86669934	0.78761315	0.94231206	0.8118207	0.9627958	0.9587244	0.8714632	0.92887795	0.92067516	0.89893496	0.9466589	0.8262502	0.8237299	0.79570025	0.8798367	0.8567138	0.8579959	0.84633666	0.89019614	0.93195134	0.8332054	0.9456019	0.8758384	0.5879163	0.892831	0.0	0.9153815	0.96327055	0.93789715	0.89947987	0.9272932	0.7566623	0.92059475	0.7956341	0.8236785	0.90209204	0.77265406	0.7856333	0.81828016	0.85597056	0.84760857	0.9609037	0.82843304	0.88858724	0.8792887	0.8240551	0.88594884	0.85254574	0.85380936	0.8655931	0.8694363	0.9053059	0.82448876	0.8327595	0.87618977	0.8604852	0.92131543	0.90109235	0.87331414	0.83458906	0.8967059	0.8965673	0.89523137	0.81985563	0.7837713	0.94473964	0.9043641	0.875921	0.79129946	0.83229274	0.9346381	0.95890594	0.898273	0.890288	0.95008665	0.7440417	0.8075927	0.8924455	0.91402656	0.90862685	0.878632	0.85919464	0.83595186	0.891232	0.9252857	0.85833883	0.83813787	0.908288	0.71603584	0.8985605	0.93201745	0.6688695	0.8645195	0.890358	0.83375067	0.74559927	0.89373744	0.86302054	0.8831949	0.9143771	0.86571574	0.89516574	0.8276421	0.8447404	0.916702	0.7221566	0.8973905	0.84724	0.9009846	0.9506919	0.91688347
vrees/noun	0.82982653	0.8974527	0.8298116	0.87384444	0.87565327	0.87479943	0.6743846	0.81724966	0.852403	0.8516215	0.8763066	0.87758493	0.81493866	0.80851734	0.91117376	0.84818935	0.8283476	0.8791875	0.84317124	0.84172845	0.82559717	0.7899315	0.8460921	0.822333	0.89935136	0.8704263	0.74460524	0.9065227	0.9034925	0.87689924	0.8431389	0.84570336	0.76795805	0.8487353	0.8843229	0.82813054	0.8814578	0.81613743	0.89832616	0.8459507	0.8724337	0.9109484	0.9009352	0.8591808	0.91639537	0.7898326	0.86849564	0.80207896	0.84870285	0.8671539	0.9041066	0.79002154	0.68706477	0.9021073	0.89254117	0.75906354	0.9016589	0.8214891	0.78461915	0.8326661	0.90810156	0.75530505	0.84407634	0.7941947	0.8275976	0.86069936	0.81955063	0.7732141	0.8928458	0.9117291	0.90155506	0.7950648	0.8413819	0.8965723	0.84027284	0.9290855	0.9258469	0.91561157	0.8882549	0.81275684	0.8545751	0.85389316	0.76323426	0.7623245	0.7682407	0.7643722	0.84620976	0.839106	0.8824444	0.73258615	0.78372747	0.69445074	0.8594754	0.9242272	0.7498529	0.78296965	0.89923483	0.8245846	0.9153815	0.0	0.9085984	0.84749234	0.83017147	0.76734966	0.8889705	0.82899916	0.8530864	0.79461956	0.87091565	0.8525113	0.8435725	0.8990365	0.90867937	0.74721086	0.69482803	0.87719107	0.8478741	0.77752244	0.8003036	0.9039494	0.89192283	0.8779948	0.8757453	0.7581456	0.8231768	0.8620731	0.870149	0.6822734	0.850225	0.7405625	0.8893837	0.9000238	0.86977625	0.8784176	0.88252527	0.9185445	0.8228297	0.8175497	0.84706485	0.8011708	0.80336726	0.8212551	0.7241463	0.8547885	0.9253845	0.7790517	0.8264151	0.75436664	0.77713907	0.8492846	0.79616547	0.8467629	0.8285352	0.8071349	0.911949	0.7557966	0.7737125	0.7512062	0.85556906	0.8481446	0.91608185	0.90009546	0.7649739	0.73963183	0.8725803	0.7825781	0.86657536	0.8938167	0.8287366	0.8138053	0.8297514	0.84914935	0.74710155	0.84993637	0.68396986	0.8025331	0.93449664	0.8866674	0.81859034	0.80276614	0.79336786	0.8672116	0.7295274	0.7344013
rust/noun	0.87856823	0.93656874	0.9105347	0.91480386	0.9191301	0.8955855	0.89096034	0.9151122	0.8863799	0.8936089	0.882679	0.88527626	0.89638877	0.9070789	0.88416165	0.9208294	0.822515	0.92075735	0.926064	0.86895347	0.85456777	0.82750297	0.83758605	0.89487314	0.92222965	0.9280124	0.9031573	0.89265865	0.93811136	0.93194616	0.93779236	0.95586604	0.9146373	0.92574495	0.87059367	0.83111835	0.92203754	0.94045097	0.9240236	0.8481555	0.9276652	0.85685444	0.82357115	0.73392594	0.8728229	0.83346367	0.91817766	0.83742225	0.84832466	0.6815456	0.8330529	0.8348985	0.87040627	0.8343806	0.7851858	0.8374573	0.8409749	0.9126362	0.90339303	0.8721106	0.92453164	0.92540395	0.9253703	0.8697058	0.941491	0.89860976	0.89380133	0.8683083	0.9076159	0.7529283	0.8938681	0.8943513	0.8833435	0.9148558	0.8612216	0.8840143	0.8402227	0.7374036	0.8432262	0.9007688	0.9104328	0.9292637	0.91099054	0.9521664	0.91563636	0.9166506	0.95065933	0.7609499	0.9352118	0.8228081	0.9149847	0.9295918	0.8920722	0.94761175	0.76954603	0.89672613	0.96157646	0.89483	0.96327055	0.9085984	0.0	0.913885	0.90595114	0.8808205	0.9304854	0.87652135	0.8781622	0.89071757	0.87479573	0.9017444	0.90854245	0.9027531	0.90476125	0.88733554	0.9222998	0.9179885	0.86643356	0.898985	0.8866888	0.8774723	0.88723963	0.8502409	0.8375804	0.8383656	0.7925155	0.91696095	0.86870074	0.9157914	0.85819304	0.911325	0.8943695	0.89138204	0.90241945	0.90795064	0.8897074	0.91489774	0.8913214	0.8540019	0.8226166	0.8127252	0.89328766	0.8724975	0.848864	0.91707253	0.4423949	0.92133844	0.9282073	0.9219009	0.8825297	0.93467313	0.86580783	0.8432132	0.9041879	0.88433707	0.8860283	0.8963538	0.9173579	0.93562883	0.9084713	0.8437608	0.86026824	0.9517059	0.87482584	0.90267	0.939223	0.84001493	0.88100857	0.8900977	0.83721083	0.8619502	0.86620915	0.854683	0.8626041	0.87845147	0.8312638	0.89450574	0.8391318	0.7606255	0.898977	0.8915933	0.9280144	0.9008378	0.8110068	0.8837862
waarheid/noun	0.71947396	0.9122687	0.753358	0.9131607	0.90084827	0.8105395	0.82628155	0.8290261	0.88305813	0.880764	0.88466114	0.86850226	0.81784517	0.895954	0.7905251	0.83109367	0.86967045	0.8696097	0.8775114	0.87210685	0.81328446	0.77472687	0.7710285	0.84541726	0.83116436	0.739864	0.789079	0.9013749	0.82636154	0.9482169	0.8694439	0.78929526	0.84787166	0.90012705	0.8808726	0.80976796	0.89555407	0.73561597	0.86622065	0.8141018	0.894955	0.8801021	0.88207847	0.8991087	0.90407014	0.72650695	0.8864131	0.8651703	0.865914	0.85769194	0.8738536	0.80171835	0.7530411	0.90200984	0.89609975	0.8586923	0.8415783	0.6987631	0.90784776	0.87646043	0.75167435	0.8828753	0.86467445	0.81717634	0.7747121	0.86518586	0.81037843	0.79915315	0.90620303	0.89776576	0.81217873	0.86378646	0.91868424	0.9146431	0.8537152	0.94353867	0.8988653	0.9430713	0.8598827	0.8205491	0.91784304	0.87578267	0.9133465	0.8855882	0.81690735	0.9268609	0.95216686	0.8558878	0.9000856	0.8270297	0.87811685	0.7723724	0.8243398	0.8386007	0.816616	0.86482376	0.9390724	0.7848735	0.93789715	0.84749234	0.913885	0.0	0.76088893	0.84336287	0.8674708	0.869312	0.8476413	0.88450235	0.8528707	0.9030849	0.90873164	0.84615123	0.8498482	0.884792	0.84142286	0.8820255	0.8430264	0.7676882	0.79955375	0.90654933	0.88363177	0.8603447	0.9334639	0.81073976	0.88374037	0.81507283	0.879234	0.88164467	0.8699637	0.74138653	0.8052171	0.89596635	0.83161724	0.8637766	0.8779143	0.8976057	0.8412917	0.89517266	0.8553549	0.84162253	0.9254284	0.8580588	0.86493176	0.8376637	0.90233356	0.86131054	0.81817734	0.67310977	0.8213314	0.82415384	0.8170767	0.8097845	0.87406063	0.8715738	0.92169416	0.8962949	0.8415531	0.8407748	0.8740374	0.82527125	0.9201624	0.8398405	0.8700551	0.8196136	0.940232	0.8497006	0.8124554	0.85338485	0.83582556	0.8676256	0.83685744	0.83580196	0.9005301	0.86663103	0.8815188	0.91575915	0.9196908	0.7535382	0.87656766	0.8854224	0.79781383	0.8322505	0.8828839	0.78505766
