	troost/noun	loot/noun	droom/noun	belangstellende/noun	geld/noun	bevrediging/noun	reëel/adj	blijk/verb	loop_mis/verb	stang/noun	in/verb	geef/verb	druk_uit/verb	vrede_regeling/noun	alles/noun	telefoon_gesprek/noun	leef_op/verb	injecteer/verb	stel/verb	pelgrim/noun	genezing/noun	lijk/verb	verlossing/noun	heb_op/verb	gelul/verb	onzin/noun	uit_weg/noun	vod/noun	leer/verb	Belgisch/adj	toepassing/noun	ontleen/verb	veel/det	staal/noun	al/adv	horizon/noun	nieuw/adj	vaag/adj	scheel/verb	ons/det	incasseringsvermogen/noun	plaats_DIM/noun	slordig/adj	verlies/verb	schenk/verb	die/det	puin/noun	nauwelijks/det	veeg/verb	redding/noun	goed/adj	vrede/noun	wanhoop/noun	krijg/verb	tijd/noun	en/vg	breng/verb	liefde/noun	groot/adj	kabaal/noun	ding/noun	oppositie/noun	geef_op/verb	schep/verb	boodschap/noun	rommel/noun	geen/det	enig/det	gooi/verb	laat/adj	mijn/det	verandering/noun	in/prep	kind_DIM/noun	wat/det	Francesco/name	één/num	terug_match/noun	einde/noun	weinig/det	verbetering/noun	overleving/noun	overlast/noun	spreek_uit/verb	wek_op/verb	rente/noun	vestig/verb	weer/adv	hele/adj	daarmee/pp	groei/verb	rechtvaardig/verb	sprankje/noun	doe/verb	vreugde/noun	zegen/noun	geef_uit/verb	ijdel/adj	koop/verb	vrees/noun	rust/noun	waarheid/noun	ben/verb	sterk/verb	materiaal/noun	pril/adj	rotzooi/noun	schiet_af/verb	stil/adj	bied/verb	genees_middel/noun	lig/verb	heel/adj	vooral/adv	conflict/noun	sterf/verb	geduld/noun	koester/verb	heb/verb	bel_af/verb	poen/noun	laat/verb	op/prep	ontneem/verb	beterschap/noun	mens/noun	licht_DIM/noun	verwachting/noun	Al/det	verdriet/noun	flauw/adj	leven_DIM/noun	haar/det	ballast/noun	enig/adj	werk/noun	alle/det	voor/prep	afloop/noun	blijf/verb	herstructurering/noun	zonder/prep	de/det	ervaring/noun	gelijkmaker/noun	hulpverlener/noun	kennis/noun	geloof/noun	hun/det	vals/adj	vurig/adj	weinig/adj	toekomst/noun	tussen/prep	dag/noun	zie_tegemoet/verb	rijs/verb	teken/noun	verg/verb	zijn/det	renner/noun	bevat/verb	rumoer/noun	solidariteit/noun	benzine/noun	druk_in/verb	beetje/noun	staar/verb	een/det	gloor/verb	veel/adj	put/verb	herstel/noun	gezeur/noun	vertrouwen/noun	koers_stijging/noun	zet/verb	geluk/noun	meer/det	waai_over/verb	besta/verb	inspireer/adj	ondanks/prep	ellende/noun
in/verb	0.8249924	0.8607861	0.8733994	0.8323331	0.82218254	0.8908225	0.8492119	0.88219106	0.76696783	0.8869461	0.0	0.8496077	0.84274983	0.9235587	0.863217	0.87143964	0.84586966	0.85983586	0.86056453	0.85130405	0.8366091	0.86194634	0.86365134	0.83068645	0.87746423	0.8557294	0.86451316	0.8798304	0.86471546	0.8394842	0.8696799	0.825348	0.8749677	0.84872526	0.88341177	0.8413502	0.8743584	0.87418675	0.8132688	0.8350078	0.9323256	0.8567364	0.82693845	0.84925646	0.8047978	0.8008567	0.8728666	0.8276316	0.8321491	0.83235234	0.87399423	0.8985114	0.85043335	0.79954904	0.90812534	0.7245994	0.88736135	0.87227434	0.8718954	0.87402403	0.86956906	0.92908704	0.8297206	0.87333703	0.8818451	0.8463541	0.85477686	0.8881186	0.86249197	0.85646117	0.84268963	0.9038682	0.681251	0.85310936	0.8721312	0.8570087	0.8355341	0.87239546	0.89886266	0.88487977	0.8842702	0.90203094	0.8847021	0.88723075	0.86375165	0.79220223	0.8373725	0.85046005	0.88132125	0.8635276	0.855572	0.8404392	0.8956096	0.8910738	0.85163707	0.82307863	0.79271483	0.83153766	0.8299178	0.8763066	0.882679	0.88466114	0.8495444	0.85260004	0.8824195	0.8491438	0.86004704	0.8521319	0.86261773	0.8519369	0.8573512	0.85975385	0.8367276	0.87603724	0.93139815	0.86351335	0.8884776	0.8427875	0.87716055	0.85060513	0.8628413	0.8834976	0.8744414	0.8127544	0.8315292	0.85362935	0.83608997	0.90966266	0.7913499	0.87866706	0.86055607	0.89096534	0.86348337	0.8985619	0.88877875	0.8879241	0.8330318	0.8090891	0.8665941	0.85533285	0.87749946	0.84238887	0.8152436	0.9106532	0.8571032	0.90432143	0.892397	0.86904925	0.8197291	0.86277014	0.85105443	0.87667257	0.90963006	0.8522072	0.87688774	0.79416126	0.861728	0.8922289	0.8545219	0.8492003	0.8483644	0.8664274	0.887994	0.8574952	0.8356449	0.8440965	0.8486859	0.8399446	0.8032338	0.85702634	0.86520225	0.8240374	0.8918158	0.86552566	0.8998834	0.8823531	0.8842807	0.8887733	0.8452264	0.8433525	0.8558357	0.86008084	0.89695805	0.8686497
geef/verb	0.8473075	0.90934706	0.91110855	0.8430094	0.8525782	0.8406592	0.83155876	0.83177876	0.8655289	0.8867715	0.8496077	0.0	0.7964433	0.893951	0.8915562	0.85819685	0.86611915	0.8537957	0.77669203	0.9099127	0.8425988	0.8238384	0.85351336	0.7917252	0.8950776	0.87576604	0.85399127	0.9214115	0.80001974	0.8994242	0.84759927	0.7350378	0.80057716	0.88932806	0.920947	0.8829392	0.8096533	0.7695817	0.8418082	0.78889346	0.8916635	0.9432864	0.89640206	0.843799	0.7714986	0.76636505	0.9287721	0.78677225	0.8302376	0.89534295	0.8032974	0.86402756	0.862131	0.46630478	0.9038507	0.7890522	0.8304388	0.8693348	0.87778944	0.8636009	0.87034374	0.86806023	0.7819265	0.7505506	0.85452974	0.87571585	0.67396533	0.74812996	0.8907112	0.90213096	0.8127348	0.86962765	0.9083215	0.9329493	0.7996687	0.95142984	0.86583865	0.92186415	0.9100205	0.7412884	0.84503627	0.89409983	0.89393353	0.7483954	0.80512166	0.8879296	0.90855706	0.86644864	0.8723704	0.8473321	0.8953557	0.7872901	0.88078314	0.83535576	0.8869476	0.83811533	0.8343912	0.8497025	0.841308	0.87758493	0.88527626	0.86850226	0.85063016	0.79509014	0.8524692	0.8812563	0.87349486	0.85779756	0.9197176	0.61190534	0.8555771	0.8970698	0.89397836	0.8475276	0.87678397	0.9253019	0.84299356	0.81732386	0.6738153	0.88961464	0.8916037	0.78708	0.8627467	0.68703324	0.8605391	0.8696324	0.89038205	0.8983475	0.8003044	0.88502854	0.86716545	0.92439914	0.8086667	0.8779573	0.8437282	0.8681724	0.74283314	0.71291566	0.8371086	0.8839245	0.87746334	0.7077956	0.78009695	0.8185587	0.9167495	0.8370208	0.80530554	0.8190155	0.7347598	0.84303844	0.8702584	0.79069614	0.859949	0.9294566	0.92301506	0.8417367	0.830177	0.82469606	0.797524	0.7802824	0.91505295	0.7618839	0.8648724	0.83300763	0.8952312	0.83829236	0.85753256	0.8826916	0.7141339	0.8501819	0.8248756	0.78336775	0.85254085	0.82828784	0.8217988	0.8955896	0.869202	0.8600467	0.769255	0.9371943	0.7983198	0.76627207	0.8188269	0.88680476
druk_uit/verb	0.7515632	0.9182725	0.81982565	0.89392155	0.89537776	0.78303075	0.81331706	0.8355217	0.89684474	0.8770372	0.84274983	0.7964433	0.0	0.9158032	0.8441498	0.8471561	0.8518996	0.84348387	0.8517184	0.8692727	0.85222614	0.780675	0.8194564	0.83836055	0.833975	0.85433877	0.8074107	0.9049628	0.779778	0.9022204	0.88416296	0.7316786	0.78854865	0.8643786	0.9222563	0.8453959	0.8991085	0.72622377	0.8507133	0.8019545	0.9042961	0.94149673	0.8435044	0.87022704	0.8314593	0.757774	0.9057942	0.8283029	0.83926266	0.88900226	0.8437999	0.8511926	0.7445125	0.8748674	0.9180534	0.72222245	0.8586169	0.70719475	0.8171886	0.87188786	0.80919796	0.8541827	0.872314	0.75393593	0.7976768	0.8639606	0.8285545	0.8071528	0.8769619	0.90790623	0.7758621	0.8539878	0.9003102	0.88218576	0.8440406	0.92257035	0.8754903	0.9318159	0.9419607	0.8173203	0.8958412	0.86926514	0.9057292	0.6776298	0.68530345	0.8991881	0.89968896	0.8931985	0.8808242	0.83679825	0.8279457	0.7776357	0.8624258	0.8372086	0.76252025	0.843583	0.85429823	0.749251	0.8702994	0.81493866	0.89638877	0.81784517	0.80323094	0.7555465	0.85092354	0.83486086	0.8448324	0.8796752	0.8350525	0.88014156	0.91019994	0.88617146	0.85653245	0.81033134	0.8441623	0.87537163	0.85834986	0.6911937	0.8094055	0.91979116	0.8839943	0.8288809	0.91490126	0.8039893	0.8843205	0.8387362	0.8771153	0.8777031	0.84463763	0.73850936	0.8178343	0.8682429	0.79407823	0.8482603	0.85083586	0.86845577	0.8314384	0.8383898	0.84464276	0.8547575	0.9174865	0.8212035	0.8400217	0.8535742	0.916376	0.87527776	0.8078922	0.7519027	0.76576114	0.8717463	0.7495132	0.81686807	0.8933945	0.8535135	0.94307417	0.8634143	0.8290492	0.7225401	0.8349843	0.77499443	0.938304	0.81412387	0.8607218	0.78359437	0.899185	0.78222275	0.7815545	0.82182604	0.78668916	0.8504647	0.7803368	0.7906217	0.84020835	0.83448434	0.85461044	0.87121344	0.8945141	0.8308696	0.8607522	0.88079923	0.7923514	0.7964854	0.7935735	0.83289206
vrede_regeling/noun	0.9274411	0.9177326	0.9094039	0.9165569	0.91807723	0.87348765	0.8499392	0.9153726	0.92216754	0.90991926	0.9235587	0.893951	0.9158032	0.0	0.8899871	0.84593165	0.88651854	0.91728574	0.91035825	0.893606	0.801243	0.85671896	0.85731226	0.895206	0.93633556	0.9182574	0.80463964	0.9260453	0.9292612	0.9293281	0.83069456	0.8939118	0.89766765	0.9124681	0.8902836	0.88314414	0.84241664	0.86995494	0.96262777	0.8694771	0.91246885	0.908032	0.93432784	0.9287187	0.9326769	0.84838295	0.88928866	0.8941614	0.89662445	0.84157145	0.9099174	0.54702806	0.87405	0.9057816	0.9384262	0.8644839	0.8738648	0.9253933	0.9092018	0.89840513	0.914429	0.764161	0.84304154	0.8783167	0.90444994	0.9162099	0.8717197	0.8566556	0.9297253	0.92935246	0.93169034	0.771572	0.84429455	0.9500095	0.928957	0.93473893	0.91892344	0.9028219	0.86703783	0.8716694	0.787993	0.85401905	0.90236837	0.8600933	0.9159112	0.8993136	0.8596978	0.89571965	0.9529618	0.8096438	0.9125034	0.81510955	0.87783325	0.9501526	0.916583	0.8501459	0.9420872	0.901864	0.9601268	0.80851734	0.9070789	0.895954	0.87573636	0.8542831	0.91712373	0.89325523	0.91416895	0.8404614	0.9240726	0.88070285	0.8927437	0.915223	0.9210249	0.88688743	0.673704	0.9231647	0.88796663	0.9027722	0.8234677	0.9292897	0.94192684	0.9235562	0.9011081	0.8292734	0.84314895	0.9051163	0.9138522	0.8731884	0.8845679	0.9283083	0.9279691	0.91579926	0.9004802	0.9131447	0.89501774	0.89492905	0.8364357	0.87987465	0.922804	0.8424395	0.791307	0.8944601	0.8347236	0.9058423	0.8960639	0.8255765	0.8936503	0.8440651	0.84066015	0.9195981	0.86374253	0.86389863	0.81026757	0.8172759	0.9318148	0.90627915	0.8814284	0.89733374	0.88042796	0.87731695	0.92543155	0.93406516	0.87572336	0.7658974	0.9314643	0.875603	0.9334012	0.94329405	0.859706	0.87877935	0.903303	0.9188598	0.759285	0.91493326	0.89005446	0.8857352	0.91769326	0.90151936	0.8950371	0.90744644	0.880825	0.8931961	0.8566998	0.8828723
alles/noun	0.86513567	0.8794113	0.8260602	0.88150704	0.8222775	0.8361999	0.8940662	0.8458228	0.85400546	0.86445343	0.863217	0.8915562	0.8441498	0.8899871	0.0	0.8809469	0.870035	0.8872305	0.86774147	0.85997474	0.82030106	0.7480695	0.8552403	0.8634376	0.83977973	0.8061102	0.870878	0.8517531	0.8087409	0.9475096	0.8720396	0.8912458	0.79774463	0.8651209	0.8170136	0.8395774	0.91566986	0.85537726	0.8208818	0.82608926	0.8933429	0.90578127	0.83440924	0.9091536	0.9164217	0.7151499	0.8574823	0.8585347	0.84642315	0.86368597	0.7536888	0.8537246	0.8662829	0.8825813	0.8343904	0.8273886	0.8853327	0.820354	0.9400767	0.8437618	0.606902	0.9006056	0.8767835	0.8369455	0.812698	0.7423125	0.84178084	0.89106214	0.84933186	0.9091932	0.7606776	0.854436	0.9326621	0.8661072	0.77297115	0.94542587	0.89731395	0.8978684	0.9254814	0.8324474	0.90818876	0.9052324	0.90694714	0.9400024	0.8873943	0.8898936	0.9694067	0.70012856	0.86032623	0.83534634	0.88785994	0.8995239	0.8973382	0.7765763	0.8627032	0.8678833	0.9176365	0.8308381	0.88923186	0.91117376	0.88416165	0.7905251	0.72699714	0.8798288	0.81769645	0.8920271	0.75556564	0.8847252	0.8248491	0.92106587	0.87594295	0.8393723	0.7536321	0.8733027	0.8982966	0.9008239	0.8400651	0.8505883	0.7962382	0.8898712	0.8430058	0.75073266	0.90538925	0.8801599	0.8657314	0.78064746	0.8333896	0.9145598	0.8664707	0.8116282	0.8309432	0.803158	0.8769406	0.81080705	0.87216187	0.85785186	0.7240367	0.89520353	0.85801333	0.7954681	0.88557625	0.8393277	0.92090094	0.8833269	0.9045024	0.8736654	0.87565154	0.83057827	0.8212436	0.9125239	0.8687624	0.8000711	0.85757506	0.94400275	0.86730933	0.9329078	0.87120783	0.8748963	0.88283473	0.87538445	0.89270484	0.923885	0.8660205	0.88468117	0.86625254	0.8527652	0.70554566	0.8332503	0.8855373	0.8828408	0.7557427	0.9163448	0.88085616	0.82247746	0.8544678	0.9004377	0.8525677	0.8353433	0.87544155	0.8766858	0.87687314	0.8926796	0.90630484	0.78920305
telefoon_gesprek/noun	0.86721766	0.8639187	0.89444095	0.79363847	0.8783108	0.88046736	0.8855272	0.78857905	0.87206423	0.8707744	0.87143964	0.85819685	0.8471561	0.84593165	0.8809469	0.0	0.8606291	0.8795211	0.8592766	0.8104501	0.8675584	0.8656317	0.86378133	0.86581606	0.9119955	0.85933816	0.82609504	0.9037208	0.8844768	0.852142	0.8173804	0.8386149	0.8578453	0.83732855	0.8475765	0.8641248	0.86707914	0.777309	0.9014083	0.8731146	0.9302673	0.8987195	0.86764526	0.89355636	0.8934129	0.81538606	0.85023916	0.8176928	0.8667695	0.8838018	0.8904077	0.8733994	0.85248697	0.8696257	0.8868327	0.7645339	0.87755567	0.8748746	0.9216706	0.84334445	0.88428056	0.8095833	0.8856462	0.87808996	0.77956903	0.84621453	0.85896194	0.83786297	0.9020175	0.8596636	0.8644934	0.9049694	0.86462903	0.87725097	0.89511764	0.87389976	0.8719411	0.92569226	0.9112406	0.8725255	0.89690375	0.91849923	0.86831176	0.81457806	0.8578945	0.8810688	0.880587	0.88280237	0.9041272	0.844632	0.8914401	0.80334306	0.91558003	0.91207033	0.86139536	0.8367781	0.8636984	0.8376051	0.8869971	0.84818935	0.9208294	0.83109367	0.84860873	0.84049976	0.80642325	0.8499118	0.84161896	0.80343944	0.8587568	0.86241436	0.84078634	0.9330099	0.86708415	0.8503159	0.77553606	0.8462074	0.8380808	0.87523735	0.7668286	0.8765161	0.91201717	0.83439386	0.86933184	0.82754827	0.87706995	0.8434393	0.8731773	0.8833992	0.8213683	0.8672533	0.87783366	0.8481522	0.81941223	0.87169635	0.890854	0.8559598	0.8143499	0.8545537	0.8308218	0.89751655	0.86065817	0.8677062	0.7924409	0.8380243	0.9062301	0.7745001	0.8155937	0.8706276	0.7932096	0.76726586	0.8257369	0.89234304	0.9195787	0.82901704	0.83656394	0.86398757	0.867789	0.8833155	0.87318516	0.75462323	0.8814985	0.80412817	0.8291983	0.8301952	0.8557182	0.8114867	0.9081424	0.86697626	0.7753788	0.8815259	0.8831854	0.8461853	0.8834726	0.86025214	0.8730822	0.87445325	0.9303593	0.90916055	0.8697398	0.8774275	0.8446079	0.84967756	0.8738102	0.85995394
leef_op/verb	0.86221886	0.9150834	0.8722823	0.87533134	0.9201108	0.87118125	0.8348211	0.841846	0.8570392	0.8774202	0.84586966	0.86611915	0.8518996	0.88651854	0.870035	0.8606291	0.0	0.8507682	0.90367526	0.83843124	0.84466827	0.7754165	0.84402514	0.8180623	0.912923	0.8801849	0.8611794	0.8898275	0.8651977	0.8726506	0.88629395	0.84979355	0.7956301	0.87172246	0.83603305	0.8239914	0.86596686	0.84572095	0.8854358	0.8123382	0.8954482	0.8486965	0.8681974	0.7795564	0.864949	0.8037899	0.87756497	0.82165265	0.8518222	0.8125531	0.85579437	0.84706426	0.8216781	0.8376393	0.86554044	0.7581159	0.8314601	0.84090614	0.82960725	0.81336105	0.8932179	0.8732371	0.83418936	0.82835966	0.88517207	0.8391772	0.86241937	0.8347246	0.86961305	0.82365674	0.85035723	0.8324903	0.7908615	0.8582338	0.84338343	0.9164412	0.8841435	0.8790049	0.82423645	0.81202054	0.85114175	0.8616292	0.8606759	0.8765431	0.8103938	0.8425513	0.81825626	0.76372683	0.8870487	0.8335674	0.7470211	0.8426552	0.83095694	0.89849216	0.82864314	0.8200177	0.8947617	0.8311136	0.8873575	0.8283476	0.822515	0.86967045	0.82347476	0.80271524	0.9054119	0.80497533	0.84658164	0.84054375	0.7764429	0.8238929	0.8982699	0.8667339	0.82857597	0.76593065	0.860705	0.82226044	0.86588764	0.8117421	0.8347566	0.8672234	0.8849895	0.8678509	0.85083437	0.79087985	0.79710114	0.8591611	0.82945865	0.83232826	0.8249022	0.83267564	0.84790486	0.8432111	0.8539767	0.873275	0.86087805	0.8993097	0.82790434	0.83216107	0.84076077	0.8175032	0.8586766	0.8640812	0.7710619	0.8853369	0.8383636	0.87423337	0.8764236	0.8584572	0.8235086	0.8858069	0.7750794	0.8287723	0.84625816	0.85566366	0.88062483	0.8350868	0.8280455	0.8304999	0.8834469	0.8242118	0.8653102	0.8845535	0.79308504	0.84403855	0.88658994	0.8088691	0.8577823	0.82574135	0.7985353	0.79042035	0.8201817	0.8353787	0.74538666	0.8703169	0.8586159	0.8001041	0.8701861	0.8393141	0.82347906	0.7923043	0.83573496	0.8293036	0.81656677	0.8234708
injecteer/verb	0.87650937	0.8440163	0.9013104	0.87420744	0.8439761	0.86416566	0.8605927	0.83013415	0.86742395	0.84993255	0.85983586	0.8537957	0.84348387	0.91728574	0.8872305	0.8795211	0.8507682	0.0	0.9019903	0.8710996	0.78809226	0.8503312	0.85985756	0.8744209	0.9052366	0.86898506	0.857484	0.90409917	0.8667274	0.8640348	0.8206097	0.8625285	0.8081134	0.7781668	0.881996	0.8672648	0.839621	0.84427863	0.8753877	0.837779	0.8947767	0.90959066	0.8316829	0.8660589	0.8333517	0.82113516	0.8447215	0.8108337	0.8536823	0.8839523	0.8893723	0.90067565	0.8466327	0.84501946	0.8973388	0.7562605	0.8898091	0.8648815	0.8701504	0.8768866	0.88262683	0.93941444	0.89120644	0.8222021	0.8698574	0.8435048	0.8564565	0.8713869	0.8473516	0.89880264	0.85670274	0.8630818	0.8678972	0.8790442	0.8178717	0.91706216	0.83579886	0.922649	0.93267447	0.85162127	0.8712915	0.8229706	0.87266815	0.9130786	0.7855403	0.86104745	0.9024909	0.8773911	0.8720505	0.8440252	0.84956706	0.84408724	0.9167419	0.8923114	0.9117999	0.86320496	0.8320548	0.89186776	0.7851757	0.8791875	0.92075735	0.8696097	0.8494096	0.8654101	0.76927394	0.8668119	0.85590315	0.84154546	0.89218706	0.84271777	0.7296989	0.8705628	0.8760429	0.8390024	0.8872942	0.81060356	0.87987334	0.8417494	0.853456	0.8746661	0.9039652	0.8538017	0.8686483	0.85878193	0.8838944	0.8059267	0.868961	0.9120185	0.86172056	0.8759984	0.9023392	0.8891437	0.8505089	0.8515997	0.8798661	0.90684223	0.8162546	0.83252037	0.8952173	0.8837199	0.8624239	0.8256139	0.8283136	0.8784811	0.92642874	0.8394176	0.7997438	0.8668427	0.7954823	0.8553025	0.8821584	0.87417173	0.9097258	0.8711742	0.87329835	0.87046707	0.866511	0.8716656	0.7813101	0.8561518	0.8779353	0.7381485	0.87639046	0.85801226	0.8222414	0.84959745	0.8777228	0.8361727	0.7894489	0.8777572	0.82949215	0.8331049	0.869737	0.87253493	0.89456123	0.88358057	0.87870705	0.8965062	0.8047029	0.8564327	0.82972825	0.88171756	0.8822137	0.8597189
stel/verb	0.90913606	0.9062464	0.926097	0.8732013	0.87376523	0.8759149	0.86819893	0.8303859	0.8903106	0.91702855	0.86056453	0.77669203	0.8517184	0.91035825	0.86774147	0.8592766	0.90367526	0.9019903	0.0	0.92740154	0.9047432	0.8571856	0.8982434	0.85826147	0.93079215	0.8616884	0.8622414	0.9485479	0.9061718	0.8436103	0.83303016	0.86643064	0.8865508	0.9247935	0.92549396	0.9242166	0.8580688	0.8457826	0.9269681	0.8426473	0.9080177	0.9397408	0.92007923	0.92132163	0.8511645	0.8632339	0.9505487	0.861765	0.81549716	0.9206846	0.8666398	0.88537955	0.9148926	0.81471324	0.9555782	0.8262378	0.7967864	0.9363371	0.904316	0.922117	0.9071242	0.8277909	0.85596514	0.8396999	0.891288	0.9151063	0.84492713	0.85339546	0.9393865	0.95901394	0.9188177	0.8926469	0.92931354	0.946563	0.9245405	0.904298	0.90547365	0.9421164	0.9583279	0.857488	0.8584154	0.88844436	0.88843864	0.72125405	0.8846497	0.8986437	0.8929744	0.9178904	0.9110613	0.8518841	0.9363658	0.76091826	0.94184095	0.8836272	0.92039394	0.8352817	0.869234	0.8611646	0.91122866	0.84317124	0.926064	0.8775114	0.81566435	0.8236157	0.87926674	0.9190993	0.9117249	0.8489713	0.94479346	0.8463614	0.8493625	0.8884032	0.9224225	0.8908886	0.86477107	0.95996433	0.86204886	0.8559957	0.79065585	0.90993345	0.92034096	0.8309542	0.91712517	0.7834857	0.8593019	0.90610516	0.9318708	0.8678924	0.8126971	0.93527967	0.9357321	0.9252385	0.8886686	0.92552704	0.86313134	0.92533666	0.7996741	0.80170274	0.8520006	0.8563735	0.88755625	0.86299634	0.7752189	0.9032705	0.9213374	0.8475723	0.8425847	0.8490041	0.8321221	0.89281917	0.87805104	0.8802323	0.9016458	0.91151845	0.9437195	0.8132237	0.8137219	0.90351284	0.8822131	0.8659701	0.92942643	0.90668494	0.8926674	0.8354627	0.9196997	0.87141174	0.91795	0.9197592	0.87181497	0.9011579	0.90349054	0.873036	0.87277305	0.8911119	0.84551656	0.9070881	0.86092234	0.9236799	0.8748371	0.94790184	0.8779391	0.87801605	0.89023674	0.9246418
pelgrim/noun	0.83563256	0.832978	0.86034894	0.66700417	0.86843777	0.86557716	0.87917435	0.9003032	0.85795677	0.88577324	0.85130405	0.9099127	0.8692727	0.893606	0.85997474	0.8104501	0.83843124	0.8710996	0.92740154	0.0	0.79958946	0.87372017	0.7919756	0.85569656	0.9010094	0.9083791	0.8560159	0.86713135	0.90596795	0.8974937	0.88701326	0.8559626	0.83154726	0.8301275	0.8368756	0.8221868	0.87045515	0.87600744	0.85352504	0.84268284	0.9347625	0.8237321	0.82053834	0.8693769	0.8447907	0.84035563	0.763442	0.81784236	0.85436225	0.8517731	0.8847513	0.8361006	0.810761	0.87324613	0.86920905	0.7345561	0.83847773	0.8443329	0.85863227	0.81381357	0.88278526	0.866531	0.87123585	0.8555143	0.8372973	0.80893016	0.8800558	0.8548118	0.8675171	0.8620847	0.85073954	0.8761446	0.7936254	0.77417177	0.8477349	0.85998714	0.8523808	0.89183825	0.906998	0.87692446	0.8854554	0.89333206	0.85205406	0.8955453	0.83837515	0.89026225	0.82963693	0.8219822	0.8947568	0.86534435	0.8220283	0.84617114	0.89864475	0.91973567	0.8300301	0.805854	0.83634335	0.8572339	0.86669123	0.84172845	0.86895347	0.87210685	0.8395987	0.8457043	0.84234643	0.8551629	0.7939403	0.82177347	0.81079465	0.8384609	0.8837132	0.83202326	0.84144884	0.8302295	0.8364239	0.7538731	0.8725378	0.8398195	0.8556942	0.8541153	0.8875903	0.8742062	0.8369051	0.8631854	0.87049854	0.6350156	0.7973801	0.8927883	0.8442744	0.8206932	0.89782107	0.8678334	0.8389482	0.843086	0.88287646	0.8691817	0.8159096	0.8419459	0.85466707	0.87195194	0.87231094	0.8515604	0.8068597	0.88661814	0.87824404	0.7439184	0.8583884	0.8014191	0.7822957	0.8479397	0.8011577	0.87614095	0.8946752	0.80935746	0.78101397	0.8637334	0.8754652	0.84498197	0.8546879	0.8339745	0.7831781	0.8353132	0.82510084	0.82469535	0.83246565	0.86332697	0.88222903	0.8107444	0.7940319	0.8658831	0.8443151	0.86928785	0.85955715	0.8733773	0.90483683	0.8656509	0.88302356	0.8767233	0.7937829	0.8611249	0.84753764	0.8215145	0.8566953	0.81632805
genezing/noun	0.7617041	0.88235366	0.84728336	0.8574591	0.8664137	0.7810073	0.7995751	0.8122677	0.8540792	0.8987819	0.8366091	0.8425988	0.85222614	0.801243	0.82030106	0.8675584	0.84466827	0.78809226	0.9047432	0.79958946	0.0	0.79444206	0.74172246	0.8572451	0.8802235	0.85218257	0.78184026	0.906829	0.8555752	0.9238392	0.7471833	0.8284526	0.8091767	0.8718362	0.866101	0.8187893	0.8570117	0.8146211	0.8867663	0.81245387	0.8934054	0.86851966	0.878166	0.90162426	0.87238586	0.75956386	0.85968626	0.79890704	0.8641301	0.7542691	0.8091856	0.75072634	0.79312015	0.8287674	0.866573	0.79326916	0.87521017	0.7652331	0.8719185	0.8564768	0.8395258	0.8852399	0.83173573	0.8254306	0.84707123	0.85561365	0.7601371	0.7597423	0.90077174	0.88517326	0.8212486	0.72867775	0.89548075	0.819368	0.8456558	0.89201236	0.88171864	0.88495016	0.8749647	0.80562913	0.7242085	0.7196706	0.8451632	0.89975196	0.804796	0.849743	0.8908061	0.8338175	0.868473	0.7996757	0.84614676	0.80671155	0.8629613	0.8712371	0.8057571	0.7940306	0.90736634	0.80769634	0.92524713	0.82559717	0.85456777	0.81328446	0.7778495	0.8317453	0.83643794	0.8400253	0.85451347	0.86515343	0.843937	0.78553027	0.6912677	0.88205147	0.85494494	0.79745233	0.83797324	0.7870644	0.8469444	0.8185828	0.8235047	0.8727693	0.8789138	0.86227036	0.87257385	0.8025788	0.74903166	0.76121783	0.85345876	0.8783639	0.81883806	0.7924528	0.8774015	0.84145236	0.8162079	0.8541037	0.84927905	0.8177142	0.81664455	0.8149458	0.8330196	0.8257345	0.831155	0.7947161	0.8421777	0.8417385	0.8636567	0.76839435	0.79467237	0.7715354	0.78173965	0.84565717	0.82775044	0.80715483	0.81051725	0.8795089	0.8893068	0.87364084	0.8428867	0.792224	0.8175336	0.82367975	0.8733323	0.83603144	0.8550626	0.8073211	0.90065145	0.84764796	0.85677904	0.86439127	0.772909	0.8404548	0.794193	0.83074737	0.649951	0.875938	0.82522726	0.8361003	0.91147923	0.78230864	0.8187194	0.8519873	0.78721523	0.8344496	0.8051939	0.7742716
