	kinderachtig/adj	word/verb	die/pron	flyers/noun	surrealistisch/adj	zulk/det	aantal/noun	tv/noun	stem/noun	affiche/noun	bijtend/adj	letter_DIM/noun	geweigerd/adj	advertentie/noun	combineer/verb	Australisch/adj	vol/prep	detective/noun	verblind/adj	plaats/noun	flankeer/verb	geplaatst/adj	wereld_top/noun	ernst/noun	lijk/verb	wapen/noun	heb_op/verb	oog/noun	hoor/verb	voorwerp/noun	samenleving/noun	sla_gade/verb	centraal/adj	laat_los/verb	voeg_toe/verb	halfnaakt/adj	groot_macht/noun	niet_commercieel/adj	radio/noun	ingehouden/adj	PROV/name	minachting/noun	symboliek/noun	die/det	gehard/adj	storend/adj	vol/adj	begin/verb	priem/verb	kaars/noun	licht/prefix	slechts/adv	ben_uit/verb	verholen/adj	moet_in/verb	plafond/noun	studio/noun	en/vg	gekleurd/adj	1ste/num	beperkt/adj	accent/noun	nostalgie/noun	prognose/noun	enig/det	drijf/verb	jazz/noun	in/prep	wat/det	hang/verb	schemer_door/verb	ironie/noun	tafereel/noun	mild/adj	pose/noun	helder/adj	precies/adv	welk/det	3de/num	Euro2000/name	waarvoor/pp	Aalsterse/adj	omgeving/noun	zweem/noun	schrijven/noun	vrolijk/adj	zie/verb	eenzaam/adj	kijk_terug/verb	wereld_pers/noun	terloops/adj	verander/verb	loop/verb	met/prep	blijf_achter/verb	reeks/noun	op/prep	verwondering/noun	door/prep	maak/verb	dergelijk/adj	macho/noun	één/pron	tafel/noun	vooroordeel/noun	ingebouwd/adj	licht/adj	gebruik/verb	discriminatie/noun	waarschuw/verb	ander/adj	licht/noun	publiek/adj	ere_plaats/noun	hang_op/verb	alle/det	voor/prep	humor/noun	onder/prep	ontlok/verb	van/prep	de/det	kom_over/verb	hoon/noun	Nederlandstalig/adj	ragfijn/adj	richt/verb	Romein/noun	eentje/pron	Istanboel/name	goedmoedig/adj	zijn/det	Engelstalig/adj	introduceer/verb	verdwijn/verb	fel/adj	loper/noun	auto_wrak/noun	politicus/noun	drama/noun	zelf/adv	zend_uit/verb	een/det	waarmee/pp	sta/verb	vleugel/noun	honderden/noun	rood/adj	mikpunt/noun	geluid_effect/noun	lawaaierig/adj	buis/noun	geest/noun	onderwerp/noun	ondanks/prep	2de/num	voer_op/verb	industrieel/adj	weiger/verb	varieer/verb	productie_huis/noun	hang/adj
licht/prefix	0.9263531	0.8540603	0.8475116	0.9127087	0.8213607	0.8641552	0.9033878	0.875816	0.9110907	0.85367435	0.8781088	0.92096424	0.9499726	0.9033614	0.83896255	0.94359	0.81017625	0.90473735	0.89009714	0.90153164	0.8881458	0.8815413	0.9192418	0.9132836	0.8782578	0.9151271	0.91420734	0.8957717	0.9399101	0.8179306	0.91674066	0.8871146	0.9202815	0.889296	0.8998819	0.9216781	0.9416116	0.9050315	0.86022043	0.86275345	0.9734105	0.9319294	0.84328926	0.8821129	0.93318206	0.83773834	0.8764359	0.9248281	0.88701934	0.84690785	0.0	0.9129935	0.9291184	0.9539011	0.9081063	0.81905824	0.83819926	0.77360183	0.77429444	0.9454815	0.9040704	0.8272919	0.87235665	0.9278282	0.90018165	0.88189125	0.8712324	0.8835947	0.8835656	0.8590002	0.94594264	0.87884027	0.8320255	0.8954574	0.8415221	0.80231404	0.91751945	0.8857587	0.93425137	0.8983877	0.88777447	0.88326514	0.8844867	0.88417536	0.91454846	0.82726765	0.8798994	0.91076165	0.9191145	0.9133692	0.87106127	0.91523063	0.9274938	0.8220893	0.92408574	0.8702891	0.87568605	0.89053017	0.8527408	0.8927908	0.8813472	0.91780967	0.91182244	0.92234874	0.92049694	0.8412864	0.8093541	0.8775273	0.9504029	0.9659218	0.92137694	0.7637947	0.91709477	0.9258419	0.8879322	0.89101815	0.9039698	0.8284568	0.91623914	0.90287536	0.91729474	0.8921153	0.8872135	0.8972079	0.8896452	0.85015655	0.8913249	0.919615	0.8979144	0.90646726	0.92837447	0.9166349	0.8915289	0.8711699	0.882225	0.8838922	0.85301006	0.89354134	0.9387657	0.85345036	0.9112913	0.8753225	0.81007534	0.83200496	0.9191343	0.8762135	0.88353765	0.84378815	0.91915727	0.7888212	0.8915078	0.86837715	0.88771	0.8935326	0.9060761	0.9522579	0.8940735	0.88876796	0.95280105	0.8348622	0.8673794	0.8916709
slechts/adv	0.89168656	0.81120574	0.74573994	0.92393166	0.8925831	0.76679885	0.6902431	0.9089809	0.8085403	0.8790495	0.9112795	0.88923144	0.8809729	0.8442102	0.89235294	0.8630372	0.88800883	0.909571	0.8976793	0.8050908	0.91754985	0.81628233	0.836002	0.86263144	0.8210185	0.88324773	0.85975057	0.90310144	0.9044459	0.8383483	0.8784749	0.87564224	0.8824779	0.85496426	0.8611027	0.9392534	0.8744601	0.9062372	0.90929645	0.8724621	0.9642383	0.8876489	0.8567592	0.73982126	0.9002053	0.8474245	0.8760878	0.8846814	0.90664756	0.886961	0.9129935	0.0	0.8680797	0.9100659	0.83846223	0.8549272	0.88483423	0.82508075	0.8184974	0.88229305	0.7020681	0.8849644	0.8792659	0.8036622	0.78651196	0.87443256	0.9146276	0.83463085	0.79406554	0.9095452	0.86424696	0.87203246	0.87932456	0.86226225	0.8808718	0.87074214	0.7935528	0.7725873	0.87861556	0.8351037	0.77038103	0.8599002	0.90855706	0.8946961	0.8535599	0.8905196	0.85001904	0.8573992	0.8943574	0.92156404	0.8485408	0.9069782	0.8829167	0.80667955	0.81708515	0.8229688	0.82382405	0.8509877	0.83942753	0.8905126	0.76151353	0.91381884	0.8386615	0.8923766	0.8874337	0.8522519	0.7735829	0.84531933	0.86392605	0.91111517	0.8080788	0.8761651	0.85802114	0.8010448	0.8969192	0.7434472	0.7659207	0.90093076	0.86671096	0.8752215	0.7826689	0.78437483	0.90611213	0.8734256	0.8543121	0.8724669	0.8916621	0.87284636	0.83395004	0.8872306	0.92663604	0.8490933	0.86909753	0.87089044	0.8609517	0.89679724	0.81076413	0.90792817	0.89441466	0.8958447	0.86810195	0.89117914	0.71355087	0.80808604	0.87202954	0.8837855	0.7479726	0.8566549	0.9062778	0.92195654	0.88470864	0.8492841	0.8963532	0.8926189	0.77085555	0.87320375	0.8667221	0.85243446	0.8528974	0.73185563	0.9083396	0.8935068
ben_uit/verb	0.8492549	0.868858	0.77091837	0.9095324	0.86404324	0.79833436	0.85815877	0.8368521	0.9161446	0.8904133	0.9079179	0.91994256	0.9186355	0.8634573	0.8600366	0.87912226	0.79808843	0.8545878	0.8548143	0.93849313	0.93061113	0.89811724	0.8877748	0.84872454	0.79397404	0.8539648	0.84885716	0.9050435	0.86709106	0.8647853	0.8517251	0.86942446	0.91955006	0.8370687	0.88986933	0.89182436	0.8780963	0.928873	0.8885851	0.8736385	0.9867128	0.8414322	0.8565695	0.81416535	0.89695305	0.879587	0.87936485	0.85949445	0.92566496	0.8618127	0.9291184	0.8680797	0.0	0.92037785	0.8581219	0.8924898	0.88090134	0.7300816	0.83169353	0.971124	0.85140944	0.87533855	0.8256796	0.90746635	0.8566785	0.79932475	0.8676919	0.85383666	0.8263146	0.8648449	0.874302	0.8792567	0.86615664	0.87348014	0.8972006	0.8932961	0.8664484	0.8601747	0.95539767	0.8915599	0.83596504	0.8723023	0.8979718	0.8764846	0.87239635	0.8224275	0.88397384	0.8378235	0.8816266	0.91780937	0.8771166	0.8922539	0.8775721	0.81328464	0.8432905	0.88482857	0.8629049	0.88645256	0.7957345	0.86094695	0.83621705	0.8974237	0.87245005	0.8989976	0.8353863	0.8755995	0.8617847	0.8415963	0.8634752	0.83613294	0.87044346	0.89737636	0.8579713	0.93083936	0.8663971	0.81384766	0.7920878	0.8632066	0.86823666	0.8886939	0.8133557	0.77949613	0.86686754	0.897795	0.8362948	0.9225911	0.8191065	0.863176	0.83581066	0.9139205	0.9373482	0.80867153	0.83654547	0.85033274	0.8307266	0.8695977	0.89073634	0.92807496	0.8543643	0.8597631	0.8784503	0.893649	0.74080586	0.80478525	0.8840257	0.90189886	0.8325826	0.88992184	0.856017	0.91879606	0.88170826	0.86962557	0.85781693	0.86904675	0.82448304	0.9423752	0.8588691	0.8683704	0.86330473	0.83598673	0.93290585	0.90010697
verholen/adj	0.8639858	0.9274842	0.8454353	0.9169905	0.8609476	0.841305	0.9287023	0.89680636	0.8662104	0.89250857	0.8578504	0.91851175	0.9107801	0.870776	0.9286505	0.88722056	0.77845395	0.9224855	0.8507257	0.97159934	0.9239487	0.93433297	0.93788546	0.845402	0.90132153	0.9162586	0.9042856	0.872033	0.8831909	0.8849573	0.87723595	0.8626793	0.93409854	0.8766045	0.91717815	0.9298916	0.90985274	0.947226	0.8893749	0.7519566	0.960742	0.7318058	0.8548542	0.8341473	0.9192533	0.9089345	0.8952008	0.9349778	0.92452127	0.9509967	0.9539011	0.9100659	0.92037785	0.0	0.92655885	0.9525524	0.94252366	0.8413123	0.87824863	0.96858513	0.9384266	0.89215904	0.8040325	0.9387096	0.74383193	0.83527005	0.9051115	0.93048847	0.86914814	0.93409306	0.8237103	0.76497805	0.8563845	0.8199232	0.8818791	0.8924993	0.89863366	0.89853287	0.96833247	0.9049219	0.9102097	0.903497	0.9221663	0.7819525	0.87293553	0.8877718	0.92209584	0.8848304	0.8226595	0.9281791	0.83766425	0.9375316	0.9592269	0.8598841	0.94513327	0.89067376	0.90239894	0.75400007	0.88048434	0.9171958	0.8515505	0.8939904	0.92282933	0.95863307	0.84676313	0.94805187	0.86721694	0.9280628	0.82567763	0.8765681	0.9080117	0.9402479	0.83864903	0.936135	0.91372937	0.86295223	0.894641	0.83498317	0.891783	0.7924106	0.8341094	0.84402657	0.87797666	0.8074758	0.91075855	0.9236489	0.8325865	0.9120717	0.9261639	0.92396486	0.8716496	0.79612947	0.8746839	0.9248225	0.9124014	0.8260273	0.936715	0.9617191	0.81136155	0.9085144	0.912762	0.9111903	0.8560498	0.844091	0.9317473	0.9396176	0.91564643	0.9469298	0.82931983	0.9519621	0.94800687	0.9405678	0.9022368	0.8605516	0.8087681	0.9691857	0.90877944	0.9350506	0.86748636	0.89406836	0.93351966	0.9351874
moet_in/verb	0.88409996	0.8103729	0.7830945	0.91124636	0.8975594	0.8410157	0.8343753	0.86255777	0.9095359	0.8771082	0.86267275	0.9102909	0.89522415	0.891071	0.8611795	0.8687836	0.7621777	0.8874617	0.8472495	0.8950628	0.8997862	0.8429059	0.8875171	0.8908054	0.87875736	0.87929875	0.8574296	0.9057419	0.8926134	0.8571557	0.8832155	0.80866367	0.86714894	0.81866014	0.8875027	0.8699142	0.9091908	0.9214052	0.8808032	0.87351525	0.94621027	0.88807446	0.89241105	0.8179393	0.87472975	0.85554045	0.7996987	0.8761088	0.8910553	0.8270278	0.9081063	0.83846223	0.8581219	0.92655885	0.0	0.8176237	0.8782769	0.72646594	0.8285269	0.91453785	0.84107554	0.8913865	0.8515964	0.91907	0.8698324	0.8086474	0.91692054	0.73656285	0.8298517	0.7767627	0.8750052	0.90224034	0.86681885	0.841838	0.90777457	0.8792983	0.86854196	0.8573717	0.91812766	0.88480484	0.83758163	0.8222412	0.8343594	0.9163185	0.88746345	0.8436379	0.8597948	0.8227368	0.9100338	0.9075346	0.88063633	0.90483284	0.8304385	0.8186331	0.8304454	0.8925158	0.82678413	0.8832596	0.79379797	0.8908376	0.8467828	0.8846835	0.87644976	0.85325396	0.85811585	0.84301126	0.8495401	0.81946284	0.8717659	0.8696246	0.8505446	0.83013237	0.8848507	0.892238	0.7907906	0.82267594	0.8187178	0.9108612	0.8413033	0.8757251	0.8162616	0.727461	0.8751335	0.8897769	0.8819242	0.9150337	0.8899791	0.8722596	0.8320981	0.85967004	0.92491645	0.8227694	0.87143403	0.86700743	0.7670573	0.86695707	0.8469823	0.87079203	0.88475055	0.90069884	0.884626	0.8999852	0.74874943	0.83263075	0.79589355	0.83289075	0.78076595	0.8579193	0.8675794	0.95088804	0.8400547	0.79317635	0.89443094	0.893011	0.86204743	0.9155886	0.8825511	0.88007	0.8385619	0.82732975	0.9165067	0.8241112
plafond/noun	0.890782	0.8022827	0.81353486	0.8747457	0.8365087	0.8369571	0.8810338	0.8285413	0.87902015	0.7650533	0.8341072	0.8498796	0.91786283	0.858759	0.8407339	0.8983098	0.6456138	0.90835035	0.8270583	0.9005848	0.8194078	0.7484853	0.87786144	0.8950376	0.86991274	0.85633934	0.83929366	0.7460501	0.9260639	0.6789813	0.88958925	0.8220492	0.8572841	0.8032723	0.8970402	0.8100089	0.9171181	0.93349284	0.87429637	0.8455926	0.97874385	0.89779806	0.8080199	0.7979394	0.86806566	0.79090613	0.77799463	0.8973703	0.79415333	0.6196668	0.81905824	0.8549272	0.8924898	0.9525524	0.8176237	0.0	0.76649	0.6774684	0.60710216	0.9396033	0.8684896	0.80831593	0.8172022	0.90192884	0.89675426	0.80916834	0.87273633	0.77935857	0.83162016	0.5844614	0.9399679	0.85320634	0.7666113	0.8876414	0.83342993	0.7883068	0.8315701	0.8829473	0.9468914	0.9066694	0.88310367	0.85424185	0.81491214	0.8333697	0.88564986	0.77000606	0.79919565	0.8085842	0.90396744	0.90185237	0.8689445	0.9160326	0.805021	0.7561651	0.83313155	0.89826435	0.78958386	0.88655233	0.7682259	0.89929307	0.86699325	0.86554265	0.87062526	0.6894575	0.8441333	0.7163327	0.7614807	0.79887885	0.900033	0.92279595	0.89774555	0.63922757	0.9063998	0.8572195	0.64778286	0.8431254	0.88193464	0.8650862	0.76139677	0.8885534	0.8409485	0.75665647	0.9024794	0.92763656	0.90539896	0.81720126	0.9084525	0.84720397	0.72944295	0.87157804	0.9036869	0.8373276	0.8949448	0.8753379	0.77316535	0.8099592	0.78288764	0.7755983	0.92813975	0.8758574	0.90072984	0.93327755	0.70387936	0.7919624	0.72876215	0.6991377	0.7653097	0.6686424	0.92796624	0.88893855	0.810212	0.55802834	0.8559921	0.89810467	0.8904882	0.93900406	0.89722306	0.8026087	0.93965644	0.80200803	0.91729057	0.6886239
studio/noun	0.89190924	0.79840493	0.7854515	0.8992199	0.84889567	0.864678	0.8933969	0.73251706	0.8716638	0.8342794	0.8841243	0.9053008	0.9294482	0.8368281	0.8379549	0.8562484	0.7838901	0.8461824	0.91144586	0.9033142	0.842262	0.8722873	0.881704	0.9174719	0.9219639	0.91070265	0.8865819	0.90155804	0.82045084	0.84237075	0.91873455	0.8368193	0.84799886	0.8395897	0.9035544	0.87200457	0.930091	0.8974845	0.7032191	0.8675385	0.9750659	0.928833	0.89327866	0.8602349	0.93083835	0.8641403	0.8814839	0.84606975	0.91116834	0.79293585	0.83819926	0.88483423	0.88090134	0.94252366	0.8782769	0.76649	0.0	0.7459787	0.82814527	0.9387577	0.9030174	0.86279035	0.8668661	0.9233444	0.90790784	0.8901414	0.79363155	0.7687606	0.8921715	0.82008237	0.9118423	0.8810498	0.7903599	0.91699195	0.8581493	0.88023555	0.89712447	0.90015537	0.9389118	0.8922989	0.83312327	0.85030633	0.83252704	0.92782694	0.866736	0.7945999	0.8565061	0.8169459	0.88519466	0.8610617	0.86037517	0.94430286	0.90507203	0.8010217	0.8864802	0.82921624	0.83263004	0.89033043	0.8198718	0.87665486	0.8898274	0.8970149	0.82760286	0.8142004	0.9169333	0.83007747	0.8983359	0.87558085	0.94202465	0.9336659	0.8739303	0.82832617	0.87005806	0.9168488	0.8129959	0.84179604	0.8444685	0.88427645	0.88722855	0.86657846	0.8555044	0.81076753	0.8838559	0.92772746	0.8092232	0.9167053	0.9080798	0.8704846	0.8158992	0.8604921	0.9419884	0.830945	0.81859136	0.83335173	0.8687792	0.90393895	0.8322282	0.8892106	0.89282435	0.86789113	0.8062451	0.7501257	0.7581336	0.80911857	0.8305471	0.785344	0.79202944	0.89526165	0.9221305	0.83655846	0.85660845	0.765784	0.873513	0.8629164	0.92086023	0.94926	0.86893827	0.8390576	0.8914824	0.8520311	0.7625163	0.87278813
en/vg	0.7704903	0.7144693	0.5474479	0.80785924	0.7008116	0.66478527	0.77248263	0.7632971	0.7444124	0.7340058	0.69323945	0.8351544	0.8520795	0.7748091	0.53942883	0.7445275	0.48530954	0.7496866	0.7380376	0.8789306	0.76040745	0.75768834	0.82846606	0.73745036	0.7881458	0.718973	0.6884994	0.7338097	0.78546196	0.6441363	0.6646749	0.7166199	0.7323394	0.6564087	0.6788116	0.7963575	0.79163444	0.7997775	0.7775048	0.68346006	0.95702684	0.7323452	0.6898149	0.7086248	0.8018156	0.7066219	0.7111553	0.8076827	0.7679813	0.6660272	0.77360183	0.82508075	0.7300816	0.8413123	0.72646594	0.6774684	0.7459787	0.0	0.54338944	0.9145082	0.7356446	0.61856246	0.6865911	0.8612367	0.7510031	0.60797226	0.65613997	0.7195873	0.6443182	0.68237144	0.807644	0.69397706	0.689435	0.72481525	0.721212	0.6251595	0.7859459	0.74023724	0.90988576	0.8292384	0.7268852	0.7469115	0.6780364	0.754028	0.73066485	0.5949305	0.7762036	0.6719162	0.7923003	0.8825178	0.75053847	0.8038879	0.7685276	0.52725613	0.68775284	0.8122397	0.7701	0.73806155	0.59013355	0.73978084	0.732772	0.740402	0.7524625	0.7122818	0.6911782	0.7117337	0.6295215	0.5927557	0.7451992	0.7704244	0.72101545	0.678756	0.747092	0.8529506	0.6716772	0.6588416	0.66469944	0.63968486	0.6752917	0.73987424	0.6383965	0.60479766	0.7206776	0.8476111	0.71668506	0.7329211	0.6970643	0.7184439	0.65766233	0.8215921	0.81392306	0.66515744	0.75587887	0.65259653	0.6978048	0.7307726	0.74692225	0.7705191	0.72607404	0.717186	0.75838494	0.8574769	0.5717488	0.60572755	0.7796949	0.68317777	0.6495534	0.63439065	0.8148373	0.8157338	0.77652955	0.674244	0.64860076	0.71123767	0.7325493	0.9065824	0.7442006	0.64602876	0.78008276	0.6216722	0.82592666	0.726061
gekleurd/adj	0.8129051	0.826266	0.6947479	0.80142856	0.69038457	0.7176089	0.87233984	0.82187307	0.8121804	0.6846789	0.74348503	0.80407774	0.9189523	0.78373444	0.72822434	0.82773626	0.5470095	0.82970756	0.7642801	0.90517855	0.7850832	0.7755029	0.85935825	0.8448034	0.78812927	0.8587936	0.72456604	0.72410184	0.866926	0.63567686	0.79840803	0.7782847	0.8637418	0.7181896	0.7601936	0.7879555	0.87256455	0.889279	0.8554381	0.7627728	0.9489963	0.8243845	0.704015	0.7337395	0.8379325	0.7825548	0.7690573	0.8880832	0.7387295	0.6465875	0.77429444	0.8184974	0.83169353	0.87824863	0.8285269	0.60710216	0.82814527	0.54338944	0.0	0.9200581	0.8644483	0.6748804	0.7404698	0.88465506	0.8570973	0.7245489	0.7685368	0.7657931	0.75827444	0.5754677	0.8624353	0.7586713	0.67702764	0.79656744	0.73318696	0.62351173	0.80416435	0.79129004	0.9083941	0.86465275	0.82517433	0.8256587	0.7895401	0.7713573	0.8170424	0.5816803	0.7535938	0.7448766	0.8574444	0.884488	0.7832659	0.83585495	0.80666184	0.65560675	0.8154356	0.8413619	0.7915821	0.8046757	0.75512284	0.8159867	0.811573	0.8051661	0.82381845	0.69779855	0.76303214	0.7279107	0.7009846	0.75617427	0.8235094	0.8915349	0.8071737	0.6363652	0.8605978	0.851781	0.60169643	0.78802043	0.85158336	0.75598955	0.75999504	0.8090332	0.78074133	0.75377095	0.80166817	0.8691891	0.81901675	0.752071	0.8426471	0.7918306	0.6995285	0.88732266	0.8496187	0.7597583	0.7899218	0.7565807	0.7460817	0.7158854	0.74488235	0.8325293	0.8369554	0.7928513	0.8556378	0.8887056	0.6072625	0.6982917	0.74434876	0.7525817	0.73545974	0.47648293	0.8559163	0.83573264	0.82570153	0.6781925	0.78408337	0.79833394	0.83603376	0.91322947	0.8307249	0.7814033	0.90039843	0.7257513	0.8999654	0.6798153
1ste/num	0.96872866	0.93899465	0.936916	0.9578603	0.9571713	0.9562827	0.9383872	0.93197787	0.9617304	0.9167798	0.94155383	0.95162165	0.92087287	0.950651	0.8958095	0.870699	0.94286084	0.95184803	0.95138687	0.7744692	0.9078108	0.81421095	0.90335345	0.9454267	0.9517448	0.9628869	0.92362064	0.96554893	0.9695724	0.93517494	0.960978	0.9311009	0.9399047	0.93634677	0.9524772	0.9451718	0.91322815	0.94908345	0.9420053	0.95023763	0.75374883	0.9441998	0.95163757	0.9100643	0.9230592	0.9549416	0.9291479	0.8862444	0.9441499	0.9269638	0.9454815	0.88229305	0.971124	0.96858513	0.91453785	0.9396033	0.9387577	0.9145082	0.9200581	0.0	0.9443239	0.9492589	0.95099306	0.9120228	0.95908993	0.9221449	0.9567795	0.80964947	0.9618918	0.9367388	0.9340369	0.9395623	0.94336116	0.9240196	0.9684559	0.9570596	0.92294955	0.94494146	0.30351573	0.8663037	0.9312272	0.9191895	0.96307933	0.9521857	0.95649195	0.94552296	0.95958304	0.9414363	0.8846848	0.95925903	0.95031834	0.9532309	0.909071	0.9087398	0.9312484	0.8302543	0.84714454	0.9398986	0.93755156	0.9531635	0.9514974	0.93641526	0.93819827	0.9596931	0.93117493	0.9445799	0.92265403	0.9620792	0.9587341	0.9702139	0.9426477	0.9550672	0.976844	0.7923034	0.9301814	0.9179418	0.8778282	0.96198785	0.9456834	0.9507853	0.88305306	0.80732906	0.96595806	0.9309806	0.939092	0.95100296	0.927721	0.9346812	0.91206306	0.8994024	0.9647713	0.9078787	0.9342858	0.91663873	0.9638436	0.95063215	0.8866143	0.95383054	0.96513385	0.9577768	0.97166866	0.8795419	0.88934636	0.93982697	0.88745403	0.91541725	0.93864965	0.9413965	0.91472423	0.96668553	0.95121753	0.91971827	0.9631039	0.9627734	0.9185436	0.23964775	0.9446906	0.9268763	0.94353944	0.9237686	0.94810265	0.93242615
beperkt/adj	0.8967107	0.8322063	0.7657476	0.91497743	0.88745606	0.73627245	0.72590446	0.9104296	0.90793383	0.8919162	0.92033803	0.8943834	0.87943304	0.84210336	0.78231764	0.90000147	0.8936607	0.9181885	0.90631485	0.8827041	0.92567164	0.90523803	0.90974	0.8393489	0.86045784	0.8429705	0.8537753	0.94406605	0.9419359	0.853814	0.81840336	0.89995104	0.82381177	0.8602102	0.86603147	0.9421816	0.86688673	0.8082732	0.89208114	0.8860639	0.9826926	0.8944448	0.8960693	0.746577	0.921382	0.8183477	0.87327456	0.9082452	0.9523183	0.9006806	0.9040704	0.7020681	0.85140944	0.9384266	0.84107554	0.8684896	0.9030174	0.7356446	0.8644483	0.9443239	0.0	0.862486	0.8995175	0.8344158	0.72815585	0.8476727	0.8826836	0.8275919	0.8062374	0.9205672	0.8764274	0.89878964	0.92331976	0.8598449	0.9088388	0.844069	0.8656052	0.72090745	0.9502952	0.86271274	0.71995646	0.85217494	0.83080554	0.92053056	0.8768794	0.915623	0.887572	0.9156903	0.9214952	0.9456675	0.87838745	0.88493335	0.8990898	0.79418063	0.77136046	0.8724414	0.82649046	0.903314	0.7888346	0.8661111	0.6360745	0.94530463	0.9165972	0.92722976	0.8692956	0.8341738	0.7805884	0.7437562	0.8425859	0.83719224	0.79544973	0.8998637	0.77451664	0.8901842	0.8914028	0.74358594	0.68109924	0.88296604	0.8446528	0.895789	0.6557216	0.7052784	0.9269817	0.9068122	0.81206214	0.9257312	0.7581678	0.9053551	0.9205223	0.9192737	0.9496435	0.8488376	0.8448131	0.8108592	0.85134983	0.88613325	0.901162	0.8914088	0.88995695	0.90235335	0.8918945	0.9085709	0.71655536	0.7556318	0.9036517	0.8905486	0.844653	0.9509351	0.89488506	0.9187771	0.8799752	0.8893451	0.8990201	0.8579036	0.723748	0.9478773	0.82555324	0.73662543	0.8370583	0.6485189	0.86080694	0.9362904
accent/noun	0.81121147	0.86817145	0.78191876	0.88706267	0.73524	0.77430344	0.8821148	0.8410369	0.73870695	0.7886728	0.7972195	0.8469291	0.93805724	0.8214135	0.66062754	0.85615623	0.73405015	0.8185435	0.859606	0.92138577	0.85640883	0.8427903	0.873114	0.80903155	0.811381	0.8849578	0.81884205	0.8195191	0.8456061	0.7607195	0.8016738	0.8571353	0.8020231	0.82417154	0.79286355	0.89163995	0.8580006	0.90793043	0.84718347	0.7348598	0.92000943	0.8321263	0.7088057	0.79143655	0.90105283	0.8028575	0.8702749	0.8916751	0.8615146	0.83458763	0.8272919	0.8849644	0.87533855	0.89215904	0.8913865	0.80831593	0.86279035	0.61856246	0.6748804	0.9492589	0.862486	0.0	0.7618221	0.88440347	0.8590489	0.80215496	0.7039691	0.84117985	0.8208417	0.8458334	0.8506684	0.72405696	0.71791846	0.7880343	0.7193651	0.68365645	0.8528708	0.841574	0.9311703	0.8853806	0.8449064	0.8721003	0.8177298	0.788609	0.8057726	0.7142546	0.87196785	0.83917165	0.84504235	0.91312075	0.7973371	0.8394351	0.8914805	0.766207	0.8785509	0.83246726	0.8622668	0.8194332	0.80621386	0.82822204	0.8410033	0.79541034	0.84978366	0.8403199	0.7913391	0.83929366	0.77070737	0.83893186	0.85489106	0.8786331	0.84451544	0.7744788	0.8608656	0.8932191	0.82962674	0.86032814	0.8365352	0.6591813	0.876298	0.8135978	0.80610406	0.7921301	0.7268127	0.8862264	0.80572975	0.7962636	0.7893409	0.8420272	0.83407015	0.9035456	0.84607077	0.7998105	0.7960359	0.76798636	0.89147156	0.80590045	0.8125924	0.8988286	0.8171796	0.74006605	0.8915583	0.8979928	0.73180324	0.7785362	0.89494187	0.7850461	0.87726516	0.76784694	0.8918929	0.8180846	0.8805646	0.8414422	0.79042447	0.7504873	0.8236284	0.9413623	0.8066007	0.82151544	0.8909966	0.75134075	0.88813555	0.87789094
nostalgie/noun	0.7602177	0.8443371	0.7397846	0.89818466	0.6880474	0.711191	0.9072347	0.84307986	0.8082732	0.827603	0.7897862	0.89320314	0.9185255	0.8470197	0.7467296	0.8867683	0.6576562	0.8055891	0.801	0.9302565	0.8926801	0.87582207	0.8725137	0.74775934	0.7692814	0.89963293	0.83876586	0.84894854	0.8421361	0.7728692	0.78643674	0.8000784	0.88844556	0.79066086	0.8439506	0.90152824	0.8298471	0.90477794	0.86262214	0.7097086	0.95937836	0.72665507	0.67479783	0.71578467	0.8839541	0.8177229	0.82741296	0.8813461	0.9033992	0.8360956	0.87235665	0.8792659	0.8256796	0.8040325	0.8515964	0.8172022	0.8668661	0.6865911	0.7404698	0.95099306	0.8995175	0.7618221	0.0	0.8978917	0.75368345	0.726071	0.678689	0.8284541	0.7698113	0.82276773	0.8736373	0.59501755	0.68603945	0.7591544	0.7503915	0.7768024	0.7939502	0.83773553	0.948054	0.88626736	0.8453991	0.8532653	0.820814	0.7192779	0.7437854	0.6987717	0.8516709	0.76592463	0.74347293	0.90859824	0.8077497	0.8767907	0.90608335	0.77598536	0.8546108	0.8673515	0.8669737	0.660895	0.8077705	0.8571183	0.8079045	0.8199031	0.84832895	0.8715454	0.7216387	0.8445989	0.8012508	0.8534764	0.82902455	0.90207696	0.8517778	0.8066578	0.83523864	0.87946534	0.8354094	0.8106371	0.85489285	0.57538867	0.8688248	0.8074131	0.80279833	0.8342159	0.7712102	0.83568454	0.8294239	0.8489475	0.8642996	0.8409323	0.80910194	0.88127214	0.8378505	0.7709449	0.8035659	0.80565614	0.8226484	0.8296974	0.85365677	0.8939031	0.81213045	0.7213458	0.84251237	0.9046256	0.7105111	0.76577365	0.896012	0.85713315	0.863803	0.86387134	0.8946882	0.8538561	0.8775108	0.823383	0.70660543	0.7958762	0.8253726	0.95615536	0.8501972	0.8137923	0.92652035	0.80087787	0.8968917	0.84511256
