	kinderachtig/adj	word/verb	die/pron	flyers/noun	surrealistisch/adj	zulk/det	aantal/noun	tv/noun	stem/noun	affiche/noun	bijtend/adj	letter_DIM/noun	geweigerd/adj	advertentie/noun	combineer/verb	Australisch/adj	vol/prep	detective/noun	verblind/adj	plaats/noun	flankeer/verb	geplaatst/adj	wereld_top/noun	ernst/noun	lijk/verb	wapen/noun	heb_op/verb	oog/noun	hoor/verb	voorwerp/noun	samenleving/noun	sla_gade/verb	centraal/adj	laat_los/verb	voeg_toe/verb	halfnaakt/adj	groot_macht/noun	niet_commercieel/adj	radio/noun	ingehouden/adj	PROV/name	minachting/noun	symboliek/noun	die/det	gehard/adj	storend/adj	vol/adj	begin/verb	priem/verb	kaars/noun	licht/prefix	slechts/adv	ben_uit/verb	verholen/adj	moet_in/verb	plafond/noun	studio/noun	en/vg	gekleurd/adj	1ste/num	beperkt/adj	accent/noun	nostalgie/noun	prognose/noun	enig/det	drijf/verb	jazz/noun	in/prep	wat/det	hang/verb	schemer_door/verb	ironie/noun	tafereel/noun	mild/adj	pose/noun	helder/adj	precies/adv	welk/det	3de/num	Euro2000/name	waarvoor/pp	Aalsterse/adj	omgeving/noun	zweem/noun	schrijven/noun	vrolijk/adj	zie/verb	eenzaam/adj	kijk_terug/verb	wereld_pers/noun	terloops/adj	verander/verb	loop/verb	met/prep	blijf_achter/verb	reeks/noun	op/prep	verwondering/noun	door/prep	maak/verb	dergelijk/adj	macho/noun	één/pron	tafel/noun	vooroordeel/noun	ingebouwd/adj	licht/adj	gebruik/verb	discriminatie/noun	waarschuw/verb	ander/adj	licht/noun	publiek/adj	ere_plaats/noun	hang_op/verb	alle/det	voor/prep	humor/noun	onder/prep	ontlok/verb	van/prep	de/det	kom_over/verb	hoon/noun	Nederlandstalig/adj	ragfijn/adj	richt/verb	Romein/noun	eentje/pron	Istanboel/name	goedmoedig/adj	zijn/det	Engelstalig/adj	introduceer/verb	verdwijn/verb	fel/adj	loper/noun	auto_wrak/noun	politicus/noun	drama/noun	zelf/adv	zend_uit/verb	een/det	waarmee/pp	sta/verb	vleugel/noun	honderden/noun	rood/adj	mikpunt/noun	geluid_effect/noun	lawaaierig/adj	buis/noun	geest/noun	onderwerp/noun	ondanks/prep	2de/num	voer_op/verb	industrieel/adj	weiger/verb	varieer/verb	productie_huis/noun	hang/adj
zijn/det	0.801152	0.78641415	0.69881654	0.9081253	0.762559	0.7530296	0.86762875	0.8438936	0.79321814	0.8527257	0.7822095	0.8637167	0.8576079	0.8562358	0.76785403	0.7830524	0.69114715	0.7852896	0.8034067	0.89599156	0.8413589	0.83149934	0.8428973	0.79640424	0.8014574	0.8181024	0.7825848	0.77710974	0.8241547	0.78546447	0.83088267	0.7685398	0.84420735	0.7545894	0.84544027	0.8332121	0.82865906	0.8965944	0.8568667	0.7456961	0.9471728	0.7714317	0.77478087	0.6760918	0.88135874	0.82351947	0.7791045	0.8294999	0.816066	0.81483567	0.9166349	0.8490933	0.80867153	0.79612947	0.8227694	0.8373276	0.830945	0.66515744	0.7597583	0.9078787	0.8488376	0.7998105	0.7709449	0.86012924	0.74944556	0.78672343	0.8084377	0.7503239	0.8120006	0.7801838	0.757129	0.7428264	0.80367696	0.78268135	0.76313806	0.77356744	0.81620085	0.8039806	0.91122127	0.8156931	0.7759963	0.784014	0.8704519	0.8178868	0.75370777	0.7548522	0.82217956	0.7387668	0.7429422	0.8546044	0.7575605	0.84641755	0.85616946	0.6742355	0.78015447	0.8119992	0.75314635	0.7674334	0.7398397	0.82669586	0.78990203	0.82566684	0.7693882	0.83962244	0.78720146	0.8404666	0.82483965	0.8565994	0.8667393	0.85392654	0.80328107	0.8660468	0.7868935	0.8266745	0.78667367	0.77635896	0.77163213	0.7793387	0.7917088	0.7539404	0.6213836	0.7002511	0.82601726	0.803292	0.8066675	0.85639817	0.84439164	0.81165415	0.7295321	0.8405421	0.8346602	0.0	0.8048263	0.81200486	0.8396168	0.7862716	0.82432437	0.89011383	0.75165695	0.82792044	0.8127355	0.8987699	0.6821208	0.7088716	0.83426285	0.80016756	0.81837565	0.78326505	0.8673073	0.90227073	0.881969	0.831304	0.76095784	0.8116287	0.7302391	0.8975103	0.8414415	0.8626772	0.7676839	0.798478	0.8481698	0.7865172
Engelstalig/adj	0.83765876	0.8320546	0.71775657	0.83934724	0.77000993	0.7813713	0.8533439	0.7446714	0.8430995	0.7212312	0.86115694	0.83612335	0.91314447	0.70470655	0.799771	0.7846205	0.77345645	0.7726422	0.9177408	0.9145507	0.88872457	0.88256794	0.89650875	0.88989615	0.8688869	0.89862925	0.8561941	0.91146255	0.81651115	0.82851213	0.85776687	0.8852677	0.8690418	0.8534088	0.8542392	0.89494365	0.8894711	0.8002679	0.71645087	0.8511679	0.954428	0.8485266	0.8294495	0.8055024	0.90367544	0.84814066	0.90641946	0.8640272	0.9253134	0.89754593	0.8915289	0.86909753	0.83654547	0.8746839	0.87143403	0.8949448	0.81859136	0.75587887	0.7899218	0.9342858	0.8448131	0.7960359	0.8035659	0.86816186	0.88077915	0.85638034	0.7259829	0.7996795	0.8738556	0.9043002	0.85041535	0.78814745	0.82873875	0.8705319	0.87311524	0.7954203	0.8823986	0.8102838	0.93470323	0.88516164	0.7748728	0.8503588	0.8912196	0.90109086	0.7414582	0.78178245	0.86878586	0.87750137	0.8571266	0.88392985	0.81244576	0.91523856	0.93503106	0.81375945	0.89001226	0.76102567	0.84416115	0.82594454	0.8067687	0.84502125	0.80880696	0.8819215	0.8005856	0.91915363	0.8247167	0.8495189	0.89369315	0.83708036	0.88504064	0.84890574	0.8276572	0.9106895	0.8348632	0.88618124	0.8391483	0.7889317	0.82563865	0.7824787	0.87954855	0.8661343	0.7593043	0.76339376	0.8572826	0.8810809	0.4469484	0.89850223	0.81104183	0.85619485	0.8426521	0.894852	0.87812155	0.8048263	0.0	0.7182568	0.90025336	0.906799	0.869757	0.92427063	0.8273237	0.80816996	0.8239981	0.7631697	0.7458842	0.74171436	0.84300166	0.865676	0.81869936	0.9051622	0.88589764	0.87378	0.89476466	0.8692992	0.8584582	0.7622552	0.8794874	0.9247673	0.7937039	0.82483184	0.8901882	0.818593	0.78295183	0.8968205
introduceer/verb	0.8331945	0.8442521	0.6699272	0.88002765	0.7637061	0.7244166	0.81928074	0.7676883	0.8499602	0.8118235	0.8471325	0.8706393	0.8996335	0.77094394	0.6615267	0.79411215	0.7557042	0.80440915	0.874698	0.9446655	0.8500656	0.88012296	0.85748506	0.8467662	0.8133284	0.87598187	0.7959574	0.89619863	0.8464734	0.79508835	0.79495525	0.8589094	0.80022776	0.73031884	0.759061	0.8929845	0.87621826	0.81574565	0.7815025	0.8501638	0.96319044	0.84709674	0.8150543	0.7641565	0.9074722	0.82767355	0.88881624	0.8427428	0.92728317	0.86719704	0.8711699	0.87089044	0.85033274	0.9248225	0.86700743	0.8753379	0.83335173	0.65259653	0.7565807	0.91663873	0.8108592	0.76798636	0.80565614	0.8661224	0.8600627	0.79185724	0.70557606	0.7960274	0.867223	0.87497115	0.83917946	0.76116985	0.7930499	0.8071067	0.82204187	0.7728555	0.81821215	0.74134004	0.913321	0.8675817	0.72981226	0.85218817	0.8709837	0.8836315	0.8132825	0.7739403	0.8662562	0.84445846	0.84099174	0.9129664	0.8036971	0.7918913	0.9056886	0.7599023	0.8439379	0.8188026	0.8377993	0.85816586	0.80916977	0.81964636	0.7434174	0.85529226	0.78624034	0.8672697	0.79893583	0.7372398	0.8446611	0.66170645	0.840845	0.8222754	0.7436322	0.8616238	0.83824754	0.91008645	0.8239263	0.7331846	0.7564037	0.76237506	0.8460741	0.8311966	0.7308037	0.71799177	0.81342614	0.9009813	0.7585769	0.8903972	0.77216065	0.8390653	0.82726634	0.90401244	0.8782044	0.81200486	0.7182568	0.0	0.8061291	0.8727654	0.8748888	0.9316064	0.8276844	0.8030551	0.869502	0.7746267	0.674044	0.62842155	0.86610496	0.84657	0.83756113	0.8657368	0.8850571	0.85999274	0.87748706	0.8438672	0.800053	0.787301	0.8532409	0.91711473	0.7586596	0.74657196	0.86732984	0.7443204	0.8136488	0.87250805
verdwijn/verb	0.9074824	0.8500061	0.79595494	0.8991764	0.85541815	0.85309696	0.8170953	0.86989015	0.9118906	0.8643474	0.862275	0.90748966	0.9101604	0.875937	0.8536067	0.8870821	0.67381966	0.88141364	0.8475558	0.900812	0.8661417	0.841883	0.9051228	0.8974737	0.8332043	0.84962624	0.84547544	0.87786335	0.89155555	0.75738066	0.8725404	0.8399064	0.869328	0.74547684	0.8642652	0.85825837	0.90760916	0.91575104	0.87942576	0.8574879	0.9736874	0.90522313	0.8472761	0.79989094	0.90128344	0.82767355	0.77051425	0.8978483	0.82358485	0.7848584	0.882225	0.8609517	0.8307266	0.9124014	0.7670573	0.77316535	0.8687792	0.6978048	0.7460817	0.9638436	0.85134983	0.89147156	0.8226484	0.9030484	0.8299863	0.71581554	0.91015285	0.7267659	0.80500317	0.6907661	0.9073097	0.8757911	0.82732284	0.87372166	0.887017	0.84975815	0.8481889	0.85189056	0.9584329	0.9066654	0.85146934	0.86691123	0.8095611	0.8546862	0.9008967	0.8333967	0.7820953	0.7929022	0.8981812	0.926627	0.8941552	0.81335324	0.8136132	0.80142576	0.77996546	0.9218969	0.7791735	0.87429863	0.79814714	0.9018619	0.8607078	0.90299207	0.8586925	0.854661	0.87291515	0.7754571	0.81858253	0.7941427	0.8964259	0.8899048	0.82428455	0.7804356	0.87882537	0.90853447	0.752807	0.80309725	0.86465156	0.8788761	0.7990501	0.8795958	0.7841157	0.68612564	0.90857625	0.92290413	0.9117549	0.8933822	0.8885169	0.8819835	0.8183673	0.897936	0.91811717	0.8396168	0.90025336	0.8061291	0.0	0.873117	0.85556626	0.81996745	0.9185563	0.901427	0.94026846	0.88482434	0.7245608	0.7931751	0.75513214	0.84462464	0.74600995	0.78408706	0.8808955	0.912813	0.8492857	0.7811625	0.8601768	0.9074155	0.85137814	0.9627047	0.87552285	0.80677354	0.9115699	0.8158137	0.9278754	0.77520007
fel/adj	0.8452524	0.819873	0.7724381	0.90698695	0.8437424	0.79112536	0.8794055	0.876817	0.8413242	0.8380507	0.7580362	0.90160805	0.91057414	0.8642653	0.8778262	0.84102744	0.8186879	0.8982865	0.79029346	0.9156466	0.90047157	0.8799169	0.88045114	0.8091823	0.8380798	0.8590689	0.831574	0.83233917	0.88995886	0.84420574	0.8005303	0.86299044	0.8905916	0.8702672	0.9036953	0.8995542	0.83205265	0.94768435	0.8802075	0.8113874	0.9694904	0.80987453	0.83610016	0.8034167	0.87235916	0.8154305	0.8325866	0.8513378	0.8620392	0.79349416	0.8838922	0.89679724	0.8695977	0.8260273	0.86695707	0.8099592	0.90393895	0.7307726	0.7158854	0.95063215	0.88613325	0.80590045	0.8296974	0.88091445	0.81390285	0.80905557	0.9025509	0.82896626	0.81002355	0.8372102	0.8239168	0.84381986	0.8000442	0.75729495	0.8494369	0.76910895	0.8712748	0.88787484	0.93041575	0.86810625	0.8868055	0.81397986	0.84632444	0.8249241	0.8748113	0.78280056	0.851141	0.84625554	0.8879061	0.873616	0.8648955	0.90497214	0.8918506	0.7955747	0.87513864	0.8601104	0.83656764	0.8324943	0.69105893	0.908862	0.7937212	0.8898732	0.90466106	0.88409	0.788948	0.8771084	0.7688413	0.8963119	0.7667361	0.7911302	0.88002574	0.7519477	0.78195524	0.87856853	0.8220183	0.8543711	0.8605032	0.8606026	0.80386007	0.7942133	0.807548	0.71563745	0.8695309	0.7920151	0.90771174	0.8797364	0.8317992	0.86637944	0.83929145	0.8712335	0.88985443	0.7862716	0.906799	0.8727654	0.873117	0.0	0.834563	0.88756853	0.7273911	0.864962	0.88385546	0.92280567	0.7880263	0.82179964	0.87027466	0.79395974	0.81961983	0.7449981	0.8016638	0.91485316	0.8643042	0.8546579	0.8400815	0.8193011	0.7458653	0.93374026	0.85490453	0.8830385	0.8434043	0.84141207	0.9155855	0.88576585
loper/noun	0.8885259	0.81709236	0.7832087	0.86119664	0.86208344	0.8488363	0.8680472	0.8645611	0.86950445	0.82387877	0.8761944	0.8900976	0.8979449	0.8523972	0.85100627	0.81691647	0.801472	0.8711444	0.87431735	0.82825017	0.84009373	0.82481843	0.80110776	0.89114636	0.8381977	0.89309555	0.8406886	0.83543164	0.9241854	0.8248055	0.8802147	0.8089782	0.87677586	0.84106636	0.9116093	0.8720956	0.85814035	0.90795714	0.8771519	0.8844085	0.9850309	0.89570045	0.8447993	0.8135391	0.9046801	0.8544743	0.8597221	0.87545764	0.8883565	0.7729152	0.85301006	0.81076413	0.89073634	0.936715	0.8469823	0.78288764	0.8322282	0.74692225	0.74488235	0.8866143	0.901162	0.8125924	0.85365677	0.8830016	0.87737906	0.8660692	0.875671	0.8259583	0.8038333	0.8157294	0.8947788	0.86137193	0.7985355	0.88161683	0.8352074	0.8399122	0.81445265	0.8562479	0.86621124	0.8400892	0.8574752	0.8452637	0.827529	0.8846706	0.8679992	0.79032093	0.8285111	0.80045867	0.85822296	0.8826523	0.8636893	0.92364603	0.7536045	0.80628294	0.8510688	0.85770434	0.81138164	0.87245584	0.76858073	0.90510756	0.86375976	0.8550467	0.83948845	0.809488	0.87158424	0.85092425	0.8335862	0.88581514	0.91822207	0.89699185	0.8379073	0.7841406	0.8948452	0.7881764	0.8262094	0.82279795	0.8066981	0.88869697	0.83466065	0.88264704	0.85626674	0.7837059	0.87759656	0.8898129	0.8502946	0.87591094	0.89978206	0.852084	0.7610675	0.85533875	0.8908268	0.82432437	0.869757	0.8748888	0.85556626	0.834563	0.0	0.8702044	0.8460916	0.89189327	0.87546724	0.9039428	0.750385	0.8240925	0.8025745	0.81515026	0.7543567	0.73471355	0.9086485	0.9278481	0.8663952	0.80198276	0.8730662	0.88757753	0.843564	0.8770851	0.88740635	0.90262336	0.8984899	0.837912	0.8887984	0.80942684
auto_wrak/noun	0.9133115	0.79794437	0.8365875	0.885559	0.88921857	0.87861556	0.8681048	0.89819664	0.9254359	0.8665441	0.88177884	0.89547735	0.8826578	0.90455663	0.92342037	0.9155494	0.7721122	0.9069145	0.8903	0.90722764	0.8972392	0.8574989	0.91704106	0.93205905	0.9128725	0.80965686	0.89919543	0.8869337	0.9492207	0.7450397	0.9408542	0.88574016	0.9061919	0.90003544	0.9456705	0.8732625	0.92549944	0.93417317	0.90515685	0.9202819	0.984606	0.9198731	0.881867	0.87621874	0.9128609	0.8661555	0.8652835	0.9304403	0.8881775	0.79838383	0.89354134	0.90792817	0.92807496	0.9617191	0.87079203	0.7755983	0.8892106	0.7705191	0.8325293	0.95383054	0.8914088	0.8988286	0.8939031	0.9404211	0.90915287	0.8378193	0.9507233	0.83596325	0.8644439	0.8302089	0.93699265	0.92112136	0.8782536	0.9287105	0.91456157	0.9250037	0.90716624	0.89254045	0.9500284	0.9151519	0.89169663	0.86881983	0.850339	0.9044778	0.92002404	0.89376825	0.8738934	0.86270195	0.9398379	0.9285079	0.9217346	0.93667215	0.88749665	0.85303396	0.8068293	0.93272024	0.8630826	0.91418016	0.818815	0.932811	0.8840004	0.8985459	0.89727044	0.8618469	0.89430445	0.86088085	0.8205686	0.84628963	0.92406416	0.91073084	0.8705919	0.830228	0.92514586	0.89734644	0.8579784	0.83110917	0.88790655	0.9288805	0.8381368	0.9247167	0.8442757	0.8314512	0.9482964	0.92252374	0.926095	0.914563	0.9271549	0.87608486	0.86208975	0.87709874	0.9338853	0.89011383	0.92427063	0.9316064	0.81996745	0.88756853	0.8702044	0.0	0.94402295	0.911268	0.8992424	0.9496815	0.8153058	0.8824654	0.85171705	0.8632095	0.77385753	0.8514148	0.9182227	0.9156967	0.8938351	0.76949185	0.9156466	0.9124975	0.9165996	0.9587151	0.91609454	0.8210574	0.9262226	0.88730145	0.92398065	0.84338456
politicus/noun	0.8143463	0.80617803	0.6325768	0.9186008	0.8610397	0.722819	0.8643566	0.8172264	0.74988365	0.86228716	0.83981156	0.9279284	0.90719634	0.8032602	0.87290335	0.8004607	0.85859674	0.7986412	0.84492725	0.9203351	0.8870748	0.8907847	0.8833528	0.79055685	0.8252368	0.84681123	0.77731836	0.8713965	0.83680487	0.86916524	0.6795896	0.8414403	0.849275	0.8582371	0.91582596	0.91175073	0.77371156	0.9035724	0.79706156	0.86079216	0.9815717	0.7167096	0.80882096	0.77653354	0.88124126	0.846506	0.92416036	0.89811605	0.9242368	0.91176283	0.9387657	0.89441466	0.8543643	0.81136155	0.88475055	0.92813975	0.89282435	0.72607404	0.8369554	0.96513385	0.88995695	0.8171796	0.81213045	0.8658822	0.79760826	0.81382155	0.85003084	0.8737881	0.8709251	0.9399753	0.74916744	0.7875513	0.8420353	0.78549993	0.841346	0.82010937	0.86580044	0.8096349	0.9631361	0.8707972	0.7960662	0.8468731	0.8827844	0.8771519	0.8299287	0.86140156	0.91183186	0.8479713	0.8382999	0.862394	0.8224755	0.88957214	0.9579178	0.83412844	0.8848564	0.87404	0.8881514	0.8114042	0.73081166	0.8652049	0.7563994	0.7683386	0.7562578	0.90763557	0.70955753	0.9065342	0.9195748	0.8860827	0.7545811	0.7405449	0.81455064	0.9070909	0.6924467	0.9027332	0.8547735	0.80186474	0.83395994	0.8353283	0.7885439	0.76691544	0.759345	0.7257982	0.7719113	0.7980285	0.8052631	0.92260194	0.81083095	0.8558981	0.8499212	0.88297373	0.85923594	0.75165695	0.8273237	0.8276844	0.9185563	0.7273911	0.8460916	0.94402295	0.0	0.8389104	0.7944104	0.88683003	0.78659964	0.77741295	0.92065513	0.7837913	0.8220684	0.92519987	0.7779719	0.93053454	0.8959288	0.9118564	0.7695848	0.7303816	0.81660163	0.9552909	0.836689	0.87908804	0.7644451	0.87867624	0.841751	0.9035399
drama/noun	0.79307145	0.8743331	0.762132	0.9453888	0.6628003	0.7100238	0.8855486	0.8210903	0.84293157	0.84345907	0.7538359	0.91674024	0.92999095	0.8556727	0.767956	0.8430356	0.71573067	0.6945666	0.84006345	0.9349508	0.91681117	0.8892442	0.8915616	0.7220358	0.7481686	0.90550995	0.8737814	0.8578563	0.8813173	0.8128813	0.76190394	0.806604	0.881073	0.85340583	0.8458614	0.88688356	0.86315966	0.89943385	0.8752188	0.71407616	0.96892226	0.8066845	0.703571	0.7978288	0.89851254	0.8103003	0.8926012	0.8747825	0.9202289	0.87700707	0.85345036	0.8958447	0.8597631	0.9085144	0.90069884	0.8758574	0.86789113	0.717186	0.7928513	0.9577768	0.90235335	0.74006605	0.7213458	0.8865588	0.8428674	0.7880393	0.732575	0.8569243	0.86324215	0.9128535	0.8658422	0.65105927	0.5568262	0.7976972	0.7504742	0.7396499	0.80945843	0.8517878	0.95580864	0.8966292	0.8383581	0.8617394	0.8355658	0.82763827	0.7569834	0.7378279	0.86482203	0.7809118	0.80904967	0.9081039	0.7461586	0.90232426	0.9493473	0.8153261	0.8561619	0.7271661	0.88982934	0.76585835	0.7959207	0.83348	0.7953917	0.8314613	0.8022894	0.9330784	0.79477143	0.89608765	0.8399883	0.9052788	0.8424666	0.8971525	0.8930904	0.8694874	0.8442427	0.9194634	0.8540726	0.8606611	0.8555887	0.55716854	0.89970577	0.82081884	0.8014709	0.82299685	0.7032437	0.8730656	0.82044077	0.8393631	0.8960246	0.8589092	0.8361163	0.88618445	0.860506	0.82792044	0.80816996	0.8030551	0.901427	0.864962	0.89189327	0.911268	0.8389104	0.0	0.8755368	0.83810806	0.6878762	0.8010949	0.9347885	0.88988805	0.89211977	0.9171272	0.921251	0.82328975	0.8996948	0.85720474	0.7595017	0.71672344	0.7994876	0.9555467	0.73649305	0.8752927	0.91745484	0.8266883	0.8460996	0.9055732
zelf/adv	0.83745193	0.6880411	0.63434637	0.8906085	0.85753053	0.75282013	0.8405148	0.8539228	0.8884846	0.8628007	0.87232053	0.89021564	0.8896428	0.834309	0.8578253	0.8416107	0.8750729	0.8166859	0.90606517	0.9337765	0.9248392	0.9064602	0.90401614	0.8427775	0.8821107	0.8761537	0.8707489	0.9150852	0.8347476	0.8438701	0.86632806	0.884408	0.8782238	0.83081794	0.8973516	0.8949824	0.911331	0.8663838	0.8683426	0.87404364	0.99338937	0.8726344	0.84866786	0.75487375	0.92499495	0.8596647	0.9174397	0.8809568	0.93094933	0.85483384	0.9112913	0.86810195	0.8784503	0.912762	0.884626	0.90072984	0.8062451	0.75838494	0.8556378	0.97166866	0.8918945	0.8915583	0.84251237	0.9112083	0.829215	0.90183216	0.87303793	0.8861452	0.78581506	0.9265299	0.8835202	0.83865386	0.88904476	0.85102934	0.874997	0.8511411	0.84175956	0.6838175	0.9671803	0.86998093	0.73051786	0.8415576	0.851418	0.9189614	0.77443445	0.85706043	0.88781005	0.858853	0.87176055	0.9242381	0.82429695	0.9181531	0.93918383	0.85656476	0.9024106	0.8959692	0.9064276	0.8390534	0.7507038	0.9020886	0.7701497	0.8964515	0.8497103	0.8929843	0.8323319	0.8600627	0.90278983	0.86203206	0.8530295	0.88637155	0.7760377	0.8980904	0.8639796	0.8994722	0.84992266	0.78342587	0.7945492	0.8660523	0.87713903	0.87919825	0.8552526	0.82424814	0.8926376	0.8991925	0.8125763	0.90392244	0.86956304	0.84697473	0.8147527	0.87379414	0.90860677	0.8127355	0.8239981	0.869502	0.94026846	0.88385546	0.87546724	0.8992424	0.7944104	0.8755368	0.0	0.91765416	0.8159635	0.7538609	0.9254037	0.8802606	0.80905783	0.920337	0.9280674	0.9039605	0.9099624	0.8798564	0.83976793	0.8392312	0.92893517	0.9613154	0.9030545	0.8587154	0.8020543	0.8751714	0.81701267	0.89781463
zend_uit/verb	0.92016464	0.8706924	0.8369925	0.8872422	0.87501	0.8583859	0.88727045	0.53838706	0.9053477	0.85786355	0.90651757	0.9285587	0.92942923	0.7988576	0.8606029	0.8570399	0.88087964	0.8678628	0.92972416	0.923226	0.9175856	0.9064919	0.9284302	0.89835566	0.92019767	0.929045	0.9212657	0.9511005	0.8264574	0.908328	0.91437244	0.8879589	0.87678355	0.889567	0.9137063	0.9185242	0.9191279	0.84224844	0.581876	0.89970285	0.94238985	0.9269032	0.9143722	0.8816645	0.9315321	0.8937365	0.9363481	0.7968961	0.9439602	0.9160468	0.8753225	0.89117914	0.893649	0.9111903	0.8999852	0.93327755	0.7501257	0.8574769	0.8887056	0.8795419	0.9085709	0.8979928	0.9046256	0.9190334	0.9266826	0.89483786	0.85266256	0.8389659	0.9460718	0.9136257	0.85791785	0.909312	0.83770066	0.92183673	0.9225242	0.8983196	0.8712158	0.86829555	0.8943738	0.8784033	0.8486084	0.91051763	0.9292766	0.9369318	0.9268885	0.876168	0.8293575	0.9203963	0.876648	0.8972385	0.8692511	0.9394805	0.90438056	0.8707191	0.9240165	0.75032943	0.8129007	0.93645316	0.87745774	0.86700165	0.8532812	0.921183	0.8730861	0.9448965	0.9220947	0.8597452	0.93592346	0.84137607	0.93500066	0.8826088	0.88966227	0.9024478	0.7624101	0.93691105	0.85979676	0.84616953	0.8404704	0.88903946	0.9236176	0.8926465	0.81852776	0.8077757	0.86373746	0.91240877	0.7969053	0.9440032	0.83798254	0.93066704	0.9125849	0.88458323	0.9132732	0.8987699	0.7631697	0.7746267	0.88482434	0.92280567	0.9039428	0.9496815	0.88683003	0.83810806	0.91765416	0.0	0.81893605	0.82251465	0.9120416	0.9406035	0.8619947	0.95362514	0.91330415	0.8958629	0.90515393	0.7898039	0.9380064	0.8467629	0.91285944	0.9097693	0.7851547	0.9200883	0.89740515	0.8709776	0.7763041	0.92364126
een/det	0.7615245	0.76913685	0.5712129	0.81662595	0.6663785	0.5908305	0.6905824	0.7895266	0.7962698	0.7276646	0.75769913	0.8134557	0.81697905	0.77055615	0.6942554	0.7698897	0.5620005	0.7150609	0.7907082	0.8365464	0.7812966	0.73175764	0.83483565	0.75495696	0.68115824	0.7866474	0.7137581	0.81819963	0.8084337	0.6670776	0.74441653	0.7316055	0.7798795	0.7100491	0.7522671	0.8220752	0.82833785	0.83596146	0.8027093	0.7442542	0.9566817	0.8053679	0.7121837	0.64317393	0.84423673	0.7477002	0.7787287	0.7660383	0.83702564	0.7095076	0.81007534	0.71355087	0.74080586	0.8560498	0.74874943	0.70387936	0.7581336	0.5717488	0.6072625	0.88934636	0.71655536	0.73180324	0.7105111	0.8145126	0.78317654	0.73203045	0.7454379	0.68002707	0.7481936	0.6649961	0.7716695	0.7270933	0.6699504	0.7231149	0.73927	0.6676527	0.7664335	0.7093595	0.90178776	0.7996304	0.6434083	0.7428254	0.7423116	0.8237572	0.7425077	0.63951766	0.7389647	0.67718184	0.7720094	0.8693386	0.7223115	0.8095488	0.7613888	0.548715	0.74071485	0.6442604	0.6958184	0.77878106	0.6704687	0.7146623	0.5772593	0.777238	0.70258164	0.7195773	0.7744321	0.70095885	0.67456734	0.70821023	0.800173	0.7864406	0.7271613	0.7636535	0.7741641	0.8073747	0.65751547	0.729386	0.6439372	0.7022161	0.7514983	0.7519063	0.63465375	0.6695932	0.7351428	0.8567754	0.73324144	0.7819232	0.77395314	0.78300023	0.69287854	0.7928929	0.81349343	0.6821208	0.7458842	0.674044	0.7245608	0.7880263	0.750385	0.8153058	0.78659964	0.6878762	0.8159635	0.81893605	0.0	0.59873015	0.7298855	0.734849	0.68560326	0.71199834	0.83463055	0.82368636	0.7693297	0.6984429	0.7674617	0.7436968	0.6565775	0.8962368	0.7421085	0.738158	0.7729586	0.640499	0.787879	0.73809874
waarmee/pp	0.7965984	0.7435678	0.5343119	0.8202692	0.74477506	0.5851686	0.76425046	0.7919695	0.8091302	0.7824335	0.77071345	0.8277086	0.87070405	0.731048	0.67152077	0.7914147	0.62688446	0.80927014	0.82393456	0.89893126	0.8568884	0.79076344	0.8538468	0.75684226	0.7796149	0.7100355	0.8162386	0.8613093	0.82433397	0.68844116	0.7738504	0.81338567	0.7905277	0.7087295	0.7656263	0.8822853	0.8245579	0.82793283	0.76501215	0.7721253	0.9708077	0.7918292	0.76442796	0.64888614	0.86076444	0.7777679	0.81733614	0.86106974	0.887278	0.8174907	0.83200496	0.80808604	0.80478525	0.844091	0.83263075	0.7919624	0.80911857	0.60572755	0.6982917	0.93982697	0.7556318	0.7785362	0.76577365	0.8728273	0.76456404	0.75244313	0.7441763	0.83085346	0.7713766	0.8010818	0.8150021	0.70354944	0.7678665	0.78146785	0.79287684	0.7376451	0.7617093	0.6142981	0.92853165	0.8438619	0.6393927	0.83144057	0.8264165	0.8198563	0.7528037	0.74975646	0.8458911	0.8214902	0.8310921	0.89040923	0.7447296	0.79367965	0.87651765	0.4776399	0.8087677	0.7699398	0.82098347	0.79011697	0.72471106	0.77134633	0.5911046	0.84566486	0.7819786	0.8227265	0.7601025	0.65923274	0.7946995	0.55483216	0.80938333	0.8099007	0.68000305	0.8012508	0.7912409	0.8724906	0.7564713	0.6463	0.7339511	0.7006328	0.7970965	0.7633558	0.72066045	0.70661175	0.7999552	0.8556433	0.75417066	0.80499494	0.7273533	0.8227048	0.7838973	0.8716285	0.8481854	0.7088716	0.74171436	0.62842155	0.7931751	0.82179964	0.8240925	0.8824654	0.77741295	0.8010949	0.7538609	0.82251465	0.59873015	0.0	0.831179	0.80232394	0.7269026	0.82173514	0.84110814	0.82174116	0.8332289	0.74057436	0.75945866	0.7765399	0.77783376	0.93147427	0.7585613	0.7322243	0.78990924	0.6886631	0.80738246	0.792163
