	ven/noun	mogelijk/adj	momenteel/adj	na/prep	enigszins/adv	dit/det	patiënt/noun	helemaal/adv	nog/adv	Kralj/name	tijdig/adj	weg/noun	gisteren/adv	hiervan/pp	Brecht/name	Roda/name	installatie/noun	reputatie/noun	consumentenvertrouwen/noun	geraakt/adj	onafhankelijkheid/noun	geleidelijk/adj	functie/noun	economie/noun	net/adv	binnen/prep	samenleving/noun	samenwerking/noun	balans/noun	Esser/name	om/comp	vanmiddag/adv	woning/noun	Rocky/name	doelman/noun	leiding/noun	geloofwaardigheid/noun	spier/noun	grasland/noun	stad_bestuur/noun	echter/adv	gisterenavond/adv	vervolgens/adv	patiënte/noun	fonds/noun	ziekenhuis/noun	knap/adj	daarna/pp	contact/noun	populatie/noun	krachtig/adj	goed/adj	nadien/pp	rechtsorde/noun	zuiverheid/noun	liberalisme/noun	paars_wit/adj	snel/adj	euvel/noun	daarna/adv	thuisploeg/noun	en/vg	veiligheid/noun	geheel/adj	technologie_aandeel/noun	normaal/adj	klimaat/noun	laat/adj	Geeroms/name	voldoende/adj	kerk_toren/noun	kost/adv	in/prep	elektriciteit/noun	opdat/comp	ze/pron	niet/adv	nadat/comp	pas/adv	ploeg/noun	Dimitri/name	golfer/noun	weer/adv	daarmee/pp	natuur/noun	aandeel/noun	begin/adv	toestand/noun	gebouw/noun	als/comp	voldoende/adv	thuis/adv	door/comp	het/det	rust/noun	waardoor/pp	eveneens/adv	gezag/noun	huisstijl/noun	men/pron	opnieuw/adv	thuis_reputatie/noun	democratie/noun	voetpad/noun	water_kwaliteit/noun	middenvelder/noun	intussen/adv	zich/pron	sluit_post/noun	olie_prijs/noun	meteen/adv	tijdelijk/adj	evenwicht/noun	weeg/verb	kraan/noun	aandeel_beurs/noun	Gino/name	Kevin/name	bezoeker/noun	fout_DIM/noun	licht/adj	vanzelf/adv	Roeselare/name	terwijl/comp	wegdek/noun	volledig/adj	dat/det	monarchie/noun	breuk/noun	orde/noun	waarschijnlijk/adj	relatie/noun	situatie/noun	van/prep	hij/pron	allicht/adv	we/pron	dak/noun	bestuur/noun	geloof/noun	Bayer/name	zodat/comp	overheid/noun	ons/pron	wonderbaarlijk/adj	LOMMEL/name	Estland/name	vanochtend/adv	VN/name	volgens/prep	schade/noun	effect_beurs/noun	voorlopig/adj	wat/adv	eerst/adv	gemeente/noun	driepunters/noun	misser/noun	eventueel/adj	enkel_blessure/noun	gistermiddag/adv	vertrouwen/noun	Van/name	iets/adv	onmiddellijk/adj	traditie/noun	leger/noun	wij/pron	nauwelijks/adv	politie_agent/noun	automatiseerder/noun	ondanks/prep	cabaretier/noun	scheur/noun	autonomie/noun
gisteren/adv	0.8689558	0.8776871	0.79111236	0.71930814	0.86719114	0.8230435	0.9096577	0.94248205	0.88376963	0.8561414	0.83312345	0.8971237	0.0	0.85283494	0.85452104	0.8312865	0.882963	0.892386	0.8174534	0.7788205	0.77126473	0.88797677	0.8412177	0.85879844	0.8731125	0.80929273	0.9125003	0.7801449	0.8885163	0.79233295	0.8613186	0.38452965	0.8896003	0.87543815	0.8135563	0.79409194	0.7834641	0.9255228	0.93225074	0.7480663	0.7321536	0.4781546	0.74752223	0.8380847	0.8208867	0.81299174	0.8850786	0.767302	0.85254765	0.90909946	0.86413383	0.94063824	0.77006257	0.8766335	0.90972793	0.86488825	0.8490593	0.8782355	0.8686446	0.81535465	0.8964497	0.78177077	0.9014023	0.86634743	0.80261165	0.9309402	0.91802776	0.81057847	0.86839795	0.9016559	0.88689643	0.82866454	0.7352885	0.9278131	0.8164096	0.8546813	0.90017134	0.4983716	0.7906982	0.82449186	0.86058414	0.8554113	0.8676033	0.73222804	0.9553566	0.80072653	0.6947213	0.8648422	0.90333354	0.8799789	0.8683985	0.88009626	0.8544441	0.78546315	0.88567007	0.8568049	0.6294025	0.7353316	0.8725227	0.88091034	0.7055731	0.898861	0.8715198	0.9156014	0.93461305	0.7720863	0.6633234	0.8119384	0.90142477	0.8387762	0.7803219	0.83227915	0.9292704	0.91541255	0.90966374	0.77053094	0.82138497	0.86609113	0.90617234	0.8977263	0.8681266	0.93001735	0.8157778	0.84386724	0.90384054	0.88512486	0.8987337	0.8371575	0.81110865	0.9001793	0.7911667	0.8805151	0.902248	0.67548156	0.7237444	0.82588804	0.9088695	0.92984605	0.7075739	0.9190335	0.7624409	0.88819253	0.82810223	0.91952264	0.8514667	0.87871087	0.8155822	0.32579947	0.6681785	0.52613163	0.8920673	0.7191584	0.70921046	0.9420456	0.8072194	0.7980443	0.9201005	0.83856666	0.7890283	0.84811676	0.33068478	0.84732556	0.7781303	0.88433	0.6928626	0.9085611	0.70686585	0.8947166	0.89335823	0.7229764	0.7246795	0.82876396	0.85302806	0.8977497	0.81950784
hiervan/pp	0.87689567	0.7339196	0.77197194	0.88682926	0.80338037	0.7830639	0.7376596	0.87195396	0.815195	0.9090128	0.7489017	0.89378977	0.85283494	0.0	0.9022589	0.9214487	0.803738	0.8741603	0.84070563	0.8476808	0.8450987	0.80133164	0.84125423	0.7993713	0.9327506	0.8412407	0.8048332	0.78084296	0.82643014	0.8757891	0.7682445	0.8393435	0.8573201	0.9108719	0.9249109	0.89046323	0.82663083	0.8433117	0.84350955	0.8030718	0.6984493	0.8679633	0.82238996	0.84950805	0.75271356	0.8725679	0.91045475	0.8813329	0.84509087	0.77716553	0.8489342	0.8430727	0.8480085	0.8371353	0.8474248	0.8381429	0.88227975	0.8351029	0.81495214	0.8455174	0.8777677	0.80837023	0.83079654	0.783422	0.8677401	0.8378657	0.82810175	0.88365215	0.9261248	0.7651451	0.89911985	0.892388	0.8936693	0.79792225	0.7393956	0.8128313	0.8088454	0.8524657	0.8449981	0.9051482	0.94860554	0.86579573	0.8793237	0.77616334	0.8491367	0.785741	0.8895358	0.8231102	0.86523503	0.8291425	0.8448305	0.92271024	0.7507019	0.8188848	0.9036269	0.72709817	0.7672508	0.83643705	0.8616297	0.7523251	0.85322875	0.9146184	0.8277874	0.8389022	0.8295614	0.9196431	0.7929195	0.85262626	0.88498706	0.80201817	0.8455455	0.8053254	0.8623452	0.7888758	0.8759327	0.8457526	0.9347196	0.9538086	0.82568824	0.82299054	0.8511116	0.84895676	0.94055724	0.80997	0.8319624	0.7751768	0.7813753	0.8210024	0.839996	0.9055944	0.75855565	0.85227054	0.7989841	0.5932406	0.8174733	0.8315704	0.8154689	0.91207796	0.8368391	0.84314394	0.86828184	0.7420907	0.7294142	0.8390821	0.82500076	0.95159733	0.9071461	0.8219052	0.84996754	0.79396504	0.76423264	0.86549634	0.7726429	0.8735952	0.81567717	0.7495595	0.9038717	0.7847016	0.69299877	0.90703773	0.84537834	0.8297379	0.95016825	0.8317082	0.8147062	0.88569087	0.87676364	0.77814627	0.7518469	0.8520512	0.81675553	0.828424	0.8927303	0.8483868	0.820783
Brecht/name	0.85653585	0.929095	0.8503833	0.8379135	0.912285	0.9197402	0.93414676	0.94163513	0.92227626	0.88694733	0.8712185	0.8654633	0.85452104	0.9022589	0.0	0.73740745	0.8887055	0.9120485	0.9549638	0.83625585	0.94284606	0.921388	0.9251359	0.96071047	0.884518	0.919689	0.94025046	0.9073035	0.9064504	0.9079662	0.9179112	0.8962304	0.8546513	0.76064414	0.6485183	0.8815255	0.92745495	0.9133375	0.9056441	0.8055289	0.91638994	0.7158688	0.85291344	0.89453596	0.93537426	0.82271636	0.73972	0.8397536	0.9232043	0.9117172	0.90728587	0.9313177	0.7538742	0.9553175	0.92208666	0.91426724	0.8237493	0.8911088	0.8683499	0.8566595	0.78950185	0.73066866	0.93011385	0.9378425	0.9404782	0.9443367	0.95109904	0.90686566	0.67595285	0.9247267	0.8414564	0.8982629	0.83364743	0.9244274	0.8858596	0.8950577	0.9543784	0.84118366	0.87748504	0.7958665	0.44334507	0.8687991	0.8997928	0.91738033	0.91261876	0.9257413	0.8533117	0.8997017	0.8832303	0.9403271	0.92181236	0.84060043	0.89751846	0.87634134	0.8298232	0.87553066	0.79485863	0.9271746	0.87078774	0.92235243	0.7928387	0.820438	0.9421119	0.817822	0.92609406	0.69072014	0.8305526	0.9316218	0.90738124	0.95119494	0.8594961	0.8949417	0.8963813	0.9047395	0.87308097	0.9418937	0.522084	0.4755122	0.85587966	0.849492	0.8765671	0.92934257	0.5331916	0.881413	0.8265554	0.9009157	0.9528249	0.9215572	0.8866994	0.95336723	0.9150849	0.91926104	0.93645394	0.86132085	0.88055694	0.79555243	0.89868176	0.89954203	0.89771056	0.9390648	0.76138544	0.8472705	0.931875	0.92317545	0.8740775	0.6817149	0.80553675	0.9095169	0.94096076	0.87830883	0.9145422	0.94965714	0.91261417	0.9249456	0.8970089	0.86560273	0.77761066	0.8399128	0.9029973	0.7381942	0.7923915	0.9430736	0.55661786	0.9474992	0.87672967	0.9096577	0.92759144	0.9125662	0.92791885	0.8426862	0.9225893	0.91510063	0.75950706	0.891824	0.92765164
Roda/name	0.91183245	0.92109185	0.8404201	0.7103738	0.8904526	0.91500425	0.9384918	0.9236657	0.8642617	0.72994155	0.90216774	0.9535295	0.8312865	0.9214487	0.73740745	0.0	0.9496233	0.9245753	0.91187584	0.8295649	0.924865	0.9164587	0.8932134	0.93315035	0.86744595	0.9259619	0.94928104	0.9081379	0.87051344	0.8982507	0.91354793	0.8332096	0.9392664	0.82689655	0.575255	0.80726147	0.92285866	0.88439214	0.9263016	0.9228062	0.86002696	0.8091025	0.8587475	0.9146849	0.9091978	0.910005	0.7292665	0.7938508	0.9361817	0.91944754	0.93890023	0.88579214	0.73279965	0.9400972	0.9314989	0.93459886	0.67415845	0.8917019	0.8854516	0.81938344	0.67138416	0.840384	0.94813526	0.9009957	0.9104911	0.9319877	0.9446223	0.8376131	0.7865753	0.8860424	0.91943246	0.8851516	0.8528049	0.95141834	0.9179028	0.9117921	0.9281181	0.7808187	0.840415	0.5838423	0.69078755	0.85520935	0.8743751	0.8614683	0.9491348	0.8808049	0.90115505	0.9310935	0.9542698	0.90494573	0.9097844	0.72571623	0.8661901	0.92574203	0.6507797	0.8503877	0.7933067	0.93352807	0.8586553	0.93992156	0.7821617	0.8225651	0.939309	0.9521701	0.9587239	0.4972033	0.880908	0.92309123	0.8195752	0.916054	0.83924705	0.9000342	0.8535902	0.9197449	0.9387558	0.9043449	0.6825679	0.63686943	0.8120961	0.81761056	0.91422695	0.92936593	0.6778214	0.87866116	0.9513721	0.8988191	0.94262487	0.93019915	0.8925462	0.95220536	0.88776445	0.95600784	0.9395777	0.8872078	0.8583272	0.7275976	0.83908135	0.95817095	0.8465009	0.94931704	0.63504964	0.8706057	0.93766546	0.8930838	0.86774814	0.75548726	0.690183	0.8987889	0.92882216	0.93311673	0.9528201	0.9095864	0.86257076	0.9113826	0.87874347	0.87315387	0.7862314	0.764721	0.87974215	0.6717907	0.7817236	0.877667	0.69209266	0.93435264	0.90483475	0.94692093	0.9178325	0.86862147	0.88897824	0.90014064	0.854305	0.82058966	0.8845271	0.91601	0.94318056
installatie/noun	0.8726995	0.7886695	0.7493408	0.91080505	0.8778337	0.859874	0.8437006	0.88976866	0.91086626	0.9349099	0.79360586	0.84033304	0.882963	0.803738	0.8887055	0.9496233	0.0	0.88010937	0.9033752	0.8517956	0.91486377	0.8237062	0.8123687	0.87284553	0.9309584	0.8449813	0.8191396	0.8045274	0.86994064	0.8863977	0.7649207	0.876304	0.6967776	0.8879528	0.92900807	0.7709464	0.8759422	0.82353216	0.8189188	0.7413324	0.86581874	0.84240866	0.78548825	0.9028059	0.81025505	0.8551843	0.882997	0.83668756	0.8619075	0.82380885	0.7933291	0.8967386	0.8338119	0.8799237	0.87810415	0.8868546	0.9137669	0.84890926	0.8301861	0.8533784	0.9234563	0.70425	0.79902476	0.7818782	0.9031225	0.85073423	0.85707086	0.9386114	0.92072904	0.8289588	0.8367831	0.89835733	0.8336394	0.64530325	0.76057094	0.8647982	0.90274084	0.8600623	0.89316237	0.8973967	0.94511205	0.909125	0.9001956	0.85858417	0.8133733	0.8926174	0.83060735	0.8431811	0.56661284	0.8956128	0.88195145	0.9091797	0.7751078	0.7820677	0.917222	0.7033855	0.7692854	0.8747534	0.7844804	0.844965	0.8322754	0.93814915	0.8605718	0.7326933	0.83117974	0.9147241	0.8026676	0.8750924	0.9065618	0.9018485	0.8855298	0.7393973	0.8785944	0.85022163	0.6661184	0.88990057	0.95428276	0.95826316	0.82040703	0.8662683	0.8569518	0.8754379	0.9114375	0.8402069	0.7279941	0.7073735	0.8964912	0.8735558	0.8894479	0.9150677	0.8752887	0.8619587	0.85014665	0.75029814	0.89934707	0.89512885	0.8716595	0.73750794	0.838535	0.9249163	0.8692434	0.66632664	0.80330443	0.9058448	0.82621723	0.95815885	0.91897535	0.8919314	0.84814954	0.8569239	0.83455276	0.9323214	0.855317	0.9074567	0.8398457	0.7281096	0.93122876	0.8572091	0.76295155	0.9299634	0.8648858	0.9269043	0.95257497	0.90635765	0.84650505	0.8594351	0.8327693	0.8696079	0.85628986	0.8427978	0.90012157	0.87238985	0.8963314	0.7989792	0.85481995
reputatie/noun	0.91630685	0.8917794	0.86129034	0.9144756	0.7895417	0.8603772	0.88524175	0.88350576	0.9002424	0.91395015	0.9074293	0.9062095	0.892386	0.8741603	0.9120485	0.9245753	0.88010937	0.0	0.842667	0.81783026	0.8265786	0.8748455	0.85169935	0.7980264	0.90545446	0.8824855	0.8311688	0.7996204	0.83725834	0.90867555	0.85960937	0.9072946	0.9068329	0.882561	0.8885285	0.8372685	0.6497899	0.84404665	0.8986287	0.9222793	0.83066875	0.9010273	0.8948493	0.91011184	0.84783226	0.9445433	0.8580244	0.89880604	0.83640736	0.8122381	0.8290041	0.8599727	0.8678851	0.8115738	0.8238989	0.82605106	0.84558773	0.87207836	0.83773106	0.89858603	0.8761998	0.7799627	0.83483124	0.8304523	0.83367085	0.9131214	0.74610025	0.9285433	0.9400364	0.8608761	0.8990093	0.8676207	0.87171745	0.9169681	0.85254145	0.8415665	0.8662561	0.86999273	0.9441931	0.81501997	0.93647325	0.86184037	0.88583684	0.80983484	0.838848	0.88662755	0.93915653	0.82650244	0.8812994	0.8736674	0.8976395	0.9195389	0.8138026	0.8596513	0.9074167	0.83588254	0.81141895	0.7539589	0.8692105	0.83616304	0.8790038	0.6467118	0.77808666	0.90182364	0.84672624	0.8960745	0.8116485	0.84065974	0.87234217	0.85122633	0.910442	0.9153861	0.8743918	0.9043279	0.8901772	0.84968746	0.9220045	0.94328433	0.8997109	0.8733824	0.89198667	0.8977408	0.91953343	0.8531866	0.89413947	0.86747944	0.83212376	0.8046053	0.86182016	0.87398183	0.8499554	0.75561	0.83038163	0.8292223	0.8249845	0.87790984	0.83178127	0.922596	0.89481056	0.8117185	0.8770505	0.8643422	0.87687564	0.84678525	0.847808	0.96258414	0.86079395	0.88332856	0.88479096	0.8526648	0.8621799	0.88217866	0.90936613	0.8273394	0.90819436	0.913166	0.9237288	0.8367092	0.9079867	0.8748849	0.89310604	0.7855669	0.9654544	0.85160625	0.92871916	0.7157619	0.8718157	0.8236073	0.8555834	0.89316547	0.8657023	0.81446904	0.85792595	0.8751887	0.8101752
consumentenvertrouwen/noun	0.9052015	0.8674331	0.8587398	0.859915	0.7476556	0.8116647	0.87984747	0.9246115	0.8883556	0.8857358	0.919107	0.9288079	0.8174534	0.84070563	0.9549638	0.91187584	0.9033752	0.842667	0.0	0.8932908	0.8768195	0.7440281	0.8961098	0.51554084	0.9306933	0.88428664	0.82405335	0.8620848	0.82007897	0.89804846	0.8931123	0.81044143	0.9330207	0.9369043	0.93802434	0.90748626	0.7962639	0.83939075	0.8910633	0.91980296	0.7581676	0.8932138	0.8780788	0.88517797	0.69157815	0.93921584	0.9375806	0.872828	0.9253818	0.76690626	0.83553797	0.88344467	0.88923466	0.8473605	0.9034857	0.8666665	0.88467646	0.8019153	0.87016547	0.8830608	0.8898417	0.85234666	0.8476498	0.8403938	0.6244307	0.86851096	0.7287942	0.89581114	0.94420433	0.860239	0.9020913	0.9287136	0.82132477	0.8472687	0.8553859	0.89861023	0.90816194	0.82002217	0.8450353	0.8935568	0.96605605	0.8822886	0.8171515	0.7794136	0.8880029	0.71452916	0.8068385	0.82024217	0.90937513	0.88582575	0.850025	0.9403404	0.84359574	0.8604635	0.9168925	0.7247386	0.75738394	0.8745496	0.91316724	0.87419736	0.8111534	0.9012438	0.84338576	0.89667326	0.76416934	0.9313852	0.84633726	0.89098114	0.9066746	0.48739052	0.8961376	0.88756645	0.87670064	0.8733872	0.91347826	0.5944209	0.9585414	0.97062904	0.90478426	0.8865301	0.715225	0.8538472	0.928398	0.7907729	0.8745812	0.8795783	0.84245193	0.8663432	0.8692455	0.9302001	0.80096054	0.85181016	0.82732564	0.81952643	0.8841537	0.8686237	0.8847705	0.9206565	0.893732	0.8757252	0.8365636	0.835306	0.85147095	0.9047026	0.88124466	0.9650837	0.8731277	0.753551	0.87374955	0.8537823	0.8363166	0.6501771	0.8576124	0.8217373	0.9288233	0.92243534	0.9485272	0.86887044	0.86718166	0.88680553	0.87962955	0.7666307	0.98194313	0.7380465	0.89972895	0.90397793	0.90743095	0.8969266	0.81284	0.9326744	0.70226204	0.7158593	0.9344782	0.8852447	0.8751992
geraakt/adj	0.87348914	0.8508752	0.80129063	0.82192016	0.81030685	0.89380914	0.8503014	0.8381696	0.8479744	0.8097139	0.7990762	0.8683216	0.7788205	0.8476808	0.83625585	0.8295649	0.8517956	0.81783026	0.8932908	0.0	0.88929325	0.8478304	0.840666	0.8525347	0.8347503	0.8515233	0.8757733	0.8589339	0.8240401	0.85502815	0.83094144	0.82187724	0.8438463	0.8363004	0.76100814	0.83416295	0.82296324	0.8106712	0.86273897	0.87654495	0.8249121	0.779243	0.7867349	0.8231739	0.8805088	0.8341151	0.84421134	0.7981815	0.84010625	0.8561188	0.8531671	0.8665432	0.79785043	0.89933306	0.8378621	0.8718737	0.80344486	0.8360959	0.8185976	0.8162636	0.8573176	0.6780793	0.8868033	0.8027767	0.863988	0.8781815	0.88752776	0.88315064	0.8473187	0.845456	0.8488219	0.85050094	0.81683075	0.8944154	0.8028796	0.82529384	0.8681271	0.7139104	0.87637895	0.8105753	0.82473063	0.8560482	0.7990079	0.8507379	0.8752461	0.8914144	0.8825766	0.83640504	0.8393201	0.8257311	0.862473	0.8610154	0.8095082	0.8279973	0.8410111	0.75349873	0.7499882	0.84496856	0.88882476	0.8557109	0.7892723	0.89576614	0.87670416	0.8549321	0.8928693	0.766012	0.7770208	0.84366894	0.8757094	0.8938173	0.84616935	0.83776754	0.8467499	0.85819703	0.8329584	0.8568816	0.8088223	0.8174529	0.87741125	0.8493247	0.81674844	0.85045546	0.83480614	0.76524174	0.8424002	0.8233614	0.9062263	0.8514431	0.8107002	0.9008213	0.81642365	0.82317173	0.8827333	0.77137554	0.8047569	0.792698	0.85874254	0.8387787	0.84709877	0.86625445	0.83865917	0.75506085	0.86480284	0.87941384	0.81881803	0.8835895	0.8427775	0.78282154	0.8586874	0.7844203	0.8406878	0.86996955	0.8383098	0.8574263	0.838181	0.87190354	0.90521145	0.8150681	0.8320272	0.7787298	0.7506877	0.8513434	0.81507874	0.8793192	0.84739834	0.85440856	0.8324372	0.86750376	0.8566456	0.7735475	0.82204676	0.8374193	0.84013444	0.82154685	0.875352
onafhankelijkheid/noun	0.9060656	0.8266359	0.87012255	0.88848907	0.8626585	0.85199136	0.8790552	0.943165	0.9014137	0.87721974	0.8931387	0.8985046	0.77126473	0.8450987	0.94284606	0.924865	0.91486377	0.8265786	0.8768195	0.88929325	0.0	0.82631075	0.824749	0.8005774	0.9508919	0.7949761	0.7062632	0.750503	0.86340934	0.88752127	0.77873904	0.8435085	0.93716097	0.9348239	0.92642194	0.82534176	0.6657193	0.8926351	0.8963283	0.8712812	0.7701199	0.8681342	0.8760779	0.8897018	0.8839442	0.94224995	0.9547218	0.8903498	0.87079924	0.80413216	0.810362	0.8800877	0.90978587	0.6992982	0.7222017	0.7595509	0.9096133	0.8965115	0.90325546	0.8983814	0.9052286	0.7954612	0.74745166	0.8371316	0.90415365	0.9245689	0.81910414	0.93008715	0.9361486	0.84845245	0.9052335	0.83597326	0.8065919	0.9107386	0.7628089	0.84644675	0.8725729	0.79843074	0.87888885	0.900649	0.9713956	0.8747672	0.9053606	0.75438815	0.8413879	0.8932823	0.88683116	0.8439906	0.91234994	0.8748492	0.9026901	0.94687265	0.7909522	0.833755	0.8842188	0.8549959	0.83578634	0.58494616	0.9083433	0.809274	0.84770226	0.9008079	0.56304383	0.9316683	0.88085485	0.92177653	0.8415277	0.83900493	0.9243261	0.87670034	0.91000223	0.8567348	0.8198167	0.9118942	0.9313046	0.87443024	0.9670729	0.975807	0.9230727	0.9262875	0.9334042	0.90434295	0.953036	0.8461072	0.93306345	0.82736886	0.8623483	0.65125453	0.82166046	0.82041323	0.86366516	0.7909073	0.82716966	0.76637465	0.80445963	0.90206295	0.85838914	0.9545738	0.79446983	0.71260977	0.91647017	0.8781381	0.75714535	0.8807781	0.88608205	0.96537936	0.8131857	0.807011	0.65874285	0.790406	0.88707054	0.91845304	0.841846	0.9371007	0.89994276	0.85264003	0.9437219	0.88207465	0.817629	0.92592764	0.85937333	0.80356455	0.97692156	0.91273874	0.8553064	0.776991	0.65816355	0.7871033	0.8777645	0.8257093	0.89161205	0.8396001	0.90852165	0.9009928	0.4269839
geleidelijk/adj	0.85270715	0.740018	0.8370379	0.826172	0.71913195	0.8296516	0.860032	0.8192772	0.83352965	0.89634615	0.80311584	0.8117089	0.88797677	0.80133164	0.921388	0.9164587	0.8237062	0.8748455	0.7440281	0.8478304	0.82631075	0.0	0.84216124	0.70707387	0.8762425	0.8051782	0.74666965	0.8104054	0.8111604	0.9126664	0.77885675	0.75429523	0.872748	0.89860654	0.9038709	0.84070003	0.80052817	0.7569019	0.7924237	0.8619963	0.7695732	0.8903356	0.7247788	0.87278104	0.78709584	0.9202424	0.89838064	0.6924186	0.886583	0.69996774	0.7086075	0.85046065	0.70727575	0.8355551	0.82711536	0.82422453	0.86602575	0.593459	0.82326853	0.7134938	0.83299255	0.72480136	0.8371084	0.71466434	0.81039894	0.7718668	0.7255595	0.82720923	0.91883874	0.7828058	0.83876514	0.864509	0.79558367	0.79391277	0.71739167	0.81971073	0.89118874	0.8289316	0.76058906	0.8828368	0.95788664	0.88477373	0.6881248	0.76764077	0.7877277	0.83543336	0.83550847	0.8228836	0.84561545	0.8089367	0.81423134	0.91731757	0.72785777	0.7768721	0.84454906	0.57947844	0.7926468	0.8217393	0.86500853	0.8049041	0.71358216	0.8906608	0.7684142	0.8220099	0.8037652	0.9051486	0.74143517	0.8377491	0.9085198	0.72044885	0.7960065	0.67351335	0.791004	0.8642812	0.806134	0.78098327	0.9439537	0.9663637	0.8610162	0.8712139	0.64432406	0.65024066	0.9333786	0.7349109	0.75466603	0.7357143	0.8447785	0.7850804	0.84038705	0.8616931	0.734389	0.81502	0.82536346	0.7608897	0.8309536	0.8173617	0.8092432	0.8424331	0.87027776	0.8280816	0.87767905	0.644475	0.8075572	0.86965775	0.78311014	0.96743894	0.8509417	0.7843426	0.8570024	0.896537	0.8631673	0.8207078	0.82945657	0.7054441	0.759488	0.854673	0.9044547	0.86101496	0.7358048	0.8770701	0.8700609	0.8361041	0.97789043	0.73411834	0.7634256	0.81111914	0.82298213	0.85023755	0.7569281	0.885116	0.8157925	0.72247016	0.89809704	0.78380144	0.7615808
functie/noun	0.887583	0.8197181	0.8214885	0.9101405	0.8744617	0.8667922	0.8211783	0.9126456	0.8907044	0.9085925	0.86392605	0.88609695	0.8412177	0.84125423	0.9251359	0.8932134	0.8123687	0.85169935	0.8961098	0.840666	0.824749	0.84216124	0.0	0.8628196	0.91052055	0.788392	0.79458183	0.7638415	0.86299324	0.8610838	0.80868256	0.8488479	0.8716194	0.9281332	0.93990505	0.74927664	0.78876895	0.8708385	0.88806534	0.8451837	0.82358986	0.8801957	0.82718027	0.87074935	0.8001162	0.87171227	0.93516225	0.86850995	0.781441	0.85122466	0.88603556	0.9056169	0.87781185	0.847529	0.83501625	0.8384522	0.9060267	0.9015268	0.87082124	0.88494515	0.93794656	0.79184425	0.8259622	0.79391813	0.90437204	0.8702708	0.81459755	0.93902415	0.9213809	0.8554386	0.8881558	0.87229204	0.87715495	0.88603544	0.76424325	0.8475883	0.8548053	0.8184241	0.8850553	0.8622235	0.965506	0.8925531	0.9127126	0.7902459	0.85112894	0.8873988	0.86847323	0.82867813	0.77977806	0.8770313	0.88224685	0.93717295	0.7998563	0.83337814	0.93171245	0.8126198	0.81340504	0.7086406	0.8702657	0.8364378	0.87969977	0.93000174	0.82614726	0.89384276	0.89555746	0.8899921	0.8288739	0.8381375	0.88883996	0.8954663	0.89649606	0.7023243	0.8610027	0.90034044	0.88855815	0.89617914	0.9195969	0.9626525	0.91423684	0.8817767	0.93211734	0.879277	0.95353454	0.8776515	0.9054997	0.8012864	0.8602632	0.80259824	0.83824325	0.8361398	0.8293857	0.8053454	0.7897055	0.7641321	0.8066466	0.88149184	0.8884425	0.9389289	0.71791303	0.806451	0.8865112	0.794641	0.7539233	0.8836998	0.89090747	0.97889286	0.8839652	0.8722045	0.7868309	0.7927628	0.8862025	0.93188184	0.80801636	0.92810106	0.8747172	0.7747712	0.96268004	0.86432564	0.78977954	0.8999595	0.8541149	0.8200018	0.9210671	0.91529745	0.8206216	0.83650875	0.8451101	0.8547654	0.8645472	0.86012566	0.8441899	0.8905664	0.91227376	0.9005947	0.7500104
economie/noun	0.88005793	0.8259903	0.7920077	0.9161956	0.77336794	0.82778215	0.83886355	0.9158667	0.88203603	0.9022448	0.8862075	0.9052938	0.85879844	0.7993713	0.96071047	0.93315035	0.87284553	0.7980264	0.51554084	0.8525347	0.8005774	0.70707387	0.8628196	0.0	0.927444	0.80337405	0.59521204	0.75624174	0.7755713	0.88914776	0.8210273	0.84855366	0.93718016	0.9371236	0.916175	0.87626475	0.73103505	0.801436	0.8704872	0.90605074	0.7818197	0.9065175	0.9002458	0.8861799	0.70149124	0.913549	0.92996925	0.89350796	0.8668379	0.6915144	0.756359	0.8398508	0.90155774	0.7560723	0.84031045	0.798511	0.901086	0.7823999	0.86289275	0.88796186	0.8932022	0.752349	0.7240801	0.79984653	0.69389796	0.86040664	0.6144095	0.9231642	0.93822825	0.81693244	0.90069675	0.89707816	0.81353474	0.83659613	0.78251404	0.89994353	0.9026493	0.87594193	0.91571987	0.83767414	0.96252656	0.852732	0.8295151	0.74763095	0.77079165	0.7744975	0.92386943	0.7406653	0.89798707	0.8870213	0.8336146	0.9465726	0.78571427	0.81136745	0.91028315	0.69472384	0.78438777	0.78306127	0.89417374	0.8607328	0.8465244	0.8878081	0.6650308	0.8901762	0.74396837	0.8934174	0.8360263	0.8861312	0.87831306	0.5919264	0.92909604	0.8652971	0.7830832	0.8502615	0.8983631	0.61399364	0.9597374	0.97122157	0.899334	0.899877	0.7940984	0.8216268	0.9482664	0.77948785	0.86872035	0.83838946	0.8546967	0.77797055	0.85745615	0.8591595	0.84025806	0.76709104	0.7688273	0.7580424	0.9104068	0.89125746	0.8708421	0.92632365	0.828773	0.80235356	0.8752678	0.79358304	0.66300964	0.90366596	0.8335921	0.9734457	0.88018334	0.8119765	0.83461326	0.81664956	0.8091325	0.7294609	0.88295686	0.8323295	0.91473836	0.8646375	0.945645	0.85827494	0.84688103	0.9077867	0.90216035	0.7456428	0.9764964	0.77277523	0.9166654	0.78455704	0.7844338	0.86603075	0.7911746	0.8825481	0.74333274	0.73149216	0.918056	0.877103	0.76919836
