	ven/noun	mogelijk/adj	momenteel/adj	na/prep	enigszins/adv	dit/det	patiënt/noun	helemaal/adv	nog/adv	Kralj/name	tijdig/adj	weg/noun	gisteren/adv	hiervan/pp	Brecht/name	Roda/name	installatie/noun	reputatie/noun	consumentenvertrouwen/noun	geraakt/adj	onafhankelijkheid/noun	geleidelijk/adj	functie/noun	economie/noun	net/adv	binnen/prep	samenleving/noun	samenwerking/noun	balans/noun	Esser/name	om/comp	vanmiddag/adv	woning/noun	Rocky/name	doelman/noun	leiding/noun	geloofwaardigheid/noun	spier/noun	grasland/noun	stad_bestuur/noun	echter/adv	gisterenavond/adv	vervolgens/adv	patiënte/noun	fonds/noun	ziekenhuis/noun	knap/adj	daarna/pp	contact/noun	populatie/noun	krachtig/adj	goed/adj	nadien/pp	rechtsorde/noun	zuiverheid/noun	liberalisme/noun	paars_wit/adj	snel/adj	euvel/noun	daarna/adv	thuisploeg/noun	en/vg	veiligheid/noun	geheel/adj	technologie_aandeel/noun	normaal/adj	klimaat/noun	laat/adj	Geeroms/name	voldoende/adj	kerk_toren/noun	kost/adv	in/prep	elektriciteit/noun	opdat/comp	ze/pron	niet/adv	nadat/comp	pas/adv	ploeg/noun	Dimitri/name	golfer/noun	weer/adv	daarmee/pp	natuur/noun	aandeel/noun	begin/adv	toestand/noun	gebouw/noun	als/comp	voldoende/adv	thuis/adv	door/comp	het/det	rust/noun	waardoor/pp	eveneens/adv	gezag/noun	huisstijl/noun	men/pron	opnieuw/adv	thuis_reputatie/noun	democratie/noun	voetpad/noun	water_kwaliteit/noun	middenvelder/noun	intussen/adv	zich/pron	sluit_post/noun	olie_prijs/noun	meteen/adv	tijdelijk/adj	evenwicht/noun	weeg/verb	kraan/noun	aandeel_beurs/noun	Gino/name	Kevin/name	bezoeker/noun	fout_DIM/noun	licht/adj	vanzelf/adv	Roeselare/name	terwijl/comp	wegdek/noun	volledig/adj	dat/det	monarchie/noun	breuk/noun	orde/noun	waarschijnlijk/adj	relatie/noun	situatie/noun	van/prep	hij/pron	allicht/adv	we/pron	dak/noun	bestuur/noun	geloof/noun	Bayer/name	zodat/comp	overheid/noun	ons/pron	wonderbaarlijk/adj	LOMMEL/name	Estland/name	vanochtend/adv	VN/name	volgens/prep	schade/noun	effect_beurs/noun	voorlopig/adj	wat/adv	eerst/adv	gemeente/noun	driepunters/noun	misser/noun	eventueel/adj	enkel_blessure/noun	gistermiddag/adv	vertrouwen/noun	Van/name	iets/adv	onmiddellijk/adj	traditie/noun	leger/noun	wij/pron	nauwelijks/adv	politie_agent/noun	automatiseerder/noun	ondanks/prep	cabaretier/noun	scheur/noun	autonomie/noun
waarschijnlijk/adj	0.8833462	0.6534285	0.8444784	0.795656	0.7751384	0.7137035	0.7916214	0.81029844	0.731076	0.8424572	0.8132286	0.8712778	0.7911667	0.75855565	0.9150849	0.88776445	0.8752887	0.8499554	0.80096054	0.81642365	0.86366516	0.734389	0.8293857	0.84025806	0.8373691	0.8403284	0.8814396	0.86112535	0.8677897	0.88227	0.8020511	0.77504075	0.8497862	0.90274036	0.90657973	0.8923582	0.7959974	0.81895244	0.869923	0.8803692	0.6396415	0.82587403	0.7742413	0.8035462	0.8145678	0.8932776	0.9029338	0.7623213	0.86204755	0.7801542	0.816308	0.8346971	0.80284494	0.8700737	0.8721899	0.8627337	0.8531158	0.7554869	0.7794442	0.7660933	0.88865924	0.83118886	0.9091989	0.79766625	0.8282081	0.77365535	0.8175022	0.81458044	0.93367636	0.8193524	0.89257646	0.8394554	0.82439095	0.8305765	0.75663763	0.7659748	0.755746	0.7035614	0.7449832	0.87962973	0.9511814	0.87991476	0.76905864	0.7471205	0.8678634	0.8498398	0.7696444	0.8345234	0.86913466	0.69630176	0.8636931	0.8747457	0.7935755	0.8065797	0.89450014	0.6732073	0.7456579	0.8492498	0.907965	0.792593	0.75432205	0.9304915	0.8591978	0.88932765	0.8680309	0.8670669	0.7686111	0.83129895	0.91396636	0.7482807	0.8000692	0.78603375	0.8802658	0.86255044	0.86841106	0.8311912	0.9354053	0.9548309	0.8930358	0.8173452	0.80555	0.77330846	0.93291837	0.793226	0.8589107	0.8136234	0.7206292	0.8323046	0.7848929	0.92197216	0.0	0.8558231	0.8025983	0.79735166	0.75459564	0.57557154	0.7797926	0.8890625	0.88163877	0.8534102	0.85952234	0.74685097	0.856974	0.81891346	0.81802183	0.9627197	0.83523446	0.7779975	0.84874856	0.7753073	0.7682614	0.8450652	0.70498514	0.7987289	0.82308656	0.87252784	0.937268	0.81244683	0.7172624	0.8150713	0.790953	0.8374705	0.959645	0.76020175	0.79898596	0.9005004	0.8567414	0.7964695	0.7920833	0.83014584	0.80581754	0.80769765	0.90339106	0.8182646	0.8601519
relatie/noun	0.88909405	0.8353677	0.8539724	0.87873447	0.82764477	0.88212234	0.7992478	0.90291166	0.9091228	0.9315143	0.88626677	0.9049108	0.8805151	0.85227054	0.91926104	0.95600784	0.8619587	0.75561	0.85181016	0.82317173	0.7909073	0.81502	0.8053454	0.76709104	0.8639387	0.8134296	0.68968856	0.62748814	0.780329	0.910125	0.8322585	0.89607275	0.92352027	0.9102113	0.94440246	0.85735	0.7547965	0.8184267	0.9045263	0.9223967	0.82536435	0.91321784	0.88426155	0.8339476	0.871456	0.91396976	0.88317776	0.8962182	0.54015124	0.7771032	0.80825436	0.8587304	0.916494	0.776011	0.77570593	0.7905363	0.92010486	0.8944176	0.8744346	0.89733136	0.9436797	0.6435199	0.786778	0.8340832	0.8988295	0.8487301	0.7253401	0.9366207	0.9432247	0.8646482	0.914386	0.8644645	0.8551594	0.89642733	0.77447015	0.8376294	0.88455176	0.8360829	0.9096693	0.9020611	0.9517483	0.9006868	0.907011	0.841477	0.74444956	0.94402736	0.9431417	0.75091064	0.9135027	0.841211	0.884254	0.8960699	0.80274695	0.86156905	0.93191934	0.8062092	0.8339079	0.75106114	0.8920206	0.8560415	0.89585143	0.90560037	0.70688117	0.9012082	0.84262925	0.93629515	0.8114371	0.84627223	0.90797824	0.8679635	0.92880493	0.8890285	0.77256656	0.9008314	0.9186472	0.8791375	0.94224167	0.9514727	0.949264	0.90237236	0.8956088	0.84742284	0.9629662	0.81176305	0.91095304	0.8772016	0.87013423	0.7812581	0.72757995	0.86920774	0.8558231	0.0	0.72777534	0.8059991	0.8450012	0.9013097	0.8843861	0.947902	0.88369215	0.705952	0.9246137	0.84185225	0.8543529	0.8935489	0.7983261	0.9823731	0.8471208	0.89285177	0.81149614	0.8405185	0.8563018	0.92465186	0.90357417	0.8572704	0.88245755	0.91733783	0.9591315	0.86046773	0.8462174	0.8991067	0.8900156	0.8259512	0.9619167	0.86090124	0.89449	0.7645424	0.85277975	0.8618801	0.83692455	0.88987947	0.90411276	0.80313486	0.8829499	0.8651385	0.79621065
situatie/noun	0.88602686	0.77778226	0.83323216	0.9350144	0.70684016	0.7978326	0.7684312	0.8353673	0.83261603	0.9015578	0.816401	0.87385	0.902248	0.7989841	0.93645394	0.9395777	0.85014665	0.83038163	0.82732564	0.8827333	0.82716966	0.82536346	0.7897055	0.7688273	0.9012822	0.8548484	0.72278553	0.813763	0.7852267	0.9472123	0.786886	0.8925304	0.9126421	0.9206208	0.9354582	0.8876335	0.8286899	0.8333439	0.8960472	0.88402164	0.72457004	0.8705025	0.85469663	0.8393531	0.8629469	0.90616035	0.88356996	0.9113744	0.88196164	0.74863386	0.8229213	0.82478154	0.8946157	0.7970655	0.8410337	0.81724274	0.91621035	0.8002395	0.78146094	0.89321345	0.89314425	0.8346616	0.8091142	0.84062445	0.8542906	0.825853	0.57491875	0.94558334	0.9340694	0.81840885	0.89966375	0.89548296	0.8625371	0.90142745	0.77642596	0.78508717	0.773793	0.898123	0.91385067	0.8828651	0.97254074	0.91017467	0.8775716	0.81234634	0.8350425	0.9215669	0.9419752	0.32101673	0.88736635	0.80692023	0.8817195	0.9286814	0.7898063	0.8622474	0.9040148	0.76532674	0.85107064	0.8247808	0.8631387	0.7186476	0.86404544	0.901044	0.7627188	0.87950665	0.8166921	0.9550203	0.8419668	0.80181783	0.9099247	0.79614455	0.8774267	0.8727459	0.8102463	0.89644456	0.8988618	0.8515837	0.9672259	0.9853589	0.9079684	0.8555634	0.87952924	0.82304734	0.96569407	0.8746	0.8257749	0.8544496	0.72389364	0.82881194	0.78454435	0.8492903	0.8025983	0.72777534	0.0	0.8749294	0.81909895	0.88063496	0.7802157	0.9367852	0.85968477	0.8605463	0.93560123	0.7918514	0.8260929	0.7900471	0.8471626	0.98055667	0.8893702	0.887255	0.80881214	0.8540341	0.8195425	0.9168565	0.8618453	0.78958666	0.84260625	0.8792108	0.96524	0.79787314	0.81880593	0.9041091	0.89628154	0.88281494	0.9800089	0.8368813	0.8433681	0.84273857	0.86997974	0.7586479	0.7658173	0.88975376	0.9167933	0.8301365	0.9109995	0.8513859	0.8104377
van/prep	0.8021115	0.7455305	0.75952715	0.756516	0.8349137	0.7912669	0.82545197	0.93774706	0.9255433	0.8947447	0.8258122	0.8804212	0.67548156	0.5932406	0.86132085	0.8872078	0.75029814	0.8292223	0.81952643	0.77137554	0.76637465	0.7608897	0.7641321	0.7580424	0.88999367	0.714084	0.76408565	0.726251	0.8246756	0.8267907	0.82633287	0.7182015	0.82096225	0.87343085	0.89912105	0.7829412	0.75658745	0.87687457	0.85533226	0.78481066	0.81471586	0.7711295	0.856693	0.85181665	0.75434816	0.8465486	0.87353647	0.88611656	0.8126897	0.8045536	0.78230023	0.86109495	0.8818792	0.7993426	0.80492145	0.8099032	0.8331561	0.86773634	0.85098284	0.9134704	0.9185937	0.65948117	0.748114	0.73467016	0.84212863	0.8602071	0.81677043	0.8551566	0.90101236	0.82678694	0.833503	0.8444033	0.7263743	0.7998828	0.7545995	0.9374101	0.9505042	0.76922375	0.85651636	0.85446477	0.9195	0.85821	0.9331634	0.7941017	0.8119522	0.7915818	0.8392732	0.8479818	0.7495184	0.91086566	0.8235891	0.92126083	0.81547946	0.63605535	0.92617464	0.7659408	0.730674	0.74138874	0.82754505	0.90341586	0.87000346	0.93719995	0.74936163	0.8251195	0.83865315	0.87377936	0.79962337	0.88938963	0.85444665	0.81847835	0.87435853	0.6979573	0.85559225	0.7935894	0.85660744	0.8220042	0.89745325	0.9241653	0.8495724	0.8716476	0.82255846	0.8706051	0.87822056	0.8028908	0.8353787	0.7345792	0.9075349	0.73933864	0.8176383	0.86935985	0.79735166	0.8059991	0.8749294	0.0	0.89309895	0.8475109	0.9413429	0.8680966	0.69948304	0.7909069	0.80662733	0.8061074	0.75952435	0.9495911	0.7781276	0.93988127	0.8292739	0.7192137	0.7266973	0.6531755	0.8445743	0.8351847	0.76774997	0.9408362	0.8926313	0.7395962	0.9309336	0.831235	0.657825	0.90592986	0.71789443	0.82917684	0.8927227	0.87867403	0.8036173	0.818856	0.75391877	0.9128895	0.82699883	0.7903229	0.7721254	0.7390884	0.8323543	0.8284385	0.7356971
hij/pron	0.890458	0.8454775	0.83708537	0.78147	0.7468743	0.80951273	0.78071	0.71377563	0.68227196	0.7998307	0.7594227	0.8417547	0.7237444	0.8174733	0.88055694	0.8583272	0.89934707	0.8249845	0.8841537	0.8047569	0.80445963	0.8309536	0.8066466	0.9104068	0.77234685	0.9055747	0.85288835	0.8997423	0.87295634	0.804462	0.7127733	0.80376333	0.88463557	0.84339416	0.8104371	0.8419109	0.8229244	0.7870244	0.90192986	0.8198832	0.6646546	0.79239	0.5641409	0.7230594	0.87848616	0.8349647	0.83309305	0.6325459	0.84029937	0.85237885	0.8169237	0.7798715	0.67718065	0.8487188	0.83126724	0.8175707	0.7917941	0.7502935	0.79461956	0.62837064	0.79499936	0.79134405	0.92236406	0.83632827	0.8448975	0.8461841	0.89436704	0.7353658	0.86647564	0.80963236	0.836439	0.81607985	0.82195824	0.9121664	0.7536497	0.24600583	0.6386773	0.6527996	0.7147213	0.8154512	0.9025926	0.8009985	0.67147756	0.7493813	0.84457093	0.90630996	0.7877735	0.8240535	0.905741	0.62698174	0.87127787	0.7324837	0.6513369	0.8691183	0.8217966	0.84156483	0.7479799	0.81220526	0.847076	0.52041614	0.6949824	0.8485402	0.8518541	0.8857992	0.88998413	0.8244076	0.6935071	0.688707	0.8803892	0.88900006	0.61414856	0.84477603	0.880664	0.9101986	0.8593783	0.83919317	0.847361	0.9131013	0.821001	0.79541075	0.85526824	0.7456787	0.9056762	0.7397674	0.8787674	0.83061093	0.7286055	0.80853426	0.82381874	0.8957931	0.75459564	0.8450012	0.81909895	0.89309895	0.0	0.75532806	0.5452429	0.8814666	0.82588077	0.79441094	0.8478409	0.796543	0.80994636	0.6526203	0.77617556	0.9626666	0.82900953	0.7877354	0.7908833	0.8967553	0.88766307	0.8986378	0.7737772	0.75668406	0.64934343	0.8615167	0.90538216	0.80439645	0.8346195	0.82299906	0.7505559	0.8387901	0.9114244	0.7656554	0.6639751	0.861501	0.803958	0.54914004	0.7347067	0.74190986	0.8569497	0.861354	0.7918782	0.83094966	0.84260356
allicht/adv	0.8734498	0.77165556	0.7892121	0.7379437	0.7867888	0.7665789	0.87380254	0.7850652	0.68361425	0.7570087	0.7815759	0.87189776	0.82588804	0.8315704	0.79555243	0.7275976	0.89512885	0.87790984	0.8686237	0.792698	0.90206295	0.8173617	0.88149184	0.89125746	0.76648116	0.8713354	0.9011304	0.8640963	0.81986606	0.91343766	0.7603851	0.8207206	0.87300426	0.8123603	0.6782577	0.8539807	0.84823287	0.81499726	0.90041953	0.80648655	0.6871202	0.69403565	0.8244563	0.85887516	0.8876567	0.89295185	0.74930364	0.7631641	0.8880507	0.8701084	0.8824004	0.79028624	0.64181745	0.88921684	0.87336123	0.87505054	0.6513947	0.7808608	0.7758328	0.7431266	0.7195639	0.7933381	0.9149927	0.8509027	0.8539214	0.79979587	0.87766534	0.7974868	0.81323296	0.78693795	0.85566497	0.8025479	0.80883396	0.88004136	0.78634644	0.7600284	0.7325219	0.7921981	0.7506348	0.612764	0.7683941	0.8671056	0.7217197	0.8303098	0.8950296	0.913013	0.77046555	0.87823033	0.8823566	0.7412351	0.8606384	0.7382693	0.80902964	0.8213923	0.75844795	0.7501564	0.7490592	0.90177083	0.8814956	0.7691275	0.6245325	0.76324266	0.888961	0.860383	0.90175414	0.6539392	0.7135063	0.8716481	0.89038044	0.86276203	0.69083047	0.82253623	0.81355214	0.86821806	0.874458	0.85954833	0.7528817	0.7492432	0.81737363	0.7562122	0.81594294	0.81120217	0.7319343	0.8029367	0.86504984	0.8064153	0.76368093	0.8616476	0.8315759	0.92484987	0.57557154	0.9013097	0.88063496	0.8475109	0.75532806	0.0	0.66227406	0.8962506	0.8515651	0.873326	0.8054954	0.7083163	0.8980131	0.75354093	0.816523	0.8175715	0.79412776	0.8888453	0.91830957	0.8803258	0.8904731	0.9035902	0.71516764	0.7505019	0.78390473	0.8838271	0.8581837	0.76754165	0.74417263	0.6436124	0.83897525	0.80808854	0.8307953	0.839452	0.8093963	0.91319203	0.9169078	0.721021	0.7897813	0.88385314	0.8982138	0.7809068	0.9001663	0.8650542	0.8759185
we/pron	0.8906636	0.73196536	0.770694	0.8339766	0.77206993	0.742738	0.7889746	0.6304497	0.5301435	0.81382716	0.73341495	0.8361821	0.9088695	0.8154689	0.89868176	0.83908135	0.8716595	0.83178127	0.8847705	0.85874254	0.85838914	0.8092432	0.8884425	0.8708421	0.7637035	0.8638797	0.83296037	0.852126	0.80603045	0.8831964	0.6059288	0.8576587	0.8964312	0.88229537	0.8190514	0.87334096	0.8255007	0.7984663	0.8790146	0.74545336	0.6468059	0.84035593	0.7122952	0.83832765	0.8642777	0.91126406	0.7814956	0.7176842	0.8474381	0.83537185	0.86929464	0.6508199	0.6507163	0.8548472	0.82536376	0.845737	0.75323695	0.69940126	0.76996535	0.61982435	0.6773149	0.82886183	0.8631536	0.87424314	0.8358248	0.7709371	0.8649294	0.7905426	0.88315004	0.72008467	0.85365796	0.7770586	0.9115469	0.8602329	0.7155765	0.3794402	0.52845764	0.8668773	0.73927236	0.6529931	0.9260244	0.84180844	0.62110615	0.77435803	0.8100158	0.91647995	0.87097955	0.84298116	0.8808536	0.55723464	0.8326421	0.65679014	0.668832	0.863451	0.74925387	0.7855123	0.84878516	0.8701731	0.83582735	0.39634627	0.65981185	0.72900206	0.84330577	0.8519978	0.8467253	0.86800414	0.6949774	0.79393363	0.8787337	0.87723255	0.67985237	0.86302364	0.776471	0.86339676	0.84361243	0.85202616	0.8969303	0.93149215	0.7325758	0.7444349	0.8880779	0.7019378	0.85024965	0.7612877	0.855343	0.7903495	0.59657353	0.8509581	0.8865596	0.8684098	0.7797926	0.8843861	0.7802157	0.9413429	0.5452429	0.66227406	0.0	0.89526427	0.838083	0.8296521	0.87246907	0.6397438	0.7712234	0.5122053	0.831888	0.95362395	0.8487908	0.8957684	0.87939095	0.9333857	0.8621977	0.9166302	0.7651448	0.63826525	0.5824436	0.79803985	0.84960395	0.7919679	0.7752856	0.8395637	0.893179	0.769239	0.97441876	0.7569275	0.80420256	0.85298955	0.90609705	0.17454493	0.71481013	0.8814836	0.86603415	0.83095515	0.8752134	0.8539443	0.83780676
dak/noun	0.86724806	0.90831786	0.8690859	0.9057014	0.8922063	0.9481435	0.9276371	0.835026	0.91623634	0.93305254	0.7862458	0.7451493	0.92984605	0.91207796	0.89954203	0.95817095	0.73750794	0.922596	0.9206565	0.8387787	0.9545738	0.8424331	0.9389289	0.92632365	0.8768143	0.92404836	0.92971027	0.9545188	0.92720044	0.94485855	0.88205475	0.9023866	0.5775517	0.90137845	0.9187188	0.86142504	0.92303497	0.85456735	0.79858106	0.86944175	0.9219116	0.85149235	0.68826514	0.8789154	0.9182992	0.86650366	0.9129799	0.75633055	0.9409456	0.88601977	0.87982786	0.9390609	0.79997313	0.9328979	0.92148775	0.9422248	0.8841411	0.8366332	0.86356825	0.7789629	0.89593697	0.7454002	0.9109163	0.82753825	0.89213234	0.89518446	0.91188073	0.92540956	0.94211096	0.89528036	0.66009104	0.889212	0.7701099	0.78295577	0.8200927	0.812667	0.9373138	0.8164137	0.91340506	0.93897694	0.9611814	0.93427306	0.7979728	0.9133464	0.8633614	0.9341239	0.89824045	0.89569145	0.52421093	0.88783354	0.9424374	0.87047714	0.81851554	0.8189381	0.88807344	0.7085924	0.82077515	0.93534684	0.8862627	0.89845663	0.81506544	0.94230556	0.93757844	0.64880353	0.90384775	0.9564075	0.8320513	0.9121994	0.92523766	0.8947016	0.81292254	0.8046021	0.91674924	0.9003737	0.55721056	0.89902586	0.9534045	0.97696686	0.828677	0.912814	0.7926146	0.83086914	0.9241695	0.75884634	0.59897774	0.7343979	0.9473677	0.904642	0.9196089	0.9415762	0.8890625	0.947902	0.9367852	0.8680966	0.8814666	0.8962506	0.89526427	0.0	0.9418663	0.9471694	0.94315875	0.6752745	0.9548458	0.91965157	0.8670502	0.9706357	0.9250418	0.8790489	0.94571865	0.95510733	0.7673187	0.9263973	0.9102426	0.8809095	0.82539594	0.88224036	0.9271145	0.90006685	0.89159656	0.9226788	0.8374251	0.9491547	0.9868924	0.89000994	0.81322414	0.9409678	0.90700006	0.92839384	0.9002361	0.83653057	0.929119	0.9270594	0.9318489	0.6648531	0.9414543
bestuur/noun	0.8855535	0.8193927	0.7721158	0.88023305	0.9026456	0.87111014	0.8839316	0.9379304	0.8871209	0.9092301	0.83228135	0.9121535	0.7075739	0.8368391	0.89771056	0.8465009	0.838535	0.89481056	0.893732	0.84709877	0.79446983	0.87027776	0.71791303	0.828773	0.94398475	0.7019347	0.7958379	0.6889075	0.8528667	0.85902524	0.76869917	0.7209085	0.9246076	0.9411657	0.8686886	0.67976	0.80657876	0.90935785	0.92757976	0.62488884	0.8031042	0.7506769	0.8318962	0.90448135	0.78568184	0.84951246	0.94598544	0.89253074	0.8366101	0.8912891	0.8599359	0.880735	0.86066055	0.8037005	0.8805962	0.87018573	0.8652948	0.8929223	0.87686354	0.88901556	0.91830313	0.8041488	0.7856853	0.81061965	0.89621687	0.9232161	0.875682	0.94392323	0.893657	0.8418404	0.9044523	0.8758391	0.8880987	0.90434045	0.76329494	0.87503475	0.88881004	0.79099095	0.88509285	0.79468304	0.93194216	0.9209313	0.9314462	0.7968315	0.92746586	0.8489624	0.8411251	0.8534307	0.85901284	0.8874587	0.87782377	0.90919447	0.84308213	0.8202097	0.9139138	0.85939324	0.79688144	0.70585954	0.8432515	0.82240963	0.81072986	0.88696855	0.78511995	0.8883894	0.87488353	0.84575194	0.7762247	0.85034543	0.85964465	0.90621924	0.8712505	0.7894357	0.89362353	0.913959	0.93531424	0.8837026	0.8873686	0.9306532	0.93273205	0.91053164	0.9471754	0.9348817	0.8797851	0.90445	0.8905485	0.8085023	0.9019427	0.8197791	0.8452316	0.851045	0.88163877	0.88369215	0.85968477	0.69948304	0.82588077	0.8515651	0.838083	0.9418663	0.0	0.8831522	0.83414483	0.84671444	0.6168488	0.87103885	0.9238716	0.937781	0.89993453	0.78633547	0.6721379	0.76013845	0.9245155	0.87658346	0.7664722	0.9337995	0.815247	0.6744405	0.95899606	0.881014	0.7509798	0.9143471	0.7777005	0.8081653	0.91738665	0.9207474	0.81242645	0.8784012	0.79348576	0.7944043	0.8979161	0.8415703	0.80040497	0.8638209	0.9088017	0.93482065	0.73306495
geloof/noun	0.89191145	0.85133404	0.9216337	0.92565066	0.83325523	0.86332506	0.8587388	0.847216	0.8730481	0.9278037	0.91104543	0.89458543	0.9190335	0.84314394	0.9390648	0.94931704	0.9249163	0.8117185	0.8757252	0.86625445	0.71260977	0.8280816	0.806451	0.80235356	0.9160902	0.8248445	0.6131408	0.82844156	0.8406456	0.89055234	0.80585676	0.9208136	0.95647466	0.92709917	0.9536136	0.89391017	0.71285963	0.83494526	0.906929	0.92637086	0.769691	0.9297241	0.88304985	0.87375075	0.90425706	0.93559223	0.93461925	0.91359556	0.8361557	0.83969045	0.79354036	0.8589462	0.9208245	0.72485167	0.63375545	0.64606535	0.8874396	0.87019694	0.88066417	0.89938045	0.9258445	0.73758274	0.8112663	0.7813361	0.8778486	0.88845176	0.79959536	0.93440384	0.9433193	0.8478346	0.8906775	0.85966575	0.87825733	0.9215208	0.7747171	0.79346514	0.8133328	0.9194255	0.9344408	0.9057853	0.9717669	0.9026371	0.886495	0.80783457	0.6837597	0.9325211	0.9658357	0.86342984	0.91497743	0.8063598	0.870755	0.926859	0.7804913	0.85762346	0.9219009	0.8549887	0.86725724	0.65933573	0.8834285	0.766775	0.91312385	0.91466457	0.60013676	0.931608	0.8784622	0.9447998	0.86577535	0.8104754	0.9170152	0.900952	0.902999	0.9032067	0.8139922	0.8970206	0.93821615	0.8905064	0.950178	0.97542197	0.93588877	0.9017369	0.9045975	0.79894596	0.9689507	0.8394321	0.93055147	0.8522137	0.7994939	0.67476094	0.84020114	0.8621276	0.8534102	0.705952	0.8605463	0.7909069	0.79441094	0.873326	0.8296521	0.9471694	0.8831522	0.0	0.9401749	0.86838996	0.83786124	0.8127022	0.7713532	0.9803205	0.9004527	0.9326365	0.8663533	0.8583248	0.928499	0.9308975	0.8866139	0.87142646	0.908272	0.9218149	0.9555938	0.88222003	0.8724109	0.9250266	0.9357595	0.6800083	0.98684156	0.8658962	0.8963423	0.5734657	0.859515	0.7512097	0.82285845	0.90986025	0.9190072	0.8189749	0.8701369	0.8848204	0.70619845
Bayer/name	0.89655626	0.8689118	0.7947264	0.76860195	0.8743684	0.8747914	0.87713003	0.93408513	0.87466186	0.83253026	0.86094683	0.9401802	0.7624409	0.86828184	0.76138544	0.63504964	0.8692434	0.8770505	0.8365636	0.83865917	0.91647017	0.87767905	0.8865112	0.8752678	0.88783944	0.8853936	0.931318	0.8623202	0.884312	0.8384198	0.86519784	0.79964536	0.9126318	0.8413975	0.74943495	0.79880357	0.8884325	0.8977397	0.92649907	0.8603271	0.8476695	0.79631114	0.84308016	0.8780077	0.7963209	0.90184844	0.81498927	0.8323674	0.9226288	0.8918143	0.8925027	0.9030831	0.7842803	0.9300509	0.9209483	0.91721886	0.7675288	0.87505233	0.88007003	0.85356057	0.7579225	0.82725555	0.9056647	0.8823485	0.8110571	0.9228979	0.9204664	0.8704457	0.8082386	0.87218773	0.91880375	0.87583226	0.84587455	0.868054	0.86620253	0.88813007	0.927121	0.75517756	0.8759576	0.7162957	0.7278499	0.8726499	0.8932726	0.81810427	0.92661524	0.6948184	0.851088	0.9170885	0.91350865	0.91256875	0.88527334	0.814994	0.82962096	0.89101315	0.7540181	0.8183402	0.7487362	0.9033281	0.88376343	0.9083846	0.8048813	0.8432338	0.92133987	0.93780065	0.9049977	0.6966514	0.8386782	0.91047806	0.88261455	0.83040154	0.8403523	0.85612726	0.87601864	0.86339647	0.9021996	0.81671274	0.72075665	0.7104466	0.84238577	0.85709226	0.87536	0.9246745	0.6877966	0.8449167	0.92635876	0.87072235	0.9154289	0.923718	0.8861148	0.93678534	0.85952234	0.9246137	0.93560123	0.80662733	0.8478409	0.8054954	0.87246907	0.94315875	0.83414483	0.9401749	0.0	0.8519235	0.8629827	0.9015167	0.8611791	0.76532435	0.74532807	0.7847277	0.8920146	0.8568171	0.9035524	0.7829984	0.8410599	0.9217791	0.88390154	0.8697566	0.7421112	0.8120242	0.82253695	0.83677644	0.8098758	0.8693222	0.7446501	0.89359057	0.8605298	0.94364053	0.88179255	0.8826109	0.88330144	0.89381564	0.6999401	0.83319676	0.90235204	0.91441435	0.90680236
zodat/comp	0.8381024	0.6077099	0.7480273	0.8162637	0.7256837	0.82107496	0.74179864	0.7162851	0.7063707	0.8621598	0.58907497	0.67529094	0.88819253	0.7420907	0.8472705	0.8706057	0.66632664	0.8643422	0.835306	0.75506085	0.8781381	0.644475	0.794641	0.79358304	0.8270308	0.7814439	0.7977264	0.8158918	0.7677953	0.8970049	0.5484216	0.8384663	0.7123908	0.861336	0.82425004	0.8252408	0.8216804	0.65625143	0.7752794	0.7340039	0.6949122	0.79905546	0.5737557	0.82467204	0.7735816	0.8540956	0.8196691	0.63676953	0.77518445	0.72708744	0.75312144	0.75671136	0.62031084	0.84737575	0.82567275	0.85909265	0.7829245	0.61075217	0.71552587	0.59814143	0.7221707	0.61272955	0.7412307	0.7318476	0.8214941	0.7025844	0.7878389	0.82746136	0.86955714	0.6114513	0.7481754	0.7760065	0.8209435	0.6504102	0.42877364	0.6812218	0.73571205	0.7612319	0.7799946	0.7654407	0.9188503	0.85439044	0.61657095	0.7216494	0.743919	0.85360396	0.83280694	0.8051325	0.6635113	0.6498159	0.7843935	0.7538897	0.52862716	0.75958455	0.7417805	0.28201282	0.75610083	0.84102553	0.8190469	0.7143903	0.6476455	0.8563166	0.8308455	0.637391	0.8029815	0.8617374	0.6761559	0.7729074	0.8678829	0.81394875	0.6884067	0.64693344	0.7345166	0.7814058	0.6421735	0.8221787	0.8899467	0.9309042	0.7171527	0.7566947	0.71831167	0.6867452	0.8854008	0.6122865	0.62462085	0.6162231	0.78267455	0.8465311	0.85914725	0.8455956	0.74685097	0.84185225	0.7918514	0.8061074	0.796543	0.7083163	0.6397438	0.6752745	0.84671444	0.86838996	0.8519235	0.0	0.7463665	0.7352853	0.7795327	0.94112325	0.8517891	0.84060353	0.8638334	0.87274677	0.76057464	0.86867344	0.7081797	0.6668346	0.66416943	0.7217029	0.859675	0.7823283	0.63415146	0.8207874	0.8417022	0.8002518	0.96712303	0.73340905	0.69521594	0.8720906	0.8689767	0.69871265	0.69579965	0.8026745	0.8487571	0.77055615	0.90307695	0.70360684	0.80083305
