	bank/noun	overheid_schuld/noun	ver/adj	daarom/pp	eerder/noun	voor/comp	voetbal_bond/noun	keer/adv	activiteit/noun	dochter/noun	maar/adv	namelijk/adv	organisatie/noun	economie/noun	familie_bedrijf/noun	binnen/prep	om/comp	staal_industrie/noun	landbouw_sector/noun	drastisch/adj	spoor_weg/noun	al/adv	bank_sector/noun	Belgische/name	luchtvaart_maatschappij/noun	huishouding/noun	vervolgens/adv	diep/noun	Fabricom/name	die/det	netwerk/noun	nu/adv	Hof/name	druk/noun	ingekort/adj	Europa/name	brandweer/noun	volop/adv	luchtvaart_bedrijf/noun	snel/adj	secretariaat/noun	slechts/adv	afdeling/noun	tijd/noun	choreografie/noun	en/vg	schooljaar/noun	AG/name	mede/adv	grotendeels/adv	vermogen/noun	Nissan/name	tak/noun	ze/pron	moet/verb	opleiding/noun	Chrysler/name	weer/adv	bovendien/adv	filiaal/noun	fabriek/noun	Top/name	jaar/noun	dus/adv	fors/adj	het/det	waardoor/pp	opnieuw/adv	Philips/name	intussen/adv	zich/pron	jeugd_beleid/noun	merk/noun	directie/noun	Bax/name	marketing_afdeling/noun	groep/noun	productie/noun	flink/adj	terwijl/comp	volledig/adj	gewoon/adj	regio/noun	jeugd_voetbal/noun	ten/adv	lening/noun	vermoedelijk/adj	totaal/noun	gebied/noun	dienst/noun	voetbal/noun	zonder/prep	Franse/name	we/pron	bestuurder/noun	markt/noun	zodat/comp	container_park/noun	Unilever/name	topman/noun	marketing/noun	Italiaan/noun	top/noun	dringend/adj	1999/noun	grondig/adj	dagenlang/adj	management/noun	administratie/noun	uiteindelijk/adj	sector/noun	volgens/prep	club/noun	zwaar/adj	zonder/comp	eerst/adv	medium_groep/noun	doorgaans/adv	schuld/noun	concern/noun	traject/noun	onderneming/noun	leger/noun	zichzelf/pron	tot/prep	wij/pron	staat_bedrijf/noun	bedrijf/noun	er/adv	bedrijf_terrein/noun
mede/adv	0.78744435	0.7521924	0.83191323	0.8134797	0.7872526	0.9209053	0.8540144	0.8354075	0.76078886	0.9210361	0.9005979	0.7889751	0.77053976	0.70280516	0.8121842	0.81037956	0.7882276	0.77962977	0.7948048	0.72387314	0.84484076	0.8944028	0.73209244	0.9055382	0.810321	0.8292854	0.8599667	0.9078141	0.9197053	0.7395885	0.7952004	0.8970184	0.902551	0.7554537	0.9004878	0.7744237	0.9200268	0.87729245	0.84541225	0.7804007	0.9159634	0.8554528	0.8656597	0.9137382	0.83669525	0.79983974	0.88569576	0.8703257	0.0	0.63368344	0.72476363	0.8314445	0.854776	0.9009473	0.82179606	0.8293975	0.80434644	0.87998104	0.72425413	0.8739478	0.88497365	0.9034352	0.88308865	0.8405482	0.6353177	0.8142055	0.7004237	0.83742744	0.77117395	0.8495574	0.86284834	0.82784915	0.85437506	0.8211695	0.912243	0.8901952	0.8454427	0.7844611	0.7294421	0.8435632	0.7905874	0.92595285	0.86263484	0.86128366	0.838863	0.77362275	0.8059128	0.90604323	0.84959763	0.87376463	0.86065304	0.78976023	0.89069825	0.8772013	0.87514913	0.769589	0.82441795	0.9010544	0.76740956	0.8563373	0.7957612	0.88890374	0.849805	0.8144329	0.8331685	0.85592353	0.84892774	0.7267158	0.8213086	0.7800156	0.7096473	0.8024522	0.8349686	0.8117632	0.8393327	0.89938223	0.8543997	0.75156885	0.7875138	0.72684586	0.89446735	0.6947122	0.8605034	0.8480072	0.8365859	0.84762174	0.78037125	0.7354169	0.867127	0.87264895
grotendeels/adv	0.77566046	0.8235017	0.82150495	0.81866944	0.7986855	0.83137965	0.86440164	0.8199369	0.7467706	0.9050072	0.8672799	0.7225466	0.7798022	0.78528583	0.77213854	0.7680428	0.7912554	0.7962955	0.8342736	0.77142495	0.7645448	0.8665375	0.7584616	0.8945781	0.81940764	0.830164	0.76868933	0.8160457	0.87473404	0.69661415	0.7578758	0.82149136	0.894877	0.8297574	0.88648826	0.77188516	0.8547041	0.83404225	0.8549175	0.7775218	0.85219526	0.8365812	0.8335037	0.85562843	0.8287721	0.73835987	0.8445599	0.8335108	0.63368344	0.0	0.7689785	0.80323386	0.7836231	0.8248535	0.7530149	0.81281656	0.8064481	0.83211136	0.72303677	0.8171064	0.7537567	0.9029304	0.8972865	0.7819649	0.74341893	0.7275774	0.69103765	0.82273054	0.8032137	0.7631866	0.81664884	0.8362706	0.8223396	0.8251434	0.9220087	0.86546236	0.8035066	0.75354624	0.765445	0.7659601	0.45375	0.85590565	0.813266	0.88807786	0.7999846	0.7805063	0.75805956	0.85582924	0.7152798	0.82163966	0.9036401	0.7798998	0.8313685	0.83480954	0.87591755	0.7719612	0.70321125	0.814389	0.8049373	0.8835054	0.81656575	0.871307	0.86301935	0.83369124	0.8640239	0.7885512	0.7631627	0.74667346	0.78526056	0.77847165	0.736929	0.81119686	0.86677825	0.8385625	0.7718579	0.83276576	0.83743656	0.6998549	0.78722984	0.75644624	0.81266034	0.7297585	0.795707	0.8149116	0.8890524	0.82723486	0.77358025	0.7218527	0.8258599	0.76769066
vermogen/noun	0.7190029	0.7174095	0.8402225	0.81941426	0.85174406	0.91981584	0.9308349	0.88915694	0.7215794	0.8380157	0.85627997	0.74050295	0.8026916	0.7374291	0.7713716	0.839853	0.769701	0.82274723	0.82609624	0.78642184	0.85213625	0.89411163	0.75420225	0.90815085	0.8314056	0.7701899	0.85184175	0.89294493	0.89014673	0.7948087	0.7328047	0.8677386	0.96010834	0.7914067	0.9149514	0.79577345	0.94222116	0.9070275	0.85316074	0.8451611	0.8707628	0.72313297	0.90640306	0.85213315	0.86420876	0.7647243	0.8835424	0.81814826	0.72476363	0.7689785	0.0	0.8121176	0.85582095	0.8566942	0.7958605	0.8106988	0.82902074	0.88488245	0.6522985	0.81366265	0.8489859	0.90933514	0.7696977	0.78686047	0.6930096	0.8404701	0.6753516	0.8756792	0.71923214	0.86716217	0.87120044	0.85621125	0.8121832	0.8892082	0.9269246	0.87934494	0.8181052	0.72529	0.7340577	0.7734741	0.8065002	0.90407515	0.8849206	0.9094575	0.7386861	0.5818126	0.88710314	0.68123853	0.82406914	0.85615367	0.9047162	0.8518735	0.90373147	0.84181666	0.87273586	0.7535957	0.7572564	0.883473	0.7240523	0.8731086	0.8252883	0.90646917	0.8671306	0.88926136	0.7868293	0.89739096	0.89902794	0.7334002	0.7990981	0.85451174	0.7117177	0.87192976	0.8951886	0.8749277	0.8027062	0.91300255	0.82709044	0.7387197	0.6366322	0.6893331	0.82605594	0.6062162	0.9013381	0.8433744	0.7759689	0.8281766	0.76766616	0.6605309	0.84094095	0.8237467
Nissan/name	0.7634089	0.8605365	0.86891353	0.8384609	0.79961383	0.8583595	0.85111475	0.86105525	0.82221884	0.8625761	0.91115785	0.82506424	0.8529143	0.7971886	0.7501168	0.8755916	0.8098713	0.83152294	0.8577773	0.79986286	0.7668144	0.84387773	0.77669865	0.8206738	0.72428524	0.8708577	0.79623663	0.8824029	0.8149068	0.84440726	0.8292693	0.86794204	0.9201913	0.893807	0.87712544	0.77041215	0.84722495	0.86508036	0.79812694	0.8340517	0.8606912	0.8238442	0.8517036	0.898748	0.8738396	0.7749936	0.8571224	0.7536303	0.8314445	0.80323386	0.8121176	0.0	0.8200462	0.8244171	0.832846	0.88542455	0.5534657	0.8679794	0.78300756	0.77477795	0.70084274	0.8259017	0.824153	0.8518135	0.7750145	0.84762955	0.7680315	0.80667186	0.6415597	0.8011972	0.876707	0.8398515	0.6767533	0.79551995	0.8745506	0.8772969	0.85056484	0.74913836	0.8042194	0.8054078	0.8117463	0.89257455	0.851288	0.86975145	0.8739443	0.81958526	0.786422	0.78626865	0.8485206	0.8706547	0.87702984	0.8486104	0.8108557	0.8348736	0.7548157	0.77260387	0.8050885	0.81828004	0.6768686	0.7873863	0.8028032	0.8689857	0.88779277	0.8749324	0.8021091	0.8585291	0.8557371	0.7333585	0.8589293	0.83330476	0.8049298	0.86908376	0.83497	0.85347736	0.8089525	0.87287426	0.7494035	0.84112126	0.8463403	0.62357754	0.8244155	0.6670333	0.85048825	0.8527371	0.82521963	0.84731096	0.7488599	0.6526461	0.86059827	0.80306685
tak/noun	0.7280799	0.88899165	0.878016	0.89007604	0.81807196	0.8838924	0.8617592	0.8885648	0.7036284	0.8206435	0.93210423	0.81287986	0.73029196	0.7744055	0.76652277	0.80540067	0.872056	0.82014817	0.8537916	0.86048466	0.7689981	0.8901883	0.8163733	0.8735396	0.7648065	0.8829799	0.799477	0.86620367	0.87437123	0.8486224	0.7316078	0.8887514	0.9290612	0.85436934	0.9184385	0.793793	0.84511006	0.86551857	0.8077206	0.85254765	0.87578094	0.90242636	0.7497886	0.9196895	0.8674214	0.7052896	0.91596633	0.79510933	0.854776	0.7836231	0.85582095	0.8200462	0.0	0.85584486	0.8723945	0.84531397	0.7819462	0.85146224	0.82127535	0.7100058	0.7748043	0.9237876	0.9130332	0.90022475	0.80472016	0.82802945	0.756191	0.8708216	0.76267403	0.834592	0.8661308	0.88432896	0.75831145	0.8916193	0.9257241	0.8361503	0.7313915	0.80124664	0.8066535	0.7866485	0.84946144	0.9048434	0.8029213	0.9090385	0.9116107	0.8485077	0.8648429	0.8910273	0.74478483	0.8181585	0.88159275	0.8775296	0.8419955	0.9095121	0.84702045	0.739456	0.77621025	0.86633253	0.7536712	0.81918055	0.8074925	0.9071543	0.81920546	0.9067362	0.8914008	0.9017846	0.8296627	0.77725655	0.85806036	0.89245886	0.70171726	0.8395159	0.83325714	0.8546368	0.8486955	0.89029646	0.77729166	0.7957252	0.87676644	0.6908677	0.8493264	0.67234653	0.79970086	0.90094477	0.90965235	0.90891576	0.755164	0.6717817	0.8738229	0.8221499
ze/pron	0.842815	0.8839084	0.7762599	0.6271332	0.8215704	0.62300646	0.85366	0.71133673	0.8734995	0.749972	0.60592985	0.6615298	0.8704282	0.89994353	0.84971166	0.9125343	0.62329435	0.8698808	0.835607	0.8640082	0.87112457	0.7227032	0.86454815	0.91878426	0.8758473	0.8294139	0.5267837	0.78167236	0.86092794	0.62281394	0.8751699	0.61172664	0.9125124	0.8698529	0.90526843	0.881202	0.8425989	0.820391	0.8709414	0.71350265	0.86303353	0.854154	0.9280702	0.7726881	0.82779604	0.7243984	0.8381697	0.88695806	0.9009473	0.8248535	0.8566942	0.8244171	0.85584486	0.0	0.56776214	0.8538097	0.8465296	0.6137295	0.67367744	0.90250564	0.8742323	0.93424016	0.89269245	0.62732303	0.89028424	0.8588666	0.78450674	0.7227242	0.88784015	0.6903919	0.71018076	0.8550537	0.8333783	0.81488585	0.88670516	0.86498004	0.8542558	0.8914957	0.789991	0.66664606	0.80499643	0.56789696	0.9259879	0.8940799	0.8119928	0.87583745	0.7899878	0.8759438	0.8657005	0.8950572	0.86698866	0.79078364	0.8982196	0.3794402	0.8407334	0.861061	0.6812218	0.82795	0.8738367	0.923362	0.87016237	0.8050475	0.910535	0.8370544	0.9129421	0.82797474	0.67479944	0.8332619	0.834191	0.6858356	0.8885963	0.9113355	0.85051614	0.84952337	0.5117272	0.5837774	0.8816963	0.71002877	0.82982737	0.8592089	0.8431435	0.8495805	0.8382765	0.62959313	0.9015738	0.4264741	0.8608536	0.8258697	0.67891544	0.83732367
moet/verb	0.78599465	0.80971205	0.74799085	0.5735878	0.8094034	0.6156179	0.7764678	0.7792655	0.7974433	0.9200849	0.70261896	0.70388186	0.7914572	0.83716035	0.8397253	0.7726691	0.54441667	0.82807213	0.7943899	0.70230645	0.7958118	0.79525036	0.7943634	0.9015128	0.8109092	0.81372446	0.6310941	0.8506725	0.8528685	0.6591789	0.80928224	0.623714	0.8551549	0.80526006	0.8757422	0.81782013	0.83656573	0.80503535	0.8498859	0.67832756	0.8306245	0.836502	0.8758354	0.80340767	0.86210144	0.772357	0.76958156	0.86316067	0.82179606	0.7530149	0.7958605	0.832846	0.8723945	0.56776214	0.0	0.7571153	0.85824347	0.7182459	0.5881285	0.8755359	0.8400313	0.9459633	0.87903684	0.60437506	0.771663	0.81861484	0.6749288	0.71274567	0.83644825	0.6630839	0.7521462	0.7936177	0.85753393	0.74565995	0.90947104	0.86441004	0.84989655	0.8151338	0.7611945	0.73461705	0.7008784	0.68884563	0.8790527	0.87044394	0.76711047	0.7703174	0.8610483	0.82758796	0.8176893	0.7986126	0.8754883	0.7302183	0.9049823	0.48847502	0.8309114	0.82874966	0.529357	0.7658831	0.8224943	0.8933433	0.83280677	0.87595713	0.8859372	0.65483516	0.8926948	0.7201489	0.79917455	0.75209266	0.6890618	0.66921145	0.7602919	0.83342767	0.82217836	0.8299376	0.5456549	0.53981566	0.8650947	0.7375909	0.80338603	0.799669	0.7637354	0.7587894	0.84312505	0.75092614	0.845066	0.501438	0.82296365	0.72624075	0.7014946	0.79518366
opleiding/noun	0.8691362	0.8868014	0.89232945	0.78988653	0.89584005	0.8743271	0.8886176	0.91757286	0.67180014	0.9283212	0.91795677	0.7969165	0.7007232	0.79989475	0.80509186	0.83013767	0.78085554	0.8804152	0.8626014	0.8474723	0.83879894	0.87768626	0.84267807	0.9016701	0.8534717	0.82032824	0.86866593	0.91493565	0.8913268	0.83309567	0.73527586	0.87079847	0.9348646	0.89666104	0.9044168	0.8670207	0.9018724	0.83475715	0.89334935	0.87625986	0.7784891	0.869488	0.7104231	0.861633	0.8207906	0.71127546	0.6735729	0.86375403	0.8293975	0.81281656	0.8106988	0.88542455	0.84531397	0.8538097	0.7571153	0.0	0.87961036	0.92089057	0.702818	0.8198251	0.84938073	0.92410815	0.86718905	0.8377985	0.8645837	0.85715675	0.80329704	0.8799982	0.8632775	0.83043635	0.86337554	0.7274314	0.83693767	0.83074194	0.93841666	0.87121046	0.7604282	0.7555693	0.89206713	0.83753693	0.80708975	0.864973	0.7930932	0.81506276	0.8594339	0.81970495	0.89712006	0.87517047	0.8239066	0.65909827	0.84775007	0.8244401	0.87594116	0.85484433	0.9129485	0.8611947	0.75609064	0.84325325	0.88979626	0.94402575	0.6563399	0.92854565	0.8951139	0.7963251	0.92256755	0.8111536	0.8879288	0.6628667	0.73508835	0.8902333	0.6958618	0.85814977	0.81573147	0.8945328	0.85525835	0.80759865	0.9183379	0.7596394	0.88863343	0.8658263	0.7423785	0.72302973	0.85198957	0.87820417	0.9065647	0.83207154	0.8289406	0.73732543	0.84892887	0.82066125
Chrysler/name	0.7677364	0.8734348	0.8860504	0.8547893	0.80048275	0.8665154	0.8868041	0.8558662	0.8062984	0.8480221	0.9031636	0.81074935	0.8567108	0.80465853	0.72859347	0.8612992	0.84775543	0.8040168	0.8345215	0.8205705	0.79951715	0.8381049	0.7679741	0.83209413	0.73602545	0.87357855	0.82308155	0.8793252	0.832947	0.8334031	0.8184272	0.84564984	0.9235171	0.89190274	0.8848534	0.7783159	0.88716847	0.8674569	0.7879847	0.85911083	0.854109	0.8300326	0.8396379	0.8867056	0.85362875	0.81273425	0.8555763	0.73492074	0.80434644	0.8064481	0.82902074	0.5534657	0.7819462	0.8465296	0.85824347	0.87961036	0.0	0.8575548	0.7919197	0.7715092	0.6924829	0.88174576	0.8108586	0.8537941	0.7487304	0.84025615	0.7790133	0.82082367	0.6238744	0.836684	0.88498086	0.8879146	0.6880523	0.7938907	0.8939131	0.87183523	0.8290235	0.75040245	0.80265975	0.82540524	0.81600857	0.8885222	0.8934804	0.89689565	0.8634697	0.8111979	0.8316158	0.81141174	0.88682246	0.8806772	0.91540414	0.86997473	0.80708724	0.85693127	0.8116808	0.7732682	0.8277628	0.856191	0.6316627	0.74821234	0.80408144	0.8661407	0.8902365	0.8896173	0.7812427	0.87950724	0.85812664	0.748443	0.86294484	0.826815	0.8063862	0.84860384	0.86475116	0.8560465	0.85615873	0.88457644	0.74674517	0.8216771	0.838918	0.574971	0.8556908	0.66484416	0.8511904	0.8764117	0.8413546	0.8610283	0.7157139	0.644819	0.86085665	0.8155602
weer/adv	0.8825855	0.8689933	0.74553055	0.8074533	0.84692967	0.6591694	0.91588324	0.781056	0.90435857	0.9145176	0.7100046	0.80391115	0.94286966	0.8295151	0.85076034	0.8829809	0.7292347	0.9025409	0.87535423	0.85331905	0.88129115	0.76568705	0.8404751	0.93805623	0.908172	0.8873666	0.6489812	0.79096735	0.9373674	0.75141	0.89819103	0.65187526	0.95289856	0.8580209	0.9150217	0.84205437	0.87149775	0.7686919	0.9123258	0.65043724	0.9077421	0.8782635	0.9500973	0.747843	0.8570609	0.7924057	0.8346369	0.91902435	0.87998104	0.83211136	0.88488245	0.8679794	0.85146224	0.6137295	0.7182459	0.92089057	0.8575548	0.0	0.79169387	0.9151986	0.88241684	0.9377211	0.8776369	0.6910082	0.8109056	0.8401202	0.6721311	0.4086249	0.85711306	0.7381371	0.8377506	0.89304096	0.89307433	0.91277784	0.91883975	0.9107986	0.8778012	0.86330354	0.68246984	0.6925483	0.7848461	0.66644084	0.9237605	0.9015113	0.90549135	0.89349794	0.8502268	0.9117792	0.8959803	0.9512213	0.86263615	0.8336362	0.9315671	0.62110615	0.90413153	0.82703376	0.61657095	0.85385185	0.85617846	0.9348884	0.9302006	0.8701394	0.8684845	0.8886987	0.89669627	0.86143523	0.7544591	0.91148865	0.90656835	0.74979115	0.8845183	0.95042723	0.87496656	0.87644684	0.743114	0.7141347	0.8956458	0.82834053	0.89692545	0.8747711	0.8564084	0.9037107	0.9018561	0.8249058	0.8434254	0.7437161	0.8868098	0.89175105	0.7151971	0.85682935
bovendien/adv	0.7240254	0.76680446	0.74926275	0.5268842	0.7878544	0.82219636	0.8310532	0.75845426	0.6978321	0.9101855	0.7794769	0.4363786	0.72173405	0.69734067	0.78607005	0.7516885	0.57510626	0.7806526	0.74570316	0.6662821	0.7470978	0.7637757	0.70767915	0.8870164	0.73749304	0.77463853	0.7565518	0.853213	0.86299425	0.6209222	0.67162263	0.72891194	0.89433557	0.73405135	0.86712277	0.73299325	0.86852854	0.796273	0.8181199	0.6786017	0.8292844	0.7667515	0.85547906	0.77232057	0.7963307	0.6872004	0.7970121	0.8336644	0.72425413	0.72303677	0.6522985	0.78300756	0.82127535	0.67367744	0.5881285	0.702818	0.7919197	0.79169387	0.0	0.84091645	0.80613977	0.9311477	0.8799334	0.5370223	0.63300014	0.7836082	0.45644343	0.7449472	0.77379054	0.68416876	0.7556832	0.77169806	0.74341786	0.7700066	0.91251427	0.8474757	0.7767217	0.7259365	0.6453312	0.7118187	0.69658244	0.74723715	0.7971799	0.84985423	0.77133584	0.691668	0.8427284	0.8162195	0.7411039	0.7578201	0.8488484	0.7290374	0.88091767	0.6671976	0.8144136	0.6836536	0.51707387	0.759595	0.75837433	0.88108206	0.7567563	0.8565777	0.8626168	0.7441694	0.8837063	0.7741467	0.8016136	0.67490494	0.6598779	0.7701148	0.60627687	0.72729564	0.80549014	0.72569513	0.6612854	0.76447654	0.8270766	0.5427201	0.75426495	0.708784	0.7524897	0.6281959	0.8509078	0.7513662	0.85287297	0.62371254	0.73164666	0.6182803	0.6969683	0.75232977
filiaal/noun	0.590061	0.8583051	0.9089953	0.8897305	0.7959432	0.91077685	0.81331336	0.93228054	0.7006422	0.7398969	0.9340804	0.8664226	0.7669852	0.8167722	0.6627805	0.82117623	0.8783991	0.8265786	0.8413902	0.8493002	0.7285892	0.8460852	0.74238133	0.77646095	0.6501665	0.881355	0.85763574	0.8721867	0.7979316	0.91157806	0.72158456	0.8841028	0.85124856	0.89877224	0.9012115	0.78815943	0.8104157	0.8766167	0.73947114	0.9249313	0.71849775	0.8154175	0.6024935	0.9434175	0.8756617	0.7621128	0.80184495	0.6843952	0.8739478	0.8171064	0.81366265	0.77477795	0.7100058	0.90250564	0.8755359	0.8198251	0.7715092	0.9151986	0.84091645	0.0	0.58526945	0.8471509	0.7816046	0.9279147	0.81342804	0.8329344	0.8349501	0.8468373	0.7050532	0.80575085	0.9209893	0.8752855	0.72952056	0.7429296	0.92040014	0.8051261	0.75921416	0.75831884	0.87253535	0.8423531	0.8332654	0.93195105	0.71517503	0.8759615	0.8591446	0.7300464	0.8422652	0.7221982	0.8147778	0.71801585	0.86803555	0.9241324	0.776066	0.9152476	0.8073698	0.72778654	0.84790945	0.72743034	0.716769	0.7569948	0.8117528	0.8929391	0.84843373	0.8862683	0.80403155	0.8754523	0.86393046	0.72021437	0.7676661	0.89762837	0.7893228	0.82610995	0.7413162	0.91896135	0.9025475	0.9088586	0.7282176	0.87147427	0.83162236	0.6395438	0.7944393	0.5836833	0.83229756	0.9350949	0.85379195	0.92110056	0.6627332	0.5437952	0.8601389	0.7749047
fabriek/noun	0.7659213	0.87538373	0.8787584	0.8797653	0.8209931	0.85482574	0.86316633	0.9238831	0.7238935	0.84901285	0.9300569	0.82170177	0.8412015	0.80512065	0.69686526	0.85335064	0.8458421	0.7449845	0.8208003	0.80336356	0.67260957	0.84111357	0.7961828	0.88052005	0.71219313	0.87181234	0.80519736	0.8771286	0.777639	0.88400704	0.7490514	0.8763343	0.921836	0.900745	0.9027801	0.74220264	0.8243895	0.86018103	0.75464046	0.8752793	0.8215771	0.8566011	0.730378	0.89437455	0.89885134	0.7255609	0.83892787	0.75724155	0.88497365	0.7537567	0.8489859	0.70084274	0.7748043	0.8742323	0.8400313	0.84938073	0.6924829	0.88241684	0.80613977	0.58526945	0.0	0.92405826	0.82400346	0.89153796	0.82166886	0.8286425	0.7394929	0.8401794	0.66976887	0.798416	0.90893424	0.9136525	0.67523426	0.7736609	0.92224336	0.82130903	0.80380416	0.58570576	0.8594491	0.80908006	0.77919877	0.8726756	0.7767826	0.91374403	0.8692664	0.8062971	0.80335104	0.77886444	0.7360008	0.7888919	0.8690403	0.87959325	0.8194907	0.8970818	0.876812	0.7537506	0.75929964	0.7017014	0.7395787	0.844223	0.8173504	0.9077433	0.876259	0.8756278	0.8459796	0.8706446	0.80872315	0.78452384	0.8102051	0.88680613	0.7617971	0.8795777	0.81540084	0.85774505	0.8593696	0.88883257	0.7751209	0.8625816	0.83729494	0.6506485	0.8115293	0.6252245	0.8162544	0.9264913	0.8779464	0.907392	0.65189886	0.5357264	0.8428779	0.6539327
Top/name	0.9171454	0.9427433	0.9465732	0.94035614	0.8793254	0.9330983	0.87979394	0.9187026	0.9222346	0.9186131	0.9582109	0.9072567	0.88856536	0.9430869	0.8817703	0.90758157	0.9452302	0.9363431	0.9289919	0.9537582	0.9322983	0.9102937	0.9309592	0.80326307	0.9148512	0.9073256	0.9149958	0.91829705	0.9102925	0.9173154	0.93292904	0.9428372	0.88980883	0.94009274	0.8967042	0.9045218	0.91639763	0.93077683	0.9144865	0.94660884	0.84072274	0.84032595	0.8140809	0.9530479	0.8668728	0.84725004	0.9035877	0.8420842	0.9034352	0.9029304	0.90933514	0.8259017	0.9237876	0.93424016	0.9459633	0.92410815	0.88174576	0.9377211	0.9311477	0.8471509	0.92405826	0.0	0.8550088	0.94603294	0.936829	0.90930283	0.9375749	0.87618154	0.86694	0.88129663	0.9470927	0.93449676	0.9054283	0.9185619	0.86583894	0.9436196	0.84379095	0.881438	0.94360423	0.917514	0.91953397	0.94900274	0.87560165	0.88211745	0.90460825	0.9150625	0.92915654	0.8220982	0.9445448	0.9177477	0.8229947	0.93590945	0.8328526	0.9308796	0.8645613	0.9314834	0.93426055	0.9228645	0.86738235	0.8445046	0.8767884	0.865646	0.77708435	0.9533082	0.8446086	0.9535446	0.92300403	0.8915333	0.9153324	0.9045556	0.9403973	0.8657397	0.8465148	0.95432824	0.94733614	0.9318707	0.88367045	0.92050886	0.94000596	0.90360063	0.9078326	0.9020257	0.940921	0.9350931	0.86734354	0.9388014	0.9134202	0.8997956	0.9531133	0.9259456
jaar/noun	0.8816854	0.81700057	0.8876221	0.89930236	0.83014876	0.82620823	0.918144	0.94057584	0.88844204	0.8407868	0.85869527	0.89028025	0.91860604	0.8743942	0.79409546	0.79898465	0.91203517	0.8723668	0.8683372	0.85623646	0.9018234	0.61653066	0.85349363	0.913672	0.85048014	0.912887	0.9121848	0.8676135	0.89228547	0.9099039	0.91891146	0.8093271	0.95229423	0.93319416	0.8546543	0.8773716	0.96242684	0.9069259	0.86863554	0.896595	0.915448	0.5837418	0.8993244	0.73048365	0.922483	0.87891704	0.62252116	0.87114906	0.88308865	0.8972865	0.7696977	0.824153	0.9130332	0.89269245	0.87903684	0.86718905	0.8108586	0.8776369	0.8799334	0.7816046	0.82400346	0.8550088	0.0	0.91543096	0.78015244	0.8990179	0.8665921	0.8266194	0.77388155	0.784611	0.94693124	0.9194921	0.88664013	0.9079652	0.9154254	0.91878045	0.8097378	0.80959535	0.83083665	0.83133453	0.9041111	0.94840705	0.9091996	0.90412426	0.6673606	0.7863054	0.8280003	0.48533553	0.9176244	0.9016345	0.9270363	0.9400777	0.8973304	0.8768166	0.9046945	0.90694094	0.8821139	0.9025865	0.767446	0.8970378	0.91762877	0.8827812	0.8664994	0.95029896	0.54998255	0.9150148	0.88232666	0.90643936	0.9241797	0.8657869	0.87205905	0.9466852	0.8568733	0.8973764	0.9175233	0.910179	0.8837422	0.8879431	0.82481027	0.7707548	0.7691406	0.79818153	0.9331175	0.93952763	0.5907962	0.92037845	0.8493372	0.7774488	0.8324772	0.8845135
dus/adv	0.8536329	0.83822787	0.77825844	0.52506113	0.8916098	0.7236438	0.8927934	0.8319981	0.8554168	0.9415044	0.59317935	0.54078543	0.8871424	0.8241812	0.846972	0.86080706	0.6241821	0.8432487	0.819296	0.80212295	0.8806772	0.757867	0.8396517	0.9271681	0.8817356	0.83460474	0.789668	0.8557168	0.9035536	0.6295876	0.87197155	0.5944738	0.9382919	0.8489713	0.9038638	0.8398004	0.9129013	0.8253732	0.8794165	0.74750936	0.8941496	0.80662876	0.94344634	0.75042725	0.8511937	0.8228029	0.8593193	0.89999086	0.8405482	0.7819649	0.78686047	0.8518135	0.90022475	0.62732303	0.60437506	0.8377985	0.8537941	0.6910082	0.5370223	0.9279147	0.89153796	0.94603294	0.91543096	0.0	0.8193917	0.8373379	0.6413412	0.8016827	0.88401556	0.7538705	0.82351977	0.84206855	0.8401992	0.89099175	0.9328641	0.870994	0.8900602	0.8382911	0.77951884	0.7191381	0.79428744	0.5936027	0.91306716	0.8745177	0.80969274	0.8241519	0.88390446	0.9065221	0.8600918	0.916808	0.82616293	0.76918155	0.9092248	0.5095997	0.90259916	0.81664956	0.5914904	0.8612821	0.8580961	0.9456786	0.83669066	0.87558204	0.90398693	0.78144133	0.93015605	0.83977515	0.82834005	0.8309417	0.8226539	0.68983585	0.7973578	0.84406817	0.85353327	0.8667165	0.6979655	0.7447729	0.9053756	0.67446005	0.8357624	0.87037313	0.83887553	0.81071234	0.93361294	0.76162386	0.89027196	0.5203189	0.85853314	0.83254176	0.6211699	0.83640885
