	Charlie/name	EU/name	Albanees/noun	winkel/verb	baas/noun	vrijheid/noun	inmiddels/adv	zoals/comp	Anthuenis/noun	vergadering/noun	prostituee/noun	klus/noun	vanwege/prep	Blair/name	prietpraat/noun	immigrant/noun	Linda/name	Amerikaan/noun	in/adv	journalist/noun	stilaan/adv	Leys/name	hoewel/comp	Arabier/noun	jodendom/noun	moeder/noun	gij/pron	Cools/name	alles/noun	platteland/noun	heb_lief/verb	namelijk/adv	kunst/noun	woord/noun	Duitser/noun	islam/noun	systeem/noun	om/comp	meute/noun	Olympische/name	type/noun	hoe/noun	overigens/adv	politiek/noun	Friesland/name	super_held/noun	kind/noun	sinds/comp	Syriër/noun	evenzeer/adv	elkaar/pron	intens/adj	VS/name	oorlog/noun	stad/noun	wegens/prep	die/det	Irving/name	zij/pron	regel_DIM/noun	diep/adj	daarna/pp	zo/adv	je/pron	vrede/noun	hartstochtelijk/adj	eigenlijk/adj	moslim/noun	pas/noun	Waal/noun	laconiek/adj	Tutsi/noun	Barend/name	en/vg	liefde/noun	maar/vg	ding/noun	vijand/noun	erg/adj	hartgrondig/adj	premier/noun	om/prep	zozeer/adj	geit/noun	iedereen/pron	realiteit/noun	tegenstander/noun	ze/pron	destijds/adv	Bardot/name	niet/adv	tennis/noun	man/noun	Wout/name	gelijkelijk/adv	maandag/noun	Borms/name	vrouw/noun	armband/noun	film/noun	als/comp	ons/noun	etiket/noun	omdat/comp	oprichter/noun	toch/adv	het/det	geweld/noun	men/pron	soms/adv	Sperwer/name	wereld/noun	haar/pron	anderzijds/adv	Amerika/name	genocide_wet/noun	gezeik/verb	vader/noun	Mondriaan/name	aartsvijand/noun	NAVO/name	mens/noun	misschien/adv	volk/noun	ras/noun	ik/pron	tuig/noun	van/pron	Mona/name	perfectie/noun	terwijl/comp	al/comp	toerist/noun	gewoon/adj	dat/det	voordracht/noun	dirigent/noun	Cézanne/name	waarschijnlijk/adj	erom/pp	gevoel/noun	Mussolini/name	jullie/pron	hier/adv	u/pron	staat/noun	ongelijkheid/noun	voetbal/noun	mij/pron	natuurlijk/adj	hen/pron	hij/pron	we/pron	ander/noun	Boudewijn/name	me/pron	ons/pron	strafschop/noun	huis_werk/noun	wanneer/comp	Engelsman/noun	Schenk/name	kerst/noun	jezelf/pron	pop_ster/noun	Derksen/name	fel/adj	regelrecht/adj	wat/pron	Frank/name	sprookje/noun	overzee/pp	mezelf/pron	jood/noun	muziek/noun	zichzelf/pron	wij/pron	Nederlander/noun	hem/pron	Reagan/name	zwart/adj	president/noun
ons/pron	0.8969972	0.87266845	0.86921287	0.8059161	0.8661853	0.81634253	0.8872385	0.87348497	0.7515557	0.913485	0.8712671	0.7915964	0.88227713	0.8458297	0.8433821	0.8626351	0.90171933	0.79542696	0.8936382	0.83735734	0.81077045	0.90908563	0.78269583	0.8151526	0.8581599	0.84733677	0.76957405	0.93465406	0.7057788	0.89247996	0.7849355	0.7051562	0.8726983	0.82725996	0.8580963	0.8539287	0.8421443	0.6748642	0.79876375	0.9402547	0.85917205	0.771873	0.7361725	0.7994493	0.9112176	0.88407075	0.789227	0.9149161	0.8727155	0.7605438	0.71531093	0.8035935	0.926718	0.90536726	0.92163897	0.9132043	0.6791297	0.9062181	0.6153201	0.77641296	0.8513183	0.8298646	0.69647944	0.5291747	0.8249017	0.85423124	0.65239966	0.8562497	0.8720465	0.7952533	0.85526633	0.88962376	0.89846176	0.8662359	0.83958155	0.62966967	0.6561557	0.7901739	0.725773	0.87553304	0.9066497	0.90741026	0.82779634	0.8800018	0.56344515	0.760406	0.7578552	0.5457624	0.8332113	0.90448403	0.5490043	0.8242348	0.84058654	0.9029036	0.8736243	0.9469094	0.9172641	0.8308448	0.8909867	0.90264106	0.64719737	0.36785203	0.8187543	0.71167636	0.9665972	0.57385373	0.8775206	0.8724448	0.5931143	0.69914985	0.90672314	0.8347399	0.48088026	0.6848903	0.8502391	0.8574954	0.83282894	0.8824765	0.8884721	0.89862984	0.8460331	0.66550404	0.6490032	0.75238526	0.8620057	0.55483544	0.80227685	0.7569219	0.8552519	0.81872696	0.8107014	0.61697674	0.82117367	0.68955314	0.6078646	0.9354224	0.92569464	0.9336184	0.81891346	0.7464655	0.78206426	0.8487056	0.524102	0.6773088	0.5946535	0.89288235	0.8575276	0.8406273	0.27965975	0.670364	0.3924229	0.6526203	0.5122053	0.7573212	0.91075414	0.25909436	0.0	0.89735055	0.7649717	0.71353424	0.8253912	0.8589712	0.8400748	0.56716746	0.87002546	0.8729062	0.86881995	0.8495641	0.6121559	0.9613147	0.8576878	0.85499316	0.55581295	0.85529125	0.8629688	0.66248447	0.46843022	0.85749507	0.4273045	0.8598019	0.93299985	0.9192934
strafschop/noun	0.88189113	0.9552417	0.9409709	0.94488144	0.89547515	0.95219886	0.8860609	0.9622998	0.8145975	0.9567664	0.9280888	0.8466866	0.9312093	0.947155	0.94619185	0.93328166	0.7893744	0.9044671	0.8524796	0.9445782	0.8943199	0.71054256	0.9172789	0.94289386	0.9572045	0.95732826	0.92375773	0.6820406	0.9536214	0.97276187	0.95797586	0.9298114	0.979237	0.94189876	0.818325	0.9644037	0.948244	0.9189196	0.9158891	0.9336407	0.94702905	0.9355517	0.9085517	0.97228205	0.92549264	0.9560015	0.9624047	0.9310812	0.95011955	0.9104633	0.9359448	0.94054335	0.9554522	0.9509392	0.95824397	0.88661295	0.89649785	0.914729	0.91101253	0.9252778	0.93564576	0.75206244	0.9472828	0.92303157	0.9372093	0.8991236	0.9464799	0.96862066	0.8602932	0.7991904	0.90287226	0.94967926	0.9164643	0.85466206	0.95835096	0.816887	0.953405	0.9370019	0.9458546	0.9483824	0.95794123	0.95643723	0.94245595	0.9455642	0.93440324	0.9555525	0.74840266	0.90559727	0.8793628	0.9326674	0.92881954	0.9099653	0.9246453	0.81725216	0.957222	0.9517782	0.8243809	0.9135367	0.9239855	0.9544054	0.9287487	0.88993853	0.9244442	0.92717814	0.88598156	0.8711244	0.9500403	0.95769924	0.92351663	0.91874546	0.9352488	0.97071916	0.91481286	0.9110622	0.9544889	0.94160587	0.9546564	0.9447135	0.9375465	0.8453988	0.95668757	0.9427409	0.91650057	0.9529637	0.93461674	0.9211954	0.9255481	0.9610825	0.9202479	0.93496686	0.880599	0.9142519	0.9476137	0.93068385	0.93712074	0.9382822	0.8858347	0.9595309	0.93326515	0.9340623	0.95667607	0.9311918	0.9256291	0.9639526	0.9307666	0.95673466	0.94869876	0.7903827	0.94355583	0.9269085	0.92296016	0.878529	0.854545	0.958425	0.8774739	0.93822706	0.89735055	0.0	0.91824645	0.9135004	0.79723173	0.8697043	0.90590096	0.9397108	0.9349917	0.7716266	0.85181594	0.9118387	0.9578844	0.79281175	0.9550973	0.96603763	0.93557084	0.95533997	0.96921676	0.906173	0.8828103	0.84828	0.8929201	0.92674464	0.9587359	0.94989663
huis_werk/noun	0.8726425	0.8691066	0.92113566	0.7574323	0.84340334	0.8637016	0.85991836	0.86726207	0.85253567	0.8131856	0.8840047	0.7599736	0.87216204	0.9005929	0.8915142	0.8839862	0.8772069	0.90881205	0.89931875	0.8753717	0.86020327	0.89400095	0.8083352	0.8957134	0.89564604	0.8183663	0.8379553	0.884122	0.7690772	0.88920665	0.8593348	0.77852887	0.87284386	0.83532465	0.91362244	0.90390444	0.84873563	0.76279324	0.86660755	0.9450346	0.86587083	0.8000312	0.80351347	0.8664382	0.8800142	0.90865135	0.7502597	0.8727911	0.9158808	0.8455188	0.8475784	0.8503983	0.94367033	0.95099986	0.8961978	0.9057825	0.78283006	0.903171	0.77326876	0.79728717	0.9173505	0.84134877	0.8309598	0.7353772	0.91749436	0.8738437	0.80988705	0.92175716	0.85408014	0.84832907	0.8643331	0.91096914	0.8789808	0.7828449	0.86478627	0.788165	0.8009859	0.87891877	0.8528084	0.8931519	0.9138334	0.8961563	0.89887285	0.88151747	0.7702018	0.86600363	0.8630873	0.7088407	0.8490692	0.91340554	0.794313	0.8435819	0.8857636	0.864115	0.90298444	0.8869999	0.91585803	0.8694868	0.8759735	0.8747941	0.7652067	0.7866219	0.79686487	0.7978004	0.9202396	0.7941695	0.86551446	0.9169618	0.776926	0.8007457	0.9250535	0.9082501	0.7855971	0.8252212	0.9151097	0.847491	0.8173729	0.8427339	0.8860816	0.9147766	0.8856746	0.8312402	0.821881	0.8649031	0.8864789	0.751311	0.8504907	0.8303499	0.8930638	0.87802416	0.8034155	0.8171512	0.8827342	0.7485838	0.8078872	0.83030283	0.90080607	0.9442951	0.8547075	0.82237834	0.8601712	0.896146	0.76432645	0.8100409	0.80041087	0.9141886	0.8747305	0.85404426	0.79189795	0.83440566	0.77708924	0.79600334	0.7096386	0.8334106	0.8898872	0.79738164	0.7649717	0.91824645	0.0	0.76326746	0.89614147	0.8908146	0.83417916	0.7796632	0.8821126	0.88736695	0.92431605	0.87362856	0.81952953	0.8862883	0.8851665	0.8972311	0.79431295	0.92014205	0.8583421	0.8355748	0.74216485	0.87419033	0.79742736	0.8960532	0.89275134	0.937411
wanneer/comp	0.8334135	0.8303942	0.8318887	0.75581956	0.82504886	0.8051072	0.7940011	0.7880552	0.7865786	0.8594941	0.7891388	0.8235598	0.7576356	0.83503455	0.87127376	0.8289019	0.8548323	0.8358785	0.873256	0.8124878	0.73563653	0.88522816	0.71670336	0.8176915	0.83080053	0.7075693	0.7023126	0.8954148	0.719046	0.816342	0.73602	0.62159383	0.87988293	0.79093677	0.8542247	0.8514927	0.7585478	0.6518241	0.7409364	0.9225001	0.76780903	0.6970139	0.7546754	0.8314182	0.842397	0.847445	0.7289227	0.7462579	0.8771344	0.72781146	0.76629996	0.7605986	0.9048483	0.8547851	0.89178216	0.81980145	0.65759027	0.8615172	0.61334586	0.77960205	0.8005467	0.65545994	0.6939776	0.5641587	0.8576952	0.77520996	0.7162142	0.84796876	0.7777925	0.7958126	0.8200678	0.86506796	0.8653788	0.70481217	0.75870985	0.6433052	0.71584153	0.79067194	0.7273774	0.838296	0.90932745	0.7903084	0.774438	0.78220934	0.6593155	0.78521895	0.820873	0.5378996	0.7943796	0.86657035	0.6419044	0.84035677	0.747447	0.849491	0.86449486	0.8429023	0.9062434	0.73362505	0.83940095	0.8674799	0.27752936	0.7043504	0.8041643	0.55416226	0.9446246	0.63638705	0.7917718	0.80123127	0.6551218	0.54147696	0.87804854	0.8176374	0.6358732	0.7126973	0.814673	0.84580564	0.82237506	0.7620899	0.88629603	0.86946213	0.82294714	0.6995342	0.6598017	0.81361806	0.80082244	0.61861324	0.7478119	0.7423561	0.81781554	0.7749862	0.6238609	0.6923267	0.7727542	0.66554165	0.68793726	0.871783	0.9052449	0.91893	0.6727458	0.7131885	0.74567556	0.8191494	0.67363536	0.6510644	0.6905271	0.88217944	0.8120081	0.89073527	0.6801784	0.6890776	0.69083863	0.6222749	0.6507575	0.74782985	0.8589484	0.6877961	0.71353424	0.9135004	0.76326746	0.0	0.83525544	0.82422847	0.74564993	0.6731286	0.8093223	0.84355766	0.81126237	0.8034225	0.6487105	0.9482731	0.80179316	0.8262528	0.7270466	0.85035324	0.82793504	0.7388052	0.6771095	0.8546616	0.6709582	0.83284974	0.82964647	0.9052182
Engelsman/noun	0.7241401	0.8925867	0.7813937	0.8451588	0.815934	0.89445627	0.8179609	0.8278952	0.82463783	0.93725824	0.8352712	0.8773012	0.85014457	0.8005713	0.908065	0.7379291	0.8235561	0.5081773	0.89124036	0.7981741	0.8817959	0.8566462	0.7957771	0.7231206	0.87942487	0.8460919	0.8331393	0.86767536	0.8804079	0.7987652	0.8590156	0.8218274	0.8902198	0.8654276	0.4642576	0.84516764	0.9135008	0.87855756	0.7702157	0.85413164	0.8450875	0.8453272	0.83104247	0.8840879	0.84516054	0.85699654	0.84235525	0.7914312	0.8194662	0.80966705	0.8352643	0.8598337	0.7703642	0.8356558	0.8651645	0.8920872	0.8209473	0.8189984	0.79181486	0.849051	0.9101489	0.784931	0.84999764	0.82610625	0.89132917	0.7608972	0.8727677	0.77253044	0.8803614	0.7120749	0.8250107	0.82380205	0.87954986	0.7454066	0.8705277	0.79329	0.85174316	0.7826453	0.8511863	0.88316697	0.8695181	0.88890386	0.839144	0.8554878	0.8156886	0.8843794	0.7156068	0.7635745	0.76498073	0.8715496	0.8599513	0.7790293	0.76877135	0.8214246	0.90766853	0.93299	0.87058055	0.78656965	0.8951592	0.8345478	0.83947587	0.8036516	0.88227516	0.8280022	0.8267188	0.823665	0.8784708	0.86933345	0.826456	0.82552105	0.9133585	0.87634397	0.7975902	0.8586838	0.7514389	0.92206746	0.9046703	0.78489983	0.85940516	0.75977695	0.8567079	0.78582823	0.85483426	0.8014453	0.827914	0.8229528	0.8302925	0.89625376	0.8355784	0.8651219	0.7846311	0.81368697	0.7414036	0.8319979	0.8719665	0.91852444	0.8012537	0.899411	0.85338414	0.8556193	0.87451756	0.8210614	0.7993491	0.79780316	0.86351097	0.9018628	0.8749306	0.77882606	0.849678	0.8642911	0.80680555	0.74556375	0.81373334	0.8990919	0.86102647	0.84071624	0.8253912	0.79723173	0.89614147	0.83525544	0.0	0.84808034	0.8283547	0.8337275	0.75560945	0.7903022	0.8530399	0.8418703	0.88129014	0.83197105	0.8415426	0.8468551	0.8384878	0.7356372	0.8469653	0.80409235	0.7972928	0.56675065	0.7854809	0.78578967	0.8375027	0.85542655
Schenk/name	0.8254389	0.8809257	0.91751224	0.9033726	0.8230574	0.9049085	0.81851774	0.8564827	0.8365042	0.88000274	0.883269	0.89729667	0.8681174	0.8290966	0.92645544	0.8982211	0.79204327	0.8617046	0.8989319	0.8199684	0.8924503	0.78902113	0.83761615	0.89357865	0.877772	0.8660463	0.8602685	0.7765329	0.8892921	0.88643205	0.8834108	0.847641	0.8872101	0.88127553	0.84128654	0.89036787	0.8972471	0.8874744	0.86994404	0.86554533	0.90122247	0.8608577	0.8454263	0.87838686	0.83463097	0.8940584	0.9046185	0.83579946	0.90430343	0.84483385	0.88220763	0.88357925	0.9012595	0.91787976	0.9169589	0.88673365	0.8418712	0.84041446	0.7931851	0.8880965	0.91389084	0.8549623	0.8635519	0.85211366	0.9327502	0.8441921	0.9013368	0.9093399	0.9137568	0.8740351	0.79079914	0.92108613	0.8098599	0.80042404	0.8952939	0.8618664	0.88680345	0.900597	0.8865244	0.85703516	0.84628093	0.9031354	0.83976364	0.85728425	0.8678373	0.8973093	0.87983936	0.8113742	0.7336172	0.8676146	0.8690977	0.8563256	0.89603305	0.77230763	0.91950905	0.8902304	0.8303023	0.88894826	0.8882693	0.87474203	0.84528506	0.84942585	0.872986	0.8562649	0.78110474	0.88452184	0.87018335	0.920473	0.8426527	0.8551334	0.88120425	0.91860926	0.8315419	0.8643269	0.8845188	0.91267884	0.9178258	0.8062875	0.8003179	0.8772631	0.8756469	0.8844122	0.87411064	0.90944767	0.8834567	0.8337015	0.88492703	0.908528	0.81680524	0.87513644	0.88441354	0.8577471	0.89226663	0.8847666	0.87337613	0.86578894	0.77220297	0.8969407	0.8688555	0.8712724	0.9059483	0.8713926	0.86141545	0.8811528	0.84387517	0.90890354	0.90036213	0.85556847	0.8457645	0.8792548	0.8631371	0.75195205	0.86096513	0.8866288	0.8051684	0.8651107	0.8589712	0.8697043	0.8908146	0.82422847	0.84808034	0.0	0.88628376	0.8879618	0.8504268	0.7202429	0.8974713	0.87603074	0.8729823	0.79406214	0.8614509	0.89177716	0.88456976	0.90521836	0.90528667	0.8721531	0.8401823	0.8193518	0.82207155	0.8258495	0.90252244	0.8582858
kerst/noun	0.8465129	0.8892798	0.88556117	0.7134042	0.8660417	0.88333225	0.82223403	0.81625223	0.877707	0.86637163	0.86936575	0.85508454	0.823571	0.86351925	0.88339776	0.8520651	0.8472981	0.8505316	0.8935959	0.856794	0.8077721	0.89548355	0.8186552	0.8347955	0.8735588	0.8233627	0.8096651	0.889044	0.8210019	0.8148029	0.8528594	0.77758527	0.8586737	0.8510368	0.8585848	0.87792605	0.8989621	0.80680865	0.80652297	0.87297136	0.8219734	0.8066596	0.8301275	0.90673345	0.8107606	0.85232294	0.8194791	0.8132814	0.8680891	0.8547531	0.8365413	0.8018573	0.8841453	0.8422654	0.83580124	0.8822166	0.7960988	0.892587	0.8162358	0.83543503	0.8706049	0.74675417	0.79414386	0.7702279	0.8762382	0.8380113	0.8122569	0.850633	0.86929595	0.83212686	0.86976326	0.8980651	0.85874295	0.74006367	0.8391963	0.79227626	0.82158214	0.87079144	0.808036	0.9024853	0.90623707	0.89522934	0.8681126	0.8307533	0.79806316	0.8770242	0.8836129	0.74310255	0.82882524	0.87562853	0.84058905	0.83025277	0.83555245	0.88512313	0.8874093	0.80387646	0.91664886	0.8329255	0.8395678	0.81234574	0.7567727	0.8011439	0.8353364	0.8121166	0.8996394	0.7873727	0.8441448	0.880181	0.83080125	0.78494924	0.9092451	0.86436	0.7998694	0.8635553	0.81789047	0.921201	0.86876273	0.8556762	0.86853004	0.8599899	0.89691114	0.8096277	0.8128623	0.8695804	0.8328569	0.77264535	0.84986293	0.8324789	0.84457326	0.85592616	0.76410496	0.8248173	0.76589286	0.7644595	0.82435274	0.8448603	0.8817625	0.8973595	0.82217896	0.8695561	0.84240246	0.85662526	0.7869403	0.73475397	0.7928678	0.91916716	0.87475353	0.8477815	0.807794	0.80662817	0.8239939	0.78533244	0.7794992	0.8579112	0.8340306	0.82563186	0.8400748	0.90590096	0.83417916	0.74564993	0.8283547	0.88628376	0.0	0.84012073	0.80298793	0.8599902	0.8775513	0.83627605	0.8465352	0.91766953	0.7979076	0.8408884	0.8509035	0.8506984	0.8029237	0.867989	0.8072587	0.81392455	0.8147705	0.87782395	0.8062308	0.9118867
jezelf/pron	0.882799	0.8835931	0.85462844	0.7917468	0.8542417	0.7264683	0.897882	0.8562565	0.79057467	0.95189387	0.84875935	0.85875684	0.84132457	0.85089576	0.83399296	0.86658597	0.9251785	0.83299017	0.8778432	0.8515532	0.8321438	0.9305159	0.82785	0.80802655	0.8007412	0.8126432	0.70937794	0.94194597	0.6819973	0.86869776	0.6748117	0.70963395	0.7972912	0.75116074	0.86807454	0.8066835	0.8104627	0.68292075	0.84169286	0.9611788	0.8208226	0.73914695	0.8112314	0.79298365	0.8998397	0.85618776	0.7790461	0.89688265	0.9021185	0.7562502	0.7002269	0.75099194	0.9355683	0.88660425	0.9041527	0.91715276	0.66849697	0.88514495	0.6463431	0.7483211	0.7955019	0.8241209	0.7023628	0.40964	0.8224256	0.79722583	0.64675635	0.8276177	0.87305593	0.8347291	0.8568344	0.8918605	0.8813604	0.8039012	0.71560943	0.66537607	0.60942876	0.7466213	0.754291	0.8723889	0.92573	0.89065504	0.82762414	0.86956584	0.6239697	0.72884995	0.81534857	0.5348655	0.87214875	0.89409596	0.6486529	0.80451155	0.82908875	0.92114735	0.887206	0.9582805	0.94005144	0.82285285	0.8780403	0.87830526	0.6197245	0.6350675	0.8195339	0.7375071	0.96481246	0.6094111	0.86466795	0.8427061	0.61055446	0.627494	0.9144127	0.7877827	0.6114956	0.7115372	0.83752376	0.8716819	0.80248135	0.8573	0.8857142	0.88480175	0.8520391	0.66370845	0.65910345	0.765813	0.82427	0.55121726	0.8057904	0.72315633	0.87463844	0.7645285	0.78670514	0.68828654	0.8626656	0.6659499	0.65065444	0.91246355	0.91730374	0.9211375	0.8418392	0.6796798	0.69634604	0.8608126	0.58293605	0.7187875	0.65623236	0.88342434	0.8240036	0.86475205	0.5615078	0.64094204	0.63920134	0.6395366	0.59666896	0.68610436	0.8977871	0.55721533	0.56716746	0.9397108	0.7796632	0.6731286	0.8337275	0.8879618	0.84012073	0.0	0.84445363	0.86998135	0.88821876	0.8519112	0.65184987	0.9693882	0.82095647	0.8477201	0.28390336	0.8369793	0.80750805	0.37106782	0.6005343	0.8678394	0.6188512	0.86206305	0.9034195	0.9262035
pop_ster/noun	0.67854416	0.8930924	0.85259485	0.8493135	0.81224877	0.8577991	0.74732727	0.77486736	0.88341653	0.8898071	0.7573094	0.90579414	0.8171842	0.76848054	0.91299915	0.77309996	0.7543072	0.7659579	0.90166163	0.676643	0.8378761	0.8770045	0.7830662	0.8190696	0.8246673	0.7576052	0.8189942	0.8544153	0.8873254	0.8003475	0.84132034	0.7918664	0.80306065	0.86396074	0.8390682	0.8350818	0.8838005	0.85188836	0.8240296	0.9190707	0.8104327	0.8028617	0.8316018	0.8275534	0.8592506	0.7416234	0.7955892	0.78389573	0.8703061	0.78210294	0.85183007	0.8168347	0.8211956	0.8716596	0.8606599	0.8480643	0.8215548	0.7261685	0.7571218	0.8746433	0.8963736	0.8435002	0.8383757	0.8228656	0.90171814	0.74460304	0.87526935	0.8173297	0.892763	0.8447553	0.8353394	0.86827695	0.8258444	0.730883	0.76828325	0.84658873	0.8541247	0.8261541	0.851091	0.88242835	0.8042306	0.90061843	0.81607324	0.8360636	0.8328076	0.8416622	0.8464248	0.7528514	0.74243534	0.7657429	0.85493296	0.8117066	0.75577396	0.8432745	0.9145909	0.8846889	0.8877578	0.7021955	0.85486317	0.6885444	0.8478743	0.84852684	0.83021945	0.8344073	0.7891447	0.8696081	0.8559088	0.84994936	0.850006	0.8134326	0.9134967	0.80628335	0.7453326	0.8477855	0.77364314	0.8871342	0.85378957	0.7230761	0.8059534	0.8115012	0.8704551	0.80545276	0.8641441	0.8005147	0.8038495	0.84003586	0.8401735	0.8914567	0.77739406	0.8115586	0.8137555	0.8379849	0.76533663	0.85417646	0.8680994	0.8693126	0.7205397	0.8365228	0.87452286	0.8526069	0.8868595	0.7929793	0.8251785	0.8487283	0.86238307	0.8358474	0.86201215	0.86037123	0.8542987	0.8617245	0.80739033	0.7562966	0.8664869	0.85495	0.78585976	0.86025727	0.87002546	0.9349917	0.8821126	0.8093223	0.75560945	0.8504268	0.80298793	0.84445363	0.0	0.8498995	0.87698483	0.8176096	0.8864164	0.83795047	0.7555749	0.86402893	0.8724056	0.81261367	0.7340578	0.81242824	0.8461156	0.7883857	0.7911446	0.742232	0.7885883	0.79888314
Derksen/name	0.8015133	0.9222597	0.9012641	0.8961084	0.82526183	0.9121728	0.8068146	0.865862	0.8344164	0.916921	0.8867918	0.8992918	0.86493933	0.84532	0.91050047	0.8953329	0.7605574	0.81880426	0.87441593	0.7603425	0.88372535	0.7786001	0.8357578	0.8890634	0.8931636	0.89272517	0.85727376	0.77098703	0.9052506	0.9248771	0.88731086	0.8402664	0.90973675	0.8755265	0.7894094	0.8837852	0.92183995	0.8725932	0.86291534	0.8933093	0.8828034	0.84973294	0.8266722	0.88489753	0.8438157	0.90444756	0.91198397	0.8090784	0.89718056	0.84891576	0.8800937	0.8874143	0.90206456	0.92051935	0.929314	0.903146	0.8429085	0.8140619	0.8095593	0.8832399	0.90028566	0.8532544	0.86799234	0.85404223	0.920962	0.8344081	0.87786627	0.90469235	0.89179295	0.8241188	0.8110769	0.91401964	0.7171936	0.8101447	0.8843901	0.82117915	0.8958076	0.8709034	0.9001472	0.8878079	0.8686895	0.896322	0.8729056	0.89094925	0.85272515	0.9078395	0.83335185	0.8185949	0.7575849	0.8664474	0.87302625	0.8195547	0.8882528	0.7299804	0.9236672	0.8882098	0.80568063	0.872424	0.90112233	0.86046094	0.85777056	0.8567975	0.8825544	0.8760632	0.752291	0.8398221	0.88589805	0.93099266	0.84878993	0.85787773	0.9145514	0.9185646	0.8478966	0.8668638	0.88921475	0.91805136	0.9042913	0.83016574	0.8257512	0.83652043	0.89805293	0.8864046	0.871212	0.9051597	0.88708156	0.8313478	0.8848996	0.8842983	0.85566235	0.8684651	0.85665834	0.8375922	0.8914907	0.8795384	0.87635875	0.86420625	0.78268975	0.9184822	0.8885935	0.88280314	0.903218	0.8593232	0.8456579	0.888934	0.8360995	0.9085586	0.90368617	0.8398334	0.8553724	0.88409454	0.8766359	0.7573476	0.8470112	0.90061224	0.751589	0.86560625	0.8729062	0.7716266	0.88736695	0.84355766	0.7903022	0.7202429	0.8599902	0.86998135	0.8498995	0.0	0.87541205	0.86765087	0.89617014	0.75881726	0.86784494	0.90049833	0.8794114	0.8878363	0.88285345	0.8526917	0.8317086	0.76960015	0.83656776	0.82300913	0.9079128	0.86639005
fel/adj	0.90923494	0.82781696	0.8190367	0.91624916	0.8852842	0.8684061	0.8780359	0.88310057	0.83013755	0.8823192	0.8939148	0.9100742	0.7511997	0.7328493	0.91816735	0.85321975	0.92326707	0.7900932	0.94930774	0.8424419	0.83768225	0.8997359	0.76437503	0.7963691	0.87609994	0.93143153	0.9031821	0.912305	0.91603553	0.8710783	0.9025728	0.8588978	0.90999216	0.8874672	0.8410482	0.7888403	0.8767344	0.8477266	0.8468492	0.9432988	0.8869738	0.8707996	0.79040134	0.77928203	0.884877	0.9000281	0.9375694	0.7858882	0.87450624	0.78625375	0.8576244	0.74944705	0.831091	0.7635315	0.89352256	0.79551613	0.83181745	0.89618516	0.8241867	0.90438455	0.85125315	0.8157822	0.88359845	0.89839214	0.8543637	0.71818054	0.93216693	0.7709384	0.8933063	0.8223518	0.7807667	0.8309312	0.8836548	0.75554335	0.89915925	0.7968855	0.91776145	0.7639332	0.8285099	0.8341437	0.7524053	0.8798304	0.8080688	0.9058372	0.8869313	0.8952811	0.70165044	0.8565264	0.7602861	0.8694327	0.88099486	0.9080204	0.88552773	0.8990878	0.9037775	0.87793964	0.90719163	0.8945139	0.9023144	0.9121377	0.8485544	0.8713283	0.85726905	0.79094225	0.9263192	0.85024714	0.8487855	0.7349714	0.8620721	0.7572848	0.9113155	0.915004	0.8641032	0.79243267	0.80850625	0.8281567	0.91114765	0.929961	0.911241	0.7802406	0.7910094	0.9044155	0.89962375	0.82606024	0.86111224	0.9035254	0.87617886	0.9209769	0.89632165	0.87279296	0.8003549	0.82526135	0.873533	0.92776936	0.87548304	0.88751173	0.9260381	0.92036724	0.8422582	0.86498314	0.8800471	0.8233405	0.8922176	0.9109868	0.927871	0.85295796	0.8102827	0.8755641	0.89379156	0.89556205	0.8862994	0.8333592	0.8733911	0.9038658	0.90941125	0.88138825	0.86881995	0.85181594	0.92431605	0.81126237	0.8530399	0.8974713	0.8775513	0.88821876	0.87698483	0.87541205	0.0	0.762054	0.9239434	0.9282619	0.9064195	0.8604743	0.90399784	0.828879	0.8914656	0.88544285	0.8493043	0.9146628	0.8560087	0.8279197	0.837005	0.7470154
