	Charlie/name	EU/name	Albanees/noun	winkel/verb	baas/noun	vrijheid/noun	inmiddels/adv	zoals/comp	Anthuenis/noun	vergadering/noun	prostituee/noun	klus/noun	vanwege/prep	Blair/name	prietpraat/noun	immigrant/noun	Linda/name	Amerikaan/noun	in/adv	journalist/noun	stilaan/adv	Leys/name	hoewel/comp	Arabier/noun	jodendom/noun	moeder/noun	gij/pron	Cools/name	alles/noun	platteland/noun	heb_lief/verb	namelijk/adv	kunst/noun	woord/noun	Duitser/noun	islam/noun	systeem/noun	om/comp	meute/noun	Olympische/name	type/noun	hoe/noun	overigens/adv	politiek/noun	Friesland/name	super_held/noun	kind/noun	sinds/comp	Syriër/noun	evenzeer/adv	elkaar/pron	intens/adj	VS/name	oorlog/noun	stad/noun	wegens/prep	die/det	Irving/name	zij/pron	regel_DIM/noun	diep/adj	daarna/pp	zo/adv	je/pron	vrede/noun	hartstochtelijk/adj	eigenlijk/adj	moslim/noun	pas/noun	Waal/noun	laconiek/adj	Tutsi/noun	Barend/name	en/vg	liefde/noun	maar/vg	ding/noun	vijand/noun	erg/adj	hartgrondig/adj	premier/noun	om/prep	zozeer/adj	geit/noun	iedereen/pron	realiteit/noun	tegenstander/noun	ze/pron	destijds/adv	Bardot/name	niet/adv	tennis/noun	man/noun	Wout/name	gelijkelijk/adv	maandag/noun	Borms/name	vrouw/noun	armband/noun	film/noun	als/comp	ons/noun	etiket/noun	omdat/comp	oprichter/noun	toch/adv	het/det	geweld/noun	men/pron	soms/adv	Sperwer/name	wereld/noun	haar/pron	anderzijds/adv	Amerika/name	genocide_wet/noun	gezeik/verb	vader/noun	Mondriaan/name	aartsvijand/noun	NAVO/name	mens/noun	misschien/adv	volk/noun	ras/noun	ik/pron	tuig/noun	van/pron	Mona/name	perfectie/noun	terwijl/comp	al/comp	toerist/noun	gewoon/adj	dat/det	voordracht/noun	dirigent/noun	Cézanne/name	waarschijnlijk/adj	erom/pp	gevoel/noun	Mussolini/name	jullie/pron	hier/adv	u/pron	staat/noun	ongelijkheid/noun	voetbal/noun	mij/pron	natuurlijk/adj	hen/pron	hij/pron	we/pron	ander/noun	Boudewijn/name	me/pron	ons/pron	strafschop/noun	huis_werk/noun	wanneer/comp	Engelsman/noun	Schenk/name	kerst/noun	jezelf/pron	pop_ster/noun	Derksen/name	fel/adj	regelrecht/adj	wat/pron	Frank/name	sprookje/noun	overzee/pp	mezelf/pron	jood/noun	muziek/noun	zichzelf/pron	wij/pron	Nederlander/noun	hem/pron	Reagan/name	zwart/adj	president/noun
prostituee/noun	0.83243567	0.8336258	0.7020209	0.8310778	0.85185564	0.8660812	0.7297729	0.84812033	0.90842193	0.9010248	0.0	0.920427	0.77311176	0.8778766	0.9136083	0.64104676	0.8438615	0.79659784	0.7983181	0.708394	0.91496396	0.864884	0.8196783	0.76700556	0.88025504	0.71504754	0.8570875	0.8642888	0.88669634	0.7530868	0.86253715	0.78943616	0.88551164	0.902284	0.8279795	0.8551085	0.85678333	0.80535454	0.83209044	0.9393366	0.830062	0.8262756	0.8389853	0.8379118	0.80978775	0.87877053	0.6726754	0.8141434	0.8130875	0.8255298	0.85455364	0.8588114	0.8621068	0.8807143	0.80192876	0.74596345	0.83538616	0.8714755	0.67434514	0.84642035	0.9157857	0.84292626	0.88261485	0.85368794	0.90458554	0.81207	0.921971	0.723768	0.8781009	0.85360575	0.87352103	0.75053793	0.88432753	0.7412522	0.8445791	0.8692751	0.9015652	0.8422973	0.8989503	0.89796627	0.85753673	0.8864634	0.8760629	0.828416	0.85194707	0.86090213	0.87254256	0.7277534	0.7775758	0.8502028	0.8843787	0.89789987	0.6083027	0.88587755	0.8754941	0.87095934	0.9344295	0.56667393	0.84837866	0.8543995	0.8597617	0.8389627	0.864476	0.74277014	0.88817614	0.9128277	0.8594603	0.7635635	0.82374305	0.82823366	0.9006624	0.8739432	0.7363952	0.84110534	0.8375882	0.871699	0.91486764	0.7551719	0.844527	0.85587114	0.8455905	0.66112924	0.91865754	0.82986814	0.8115642	0.8750799	0.7917098	0.90994316	0.8166049	0.88143647	0.7817022	0.8901223	0.67096686	0.86402947	0.89051586	0.9152645	0.8792537	0.9102082	0.85594714	0.8506285	0.8886334	0.84165174	0.86401665	0.828582	0.87162524	0.81904024	0.8365369	0.9053185	0.8794744	0.90295887	0.68624014	0.75674677	0.8705946	0.8736005	0.89509517	0.8845348	0.8712671	0.9280888	0.8840047	0.7891388	0.8352712	0.883269	0.86936575	0.84875935	0.7573094	0.8867918	0.8939148	0.8482547	0.9079575	0.92226684	0.8708362	0.82886374	0.8772327	0.7269776	0.86024487	0.81847334	0.8411353	0.756132	0.7704427	0.8364534	0.8130221	0.84387946
klus/noun	0.9032181	0.9139516	0.92876774	0.8404714	0.8777736	0.9277005	0.86886835	0.8969214	0.84638095	0.8850896	0.920427	0.0	0.86017215	0.92742455	0.90194845	0.89831936	0.9272061	0.9049825	0.89986825	0.91686845	0.83811593	0.9095865	0.8056775	0.9185552	0.93263847	0.9386339	0.90744084	0.89970934	0.79424334	0.9190853	0.9095338	0.7864471	0.92914855	0.8782547	0.8827281	0.9523655	0.81501216	0.76664066	0.8633429	0.9326951	0.82960105	0.87392026	0.8268983	0.9127294	0.9014011	0.9188686	0.8929144	0.9008918	0.9253439	0.8700006	0.88645744	0.8577506	0.9639596	0.92340523	0.8802694	0.9085252	0.81000054	0.93184507	0.8556983	0.80925155	0.9230803	0.8067306	0.76843286	0.7865513	0.9188771	0.89333165	0.8263962	0.94034714	0.8525833	0.82812977	0.88878596	0.90395975	0.9250571	0.8359372	0.92022043	0.713593	0.76221484	0.9095762	0.763191	0.92641175	0.95194334	0.90958285	0.90904546	0.8789593	0.8302607	0.8754245	0.75859183	0.7981334	0.8704622	0.9519541	0.76957524	0.8513907	0.91790175	0.887843	0.9390671	0.9237649	0.91404337	0.92532486	0.90441155	0.8956207	0.8295009	0.7976895	0.8539783	0.7981231	0.9464955	0.74626493	0.8726783	0.9387032	0.7929077	0.7741053	0.92269903	0.9002353	0.88349104	0.8104652	0.9402089	0.89851534	0.9107101	0.9413169	0.903205	0.89164776	0.91567105	0.832184	0.8165155	0.90433073	0.9020994	0.8148222	0.82748306	0.89929473	0.91761416	0.84323514	0.84998375	0.7804886	0.90704143	0.8217928	0.781586	0.9068907	0.9165097	0.9423877	0.8367881	0.8828962	0.88751096	0.9127242	0.82272464	0.8498289	0.87417734	0.9304972	0.8983943	0.83089745	0.8352274	0.79868317	0.84761536	0.84347403	0.7212333	0.8679854	0.9184604	0.860098	0.7915964	0.8466866	0.7599736	0.8235598	0.8773012	0.89729667	0.85508454	0.85875684	0.90579414	0.8992918	0.9100742	0.89124024	0.87467515	0.93062925	0.88921964	0.9191525	0.8529568	0.933043	0.89874256	0.86724865	0.77501893	0.8915569	0.8606611	0.9240532	0.92359626	0.9649096
vanwege/prep	0.8753081	0.7683953	0.788991	0.880705	0.86526346	0.7882649	0.7548245	0.799094	0.8306674	0.87579423	0.77311176	0.86017215	0.0	0.80738395	0.89651483	0.7594824	0.9240097	0.80641234	0.9155681	0.83343315	0.8246251	0.9026219	0.6722943	0.7822279	0.79292583	0.83952045	0.8700032	0.90013134	0.91141105	0.8060002	0.8637329	0.7483537	0.83385533	0.8635986	0.84336174	0.7376138	0.7914112	0.76018465	0.8607689	0.9233323	0.84507346	0.8095776	0.7361319	0.76312697	0.82943213	0.8943624	0.8520834	0.7583743	0.8483087	0.70435965	0.90152353	0.75383264	0.7773371	0.7785232	0.8426182	0.35103023	0.7032696	0.8667088	0.7443123	0.8218587	0.8460619	0.845185	0.8312755	0.88804436	0.8242122	0.7693601	0.9079884	0.7409166	0.8817375	0.83556366	0.78034806	0.83436257	0.873168	0.673486	0.80591726	0.7112157	0.8755548	0.804428	0.7763529	0.8827432	0.83491534	0.8256047	0.7731122	0.8725618	0.8878129	0.82837254	0.7854135	0.83293694	0.74730873	0.88759655	0.8641349	0.864344	0.81836313	0.90056753	0.89143026	0.8758713	0.9128099	0.8087085	0.8894929	0.83527666	0.7962642	0.8637067	0.8315176	0.47114187	0.8993729	0.8255031	0.7932957	0.68814206	0.8612376	0.7241497	0.89606416	0.854011	0.8361777	0.7055768	0.75856286	0.80254024	0.88969946	0.83180296	0.8707155	0.829844	0.7637133	0.80401003	0.85651994	0.8390649	0.75775933	0.8891981	0.82400036	0.92662966	0.8487177	0.8073885	0.77020705	0.820384	0.81849355	0.86843204	0.8294629	0.8800012	0.878199	0.91849935	0.73689806	0.82935494	0.80354345	0.837234	0.8937893	0.86930054	0.9043737	0.7742644	0.74214685	0.85457456	0.88947976	0.8130945	0.8178798	0.7952911	0.8918728	0.88874257	0.87958986	0.901291	0.88227713	0.9312093	0.87216204	0.7576356	0.85014457	0.8681174	0.823571	0.84132457	0.8171842	0.86493933	0.7511997	0.74287343	0.9135179	0.94086677	0.8663286	0.8079185	0.8688494	0.7887312	0.8414459	0.8294607	0.86871713	0.83187	0.8092896	0.8067589	0.8607807	0.8077178
Blair/name	0.81502444	0.7060598	0.8064795	0.9161221	0.7913505	0.85829055	0.8333051	0.8269894	0.8009643	0.7920362	0.8778766	0.92742455	0.80738395	0.0	0.88834196	0.85514	0.8778862	0.630779	0.93223834	0.73064625	0.8911191	0.88193333	0.736035	0.7607168	0.85810435	0.86043036	0.8558777	0.869993	0.9142889	0.8713493	0.8677966	0.847409	0.91565055	0.8287954	0.8247491	0.7749581	0.89559895	0.8019403	0.8729384	0.95024717	0.9291765	0.8596147	0.7546302	0.72787225	0.89033556	0.88398874	0.93710184	0.710894	0.83403563	0.77675724	0.8730764	0.8837458	0.67795527	0.74076086	0.9142099	0.8554323	0.83268607	0.80139905	0.68056935	0.8944446	0.91389835	0.8819174	0.8703642	0.89580226	0.78603923	0.7496033	0.9223039	0.78342205	0.9189003	0.8431981	0.76802826	0.8537693	0.8453033	0.8248757	0.8827655	0.8424374	0.91957176	0.71996015	0.90920305	0.82501316	0.3775742	0.8960714	0.80961734	0.91623855	0.8510269	0.87992096	0.74846315	0.79150456	0.6720661	0.85551286	0.851128	0.91273206	0.88108224	0.8727971	0.92163116	0.81196606	0.8878077	0.87627083	0.9153085	0.88079065	0.8373709	0.8467166	0.88745004	0.813518	0.849107	0.8702457	0.8614094	0.8205901	0.78935003	0.8827079	0.9217349	0.88958496	0.794059	0.8013675	0.71763426	0.7958164	0.92311066	0.8214249	0.8826337	0.70864725	0.64087963	0.90287656	0.89993215	0.770389	0.9028438	0.849176	0.8710612	0.90974283	0.8248118	0.90065885	0.84514415	0.8287889	0.8737637	0.93048215	0.8574126	0.85264236	0.8673136	0.9214921	0.8272944	0.8361157	0.9022104	0.7618123	0.82810634	0.9305708	0.8294881	0.80823654	0.8601979	0.92833376	0.8478906	0.90316623	0.8125995	0.65945506	0.8519368	0.8792794	0.8274338	0.8692378	0.8458297	0.947155	0.9005929	0.83503455	0.8005713	0.8290966	0.86351925	0.85089576	0.76848054	0.84532	0.7328493	0.8019412	0.8930769	0.86363286	0.88661826	0.8134298	0.849936	0.83572906	0.91988236	0.7960752	0.79824805	0.87632024	0.74124974	0.6278434	0.93216497	0.45065278
prietpraat/noun	0.90679604	0.93278086	0.9243056	0.9082483	0.91393936	0.90131044	0.90341365	0.861287	0.90147686	0.94053936	0.9136083	0.90194845	0.89651483	0.88834196	0.0	0.9165	0.9303224	0.9043454	0.9331993	0.8676157	0.90545356	0.9411075	0.8559805	0.88872916	0.89492214	0.92074597	0.8531879	0.92876184	0.88388515	0.91964704	0.87239975	0.84168005	0.87333345	0.8168716	0.9210914	0.8707592	0.8864184	0.86445373	0.8651091	0.9844035	0.8610636	0.8596842	0.8466451	0.86946404	0.9245952	0.8793521	0.9130791	0.9339123	0.9186468	0.85976374	0.856872	0.86594206	0.9454845	0.92577755	0.93597525	0.94918966	0.8045809	0.9059225	0.84448975	0.79373556	0.9204414	0.93091154	0.8194593	0.7772772	0.9261919	0.8794012	0.8009217	0.89183694	0.941841	0.8930094	0.8884885	0.92776453	0.91788566	0.85807395	0.8755009	0.81952196	0.7862496	0.8790513	0.885067	0.8909865	0.9165058	0.92049265	0.91462755	0.90509063	0.8426632	0.8584331	0.89606506	0.80608284	0.87347424	0.93794864	0.83061534	0.9047975	0.9160356	0.9198621	0.9153001	0.96247643	0.93931025	0.91319996	0.9105079	0.84327024	0.8347904	0.88016206	0.86404264	0.8613121	0.95075357	0.81036097	0.92370987	0.86727524	0.80353373	0.81579494	0.93086267	0.8928808	0.8762616	0.8464928	0.8902768	0.9165869	0.883612	0.9215455	0.9194312	0.9256292	0.90913016	0.83471	0.84907866	0.88742137	0.8872278	0.7958223	0.8698704	0.8704008	0.9043497	0.88223743	0.8524699	0.8322938	0.9013266	0.80966246	0.8035299	0.925952	0.9421564	0.9194375	0.9195937	0.8477883	0.8665365	0.90145916	0.8183596	0.8350586	0.8482064	0.9461234	0.9035146	0.89098847	0.83139586	0.8014438	0.8808572	0.8453752	0.807065	0.906516	0.95192784	0.8530333	0.8433821	0.94619185	0.8915142	0.87127376	0.908065	0.92645544	0.88339776	0.83399296	0.91299915	0.91050047	0.91816735	0.8764171	0.8256071	0.9409572	0.8487944	0.9110318	0.8162073	0.88423973	0.85672784	0.8412522	0.79433763	0.9211729	0.86312354	0.8922135	0.933551	0.9327466
immigrant/noun	0.86075646	0.6816313	0.6290251	0.8538326	0.9052001	0.7902566	0.743523	0.8052504	0.89499867	0.9215213	0.64104676	0.89831936	0.7594824	0.85514	0.9165	0.0	0.90501124	0.68116796	0.8238045	0.73931503	0.90173894	0.92625624	0.761078	0.6243541	0.80983865	0.78365415	0.88367224	0.93138134	0.9145567	0.62190217	0.8462554	0.78064793	0.8078923	0.8729143	0.755449	0.7191808	0.8272229	0.8026504	0.8580236	0.9156548	0.851151	0.8492408	0.8295513	0.7583692	0.81248224	0.87690485	0.71295583	0.7870282	0.7750012	0.77814174	0.8686944	0.88301307	0.7486956	0.7629629	0.7471441	0.8304694	0.8116895	0.8676138	0.7274662	0.8534277	0.89556193	0.86634994	0.88422567	0.8743441	0.80197376	0.8111013	0.9167384	0.54629123	0.8860082	0.8024128	0.87299395	0.7427812	0.9115182	0.7110524	0.8665086	0.85597	0.88973415	0.7634158	0.89214873	0.87750316	0.8048145	0.9165043	0.85147095	0.8126242	0.8571557	0.80966085	0.82720745	0.811257	0.8151315	0.8933319	0.8802339	0.88182366	0.76586616	0.9183418	0.851148	0.9218522	0.9328592	0.66396904	0.89004934	0.8361892	0.8589014	0.8555917	0.8475222	0.76888245	0.90261227	0.9007985	0.84654105	0.7251999	0.8125999	0.86579823	0.88828415	0.8067544	0.861915	0.75472295	0.6459851	0.8653169	0.91392684	0.80291206	0.88971424	0.77617574	0.782263	0.65516216	0.9023131	0.71159613	0.7387504	0.9146253	0.7976254	0.90992737	0.8666808	0.8711739	0.75450015	0.88382196	0.5840553	0.89057	0.8762353	0.9257657	0.8768651	0.92558485	0.8339256	0.85515463	0.8702037	0.8248471	0.88143724	0.79216033	0.9043587	0.69639814	0.7306322	0.8688947	0.9013054	0.8832983	0.7527094	0.8480929	0.88243175	0.8917158	0.91120523	0.9095281	0.8626351	0.93328166	0.8839862	0.8289019	0.7379291	0.8982211	0.8520651	0.86658597	0.77309996	0.8953329	0.85321975	0.8370545	0.90501547	0.9572495	0.8283958	0.7648735	0.8961123	0.5479865	0.83616674	0.8362605	0.83556896	0.6253195	0.85939425	0.83733785	0.8034589	0.8052053
Linda/name	0.69235754	0.95259047	0.92389643	0.86893886	0.8225882	0.9426716	0.82811177	0.88219166	0.88948053	0.9168991	0.8438615	0.9272061	0.9240097	0.8778862	0.9303224	0.90501124	0.0	0.82361865	0.87335706	0.7962494	0.90546674	0.6796415	0.90012634	0.90768117	0.9379307	0.7138616	0.8727814	0.63604975	0.9476111	0.9119516	0.882318	0.9095238	0.93826056	0.9202579	0.8664578	0.9434874	0.96097744	0.9269199	0.906531	0.9559795	0.8973207	0.8535887	0.9170232	0.9301315	0.8862083	0.8829807	0.83314973	0.8239879	0.92182	0.8690156	0.91411704	0.88671386	0.85260254	0.94860137	0.91617894	0.9114653	0.93095154	0.7702087	0.82701635	0.92531717	0.935015	0.8716035	0.9251789	0.9117868	0.95423913	0.8208859	0.92691535	0.9317834	0.92031497	0.85856676	0.8028902	0.9354295	0.7859298	0.7521231	0.8628313	0.91323435	0.9471609	0.9113952	0.9419939	0.9002807	0.8746908	0.93355757	0.90030223	0.89155805	0.9053152	0.9361701	0.91543806	0.8295208	0.77362716	0.8203373	0.9231884	0.8905084	0.81125295	0.68160367	0.94629645	0.8770522	0.7172837	0.7356296	0.8875316	0.8471098	0.9007667	0.8808073	0.90696394	0.8978894	0.70613694	0.9237878	0.91938937	0.9465188	0.91428065	0.9011618	0.9170689	0.9431799	0.7949819	0.8997355	0.9155401	0.93320394	0.9380923	0.6891879	0.85594654	0.8625293	0.9367453	0.90701115	0.92364305	0.92745996	0.9181689	0.893778	0.90048563	0.94328874	0.7904287	0.9071354	0.8557065	0.91434366	0.8995093	0.9133482	0.9272873	0.8059287	0.72252953	0.91744405	0.92166615	0.9031355	0.9399346	0.8649562	0.88321906	0.91948736	0.8569288	0.93449366	0.92923975	0.89474326	0.88064015	0.91523224	0.87012017	0.8241644	0.9128465	0.91336286	0.69256973	0.89340305	0.90171933	0.7893744	0.8772069	0.8548323	0.8235561	0.79204327	0.8472981	0.9251785	0.7543072	0.7605574	0.92326707	0.8958105	0.9315573	0.5914649	0.84642255	0.9246222	0.9312776	0.9231569	0.87640953	0.8942423	0.9181265	0.82776344	0.85157144	0.83776057	0.8976478	0.8730055
Amerikaan/noun	0.75760704	0.75080305	0.65545106	0.88362306	0.81347203	0.83481747	0.7733079	0.83441806	0.8293031	0.91915476	0.79659784	0.9049825	0.80641234	0.630779	0.9043454	0.68116796	0.82361865	0.0	0.85561043	0.7004427	0.8909056	0.8789061	0.7588664	0.51166373	0.83547646	0.8146584	0.83065325	0.8632121	0.8841398	0.8161452	0.8529235	0.81874835	0.90635484	0.86681175	0.49016	0.74267197	0.8898485	0.8095062	0.78735125	0.899165	0.8696059	0.84639275	0.7973084	0.81169355	0.87307465	0.84907806	0.80322725	0.7031881	0.72942805	0.7766075	0.8572759	0.8663103	0.5158415	0.62140846	0.8319199	0.840624	0.83536077	0.7957769	0.6363419	0.8624637	0.89361966	0.84696126	0.8403836	0.84131944	0.786281	0.7817483	0.8765923	0.58681893	0.9011733	0.7484411	0.8252931	0.70890796	0.88401717	0.77604854	0.8877875	0.82466465	0.86263967	0.61983585	0.863366	0.8373128	0.7658055	0.91221666	0.8276929	0.8571261	0.79762006	0.87994754	0.720225	0.7208853	0.72006226	0.8672505	0.8284348	0.8486291	0.7376532	0.8629236	0.8918304	0.8959899	0.875426	0.7280773	0.88840884	0.864901	0.8251219	0.79187125	0.89632094	0.76634115	0.8257863	0.8358682	0.8922126	0.7381604	0.76204073	0.8568852	0.8896278	0.81928414	0.76571894	0.7988001	0.5869497	0.8626216	0.91642326	0.75184536	0.8743479	0.7204334	0.63911736	0.6965043	0.8746338	0.71431553	0.83321005	0.80845696	0.7988958	0.9038155	0.8443113	0.88353294	0.7806674	0.8240115	0.7204869	0.89019215	0.8616823	0.925899	0.83483005	0.9174506	0.81016815	0.8326231	0.8804195	0.7776462	0.7569766	0.8641532	0.8342841	0.75172937	0.8377875	0.90779454	0.8197505	0.87661266	0.70224065	0.688587	0.8222943	0.86138105	0.87736315	0.82498014	0.79542696	0.9044671	0.90881205	0.8358785	0.5081773	0.8617046	0.8505316	0.83299017	0.7659579	0.81880426	0.7900932	0.82858336	0.8687664	0.8778026	0.8687129	0.77969205	0.8264698	0.64444447	0.88904846	0.7810031	0.7453209	0.54567075	0.7343754	0.69524	0.8497292	0.6611047
in/adv	0.91774994	0.88816184	0.8096292	0.90329325	0.9368479	0.9163039	0.6836082	0.93174267	0.93053406	0.93482834	0.7983181	0.89986825	0.9155681	0.93223834	0.9331993	0.8238045	0.87335706	0.85561043	0.0	0.87495196	0.9438669	0.8597546	0.9025152	0.84408116	0.9190149	0.9236424	0.9056933	0.88629323	0.8992873	0.9121929	0.92410386	0.8296576	0.9249658	0.9295076	0.88545245	0.9185639	0.87381643	0.8912898	0.89235425	0.93677145	0.8445835	0.8931966	0.87073123	0.91421115	0.8669276	0.9171576	0.7918345	0.8724093	0.8750651	0.8760319	0.9186716	0.92656	0.9382884	0.9273435	0.8818509	0.8640326	0.8610666	0.9022684	0.8311311	0.875966	0.94159	0.89869624	0.9164594	0.8535731	0.94382167	0.9089733	0.7855314	0.851321	0.89707804	0.86055446	0.92078006	0.81172377	0.9494793	0.85499	0.9491336	0.9039319	0.8859447	0.92959726	0.94133264	0.9356398	0.95619273	0.8954274	0.9259827	0.82572424	0.89160943	0.9314495	0.9443063	0.8531389	0.8641994	0.92237264	0.8805425	0.92977625	0.77557266	0.9126101	0.8685727	0.92389286	0.92165804	0.8372907	0.87220144	0.92768806	0.8793676	0.8896241	0.90970135	0.84691447	0.931877	0.8883758	0.9075775	0.9173365	0.8685797	0.88615894	0.89019144	0.92930126	0.9126193	0.9053295	0.9148467	0.9333626	0.92557913	0.9452439	0.90960395	0.93350226	0.9089174	0.67586803	0.9105084	0.91653705	0.8757563	0.8943366	0.82540333	0.90741134	0.8916837	0.92721486	0.7933677	0.9063913	0.8127955	0.8507942	0.87187093	0.9557829	0.95932883	0.9127201	0.8598122	0.90185636	0.9449787	0.9068984	0.8673839	0.86813176	0.87554294	0.8592381	0.91055584	0.9420061	0.88244474	0.897852	0.8585061	0.8681458	0.8734752	0.93433386	0.9382207	0.8971652	0.8936382	0.8524796	0.89931875	0.873256	0.89124036	0.8989319	0.8935959	0.8778432	0.90166163	0.87441593	0.94930774	0.8873138	0.8573711	0.95142555	0.9305488	0.86002463	0.899355	0.8530983	0.93580544	0.8844137	0.85733294	0.7626301	0.90417564	0.9110234	0.9197491	0.9597976
journalist/noun	0.7415389	0.85723925	0.7470832	0.90544885	0.76909685	0.8694854	0.7625731	0.7748436	0.8711848	0.8530932	0.708394	0.91686845	0.83343315	0.73064625	0.8676157	0.73931503	0.7962494	0.7004427	0.87495196	0.0	0.928293	0.82196724	0.79710233	0.7322979	0.85896736	0.8012424	0.8327061	0.79482555	0.9075187	0.81991744	0.8569694	0.8394867	0.86496276	0.80672884	0.8019742	0.81556535	0.90904564	0.84630585	0.7894318	0.927847	0.84869635	0.80282223	0.8143127	0.75593185	0.87254506	0.8625493	0.825856	0.7687605	0.83995205	0.8032585	0.8595396	0.87627685	0.8268685	0.83547384	0.85338455	0.83394253	0.8587154	0.7360592	0.72622836	0.8351555	0.93609846	0.86540854	0.85461605	0.8487176	0.89809376	0.7690307	0.8888075	0.7262288	0.91251314	0.83189183	0.7563314	0.80275595	0.72407734	0.7507745	0.8680918	0.8800389	0.8669086	0.7780365	0.89932716	0.8569872	0.69900304	0.92278624	0.83938766	0.86589265	0.8223367	0.87027025	0.8196622	0.76915085	0.65967757	0.82596385	0.87237394	0.8706565	0.75482064	0.8105912	0.913906	0.82346284	0.8447393	0.7411858	0.8998862	0.8031534	0.8544573	0.81321216	0.83899325	0.81584793	0.7480111	0.88667053	0.88357484	0.8175192	0.8156781	0.8275392	0.9317363	0.87302244	0.74404967	0.8551935	0.83505356	0.85771513	0.8862318	0.72062445	0.8418975	0.78227836	0.7992939	0.7308081	0.88677305	0.7677624	0.82943285	0.83959365	0.8347948	0.8786091	0.81984943	0.8809546	0.81573117	0.8892229	0.6741953	0.88094664	0.89293945	0.85740614	0.7046463	0.9018014	0.86947143	0.8258604	0.9062048	0.7953981	0.7974808	0.86824024	0.81712943	0.8002955	0.886944	0.8730279	0.82240134	0.8937201	0.7344054	0.7187519	0.881813	0.88306105	0.7773191	0.84046876	0.83735734	0.9445782	0.8753717	0.8124878	0.7981741	0.8199684	0.856794	0.8515532	0.676643	0.7603425	0.8424419	0.82133484	0.8620925	0.78913146	0.825603	0.85061896	0.8718452	0.7259857	0.84670675	0.8074039	0.8434243	0.7255997	0.72749174	0.79302555	0.8745473	0.70332444
stilaan/adv	0.8788296	0.890657	0.88738763	0.8238074	0.90428644	0.86783344	0.74147254	0.84972966	0.7711624	0.9323485	0.91496396	0.83811593	0.8246251	0.8911191	0.90545356	0.90173894	0.90546674	0.8909056	0.9438669	0.928293	0.0	0.8844783	0.8080121	0.8717138	0.87594837	0.93007815	0.8530667	0.8838353	0.8439502	0.8492876	0.8968299	0.8290525	0.8688525	0.8986236	0.89314234	0.8711951	0.8639086	0.7919934	0.8448084	0.9158694	0.9067331	0.8443703	0.858891	0.83020353	0.87126774	0.86390775	0.90406346	0.8342158	0.93326366	0.78695166	0.85844564	0.8068854	0.90746427	0.8790589	0.8232629	0.8947257	0.75729555	0.9216281	0.84446967	0.8787562	0.8151289	0.7561079	0.8294114	0.8075303	0.880048	0.85694665	0.85076356	0.9011409	0.87379277	0.78687644	0.8875828	0.92612475	0.93093985	0.77019316	0.8594824	0.74195683	0.8778658	0.87884736	0.80764	0.9227852	0.947905	0.9194131	0.79449034	0.8730186	0.79191107	0.7888002	0.8175543	0.7816724	0.87711734	0.92020744	0.815298	0.83020663	0.9046271	0.86925995	0.9264382	0.9089249	0.9000767	0.90910655	0.8947634	0.8861734	0.8014169	0.84274626	0.8791142	0.8453496	0.9391626	0.733766	0.7884032	0.8856557	0.7606157	0.76005024	0.9085942	0.8322185	0.8686047	0.72745943	0.8318652	0.88684994	0.87650156	0.9276161	0.90559083	0.8613026	0.88949317	0.85609645	0.79371077	0.87735724	0.8423767	0.7832604	0.83802533	0.8695185	0.8743223	0.81118524	0.76697475	0.75995797	0.8754278	0.83292145	0.8352133	0.89074826	0.89711666	0.92098176	0.8202418	0.8399528	0.85085326	0.89852417	0.8329314	0.8103792	0.87605286	0.906814	0.8286751	0.8169017	0.84773004	0.8400009	0.87279856	0.7986556	0.7160006	0.84764576	0.8891378	0.83982044	0.81077045	0.8943199	0.86020327	0.73563653	0.8817959	0.8924503	0.8077721	0.8321438	0.8378761	0.88372535	0.83768225	0.8101419	0.8744706	0.9039783	0.8527355	0.8920981	0.8438264	0.9164721	0.8625708	0.8716414	0.7735824	0.89807004	0.86110866	0.8910549	0.87368286	0.9620552
