	steun/verb	Albanees/noun	word/verb	winkel/verb	baas/noun	joods/adj	vrijheid/noun	inmiddels/adv	hoe/adj	tv/noun	Anthuenis/noun	vergadering/noun	wreed/adj	prostituee/noun	klus/noun	nuchterheid/noun	prietpraat/noun	13-jarige/adj	begin/noun	Amerikaan/noun	in/adv	journalist/noun	on_versneden/adj	Arabier/noun	ultra_orthodox/adj	jodendom/noun	moeder/noun	alles/noun	platteland/noun	heb_lief/verb	namelijk/adv	waarom/adv	verrekt/adj	kunst/noun	liberaal/adj	woord/noun	leer/verb	Duitser/noun	islam/noun	systeem/noun	meute/noun	dagelijks/adj	varken/noun	zelfs/adv	grinnik/verb	type/noun	hoe/noun	overigens/adv	politiek/noun	super_held/noun	kind/noun	luister/adj	Syriër/noun	ga/verb	evenzeer/adv	intens/adj	oorlog/noun	religieus/adj	stad/noun	verlies/verb	schop/verb	bemin/verb	soort/noun	zal/verb	lach/verb	regel_DIM/noun	Javaan/noun	diep/adj	zo/adv	vraag_af/verb	kater/noun	namaak/noun	talentvol/adj	vrede/noun	hartstochtelijk/adj	eigenlijk/adj	moslim/noun	meest/adj	begin/verb	land/noun	Waal/noun	pas/noun	zeg/verb	onderwijs/noun	laconiek/adj	Tutsi/noun	opgesloten/adj	draadloos/adj	liefde/noun	las/verb	onderonsje/noun	ding/noun	vijand/noun	erg/adj	hartgrondig/adj	premier/noun	geit/noun	eeuwig/adj	hoezeer/adv	realiteit/noun	tegenstander/noun	vervloek/verb	destijds/adv	tevoren/adv	verdwaal/verb	nooit/adv	niet/adv	computer_spel_DIM/noun	tennis/noun	man/noun	gelijkelijk/adv	maandag/noun	vrouw/noun	middelmaat/noun	criticus/noun	armband/noun	toestand/noun	film/noun	ons/noun	etiket/noun	koop/verb	oprichter/noun	stuk_DIM/noun	toch/adv	opzettelijk/adj	geweld/noun	persoonlijk/adj	medium/noun	reden/noun	tegenwoordig/adj	heel/adj	soms/adv	wereld/noun	modern/adj	trend/noun	genocide_wet/noun	Democraat/noun	gezeik/verb	allebei/adv	vader/noun	aartsvijand/noun	romantisch/adj	mens/noun	misschien/adv	volk/noun	intellectueel/adj	ras/noun	tuig/noun	perfectie/noun	gewoon/adj	ander/adj	voordracht/noun	steeds/adv	dirigent/noun	waarschijnlijk/adj	zeur/verb	gevoel/noun	hier/adv	staat/noun	ongelijkheid/noun	voetbal/noun	wantrouw/verb	natuurlijk/adj	pest/noun	schoen/noun	ander/noun	verhuis/verb	strafschop/noun	huis_werk/noun	Kosovo_crisis/noun	Engelsman/noun	vecht/verb	oud/adj	baan_DIM/noun	kerst/noun	allemaal/adv	pop_ster/noun	fel/adj	boek/noun	regelrecht/adj	duif_liefhebber/noun	feite/adv	vraag/verb	sprookje/noun	Nederlander/noun	zwart/adj	Iraans/adj	president/noun
destijds/adv	0.75727034	0.85938036	0.7467417	0.91255355	0.6995934	0.69823945	0.8928425	0.5591044	0.7497195	0.75739515	0.8779896	0.9285392	0.7379727	0.76631474	0.95400023	0.77231705	0.8823928	0.6205331	0.9305507	0.70366323	0.8676915	0.72044945	0.8295456	0.7273847	0.9269362	0.92344934	0.60313535	0.813837	0.8095237	0.75858116	0.809996	0.6910709	0.8330201	0.79485136	0.7676823	0.7603609	0.7759387	0.7753191	0.829206	0.80334026	0.8557902	0.75019085	0.9082245	0.7533165	0.78268635	0.8444822	0.81508136	0.82559425	0.730901	0.93650144	0.7592677	0.9251524	0.7717178	0.91578805	0.73822737	0.81263673	0.73946667	0.8135693	0.83014655	0.7567139	0.6797695	0.7481363	0.8092959	0.7912907	0.7203587	0.9175248	0.713336	0.87775457	0.6529918	0.72919786	0.9140886	0.81718844	0.83084106	0.8807687	0.8240905	0.7929747	0.76851976	0.7289008	0.81619155	0.8444543	0.75938606	0.85934633	0.66979736	0.933216	0.7149004	0.8863723	0.9079832	0.95534396	0.8038556	0.79426956	0.85524493	0.821742	0.7705199	0.91463304	0.78486574	0.82326776	0.95294595	0.86621857	0.86977017	0.8291619	0.73999196	0.7497044	0.0	0.76126057	0.91570437	0.8157902	0.85724175	0.8046252	0.8684063	0.82372105	0.8393684	0.7538873	0.7945074	0.9688384	0.7038348	0.8995594	0.79591674	0.8008865	0.81467617	0.92817444	0.85065687	0.82963634	0.82755876	0.8485711	0.8477937	0.8231758	0.71945643	0.7384896	0.81276816	0.7187896	0.8675228	0.7163758	0.7990927	0.82027775	0.8411593	0.8414676	0.7022866	0.9119837	0.7920122	0.6248631	0.8534734	0.86558104	0.8224944	0.75858706	0.73964393	0.7976097	0.93090147	0.94290036	0.8055135	0.8898517	0.81432754	0.88072675	0.67253536	0.75784516	0.72930217	0.79038996	0.7844462	0.75285685	0.8383615	0.9377736	0.9014241	0.7597069	0.85543305	0.91096103	0.81960535	0.821459	0.62908804	0.899262	0.88483435	0.791765	0.7297901	0.7934549	0.7644507	0.75955665	0.85938406	0.78871495	0.7892884	0.60724795	0.649259	0.9374571	0.8738363	0.8990893	0.7029321	0.9247411	0.7106676	0.8663783	0.7541687	0.70996654
tevoren/adv	0.81240475	0.8492766	0.786909	0.8941955	0.86497885	0.9115102	0.874611	0.87552357	0.84418863	0.82134426	0.8886706	0.9411655	0.8884273	0.93532926	0.83779335	0.9322311	0.8923007	0.8667729	0.94865024	0.8065566	0.88671863	0.8826663	0.77361405	0.87407374	0.91220105	0.89007145	0.90494335	0.87652194	0.9333348	0.91529304	0.8733829	0.76782787	0.8815953	0.9036689	0.79450595	0.8157289	0.83125377	0.87467647	0.9063066	0.9572024	0.81785446	0.91584104	0.9539475	0.84838855	0.76206654	0.8878731	0.87689257	0.79687655	0.8519259	0.9273721	0.945575	0.89810985	0.82835007	0.89710325	0.88407403	0.8899787	0.7723571	0.8528069	0.9449087	0.77101934	0.7313501	0.93141884	0.8382719	0.61832714	0.8864294	0.8885554	0.9401833	0.8871866	0.8354983	0.8794364	0.8986287	0.843198	0.89129287	0.834051	0.8710329	0.7645432	0.86452293	0.76644087	0.87113297	0.9089029	0.84555465	0.96460867	0.7814442	0.89064395	0.81088513	0.9449743	0.95359683	0.9143446	0.8102453	0.88552725	0.8495849	0.81458473	0.8519631	0.8658417	0.84893656	0.92254496	0.96261007	0.86545646	0.8636774	0.9369395	0.88872576	0.8468759	0.76126057	0.0	0.87737274	0.78653455	0.8953532	0.9151726	0.7789614	0.9331323	0.8306958	0.89583707	0.894348	0.8601382	0.8340007	0.8977911	0.9727169	0.85736626	0.8072573	0.9620158	0.90320617	0.836709	0.9384491	0.8088025	0.8590512	0.8611441	0.8575088	0.88098675	0.9184433	0.82071865	0.8134688	0.84907657	0.87596744	0.8361485	0.7971963	0.94487584	0.8193617	0.86609125	0.7619425	0.87099546	0.7144886	0.8672149	0.88437796	0.8473214	0.8825568	0.91902757	0.8833269	0.92844576	0.8692041	0.88644445	0.8797283	0.9005087	0.7906208	0.805215	0.81281555	0.73415625	0.8230137	0.84189886	0.83449817	0.90110594	0.80341285	0.83455145	0.82094467	0.9199363	0.85075986	0.9313664	0.9842617	0.95826316	0.8644375	0.85518473	0.86656445	0.797636	0.8755949	0.8816676	0.86586803	0.9000307	0.8051359	0.8227618	0.83480567	0.903237	0.8760301	0.898042	0.76615703	0.8935075	0.85990167	0.90353215	0.87862533	0.7812482
verdwaal/verb	0.9639153	0.9737951	0.89437497	0.5758661	0.80892915	0.84811985	0.801102	0.9521787	0.78969383	0.94216686	0.9414607	0.98091716	0.89205444	0.9031558	0.9616317	0.89063275	0.8914373	0.9441434	0.9732799	0.8881879	0.9645878	0.90519404	0.8756345	0.9043775	0.8906466	0.90132445	0.8059367	0.76898205	0.8860346	0.910701	0.85731995	0.8455881	0.90296936	0.7625616	0.9472074	0.8900089	0.8518903	0.9378594	0.856687	0.88846713	0.89264256	0.8184371	0.9571698	0.7881241	0.6089585	0.78475535	0.9170506	0.8972746	0.7824094	0.9150032	0.7676208	0.858784	0.8769113	0.65942633	0.9170259	0.8197086	0.9381537	0.7972017	0.73914766	0.8823121	0.925321	0.90025675	0.807852	0.7916496	0.79965365	0.44054675	0.9253268	0.756093	0.78216827	0.90480673	0.97337604	0.86220205	0.8900829	0.93601775	0.9047762	0.82801425	0.8905934	0.79463035	0.88098854	0.9072792	0.95767087	0.97706187	0.9128842	0.84181166	0.9260759	0.9822037	0.8795459	0.9016736	0.88315547	0.89705527	0.9374305	0.7835959	0.90306807	0.73959905	0.9165325	0.9700006	0.9677527	0.92335486	0.8204915	0.89922136	0.9477377	0.86735684	0.91570437	0.87737274	0.0	0.75909287	0.7441555	0.87164176	0.9541185	0.8530175	0.9335516	0.9815267	0.82349145	0.9313662	0.8049385	0.9396778	0.89434993	0.91325617	0.8552069	0.8907658	0.7793311	0.74505126	0.7509539	0.7415881	0.88073283	0.8778987	0.8811797	0.8548235	0.8627191	0.70642793	0.77354234	0.664148	0.78698945	0.80551356	0.8852578	0.9537647	0.9763064	0.91021836	0.88933814	0.8432726	0.96630174	0.7874412	0.734691	0.8202989	0.8815413	0.8782049	0.8999869	0.9334107	0.9105482	0.76016206	0.82348275	0.9757933	0.7611568	0.7012298	0.7593833	0.74247825	0.7868227	0.62239873	0.92700875	0.9162673	0.93071413	0.8302304	0.81937367	0.9258516	0.866168	0.8840643	0.8876951	0.9903098	0.8441386	0.949255	0.88124526	0.92544466	0.7818264	0.9053888	0.84865844	0.71202743	0.76479626	0.9038764	0.8337122	0.9202091	0.7007364	0.9046479	0.76486754	0.9198196	0.8788346	0.9132887	0.90751797	0.97123176
nooit/adv	0.857328	0.80488765	0.7814777	0.7704174	0.81163806	0.8732477	0.79282117	0.9200551	0.687812	0.8567831	0.7632787	0.8370707	0.8223065	0.91567445	0.6299226	0.85065866	0.8381381	0.87600726	0.9038469	0.8084961	0.8304102	0.7834332	0.7884555	0.8537757	0.90842617	0.86263853	0.7474065	0.62285596	0.9359261	0.80000496	0.7052429	0.65651786	0.81172305	0.8477943	0.94852203	0.70776206	0.6871176	0.74443865	0.8116264	0.8606592	0.87576276	0.8366548	0.88503945	0.74613917	0.7370232	0.8022513	0.7612276	0.76260227	0.8380385	0.7898177	0.75510186	0.9233457	0.787518	0.6687734	0.8112706	0.77565193	0.8192887	0.84680504	0.9008991	0.7627481	0.74797666	0.81653273	0.7458738	0.59164774	0.6258614	0.82386744	0.89356124	0.7580764	0.6599864	0.7306315	0.8072429	0.8390191	0.78238875	0.82370573	0.74379253	0.65472674	0.86283094	0.8188034	0.71402633	0.84967154	0.7743607	0.93163985	0.66819227	0.92717016	0.8472192	0.9207593	0.8656434	0.93086576	0.7045599	0.7927624	0.90905833	0.6536788	0.76578194	0.68199474	0.8071023	0.8290372	0.891362	0.76151055	0.87115896	0.8102556	0.8120369	0.78226215	0.8157902	0.78653455	0.75909287	0.0	0.4361452	0.81455904	0.64435804	0.81454796	0.89539075	0.9536464	0.80023646	0.76157045	0.8066192	0.8622985	0.91854066	0.83339375	0.67005134	0.92858213	0.69762325	0.7288463	0.8016368	0.568961	0.81204927	0.8513596	0.8130277	0.82858765	0.7459071	0.71497226	0.7619647	0.7238127	0.82467926	0.9030423	0.77638996	0.9430341	0.763454	0.80433035	0.7760321	0.757285	0.8726857	0.7412828	0.7331815	0.6518903	0.7920494	0.81201386	0.907945	0.819465	0.7560992	0.5802069	0.84316444	0.85726374	0.7881158	0.910577	0.7652466	0.6591165	0.74504256	0.5938727	0.8652545	0.9261517	0.72544104	0.79750323	0.65717673	0.8352458	0.7819257	0.7606487	0.8716694	0.8149725	0.81810904	0.8926501	0.8527472	0.7557234	0.8779133	0.86990666	0.79969174	0.67733365	0.63175833	0.83114254	0.7492992	0.8165784	0.8503097	0.898682	0.5994964	0.8900744	0.83755136	0.88253635	0.9182419	0.8601843
niet/adv	0.8859504	0.9263033	0.7951952	0.7019805	0.84072983	0.95357376	0.84820956	0.9702101	0.7097595	0.86096907	0.77207714	0.9724059	0.797956	0.9526485	0.8026043	0.87572604	0.7248093	0.98053294	0.98207134	0.8751232	0.8347726	0.82072884	0.8370513	0.8775971	0.9633324	0.931214	0.8005726	0.59221065	0.93725455	0.76756465	0.75879925	0.54713875	0.7169512	0.8649301	0.916085	0.7652632	0.72656894	0.86050785	0.889915	0.8561419	0.7657387	0.81436855	0.91675335	0.7994926	0.84908086	0.7917907	0.6228514	0.85868794	0.8354367	0.798618	0.76780623	0.8721866	0.75533533	0.56924456	0.77103	0.7674357	0.9026084	0.9000589	0.91919905	0.7692656	0.8311894	0.7623769	0.7522749	0.590788	0.57121766	0.60027915	0.89769953	0.82491714	0.5079462	0.5977792	0.8090528	0.878015	0.8226448	0.9027872	0.79340684	0.49188548	0.8975221	0.83622515	0.6747333	0.9026135	0.8771422	0.9762279	0.8162358	0.9003456	0.79135555	0.96517926	0.9130326	0.9040579	0.8052281	0.9052152	0.89986604	0.55147386	0.74683714	0.5592384	0.7666979	0.91640246	0.8238713	0.7535697	0.8306156	0.83770746	0.88717616	0.818842	0.85724175	0.8953532	0.7441555	0.4361452	0.0	0.86674476	0.8491323	0.7629607	0.9160984	0.97909176	0.8004144	0.7798635	0.7206003	0.92168033	0.814384	0.9126491	0.7024917	0.8642676	0.8427915	0.9774557	0.8050729	0.38187838	0.8504926	0.93316203	0.83702654	0.9004272	0.6408251	0.6989459	0.74893963	0.6656217	0.8785308	0.90395004	0.89778465	0.986532	0.92021495	0.63385034	0.80745065	0.8570999	0.8993862	0.822005	0.6112946	0.54617935	0.86940897	0.80592674	0.9108785	0.8142835	0.8049856	0.57096255	0.8326602	0.9668373	0.69740283	0.9093881	0.7763936	0.49082017	0.7699889	0.5095712	0.94240654	0.89156055	0.8369203	0.8162135	0.58558655	0.8315949	0.8438958	0.7050603	0.9116268	0.8004458	0.7889462	0.9239502	0.8463938	0.870456	0.9223543	0.8706302	0.83502793	0.53826785	0.7772851	0.9054528	0.8666163	0.87468344	0.84710324	0.82532614	0.62661135	0.89536345	0.8146777	0.9490203	0.9535011	0.9523346
computer_spel_DIM/noun	0.93338984	0.9107902	0.7868341	0.8158671	0.8437617	0.91288894	0.89225674	0.870802	0.76793706	0.47637796	0.91086787	0.9701562	0.75045884	0.88303936	0.86361724	0.8938806	0.809166	0.91691303	0.92131776	0.8165652	0.95626336	0.8128544	0.81274766	0.83902764	0.9307049	0.96424055	0.8238032	0.79729325	0.8621683	0.7907369	0.88133126	0.89698267	0.8671447	0.682119	0.95634055	0.8924516	0.7052124	0.83237225	0.842626	0.7842528	0.9120584	0.58761156	0.9070356	0.81682837	0.85416293	0.83837676	0.81382453	0.9048775	0.70326185	0.8228163	0.7154269	0.9304268	0.91095066	0.87952834	0.84287894	0.8980818	0.807634	0.83054674	0.9016356	0.836688	0.8874878	0.8063228	0.82511306	0.8668541	0.88755876	0.94486463	0.90396804	0.95295125	0.807	0.88688576	0.9876929	0.8467092	0.8468438	0.88704395	0.8440175	0.8488463	0.87900156	0.823427	0.86736745	0.85491866	0.86873335	0.97776383	0.968941	0.84642035	0.8831246	0.9084734	0.9138517	0.661235	0.8298577	0.8886796	0.848105	0.7510755	0.90846986	0.85899514	0.8960262	0.9348245	0.916748	0.9387318	0.79490554	0.6316193	0.8945182	0.8297645	0.8046252	0.9151726	0.87164176	0.81455904	0.86674476	0.0	0.78283143	0.86981994	0.91195256	0.96703637	0.7915818	0.8804832	0.83247113	0.91091037	0.91259766	0.68101573	0.82973284	0.80207014	0.8094257	0.9613879	0.78381336	0.8926551	0.7739227	0.7465459	0.93865204	0.61731505	0.88845116	0.711959	0.8839095	0.74164045	0.73629546	0.6984451	0.7419634	0.9258799	0.9516851	0.9618737	0.82954663	0.79787797	0.9296807	0.73869914	0.69177234	0.8033929	0.84925723	0.89437515	0.8582631	0.85747224	0.9008236	0.7285008	0.85864425	0.86689997	0.7922938	0.88284284	0.9218885	0.8733815	0.851009	0.80511487	0.9040612	0.91339827	0.6996573	0.8585262	0.8694189	0.8436159	0.8389209	0.80039537	0.93896157	0.9689234	0.65334404	0.7567394	0.85774744	0.8366912	0.7994742	0.7980478	0.8003289	0.8846445	0.74779975	0.9348099	0.75916934	0.81770706	0.8953307	0.9131689	0.8614832	0.7001034	0.86208904	0.95277137	0.8264123	0.89984965
tennis/noun	0.96188736	0.9048954	0.88700986	0.94251066	0.85893124	0.94426936	0.9461785	0.9284614	0.8420868	0.66293	0.845781	0.8916096	0.7906895	0.9536475	0.80398834	0.90986013	0.891956	0.9486128	0.97696567	0.8780676	0.93408567	0.9293394	0.7817552	0.93722224	0.99227035	0.9360661	0.8783732	0.57234704	0.89394724	0.8264145	0.8275654	0.84849036	0.78178203	0.8159689	0.9672928	0.8573078	0.82827413	0.84354246	0.83765423	0.8622948	0.9436631	0.8534262	0.86456114	0.7530675	0.96090627	0.8190988	0.7727021	0.8909152	0.8458888	0.79052293	0.9015448	0.9137784	0.9446233	0.83390975	0.9049317	0.82396346	0.81359994	0.95609707	0.9021188	0.85327315	0.65976703	0.8930259	0.71279097	0.8358532	0.8259492	0.94293606	0.983873	0.788364	0.75887644	0.82395655	0.9384482	0.92634547	0.9087818	0.8639983	0.7953534	0.78098613	0.97514147	0.93588173	0.8912338	0.94419473	0.8209344	0.9147376	0.88455296	0.95939267	0.93304646	0.8746955	0.9862442	0.90146124	0.71490455	0.74931	0.95930123	0.71529007	0.82149535	0.8487661	0.6561016	0.88849205	0.96974725	0.74320185	0.9043739	0.8724526	0.8442506	0.78980005	0.8684063	0.7789614	0.9541185	0.64435804	0.8491323	0.78283143	0.0	0.9221847	0.8291592	0.9702028	0.8751912	0.7946827	0.90280604	0.9649028	0.88306063	0.8591092	0.8616975	0.93793076	0.8897059	0.9076738	0.8493249	0.78747135	0.83231056	0.87635326	0.87421477	0.8299991	0.9569126	0.7366775	0.8513353	0.7494215	0.84136206	0.73677516	0.73021984	0.87126386	0.8640572	0.972275	0.86307096	0.8571389	0.8404771	0.8093271	0.81982505	0.7518393	0.85292274	0.8760699	0.88746285	0.91534126	0.7038379	0.8494587	0.9194123	0.9362557	0.8050523	0.93090487	0.8784607	0.8853705	0.852902	0.7899539	0.88963187	0.9223248	0.3111	0.89861023	0.7095299	0.7924164	0.84652025	0.8441236	0.9605333	0.95012146	0.862004	0.9369395	0.7965684	0.8494315	0.8010485	0.9340055	0.88764846	0.86800396	0.7800034	0.8600117	0.82818544	0.9094564	0.96142185	0.8932993	0.8413371	0.8542468	0.91621816	0.8927675	0.92166317	0.87188685
man/noun	0.79375225	0.80595315	0.6082519	0.81544214	0.6794729	0.76635796	0.7150396	0.7951446	0.72811365	0.9112082	0.9459783	0.98876595	0.786221	0.66769993	0.9710255	0.94884944	0.9404346	0.8064746	0.8918434	0.7901399	0.8978709	0.7532384	0.9123355	0.7588998	0.86956424	0.89533657	0.4997533	0.7767002	0.748016	0.5242524	0.74003637	0.7608285	0.9054005	0.7122433	0.96087575	0.7995815	0.6525787	0.875589	0.83148897	0.7788311	0.8960055	0.91609854	0.89351624	0.8212173	0.91630185	0.7461523	0.6370612	0.96918505	0.7573821	0.93832356	0.49681497	0.8392588	0.8716114	0.85531306	0.717293	0.69370127	0.8828204	0.8214669	0.8037913	0.7858348	0.816604	0.51736057	0.8782785	0.8146906	0.65899795	0.9435592	0.91692	0.8508084	0.68090236	0.92307866	0.8765959	0.9230038	0.8502574	0.81535566	0.6259398	0.7632515	0.7909303	0.78101814	0.8146038	0.7112465	0.85793453	0.9885197	0.87816066	0.7366092	0.93258053	0.81073713	0.7943449	0.9505574	0.5753724	0.8933501	0.848989	0.8395463	0.7523613	0.9081779	0.78654206	0.8890352	0.77225184	0.6330552	0.75046605	0.9342052	0.78450024	0.62600076	0.82372105	0.9331323	0.8530175	0.81454796	0.7629607	0.86981994	0.9221847	0.0	0.7395456	0.97010666	0.26845068	0.95878506	0.8644387	0.6974719	0.8528551	0.90897256	0.80604374	0.8845967	0.8085345	0.94180727	0.9100361	0.8587097	0.7683836	0.73774135	0.8966287	0.8926678	0.8408499	0.75956935	0.8253403	0.8137007	0.6830269	0.8225863	0.955346	0.912008	0.7852266	0.85268646	0.68777025	0.5743166	0.8966066	0.83000934	0.614417	0.7749283	0.71190035	0.8405839	0.70865804	0.8015506	0.85811996	0.83658284	0.8221162	0.98469657	0.66311586	0.8420189	0.8903582	0.7635391	0.7637327	0.84483075	0.8371235	0.6686237	0.91243017	0.80332965	0.8368922	0.941606	0.66532683	0.60583866	0.8967316	0.929224	0.9034207	0.820137	0.83882517	0.68352866	0.6964954	0.85995555	0.8845633	0.850258	0.7927927	0.8838002	0.869048	0.9095219	0.82036996	0.7822997	0.79241717	0.8688047	0.7952864	0.6323745	0.8418075	0.8860477
gelijkelijk/adv	0.68167603	0.61496866	0.7589117	0.94091666	0.8248965	0.7886566	0.8254515	0.8177093	0.86268276	0.8311596	0.98359114	0.889058	0.6603594	0.865988	0.97610795	0.91109794	0.9213823	0.9273143	0.6810211	0.6144929	0.9103202	0.8286561	0.8469413	0.8539102	0.9499444	0.95678896	0.7299788	0.6764333	0.770098	0.692627	0.95484835	0.82722336	0.9899123	0.79970264	0.9034297	0.72436523	0.7021271	0.8537058	0.7627011	0.8705373	0.8417019	0.8015604	0.9332433	0.80985135	0.9693424	0.8040811	0.8623266	0.9299728	0.71520364	0.9198972	0.78182125	0.95592946	0.90286285	0.939473	0.8370603	0.7201129	0.7092552	0.8150499	0.8678548	0.8098355	0.81955296	0.7887014	0.83708155	0.8059314	0.872923	0.9553629	0.93236184	0.7236968	0.8810554	0.8759069	0.8856591	0.90101737	0.9487822	0.8008896	0.7998449	0.8782264	0.7768783	0.737217	0.9281805	0.75110024	0.8657974	0.90526223	0.93962723	0.9082793	0.9464945	0.61895007	0.8555701	0.9768186	0.7608556	0.75166273	0.95971555	0.83457226	0.73399794	0.8664704	0.6675831	0.8301347	0.98082364	0.73869604	0.7005575	0.9533667	0.80126345	0.84820807	0.8393684	0.8306958	0.9335516	0.89539075	0.9160984	0.91195256	0.8291592	0.7395456	0.0	0.9550531	0.74152935	0.96473706	0.89506525	0.8901935	0.911032	0.90589124	0.8537636	0.80641377	0.9239117	0.97581303	0.96826434	0.94131905	0.87700343	0.7936025	0.82972735	0.6748731	0.8780737	0.83713293	0.8912425	0.84210443	0.8288633	0.83957237	0.87376946	0.97311497	0.8475767	0.94972	0.89805514	0.74770993	0.7067119	0.92340195	0.7148843	0.82007945	0.70589554	0.7132087	0.6999684	0.9502017	0.95392287	0.9567924	0.78224546	0.9641416	0.77343386	0.9292663	0.8088259	0.93308634	0.90283996	0.8951609	0.7504842	0.85138875	0.92631805	0.7129523	0.86570823	0.95478684	0.8373571	0.6391263	0.94044065	0.9995161	0.93187416	0.9201346	0.7917775	0.6998477	0.77922857	0.92176235	0.9112006	0.9858638	0.97254956	0.88306695	0.94518614	0.91479623	0.9770051	0.8424325	0.8855874	0.9334158	0.9002771	0.7833067	0.9305247	0.692855
maandag/noun	0.7905765	0.90918756	0.8334315	0.9608686	0.9851006	0.90399516	0.8622863	0.7443247	0.89830995	0.9263969	0.9782097	0.5623665	0.9849218	0.81143975	0.8988487	0.9323376	0.93352985	0.6570252	0.7831949	0.941019	0.98028564	0.85953486	0.98753446	0.9652575	0.92718905	0.8678613	0.8656275	0.9436491	0.9443569	0.9958666	0.9638414	0.9345952	0.90766037	0.94297165	0.8294569	0.95294684	0.9371616	0.89328915	0.9384716	0.95265883	0.95486253	0.8260001	0.98202413	0.9589073	0.9236987	0.99800324	0.8909669	0.8612553	0.91642785	0.9979599	0.9337727	0.9221275	0.84393257	0.95590127	0.99915284	0.90209764	0.86808145	0.91439635	0.91660094	0.89656514	0.8016831	0.98751587	0.9904803	0.86970943	0.8511206	0.98082757	0.95147616	0.98932296	0.8970507	0.9116541	0.93267614	0.89791435	0.965967	0.9150828	0.9576873	0.86255014	0.879481	0.9436184	0.68529373	0.96182317	0.9831387	0.9445485	0.84679544	0.9527506	0.86435825	0.9433599	0.99041015	0.99731547	0.98123205	0.9530099	0.8205891	0.8740377	0.9647244	0.9652922	0.9707524	0.76594794	0.9947482	0.98611	0.9167746	0.86767656	0.93864286	0.95344174	0.7538873	0.89583707	0.9815267	0.9536464	0.97909176	0.96703637	0.9702028	0.97010666	0.9550531	0.0	0.91336936	0.9778592	0.9237176	0.9887048	0.8657559	0.90566885	0.9479894	0.99855006	0.9779624	0.995343	0.93519646	0.8867548	0.95477605	0.9121953	0.9209078	0.91353494	0.9744996	0.94666505	0.9945361	0.92094195	0.9426795	0.95171225	0.9478251	0.94020957	0.92064303	0.9482921	0.8350845	0.855577	0.8759025	0.93139976	0.9175049	0.99189717	0.9390766	0.9936989	0.99223596	0.95665723	0.9980974	0.91646296	0.97433275	0.6862248	0.9217623	0.9920494	0.9139248	0.9058927	0.97449666	0.8809471	0.9325328	0.9958515	0.92916244	0.92974293	0.9553179	0.87143004	0.9954229	0.997601	0.8470859	0.9815125	0.8890555	0.8362229	0.8874838	0.9265138	0.9447263	0.82051224	0.84126115	0.8449099	0.8387544	0.9075515	0.9245263	0.925633	0.7159953	0.9639287	0.8963726	0.9112868	0.9663063	0.970091	0.85398006	0.7800903
vrouw/noun	0.7709951	0.84275043	0.63453627	0.75118613	0.7703231	0.70750713	0.6864357	0.79467106	0.718984	0.88712054	0.9307597	0.94722825	0.7327322	0.5891521	0.96357477	0.9314603	0.9313676	0.7383174	0.9225412	0.790052	0.889481	0.8039669	0.84811145	0.7198418	0.76759654	0.7850461	0.39967573	0.79474044	0.71141803	0.50311935	0.78037614	0.78975356	0.88938093	0.6235409	0.8263671	0.8167772	0.6328842	0.887313	0.7513293	0.78399456	0.842647	0.8442125	0.9203508	0.8343218	0.8677264	0.7538796	0.6651143	0.9124711	0.7679506	0.9448839	0.49153	0.8773508	0.8870865	0.81012785	0.6818247	0.64011586	0.8336494	0.68325996	0.62971604	0.7375285	0.79615813	0.54931116	0.85544217	0.8263388	0.70109177	0.88959026	0.8889081	0.8656907	0.71792686	0.9210362	0.909997	0.893077	0.79992646	0.7609688	0.5964602	0.8115689	0.7473899	0.74217385	0.8731093	0.7108959	0.92355573	0.96821076	0.87937963	0.70574534	0.965078	0.83629686	0.79658616	0.90807444	0.553104	0.8750461	0.83109444	0.8368314	0.7073297	0.87682456	0.7286097	0.9300609	0.7824707	0.6717789	0.69556177	0.9266738	0.81060606	0.696351	0.7945074	0.894348	0.82349145	0.80023646	0.8004144	0.7915818	0.8751912	0.26845068	0.74152935	0.91336936	0.0	0.93806934	0.84509146	0.69749814	0.8475746	0.8129771	0.8374202	0.89901483	0.7853285	0.94340265	0.9094879	0.8942335	0.7753421	0.7227398	0.8632567	0.8515922	0.8977454	0.71083593	0.9093294	0.8157921	0.62088084	0.7739459	0.8408929	0.94763005	0.8388415	0.87200093	0.65827537	0.4105006	0.8607156	0.8029576	0.6292103	0.8239511	0.69111943	0.7965703	0.705398	0.8169277	0.88310903	0.7837703	0.8548947	0.9204098	0.7012041	0.8865528	0.9049665	0.80865484	0.7207205	0.7875058	0.7423672	0.67582107	0.86311185	0.78406864	0.8117631	0.9121138	0.6923636	0.6257848	0.8390335	0.9501608	0.8722229	0.85124683	0.82543004	0.66071594	0.6235105	0.85873485	0.7932235	0.8517456	0.78394616	0.86265546	0.82221806	0.89803356	0.8696831	0.822514	0.7667084	0.81770235	0.78894556	0.64390576	0.74694216	0.8214691
