	steun/verb	Albanees/noun	word/verb	winkel/verb	baas/noun	joods/adj	vrijheid/noun	inmiddels/adv	hoe/adj	tv/noun	Anthuenis/noun	vergadering/noun	wreed/adj	prostituee/noun	klus/noun	nuchterheid/noun	prietpraat/noun	13-jarige/adj	begin/noun	Amerikaan/noun	in/adv	journalist/noun	on_versneden/adj	Arabier/noun	ultra_orthodox/adj	jodendom/noun	moeder/noun	alles/noun	platteland/noun	heb_lief/verb	namelijk/adv	waarom/adv	verrekt/adj	kunst/noun	liberaal/adj	woord/noun	leer/verb	Duitser/noun	islam/noun	systeem/noun	meute/noun	dagelijks/adj	varken/noun	zelfs/adv	grinnik/verb	type/noun	hoe/noun	overigens/adv	politiek/noun	super_held/noun	kind/noun	luister/adj	Syriër/noun	ga/verb	evenzeer/adv	intens/adj	oorlog/noun	religieus/adj	stad/noun	verlies/verb	schop/verb	bemin/verb	soort/noun	zal/verb	lach/verb	regel_DIM/noun	Javaan/noun	diep/adj	zo/adv	vraag_af/verb	kater/noun	namaak/noun	talentvol/adj	vrede/noun	hartstochtelijk/adj	eigenlijk/adj	moslim/noun	meest/adj	begin/verb	land/noun	Waal/noun	pas/noun	zeg/verb	onderwijs/noun	laconiek/adj	Tutsi/noun	opgesloten/adj	draadloos/adj	liefde/noun	las/verb	onderonsje/noun	ding/noun	vijand/noun	erg/adj	hartgrondig/adj	premier/noun	geit/noun	eeuwig/adj	hoezeer/adv	realiteit/noun	tegenstander/noun	vervloek/verb	destijds/adv	tevoren/adv	verdwaal/verb	nooit/adv	niet/adv	computer_spel_DIM/noun	tennis/noun	man/noun	gelijkelijk/adv	maandag/noun	vrouw/noun	middelmaat/noun	criticus/noun	armband/noun	toestand/noun	film/noun	ons/noun	etiket/noun	koop/verb	oprichter/noun	stuk_DIM/noun	toch/adv	opzettelijk/adj	geweld/noun	persoonlijk/adj	medium/noun	reden/noun	tegenwoordig/adj	heel/adj	soms/adv	wereld/noun	modern/adj	trend/noun	genocide_wet/noun	Democraat/noun	gezeik/verb	allebei/adv	vader/noun	aartsvijand/noun	romantisch/adj	mens/noun	misschien/adv	volk/noun	intellectueel/adj	ras/noun	tuig/noun	perfectie/noun	gewoon/adj	ander/adj	voordracht/noun	steeds/adv	dirigent/noun	waarschijnlijk/adj	zeur/verb	gevoel/noun	hier/adv	staat/noun	ongelijkheid/noun	voetbal/noun	wantrouw/verb	natuurlijk/adj	pest/noun	schoen/noun	ander/noun	verhuis/verb	strafschop/noun	huis_werk/noun	Kosovo_crisis/noun	Engelsman/noun	vecht/verb	oud/adj	baan_DIM/noun	kerst/noun	allemaal/adv	pop_ster/noun	fel/adj	boek/noun	regelrecht/adj	duif_liefhebber/noun	feite/adv	vraag/verb	sprookje/noun	Nederlander/noun	zwart/adj	Iraans/adj	president/noun
voordracht/noun	0.81219625	0.9461165	0.896282	0.9824221	0.9823696	0.79437184	0.8544348	0.94364405	0.8501116	0.902392	0.8566545	0.5528343	0.8346925	0.9941408	0.939185	0.8814193	0.8841275	0.9471945	0.92397404	0.9162065	0.9259771	0.91957355	0.8747548	0.88993335	0.77183896	0.6732187	0.899129	0.90636766	0.9456637	0.8787324	0.8728667	0.8982409	0.95999944	0.7755579	0.62012607	0.8532288	0.7803688	0.9347863	0.7178601	0.9566467	0.89704776	0.8721144	0.98611677	0.8153266	0.6772473	0.88080686	0.76710224	0.6959231	0.83363044	0.941138	0.933383	0.68790185	0.91592455	0.8826447	0.83136904	0.77596503	0.82057786	0.76113063	0.94338435	0.93891346	0.9486274	0.87828743	0.8625848	0.88776755	0.9470752	0.956026	0.9422045	0.78377086	0.8422534	0.9431879	0.97189903	0.6629944	0.9381137	0.9412907	0.70682484	0.8711699	0.8697026	0.81459224	0.76550686	0.8972436	0.95851403	0.86636055	0.8202883	0.92480886	0.7805934	0.9775733	0.9721866	0.9930435	0.76259923	0.8609649	0.8064632	0.87566334	0.9202689	0.83092916	0.9337498	0.7354607	0.9894657	0.9450004	0.91015834	0.82710946	0.93114823	0.9265343	0.88072675	0.9005087	0.9757933	0.85726374	0.9668373	0.86689997	0.9362557	0.98469657	0.9641416	0.6862248	0.9204098	0.92306596	0.9012592	0.9590179	0.9774545	0.7919156	0.8440076	0.866894	0.8491149	0.93279415	0.9778487	0.969769	0.9572329	0.9533885	0.85833424	0.8537371	0.9336395	0.7359903	0.8565613	0.78417534	0.77826697	0.7134516	0.9276888	0.94561166	0.73024994	0.98560053	0.87870556	0.98040915	0.9491848	0.7575763	0.9269307	0.9139581	0.8986918	0.81778026	0.93669057	0.93654865	0.9426782	0.85458267	0.95898145	0.0	0.8821464	0.9565035	0.93877244	0.90168	0.73823583	0.8713475	0.75716114	0.9457381	0.92811006	0.94644797	0.78871846	0.87939906	0.85288084	0.9122875	0.97692555	0.95163655	0.8340683	0.93328214	0.8407106	0.9309398	0.8714749	0.90143424	0.9066149	0.9015586	0.9443219	0.89096725	0.77388763	0.8714807	0.7811763	0.91650635	0.8273343	0.7637541	0.926045	0.9466187	0.85445833	0.83679366
steeds/adv	0.72870076	0.7783407	0.62903374	0.74644935	0.7954993	0.7819507	0.6689218	0.739972	0.6079569	0.7152885	0.8179463	0.8869208	0.7553916	0.8912286	0.9252603	0.8540827	0.7821687	0.88578206	0.8198956	0.6716392	0.7757433	0.7480688	0.6168643	0.7164165	0.8923617	0.89809334	0.8353782	0.668514	0.71580493	0.6998565	0.74165344	0.6703316	0.8419347	0.68175566	0.8745654	0.79842603	0.711385	0.7303641	0.7410041	0.74248135	0.8619965	0.69907224	0.9027785	0.6896857	0.86583674	0.78415734	0.6353759	0.7512133	0.6132334	0.77760273	0.80564415	0.8565221	0.71056634	0.7589114	0.63035494	0.65429014	0.7453214	0.6775961	0.7968436	0.7797979	0.84518635	0.66148055	0.7201117	0.7734225	0.7634459	0.7908381	0.8535747	0.6145483	0.5015913	0.7597045	0.9031219	0.7833117	0.8445225	0.7675569	0.6799114	0.74385595	0.6908211	0.5978492	0.8230141	0.70127094	0.7093654	0.91643965	0.8882685	0.7598433	0.8760556	0.7942289	0.7954123	0.82191616	0.6580373	0.8148561	0.8695729	0.748797	0.7732659	0.7025494	0.7454937	0.87456477	0.85678095	0.7311798	0.681574	0.7672868	0.76703095	0.7262164	0.67253536	0.7906208	0.7611568	0.7881158	0.69740283	0.7922938	0.8050523	0.66311586	0.77343386	0.9217623	0.7012041	0.8590702	0.70057875	0.9130589	0.82307947	0.84115326	0.7593429	0.7895806	0.77270365	0.9608048	0.77588713	0.72829103	0.74945796	0.7626271	0.7743215	0.7057462	0.7114246	0.5646264	0.7469974	0.6014609	0.6437911	0.690896	0.6529648	0.8854294	0.7696806	0.87128234	0.72740734	0.84022427	0.8446378	0.7409959	0.62913156	0.7719532	0.7044713	0.81637925	0.77636635	0.8696137	0.7186635	0.69342613	0.72797275	0.8821464	0.0	0.85030496	0.7757415	0.75591797	0.6381476	0.6403042	0.78198504	0.7023871	0.80687875	0.63637614	0.72934777	0.8434033	0.88662446	0.749595	0.8527206	0.9148689	0.8649049	0.8546016	0.68490565	0.6568775	0.7913765	0.8653717	0.7631579	0.69875085	0.79082686	0.73340476	0.84867513	0.7489669	0.78811926	0.87225336	0.74420655	0.83281845	0.7573812	0.77427197	0.8332772	0.8591461
dirigent/noun	0.8909941	0.8752589	0.8822291	0.9296	0.7294333	0.8039108	0.91124225	0.8254753	0.9054162	0.90412486	0.78876114	0.9933217	0.8931936	0.94542575	0.9919061	0.9149263	0.9833233	0.88990337	0.96178395	0.7675823	0.8764555	0.68530107	0.87465745	0.8451981	0.9074987	0.93723994	0.8884326	0.8508903	0.8797371	0.8770932	0.76177764	0.9059684	0.93628705	0.83836645	0.91770613	0.8533039	0.88243824	0.75724125	0.90055865	0.89227283	0.8313592	0.9221331	0.9826765	0.89020896	0.6177324	0.79946876	0.87665915	0.9180673	0.83356524	0.85340565	0.7936985	0.9184569	0.9162918	0.9826066	0.76067245	0.828132	0.9116369	0.8211866	0.88842344	0.9279577	0.8167449	0.8369264	0.88094926	0.96363294	0.87960905	0.8844397	0.93003696	0.83248514	0.9036419	0.9542844	0.8971758	0.91339445	0.5519449	0.9127823	0.87651575	0.91338944	0.8501988	0.6965877	0.89765793	0.8721806	0.90624845	0.9765644	0.91740036	0.93323797	0.84495425	0.9327192	0.97496766	0.9718802	0.85053664	0.9242237	0.9145229	0.92546463	0.8644064	0.90848404	0.9157292	0.910319	0.97802866	0.757704	0.85843766	0.89767843	0.8607199	0.9287594	0.75784516	0.805215	0.7012298	0.910577	0.9093881	0.88284284	0.93090487	0.8420189	0.9292663	0.9920494	0.8865528	0.7644499	0.80679137	0.99275404	0.94206464	0.8855388	0.8144798	0.8812854	0.95302314	0.45975327	0.8861649	0.9353909	0.83221173	0.9111049	0.8495866	0.78903735	0.8878059	0.7356434	0.79924065	0.8294852	0.8276743	0.83216214	0.8753619	0.9887017	0.94717175	0.9530651	0.8466124	0.86934614	0.9125909	0.7642983	0.795457	0.8107407	0.7859621	0.8881837	0.9017358	0.9669374	0.80395985	0.95649755	0.8722819	0.9565035	0.85030496	0.0	0.89482754	0.8603676	0.8403462	0.86656094	0.7917748	0.8914876	0.9327056	0.8120601	0.88253117	0.9429385	0.95687973	0.8361897	0.91128397	0.9657847	0.94149834	0.8839154	0.83806735	0.93305385	0.877396	0.9278737	0.9498637	0.9247027	0.764922	0.8758668	0.87123775	0.96457446	0.88338107	0.91757506	0.94695824	0.84252644	0.78556156	0.8631449	0.8760579	0.92733806
waarschijnlijk/adj	0.76082516	0.8587711	0.71982753	0.77762425	0.88017726	0.7862079	0.9189518	0.5671162	0.83808863	0.81691945	0.9053461	0.7312286	0.78952545	0.9016403	0.89295465	0.96791196	0.95154744	0.9371522	0.71882147	0.711072	0.9001305	0.7508026	0.9277391	0.7796206	0.9426369	0.97229433	0.85321695	0.9059526	0.7634442	0.91278523	0.80659163	0.6706766	0.89657015	0.9153349	0.8095924	0.8709131	0.86164284	0.8473219	0.9320342	0.832018	0.93428093	0.7976658	0.84114873	0.6839429	0.87489694	0.833205	0.96291804	0.7038771	0.7527654	0.95747906	0.84651333	0.9475053	0.8143909	0.8928784	0.9489642	0.8671494	0.820071	0.8604901	0.804739	0.7887827	0.82012737	0.87086487	0.89193815	0.7073264	0.7029443	0.85572076	0.7472483	0.8261254	0.7631089	0.8412063	0.9489532	0.8186911	0.8710979	0.84188896	0.93308574	0.74802035	0.7570202	0.7897702	0.8405013	0.75026596	0.9168579	0.7604576	0.79400986	0.9691634	0.90790653	0.9466482	0.8249678	0.91273946	0.9019633	0.8871805	0.9242394	0.7400956	0.88705236	0.7501563	0.8963435	0.8058534	0.81984884	0.88118815	0.82974684	0.90177804	0.80997884	0.820076	0.72930217	0.81281555	0.7593833	0.7652466	0.7763936	0.9218885	0.8784607	0.8903582	0.8088259	0.9139248	0.9049665	0.9249385	0.8647853	0.9687645	0.89180887	0.8519294	0.7775261	0.8905997	0.7961627	0.95096004	0.8628515	0.71691364	0.89369076	0.82073325	0.71769476	0.806349	0.89064425	0.74427307	0.8842192	0.8053649	0.79591596	0.9209163	0.8711193	0.92691755	0.77552867	0.9193839	0.8360512	0.83404636	0.8980809	0.80026203	0.8032284	0.6445747	0.86506224	0.80845976	0.9096978	0.9401375	0.87571406	0.75883615	0.75088024	0.93877244	0.7757415	0.89482754	0.0	0.841415	0.80541986	0.70883036	0.927753	0.934786	0.9369072	0.831886	0.70769286	0.9372038	0.8928338	0.8892768	0.722113	0.95003384	0.9165547	0.92094904	0.7999977	0.7591337	0.84626293	0.9176521	0.8375986	0.77005005	0.84768647	0.84844226	0.8665766	0.95329386	0.8722809	0.8822782	0.81924075	0.9319625	0.6951879	0.8867407	0.9563876	0.82245994
zeur/verb	0.94991136	0.86372024	0.85564476	0.6234659	0.75000286	0.86913204	0.82054514	0.87623	0.7309942	0.8413065	0.9180188	0.9614671	0.8229867	0.9240308	0.7489647	0.8927287	0.8263211	0.8321141	0.9630473	0.8667509	0.7597765	0.64081424	0.934596	0.91221774	0.9599521	0.9518505	0.7626804	0.7195331	0.929483	0.8439969	0.61990607	0.6328109	0.77216756	0.9250004	0.93642753	0.854864	0.711194	0.7942398	0.8660284	0.8531674	0.59006786	0.80021715	0.8175419	0.76368517	0.7764958	0.6562823	0.6237918	0.87891984	0.85743946	0.9161108	0.70454395	0.72359633	0.85947394	0.49569482	0.9242352	0.89605355	0.85112	0.8917721	0.8847905	0.8337228	0.6903411	0.80781364	0.70198613	0.7038854	0.6583275	0.61314785	0.92190623	0.87479293	0.652702	0.70928717	0.5639243	0.8648322	0.83779013	0.9226823	0.8606232	0.53950405	0.8132721	0.7988708	0.6582052	0.9588085	0.8558484	0.94634724	0.69090855	0.886757	0.89245015	0.9443856	0.8413418	0.9256023	0.8798247	0.84839743	0.86016476	0.6644596	0.88871783	0.72625256	0.9102657	0.97440946	0.7964121	0.67629695	0.9213373	0.8817302	0.9421969	0.8249394	0.79038996	0.73415625	0.74247825	0.6591165	0.49082017	0.8733815	0.8853705	0.7635391	0.93308634	0.9058927	0.80865484	0.87495	0.74028647	0.882305	0.9359171	0.8769269	0.556548	0.82286674	0.68874264	0.96842664	0.78938824	0.56742585	0.86726767	0.88968825	0.8626353	0.81808674	0.8430365	0.7230003	0.6467354	0.7363886	0.84829676	0.8444806	0.79245317	0.9829388	0.95161766	0.5035943	0.7769798	0.7489585	0.8973721	0.8388746	0.6488986	0.6357758	0.9113336	0.72691756	0.8770379	0.60291994	0.89304936	0.48005205	0.78854203	0.90168	0.75591797	0.8603676	0.841415	0.0	0.87378	0.5538502	0.95919174	0.9124564	0.909175	0.8476291	0.6194184	0.8448678	0.7582041	0.85296917	0.8623572	0.8431943	0.7161696	0.91599405	0.81751204	0.8354744	0.76711786	0.658103	0.666867	0.56463337	0.69954073	0.8592424	0.8656236	0.8624061	0.91287136	0.8280786	0.59908485	0.8613837	0.7117643	0.7637706	0.87269026	0.9480137
gevoel/noun	0.7758731	0.8757876	0.6794894	0.8541752	0.9477473	0.7349665	0.5223634	0.816106	0.686401	0.83540833	0.7571856	0.7641244	0.78905207	0.9286362	0.89310336	0.6832725	0.8964033	0.9616048	0.9065734	0.80875283	0.90600395	0.8162003	0.6694201	0.6298146	0.78318447	0.74263287	0.71166843	0.6727622	0.7580627	0.59943897	0.7031763	0.77766204	0.82553035	0.61896384	0.7558526	0.7075974	0.63631266	0.8864187	0.74189997	0.7582646	0.9089339	0.71712184	0.95553005	0.70677507	0.72933245	0.8128402	0.8101813	0.8018162	0.7371495	0.8623767	0.7802319	0.7568835	0.85739684	0.80764115	0.642268	0.4711097	0.79677224	0.60277796	0.87192655	0.65429246	0.90772676	0.6826364	0.6908065	0.7890026	0.72926116	0.79660445	0.81209785	0.47343302	0.62073857	0.7941606	0.9584124	0.89606464	0.88738734	0.7063571	0.5549585	0.7378435	0.71282876	0.66434294	0.8792503	0.7260735	0.8657289	0.9712669	0.8529501	0.7624517	0.7965337	0.87805253	0.7799505	0.9657253	0.5007197	0.7773306	0.7487855	0.6814518	0.75755787	0.5980786	0.75879925	0.873019	0.90391296	0.7029208	0.7016068	0.66918564	0.8248668	0.7501605	0.7844462	0.8230137	0.7868227	0.74504256	0.7699889	0.851009	0.852902	0.7637327	0.90283996	0.97449666	0.7207205	0.820791	0.8880507	0.9557617	0.66126025	0.7746204	0.77614534	0.86297977	0.86404395	0.99095756	0.78279173	0.751998	0.8364276	0.7044832	0.5097828	0.83913445	0.747028	0.6761737	0.7926433	0.57936275	0.7237433	0.80011606	0.85589397	0.96644455	0.9191374	0.86197424	0.7942792	0.8055345	0.93507254	0.64945525	0.6581131	0.67815965	0.71201146	0.67220646	0.79708135	0.9116265	0.7720377	0.7123726	0.7909273	0.73823583	0.6381476	0.8403462	0.80541986	0.87378	0.0	0.6075072	0.75798166	0.85359305	0.85844606	0.68369913	0.68456876	0.9187581	0.8986701	0.71028185	0.9131582	0.9725896	0.8792011	0.84279156	0.8457865	0.67534244	0.82507557	0.89028156	0.8190153	0.70613134	0.8379359	0.78904045	0.73272145	0.8154856	0.89946496	0.816833	0.8033393	0.72245425	0.7320541	0.8408853	0.8370103	0.9147258
hier/adv	0.825331	0.8530687	0.8184625	0.54883975	0.8038925	0.8131608	0.73564196	0.8045218	0.6075525	0.81429625	0.8556975	0.8484875	0.7252119	0.8492731	0.85460716	0.7307291	0.72669876	0.8997651	0.9689963	0.6755909	0.7546978	0.85705847	0.7370722	0.73898923	0.8863743	0.89997745	0.74604416	0.5863236	0.7435289	0.7056829	0.60415334	0.5842949	0.5974558	0.7898424	0.88145643	0.7082168	0.61174953	0.718422	0.7643795	0.82469636	0.7969901	0.67068875	0.7653605	0.6484331	0.7349222	0.7920766	0.6999083	0.6706837	0.74478066	0.79392374	0.766114	0.8189883	0.73863375	0.4942088	0.77887076	0.7753063	0.7566185	0.77809024	0.61295146	0.7517596	0.76670456	0.78018105	0.5707886	0.5890417	0.666162	0.6009091	0.7383063	0.7045083	0.49420983	0.60147893	0.86702263	0.8022028	0.8251814	0.79858017	0.7252585	0.5180014	0.749436	0.7275839	0.770924	0.76270103	0.7539712	0.9149832	0.7402408	0.8180759	0.77163976	0.88275754	0.72925895	0.9066412	0.7466705	0.7205429	0.91329896	0.48754907	0.7212783	0.590705	0.78903496	0.9537936	0.82521427	0.8399391	0.80340886	0.6331773	0.8827835	0.82296866	0.75285685	0.84189886	0.62239873	0.5938727	0.5095712	0.80511487	0.7899539	0.84483075	0.8951609	0.8809471	0.7875058	0.7835596	0.8574802	0.84876394	0.7509059	0.8502525	0.62336403	0.8437242	0.61227643	0.953186	0.6625229	0.45698512	0.7999524	0.7727993	0.7669534	0.8057005	0.79874706	0.45316654	0.7093528	0.5259931	0.6564822	0.7753414	0.7461311	0.9225562	0.8867476	0.6906625	0.71621543	0.85240185	0.8812549	0.7249318	0.5125598	0.5168694	0.7355784	0.77472866	0.83889186	0.78619194	0.76653326	0.40749615	0.6953688	0.8713475	0.6403042	0.86656094	0.70883036	0.5538502	0.6075072	0.0	0.80874777	0.8456499	0.8543012	0.71162623	0.48747736	0.6910356	0.77198833	0.6769192	0.829706	0.90803945	0.7708274	0.85968363	0.7397859	0.66944534	0.7556299	0.7706012	0.70176953	0.48252153	0.90100026	0.84109485	0.7584457	0.8013823	0.86464596	0.7184098	0.64003366	0.81631863	0.679896	0.7418848	0.8608893	0.944027
staat/noun	0.5634248	0.6158259	0.761818	0.97681326	0.8937507	0.36536872	0.6366285	0.95759404	0.8963268	0.94662505	0.9574285	0.95618314	0.71505237	0.8048488	0.99423045	0.8921161	0.9206888	0.84981984	0.8470553	0.6195486	0.8458176	0.8264003	0.7170069	0.49663234	0.4396999	0.4700126	0.7752633	0.8504827	0.8351995	0.7322953	0.79039794	0.8326483	0.9298198	0.6886101	0.483819	0.8025938	0.8195755	0.76437277	0.39072847	0.79893374	0.91259784	0.883788	0.95711094	0.8021109	0.9483421	0.87873435	0.93510413	0.8916197	0.631309	0.78675115	0.8315501	0.8970231	0.6833216	0.9124595	0.72991246	0.8880259	0.43545276	0.4616629	0.7584231	0.8541883	0.8592728	0.911368	0.81659204	0.7644897	0.9716447	0.9330627	0.76631117	0.69712853	0.92468846	0.8985013	0.9365983	0.8014705	0.91427696	0.5238595	0.7962109	0.93820864	0.4640681	0.73470056	0.8923556	0.52332455	0.82382274	0.94053215	0.9255178	0.7392032	0.8996267	0.71991104	0.85939234	0.9713332	0.75253725	0.7752787	0.87384725	0.9086845	0.5879303	0.91427845	0.6881572	0.77021116	0.9677171	0.749133	0.82254875	0.818905	0.7229606	0.8150824	0.8383615	0.83449817	0.92700875	0.8652545	0.94240654	0.9040612	0.88963187	0.8371235	0.7504842	0.9325328	0.7423672	0.84817064	0.6872549	0.9334223	0.90458226	0.872627	0.77922255	0.818544	0.9572519	0.95598054	0.91642755	0.95426273	0.767781	0.5631094	0.78815806	0.699027	0.8167018	0.79671025	0.887517	0.8568094	0.67982864	0.682964	0.8363679	0.96407866	0.604256	0.9361176	0.88039017	0.74506044	0.6256386	0.8348453	0.8319992	0.89349455	0.42452854	0.711192	0.61339474	0.86191475	0.81778085	0.88243747	0.7910559	0.75716114	0.78198504	0.7917748	0.927753	0.95919174	0.75798166	0.80874777	0.0	0.80496085	0.8930749	0.64255357	0.8096116	0.8255644	0.9215589	0.8380215	0.8931002	0.98216623	0.98134106	0.7888978	0.87757105	0.6049727	0.80035543	0.92293954	0.8966415	0.9349742	0.8882058	0.7287204	0.8054381	0.797183	0.98979783	0.8149395	0.91950536	0.828446	0.7550142	0.80569154	0.609933	0.66464925
ongelijkheid/noun	0.8901137	0.81237864	0.875024	0.9271223	0.92738444	0.8168038	0.6090493	0.95375836	0.9070219	0.9700231	0.8860673	0.9457432	0.7575025	0.86763895	0.9956177	0.884845	0.85812044	0.97252095	0.99020785	0.8944615	0.92136914	0.9430347	0.8437279	0.80514944	0.85202914	0.9285364	0.9513782	0.9527844	0.6940752	0.86469644	0.7774699	0.92225116	0.89100176	0.8093547	0.8665662	0.9342654	0.85528713	0.89196557	0.7669929	0.7340051	0.9066096	0.9215993	0.90597343	0.8739705	0.95888233	0.66598356	0.9532091	0.86651254	0.84443784	0.8179801	0.7797777	0.91820604	0.8708168	0.89334756	0.68834245	0.8385971	0.7796445	0.7437832	0.795417	0.89248216	0.8627449	0.7942177	0.81136775	0.85739744	0.9333179	0.8738367	0.8901724	0.86457855	0.9392696	0.97327197	0.91091365	0.8937861	0.86144876	0.7366574	0.8926928	0.96832126	0.7726227	0.83371025	0.96040964	0.6876527	0.8954222	0.97071195	0.97206795	0.47685325	0.8767538	0.80839676	0.8173178	0.86464226	0.78129685	0.9769173	0.8784441	0.9229767	0.7674516	0.9071266	0.93692935	0.9918413	0.90599644	0.8334156	0.8986671	0.8663927	0.8300252	0.85012597	0.9377736	0.90110594	0.9162673	0.9261517	0.89156055	0.91339827	0.9223248	0.6686237	0.85138875	0.9958515	0.67582107	0.839095	0.8998523	0.89693046	0.73672605	0.9035837	0.90382123	0.8182126	0.9510456	0.9993789	0.8251334	0.96113664	0.71154857	0.79383236	0.8319442	0.81380284	0.97143227	0.85484946	0.7718637	0.8624065	0.7009754	0.65838027	0.7557023	0.9724692	0.91115665	0.81011623	0.7150362	0.9107931	0.87048125	0.8024405	0.79997194	0.86738247	0.7587176	0.75815207	0.6782923	0.8402342	0.87802124	0.85734564	0.7628015	0.9457381	0.7023871	0.8914876	0.934786	0.9124564	0.85359305	0.8456499	0.80496085	0.0	0.95177984	0.7899265	0.8736002	0.848774	0.94723356	0.8850651	0.88191307	0.9006472	0.89142764	0.9122193	0.94673365	0.71128905	0.7166124	0.9484787	0.92081356	0.95335877	0.8655656	0.8760318	0.90448046	0.8139795	0.93352526	0.82498246	0.95844096	0.81503004	0.92942125	0.745948	0.8332735	0.9707231
voetbal/noun	0.8762024	0.94387776	0.8895534	0.9433515	0.87671643	0.9536574	0.89825195	0.9481395	0.81590855	0.5479677	0.68657655	0.8766531	0.76957774	0.95640457	0.9233329	0.85830086	0.8498975	0.9540787	0.8666269	0.8872696	0.9173347	0.89020944	0.859282	0.9287119	0.9848098	0.95047355	0.92442423	0.6444421	0.9112041	0.8627543	0.8261796	0.8736814	0.9042674	0.6810839	0.95014566	0.8947967	0.8485167	0.8047617	0.87214196	0.9189224	0.98908216	0.76984304	0.95615256	0.66727865	0.9617941	0.83118784	0.79878855	0.8623119	0.8010652	0.87473637	0.88473487	0.9336823	0.92275566	0.8420993	0.8283333	0.8143712	0.8115774	0.91924816	0.9334738	0.75939256	0.72044337	0.87812525	0.7164509	0.8958859	0.8301831	0.90176326	0.9975073	0.86000997	0.8048692	0.9098978	0.9615908	0.88402283	0.7072139	0.835484	0.80647445	0.7843939	0.9411482	0.8214687	0.80416167	0.89896303	0.90652025	0.9770047	0.8863111	0.89588565	0.7933628	0.9225558	0.9860141	0.82946825	0.6799416	0.83348143	0.8912034	0.69442284	0.81036025	0.7996302	0.8862955	0.9406853	0.9917258	0.85455114	0.80996597	0.8079108	0.8513615	0.7679063	0.9014241	0.80341285	0.93071413	0.72544104	0.8369203	0.6996573	0.3111	0.91243017	0.92631805	0.92916244	0.86311185	0.72588587	0.9417262	0.9724493	0.83684784	0.645306	0.9279535	0.89095503	0.8524921	0.9594154	0.95576847	0.75956297	0.87960917	0.807235	0.9163182	0.7348536	0.9201351	0.6653647	0.92377335	0.77805114	0.77822447	0.7085184	0.7877629	0.9443036	0.96252143	0.9437735	0.83492714	0.8819088	0.7995136	0.7590424	0.80219364	0.8331981	0.8426328	0.84229535	0.88078296	0.87052876	0.6678479	0.8175219	0.9054228	0.92811006	0.80687875	0.9327056	0.9369072	0.909175	0.85844606	0.8543012	0.8930749	0.95177984	0.0	0.8744543	0.83102745	0.81545424	0.9041616	0.88562614	0.95892525	0.85598844	0.85032696	0.8659712	0.83250684	0.8648951	0.8317958	0.9504677	0.87459314	0.8931376	0.8356621	0.9032184	0.8711678	0.7440383	0.85807204	0.84668726	0.92094743	0.79412496	0.89237607	0.9426499	0.913204	0.9134021
wantrouw/verb	0.7209971	0.59982777	0.62793803	0.8805628	0.8314079	0.7128655	0.74029434	0.8537752	0.70700586	0.85897154	0.86782235	0.95224226	0.7262283	0.88509357	0.9562071	0.8339192	0.8730683	0.9645169	0.8491026	0.7292114	0.83098775	0.7815951	0.7607306	0.66162425	0.76303005	0.7083338	0.8707327	0.7522085	0.7780254	0.6902915	0.7383115	0.69520104	0.85076165	0.6405726	0.73430645	0.6459078	0.6968986	0.7725605	0.66042376	0.88739336	0.7721534	0.8579601	0.862411	0.7828571	0.9151925	0.86270285	0.85756034	0.78266484	0.5653652	0.87397	0.8147637	0.81696755	0.7416022	0.8301899	0.71204734	0.8170754	0.63810444	0.62002707	0.8128606	0.89521974	0.85238695	0.8289292	0.8088604	0.7144444	0.85243696	0.8590487	0.77355444	0.63661623	0.7974837	0.770417	0.93474156	0.908147	0.8196109	0.6665118	0.7880945	0.83543545	0.60562456	0.67293704	0.8919272	0.5936465	0.6416067	0.96978587	0.79586303	0.7859471	0.7930001	0.54605246	0.7571017	0.8648441	0.6852882	0.7673071	0.8446549	0.835321	0.7061656	0.8858284	0.81887305	0.8608816	0.9443615	0.7604335	0.71226084	0.8419663	0.77723384	0.6079701	0.7597069	0.83455145	0.8302304	0.79750323	0.8162135	0.8585262	0.89861023	0.80332965	0.7129523	0.92974293	0.78406864	0.93663377	0.68739784	0.9489011	0.8840518	0.83934116	0.7898539	0.6316391	0.8958037	0.90051603	0.8159355	0.8231846	0.81220126	0.6211136	0.7296896	0.638515	0.7678293	0.7537892	0.854035	0.8466509	0.7633816	0.68110394	0.8333479	0.8992553	0.77919924	0.79813373	0.8989394	0.85463417	0.70459604	0.8440494	0.73711383	0.7891101	0.68938243	0.7404437	0.5851692	0.9386478	0.87482506	0.8160864	0.6530776	0.94644797	0.63637614	0.8120601	0.831886	0.8476291	0.68369913	0.71162623	0.64255357	0.7899265	0.8744543	0.0	0.8858981	0.7828045	0.93010753	0.8301876	0.86841536	0.9317899	0.92912835	0.617126	0.843503	0.67045057	0.7599885	0.898252	0.8524283	0.7945775	0.8687121	0.7453009	0.7217064	0.88247263	0.9379062	0.7584078	0.8030022	0.85668707	0.63584185	0.717113	0.7312354	0.7796453
