	Hewitt/name	alleen/adj	eraan/pp	alsof/comp	blijf/adj	als/prep	nog/adv	Nationaal/name	lief/adj	kerst_avond/noun	maar/adv	documentaire/noun	plek/noun	alles/noun	Eddy/name	discussie/noun	Lily/name	Michiels/name	versregel/noun	inwoner/noun	woord/noun	ook/adv	passage/noun	voorman/noun	bitter/adj	dagelijks/adj	zelfs/adv	altijd/adv	uit/prep	Madonna/name	niets/noun	minister-president/noun	gesprek/noun	daaraan/pp	feit/noun	niets/adv	Ria/name	alleen/adv	producer/noun	die/det	publiek/noun	Blok/name	zij/pron	mentor/noun	zo/adv	lezer/noun	acht_baan/noun	geweeklaag/noun	goed/adj	je/pron	amper/adv	bewindsman/noun	nota/noun	tv_kijker/noun	periode/noun	tekst/noun	magie/noun	wie/pron	Von/name	Marja/name	laat/adj	iedereen/pron	Ten/adv	dokter/noun	voornaam/noun	ze/pron	graag/adv	toen/adv	SP/name	niet/adv	les/noun	iets/noun	man/noun	weer/adv	aan/prep	ons/noun	Bram/name	The/name	kast/noun	Mike/name	niemand/pron	men/pron	vooral/adv	leraar/noun	haar/pron	meisje/noun	Croes/name	zich/pron	duur_voort/adj	opeens/adv	Grosjean/name	Tomislav/name	mens/noun	levendig/adj	song/noun	misschien/adv	Gerard/name	plaat/noun	ik/pron	Rosenmöller/name	klassieker/noun	partij_genoot/noun	voorts/adv	Lamine/name	dat/det	correct/adj	Rijkaard/name	achteraf/pp	meer/adj	concert/noun	u/pron	mij/pron	geleden/adj	toen/comp	foto/noun	Clinton/name	hij/pron	we/pron	VVD'er/noun	me/pron	weinig/adj	ons/pron	gelukkig/adj	lang/adj	Robert/name	dag/noun	begin_periode/noun	atlete/noun	Ids/name	vaak/adj	politicus/noun	veld_slag/noun	werk_dag/noun	voorzitter/noun	Frank/name	niks/noun	detail/noun	veel/adj	5-1/num	het/adj	muziek/noun	wij/pron	Charlotte/name	satire/noun	café_bezoeker/noun	hem/pron	eens/adv
atlete/noun	0.76769614	0.879036	0.89806277	0.9049129	0.87070835	0.82897043	0.8619779	0.8847695	0.8976523	0.84547	0.8976808	0.84652287	0.8773212	0.89435875	0.8265661	0.9288727	0.8494729	0.8513055	0.93130356	0.80216885	0.89826864	0.87448895	0.8757524	0.8180361	0.89547616	0.8835323	0.8336925	0.8824654	0.8015239	0.8079922	0.9367718	0.8717021	0.86763024	0.8972565	0.8795383	0.91464245	0.78923565	0.87980217	0.8203018	0.8635347	0.8588016	0.8690007	0.76828814	0.8305332	0.88629144	0.87414765	0.88017106	0.92319214	0.8541659	0.8772391	0.81461287	0.83722794	0.9046165	0.83807755	0.8724895	0.89668995	0.85609365	0.8486454	0.811396	0.86965615	0.8372445	0.87980247	0.84224373	0.81790096	0.85640466	0.7998831	0.8542677	0.81878555	0.9011348	0.87044466	0.8827552	0.90913785	0.79699874	0.87172604	0.87978715	0.8655701	0.8097583	0.9121789	0.9090635	0.7996814	0.8736261	0.8616151	0.8619022	0.8433857	0.8224324	0.7758849	0.80279106	0.8663127	0.8698315	0.8823596	0.8061615	0.8831663	0.8562458	0.8859376	0.85793424	0.9076376	0.84318274	0.85371745	0.8533104	0.85738957	0.794818	0.8870435	0.8485464	0.8458821	0.8943458	0.90918726	0.7965554	0.87173504	0.879705	0.86486065	0.88681424	0.88916874	0.8305201	0.8221134	0.9167908	0.8358904	0.7509632	0.84119546	0.8710451	0.8788764	0.87944335	0.87978935	0.871299	0.8665924	0.83684736	0.855157	0.87764096	0.0	0.73413897	0.85374177	0.7942177	0.8323437	0.89760464	0.8551743	0.8451547	0.92707735	0.89081866	0.88704264	0.8444004	0.8706858	0.88665473	0.8474022	0.78746593	0.88987374	0.89690816	0.8357525	0.8939864
Ids/name	0.7853023	0.88945067	0.9195999	0.89898694	0.9014184	0.81526536	0.866459	0.93096364	0.8811546	0.87960094	0.89979094	0.9038509	0.88828695	0.9021819	0.8001549	0.9119045	0.8725754	0.8172778	0.9263779	0.91417986	0.92501104	0.8667233	0.9115733	0.8557063	0.89689183	0.91506714	0.8615194	0.8725334	0.8808366	0.8650776	0.94430256	0.904379	0.878276	0.90527654	0.91939795	0.9120943	0.8249108	0.8757091	0.8400182	0.85664326	0.87824607	0.90583074	0.82258284	0.85639995	0.89788896	0.89079386	0.89318705	0.9410011	0.88739896	0.879982	0.859719	0.88388366	0.9092735	0.8751184	0.903536	0.90537167	0.8735502	0.85615337	0.85806334	0.8262768	0.83177286	0.8599891	0.8854889	0.8894377	0.87085396	0.8373674	0.8573062	0.86154634	0.8723522	0.86831903	0.9318495	0.9213614	0.8923729	0.8591347	0.90196586	0.8470003	0.76085687	0.93359274	0.92543614	0.7537579	0.880918	0.8815088	0.8939918	0.8899979	0.87174785	0.90350467	0.8001156	0.8707643	0.8797258	0.8722193	0.8086668	0.8439442	0.907555	0.9118491	0.9024734	0.8933748	0.7899855	0.90255517	0.84952146	0.8491262	0.8442834	0.85604584	0.8716719	0.858263	0.8939988	0.9204062	0.77403146	0.86438286	0.90114576	0.90778273	0.8869446	0.8767774	0.9184524	0.8763962	0.87793505	0.8749658	0.80487615	0.8251085	0.8504772	0.87199616	0.89644915	0.8569342	0.8760816	0.8782116	0.8256992	0.87448865	0.90103734	0.73413897	0.0	0.88343173	0.9049285	0.8539096	0.91608083	0.8627906	0.81400675	0.93206835	0.9244275	0.89821154	0.8305587	0.8967057	0.9197114	0.8271332	0.83674777	0.90504825	0.91774935	0.84374833	0.8895569
vaak/adj	0.8743898	0.6391411	0.88252	0.67788625	0.75613976	0.74097323	0.75416213	0.9675116	0.66490203	0.85059047	0.71061146	0.8458272	0.7815786	0.781396	0.9585763	0.7820408	0.86078054	0.9443824	0.8547129	0.888788	0.7237606	0.61034083	0.6982949	0.8860603	0.72700405	0.72910774	0.6527375	0.5975685	0.8370297	0.8098147	0.7845643	0.9195603	0.8596318	0.8412299	0.77047294	0.7784852	0.8748605	0.6548064	0.85918224	0.66034234	0.77548003	0.8772963	0.65778685	0.8288225	0.6749159	0.7335365	0.83355516	0.8201138	0.73920906	0.6232203	0.8532854	0.80685955	0.8454227	0.83191836	0.8316679	0.7482089	0.7618575	0.7157673	0.82109976	0.84496486	0.84907997	0.73797685	0.80483073	0.75142366	0.7793548	0.6104148	0.6650075	0.7339205	0.94500977	0.71255046	0.80968094	0.7099922	0.7622535	0.7750881	0.85054874	0.74043006	0.92982274	0.9468118	0.85953414	0.9179467	0.7444711	0.66435564	0.6260521	0.7405273	0.6997793	0.7469113	0.8879725	0.7747215	0.5924528	0.65430146	0.90180475	0.9086108	0.64156246	0.73550475	0.76047015	0.65739167	0.9302374	0.82000846	0.67288524	0.8096367	0.87310255	0.9012394	0.7982936	0.8507228	0.68170387	0.7422476	0.816988	0.70031106	0.75007796	0.8984187	0.7565827	0.7050034	0.9229082	0.7926922	0.9322455	0.869591	0.68580806	0.7217213	0.830067	0.7328565	0.659578	0.7508852	0.72986966	0.75363624	0.9548149	0.83306336	0.83169603	0.85374177	0.88343173	0.0	0.7416074	0.82440996	0.8779515	0.9728059	0.9607519	0.7870126	0.75134397	0.5569904	0.95217323	0.81327486	0.7486119	0.71576726	0.88531184	0.75874364	0.8398784	0.7266243	0.6554849
politicus/noun	0.8892571	0.7856183	0.86999327	0.83733964	0.8159939	0.7149732	0.8715618	0.9169204	0.81909	0.8867917	0.8504342	0.85003686	0.85769737	0.883961	0.9029758	0.7412057	0.9071269	0.9338479	0.9013787	0.82141244	0.7674774	0.7508457	0.79711413	0.5826345	0.8213168	0.880264	0.77411264	0.7803836	0.8642729	0.8386991	0.87311596	0.6592202	0.77168095	0.836576	0.81328815	0.83157146	0.84842706	0.8397827	0.8092367	0.790314	0.7409291	0.6939101	0.6666414	0.7781887	0.803627	0.7058247	0.9013189	0.8435584	0.8469986	0.800327	0.9323573	0.5654658	0.78852934	0.77189535	0.9201896	0.84408563	0.8393278	0.754719	0.7890027	0.8808247	0.9347804	0.757799	0.8220285	0.8007118	0.80883664	0.75202227	0.78920364	0.8407345	0.75022924	0.78538847	0.8597454	0.85670066	0.811439	0.9035218	0.8723247	0.7991954	0.89138776	0.946677	0.9326683	0.89477634	0.7733542	0.7129402	0.7314207	0.7235439	0.7786373	0.8151501	0.8389983	0.7360036	0.76484275	0.80090636	0.9253261	0.89914024	0.7424107	0.8268037	0.8352319	0.8318553	0.85011196	0.8862368	0.8016031	0.6555191	0.84195805	0.6276665	0.7608926	0.79862463	0.83449525	0.7696856	0.81130785	0.8000733	0.8319124	0.90797186	0.8166278	0.7940755	0.9258333	0.8679948	0.93524754	0.6979307	0.7203918	0.8226095	0.6597002	0.8049642	0.7852684	0.78617275	0.89673686	0.9029722	0.8474921	0.936488	0.8624704	0.7942177	0.9049285	0.7416074	0.0	0.83800316	0.94046843	0.80516094	0.8870512	0.89116144	0.8469047	0.8071562	0.97075593	0.88255954	0.8297409	0.74144447	0.86686695	0.7985838	0.88523364	0.73788375	0.8380966
veld_slag/noun	0.81823266	0.8769146	0.91035587	0.86364555	0.8284478	0.82579005	0.86833525	0.8944902	0.8897594	0.808784	0.9048844	0.78306115	0.8369214	0.86803937	0.9097993	0.75378585	0.89657843	0.90393007	0.8820161	0.8253585	0.8509987	0.8545426	0.78922755	0.8204875	0.80951303	0.8399714	0.8055515	0.8755724	0.8064295	0.836319	0.896874	0.89992666	0.76190346	0.907711	0.84769255	0.87650454	0.88064474	0.8599181	0.8810364	0.8361622	0.8710971	0.8891926	0.84636784	0.87379843	0.8674756	0.8409015	0.8482581	0.88884693	0.8898721	0.8896419	0.8737045	0.85634303	0.86140114	0.8330806	0.81120247	0.83804953	0.8191839	0.864475	0.82746416	0.9026872	0.865729	0.8900412	0.82705873	0.8962659	0.862383	0.8619654	0.8786262	0.82440495	0.90988034	0.89438957	0.8440162	0.9102816	0.84297657	0.8782506	0.8887373	0.861469	0.9067005	0.89608	0.899495	0.87767124	0.90068704	0.8646412	0.8092631	0.87256765	0.8815752	0.8601694	0.86939234	0.84835905	0.82620907	0.8464775	0.8386883	0.8926676	0.8365244	0.78888524	0.8279891	0.887989	0.90172243	0.8616824	0.8899314	0.8707284	0.76765466	0.886101	0.8405336	0.8705086	0.87969416	0.86404073	0.8602007	0.87006766	0.88291883	0.7636982	0.91015977	0.8989899	0.8867711	0.80133843	0.87181103	0.8499794	0.8431388	0.84888226	0.8601594	0.9088902	0.8558891	0.8896905	0.86823016	0.8757347	0.89774823	0.8174544	0.84565556	0.8323437	0.8539096	0.82440996	0.83800316	0.0	0.84272087	0.9115529	0.9094785	0.90144056	0.8052428	0.8603866	0.85558295	0.915374	0.83409214	0.8560335	0.8553637	0.8274127	0.8969865	0.87823266	0.9006004
werk_dag/noun	0.8810695	0.8761066	0.9207884	0.9264609	0.9017211	0.9215686	0.8323196	0.830634	0.9092431	0.8175376	0.8660913	0.8841945	0.87862325	0.8798714	0.91806036	0.8918369	0.90342236	0.88227534	0.908263	0.71362245	0.9355709	0.8841589	0.9120558	0.93319976	0.92659944	0.63421655	0.87427646	0.87856597	0.89552057	0.8952929	0.9377235	0.91766256	0.8287475	0.9177816	0.91962695	0.93705004	0.86406183	0.8834711	0.9184368	0.87403977	0.8965122	0.93594337	0.87724996	0.88944197	0.9045593	0.8785637	0.87120306	0.92875385	0.9004556	0.8742188	0.65064895	0.88909745	0.880607	0.81260514	0.7511781	0.9242847	0.91829866	0.8698556	0.91365945	0.8821011	0.7759065	0.85400504	0.7841984	0.9130377	0.90385544	0.8711996	0.89771014	0.874766	0.94162506	0.89738476	0.8019754	0.9052203	0.844152	0.8334596	0.89529514	0.89054364	0.8974968	0.92211604	0.92318296	0.9064168	0.90548307	0.85346586	0.90788466	0.8729079	0.9207829	0.8391769	0.8939456	0.91696525	0.9160437	0.889621	0.8799458	0.91813445	0.7798392	0.89675546	0.8742908	0.9138412	0.9012876	0.8695998	0.88889307	0.91132593	0.89959836	0.9322761	0.8348794	0.88561815	0.9012322	0.87968546	0.912835	0.9087454	0.75821173	0.700825	0.79469955	0.9161984	0.75325614	0.80588025	0.91927296	0.9219763	0.8833116	0.8409406	0.91325355	0.92286247	0.9147438	0.9004477	0.90589046	0.7759273	0.93669045	0.530916	0.88401735	0.89760464	0.91608083	0.8779515	0.94046843	0.84272087	0.0	0.9454993	0.93366456	0.9328517	0.9008113	0.8845676	0.87440354	0.9189996	0.90736043	0.8802321	0.85583586	0.9127023	0.8748805	0.9197492	0.8796432
voorzitter/noun	0.9143726	0.9664943	0.91711557	0.9839987	0.9485192	0.8292016	0.9685317	0.77502966	0.9562825	0.9000426	0.9799557	0.8672108	0.9761256	0.98164314	0.5361123	0.910062	0.8037204	0.5744214	0.94276375	0.9215773	0.9444369	0.95410603	0.93423724	0.52400136	0.9311012	0.94167334	0.957958	0.98020107	0.8728382	0.89727616	0.962889	0.62129974	0.7992142	0.9474084	0.960994	0.93702346	0.6503587	0.9715039	0.69789934	0.9593898	0.96158814	0.73762035	0.9084301	0.6786913	0.962593	0.94382197	0.9641935	0.9778179	0.9681251	0.9831938	0.9744275	0.79104143	0.78711855	0.91118014	0.9607869	0.8789091	0.9370406	0.9562291	0.8187664	0.80794454	0.96433854	0.97381294	0.85153013	0.71767724	0.84606206	0.9493474	0.9160141	0.8918919	0.56720054	0.97528607	0.9542411	0.9732311	0.9595185	0.9806417	0.9469293	0.96115494	0.6778703	0.90038073	0.98295003	0.72996867	0.9670789	0.9420146	0.9518168	0.7903633	0.94130874	0.96401286	0.7105011	0.9243769	0.96983314	0.96367675	0.8804155	0.8584474	0.9846691	0.92626816	0.9515295	0.9854297	0.577783	0.963283	0.9636377	0.7998158	0.8904709	0.4982161	0.78382546	0.7725084	0.97193885	0.93999165	0.79129136	0.889287	0.9753917	0.9152233	0.9487137	0.9602873	0.92531294	0.8984636	0.73235	0.8167122	0.86915624	0.97393775	0.69121754	0.9646952	0.96766704	0.96496505	0.96010184	0.99000484	0.5819497	0.97957724	0.91333514	0.8551743	0.8627906	0.9728059	0.80516094	0.9115529	0.9454993	0.0	0.55970514	0.965036	0.9583379	0.9805887	0.8222246	0.9614791	0.95598054	0.9595171	0.7970075	0.9103657	0.9553007	0.91240966	0.96474344
Frank/name	0.85476005	0.96697235	0.92490745	0.96668	0.96197337	0.77470493	0.9648304	0.83668476	0.9444162	0.9057803	0.978764	0.84641457	0.9784763	0.97904503	0.39332968	0.956077	0.7994053	0.53609437	0.9272944	0.9393498	0.9485355	0.9480244	0.9315515	0.6970389	0.9377848	0.9576793	0.9422995	0.95680404	0.88254285	0.8450572	0.969977	0.7598871	0.8027168	0.9665834	0.9623474	0.94183666	0.6170535	0.954985	0.6665381	0.9693753	0.946671	0.7728926	0.9315704	0.72284096	0.9621813	0.9288479	0.96305573	0.9735452	0.9441766	0.9740721	0.92885745	0.85658413	0.85273415	0.917436	0.9683249	0.8673368	0.9237188	0.9186352	0.7528318	0.786674	0.9544937	0.96179944	0.88078195	0.75625944	0.84230256	0.942399	0.90628564	0.8911633	0.61986744	0.9681752	0.94422317	0.97573686	0.9373765	0.9492958	0.96395785	0.95234394	0.5093327	0.79929996	0.96838033	0.53378826	0.9473208	0.94750017	0.9558894	0.83273214	0.93180573	0.94645786	0.7132131	0.94455874	0.9530751	0.9462866	0.83216655	0.8406736	0.97385997	0.93129086	0.8996198	0.968233	0.540003	0.92154515	0.9463165	0.8404309	0.8353356	0.6110989	0.843111	0.78287596	0.9764535	0.9385064	0.6885004	0.8819616	0.97309625	0.87930477	0.9400974	0.94743496	0.93786526	0.87128437	0.7000182	0.8506371	0.8712103	0.96339	0.77912515	0.9548455	0.95727813	0.9613147	0.9332749	0.97804075	0.42213058	0.9687941	0.8905578	0.8451547	0.81400675	0.9607519	0.8870512	0.9094785	0.93366456	0.55970514	0.0	0.9630575	0.95757097	0.96724856	0.8105368	0.965912	0.9228641	0.9557713	0.70682204	0.87794334	0.94476587	0.90370303	0.95736414
niks/noun	0.90944284	0.7349646	0.84805506	0.7860543	0.89559376	0.9285292	0.7417432	0.98180515	0.7275203	0.9135686	0.66802406	0.9483711	0.9051661	0.64647436	0.9394777	0.8932152	0.9251884	0.9551989	0.92642814	0.9472193	0.82774454	0.6836597	0.90309924	0.95141894	0.78866017	0.917152	0.80813605	0.7135875	0.95749354	0.9154052	0.14758962	0.9396103	0.92272455	0.862854	0.89765704	0.44265163	0.9061817	0.75177205	0.91898865	0.757627	0.8874488	0.9024885	0.7794593	0.9281566	0.7660157	0.8240664	0.90026474	0.8847532	0.7760647	0.595266	0.85339504	0.90408444	0.9334675	0.88358057	0.91637266	0.90870863	0.85517305	0.76209116	0.90591156	0.88588774	0.9215015	0.7193389	0.90419126	0.86157274	0.8566837	0.6589876	0.7857296	0.72634685	0.9265205	0.6070463	0.90967906	0.43392646	0.9124929	0.80810726	0.9041476	0.78528583	0.9481667	0.98827	0.8927013	0.94997716	0.6193252	0.6967986	0.8996932	0.9213576	0.7788583	0.91179615	0.9006813	0.88786817	0.8393806	0.7490698	0.91868603	0.92774516	0.8248028	0.89874864	0.89086676	0.6799129	0.9493219	0.88454837	0.5693033	0.87946635	0.9108677	0.93748194	0.8907381	0.8785076	0.6142086	0.88226396	0.8782327	0.7072884	0.78109366	0.95475805	0.67908156	0.63168246	0.9279406	0.85966605	0.97684234	0.9229691	0.740323	0.6484858	0.8944464	0.6759905	0.6251544	0.70761204	0.7265671	0.92850345	0.97995955	0.9338303	0.90456116	0.92707735	0.93206835	0.7870126	0.89116144	0.90144056	0.9328517	0.965036	0.9630575	0.0	0.836267	0.7098019	0.95387673	0.8878382	0.89831024	0.6321926	0.93046314	0.8995111	0.9163283	0.7555119	0.7297244
detail/noun	0.9145882	0.7579882	0.8964615	0.8341565	0.8474823	0.87488854	0.783461	0.94941485	0.8107971	0.8921148	0.82152516	0.80693835	0.8018912	0.7710941	0.959025	0.77334785	0.9007345	0.95390666	0.8450988	0.917874	0.73631227	0.76587725	0.6473076	0.91785187	0.8518978	0.8668909	0.848409	0.8234886	0.9009352	0.8637538	0.78921264	0.904229	0.8042164	0.8526098	0.78442943	0.7877624	0.9008824	0.8325738	0.8890341	0.7484844	0.84709966	0.92777705	0.78567445	0.9061388	0.7684504	0.73243004	0.8728324	0.8760975	0.8330817	0.7739234	0.9062381	0.8096126	0.77083474	0.8367155	0.8778623	0.69265497	0.7782121	0.8101165	0.85355896	0.9101776	0.88993	0.8248305	0.85297	0.8861113	0.8281944	0.78509676	0.828991	0.896977	0.9353053	0.7862197	0.86102766	0.7685854	0.89485455	0.88058937	0.8793956	0.83784735	0.9521337	0.9451333	0.85990256	0.9300873	0.81794596	0.7677121	0.7654459	0.88506895	0.8243226	0.89240384	0.8962716	0.840374	0.7995634	0.8134923	0.922324	0.9308843	0.8208064	0.7348	0.762613	0.81053853	0.9266504	0.8183242	0.8262676	0.8750369	0.86443067	0.9259305	0.731618	0.86355937	0.7693328	0.7734012	0.85315496	0.76479936	0.8376582	0.89412254	0.799299	0.80714935	0.9196371	0.9060099	0.8784373	0.8661674	0.79267454	0.79648346	0.8976004	0.82753754	0.7596036	0.80263376	0.8859167	0.88662547	0.9528947	0.8858594	0.85800236	0.89081866	0.9244275	0.75134397	0.8469047	0.8052428	0.9008113	0.9583379	0.95757097	0.836267	0.0	0.76944405	0.9494337	0.9146396	0.80313534	0.8017479	0.9050484	0.78831923	0.9124855	0.818419	0.8318637
veel/adj	0.889384	0.67216134	0.85396856	0.769493	0.73417366	0.8450176	0.7267783	0.9731485	0.67504585	0.8928529	0.71943367	0.9037007	0.84271973	0.7557427	0.9547236	0.84502935	0.89979154	0.9573912	0.91186166	0.8824202	0.7950417	0.6099767	0.80015486	0.92435336	0.71561384	0.8106557	0.7262352	0.6022017	0.88363993	0.87908477	0.722081	0.93236226	0.9042955	0.820246	0.87121177	0.73406625	0.9139738	0.6630268	0.8917575	0.6911707	0.7512241	0.90034574	0.7531779	0.89299405	0.6219765	0.75170046	0.84693736	0.8638426	0.6889128	0.6550573	0.7899132	0.878438	0.9046371	0.8280523	0.8305035	0.86134183	0.79683715	0.7543977	0.8806433	0.88701016	0.89427596	0.73288953	0.8287506	0.86546504	0.86047363	0.6789234	0.7313325	0.7987735	0.9486832	0.7035854	0.8272493	0.63634276	0.86334145	0.7845762	0.8236923	0.76338655	0.9430696	0.98014224	0.9017286	0.9437501	0.7350087	0.6783651	0.5887507	0.83052135	0.81530917	0.8651817	0.88760257	0.8209204	0.7219111	0.7394824	0.89645153	0.89407796	0.68640304	0.7325398	0.812604	0.65434706	0.95914704	0.8436409	0.63742626	0.879538	0.8942754	0.92583275	0.801001	0.8734911	0.6667869	0.7972408	0.83267295	0.73523927	0.5336353	0.9149515	0.77660453	0.6942332	0.9515064	0.8792069	0.96744025	0.9119593	0.7620722	0.64989847	0.88975114	0.71417165	0.37750512	0.7002089	0.7036946	0.8086464	0.9732138	0.8704676	0.8264368	0.88704264	0.89821154	0.5569904	0.8071562	0.8603866	0.8845676	0.9805887	0.96724856	0.7098019	0.76944405	0.0	0.9424796	0.8552151	0.79150563	0.64397794	0.9201399	0.8320553	0.8847248	0.8040675	0.7697959
5-1/num	0.74378324	0.9699828	0.9585268	0.9557439	0.93752575	0.93589675	0.90700847	0.89359844	0.9590203	0.9163381	0.9612398	0.8961757	0.9637875	0.9446973	0.77097344	0.9685887	0.8816637	0.62699926	0.9539287	0.85347617	0.96956253	0.9467713	0.9442558	0.9041837	0.91621953	0.94489706	0.8809888	0.9431546	0.8119061	0.92653286	0.97572017	0.9566526	0.93260115	0.9602578	0.94810694	0.96405864	0.81998634	0.94701004	0.90591127	0.92569816	0.9475021	0.92564344	0.9497872	0.92794484	0.93641895	0.96119654	0.9409551	0.9593896	0.9433932	0.9559233	0.7946761	0.9584926	0.9522524	0.90418243	0.8980522	0.95777535	0.93922925	0.95864195	0.8919841	0.8969386	0.8859047	0.9501809	0.91877866	0.9177089	0.92996985	0.94408673	0.9372944	0.88695526	0.90870404	0.94476205	0.9567883	0.9674377	0.9267502	0.9142738	0.9601331	0.9171088	0.7353252	0.88398445	0.96505547	0.7528502	0.9678283	0.9482248	0.9420268	0.9294096	0.9485368	0.91791445	0.81425506	0.95488065	0.94937617	0.9390839	0.7486056	0.8980992	0.96306074	0.92211455	0.9288658	0.93717635	0.80099905	0.94005316	0.9461873	0.92803854	0.90519065	0.91434723	0.93656516	0.91644907	0.9511929	0.94142985	0.8342868	0.9346027	0.94255805	0.90498483	0.9434644	0.9549096	0.92686534	0.8681135	0.9116242	0.94568086	0.92440355	0.8974403	0.9001934	0.9527294	0.92797476	0.9208402	0.9183241	0.95319545	0.79384714	0.93822545	0.8965104	0.8444004	0.8305587	0.95217323	0.97075593	0.85558295	0.87440354	0.8222246	0.8105368	0.95387673	0.9494337	0.9424796	0.0	0.9463854	0.96642333	0.9201989	0.8049462	0.9204709	0.93858945	0.94875544	0.9536997
het/adj	0.8882634	0.8209683	0.8685908	0.86599576	0.8988216	0.8543168	0.8295722	0.9354089	0.84636486	0.8857888	0.86100256	0.91249305	0.88456863	0.8861154	0.9687005	0.92741287	0.9126963	0.9676243	0.904313	0.9127548	0.8933564	0.79216945	0.8979794	0.9428526	0.90904486	0.87372494	0.82981277	0.8160322	0.89215183	0.84030986	0.90383023	0.91854686	0.94909656	0.88287073	0.9089966	0.8625531	0.9252911	0.8483813	0.8986043	0.85787237	0.84054005	0.9012691	0.7682835	0.91485137	0.8404008	0.8526943	0.9214563	0.9055727	0.832317	0.77320707	0.87828887	0.8963737	0.91594243	0.8568235	0.8735823	0.9136092	0.9007762	0.7688037	0.8788036	0.9093698	0.87633705	0.7995744	0.8788115	0.91930175	0.88170016	0.76149607	0.8180188	0.7940786	0.94042814	0.8084284	0.91226256	0.8607464	0.91577166	0.8273913	0.8919714	0.83407927	0.94062746	0.93312603	0.9346569	0.9305265	0.84542173	0.79012984	0.81324005	0.9104352	0.7979698	0.8919434	0.9029912	0.8473463	0.86253595	0.848219	0.9062611	0.9377048	0.8379765	0.90578365	0.8595419	0.8038188	0.9369387	0.86319894	0.7694484	0.8751037	0.8548039	0.9438888	0.87522095	0.91434455	0.8561122	0.88815403	0.8776983	0.8884205	0.85616785	0.89683574	0.7536242	0.79258776	0.8411375	0.79457235	0.9703175	0.8956399	0.7432622	0.8153227	0.88177556	0.7991706	0.8434955	0.8355771	0.8835799	0.8846672	0.94454026	0.90403813	0.90273046	0.8706858	0.8967057	0.81327486	0.88255954	0.915374	0.9189996	0.9614791	0.965912	0.8878382	0.9146396	0.8552151	0.9463854	0.0	0.8786265	0.81941557	0.90040565	0.9170254	0.9377261	0.80099654	0.8107969
muziek/noun	0.90851784	0.80803144	0.93670505	0.746469	0.87310594	0.7825434	0.90649784	0.9013035	0.80635244	0.8433042	0.8513887	0.72122777	0.81943023	0.8335208	0.9442207	0.85215217	0.8680568	0.940645	0.82303244	0.93151367	0.7317703	0.7855343	0.69252753	0.8501583	0.83932495	0.846652	0.827617	0.75811017	0.8397317	0.7320029	0.9147605	0.93597853	0.8746673	0.90760446	0.9063217	0.8965013	0.88897276	0.8021309	0.71739125	0.7897187	0.6490276	0.94060385	0.8629378	0.84499097	0.78165984	0.7716931	0.84582597	0.85851586	0.8250245	0.7576185	0.92688674	0.9255803	0.8943918	0.8177527	0.8995171	0.5765928	0.6585599	0.848317	0.8068483	0.8791496	0.91282296	0.81145823	0.87659526	0.8973006	0.81979465	0.8047466	0.85977435	0.8929862	0.967756	0.8863285	0.8124316	0.82090724	0.88986677	0.8605146	0.90535873	0.859443	0.9271924	0.80238944	0.8461178	0.86232686	0.90012896	0.8491813	0.7291639	0.84550583	0.8406211	0.8343955	0.9396421	0.861439	0.79131305	0.75724554	0.9360453	0.9512687	0.8167864	0.6401088	0.4655764	0.8429839	0.8985295	0.5737319	0.8174331	0.90628713	0.6653736	0.94304484	0.8294265	0.9227214	0.8362268	0.8481266	0.9014422	0.8818258	0.84732604	0.6093299	0.8562773	0.8200591	0.96366936	0.9243235	0.87087625	0.9252902	0.8433337	0.8627651	0.9224382	0.8406971	0.8264924	0.8629688	0.8758364	0.91426224	0.88224554	0.91782266	0.79761994	0.88665473	0.9197114	0.7486119	0.8297409	0.83409214	0.90736043	0.95598054	0.9228641	0.89831024	0.80313534	0.79150563	0.96642333	0.8786265	0.0	0.85613644	0.8455551	0.6650326	0.8890304	0.8636939	0.8764969
