	Hewitt/name	alleen/adj	eraan/pp	alsof/comp	blijf/adj	als/prep	nog/adv	Nationaal/name	lief/adj	kerst_avond/noun	maar/adv	documentaire/noun	plek/noun	alles/noun	Eddy/name	discussie/noun	Lily/name	Michiels/name	versregel/noun	inwoner/noun	woord/noun	ook/adv	passage/noun	voorman/noun	bitter/adj	dagelijks/adj	zelfs/adv	altijd/adv	uit/prep	Madonna/name	niets/noun	minister-president/noun	gesprek/noun	daaraan/pp	feit/noun	niets/adv	Ria/name	alleen/adv	producer/noun	die/det	publiek/noun	Blok/name	zij/pron	mentor/noun	zo/adv	lezer/noun	acht_baan/noun	geweeklaag/noun	goed/adj	je/pron	amper/adv	bewindsman/noun	nota/noun	tv_kijker/noun	periode/noun	tekst/noun	magie/noun	wie/pron	Von/name	Marja/name	laat/adj	iedereen/pron	Ten/adv	dokter/noun	voornaam/noun	ze/pron	graag/adv	toen/adv	SP/name	niet/adv	les/noun	iets/noun	man/noun	weer/adv	aan/prep	ons/noun	Bram/name	The/name	kast/noun	Mike/name	niemand/pron	men/pron	vooral/adv	leraar/noun	haar/pron	meisje/noun	Croes/name	zich/pron	duur_voort/adj	opeens/adv	Grosjean/name	Tomislav/name	mens/noun	levendig/adj	song/noun	misschien/adv	Gerard/name	plaat/noun	ik/pron	Rosenmöller/name	klassieker/noun	partij_genoot/noun	voorts/adv	Lamine/name	dat/det	correct/adj	Rijkaard/name	achteraf/pp	meer/adj	concert/noun	u/pron	mij/pron	geleden/adj	toen/comp	foto/noun	Clinton/name	hij/pron	we/pron	VVD'er/noun	me/pron	weinig/adj	ons/pron	gelukkig/adj	lang/adj	Robert/name	dag/noun	begin_periode/noun	atlete/noun	Ids/name	vaak/adj	politicus/noun	veld_slag/noun	werk_dag/noun	voorzitter/noun	Frank/name	niks/noun	detail/noun	veel/adj	5-1/num	het/adj	muziek/noun	wij/pron	Charlotte/name	satire/noun	café_bezoeker/noun	hem/pron	eens/adv
maar/adv	0.89455277	0.6656547	0.8481954	0.72430587	0.87391603	0.8954824	0.58046776	0.9871813	0.6439643	0.87521684	0.0	0.92567164	0.8796417	0.71382105	0.9646139	0.8668691	0.91357195	0.97258973	0.86917543	0.8946737	0.7531832	0.67354774	0.85051626	0.9465944	0.79197717	0.86774826	0.7031319	0.6219631	0.91633546	0.8853898	0.72931224	0.94218713	0.9131594	0.8452245	0.87836915	0.75568134	0.89291793	0.6087314	0.92080295	0.70654786	0.82817924	0.8991194	0.7536978	0.90806854	0.6695298	0.7844393	0.8596708	0.8794399	0.7526117	0.5239779	0.72738177	0.878971	0.93023443	0.8408506	0.8782622	0.8635756	0.8311081	0.6913825	0.8969024	0.8749495	0.8275277	0.661206	0.8427078	0.8624446	0.824142	0.60592985	0.78173953	0.7213109	0.9371578	0.61443615	0.8713726	0.669828	0.85661256	0.7100046	0.9164264	0.7232388	0.94811475	0.9822227	0.8710657	0.95293653	0.7043284	0.66117954	0.8296046	0.8926116	0.75107294	0.8431497	0.9129011	0.8678093	0.79570335	0.72139156	0.9097259	0.9131832	0.7257787	0.8576412	0.8136409	0.5635911	0.96144557	0.83188367	0.538648	0.8560577	0.9035666	0.93338954	0.8711705	0.8937782	0.60640657	0.8328332	0.84991115	0.72345567	0.7595414	0.91157025	0.6811732	0.6334734	0.8700012	0.8489907	0.96947414	0.916511	0.70485336	0.5852641	0.8571254	0.66966736	0.7514051	0.6965219	0.6837507	0.7818964	0.98285186	0.8213237	0.8867369	0.8976808	0.89979094	0.71061146	0.8504342	0.9048844	0.8660913	0.9799557	0.978764	0.66802406	0.82152516	0.71943367	0.9612398	0.86100256	0.8513887	0.6206604	0.9286287	0.84237427	0.8966476	0.7492306	0.590096
documentaire/noun	0.8781979	0.89583206	0.9432328	0.8839916	0.88209563	0.8082739	0.92602813	0.84728754	0.90491587	0.8383331	0.92567164	0.0	0.8839901	0.9137589	0.8712294	0.82727945	0.84039223	0.86188316	0.843408	0.93971556	0.8644504	0.8671688	0.75039434	0.7902319	0.8741056	0.8184213	0.8925546	0.9075269	0.83298177	0.7302965	0.9341707	0.89358115	0.7328053	0.92112255	0.88203084	0.91094303	0.8426672	0.90634364	0.67149866	0.88131577	0.83828515	0.9171962	0.8954581	0.8302525	0.8861349	0.83938694	0.8781574	0.94331074	0.92183185	0.92091787	0.92780304	0.87215924	0.8266866	0.7819618	0.8695325	0.7583581	0.8103524	0.90077937	0.73368967	0.8610797	0.8806881	0.92752373	0.87967956	0.8798939	0.835291	0.91188437	0.90118384	0.9087381	0.9280623	0.94365394	0.8329867	0.9091482	0.91717845	0.92838854	0.9124129	0.91738045	0.8489437	0.6038784	0.91372013	0.76958805	0.9454147	0.91062903	0.85307264	0.8910067	0.89240265	0.8836843	0.9083272	0.8889951	0.8637787	0.878861	0.91050833	0.94116807	0.91092616	0.7792499	0.69637537	0.9163518	0.7958605	0.7484354	0.9379856	0.8702959	0.6743821	0.90064514	0.7910568	0.90588456	0.9118855	0.8876232	0.87400883	0.90339375	0.918102	0.69717485	0.9019803	0.9294224	0.9254937	0.8952006	0.77636755	0.8566846	0.8765783	0.92430353	0.8952114	0.93696326	0.87255967	0.9324968	0.9271599	0.903474	0.7512112	0.89850396	0.85567963	0.84652287	0.9038509	0.8458272	0.85003686	0.78306115	0.8841945	0.8672108	0.84641457	0.9483711	0.80693835	0.9037007	0.8961757	0.91249305	0.72122777	0.9227917	0.7788341	0.642835	0.9369699	0.9117743	0.9163793
plek/noun	0.8908704	0.8341067	0.9348571	0.79287493	0.8547058	0.82683563	0.8498827	0.9324293	0.80715126	0.8530669	0.8796417	0.8839901	0.0	0.8543306	0.9819454	0.8925775	0.90081465	0.96512735	0.8784402	0.8772033	0.8257749	0.8371366	0.76172936	0.9118595	0.88150066	0.85511583	0.82428694	0.77072227	0.87964535	0.86163056	0.9125291	0.95377374	0.9176117	0.913184	0.8961522	0.9064055	0.90733206	0.8671488	0.90517795	0.8110942	0.8242081	0.9587202	0.835008	0.8972409	0.78262997	0.82818925	0.82114017	0.90720534	0.88843024	0.77180576	0.89281136	0.89731085	0.8947234	0.8634655	0.80927944	0.85882545	0.81204134	0.82981044	0.8738579	0.88688654	0.8640568	0.81604254	0.8546007	0.90668315	0.85646176	0.769414	0.8420734	0.8859639	0.9753266	0.88442975	0.918512	0.82113165	0.8246765	0.8127829	0.8848657	0.8355508	0.9527717	0.96668315	0.77394503	0.9368001	0.86219454	0.8311294	0.85089266	0.8981207	0.8202382	0.81405264	0.9104589	0.8692412	0.83089197	0.77458256	0.89538413	0.93858415	0.76169926	0.7768328	0.79747707	0.82884127	0.9579869	0.7839637	0.8419694	0.9260239	0.8427511	0.93670166	0.8451826	0.9144531	0.864376	0.9074912	0.8860901	0.89155936	0.8737428	0.86197144	0.8663169	0.85188156	0.9114015	0.8731131	0.9179537	0.9392714	0.83293134	0.82849705	0.8933055	0.8672248	0.87650174	0.85275495	0.8788395	0.8620516	0.96791255	0.80002266	0.89547163	0.8773212	0.88828695	0.7815786	0.85769737	0.8369214	0.87862325	0.9761256	0.9784763	0.9051661	0.8018912	0.84271973	0.9637875	0.88456863	0.81943023	0.8519382	0.90276253	0.86113846	0.8704456	0.8635573	0.87670434
alles/noun	0.90873057	0.73796993	0.835288	0.69400775	0.890671	0.925906	0.7433792	0.96776253	0.7308123	0.8550068	0.71382105	0.9137589	0.8543306	0.0	0.96828383	0.8704037	0.9191236	0.9636791	0.8844429	0.9443313	0.8051503	0.7280959	0.85436034	0.95368034	0.8675165	0.86618507	0.7975451	0.6489037	0.92829925	0.87442493	0.6529523	0.9438717	0.8894158	0.856249	0.8489582	0.7131033	0.90005106	0.79054224	0.9077632	0.7151499	0.8451772	0.91859436	0.73797846	0.9081164	0.6838205	0.81994534	0.86579514	0.8840066	0.7536888	0.5813622	0.8808362	0.8799033	0.904997	0.8743774	0.9149961	0.8435301	0.789409	0.7791518	0.8704974	0.903096	0.9091932	0.5956942	0.867233	0.87429434	0.86454993	0.5980686	0.8003824	0.74669766	0.93893737	0.664168	0.8853761	0.61495197	0.8946298	0.70012856	0.90047956	0.7380779	0.96731156	0.9798457	0.80374527	0.9506916	0.6960262	0.6796981	0.8733027	0.9111573	0.7530407	0.90230125	0.9135189	0.81126934	0.78048384	0.71412146	0.91894567	0.9143363	0.78064746	0.859583	0.82778096	0.75242853	0.9603842	0.8392173	0.6381712	0.8771463	0.8825381	0.9343341	0.8479156	0.8834229	0.6370579	0.8022838	0.8799119	0.7446878	0.8391726	0.91819036	0.73000574	0.7055609	0.93273735	0.85548884	0.9402391	0.9149964	0.70643735	0.6069641	0.8951424	0.7148402	0.8000711	0.7057788	0.7322907	0.87155825	0.9815222	0.86730933	0.89235276	0.89435875	0.9021819	0.781396	0.883961	0.86803937	0.8798714	0.98164314	0.97904503	0.64647436	0.7710941	0.7557427	0.9446973	0.8861154	0.8335208	0.64464843	0.93540734	0.86335385	0.8996884	0.7535979	0.72281337
Eddy/name	0.8333812	0.95752895	0.9135274	0.9642548	0.95821625	0.82206774	0.95198166	0.89682317	0.93884677	0.8780187	0.9646139	0.8712294	0.9819454	0.96828383	0.0	0.9698988	0.78631353	0.4264698	0.9103879	0.89681816	0.9520774	0.93979144	0.941801	0.73845804	0.93049085	0.9506856	0.9404957	0.9519672	0.844623	0.8650042	0.95925987	0.7935801	0.855176	0.9616017	0.9466347	0.9590465	0.562155	0.9474241	0.7051855	0.960856	0.93403447	0.7946942	0.9190427	0.69874865	0.96089435	0.93292534	0.9420475	0.9717403	0.94156486	0.9616636	0.8915153	0.90148115	0.8988368	0.9055089	0.96735185	0.8719171	0.92975557	0.91994494	0.7845404	0.80443215	0.9324555	0.9465828	0.85919464	0.70317876	0.8386928	0.9265013	0.9063806	0.8789853	0.64894176	0.9584959	0.9419634	0.956941	0.8988204	0.95020187	0.95442754	0.9336403	0.4579057	0.8921901	0.96677417	0.5287136	0.9403451	0.94094384	0.95564467	0.80672514	0.9158642	0.9290165	0.6610398	0.9504686	0.9601724	0.94925165	0.76324075	0.8163066	0.96338147	0.93542737	0.9338249	0.9651012	0.5297999	0.93956363	0.93153226	0.86833	0.84205645	0.65373755	0.83743083	0.78728527	0.9623863	0.94156307	0.8130461	0.8554493	0.9493417	0.88560194	0.93264806	0.92618304	0.92398024	0.8767949	0.68598616	0.90176547	0.8643654	0.94370836	0.8127168	0.9335177	0.9483606	0.94182175	0.905978	0.9714184	0.4554851	0.9561218	0.89753175	0.8265661	0.8001549	0.9585763	0.9029758	0.9097993	0.91806036	0.5361123	0.39332968	0.9394777	0.959025	0.9547236	0.77097344	0.9687005	0.9442207	0.9398071	0.7007805	0.91512156	0.92251354	0.8997861	0.93724626
discussie/noun	0.9255978	0.8173674	0.90051425	0.8859503	0.79269886	0.844898	0.83764434	0.9303424	0.86905414	0.90703434	0.8668691	0.82727945	0.8925775	0.8704037	0.9698988	0.0	0.9275662	0.9649773	0.91760087	0.92426705	0.82031465	0.79168886	0.773142	0.8488873	0.81161624	0.8780966	0.84303015	0.8422226	0.923067	0.9072267	0.86191726	0.8252506	0.5996122	0.8103588	0.82953316	0.82501906	0.9196327	0.8478506	0.9296745	0.7817673	0.8356807	0.8123534	0.8212675	0.9067962	0.84012944	0.81981754	0.8915376	0.8504927	0.87906766	0.8736065	0.9318931	0.7269164	0.71062315	0.8906355	0.86351466	0.8317559	0.85378325	0.89167154	0.8805021	0.908367	0.92775875	0.8496454	0.85133183	0.93152654	0.89856833	0.86701316	0.8626207	0.89252096	0.82550836	0.8490404	0.8256242	0.8514017	0.9427062	0.84832543	0.8662759	0.868832	0.95250744	0.9780263	0.91526145	0.9590069	0.8799091	0.79025286	0.80302	0.88725406	0.89776194	0.94510573	0.9088463	0.7903006	0.79981816	0.8367156	0.9434681	0.93776536	0.87335545	0.78639364	0.8522687	0.8738437	0.94132334	0.89309186	0.88566875	0.72890687	0.9006236	0.813494	0.8008274	0.86870134	0.8211893	0.7749387	0.8662843	0.8528841	0.857067	0.883344	0.89998084	0.8692821	0.9334201	0.9083572	0.9667053	0.8576635	0.8677934	0.84776103	0.8006198	0.8858932	0.83258104	0.86644995	0.9043737	0.8866188	0.9652127	0.89907694	0.87877905	0.9288727	0.9119045	0.7820408	0.7412057	0.75378585	0.8918369	0.910062	0.956077	0.8932152	0.77334785	0.84502935	0.9685887	0.92741287	0.85215217	0.8281754	0.9343303	0.79855216	0.91317785	0.88445854	0.89763427
Lily/name	0.8321473	0.8949354	0.9134817	0.8613951	0.8993097	0.8517619	0.90062845	0.90627706	0.852475	0.8219619	0.91357195	0.84039223	0.90081465	0.9191236	0.78631353	0.9275662	0.0	0.79628956	0.89501035	0.9023578	0.89271	0.8950944	0.8681796	0.84083664	0.87347776	0.89915895	0.8783467	0.8798493	0.86152315	0.737568	0.92956483	0.89058805	0.87786627	0.9376628	0.9246321	0.9195329	0.7123261	0.9056076	0.7429386	0.87176424	0.8709065	0.92235494	0.79811853	0.81180817	0.85881346	0.8666943	0.8893162	0.90477633	0.89561945	0.8581879	0.8852232	0.9146811	0.92302155	0.8822711	0.9059914	0.8454239	0.85831934	0.8442197	0.7943089	0.79519826	0.914459	0.88048375	0.8955268	0.8157842	0.8222824	0.7826142	0.872463	0.8447883	0.88041973	0.902867	0.9273435	0.9020456	0.8180541	0.8830002	0.914662	0.8550314	0.8043613	0.79959	0.92595327	0.7680916	0.8937851	0.8907761	0.8918088	0.85137874	0.7753081	0.7891036	0.8394767	0.8925321	0.8810777	0.8491639	0.8586693	0.8866921	0.86688864	0.857496	0.81913215	0.91213936	0.78135663	0.85207003	0.851761	0.8774666	0.8078157	0.8449651	0.8799363	0.8805721	0.90663177	0.9233651	0.87832	0.8951896	0.9215604	0.8587632	0.8699043	0.86866564	0.9043083	0.8312879	0.8430597	0.88864195	0.7951397	0.8611388	0.88505805	0.86612695	0.91925603	0.8853506	0.85730493	0.9200904	0.75024295	0.897763	0.87560356	0.8494729	0.8725754	0.86078054	0.9071269	0.89657843	0.90342236	0.8037204	0.7994053	0.9251884	0.9007345	0.89979154	0.8816637	0.9126963	0.8680568	0.86207455	0.6743555	0.8448205	0.8935157	0.84008443	0.8903426
Michiels/name	0.7977535	0.9561598	0.92881614	0.95730406	0.9425363	0.87607443	0.94059986	0.90159583	0.9513303	0.8747239	0.97258973	0.86188316	0.96512735	0.9636791	0.4264698	0.9649773	0.79628956	0.0	0.91118294	0.87925726	0.9515637	0.94968224	0.92686826	0.7537784	0.9282372	0.94342095	0.92741096	0.95523167	0.8346571	0.852976	0.9608796	0.82956433	0.8734871	0.95769924	0.9509289	0.96126646	0.62954396	0.9511863	0.69214875	0.9464509	0.9417858	0.82253635	0.9253033	0.7613181	0.9657644	0.94399184	0.9445518	0.9705768	0.9509607	0.9701979	0.86298525	0.92998624	0.9133152	0.8980416	0.9476269	0.85730296	0.9215204	0.9380675	0.77853835	0.83562386	0.9334485	0.95985407	0.85813713	0.7586221	0.8465264	0.9398043	0.91276675	0.9000522	0.6950758	0.9584267	0.93198764	0.9649766	0.91060007	0.9410881	0.94517756	0.9311018	0.5102073	0.86678404	0.9609699	0.573811	0.94156086	0.9448867	0.9410912	0.8234906	0.93851477	0.9111451	0.64393693	0.9490372	0.95233047	0.95021904	0.74581575	0.8544395	0.95772594	0.92309713	0.91747564	0.9679035	0.6045558	0.9349128	0.95323217	0.89415586	0.8815171	0.69097126	0.84188485	0.81585056	0.97294295	0.9298296	0.854452	0.9115682	0.9407476	0.87269944	0.9269828	0.9529344	0.9356165	0.87284434	0.65676665	0.93410504	0.89623976	0.93847096	0.8475098	0.9590722	0.9507692	0.94528043	0.9171498	0.9594346	0.5832194	0.9401195	0.9014764	0.8513055	0.8172778	0.9443824	0.9338479	0.90393007	0.88227534	0.5744214	0.53609437	0.9551989	0.95390666	0.9573912	0.62699926	0.9676243	0.940645	0.9403928	0.6760042	0.8902705	0.92296416	0.93576455	0.95462346
versregel/noun	0.9173695	0.8995436	0.9346318	0.8718705	0.91624904	0.91662073	0.8873929	0.95783705	0.8953806	0.9209687	0.86917543	0.843408	0.8784402	0.8844429	0.9103879	0.91760087	0.89501035	0.91118294	0.0	0.92604333	0.7649581	0.87753683	0.7606026	0.9177156	0.8862214	0.9104565	0.8767001	0.8819882	0.8922304	0.8752732	0.919131	0.9399928	0.900039	0.94257367	0.9318381	0.90655464	0.9251238	0.89933735	0.891868	0.859812	0.8969659	0.94444823	0.8763049	0.8881473	0.86131436	0.80958325	0.9100782	0.911843	0.8995552	0.8447232	0.9189335	0.9039107	0.88210714	0.87504363	0.91500485	0.722836	0.8635918	0.87772846	0.8497093	0.90251976	0.9195901	0.8959776	0.90519494	0.9053524	0.8318107	0.8478674	0.9055693	0.9156741	0.9570175	0.9129526	0.88160765	0.8641058	0.9189076	0.8880732	0.93271905	0.90521574	0.92428994	0.89665073	0.8952442	0.9197617	0.92106295	0.8644324	0.90818614	0.8927224	0.86190635	0.90865064	0.91837996	0.8769107	0.8501727	0.88076663	0.93278706	0.94906455	0.87890524	0.83644056	0.78618467	0.8941679	0.8614107	0.83014995	0.85614395	0.9116479	0.8255077	0.9311797	0.87067485	0.92142105	0.89494187	0.87298787	0.92312104	0.9164003	0.92764586	0.8803197	0.8665249	0.8779114	0.90860325	0.9321553	0.8958714	0.9289297	0.8431596	0.891425	0.9039793	0.89982224	0.9224036	0.89898837	0.9265387	0.91803527	0.87840486	0.87311864	0.894077	0.93130356	0.9263779	0.8547129	0.9013787	0.8820161	0.908263	0.94276375	0.9272944	0.92642814	0.8450988	0.91186166	0.9539287	0.904313	0.82303244	0.8857933	0.8753236	0.86112523	0.9444279	0.8727344	0.8861532
inwoner/noun	0.92024994	0.8940375	0.9442942	0.9580524	0.8492663	0.92477876	0.8901371	0.8911514	0.93446547	0.82984793	0.8946737	0.93971556	0.8772033	0.9443313	0.89681816	0.92426705	0.9023578	0.87925726	0.92604333	0.0	0.9298065	0.8699236	0.91547406	0.85792387	0.9239048	0.74752754	0.8788128	0.9193547	0.71507645	0.89233077	0.9437205	0.89721596	0.9101608	0.9139402	0.90758264	0.9254968	0.8569508	0.87951106	0.9246144	0.9127861	0.8576156	0.8811871	0.8217244	0.8939903	0.93160397	0.8025371	0.9095778	0.9414866	0.92253196	0.9240381	0.6594584	0.8773287	0.8955501	0.73887956	0.8743403	0.9332255	0.9225889	0.83175194	0.8855609	0.91349894	0.89751244	0.8467903	0.7050656	0.89378685	0.88127446	0.87494737	0.908758	0.8816492	0.9016942	0.9278565	0.88626194	0.9456744	0.72997415	0.9382169	0.8804401	0.88231254	0.89722383	0.9633894	0.9207773	0.90580046	0.89271915	0.8543705	0.8238384	0.805599	0.9078404	0.8004687	0.909292	0.89495003	0.90488255	0.9171994	0.92218155	0.9276123	0.5814815	0.8944228	0.8942386	0.9365205	0.90751266	0.8984893	0.93129885	0.904914	0.9128204	0.89601386	0.7802976	0.8836572	0.93499595	0.901734	0.9245989	0.91860294	0.67150915	0.85776097	0.8733704	0.9225926	0.7585548	0.8604334	0.9425848	0.8961442	0.8935634	0.9016125	0.8767483	0.92977864	0.88991463	0.9006794	0.9340172	0.8869479	0.9310051	0.7741408	0.8966677	0.80216885	0.91417986	0.888788	0.82141244	0.8253585	0.71362245	0.9215773	0.9393498	0.9472193	0.917874	0.8824202	0.85347617	0.9127548	0.93151367	0.8698532	0.8720921	0.9444703	0.81758815	0.9102518	0.8912665
woord/noun	0.9020524	0.7892699	0.8581571	0.73851216	0.879402	0.8339951	0.8092121	0.9663421	0.77129215	0.9178645	0.7531832	0.8644504	0.8257749	0.8051503	0.9520774	0.82031465	0.89271	0.9515637	0.7649581	0.9298065	0.0	0.8056795	0.66083497	0.88330454	0.8052264	0.89772254	0.75793564	0.7744269	0.8926237	0.86369103	0.8170999	0.8540419	0.8328043	0.8513486	0.8353152	0.8137764	0.8976849	0.8094963	0.87931496	0.753268	0.8171843	0.90025723	0.7821603	0.88227	0.72879946	0.73958445	0.88872975	0.82427514	0.8392601	0.7055335	0.8933019	0.83005375	0.822936	0.8457017	0.9099437	0.57668066	0.79484206	0.79701006	0.8405167	0.8425616	0.8946131	0.7860323	0.8957203	0.88335323	0.7210392	0.7233213	0.79703885	0.8248696	0.9281839	0.7707672	0.82295185	0.7326405	0.8699031	0.8732136	0.8999042	0.79755497	0.940936	0.93232447	0.89458454	0.9211085	0.7771027	0.7390034	0.85121244	0.83658105	0.7742299	0.8851389	0.9275652	0.8261572	0.7878415	0.76189166	0.93749976	0.9287624	0.7899989	0.79392266	0.724247	0.7554203	0.9009305	0.82792187	0.7355741	0.7950927	0.8503664	0.85854113	0.8503453	0.86533576	0.77404314	0.7596251	0.8378167	0.75945586	0.8750927	0.9113265	0.7636248	0.75817657	0.9307722	0.88238746	0.9346891	0.83747786	0.7191632	0.81044096	0.8351414	0.78947586	0.8080339	0.82725996	0.85879374	0.9176805	0.9229514	0.90870416	0.858663	0.89826864	0.92501104	0.7237606	0.7674774	0.8509987	0.9355709	0.9444369	0.9485355	0.82774454	0.73631227	0.7950417	0.96956253	0.8933564	0.7317703	0.7998838	0.87323433	0.79954743	0.9079213	0.75270426	0.7737923
ook/adv	0.88636154	0.5999581	0.8167189	0.80290437	0.7560329	0.78831166	0.66300976	0.95078933	0.7185276	0.8711402	0.67354774	0.8671688	0.8371366	0.7280959	0.93979144	0.79168886	0.8950944	0.94968224	0.87753683	0.8699236	0.8056795	0.0	0.7832667	0.8808458	0.80597746	0.82278055	0.66089296	0.58978325	0.9049635	0.8369562	0.7160878	0.86948323	0.85129666	0.7568327	0.81104267	0.74058855	0.8677449	0.60315627	0.854239	0.64903295	0.7459239	0.84506917	0.6421219	0.84846544	0.6927023	0.6950073	0.8628576	0.8819105	0.70416236	0.6010369	0.8597088	0.7743079	0.82658124	0.78623813	0.8904686	0.8096573	0.7975133	0.68708503	0.8517343	0.8535964	0.8874602	0.5890114	0.73905647	0.83925235	0.79902214	0.63154626	0.7347629	0.7724074	0.87882644	0.58662003	0.79738426	0.6456914	0.8969904	0.76272154	0.8423226	0.7338837	0.9268393	0.96054786	0.88087094	0.9318163	0.66850775	0.5914031	0.6170387	0.81998664	0.7551898	0.8830671	0.86885315	0.76996917	0.7664367	0.71187043	0.89497226	0.9046143	0.7210848	0.7913623	0.792859	0.5724521	0.92809194	0.81743824	0.58554935	0.79242474	0.8243252	0.8770468	0.67399013	0.837206	0.56003875	0.7633607	0.7985269	0.68155456	0.6932593	0.8725309	0.6695391	0.629946	0.9273859	0.8771331	0.93103224	0.87503713	0.6910801	0.5824586	0.81850106	0.6635711	0.6257528	0.6529136	0.71221983	0.87746906	0.9581682	0.9052347	0.82148796	0.87448895	0.8667233	0.61034083	0.7508457	0.8545426	0.8841589	0.95410603	0.9480244	0.6836597	0.76587725	0.6099767	0.9467713	0.79216945	0.7855343	0.55197024	0.89351183	0.81448907	0.8760607	0.73687446	0.66579485
passage/noun	0.880794	0.8149374	0.8888883	0.79532874	0.86012554	0.8309072	0.8604952	0.934318	0.85103333	0.88570815	0.85051626	0.75039434	0.76172936	0.85436034	0.941801	0.773142	0.8681796	0.92686826	0.7606026	0.91547406	0.66083497	0.7832667	0.0	0.8468312	0.78989244	0.8582076	0.77200794	0.7994835	0.81005424	0.8097762	0.8860452	0.87500674	0.8183399	0.8598639	0.7854179	0.85970765	0.8857864	0.8449259	0.84055924	0.77518725	0.8192865	0.8989867	0.80646974	0.87651587	0.7543252	0.68346894	0.85122836	0.85589826	0.8843812	0.81201696	0.906185	0.8000976	0.7299828	0.85578585	0.8057853	0.5399225	0.77709454	0.8705161	0.7871723	0.8592974	0.8593334	0.8532872	0.83930624	0.88523906	0.7865418	0.81242406	0.85477066	0.8703934	0.923618	0.86159456	0.8238573	0.8125808	0.88570833	0.86802477	0.88494897	0.8399	0.90709746	0.84569234	0.83493114	0.90301675	0.8724711	0.80979633	0.7816907	0.8582469	0.8091297	0.86763716	0.8852489	0.8392751	0.7745455	0.79384595	0.90309787	0.9323465	0.8436855	0.7064026	0.6087174	0.8075297	0.8771329	0.70467067	0.8444614	0.83787304	0.7409904	0.86269957	0.7713641	0.8531301	0.8153161	0.7972752	0.848827	0.807655	0.89148957	0.8063786	0.8412685	0.8312505	0.91893333	0.89096653	0.86413616	0.8331348	0.77334464	0.8663631	0.8354465	0.85425144	0.805024	0.8529199	0.8774801	0.89416003	0.90163904	0.8836931	0.8338066	0.8757524	0.9115733	0.6982949	0.79711413	0.78922755	0.9120558	0.93423724	0.9315515	0.90309924	0.6473076	0.80015486	0.9442558	0.8979794	0.69252753	0.86217666	0.8453424	0.70733917	0.9099084	0.81795025	0.8364316
voorman/noun	0.86254376	0.91223043	0.9037079	0.91810566	0.8882013	0.77158606	0.95074254	0.80662286	0.9144659	0.88059694	0.9465944	0.7902319	0.9118595	0.95368034	0.73845804	0.8488873	0.84083664	0.7537784	0.9177156	0.85792387	0.88330454	0.8808458	0.8468312	0.0	0.8780066	0.92143905	0.87555385	0.9012549	0.8479656	0.80158794	0.93838125	0.67374766	0.79872614	0.9128305	0.9151322	0.8834039	0.7546203	0.9013044	0.6618342	0.8938426	0.88319796	0.70634	0.83123577	0.70302963	0.90581805	0.8727969	0.900774	0.9322788	0.92748874	0.93998706	0.94879985	0.70661855	0.80952847	0.8696864	0.9420404	0.8294387	0.86347675	0.8856792	0.77377856	0.8082716	0.9232311	0.9187718	0.8233255	0.77748686	0.8042872	0.88457775	0.8809846	0.8512651	0.63209426	0.9264839	0.9062994	0.9464575	0.85632384	0.9327748	0.9164434	0.9100213	0.7633676	0.79351866	0.95103705	0.74744344	0.91655743	0.8911384	0.83230656	0.7951922	0.887814	0.850184	0.8068598	0.86060053	0.87883043	0.86634517	0.88983065	0.86712074	0.9116434	0.86108434	0.8299272	0.9348875	0.69119453	0.85850227	0.92736226	0.69402987	0.79832625	0.5892239	0.79896563	0.8089706	0.93567485	0.8766927	0.8164706	0.8820358	0.93195885	0.8489495	0.91879135	0.9227942	0.90770805	0.84708333	0.7778017	0.7558937	0.82249355	0.9382033	0.6562716	0.93250084	0.90399355	0.9301821	0.9388072	0.9461636	0.65799665	0.94138026	0.8749728	0.8180361	0.8557063	0.8860603	0.5826345	0.8204875	0.93319976	0.52400136	0.6970389	0.95141894	0.91785187	0.92435336	0.9041837	0.9428526	0.8501583	0.9077488	0.78879386	0.81816095	0.93564177	0.87028426	0.9433394
