	riek/verb	word/verb	pijnlijk/adj	vroeger/adv	alleen/adj	carrière/noun	blijf/adj	hoe/adj	eiland/noun	nog/adv	gozer/noun	voor_woord/noun	muur/noun	bepaald/adj	gisteren/adv	bar/noun	lief/adj	gespannen/adj	kerst_avond/noun	maar/adv	plek/noun	alles/noun	versregel/noun	kunstenares/noun	inwoner/noun	plaquette/noun	hoofd_redactie/noun	ook/adv	bitter/adj	staal_industrie/noun	dagelijks/adj	zelfs/adv	altijd/adv	niets/noun	gesprek/noun	feit/noun	niets/adv	er/noun	alleen/adv	producer/noun	zal/verb	gebeur/verb	zo/adv	lezer/noun	acht_baan/noun	geweeklaag/noun	goed/adj	echt/adv	amper/adv	moment/noun	nota/noun	commotie/noun	tijd/noun	gebeuren/noun	verrot/adj	Merksemse/adj	iemand/noun	tv_kijker/noun	periode/noun	tekst/noun	schilderij/noun	vroeg/adj	Ten/adv	kan/verb	graag/adv	schoonheid/noun	niet/adv	iets/noun	man/noun	weer/adv	wanneer/adv	gras/noun	context/noun	onraad/noun	midden/noun	ons/noun	plaat_zaak/noun	visser_dorp/noun	kast/noun	mooi/adj	atmosfeer/noun	jeugd/noun	lui/adj	vooral/adv	meer/adv	ingeslagen/adj	zomer/noun	meisje/noun	duur_voort/adj	sarcastisch/adj	mens/noun	misschien/adv	vervallen/adj	plaat/noun	partij_genoot/noun	protestants/adj	voorts/adv	homeopathisch/adj	correct/adj	herkomst/noun	bloed_heet/adj	jongeman/noun	meen/verb	concert/noun	meer/adj	aangrijpend/adj	vorig/adj	heroïsch/adj	weinig/adj	gelukkig/adj	lang/adj	dag/noun	kiezer/noun	atlete/noun	oud/adj	verleden/noun	vaak/adj	politicus/noun	veld_slag/noun	voorzitter/noun	meneer/noun	ooit/adv	niks/noun	liefst/adj	detail/noun	veel/adj	het/adj	kwaad/noun	eens/adv
jongeman/noun	0.81275797	0.6766957	0.8674969	0.9120249	0.8807053	0.9116343	0.84869885	0.86662924	0.8610114	0.87360275	0.8775472	0.8996248	0.8209698	0.9060158	0.7683827	0.7982819	0.85739267	0.86503196	0.7929783	0.90118194	0.8571925	0.8938838	0.9269541	0.80921537	0.7703217	0.88390183	0.870928	0.8894104	0.87212294	0.9200325	0.8504104	0.82976997	0.84552145	0.90303946	0.91888887	0.7699629	0.9163695	0.896997	0.89823216	0.8788207	0.8639183	0.83541644	0.8667314	0.869791	0.908124	0.9431736	0.9222429	0.9177257	0.8250999	0.89831877	0.9122417	0.8578071	0.89627177	0.86509335	0.85907346	0.89635545	0.7054801	0.8721278	0.9010345	0.8917778	0.8634684	0.8798251	0.79213464	0.8506244	0.8401025	0.87095284	0.89829	0.8897327	0.32726073	0.81473994	0.8571139	0.8758244	0.9138606	0.79628325	0.89929646	0.8209435	0.8895938	0.8809162	0.8340472	0.88525265	0.86521035	0.8285315	0.8427653	0.8792632	0.89768875	0.822286	0.9018297	0.52621454	0.8147412	0.8620406	0.7231313	0.9043468	0.81011665	0.89194965	0.9002837	0.8250385	0.85404074	0.91105545	0.8909443	0.83999056	0.87448645	0.0	0.9261267	0.88824826	0.8886323	0.8535117	0.82767975	0.86540854	0.89052266	0.8406747	0.8772923	0.80035836	0.8922372	0.80707455	0.8220356	0.867567	0.80221546	0.8595232	0.84126425	0.9316128	0.82281977	0.84432626	0.9175059	0.8724649	0.8966075	0.8857046	0.92247826	0.91842335	0.863943
meen/verb	0.8480366	0.89466536	0.86274385	0.89941746	0.86398363	0.9184578	0.8343854	0.88691014	0.9560615	0.90813226	0.90476847	0.75431955	0.9775065	0.8691565	0.6879555	0.9636183	0.87702507	0.8529844	0.9217826	0.90453553	0.9458403	0.9341775	0.9356634	0.8426969	0.9398176	0.91204095	0.8290387	0.83328974	0.8759317	0.8971846	0.9314364	0.83631563	0.88438505	0.89172274	0.7067231	0.8485364	0.83583903	0.87415224	0.8536576	0.7753623	0.7924483	0.927485	0.88816226	0.8536109	0.94668627	0.9076414	0.90489835	0.8917161	0.9549552	0.91343933	0.7718741	0.81458294	0.93790007	0.90677464	0.91704506	0.894173	0.8934268	0.88735354	0.95756483	0.87679	0.8914369	0.92348826	0.83445764	0.86038	0.8455278	0.9247197	0.8280126	0.90813667	0.9455868	0.9544301	0.87598836	0.9578147	0.86785835	0.8585472	0.93469054	0.87552536	0.9361892	0.94260895	0.9657411	0.95698595	0.9056129	0.9149478	0.8727791	0.8728063	0.9207727	0.8855082	0.9633733	0.9602498	0.88693875	0.8401202	0.90809894	0.8233235	0.92166924	0.95837975	0.5459369	0.8502784	0.78981906	0.88891333	0.8462138	0.8897435	0.9303631	0.9261267	0.0	0.9587746	0.91136813	0.9086444	0.91135395	0.87189764	0.8701595	0.88869345	0.9626958	0.9843308	0.79193944	0.90184504	0.94321537	0.89830136	0.84175634	0.7228056	0.8939837	0.54782814	0.68983763	0.86652136	0.90799314	0.90177387	0.9060154	0.8825014	0.9367507	0.8531841	0.92971826
concert/noun	0.9075523	0.83935344	0.9294477	0.8926009	0.91390646	0.80190575	0.9184626	0.9352244	0.89378464	0.9072442	0.9164726	0.8732929	0.930828	0.90795547	0.8655443	0.8080662	0.9191932	0.89601445	0.7751775	0.91157025	0.86197144	0.91819036	0.8803197	0.80881363	0.85776097	0.9143515	0.8868349	0.8725309	0.9275203	0.9381647	0.78035784	0.8884606	0.9175617	0.96761894	0.7658818	0.9211617	0.95416486	0.9543417	0.90768474	0.7272607	0.89288723	0.87400025	0.91663927	0.8856259	0.8930509	0.9121014	0.9062212	0.94639367	0.87295014	0.8792621	0.89225143	0.89261806	0.91725683	0.62864417	0.931884	0.885061	0.92583877	0.8272833	0.850864	0.8112993	0.7927179	0.89018315	0.8662932	0.9009111	0.9223008	0.8555008	0.9480123	0.9232286	0.9158724	0.9020606	0.8310515	0.9132642	0.8713554	0.9378831	0.88320315	0.9115921	0.79224324	0.9055489	0.91608024	0.8266132	0.8741523	0.8689041	0.8955656	0.8813361	0.93061507	0.9326972	0.7979653	0.89689124	0.91852343	0.8901553	0.87341654	0.940588	0.87951344	0.66550374	0.9324215	0.8824556	0.80170107	0.92315066	0.9231083	0.92177695	0.865631	0.88824826	0.9587746	0.0	0.88234025	0.7703068	0.8157959	0.83933705	0.9146715	0.92531794	0.8860014	0.78167105	0.91186166	0.86486065	0.87453073	0.8979858	0.8984187	0.90797186	0.7636982	0.9152233	0.9137741	0.8434157	0.95475805	0.88695043	0.89412254	0.9149515	0.89683574	0.9575695	0.91106206
meer/adj	0.8469802	0.8429831	0.86459893	0.8847307	0.7253739	0.8883208	0.7737097	0.8349532	0.8933092	0.7338933	0.9002077	0.92220974	0.9474278	0.7623154	0.93333584	0.9069172	0.7467581	0.88227254	0.88643765	0.7595414	0.8737428	0.8391726	0.92764586	0.89325666	0.67150915	0.9466218	0.91551554	0.6932593	0.84582466	0.84494615	0.7463875	0.7760805	0.7584729	0.7745796	0.9116831	0.8953147	0.77810234	0.76804924	0.7372062	0.9131509	0.75784117	0.86804914	0.8478427	0.7556785	0.87688696	0.9153649	0.7319571	0.82139444	0.6071406	0.9003598	0.8893403	0.8801199	0.800805	0.80637646	0.89509124	0.91530037	0.7930416	0.75885105	0.85630757	0.893334	0.8734547	0.8315559	0.73328835	0.7464981	0.8155842	0.8182387	0.7712174	0.7680931	0.83829147	0.8209958	0.866948	0.88292885	0.8370587	0.8969986	0.8808705	0.80265796	0.88188815	0.87619823	0.91836154	0.8572986	0.8409975	0.76603067	0.83422184	0.68452185	0.68904114	0.88972074	0.9125557	0.9125313	0.7939846	0.8931537	0.6494367	0.7869085	0.88963705	0.87350225	0.93313384	0.8908183	0.74594784	0.8518722	0.8408841	0.8486068	0.91072476	0.8886323	0.91136813	0.88234025	0.0	0.88053507	0.8746067	0.8465915	0.5670041	0.81674135	0.7818282	0.79538184	0.7855624	0.879705	0.79287344	0.8804426	0.75007796	0.8319124	0.88291883	0.9753917	0.9037888	0.8591586	0.78109366	0.86166286	0.8376582	0.5336353	0.85616785	0.8590451	0.81174016
aangrijpend/adj	0.8516966	0.85447025	0.64765155	0.82121444	0.8687798	0.81850845	0.8431209	0.77080494	0.8885752	0.8823691	0.87331337	0.7571977	0.8731635	0.8254078	0.89789945	0.8948565	0.8536854	0.8122312	0.84405065	0.8601209	0.8197219	0.87077063	0.79738146	0.7777855	0.9269906	0.8779786	0.8915062	0.8127935	0.7399422	0.9358222	0.833757	0.8129054	0.8163668	0.9121845	0.8411009	0.8448472	0.8762005	0.91673124	0.8704623	0.80678505	0.88615173	0.86909044	0.76637846	0.7442409	0.874413	0.8849303	0.82614696	0.91461486	0.92674583	0.78799933	0.84724844	0.86324096	0.90252846	0.7699239	0.87269557	0.9408505	0.8292793	0.82942444	0.8534647	0.61349684	0.72117996	0.8932495	0.88780653	0.8808437	0.87659895	0.6642273	0.8978323	0.8216965	0.8576243	0.88019484	0.87130594	0.8910647	0.6978166	0.9210498	0.89006567	0.8650532	0.8899728	0.90283763	0.85770047	0.6098137	0.8131274	0.82562745	0.8248956	0.80189836	0.9127552	0.929067	0.89314044	0.810432	0.81981915	0.6969337	0.8408302	0.8105029	0.83345044	0.7025827	0.8963214	0.8860248	0.8166759	0.9178667	0.82255316	0.87278837	0.9291239	0.8535117	0.9086444	0.7703068	0.88053507	0.0	0.91484123	0.66536456	0.8125763	0.83504725	0.873686	0.8946719	0.90523654	0.8685157	0.8344972	0.7966087	0.72901857	0.86176753	0.7932518	0.9327669	0.8548038	0.7974266	0.9152131	0.8520475	0.71413386	0.7957799	0.8800338	0.87185675	0.89868724
vorig/adj	0.90668213	0.7636981	0.862198	0.9152764	0.94290394	0.84024	0.8947028	0.95449895	0.91556185	0.86548036	0.94613147	0.88738644	0.96090746	0.93874115	0.60092705	0.9359495	0.94843304	0.91704255	0.83542085	0.91956615	0.932358	0.939513	0.94480705	0.89402324	0.81465805	0.9256817	0.84940785	0.91204864	0.9043236	0.8886596	0.83748436	0.8579447	0.94433194	0.9193136	0.82688296	0.8764355	0.90642965	0.9612904	0.92770493	0.9151835	0.7723871	0.90035534	0.91299313	0.9059751	0.9083904	0.94155836	0.90387875	0.96307325	0.7894098	0.9134921	0.78931916	0.8258473	0.8963489	0.90027064	0.9404215	0.90266395	0.9145361	0.8591956	0.69868755	0.9378032	0.91837674	0.8494936	0.8297671	0.90060955	0.90256387	0.9335101	0.94384134	0.9189156	0.8626764	0.84756446	0.83022475	0.93341815	0.9464399	0.88055754	0.87574476	0.9232384	0.90548354	0.9145618	0.9482175	0.9271799	0.9121705	0.8970036	0.93976337	0.9112096	0.9283364	0.91191226	0.6872393	0.9029332	0.91937846	0.8998248	0.8853804	0.9401725	0.9186255	0.8722006	0.84635764	0.8874916	0.8280016	0.91573423	0.9367021	0.9541203	0.8655676	0.82767975	0.91135395	0.8157959	0.8746067	0.91484123	0.0	0.87189245	0.9183153	0.9263889	0.8743058	0.7924615	0.8675266	0.7725046	0.88216364	0.9079968	0.90207756	0.89904785	0.84398943	0.8762448	0.9139257	0.8556858	0.9202802	0.9283222	0.89947045	0.9149992	0.83299625	0.9597182	0.90812653
heroïsch/adj	0.82819	0.8400968	0.73285985	0.82770467	0.8506791	0.8042443	0.8279231	0.8227577	0.8450456	0.869575	0.8735457	0.826133	0.8764982	0.8241384	0.83337754	0.88575774	0.82680917	0.80756927	0.83852017	0.85656685	0.84039134	0.8699183	0.88659865	0.8129517	0.9056569	0.8662938	0.8895337	0.8464498	0.74717903	0.8915927	0.84195346	0.80665714	0.7947895	0.89932024	0.87045	0.86405754	0.86797786	0.8759045	0.82475996	0.8376698	0.832374	0.8930301	0.8233491	0.8107225	0.8568294	0.8674648	0.8157099	0.89208525	0.89402795	0.84809804	0.8761684	0.8514014	0.8809482	0.80344063	0.8600402	0.92530155	0.8371006	0.8348066	0.84533906	0.7923244	0.8044923	0.837836	0.8670338	0.86972827	0.84803134	0.70596534	0.8644405	0.8623317	0.8573618	0.8675125	0.88840127	0.88822937	0.77570987	0.91023636	0.8862539	0.8498589	0.89534205	0.86245376	0.89595836	0.6960556	0.83804625	0.82026994	0.8046706	0.79888225	0.8849479	0.9023782	0.8662921	0.8527618	0.7871143	0.77913195	0.84322786	0.8178746	0.86533517	0.83272713	0.88032454	0.8106401	0.8501006	0.89476657	0.8341458	0.8774222	0.8472183	0.86540854	0.87189764	0.83933705	0.8465915	0.66536456	0.87189245	0.0	0.80945295	0.8198815	0.84837013	0.8807198	0.8583187	0.80813026	0.8226571	0.7647768	0.77076435	0.7981559	0.7074625	0.90671504	0.84977275	0.76287055	0.8997499	0.85194004	0.81437194	0.81010383	0.8835871	0.8091052	0.88857985
weinig/adj	0.83052003	0.85986245	0.7890096	0.8280141	0.69022983	0.8776399	0.7209243	0.7652741	0.9237901	0.7321367	0.89294916	0.8730763	0.9386131	0.7749909	0.90397793	0.9233037	0.7617848	0.8227836	0.9183717	0.7514051	0.87650174	0.8000711	0.9224036	0.8782019	0.88991463	0.9288615	0.8816526	0.6257528	0.7035233	0.86843663	0.84855294	0.7527157	0.68644345	0.600057	0.90535957	0.8278596	0.6443783	0.7083912	0.69728935	0.88877344	0.7674415	0.843639	0.74281764	0.74505913	0.8927299	0.8919699	0.6923089	0.78869826	0.7399012	0.8470299	0.8674288	0.8579302	0.820562	0.7928437	0.8822983	0.9326111	0.78513956	0.820838	0.8812063	0.846178	0.893539	0.8339206	0.8194233	0.73788303	0.7721577	0.7800896	0.6750546	0.6747125	0.9060048	0.83061415	0.8529875	0.8614478	0.7836039	0.92191815	0.92902064	0.7974779	0.90185463	0.8985828	0.93211097	0.78853285	0.81719774	0.7874226	0.80167645	0.6573035	0.7211518	0.8901924	0.9328437	0.9110341	0.7580756	0.84172744	0.76969415	0.7264034	0.89460164	0.8626978	0.90188473	0.90129066	0.787024	0.8669421	0.78141856	0.84494615	0.90496945	0.89052266	0.8701595	0.9146715	0.5670041	0.8125763	0.9183153	0.80945295	0.0	0.76117307	0.8631954	0.9199049	0.7901602	0.87944335	0.8922515	0.82235694	0.659578	0.7852684	0.8558891	0.96766704	0.88628584	0.83955705	0.6251544	0.8498329	0.7596036	0.37750512	0.8434955	0.83012676	0.8100903
gelukkig/adj	0.808148	0.8603229	0.7632098	0.83217406	0.7555881	0.8559687	0.83464617	0.7368598	0.9293798	0.68918246	0.81047285	0.90505075	0.9189018	0.89598984	0.926953	0.90563464	0.72524726	0.80428123	0.85358036	0.6837507	0.8788395	0.7322907	0.9265387	0.89289665	0.9340172	0.9320686	0.9220029	0.71221983	0.79618037	0.91763884	0.89073884	0.74242026	0.65814435	0.7734541	0.9084534	0.90071857	0.80489475	0.7370657	0.74810505	0.8933276	0.76780736	0.81003803	0.7147379	0.8416826	0.88118005	0.8729561	0.68331444	0.7036994	0.839549	0.7650136	0.94074816	0.8616985	0.77764916	0.847385	0.82007	0.9008203	0.7176717	0.8602087	0.85671043	0.9022856	0.917404	0.78949213	0.8765838	0.6827401	0.7936254	0.8018478	0.63566005	0.72214544	0.83380544	0.73662806	0.79513913	0.8361527	0.8898706	0.8666724	0.9439385	0.7661991	0.89338374	0.9107941	0.8932702	0.7587477	0.8477369	0.82854986	0.75772494	0.84504575	0.75778985	0.88660467	0.8976441	0.83660394	0.82345164	0.8508753	0.75612533	0.64072925	0.8844175	0.86589026	0.9253942	0.9080692	0.8923465	0.91029334	0.8185958	0.9356089	0.90595645	0.8406747	0.88869345	0.92531794	0.81674135	0.83504725	0.9263889	0.8198815	0.76117307	0.0	0.8388388	0.87124276	0.8792178	0.871299	0.85256684	0.8584505	0.72986966	0.89673686	0.86823016	0.96010184	0.8018387	0.7929034	0.7265671	0.8251245	0.8859167	0.7036946	0.8835799	0.8135296	0.74318963
lang/adj	0.856007	0.85283256	0.8254055	0.8894545	0.8652129	0.8562323	0.87242734	0.8487265	0.8676832	0.71875834	0.9080459	0.94441426	0.85779357	0.8580008	0.9251571	0.8881001	0.7961881	0.8071364	0.88584816	0.7818964	0.8620516	0.87155825	0.91803527	0.8998497	0.8869479	0.92610264	0.9332144	0.87746906	0.8620058	0.9025022	0.8068675	0.82332	0.78711814	0.9277343	0.88026345	0.9119992	0.9156011	0.85100234	0.8611816	0.9332236	0.83642334	0.8967215	0.84675854	0.88390434	0.8364007	0.89941376	0.80906236	0.8303359	0.6749625	0.8529973	0.93460727	0.89526033	0.69920254	0.8895324	0.8616971	0.93476367	0.8235633	0.86228204	0.79658085	0.9282084	0.8924408	0.78920186	0.8424641	0.82802534	0.8685907	0.8864142	0.84464777	0.88483626	0.8199698	0.8037643	0.87614924	0.85820854	0.9158627	0.9182704	0.8368904	0.84999835	0.8967708	0.8714201	0.87096345	0.81101716	0.8752837	0.8968331	0.83676034	0.88744175	0.8528043	0.9062637	0.8450977	0.8277473	0.79912114	0.9101046	0.7879803	0.8541115	0.88353485	0.86400414	0.9523493	0.9198759	0.8833891	0.91221106	0.90513533	0.9112183	0.83902454	0.8772923	0.9626958	0.8860014	0.7818282	0.873686	0.8743058	0.84837013	0.8631954	0.8388388	0.0	0.6547463	0.902898	0.8665924	0.7757579	0.86423826	0.75363624	0.9029722	0.8757347	0.99000484	0.9119782	0.8673507	0.92850345	0.83688235	0.88662547	0.8086464	0.8846672	0.91602254	0.82709074
dag/noun	0.84188324	0.7868129	0.9002979	0.9162285	0.8950374	0.8302231	0.9346209	0.908926	0.8330302	0.74915075	0.91175634	0.9365408	0.8998208	0.9100315	0.8010111	0.8346807	0.84762114	0.8999683	0.763	0.8213237	0.80002266	0.86730933	0.87311864	0.91831297	0.7741408	0.9302883	0.89176613	0.9052347	0.8671619	0.90176535	0.6386707	0.82013965	0.84293914	0.94254315	0.8463523	0.9022348	0.9313606	0.9042545	0.88992846	0.93260425	0.822545	0.87245774	0.8807989	0.8807559	0.8317548	0.91473234	0.9071075	0.88787585	0.6112273	0.78104097	0.9239458	0.8787677	0.66710705	0.8662965	0.89958394	0.9158652	0.83642805	0.831107	0.66135526	0.9336184	0.87750024	0.8513652	0.7807477	0.8432616	0.87200665	0.9177331	0.8982086	0.9007877	0.74720454	0.74615955	0.8220679	0.86109495	0.92977875	0.8979064	0.8692304	0.8629183	0.877631	0.8646306	0.8671037	0.90243083	0.83061236	0.865129	0.87656957	0.91281456	0.88866115	0.9001871	0.67306876	0.78290707	0.8447927	0.90866905	0.7412524	0.9111403	0.89082026	0.81897044	0.95075166	0.92004627	0.85743284	0.91360855	0.9331636	0.93498635	0.8290727	0.80035836	0.9843308	0.78167105	0.79538184	0.8946719	0.7924615	0.8807198	0.9199049	0.87124276	0.6547463	0.0	0.91790986	0.855157	0.82266307	0.9214434	0.83306336	0.936488	0.8174544	0.97957724	0.90612596	0.8838743	0.9338303	0.8155829	0.8858594	0.8704676	0.90403813	0.94338965	0.81635815
kiezer/noun	0.84263986	0.80165505	0.8408629	0.8956811	0.78273666	0.91833115	0.80092233	0.8206507	0.88210624	0.84847873	0.9177411	0.85775983	0.9454937	0.8049361	0.8009665	0.92708445	0.83766	0.8340586	0.9096459	0.82709527	0.8957832	0.86115694	0.91671705	0.8584746	0.7732941	0.93738735	0.8347312	0.7843647	0.8490627	0.85727036	0.87966466	0.806037	0.7881914	0.8650772	0.8571944	0.8502886	0.8294267	0.82732177	0.8190274	0.88870656	0.7365397	0.9047831	0.83834255	0.6571859	0.8944788	0.88240457	0.8323028	0.84432703	0.8599662	0.8833984	0.81804967	0.8449926	0.8940579	0.85641646	0.9183282	0.88820225	0.77330947	0.7362555	0.89517784	0.8751494	0.920504	0.913011	0.8151099	0.78488255	0.8464067	0.8460245	0.76328635	0.85411996	0.8651448	0.8743437	0.8359286	0.9259373	0.8148926	0.8960612	0.8607429	0.7824445	0.9041402	0.90904164	0.9374739	0.9163262	0.85479796	0.8084661	0.85275304	0.7499364	0.85177416	0.8711833	0.9094598	0.86952233	0.812063	0.8699936	0.71813667	0.82803535	0.9124201	0.89638937	0.6957787	0.7784474	0.80225146	0.8620166	0.7891166	0.84017074	0.91815364	0.8922372	0.79193944	0.91186166	0.7855624	0.90523654	0.8675266	0.8583187	0.7901602	0.8792178	0.902898	0.91790986	0.0	0.86666757	0.8868193	0.8491689	0.82764995	0.49997497	0.86837214	0.8593334	0.81873554	0.8709454	0.88542795	0.8737147	0.8716322	0.8037808	0.883277	0.82902104	0.8503451
atlete/noun	0.87313694	0.8064767	0.89177805	0.9157522	0.879036	0.7984599	0.87070835	0.9017124	0.8464525	0.8619779	0.8801606	0.8730871	0.8948665	0.89487994	0.7834501	0.8945437	0.8976523	0.8848313	0.84547	0.8976808	0.8773212	0.89435875	0.93130356	0.7143477	0.80216885	0.8779657	0.8577974	0.87448895	0.89547616	0.8782999	0.8835323	0.8336925	0.8824654	0.9367718	0.86763024	0.8795383	0.91464245	0.9083368	0.87980217	0.8203018	0.8542826	0.9373012	0.88629144	0.87414765	0.88017106	0.92319214	0.8541659	0.89178467	0.81461287	0.9010029	0.9046165	0.87249416	0.86930907	0.84963053	0.897154	0.9048072	0.8597428	0.83807755	0.8724895	0.89668995	0.8795573	0.8830425	0.84224373	0.84160495	0.8542677	0.84599805	0.87044466	0.90913785	0.79699874	0.87172604	0.8946515	0.87853134	0.8852884	0.8921591	0.89391947	0.8655701	0.90392923	0.90097606	0.9090635	0.8936039	0.8915959	0.8215678	0.89363426	0.8619022	0.8990651	0.913881	0.8237896	0.7758849	0.8698315	0.8749692	0.8562458	0.9076376	0.8644393	0.85371745	0.8870435	0.85250765	0.8485464	0.88948834	0.90918726	0.87149006	0.84661335	0.80707455	0.90184504	0.86486065	0.879705	0.8685157	0.7725046	0.80813026	0.87944335	0.871299	0.8665924	0.855157	0.86666757	0.0	0.8618319	0.8698421	0.85374177	0.7942177	0.8323437	0.8551743	0.8834878	0.7819643	0.92707735	0.8812102	0.89081866	0.88704264	0.8706858	0.91857433	0.8939864
oud/adj	0.8163196	0.841424	0.8951851	0.84905803	0.86775625	0.8856474	0.8589326	0.88806874	0.83867496	0.88353395	0.89461607	0.91418725	0.7710608	0.82832515	0.9355145	0.7985082	0.77769053	0.8705913	0.8431113	0.8781842	0.8017887	0.9038453	0.9026025	0.8173725	0.77354395	0.87672603	0.92130566	0.87693524	0.8964201	0.9062515	0.84733725	0.8424174	0.8520261	0.95039934	0.93099546	0.9279725	0.9104491	0.922923	0.8556995	0.87572986	0.9004925	0.938608	0.8978412	0.86329645	0.8497269	0.9114859	0.8454369	0.92274487	0.75465965	0.94109803	0.93882823	0.90950143	0.866315	0.896818	0.8222941	0.90304065	0.8606669	0.83592314	0.86928344	0.84527624	0.7265098	0.7194686	0.78652894	0.8884014	0.85878193	0.8221714	0.94008374	0.91479814	0.7387195	0.8425738	0.87683415	0.8259965	0.8721242	0.8889512	0.8038605	0.8776091	0.8664329	0.861742	0.7824652	0.72207165	0.87199897	0.79687613	0.80798674	0.8302517	0.9045489	0.89452815	0.89646244	0.7146178	0.8777693	0.8752182	0.7500187	0.89983124	0.6605829	0.8050621	0.9337989	0.8087189	0.8752148	0.90692055	0.90960276	0.82129073	0.8748565	0.8220356	0.94321537	0.87453073	0.79287344	0.8344972	0.88216364	0.8226571	0.8922515	0.85256684	0.7757579	0.82266307	0.8868193	0.8618319	0.0	0.8292534	0.78026056	0.86428666	0.8567703	0.9706166	0.86057717	0.8030784	0.9446967	0.8224982	0.89354515	0.85849994	0.91731507	0.9096236	0.8933823
verleden/noun	0.86607146	0.81793284	0.7490088	0.82105625	0.84215426	0.7666753	0.8063199	0.78957224	0.8926537	0.8275608	0.9149326	0.8527363	0.8802532	0.8279407	0.9102853	0.9044299	0.8462521	0.846673	0.90501475	0.8589892	0.8478541	0.86612487	0.9031492	0.8558946	0.9174967	0.9091747	0.88012236	0.7992997	0.8244402	0.8880994	0.8656236	0.8442317	0.797235	0.8807721	0.8670861	0.7078514	0.89146817	0.85873145	0.85424566	0.87241626	0.81867695	0.85936975	0.82028913	0.8020034	0.9122994	0.9167758	0.8495617	0.90770537	0.94560105	0.8548144	0.8359704	0.8370919	0.853622	0.83068216	0.88797057	0.9312774	0.81091136	0.87808365	0.8447783	0.81601465	0.83174884	0.8117498	0.8702378	0.8257878	0.8465321	0.7956678	0.84563196	0.8177506	0.86276907	0.85754305	0.88009846	0.91177946	0.7682781	0.9106239	0.8975765	0.82639164	0.91119623	0.881388	0.8793055	0.8528836	0.86380154	0.750639	0.83887863	0.81680995	0.8260756	0.8884145	0.92079914	0.8717351	0.78400695	0.8532545	0.8252825	0.8483051	0.8559042	0.85360396	0.88987553	0.82771945	0.8300277	0.8828975	0.827957	0.7793342	0.932979	0.867567	0.89830136	0.8979858	0.8804426	0.7966087	0.9079968	0.7647768	0.82235694	0.8584505	0.86423826	0.9214434	0.8491689	0.8698421	0.8292534	0.0	0.7314818	0.76159734	0.80110747	0.9626122	0.8822241	0.7821242	0.89625645	0.86518383	0.8016548	0.81316	0.9233756	0.83299243	0.8269969
vaak/adj	0.7133491	0.73527145	0.6831243	0.8022749	0.6391411	0.8737675	0.75613976	0.68084276	0.8755692	0.75416213	0.8355697	0.85091203	0.8635478	0.6807182	0.9174331	0.81847155	0.66490203	0.7652401	0.85059047	0.71061146	0.7815786	0.781396	0.8547129	0.83981013	0.888788	0.9123009	0.8559303	0.61034083	0.72700405	0.886817	0.72910774	0.6527375	0.5975685	0.7845643	0.8596318	0.77047294	0.7784852	0.7916213	0.6548064	0.85918224	0.7564734	0.80727804	0.6749159	0.7335365	0.83355516	0.8201138	0.73920906	0.7504399	0.8532854	0.75478214	0.8454227	0.8019786	0.80354214	0.82021844	0.83448184	0.9108153	0.6213293	0.83191836	0.8316679	0.7482089	0.84362316	0.74559784	0.80483073	0.67992926	0.6650075	0.75571597	0.71255046	0.7099922	0.7622535	0.7750881	0.7420641	0.8273056	0.72771305	0.83110595	0.8987193	0.74043006	0.8499493	0.85968244	0.85953414	0.76958793	0.7856452	0.7758136	0.69747746	0.6260521	0.7531345	0.88932246	0.8823353	0.7469113	0.5924528	0.78163874	0.64156246	0.65739167	0.8358196	0.82000846	0.9012394	0.8462625	0.7982936	0.77907264	0.7422476	0.7677366	0.8735322	0.80221546	0.84175634	0.8984187	0.75007796	0.72901857	0.90207756	0.77076435	0.659578	0.72986966	0.75363624	0.83306336	0.82764995	0.85374177	0.78026056	0.7314818	0.0	0.7416074	0.82440996	0.9728059	0.80318224	0.75695366	0.7870126	0.71142095	0.75134397	0.5569904	0.81327486	0.82068	0.6554849
