	bijzonder/adj	gelaat/noun	la/noun	uitspanning/noun	opgebouwd/adj	benadering/noun	eenzijdig/adj	hoofd/noun	lied_DIM/noun	verzorger/noun	achterkant/noun	gelaat_trek/noun	lichaam_taal/noun	elleboog/noun	kast_DIM/noun	speelstijl/noun	bocht/noun	fysiek/noun	bak/noun	mengsel/noun	zeer/adv	look/noun	persoonlijkheid/noun	die/det	zo/adv	jongen/noun	figuur/noun	glas/noun	snuit/noun	wolkenkrabber/noun	model/noun	hartstochtelijk/adj	handschrift/noun	koets_werk/noun	constructie/noun	viool/noun	trek/noun	dan_pas_DIM/noun	trouwring/noun	kant_DIM/noun	choreografie/noun	ietwat/adv	en/vg	Zwitser/noun	steen/noun	symbool/noun	rock/noun	body/noun	lied/noun	verfilming/noun	lijn/noun	blik/noun	one-liners/noun	ze/pron	ritme/noun	veelal/adv	carrosserie/noun	iets/noun	thema/noun	landschap/noun	kap_DIM/noun	breakdance/noun	vaas/noun	manier/noun	uitgestoken/adj	film/noun	klank/noun	gebouw/noun	Jong/name	grafiek/noun	zo/adj	begeleiding/noun	taal/noun	karakter/noun	mooi/adj	nogal/adv	vijver/noun	gitaar/noun	kaak/noun	geluid/noun	volume/noun	beeld_merk/noun	gezicht/noun	des/adv	grooves/noun	ritmiek/noun	tafel/noun	heup/noun	te/adv	letter/noun	even/adv	tamelijk/adj	gebaar/noun	steeds/adv	tred/noun	beweging/noun	weg_net/noun	kassei/noun	kop/noun	compositie/noun	arrangement/noun	korrel/noun	even/adj	slurf/noun	schouder/noun	raam/noun	stekel/noun	eerder/adj	opgetrokken/adj	ronding/noun	aanvankelijk/adj	patroon/noun	uitwerking/noun	wat/adv	generaal/noun	heftigheid/noun	lichaam/noun	pixels/noun	veel/adj	vorm/noun	snavel/noun	minder/adj	dance/noun	decolleté/noun	muziek/noun	stijl/noun	woonkamer/noun	motoriek/noun	interview/noun	lekker/adj
lied/noun	0.7673542	0.8228868	0.71473634	0.9143988	0.7506325	0.7582575	0.86542773	0.9067139	0.33011281	0.85298645	0.8755415	0.8590626	0.7775638	0.9206286	0.8980043	0.79841346	0.9126505	0.8983605	0.8872183	0.8007268	0.8049729	0.81796205	0.74017	0.7993704	0.80801713	0.846769	0.7154207	0.8748552	0.91281193	0.88273406	0.79282945	0.6970478	0.7472961	0.90989435	0.8437028	0.5891316	0.8016211	0.7646489	0.9288671	0.7975795	0.6398328	0.7146543	0.6696517	0.8951794	0.86522245	0.703056	0.5982792	0.826596	0.0	0.7212533	0.9014794	0.79671645	0.83092564	0.81794477	0.63734865	0.73219603	0.9107066	0.8525195	0.66689104	0.7343646	0.9430855	0.8313186	0.8268224	0.7889911	0.90210855	0.61116916	0.510374	0.8872511	0.88939315	0.83052063	0.8420377	0.8164435	0.6707468	0.7089435	0.6813592	0.77787375	0.8668057	0.5894648	0.8721121	0.66112447	0.8381751	0.90237176	0.8089553	0.79580677	0.77124804	0.7202462	0.91319144	0.8804006	0.88659537	0.7919761	0.74524003	0.7321243	0.68687093	0.85412014	0.85850227	0.73037845	0.9360377	0.89733565	0.90211385	0.48928362	0.6374286	0.8968975	0.84366506	0.9302511	0.91198444	0.91099423	0.9373147	0.8725451	0.8270596	0.87161875	0.8673069	0.7556767	0.8131485	0.813641	0.85404223	0.88770455	0.83578235	0.91421896	0.8616535	0.7746693	0.90799695	0.8728441	0.7402419	0.8709267	0.42336798	0.6218926	0.862397	0.84384537	0.7664665	0.8465041
verfilming/noun	0.70550716	0.8630856	0.7531354	0.90773916	0.7436098	0.8181646	0.89303064	0.9483946	0.6977485	0.9130616	0.8941234	0.91469896	0.850685	0.92371476	0.919789	0.8142911	0.92021775	0.8958306	0.9204417	0.84471416	0.7411399	0.84356606	0.7802575	0.8659024	0.8024086	0.8802407	0.715044	0.91614497	0.9352741	0.8913486	0.80885243	0.8262752	0.8238778	0.888813	0.8392729	0.8240066	0.86172783	0.8257804	0.93696165	0.8376357	0.7120478	0.7484163	0.80743694	0.8739283	0.9158915	0.8576626	0.7626325	0.8684113	0.7212533	0.0	0.92857414	0.8666325	0.8409995	0.8838223	0.82733613	0.82224107	0.8929112	0.88236415	0.7936434	0.8082247	0.9488606	0.92238325	0.86120194	0.816256	0.9494894	0.51141393	0.7888025	0.906686	0.87013894	0.88492006	0.8170968	0.90478516	0.8395032	0.7604634	0.7588141	0.7711461	0.9205725	0.83244777	0.9047788	0.8350352	0.89307165	0.94721663	0.86397696	0.8035132	0.84291077	0.8448139	0.92216057	0.8909873	0.8569632	0.8951458	0.6898278	0.713748	0.82396066	0.89083767	0.90139735	0.88444936	0.9094635	0.88967097	0.9230087	0.6790252	0.77122676	0.91321146	0.8549445	0.95534045	0.94241273	0.94820285	0.94082177	0.8498384	0.87582797	0.89699924	0.8398701	0.8513632	0.78925866	0.8189569	0.9131199	0.9003476	0.9199088	0.94363505	0.8660369	0.834582	0.9224226	0.8359313	0.8190598	0.90386075	0.7460048	0.7101762	0.9101615	0.8709043	0.83817875	0.8836548
lijn/noun	0.8498617	0.82199633	0.93375075	0.9241184	0.7988029	0.79526776	0.84567404	0.89668584	0.9011565	0.8952168	0.80048126	0.8418056	0.87468153	0.897382	0.8822548	0.8237241	0.80737	0.91142285	0.8921037	0.87745357	0.8167193	0.84012693	0.8311788	0.7897092	0.83765197	0.9115327	0.80907315	0.8502338	0.87394965	0.8699672	0.7875067	0.87651503	0.8828232	0.8386407	0.79101855	0.89365166	0.8547979	0.886303	0.93829614	0.85950977	0.83409804	0.8256399	0.77987295	0.88960475	0.85337913	0.86753416	0.8847226	0.85616386	0.9014794	0.92857414	0.0	0.862834	0.9099749	0.87377465	0.7879477	0.81976235	0.82988083	0.9051019	0.8553194	0.815276	0.91517085	0.94788754	0.858821	0.84033775	0.9296726	0.8958802	0.81894195	0.8636455	0.928612	0.8054554	0.86250514	0.9026839	0.8573878	0.8007669	0.8495845	0.8315683	0.83158565	0.87091774	0.8512719	0.7978081	0.8025379	0.88882554	0.80803084	0.86081606	0.88400686	0.85464585	0.8587991	0.8614002	0.82693416	0.79439795	0.8132106	0.7918278	0.8377266	0.8210306	0.80060875	0.7788549	0.84729683	0.84174585	0.89576143	0.7941618	0.85330856	0.8552537	0.82985115	0.8913393	0.8875046	0.86575556	0.8817019	0.88424253	0.8616147	0.8470142	0.8421272	0.6867054	0.81430936	0.82902986	0.93427306	0.93874854	0.8550506	0.89247215	0.87062013	0.78909755	0.87488693	0.84286886	0.9145307	0.8712777	0.881868	0.7646325	0.88684136	0.8915653	0.9482967	0.8875704
blik/noun	0.745196	0.60086757	0.84915584	0.90900576	0.7967023	0.74471134	0.8547337	0.7367513	0.7918437	0.830446	0.75892186	0.8093767	0.7408689	0.8083596	0.7761797	0.8278351	0.8316618	0.85494715	0.7161274	0.7555469	0.7120516	0.7560625	0.7396724	0.7937436	0.7219572	0.7625421	0.7249001	0.6495597	0.7996305	0.81527376	0.7938388	0.79199874	0.80480075	0.8395361	0.79319257	0.808925	0.77266574	0.8479094	0.8964973	0.7935538	0.7954653	0.603251	0.64492023	0.8797921	0.73838854	0.79498094	0.8160813	0.82304	0.79671645	0.8666325	0.862834	0.0	0.8887506	0.707515	0.79471266	0.75701725	0.87361526	0.8023893	0.82841045	0.71785766	0.8325734	0.93313783	0.7245141	0.77865183	0.80199087	0.82685566	0.71030235	0.8471087	0.91195667	0.83054554	0.75689435	0.9124768	0.82630825	0.74438065	0.7494663	0.70568365	0.7987045	0.78719944	0.7379693	0.68086314	0.83168757	0.93025875	0.5497743	0.7311324	0.85726357	0.86207926	0.7546733	0.784	0.76939815	0.780333	0.65383947	0.6840562	0.6590367	0.77477807	0.80666137	0.7803248	0.93209255	0.8436933	0.77295697	0.7759119	0.8404692	0.80863804	0.71200156	0.8674628	0.72997475	0.7167442	0.8358567	0.92156816	0.7324623	0.81880033	0.82131183	0.72986776	0.8445691	0.68064904	0.90571636	0.90386945	0.7457825	0.8940666	0.80304784	0.8058728	0.80296946	0.80988246	0.8668734	0.7816568	0.803068	0.7328907	0.7565834	0.79655886	0.8801536	0.7565228
one-liners/noun	0.81697094	0.89254904	0.89607084	0.94179505	0.85977614	0.87104815	0.9133798	0.93793684	0.7422434	0.94166726	0.919945	0.90381	0.89538276	0.9317566	0.92408013	0.8502544	0.89691484	0.9101209	0.9051852	0.8761994	0.84226197	0.8836469	0.8638592	0.8691007	0.81863916	0.9063182	0.8469664	0.91657746	0.9097246	0.9158196	0.91228515	0.8668023	0.8717208	0.90560454	0.88318896	0.8687046	0.8985288	0.8730371	0.9496131	0.85517305	0.8000022	0.81407344	0.84351265	0.9233192	0.9176333	0.9242128	0.8297614	0.8862846	0.83092564	0.8409995	0.9099749	0.8887506	0.0	0.8891303	0.8068589	0.8567573	0.88673073	0.8763094	0.84700465	0.8873591	0.91916376	0.91019845	0.9197052	0.8622714	0.9192699	0.7999263	0.81050926	0.9499776	0.9303872	0.8909512	0.8736437	0.9362954	0.8352456	0.8498882	0.8446875	0.79877293	0.92260724	0.8439671	0.91664064	0.8418499	0.91986406	0.94062746	0.8829761	0.87428343	0.81170714	0.8435076	0.9301489	0.9333161	0.8833075	0.8871647	0.7917974	0.79671	0.8636117	0.88565004	0.91948545	0.8882838	0.9532232	0.90472853	0.9212067	0.8073531	0.84430015	0.8905909	0.85271263	0.95445025	0.9447931	0.9557024	0.9512322	0.92626816	0.92524236	0.9072397	0.87786925	0.8706103	0.8656087	0.81488746	0.93127817	0.9003186	0.9411952	0.9214678	0.8774464	0.8861047	0.9471441	0.874043	0.86895365	0.878588	0.8299897	0.7752949	0.9361827	0.85232925	0.86448526	0.8555314
ze/pron	0.80541265	0.7376392	0.886396	0.89006436	0.8507074	0.8260824	0.83523154	0.76941943	0.76749694	0.6807112	0.7568882	0.8551035	0.75855744	0.77255774	0.78017527	0.8254399	0.8289442	0.80741525	0.76138556	0.8193207	0.79178286	0.8136694	0.7694632	0.6427799	0.6066388	0.50501466	0.81487083	0.76231796	0.85516316	0.83598685	0.80424714	0.762806	0.8159296	0.84786505	0.82774806	0.8027775	0.82964694	0.80268365	0.8084214	0.8226914	0.8267293	0.7348011	0.6519939	0.7695655	0.77871895	0.846916	0.8440612	0.8454418	0.81794477	0.8838223	0.87377465	0.707515	0.8891303	0.0	0.7833694	0.7585741	0.8419591	0.6294249	0.84766304	0.8360818	0.8258815	0.883243	0.7942862	0.6985116	0.8033755	0.8550335	0.7963079	0.8279582	0.8267597	0.8518518	0.727685	0.8502054	0.77898717	0.84700537	0.7923357	0.7503549	0.79248583	0.76499534	0.76642036	0.77248704	0.8526726	0.90223587	0.6887859	0.76196283	0.8813742	0.8939122	0.7947912	0.7681773	0.74115086	0.80021745	0.7509731	0.7830094	0.735972	0.6881746	0.8431534	0.8313486	0.89118755	0.8062075	0.8005185	0.8239579	0.8307044	0.8207031	0.57988876	0.8386235	0.74853945	0.75067735	0.8553803	0.79025114	0.8349415	0.8664725	0.7202804	0.76135814	0.8640586	0.6750949	0.80965036	0.8577281	0.67130643	0.9079733	0.68473136	0.8435161	0.82687473	0.78460777	0.87043506	0.81014717	0.8057701	0.8163477	0.7387416	0.82180333	0.83971536	0.6706132
ritme/noun	0.74552363	0.7918966	0.7943744	0.9425102	0.7064977	0.71952814	0.86421525	0.8798414	0.60357255	0.8501341	0.84237504	0.8281215	0.74187744	0.842406	0.85755223	0.7002646	0.7892501	0.7748827	0.83983517	0.76065826	0.7521445	0.77426857	0.6834164	0.7489458	0.75307155	0.8425718	0.7479052	0.82913125	0.8857568	0.8487865	0.7654109	0.78716874	0.81425965	0.81955785	0.7781477	0.6519537	0.8003402	0.770428	0.90795034	0.8140065	0.57593715	0.6936485	0.62814075	0.83910817	0.8492787	0.8094491	0.59157395	0.76387525	0.63734865	0.82733613	0.7879477	0.79471266	0.8068589	0.7833694	0.0	0.7426237	0.82175	0.7771293	0.72842073	0.706179	0.91370595	0.7794477	0.8278357	0.73543954	0.8985675	0.7406095	0.4403059	0.9003939	0.8930887	0.80484235	0.77673656	0.7927778	0.6988975	0.6564323	0.7346449	0.7288396	0.8512233	0.5838782	0.8403433	0.56091064	0.75185406	0.90585065	0.79721725	0.78852123	0.6217633	0.56068206	0.89443797	0.7485895	0.7869078	0.79554886	0.7106412	0.708886	0.7277734	0.75647414	0.762715	0.6502977	0.90357983	0.83117485	0.8508208	0.52328473	0.6253698	0.8444141	0.7738421	0.884451	0.845928	0.87852967	0.91899014	0.9090107	0.8227771	0.81823564	0.8067667	0.61547494	0.7785751	0.68126345	0.9229621	0.8465409	0.75694394	0.86595106	0.7608284	0.7060343	0.8670972	0.80841833	0.66492677	0.85211515	0.49116343	0.53222334	0.86194384	0.7505033	0.88143945	0.75315994
veelal/adv	0.70267373	0.7679762	0.81876373	0.8765596	0.71705925	0.6649593	0.7193444	0.8611021	0.739506	0.77592754	0.79154164	0.8079627	0.79294807	0.8643492	0.79395443	0.8020364	0.8644285	0.835431	0.808316	0.78440046	0.6560248	0.7964076	0.72438633	0.6917286	0.7681575	0.7476803	0.67292583	0.8049455	0.87196547	0.8058976	0.6788446	0.76110864	0.73064536	0.8365994	0.68971455	0.788997	0.7012688	0.83851314	0.88827896	0.765861	0.7200085	0.6633855	0.53405136	0.8074683	0.7787111	0.70593953	0.7714424	0.8111919	0.73219603	0.82224107	0.81976235	0.75701725	0.8567573	0.7585741	0.7426237	0.0	0.8369149	0.8470319	0.7282193	0.68988943	0.8816547	0.888333	0.76551974	0.7454252	0.87774444	0.7563874	0.6832044	0.7651132	0.8724709	0.7451272	0.7871521	0.6832295	0.69824016	0.6737677	0.7647573	0.61988306	0.79354125	0.77140427	0.82927144	0.72378963	0.7331169	0.8774541	0.78841156	0.72783077	0.8417951	0.81764585	0.85008395	0.82859474	0.74156	0.760413	0.7085451	0.5904218	0.7113074	0.6227634	0.8213288	0.7044994	0.84457654	0.8406844	0.87069327	0.6590123	0.7243291	0.80853665	0.85416615	0.9082701	0.8667633	0.82393515	0.8869071	0.777159	0.7809404	0.86107427	0.7192975	0.6700983	0.73038083	0.75938374	0.82181525	0.8661099	0.7539371	0.88521606	0.7249099	0.667803	0.87229747	0.73663014	0.7819406	0.84578574	0.71370566	0.6867639	0.7883144	0.825488	0.8271975	0.8492075
carrosserie/noun	0.855669	0.8373712	0.9444196	0.8936857	0.84649056	0.86538804	0.91011006	0.8789847	0.8917081	0.9092986	0.7877859	0.8766964	0.8567516	0.8579042	0.79642373	0.8601974	0.8221245	0.8722693	0.8029785	0.84306055	0.8208209	0.7834165	0.8246778	0.83197266	0.8391818	0.89818764	0.84618413	0.78865564	0.8430633	0.8492009	0.7226702	0.91840816	0.8624277	0.5779374	0.72152114	0.89498	0.87517756	0.89834327	0.929106	0.8871665	0.83881557	0.80645376	0.78476775	0.90232134	0.78130335	0.9021576	0.8863942	0.8384482	0.9107066	0.8929112	0.82988083	0.87361526	0.88673073	0.8419591	0.82175	0.8369149	0.0	0.86782396	0.8797689	0.81661797	0.86584425	0.9413362	0.8147619	0.85681313	0.9007109	0.88906044	0.8246407	0.7924598	0.9575266	0.8593259	0.83273846	0.88894296	0.877611	0.84308237	0.84152675	0.82648647	0.842648	0.8601847	0.8181662	0.8169802	0.77043796	0.8811862	0.8219975	0.8544231	0.8831333	0.8471453	0.8724127	0.8090504	0.8370327	0.83457315	0.8303639	0.7969601	0.86270547	0.8637059	0.8254149	0.8626988	0.85880286	0.81028974	0.88761157	0.79327387	0.83482623	0.84200025	0.84870553	0.92186797	0.87174064	0.8056164	0.8743978	0.91366845	0.8190785	0.7785568	0.8656744	0.7874212	0.85046494	0.7730194	0.95175254	0.9107823	0.80861485	0.91703916	0.83672327	0.8238634	0.86165035	0.8361497	0.8896137	0.83303136	0.87453586	0.78513706	0.8061531	0.8370148	0.95897114	0.85795146
iets/noun	0.7602885	0.8288139	0.9116735	0.92071885	0.87338305	0.7665002	0.91119754	0.91749525	0.7921664	0.87534785	0.89672285	0.8790313	0.8191261	0.88737	0.8762401	0.79690796	0.85254526	0.8305928	0.8824822	0.8480408	0.7621535	0.8148257	0.7671117	0.7578895	0.63003004	0.7880072	0.796278	0.87213117	0.86856985	0.8680138	0.84297144	0.84974897	0.8535964	0.86773574	0.8077778	0.86283356	0.8453569	0.85519886	0.87344724	0.7910739	0.8141397	0.7382088	0.8319499	0.8887282	0.8863363	0.86345184	0.84650886	0.8636149	0.8525195	0.88236415	0.9051019	0.8023893	0.8763094	0.6294249	0.7771293	0.8470319	0.86782396	0.0	0.8402294	0.8248334	0.8892821	0.90247196	0.8652654	0.70689845	0.9090823	0.82255447	0.75003374	0.8907807	0.92893595	0.89081866	0.7625984	0.9067922	0.81048447	0.7353674	0.79506505	0.72601724	0.9009446	0.8678874	0.8871589	0.7673943	0.8524044	0.93123966	0.79719704	0.7403331	0.8386452	0.83825415	0.8982445	0.87830174	0.73745406	0.8575605	0.7453656	0.7465652	0.75890577	0.78095436	0.8757714	0.82988596	0.9214678	0.9088662	0.8892148	0.8078995	0.79790103	0.8769062	0.7265899	0.90724504	0.89805543	0.9087948	0.8811475	0.8593492	0.88278735	0.8790272	0.8144142	0.809578	0.8426962	0.59421504	0.9459888	0.8810512	0.84590065	0.9058694	0.64448714	0.8140278	0.92002904	0.7753867	0.8731804	0.880253	0.78491455	0.77509797	0.88829374	0.8356593	0.8924375	0.7584375
thema/noun	0.72213244	0.838911	0.8215106	0.94311154	0.76495343	0.627082	0.79144424	0.9311526	0.6857685	0.8800515	0.87456566	0.8739783	0.81252503	0.93200856	0.8850014	0.79426914	0.9185028	0.8734845	0.9232605	0.8081049	0.7406416	0.8134126	0.6928265	0.77884597	0.796423	0.8917863	0.63521504	0.898797	0.9321987	0.87895715	0.74207675	0.77173924	0.78477067	0.8882299	0.790724	0.78350955	0.79184276	0.8692506	0.929351	0.79098725	0.694638	0.78776777	0.6473149	0.90109587	0.89894754	0.66412354	0.759555	0.84568954	0.66689104	0.7936434	0.8553194	0.82841045	0.84700465	0.84766304	0.72842073	0.7282193	0.8797689	0.8402294	0.0	0.68296385	0.9502027	0.86094284	0.81024253	0.6802698	0.93008846	0.6871047	0.71255577	0.86349297	0.8935622	0.75848824	0.8467196	0.7992419	0.6888316	0.6381458	0.7577988	0.7559913	0.87168366	0.79405355	0.9193254	0.7645073	0.83789504	0.9010303	0.86229134	0.7994778	0.82279944	0.77948153	0.90482765	0.91617	0.8717246	0.8227328	0.77615356	0.73602223	0.7594948	0.75820494	0.8921324	0.7244741	0.9010771	0.9045571	0.9181951	0.61315584	0.7097868	0.89493954	0.8791426	0.9408981	0.95161843	0.9324444	0.9448203	0.8885347	0.89269084	0.873277	0.8818959	0.7048745	0.7164838	0.8491256	0.9148008	0.8545851	0.8637175	0.9155252	0.81108683	0.635471	0.92712504	0.81350267	0.77894783	0.90739024	0.62079275	0.60890865	0.8920525	0.87467533	0.81956923	0.89606094
landschap/noun	0.7169703	0.73003876	0.82313335	0.86308163	0.7052848	0.7098941	0.84551364	0.8577307	0.77446985	0.8696689	0.7222128	0.8024858	0.81706053	0.88594985	0.8138839	0.80304664	0.82078004	0.88170743	0.85009325	0.79966486	0.7393335	0.7848182	0.6706859	0.77711415	0.7590776	0.8728956	0.612166	0.7649216	0.82782257	0.7112693	0.7087991	0.8122963	0.7211335	0.80317736	0.6789482	0.80202854	0.775288	0.8494035	0.9177457	0.781948	0.6991696	0.6990088	0.6231581	0.88029695	0.729378	0.684142	0.7930246	0.84256613	0.7343646	0.8082247	0.815276	0.71785766	0.8873591	0.8360818	0.706179	0.68988943	0.81661797	0.8248334	0.68296385	0.0	0.8869151	0.8843245	0.71374077	0.7624759	0.91112703	0.73173034	0.6255005	0.6513064	0.9358557	0.7336335	0.7988126	0.87336904	0.7508011	0.6022363	0.64821005	0.74145544	0.6561552	0.7955755	0.8629386	0.6656284	0.79870987	0.8834306	0.72002834	0.7761439	0.8307837	0.77841544	0.8679959	0.8645812	0.83918464	0.766067	0.7100386	0.6836083	0.7237967	0.79132783	0.82517505	0.7309288	0.8123096	0.7588638	0.85093975	0.59789246	0.7372141	0.8458914	0.83391565	0.8745738	0.8809803	0.7840496	0.8624469	0.9052162	0.74681395	0.78392804	0.84217465	0.6349049	0.77436054	0.76656675	0.899364	0.8739028	0.75345856	0.8642177	0.79829895	0.7295321	0.8509183	0.81874037	0.8510709	0.8703066	0.68257165	0.59715986	0.75323373	0.80891925	0.88639927	0.83020115
kap_DIM/noun	0.94057786	0.8158415	0.92506874	0.9330151	0.8969489	0.9527539	0.9582235	0.788606	0.91971076	0.9007149	0.8468591	0.8916132	0.9283833	0.83076113	0.8237161	0.9433319	0.921898	0.9390129	0.7545412	0.8014293	0.9331285	0.80631506	0.9338738	0.8906883	0.9006098	0.8702377	0.885131	0.75111175	0.8401099	0.8834249	0.8407158	0.9333052	0.928278	0.86051977	0.85936886	0.92024493	0.8964145	0.9040547	0.8370528	0.8981204	0.8870326	0.8561178	0.8072263	0.9379222	0.8133422	0.8707103	0.9372424	0.8541398	0.9430855	0.9488606	0.91517085	0.8325734	0.91916376	0.8258815	0.91370595	0.8816547	0.86584425	0.8892821	0.9502027	0.8869151	0.0	0.963077	0.7796012	0.9389757	0.8797516	0.9417866	0.9070429	0.8873313	0.9698108	0.9123329	0.92762315	0.9529923	0.9417559	0.9318077	0.8739596	0.902575	0.88092923	0.88401234	0.82062757	0.9031493	0.8962034	0.8822968	0.7929369	0.937055	0.9135374	0.92226887	0.8096775	0.82974535	0.8978741	0.8088574	0.9012217	0.91356367	0.89819324	0.8985436	0.8944313	0.8985917	0.96934617	0.8645578	0.81165236	0.92003345	0.92357874	0.79778075	0.86736584	0.8546932	0.773314	0.8060294	0.80474436	0.9549268	0.8285278	0.86193836	0.94965595	0.8338204	0.9501924	0.8607142	0.9626518	0.9670443	0.8413086	0.9187894	0.9208864	0.8911871	0.8324813	0.9333669	0.92895585	0.79780257	0.9251699	0.9131243	0.8447481	0.93655187	0.97687685	0.81289166
breakdance/noun	0.89292675	0.92856175	0.86429775	0.9546373	0.8703575	0.889226	0.9548677	0.9577503	0.8087686	0.9505495	0.93970704	0.93382037	0.889915	0.9563297	0.93539923	0.89214325	0.9535512	0.89693624	0.94698477	0.9159369	0.9218934	0.89382774	0.8654741	0.88104445	0.89913714	0.88383335	0.89136326	0.9420598	0.9313548	0.9325812	0.8831449	0.88672984	0.88918763	0.9234258	0.9314136	0.82714444	0.90344656	0.8202524	0.9570511	0.9273224	0.7747077	0.90775245	0.8375331	0.9361963	0.9574695	0.9368789	0.77086675	0.8839309	0.8313186	0.92238325	0.94788754	0.93313783	0.91019845	0.883243	0.7794477	0.888333	0.9413362	0.90247196	0.86094284	0.8843245	0.963077	0.0	0.92072916	0.91451323	0.9628191	0.8277701	0.8020936	0.95423627	0.945738	0.8628826	0.9225083	0.869156	0.8636161	0.88360876	0.8667652	0.9215566	0.94497013	0.7978541	0.94278306	0.8707777	0.9162944	0.96299475	0.9180305	0.9346763	0.8213173	0.83930284	0.9552629	0.9172137	0.93754494	0.90300924	0.9169541	0.90341574	0.8895672	0.9148295	0.9596144	0.87749934	0.9633516	0.92393625	0.9526894	0.8301381	0.86171764	0.9677915	0.9227484	0.9444274	0.95074546	0.9689883	0.9518721	0.95261705	0.92133135	0.9271146	0.91853714	0.8669435	0.9354633	0.91427934	0.9719175	0.908962	0.9238269	0.946296	0.90758914	0.8946804	0.9551541	0.91812116	0.75432163	0.9358406	0.6961596	0.82029	0.94548196	0.89998484	0.89392734	0.88463444
vaas/noun	0.8126831	0.7704328	0.85278577	0.8764944	0.76254344	0.85219383	0.915555	0.7920647	0.82023615	0.89080036	0.73292357	0.83784074	0.8463838	0.83819747	0.6916319	0.8706186	0.87671095	0.9202185	0.6875962	0.77528155	0.8424478	0.7304174	0.82608557	0.8151045	0.85903347	0.83143955	0.69792604	0.5812197	0.84038544	0.77324903	0.7001158	0.8818841	0.72820544	0.7999228	0.7413566	0.80281883	0.8335904	0.8479214	0.84388566	0.8469874	0.8087534	0.77241975	0.68561363	0.9006328	0.65473855	0.7594801	0.8603892	0.8039961	0.8268224	0.86120194	0.858821	0.7245141	0.9197052	0.7942862	0.8278357	0.76551974	0.8147619	0.8652654	0.81024253	0.71374077	0.7796012	0.92072916	0.0	0.86645216	0.8839039	0.82594454	0.7718135	0.74987245	0.93709713	0.74116147	0.8723656	0.92988735	0.8644364	0.8251815	0.69248044	0.8114352	0.7645301	0.7918313	0.831905	0.7846234	0.82491845	0.834255	0.749825	0.8517002	0.876709	0.87314737	0.67431724	0.80281	0.8741563	0.70822656	0.7961318	0.78419787	0.80779064	0.8687911	0.8753883	0.85016614	0.9333959	0.82893854	0.82019496	0.75805974	0.8442725	0.7982093	0.82857525	0.85333115	0.8070463	0.6989198	0.8521252	0.92100364	0.7417864	0.82310617	0.89677614	0.6932409	0.85930693	0.82401663	0.92876595	0.9138962	0.7861493	0.90735996	0.8797558	0.7958249	0.81263816	0.8811022	0.87297076	0.8058551	0.8089632	0.7484019	0.68375814	0.8756694	0.9127886	0.80655754
manier/noun	0.68389434	0.812547	0.8796252	0.93534887	0.7420212	0.5567235	0.76719886	0.93625796	0.74799526	0.84519815	0.8634238	0.8572976	0.77812374	0.8978511	0.86258185	0.7022965	0.881923	0.8426493	0.90347105	0.7924002	0.61626524	0.78613734	0.67032695	0.7407755	0.55746	0.80869305	0.6981083	0.89055467	0.8984149	0.89592284	0.750311	0.80016303	0.80765975	0.8515163	0.70223486	0.84299386	0.8290563	0.8328308	0.9339535	0.76678616	0.72458744	0.70463264	0.68970466	0.8525597	0.8997397	0.79227245	0.7844602	0.8584481	0.7889911	0.816256	0.84033775	0.77865183	0.8622714	0.6985116	0.73543954	0.7454252	0.85681313	0.70689845	0.6802698	0.7624759	0.9389757	0.91451323	0.86645216	0.0	0.8931996	0.73729706	0.678285	0.8683958	0.9083581	0.8127655	0.7342589	0.8041382	0.68093276	0.62093174	0.7851295	0.7031929	0.87698823	0.8271049	0.9123545	0.70346135	0.82129735	0.9092389	0.80702263	0.70157397	0.84665596	0.77645665	0.921505	0.8808963	0.7666541	0.85378087	0.6602916	0.63500065	0.70088124	0.7652406	0.8685299	0.7374741	0.84883773	0.9281976	0.9324186	0.687445	0.72482526	0.8743794	0.79373956	0.942457	0.929071	0.92857254	0.918988	0.8654594	0.8770611	0.8528398	0.83135843	0.7131021	0.75723255	0.6999807	0.888714	0.876227	0.78960264	0.89695287	0.6956792	0.60576916	0.9053357	0.7338201	0.82534707	0.89568275	0.71112394	0.59894514	0.8922864	0.80555785	0.887568	0.80810046
