	bijzonder/adj	gelaat/noun	la/noun	uitspanning/noun	opgebouwd/adj	benadering/noun	eenzijdig/adj	hoofd/noun	lied_DIM/noun	verzorger/noun	achterkant/noun	gelaat_trek/noun	lichaam_taal/noun	elleboog/noun	kast_DIM/noun	speelstijl/noun	bocht/noun	fysiek/noun	bak/noun	mengsel/noun	zeer/adv	look/noun	persoonlijkheid/noun	die/det	zo/adv	jongen/noun	figuur/noun	glas/noun	snuit/noun	wolkenkrabber/noun	model/noun	hartstochtelijk/adj	handschrift/noun	koets_werk/noun	constructie/noun	viool/noun	trek/noun	dan_pas_DIM/noun	trouwring/noun	kant_DIM/noun	choreografie/noun	ietwat/adv	en/vg	Zwitser/noun	steen/noun	symbool/noun	rock/noun	body/noun	lied/noun	verfilming/noun	lijn/noun	blik/noun	one-liners/noun	ze/pron	ritme/noun	veelal/adv	carrosserie/noun	iets/noun	thema/noun	landschap/noun	kap_DIM/noun	breakdance/noun	vaas/noun	manier/noun	uitgestoken/adj	film/noun	klank/noun	gebouw/noun	Jong/name	grafiek/noun	zo/adj	begeleiding/noun	taal/noun	karakter/noun	mooi/adj	nogal/adv	vijver/noun	gitaar/noun	kaak/noun	geluid/noun	volume/noun	beeld_merk/noun	gezicht/noun	des/adv	grooves/noun	ritmiek/noun	tafel/noun	heup/noun	te/adv	letter/noun	even/adv	tamelijk/adj	gebaar/noun	steeds/adv	tred/noun	beweging/noun	weg_net/noun	kassei/noun	kop/noun	compositie/noun	arrangement/noun	korrel/noun	even/adj	slurf/noun	schouder/noun	raam/noun	stekel/noun	eerder/adj	opgetrokken/adj	ronding/noun	aanvankelijk/adj	patroon/noun	uitwerking/noun	wat/adv	generaal/noun	heftigheid/noun	lichaam/noun	pixels/noun	veel/adj	vorm/noun	snavel/noun	minder/adj	dance/noun	decolleté/noun	muziek/noun	stijl/noun	woonkamer/noun	motoriek/noun	interview/noun	lekker/adj
snavel/noun	0.9113805	0.80673456	0.91733617	0.9529608	0.88656944	0.91300124	0.9395421	0.8036166	0.89079905	0.8699658	0.84000427	0.861956	0.8792021	0.8120136	0.86123323	0.9125128	0.847573	0.9078263	0.8162622	0.8604954	0.8729532	0.85533416	0.8817457	0.86816484	0.8457986	0.8584271	0.8608217	0.7769817	0.7830076	0.8810184	0.86442626	0.9247721	0.9058879	0.86555964	0.8631346	0.89346397	0.8522336	0.91309893	0.8771277	0.88271165	0.8917973	0.86662585	0.7999009	0.9221018	0.74999857	0.8363851	0.9131404	0.893256	0.90799695	0.9224226	0.87488693	0.80296946	0.9471441	0.82687473	0.8670972	0.87229747	0.86165035	0.92002904	0.92712504	0.8509183	0.8324813	0.9551541	0.81263816	0.9053357	0.9005232	0.92055213	0.839262	0.87681437	0.9592777	0.9124819	0.8703439	0.9467634	0.9004244	0.88969046	0.8722743	0.8765525	0.84708065	0.8711308	0.75373846	0.8094146	0.8560542	0.90879893	0.77486736	0.86538047	0.8978058	0.8906654	0.8633638	0.82417107	0.87360764	0.7915539	0.87525034	0.85617155	0.85857224	0.8890739	0.8743699	0.8574713	0.926244	0.8184932	0.7384629	0.8808437	0.9125488	0.83437014	0.87251997	0.8155264	0.79224026	0.79267657	0.8351802	0.9497949	0.84852374	0.84183156	0.9222363	0.8215608	0.9185411	0.870524	0.951173	0.9194514	0.82147497	0.9283056	0.9064402	0.8707211	0.0	0.8998686	0.91617686	0.8049876	0.9030421	0.8845464	0.850174	0.86411846	0.9647923	0.85510147
minder/adj	0.6085363	0.81215876	0.9180502	0.9144446	0.8072479	0.7536456	0.83556724	0.9149908	0.83908516	0.8579446	0.8566873	0.89142483	0.8318139	0.8730984	0.8655978	0.7843931	0.8432071	0.7959727	0.80497015	0.7825738	0.54103506	0.80122864	0.7663278	0.7996664	0.6401476	0.83523947	0.810508	0.8263974	0.88358223	0.88853234	0.80037546	0.8483678	0.8676783	0.8229642	0.8050201	0.8542798	0.7864474	0.87235844	0.9098352	0.82527184	0.8297252	0.7374251	0.6496912	0.8575161	0.8823515	0.86249113	0.8235552	0.82706	0.8728441	0.8359313	0.84286886	0.80988246	0.874043	0.78460777	0.80841833	0.73663014	0.8361497	0.7753867	0.81350267	0.81874037	0.9333669	0.91812116	0.8811022	0.7338201	0.9260358	0.82593876	0.7830397	0.88205355	0.93172413	0.8320693	0.6965107	0.8109671	0.84497523	0.75092757	0.8100584	0.65811455	0.86426145	0.8559783	0.86669445	0.7819181	0.73480594	0.93749356	0.8218657	0.63314533	0.8487275	0.84135747	0.8794435	0.83586454	0.5699573	0.8844485	0.66132635	0.6610929	0.8246469	0.6451247	0.8088973	0.82719415	0.85451305	0.852399	0.8681288	0.8029457	0.8046509	0.81520426	0.76513463	0.91673326	0.86172473	0.9109704	0.8910977	0.8592517	0.8692854	0.8896764	0.74910784	0.7916345	0.8162937	0.62071884	0.93821234	0.88202816	0.792877	0.91134316	0.4622028	0.76037	0.8998686	0.0	0.854801	0.8877963	0.81908596	0.78029466	0.8854324	0.84815854	0.93834	0.7450124
dance/noun	0.8005454	0.86604434	0.7561183	0.9196263	0.8264272	0.80738556	0.8745707	0.93308663	0.6885942	0.9206734	0.9058026	0.89108044	0.837687	0.91633695	0.8839764	0.8098941	0.9011968	0.88468915	0.88374525	0.7708491	0.80578816	0.7845675	0.7931284	0.82455623	0.84057146	0.88156515	0.7920642	0.86769	0.9239514	0.89098257	0.792483	0.83195686	0.85799134	0.87599444	0.8422213	0.75252473	0.82645893	0.80280375	0.9379678	0.86393267	0.6806499	0.76240003	0.72726774	0.89047855	0.9069999	0.87872976	0.45342284	0.80561227	0.7402419	0.8190598	0.9145307	0.8668734	0.86895365	0.87043506	0.66492677	0.7819406	0.8896137	0.8731804	0.77894783	0.8510709	0.92895585	0.75432163	0.87297076	0.82534707	0.936943	0.6849899	0.6443393	0.93099797	0.9172188	0.8187758	0.8469409	0.8503185	0.7947208	0.7671635	0.81842166	0.79689753	0.90107524	0.71084505	0.9073878	0.72316206	0.8367007	0.9096191	0.8804981	0.86626494	0.6816838	0.76479656	0.90993345	0.8803172	0.8612705	0.848297	0.7949555	0.7681908	0.8351624	0.81871045	0.86866325	0.7985607	0.9234253	0.88150936	0.9098367	0.6708177	0.70935225	0.8963311	0.87526655	0.935819	0.91788095	0.92204666	0.9427971	0.91007376	0.8757585	0.8971766	0.8652768	0.8175875	0.85125697	0.82410645	0.9417429	0.91692555	0.88602424	0.92479026	0.8486313	0.79864943	0.91617686	0.854801	0.0	0.90073603	0.49678046	0.6477745	0.89102155	0.8388003	0.8663378	0.8246561
decolleté/noun	0.86823815	0.7642531	0.86107796	0.9303402	0.8869703	0.92024875	0.9263691	0.8291708	0.8316634	0.89628375	0.81195515	0.8011578	0.82818276	0.84688646	0.88005865	0.885757	0.88062096	0.91532356	0.859287	0.861095	0.8486363	0.77974904	0.8365407	0.87560314	0.82636714	0.83481085	0.8457687	0.7822434	0.83152944	0.8843337	0.78586984	0.88943493	0.8855792	0.8561498	0.86500615	0.8849637	0.8575437	0.81370986	0.9093966	0.8831289	0.84119236	0.8062962	0.7770349	0.9101374	0.84395134	0.8585062	0.8579241	0.79345626	0.8709267	0.90386075	0.8712777	0.7816568	0.878588	0.81014717	0.85211515	0.84578574	0.83303136	0.880253	0.90739024	0.8703066	0.79780257	0.9358406	0.8058551	0.89568275	0.88254344	0.87237	0.8356157	0.901707	0.9531834	0.8803621	0.85565364	0.9296524	0.92496043	0.8646509	0.77768165	0.87388015	0.8534945	0.8329974	0.7740409	0.83809537	0.851958	0.9069701	0.7322496	0.8717079	0.84829766	0.9023622	0.8495447	0.73708045	0.84905297	0.8379891	0.8218091	0.85642976	0.81746674	0.8777946	0.86406815	0.8603499	0.9429837	0.8703678	0.8580195	0.855995	0.86068654	0.8369043	0.81858283	0.88600534	0.7591122	0.8510234	0.7950219	0.9510279	0.7990869	0.783597	0.9103484	0.8072179	0.92104053	0.8131052	0.9393739	0.9247065	0.8133429	0.95182353	0.8832649	0.8655617	0.8049876	0.8877963	0.90073603	0.0	0.8616593	0.83887774	0.8630127	0.8541857	0.9095154	0.817318
muziek/noun	0.7114346	0.8268552	0.7207909	0.9005512	0.7391471	0.69583106	0.8721497	0.9239217	0.39236426	0.8915064	0.8725829	0.8402145	0.7438185	0.9217329	0.848487	0.7223278	0.9165099	0.8448181	0.8784348	0.73923063	0.7614447	0.732943	0.67126286	0.78347015	0.76455736	0.84798187	0.69285375	0.8323257	0.9006565	0.8731557	0.73618174	0.74062586	0.7471822	0.8594168	0.82345337	0.56105995	0.7864628	0.7343739	0.9367195	0.78324986	0.5230258	0.7039805	0.59547126	0.89384955	0.8888898	0.76652455	0.40438533	0.7926527	0.42336798	0.7460048	0.881868	0.803068	0.8299897	0.8057701	0.49116343	0.71370566	0.87453586	0.78491455	0.62079275	0.68257165	0.9251699	0.6961596	0.8089632	0.71112394	0.93772686	0.50209963	0.37382233	0.8852903	0.9190741	0.7322937	0.80343854	0.77138484	0.62201226	0.64512587	0.6685287	0.758034	0.87157154	0.52015173	0.9108518	0.5266336	0.79379594	0.90080726	0.8375283	0.79533815	0.63591886	0.6314068	0.90168566	0.8797059	0.8479678	0.7894356	0.73104393	0.7140389	0.7114494	0.7979052	0.8644949	0.7146876	0.92793757	0.8813109	0.91460043	0.42300653	0.5612999	0.8814791	0.8405137	0.91846895	0.93477046	0.9233445	0.91980046	0.91363704	0.83785945	0.8664338	0.8535713	0.70802987	0.78778595	0.7692657	0.9296028	0.8522597	0.8196795	0.87873155	0.78472286	0.7033698	0.9030421	0.81908596	0.49678046	0.8616593	0.0	0.4862731	0.85263836	0.77704716	0.7997885	0.7666005
stijl/noun	0.64635575	0.77162516	0.7504941	0.9027516	0.6636332	0.5361173	0.8250241	0.91765815	0.57251716	0.88384557	0.78163725	0.7855556	0.72629464	0.9026778	0.84977025	0.5786667	0.8611817	0.8134966	0.8865685	0.7312213	0.64252883	0.611303	0.54411405	0.743721	0.6993022	0.85870457	0.6114721	0.8110264	0.8607939	0.8117348	0.60212374	0.76867366	0.65785146	0.77704513	0.701562	0.6784718	0.7433797	0.77026784	0.922868	0.7532396	0.54419386	0.5890268	0.60340405	0.8768293	0.86194986	0.7189272	0.5685116	0.7636105	0.6218926	0.7101762	0.7646325	0.7328907	0.7752949	0.8163477	0.53222334	0.6867639	0.78513706	0.77509797	0.60890865	0.59715986	0.9131243	0.82029	0.7484019	0.59894514	0.9213917	0.6073775	0.4830106	0.77661955	0.8913924	0.73693645	0.7587514	0.81525874	0.5746191	0.4922495	0.6317314	0.6426203	0.84367794	0.6567692	0.880237	0.6195842	0.77037597	0.856042	0.7466051	0.74749637	0.6916779	0.6490679	0.88174593	0.84464765	0.7924324	0.7416477	0.6386672	0.5910423	0.67131525	0.77481973	0.7889333	0.6980262	0.8805259	0.8557831	0.8930069	0.44031477	0.5899879	0.85161346	0.8234978	0.94642955	0.9081278	0.8794487	0.8869917	0.889137	0.77524424	0.79230857	0.82048225	0.60697305	0.7128391	0.67085946	0.8954141	0.851268	0.81825376	0.8720153	0.76366645	0.58710206	0.8845464	0.78029466	0.6477745	0.83887774	0.4862731	0.0	0.80703264	0.73926574	0.84726465	0.7935275
woonkamer/noun	0.87649506	0.7840386	0.8642884	0.82890326	0.825045	0.8969474	0.93094546	0.79437774	0.85679024	0.84581363	0.5915581	0.884637	0.88276744	0.8375825	0.65167546	0.9053008	0.84457123	0.92536306	0.7003634	0.81386006	0.87273276	0.8296222	0.8597178	0.8313053	0.87108684	0.8146126	0.83667797	0.6305962	0.8685311	0.7323607	0.8061676	0.8820658	0.8340443	0.7924034	0.7573669	0.84457403	0.8440862	0.87281054	0.8673669	0.8723766	0.8619486	0.788752	0.66756874	0.9004939	0.72490567	0.84462804	0.8578207	0.8511882	0.862397	0.9101615	0.88684136	0.7565834	0.9361827	0.7387416	0.86194384	0.7883144	0.8061531	0.88829374	0.8920525	0.75323373	0.8447481	0.94548196	0.68375814	0.8922864	0.89460945	0.88434523	0.81783974	0.61561114	0.9211197	0.85736215	0.87468207	0.8954959	0.9192992	0.8694654	0.77380705	0.83842045	0.7143891	0.8090975	0.82571465	0.76868546	0.78470564	0.92274153	0.7838974	0.86822015	0.9056225	0.90156466	0.67197335	0.8282297	0.86320984	0.79942906	0.7673127	0.8068244	0.8513396	0.85368574	0.8262067	0.85923177	0.90464073	0.80401176	0.79703134	0.83161145	0.8527396	0.8632025	0.77973765	0.86483556	0.84661007	0.49999028	0.9002565	0.9400758	0.7436533	0.866682	0.878384	0.7671354	0.9042581	0.80843616	0.9176181	0.9352132	0.7383745	0.90740556	0.8743098	0.8753766	0.850174	0.8854324	0.89102155	0.8630127	0.85263836	0.80703264	0.0	0.8999348	0.9242303	0.7706765
motoriek/noun	0.78936374	0.7738724	0.89361954	0.9506962	0.8255546	0.8197503	0.86613214	0.9196057	0.8281141	0.8896362	0.9048462	0.8109318	0.73284364	0.8750785	0.9005116	0.79306066	0.8802909	0.76513755	0.9128987	0.86015594	0.7910633	0.8246244	0.72658056	0.790315	0.8224144	0.8680548	0.81870985	0.88653094	0.8715853	0.89610726	0.83400786	0.8499118	0.8370621	0.8445623	0.83028376	0.8542	0.82869935	0.80367184	0.9094751	0.8577058	0.7488707	0.7425668	0.7597747	0.8937197	0.9117655	0.8575124	0.8356724	0.8239555	0.84384537	0.8709043	0.8915653	0.79655886	0.85232925	0.82180333	0.7505033	0.825488	0.8370148	0.8356593	0.87467533	0.80891925	0.93655187	0.89998484	0.8756694	0.80555785	0.8881396	0.8243626	0.7345432	0.9150629	0.92134196	0.86859554	0.81517917	0.8510084	0.78795564	0.7466669	0.82688594	0.7705771	0.90932596	0.82438743	0.84245735	0.76504815	0.86863256	0.93129325	0.7791798	0.82440716	0.81978774	0.7613239	0.927053	0.81780887	0.8410989	0.8523872	0.8248017	0.80384254	0.75762784	0.84417105	0.83212155	0.73288274	0.91079694	0.9007123	0.8912931	0.79708683	0.82509196	0.8719995	0.862437	0.91627085	0.8620748	0.93763804	0.9138099	0.9086709	0.86828464	0.85267174	0.86091876	0.78573716	0.8220576	0.7662039	0.9397093	0.8527859	0.763347	0.89378875	0.8107171	0.79044944	0.86411846	0.84815854	0.8388003	0.8541857	0.77704716	0.73926574	0.8999348	0.0	0.9197334	0.8581383
interview/noun	0.8626809	0.8952711	0.8568453	0.9531651	0.87547207	0.8580562	0.84388065	0.9485812	0.76021373	0.8860454	0.91845137	0.91612554	0.84446025	0.9494138	0.9247445	0.90148	0.9485283	0.9433895	0.95014507	0.91685003	0.84783506	0.9185947	0.8287608	0.846789	0.84864	0.93311924	0.8219172	0.95728296	0.96122754	0.9221523	0.8574069	0.8455927	0.80389655	0.9434264	0.9010038	0.885423	0.91563565	0.90053105	0.92140394	0.87404466	0.84623164	0.83701485	0.8262805	0.8889475	0.93971217	0.9104	0.85619783	0.92435044	0.7664665	0.83817875	0.9482967	0.8801536	0.86448526	0.83971536	0.88143945	0.8271975	0.95897114	0.8924375	0.81956923	0.88639927	0.97687685	0.89392734	0.9127886	0.887568	0.921245	0.72378486	0.8403647	0.9591936	0.80289316	0.82938445	0.91708803	0.91310394	0.8465347	0.855384	0.85839605	0.8361705	0.9563593	0.8807099	0.92685694	0.8524945	0.9071946	0.96482724	0.9155446	0.87452614	0.920645	0.92226964	0.93899906	0.94294083	0.9197582	0.8609733	0.8775453	0.8117432	0.848329	0.8864528	0.94514835	0.9069093	0.93597806	0.93230253	0.91577536	0.80973536	0.85926163	0.9477416	0.90069157	0.97113055	0.9677535	0.96861345	0.9563941	0.74248755	0.92469615	0.9626702	0.86607456	0.8783511	0.8851224	0.89465344	0.7734113	0.91233176	0.9340524	0.9452778	0.9143371	0.9085479	0.9647923	0.93834	0.8663378	0.9095154	0.7997885	0.84726465	0.9242303	0.9197334	0.0	0.93955255
lekker/adj	0.7895297	0.84081393	0.8475143	0.8515511	0.8556413	0.8560391	0.9333532	0.8249105	0.7716564	0.8555471	0.80198973	0.8957358	0.8428819	0.8314932	0.8154304	0.86462414	0.81165665	0.8691032	0.6602099	0.66306293	0.7942506	0.7335386	0.866088	0.8285433	0.67739445	0.7648405	0.872381	0.61401594	0.8504961	0.87872136	0.85130477	0.86807895	0.8801573	0.85170275	0.87260574	0.821393	0.7674851	0.8521738	0.91315234	0.8237115	0.836199	0.74385935	0.6263753	0.89685476	0.82867444	0.9034082	0.7446511	0.80161715	0.8465041	0.8836548	0.8875704	0.7565228	0.8555314	0.6706132	0.75315994	0.8492075	0.85795146	0.7584375	0.89606094	0.83020115	0.81289166	0.88463444	0.80655754	0.80810046	0.8909588	0.88351536	0.76534104	0.92193377	0.92603284	0.8937614	0.7665061	0.9031235	0.8963006	0.84030646	0.6923634	0.7783077	0.7978511	0.77486086	0.8184278	0.7832029	0.8595779	0.9367781	0.7835788	0.81688035	0.8313212	0.8884461	0.66131425	0.7970508	0.7363335	0.83651304	0.7405058	0.74813163	0.8578599	0.8276061	0.8477349	0.8783521	0.94087654	0.8361828	0.7157788	0.8489701	0.7837452	0.7772254	0.65253794	0.86731267	0.8212034	0.8231626	0.8681644	0.9522113	0.8231302	0.83529854	0.8752677	0.8353772	0.899956	0.60710585	0.96567655	0.9256495	0.81167924	0.9483729	0.73605573	0.87423444	0.85510147	0.7450124	0.8246561	0.817318	0.7666005	0.7935275	0.7706765	0.8581383	0.93955255	0.0
