	inhoud/noun	jurk/noun	stadion/noun	prachtig/adj	feestelijk/adj	scherm/noun	pantoffel/noun	vis/noun	substantie/noun	bij/noun	pasta/noun	vlak/noun	stoel_DIM/noun	vlag_DIM/noun	boei/noun	T-shirt/noun	bloedrood/adj	tegel/noun	minderheid/noun	bal_DIM/noun	tatoeages/noun	kip/noun	blok_DIM/noun	mascara/noun	oog/noun	op/adj	lingerie/noun	samenleving/noun	vredig/adj	knot_gek/adj	stuk/noun	versie/noun	straat_beeld/noun	smaak/noun	podium/noun	onder_klasse/noun	bril_DIM/noun	intens/adj	water/noun	letterlijk/adj	publiek/noun	streep/noun	potlood/noun	zand/noun	zangeres/noun	kop_DIM/noun	flard/noun	trui/noun	aquarel/noun	glas/noun	jongen/noun	sterk/adj	bovenlaag/noun	overhemd/noun	gevel/noun	kunstmatig/adj	unilateralisme/noun	bord_DIM/noun	kleding/noun	imago/noun	ding_DIM/noun	groot/adj	informatie/noun	tekst/noun	bruin/adj	zeil/noun	bont/adj	anders/adj	politiek/adj	erg/adj	geheel/adj	laan/noun	lijn/noun	kaart/noun	plastic/noun	gezien/adj	medemens/noun	matras/noun	episode/noun	variant/noun	tros/noun	thema/noun	tatoeage/noun	helder/adj	kaart_DIM/noun	vreemd/adj	begrip/noun	voetballer/noun	hemd/noun	vrouw/noun	bol_DIM/noun	Mechelaar/noun	thee/noun	trappenhuis/noun	vrolijk/adj	bril/noun	verhaal/noun	waarheid/noun	diamant/noun	visie/noun	plexiglas/noun	bevolking/noun	stip_DIM/noun	haar/noun	wereld/noun	haar/pron	papier/noun	lichtbruin/adj	vloeistof/noun	afval_water/noun	verschil/adj	links/adj	mens/noun	bord/noun	groente/noun	vrouw_DIM/noun	licht/adj	jas_DIM/noun	hagel_slag/noun	tamelijk/adj	doek/noun	ideologisch/adj	perspectief/noun	glas_DIM/noun	vlek/noun	ets/noun	melancholisch/adj	kamer/noun	licht/noun	huis/noun	bal/noun	geheugen/noun	ronde_DIM/noun	alge/noun	bliksem/noun	staaf_DIM/noun	baksteen/noun	hemel/noun	monster/noun	scheidsrechter/noun	sfeer/noun	ring/noun	regionaal/adj	huid/noun	ballon/noun	tol/noun	stap_pers/noun	genre/noun	contour/noun	kous/noun	cast/noun	fel/adj	portret/noun	opvallend/adj	grillig/adj	rechthoek/noun	standpunt/noun	beeld/noun	tint_DIM/noun	blad/noun	band_DIM/noun	lichaam/noun	barst_DIM/noun	veel/adj	bedevaart/noun	boot_DIM/noun	vleugel/noun	rood/adj	onderdaan/noun	voering/noun	rood_wit/adj	Frans/noun	huis_DIM/noun	berichtgeving/noun	glasplaat/noun	inkt/noun	noot/noun	zwart/adj	speler/noun	afkomst/noun
huid/noun	0.8548507	0.63702893	0.90239644	0.77139044	0.867885	0.7540649	0.82124335	0.6559249	0.7104587	0.7696323	0.7302731	0.894622	0.7941377	0.8052932	0.81652313	0.6836923	0.7639336	0.6558398	0.90518856	0.7479742	0.7355249	0.68133426	0.70610994	0.7573536	0.6190011	0.9148131	0.7770621	0.8568545	0.83331376	0.8803471	0.71981233	0.84047824	0.8196211	0.75361216	0.7992997	0.9237922	0.7430986	0.7633728	0.6610997	0.6788999	0.85736376	0.7512019	0.74510324	0.6319624	0.8275681	0.73034704	0.7680169	0.7262789	0.8403902	0.6497097	0.8039065	0.8881929	0.8197182	0.65327483	0.701857	0.7262368	0.96559286	0.8132468	0.6672072	0.80848837	0.8426495	0.87537646	0.9015725	0.83221954	0.55697143	0.73506135	0.76247907	0.9055543	0.9195975	0.81239486	0.8059476	0.8864805	0.82526416	0.89094645	0.6089518	0.87587255	0.8035234	0.72074115	0.8550155	0.77780044	0.78924847	0.8842997	0.7777368	0.7642398	0.88019496	0.81079304	0.9002078	0.8599234	0.65563935	0.7872558	0.67885506	0.9270803	0.7858319	0.831756	0.76519513	0.65417546	0.82575196	0.8714822	0.7850804	0.90373826	0.8089275	0.88130426	0.79287493	0.49037582	0.8527336	0.73071235	0.7306692	0.74297994	0.62499464	0.841943	0.84399307	0.90549576	0.8128663	0.7765854	0.71205103	0.74054444	0.733603	0.67476904	0.86093384	0.7649386	0.6416335	0.87986505	0.8586166	0.81934035	0.59170645	0.8550684	0.822422	0.8088529	0.73534405	0.8225822	0.83365124	0.7721563	0.82501185	0.6998228	0.8558373	0.7174438	0.68685126	0.75213206	0.6769825	0.9126092	0.84214664	0.73976576	0.9412528	0.0	0.7571571	0.89346004	0.8728517	0.86583227	0.7205071	0.7624161	0.86650133	0.80532914	0.7985923	0.7888081	0.78226966	0.82196057	0.9221795	0.7678672	0.84950304	0.7630954	0.76735914	0.47959828	0.82737267	0.8271555	0.9091067	0.8310904	0.76328826	0.6288222	0.87299156	0.7366208	0.8067742	0.90167624	0.79790735	0.93507135	0.7679954	0.66890705	0.77135897	0.6119901	0.9130814	0.89451313
ballon/noun	0.82957757	0.679013	0.7657822	0.7500348	0.7379792	0.75097	0.8405545	0.7907402	0.8341628	0.79273003	0.80987126	0.8943513	0.71922195	0.6494308	0.83614236	0.6527294	0.77767885	0.71551156	0.9314307	0.7401288	0.8268404	0.8083937	0.7495816	0.85175914	0.79165643	0.90222365	0.79776996	0.90640503	0.80731714	0.87727654	0.79700017	0.8841598	0.7841845	0.85216725	0.70742404	0.92741966	0.8112899	0.822404	0.709237	0.7068645	0.79922557	0.76489234	0.7760559	0.6979634	0.87742525	0.73333216	0.7489586	0.7422286	0.83629215	0.67924625	0.8330243	0.92234945	0.8862943	0.74187416	0.6595063	0.80270916	0.9542389	0.7050352	0.7501092	0.8838901	0.83151644	0.8521445	0.8993119	0.80553985	0.6924187	0.7000928	0.7322626	0.93752843	0.9117072	0.8949283	0.8265526	0.8378633	0.8493991	0.84303486	0.71457493	0.8715992	0.8699676	0.74836826	0.88112235	0.8377103	0.72228754	0.86244273	0.8455548	0.79686785	0.7619136	0.86094767	0.9163958	0.9017973	0.733161	0.8816988	0.70892406	0.91855574	0.78174764	0.8199981	0.68727773	0.75152826	0.8639418	0.9181404	0.80477715	0.91573405	0.80914485	0.8978516	0.7995137	0.72543925	0.86300695	0.8145815	0.78099966	0.8146148	0.739037	0.87714124	0.8284522	0.855379	0.85149074	0.695472	0.821422	0.79225165	0.7952257	0.70274377	0.8898526	0.83210087	0.6580303	0.869108	0.8835253	0.7692095	0.7290437	0.8640531	0.84813625	0.7737398	0.7321981	0.77161133	0.7917067	0.85434484	0.72933227	0.86103064	0.76998353	0.81659365	0.7159003	0.6901779	0.7742765	0.88457286	0.864324	0.72477686	0.9103522	0.7571571	0.0	0.8488134	0.87217593	0.8695911	0.7795204	0.79329133	0.86788523	0.7834423	0.8069354	0.7820298	0.8031471	0.8031322	0.9189292	0.799581	0.8239596	0.8126793	0.7632178	0.778239	0.9129977	0.8714255	0.8528879	0.703845	0.74150527	0.6542529	0.8762631	0.8335214	0.7557483	0.8922919	0.7571885	0.9248612	0.84391296	0.77461976	0.7903859	0.6943278	0.91322225	0.91782135
tol/noun	0.88388026	0.8997058	0.8817295	0.8940872	0.9020519	0.8932044	0.936435	0.90487266	0.9044646	0.8813901	0.9244175	0.80201983	0.87626636	0.898016	0.9143865	0.8921693	0.9476348	0.899795	0.88606215	0.8745668	0.91986895	0.90409833	0.9027083	0.9279969	0.90539485	0.8947961	0.8960682	0.824891	0.8716221	0.94560295	0.8790297	0.909349	0.8753822	0.9082106	0.89383143	0.9188869	0.9321154	0.83478165	0.8656081	0.866155	0.8986004	0.8945572	0.90095127	0.8624044	0.91721654	0.8880398	0.892548	0.91172856	0.9336463	0.8585542	0.8908617	0.8255662	0.9041798	0.8986926	0.8860449	0.82214916	0.9352852	0.89053214	0.8651321	0.8891687	0.90214443	0.8365729	0.90565765	0.9305465	0.90507555	0.8666419	0.8719194	0.9439448	0.84148204	0.8561702	0.8619078	0.88294303	0.8932587	0.90754116	0.86353195	0.8202996	0.8545792	0.85343975	0.8658267	0.8297352	0.904232	0.86784494	0.915871	0.8953359	0.89125067	0.9132179	0.8529003	0.8838289	0.89719605	0.88371104	0.8950985	0.92482907	0.90825653	0.90685564	0.88080233	0.8808928	0.89450693	0.8985911	0.8597068	0.88489556	0.92092997	0.84620565	0.93737316	0.89358443	0.86424613	0.90257525	0.90345293	0.92658323	0.9014758	0.89685005	0.87271535	0.89237475	0.8377925	0.8740901	0.9126419	0.9008198	0.80809987	0.8948462	0.96649253	0.84456843	0.8994012	0.8558914	0.84917796	0.8897444	0.8751261	0.9404874	0.8962343	0.89981765	0.8684138	0.90871304	0.89012945	0.87088406	0.8350328	0.90349764	0.87511086	0.9136964	0.8666709	0.88153076	0.8617839	0.9074427	0.8935525	0.8315488	0.87492007	0.89346004	0.8488134	0.0	0.915183	0.8943953	0.8549956	0.9209182	0.9062022	0.85600555	0.89881074	0.88070095	0.8434442	0.9045139	0.91489977	0.8796198	0.88383675	0.9139904	0.87787366	0.83402455	0.9322461	0.7838645	0.9062608	0.8533642	0.88617367	0.9072932	0.8653584	0.9500551	0.875109	0.9112556	0.8833761	0.87295157	0.93366325	0.9068234	0.8921161	0.891209	0.8588221	0.90074426
stap_pers/noun	0.9403973	0.8426461	0.8818201	0.87776965	0.83272225	0.906563	0.88351446	0.89189285	0.9171783	0.87351257	0.8896279	0.9122005	0.8788882	0.8771965	0.91912544	0.83857274	0.92924094	0.89589477	0.9117386	0.9015754	0.9000866	0.9115298	0.897155	0.90397406	0.92747587	0.8999358	0.87916404	0.89002633	0.8971303	0.90798306	0.8934816	0.9126938	0.89455557	0.90912396	0.85756266	0.9181188	0.8906827	0.89313	0.9128914	0.8826385	0.8413685	0.8713994	0.9096151	0.9107831	0.88817745	0.89686847	0.8890999	0.8320863	0.9406885	0.88343143	0.8272832	0.88669765	0.90215605	0.84990805	0.9025665	0.92969185	0.949924	0.87884265	0.8364898	0.90429395	0.896559	0.9218395	0.9206395	0.92926514	0.8679909	0.88686836	0.8760961	0.9443166	0.94421667	0.8540706	0.9140748	0.91040856	0.8996912	0.9412889	0.90231377	0.9012155	0.83974594	0.87577665	0.91565937	0.87052256	0.8980317	0.9167156	0.92121714	0.8931753	0.89820623	0.9366869	0.91658545	0.8609058	0.8751787	0.86260724	0.8866125	0.89445144	0.85499763	0.9290066	0.84757143	0.87065256	0.9154279	0.93676263	0.90454584	0.9340319	0.9302879	0.8844432	0.9043859	0.8806063	0.9201721	0.8652889	0.9139289	0.90051734	0.90830314	0.9202961	0.8835647	0.9198449	0.83967346	0.882365	0.90410817	0.8529459	0.8910157	0.82493484	0.91071534	0.88287294	0.90399224	0.9247285	0.91127765	0.8552289	0.87134975	0.9348739	0.91535795	0.91078573	0.9069937	0.90491384	0.90758383	0.9292735	0.8493662	0.8988311	0.9214512	0.9259641	0.9089914	0.9207803	0.8981568	0.9231467	0.882567	0.8985809	0.9339283	0.8728517	0.87217593	0.915183	0.0	0.9102715	0.9061992	0.8741287	0.88672155	0.9150841	0.92275155	0.8800626	0.8982073	0.9285335	0.9372339	0.92360073	0.87975913	0.9186431	0.87047446	0.92267174	0.93445855	0.87608445	0.84378934	0.85715365	0.90559185	0.886816	0.8868797	0.8857087	0.8515761	0.900595	0.9062426	0.96792644	0.92105776	0.92062914	0.9045371	0.881068	0.8639154	0.9138633
genre/noun	0.7455011	0.8050519	0.9032856	0.69393873	0.79672587	0.83225197	0.93499434	0.8600379	0.86202705	0.8371307	0.85065067	0.7931841	0.88729566	0.9038563	0.92921036	0.8363626	0.90528965	0.8662297	0.8467152	0.8498823	0.85508764	0.9043359	0.85374683	0.9320976	0.90172595	0.9057008	0.83404684	0.7799635	0.8420797	0.82861423	0.76581955	0.66303176	0.8225449	0.7175298	0.75952184	0.8885843	0.88651913	0.7220136	0.91117626	0.8116678	0.7153269	0.91050476	0.8666623	0.8928987	0.6960943	0.87404406	0.7422787	0.90773714	0.78381443	0.90293777	0.8823394	0.8017422	0.87061626	0.8742446	0.8679885	0.8069847	0.92626655	0.8866761	0.7794677	0.8059861	0.8107866	0.8364112	0.87466615	0.67364794	0.8592187	0.8942835	0.74542934	0.90233564	0.77535707	0.7783464	0.75843537	0.90001523	0.8489642	0.91228825	0.84692705	0.7843562	0.8172202	0.89700973	0.71858853	0.6418996	0.8568735	0.60649514	0.86162907	0.73539746	0.8713018	0.78446233	0.73533976	0.81108636	0.87051463	0.87596357	0.88562536	0.93259525	0.877339	0.89243853	0.7199622	0.83076525	0.65872854	0.80784476	0.8577944	0.7209921	0.8922593	0.8856764	0.91489136	0.892264	0.74927855	0.869152	0.88765824	0.9331201	0.8863263	0.91079444	0.71990573	0.8515086	0.8480662	0.9035138	0.8216792	0.8305621	0.8311254	0.80454206	0.92950845	0.67243	0.79265517	0.73735416	0.7369504	0.90373737	0.8633584	0.80384994	0.6836751	0.9092596	0.86134994	0.943944	0.9095758	0.8004769	0.88098544	0.9117973	0.92190635	0.913666	0.82964885	0.8752264	0.81402093	0.9337282	0.7477168	0.89641225	0.837289	0.86583227	0.8695911	0.8943953	0.9102715	0.0	0.7958318	0.90788877	0.724206	0.9000643	0.7005033	0.733143	0.70103383	0.8980706	0.8350265	0.7223581	0.72925884	0.75179493	0.75344706	0.8562646	0.94435555	0.81317717	0.86734474	0.8958299	0.82225615	0.9005734	0.867119	0.92573816	0.88650614	0.8194173	0.87278616	0.8927081	0.9247225	0.85789067	0.68625957	0.8407567	0.8712894	0.86670846
contour/noun	0.77372897	0.73578143	0.86497784	0.6542239	0.83183414	0.78569245	0.894992	0.8551188	0.8193981	0.8600428	0.8410918	0.82590795	0.806051	0.809073	0.8678761	0.7796489	0.7722274	0.7326015	0.8900807	0.804722	0.81562346	0.8960016	0.8075786	0.86265707	0.76889807	0.8964883	0.8372556	0.83095384	0.765921	0.8846911	0.7891079	0.80579525	0.7651764	0.7890892	0.8140385	0.90263224	0.8047242	0.769146	0.7836667	0.7311675	0.8589773	0.77038276	0.73860776	0.7523726	0.8604134	0.8146707	0.74465287	0.81702405	0.75016356	0.7577677	0.87535655	0.86156774	0.8472641	0.7743756	0.70103776	0.7778667	0.9201765	0.8150375	0.76730716	0.84190464	0.84815514	0.8455772	0.8667619	0.74465054	0.7042599	0.8066049	0.76631963	0.9317642	0.81633395	0.82680154	0.7756094	0.82323164	0.73375624	0.86741126	0.755131	0.8479001	0.8411716	0.8114504	0.79442286	0.76461285	0.84059954	0.78446	0.83058226	0.656265	0.8953649	0.80262405	0.8377101	0.87327766	0.7802132	0.87701327	0.78519106	0.9173166	0.84681696	0.81656253	0.7675056	0.7742679	0.77908266	0.8355341	0.81146646	0.78570133	0.8315938	0.902761	0.7547968	0.7417426	0.83225787	0.83863	0.783255	0.79744995	0.7925563	0.8764342	0.7772084	0.8567287	0.8947587	0.81145906	0.86522424	0.82047135	0.7924311	0.7477155	0.92845684	0.7369942	0.6466416	0.76960886	0.75392956	0.8559404	0.6632294	0.79302776	0.7816013	0.8189242	0.69623363	0.84746504	0.86070555	0.8107072	0.83402467	0.8574531	0.86073846	0.8624587	0.71398914	0.73003405	0.77078676	0.9015436	0.8065394	0.8027816	0.8741472	0.7205071	0.7795204	0.8549956	0.9061992	0.7958318	0.0	0.8382162	0.8363867	0.8218372	0.7376185	0.74939144	0.6885989	0.8096347	0.8309225	0.66606694	0.80412304	0.81962025	0.83725816	0.7673626	0.90683436	0.8630362	0.89149356	0.817739	0.78832275	0.7438408	0.89121497	0.7928679	0.8042177	0.8576853	0.7545453	0.91163725	0.8143913	0.73127437	0.7766275	0.7044165	0.9006739	0.89254344
kous/noun	0.8770231	0.5902991	0.901047	0.83904314	0.88473827	0.86455244	0.70277905	0.8672513	0.86678183	0.8288803	0.8515607	0.8984112	0.82695407	0.79520166	0.86229575	0.6033278	0.81786513	0.7771594	0.9288265	0.8227198	0.82728153	0.8453815	0.8365479	0.8295627	0.8131627	0.89599174	0.719965	0.9370865	0.9057213	0.92865086	0.8553803	0.9163735	0.8670021	0.87031054	0.85589445	0.9402309	0.75308686	0.87141323	0.8503187	0.81053674	0.9012553	0.74134886	0.81997085	0.7813988	0.90786433	0.8048223	0.8461262	0.58713084	0.93057066	0.79306483	0.8242094	0.92080665	0.89611065	0.57165444	0.85979366	0.88977176	0.9527365	0.8157833	0.66320693	0.898174	0.83870244	0.9286108	0.9278896	0.8880585	0.66026366	0.82281566	0.7854451	0.9335358	0.92851186	0.886606	0.87157124	0.8999664	0.86573374	0.8359373	0.74939644	0.884725	0.8758361	0.799875	0.9191967	0.8700549	0.8218154	0.9305578	0.88112485	0.8738437	0.8531219	0.909323	0.9377377	0.89024216	0.57850003	0.84325117	0.7887954	0.92961013	0.82937074	0.8862417	0.8241863	0.6702012	0.91556966	0.93743527	0.83270115	0.93669707	0.86935467	0.94147164	0.825178	0.6634896	0.91608715	0.81589496	0.83717114	0.79882157	0.84508634	0.9035089	0.9109729	0.92519706	0.8939278	0.8058457	0.8569738	0.8273654	0.84493506	0.5695859	0.8685875	0.85586065	0.7858019	0.9069506	0.91393256	0.86060464	0.73062766	0.9259684	0.9234315	0.8534131	0.8232677	0.8944605	0.8298086	0.87136376	0.87079346	0.8954881	0.9112847	0.86553496	0.808379	0.85934377	0.85400563	0.8714664	0.9181919	0.83403593	0.94823754	0.7624161	0.79329133	0.9209182	0.8741287	0.90788877	0.8382162	0.0	0.897186	0.84042406	0.9031441	0.80323786	0.8834341	0.82203597	0.9305177	0.90201014	0.8869411	0.869403	0.805254	0.8350838	0.8938944	0.8836362	0.9295052	0.87850463	0.85957134	0.67645943	0.91210276	0.7238097	0.75624186	0.9024864	0.85584664	0.9255554	0.87330127	0.8143426	0.8846788	0.67273647	0.89863116	0.94672924
cast/noun	0.81131077	0.8279407	0.8840987	0.7405704	0.7877754	0.8114754	0.912677	0.8735315	0.8808047	0.8492155	0.872191	0.86258614	0.8663932	0.90128064	0.9215313	0.8636061	0.9178482	0.86973345	0.8692949	0.8823626	0.88673514	0.9138253	0.8737788	0.93088454	0.9049394	0.9077369	0.862286	0.8567559	0.86754674	0.83604586	0.7639195	0.7044965	0.8295719	0.8051914	0.73315907	0.91075116	0.89961404	0.76211554	0.9147903	0.8516948	0.72893214	0.9247509	0.91531354	0.89264137	0.69319546	0.89011174	0.7945494	0.90312564	0.8529707	0.89270544	0.83802694	0.8123019	0.87863106	0.8978394	0.87717754	0.8514519	0.93527675	0.88882303	0.83447003	0.8508846	0.8549048	0.8707044	0.90251917	0.74622273	0.8733816	0.8819676	0.75702953	0.9089353	0.8664606	0.7979282	0.8324009	0.89347845	0.8787668	0.91153765	0.88548386	0.85154307	0.8525949	0.8961071	0.7446523	0.7808691	0.8991997	0.7968834	0.87779063	0.7891027	0.8960205	0.84239507	0.84947014	0.7896147	0.8855832	0.8588145	0.8955934	0.9012449	0.881975	0.8913414	0.75769454	0.84974146	0.72000515	0.891896	0.87460476	0.8144256	0.92434675	0.8384644	0.917546	0.89752877	0.84129095	0.8522999	0.8862741	0.90570635	0.8848793	0.9218011	0.7980741	0.893924	0.86620635	0.9024676	0.8640925	0.8560393	0.8820356	0.8487934	0.934341	0.7611219	0.80876136	0.85650843	0.79995537	0.9050902	0.8601887	0.8487424	0.79053104	0.88750947	0.8893763	0.92459756	0.93016845	0.8395482	0.87439555	0.90364087	0.9123812	0.9197551	0.86969566	0.8629363	0.81944776	0.89875066	0.8091353	0.8917823	0.90420276	0.86650133	0.86788523	0.9062022	0.88672155	0.724206	0.8363867	0.897186	0.0	0.8955214	0.75049555	0.7735272	0.77593756	0.9044397	0.8547401	0.7678323	0.8188706	0.8387922	0.78368384	0.8712962	0.9474745	0.8203949	0.9088225	0.8844538	0.86330956	0.9066466	0.86519665	0.9320185	0.8619747	0.81813645	0.8797406	0.8964499	0.88758075	0.870269	0.79872835	0.83003336	0.8242976	0.84974754
fel/adj	0.8435561	0.7924812	0.8637793	0.83608687	0.84029233	0.82908297	0.891094	0.885034	0.8765732	0.8510723	0.8929378	0.86207414	0.85977507	0.85089064	0.8769315	0.81966025	0.8186046	0.8351321	0.7846776	0.8783008	0.8799769	0.90384465	0.87561077	0.9108668	0.83233917	0.9299047	0.89160186	0.8005303	0.83503306	0.9205116	0.8888371	0.8892978	0.84198797	0.8682225	0.8634683	0.90319914	0.8785634	0.7418183	0.8469472	0.80710787	0.84314466	0.7940439	0.8828842	0.8327479	0.89392364	0.8609832	0.80865514	0.78960335	0.8740719	0.841873	0.8701842	0.7339182	0.90484214	0.8315447	0.8169755	0.80895674	0.8428298	0.85925233	0.8483583	0.83122504	0.8961525	0.8527466	0.94576746	0.86786544	0.775506	0.8117733	0.7831584	0.9060175	0.7344662	0.80861753	0.84529227	0.86961794	0.83086014	0.87312984	0.84123147	0.8783835	0.8454732	0.86889285	0.8644911	0.8369594	0.87952715	0.8435737	0.9099499	0.76910895	0.9232957	0.85917246	0.84126616	0.89052606	0.80164903	0.88597906	0.8497678	0.9168268	0.88729775	0.8911671	0.78280056	0.82263875	0.89241487	0.8965933	0.8840968	0.8250418	0.90790164	0.7858677	0.8580334	0.8040712	0.88447773	0.8548757	0.88156915	0.8812912	0.8540958	0.92274725	0.8478926	0.71530265	0.8848691	0.8583092	0.8929755	0.8515662	0.7688413	0.80906165	0.9528395	0.8177984	0.8016525	0.7104205	0.8391	0.90494776	0.80224466	0.91327995	0.85244155	0.8955507	0.7519477	0.88985753	0.84913677	0.88520646	0.8553182	0.8910266	0.81060356	0.8888955	0.8249297	0.78033316	0.82670414	0.80961835	0.8244838	0.8502321	0.85873675	0.80532914	0.7834423	0.85600555	0.9150841	0.9000643	0.8218372	0.84042406	0.8955214	0.0	0.8559798	0.7615402	0.79875034	0.80864877	0.76096493	0.83781374	0.8469812	0.84857726	0.8700202	0.8481026	0.928934	0.8025266	0.8867457	0.86992127	0.79395974	0.7449981	0.86731386	0.8798998	0.78780603	0.8907064	0.87652564	0.8011392	0.90361655	0.86244094	0.8676484	0.78080595	0.85568964	0.8668231
portret/noun	0.8212635	0.7291507	0.8951571	0.6007197	0.80778825	0.7677362	0.90380913	0.8805001	0.90143675	0.84875697	0.89661545	0.87642026	0.8527442	0.787922	0.91793334	0.76163197	0.85434836	0.7778055	0.8919864	0.89467436	0.8038751	0.9184568	0.87625134	0.91218793	0.83906704	0.89411426	0.80264425	0.83566165	0.8129087	0.82444245	0.74171066	0.6832272	0.75716597	0.8337239	0.77813524	0.8913479	0.83964324	0.7121222	0.92523295	0.78945386	0.8217025	0.87705296	0.82387805	0.8839826	0.6818304	0.83011687	0.75350654	0.85992086	0.6387035	0.8310266	0.82208717	0.89540553	0.909966	0.8231105	0.7497267	0.8421683	0.9641807	0.8073844	0.7747413	0.8333913	0.8447439	0.8754388	0.872767	0.6393274	0.7914036	0.8675667	0.71844685	0.9499666	0.8386569	0.7953418	0.8120016	0.86579156	0.87359643	0.8842398	0.84310734	0.8409676	0.80125844	0.8901135	0.68618834	0.73991233	0.8569695	0.7255004	0.8302797	0.71422076	0.8773348	0.8218992	0.82944334	0.793948	0.81430113	0.7634779	0.8859597	0.93184906	0.8728484	0.85233545	0.70190537	0.7783816	0.5903337	0.85836196	0.82907593	0.7546273	0.84300995	0.8897832	0.87985754	0.82227844	0.8013137	0.823522	0.83090806	0.9005673	0.9132689	0.9458504	0.7933878	0.84457386	0.8692526	0.82901716	0.8915348	0.8305805	0.855857	0.77768743	0.93718237	0.6792443	0.57642734	0.8460327	0.74936175	0.9144185	0.8071158	0.65822166	0.7146839	0.84194297	0.8120394	0.8617852	0.9382226	0.8185433	0.88331586	0.91912997	0.89755577	0.9152154	0.81354094	0.83876914	0.75905323	0.93437135	0.7596583	0.86636746	0.90087825	0.7985923	0.8069354	0.89881074	0.92275155	0.7005033	0.7376185	0.9031441	0.75049555	0.8559798	0.0	0.7406338	0.72232056	0.8872448	0.84601843	0.50986636	0.7561629	0.7426443	0.79884636	0.8134817	0.9433416	0.8754422	0.8505399	0.88158584	0.8231369	0.8275696	0.837238	0.93784297	0.8388756	0.8438907	0.8147836	0.86754715	0.8747257	0.8194904	0.76633704	0.74486977	0.92709494	0.7713156
opvallend/adj	0.77946156	0.69028914	0.85575336	0.6328994	0.7272737	0.8078261	0.8507489	0.85956526	0.8435216	0.8144479	0.8412012	0.79683477	0.8206975	0.77605194	0.8992097	0.6942941	0.83377504	0.7867222	0.86722875	0.8446205	0.8030399	0.89950657	0.8264789	0.88612115	0.8118529	0.89733046	0.77247775	0.81298053	0.80882275	0.88409275	0.7658949	0.76248133	0.707638	0.75648975	0.746598	0.9132093	0.7956513	0.7215543	0.8755649	0.8283916	0.7759654	0.8038158	0.8342426	0.8647494	0.7681173	0.809402	0.7782439	0.75794935	0.7915883	0.790519	0.815578	0.69330287	0.86669713	0.73739	0.76101786	0.8224237	0.9047561	0.8104334	0.6846139	0.79361355	0.8384186	0.75675654	0.8891828	0.74011695	0.726911	0.8438705	0.66870904	0.8892577	0.8068141	0.72773814	0.77378774	0.8698002	0.79147536	0.8841845	0.78126526	0.80795145	0.83307433	0.8637319	0.8103556	0.729553	0.82370466	0.77136064	0.84825456	0.6598647	0.87881035	0.72479784	0.81697655	0.82668686	0.7454456	0.8446443	0.8182069	0.91059697	0.8474338	0.8724983	0.6257032	0.73076975	0.7977648	0.89762336	0.84721434	0.7786854	0.8438566	0.87347186	0.82247853	0.7516958	0.865131	0.8603303	0.83146185	0.8386337	0.8579031	0.9411707	0.74604696	0.837309	0.8660084	0.8110155	0.8270653	0.788907	0.7003031	0.69773924	0.9312941	0.6375965	0.7325236	0.76226074	0.79263383	0.856933	0.7587461	0.8388888	0.7692102	0.850773	0.7792394	0.90077025	0.8812487	0.846883	0.85544527	0.86535376	0.89742047	0.87630934	0.7792414	0.83905804	0.8248684	0.8834911	0.75958616	0.84890085	0.8557234	0.7888081	0.7820298	0.88070095	0.8800626	0.733143	0.74939144	0.80323786	0.7735272	0.7615402	0.7406338	0.0	0.6785951	0.8307259	0.8366301	0.7616248	0.7637254	0.7606819	0.795177	0.83958447	0.92902464	0.73419905	0.8698168	0.87686366	0.81832933	0.7391867	0.8968164	0.8341066	0.76814806	0.83926445	0.8284137	0.86114115	0.8697659	0.80851185	0.73659736	0.72535765	0.8344598	0.8475647
