	inhoud/noun	jurk/noun	stadion/noun	prachtig/adj	feestelijk/adj	scherm/noun	pantoffel/noun	vis/noun	substantie/noun	bij/noun	pasta/noun	vlak/noun	stoel_DIM/noun	vlag_DIM/noun	boei/noun	T-shirt/noun	bloedrood/adj	tegel/noun	minderheid/noun	bal_DIM/noun	tatoeages/noun	kip/noun	blok_DIM/noun	mascara/noun	oog/noun	op/adj	lingerie/noun	samenleving/noun	vredig/adj	knot_gek/adj	stuk/noun	versie/noun	straat_beeld/noun	smaak/noun	podium/noun	onder_klasse/noun	bril_DIM/noun	intens/adj	water/noun	letterlijk/adj	publiek/noun	streep/noun	potlood/noun	zand/noun	zangeres/noun	kop_DIM/noun	flard/noun	trui/noun	aquarel/noun	glas/noun	jongen/noun	sterk/adj	bovenlaag/noun	overhemd/noun	gevel/noun	kunstmatig/adj	unilateralisme/noun	bord_DIM/noun	kleding/noun	imago/noun	ding_DIM/noun	groot/adj	informatie/noun	tekst/noun	bruin/adj	zeil/noun	bont/adj	anders/adj	politiek/adj	erg/adj	geheel/adj	laan/noun	lijn/noun	kaart/noun	plastic/noun	gezien/adj	medemens/noun	matras/noun	episode/noun	variant/noun	tros/noun	thema/noun	tatoeage/noun	helder/adj	kaart_DIM/noun	vreemd/adj	begrip/noun	voetballer/noun	hemd/noun	vrouw/noun	bol_DIM/noun	Mechelaar/noun	thee/noun	trappenhuis/noun	vrolijk/adj	bril/noun	verhaal/noun	waarheid/noun	diamant/noun	visie/noun	plexiglas/noun	bevolking/noun	stip_DIM/noun	haar/noun	wereld/noun	haar/pron	papier/noun	lichtbruin/adj	vloeistof/noun	afval_water/noun	verschil/adj	links/adj	mens/noun	bord/noun	groente/noun	vrouw_DIM/noun	licht/adj	jas_DIM/noun	hagel_slag/noun	tamelijk/adj	doek/noun	ideologisch/adj	perspectief/noun	glas_DIM/noun	vlek/noun	ets/noun	melancholisch/adj	kamer/noun	licht/noun	huis/noun	bal/noun	geheugen/noun	ronde_DIM/noun	alge/noun	bliksem/noun	staaf_DIM/noun	baksteen/noun	hemel/noun	monster/noun	scheidsrechter/noun	sfeer/noun	ring/noun	regionaal/adj	huid/noun	ballon/noun	tol/noun	stap_pers/noun	genre/noun	contour/noun	kous/noun	cast/noun	fel/adj	portret/noun	opvallend/adj	grillig/adj	rechthoek/noun	standpunt/noun	beeld/noun	tint_DIM/noun	blad/noun	band_DIM/noun	lichaam/noun	barst_DIM/noun	veel/adj	bedevaart/noun	boot_DIM/noun	vleugel/noun	rood/adj	onderdaan/noun	voering/noun	rood_wit/adj	Frans/noun	huis_DIM/noun	berichtgeving/noun	glasplaat/noun	inkt/noun	noot/noun	zwart/adj	speler/noun	afkomst/noun
grillig/adj	0.7731262	0.7748363	0.8808839	0.6091012	0.77602684	0.7938659	0.8997653	0.8284973	0.83195084	0.8235105	0.82541555	0.79861414	0.8243821	0.8328378	0.86879086	0.82263625	0.80057335	0.74265575	0.87185967	0.80700517	0.83495194	0.87399364	0.8030597	0.9006465	0.80891824	0.8662676	0.8245187	0.8021614	0.7577399	0.8369113	0.7268522	0.79980356	0.8046005	0.77964526	0.76592433	0.91196835	0.83746874	0.69583005	0.78554356	0.7368334	0.81596744	0.80640805	0.8155697	0.7612246	0.76207495	0.8312579	0.70896435	0.8258077	0.7863002	0.7858307	0.86367494	0.74800205	0.8475969	0.83476543	0.77038896	0.74348897	0.8910212	0.83812	0.7830491	0.8323368	0.8372095	0.8100951	0.8690655	0.7319875	0.74256146	0.80400336	0.6945675	0.88482237	0.78902924	0.7464324	0.7313067	0.8229761	0.7977695	0.89835674	0.7778482	0.8125718	0.8111695	0.82876384	0.7475062	0.7374966	0.8392218	0.75054264	0.8708453	0.65880567	0.8927201	0.7117326	0.8124403	0.81937444	0.8163069	0.87176675	0.8137431	0.9188005	0.86313045	0.845325	0.66331375	0.78909284	0.7086928	0.83074415	0.81655973	0.7581206	0.84907585	0.88418186	0.8163095	0.8008671	0.7907976	0.8436421	0.84078866	0.85464954	0.81631345	0.88973945	0.7562948	0.8252557	0.8519995	0.84228593	0.84445053	0.80417	0.7503226	0.79044116	0.94139445	0.6481885	0.732869	0.744915	0.76517683	0.8779406	0.74036676	0.812522	0.6894926	0.840996	0.73811567	0.8657774	0.8517895	0.7818508	0.8142695	0.8332344	0.8070031	0.85896844	0.7245148	0.7587316	0.74243367	0.905071	0.7418451	0.8271092	0.8627029	0.78226966	0.8031471	0.8434442	0.8982073	0.70103383	0.6885989	0.8834341	0.77593756	0.79875034	0.72232056	0.6785951	0.0	0.80405045	0.85972667	0.6929971	0.78351516	0.78812593	0.8030736	0.7865622	0.8890598	0.7789272	0.8746954	0.8154942	0.78663766	0.7790656	0.84679174	0.8825325	0.82120407	0.83467793	0.79042596	0.8923924	0.83797467	0.80726147	0.70956355	0.75930804	0.8691853	0.8562767
rechthoek/noun	0.9109187	0.79080755	0.87308675	0.78659225	0.9091407	0.82177424	0.87046397	0.88346696	0.87339896	0.8372578	0.87600064	0.88488185	0.79927665	0.80104715	0.879352	0.7954687	0.8598393	0.7323856	0.93947023	0.7762654	0.88680524	0.91116494	0.7878394	0.8999114	0.8509957	0.92760485	0.87832934	0.91518575	0.85850614	0.9310156	0.8146522	0.90770257	0.8419184	0.8893612	0.82965434	0.9549239	0.85914207	0.8665023	0.83414567	0.811188	0.8770716	0.75398815	0.7983184	0.78252447	0.9303421	0.80637676	0.8340997	0.80417854	0.86286646	0.7705291	0.87231255	0.8879751	0.8862364	0.79998845	0.76303303	0.86566883	0.9542832	0.76101017	0.8654613	0.9186479	0.8471284	0.8834907	0.9419826	0.8617799	0.75093096	0.799778	0.8680173	0.91352165	0.91213214	0.86531013	0.8679613	0.8352662	0.75688815	0.81135243	0.7823023	0.90182215	0.8961439	0.85235494	0.8927573	0.87699413	0.8473177	0.90103304	0.90331376	0.8173437	0.8763342	0.89083433	0.93574136	0.8954066	0.79158807	0.9231819	0.7719911	0.92144686	0.8883436	0.85512775	0.84055567	0.8261666	0.9052381	0.926894	0.88349724	0.91872555	0.8458259	0.92476195	0.8312317	0.8045541	0.9052203	0.88358235	0.8362546	0.83430094	0.85628927	0.9233955	0.89607006	0.8804096	0.92348033	0.75433123	0.90336907	0.8501169	0.82709885	0.7765329	0.9301023	0.8362411	0.7561139	0.87092376	0.8973325	0.8873146	0.7731413	0.8596712	0.9062507	0.8695026	0.8077725	0.8745511	0.60798913	0.9006487	0.85135436	0.87565434	0.869368	0.8207345	0.76496845	0.8130193	0.8467015	0.7563087	0.8993998	0.7651908	0.941029	0.82196057	0.8031322	0.9045139	0.9285335	0.8980706	0.8096347	0.82203597	0.9044397	0.80864877	0.8872448	0.8307259	0.80405045	0.0	0.91754764	0.84019023	0.9042539	0.8553822	0.8479098	0.842218	0.88163054	0.85635453	0.93556434	0.8490897	0.84119153	0.7050254	0.9201769	0.8429787	0.7903015	0.92584443	0.81280464	0.95262074	0.8223479	0.82188964	0.87307084	0.79171103	0.8632456	0.95018566
standpunt/noun	0.7387098	0.9213306	0.93023074	0.91270494	0.906294	0.90254486	0.946464	0.95651	0.87631214	0.89940923	0.9483116	0.8075126	0.9390688	0.9286903	0.9224962	0.92654234	0.95825326	0.94281584	0.7302018	0.9099466	0.914158	0.96260846	0.9272782	0.96846485	0.8935778	0.9154275	0.9336629	0.70569277	0.8940407	0.9537746	0.8892703	0.8097048	0.8780582	0.8336896	0.90157324	0.9006342	0.92287076	0.83824813	0.9530473	0.8841512	0.8593981	0.9278756	0.91778505	0.94714695	0.91337854	0.9303027	0.90947294	0.9344055	0.91179866	0.9496971	0.9308335	0.84168863	0.905822	0.92027366	0.93452525	0.86168987	0.8300222	0.91794115	0.885543	0.773448	0.9111746	0.907949	0.82064474	0.74409056	0.931079	0.9005707	0.8776319	0.8772166	0.62595874	0.8351334	0.8081604	0.9015562	0.8085661	0.93682355	0.94257474	0.74681306	0.8358958	0.9360113	0.81733954	0.7909835	0.9184856	0.7061262	0.9227792	0.730345	0.9464754	0.89431596	0.6870764	0.9085046	0.9234275	0.9112394	0.91822815	0.91605836	0.93454564	0.9317841	0.91597015	0.860935	0.8042983	0.7767995	0.9087473	0.47693807	0.95695275	0.79642344	0.9386361	0.95235366	0.8489872	0.8840629	0.91573685	0.9480059	0.90709674	0.9472908	0.8115759	0.6734028	0.8641696	0.9410198	0.93596137	0.9038664	0.9227348	0.89769715	0.9697545	0.73665726	0.8884414	0.62925845	0.6942104	0.94976515	0.88967955	0.9128035	0.8736011	0.92829585	0.88050294	0.95804715	0.9349627	0.8772732	0.9129407	0.9315327	0.9372287	0.93134296	0.9194735	0.9240543	0.8879704	0.8978733	0.85298336	0.933971	0.8111019	0.9221795	0.9189292	0.91489977	0.9372339	0.8350265	0.8309225	0.9305177	0.8547401	0.76096493	0.84601843	0.8366301	0.85972667	0.91754764	0.0	0.7739477	0.8317355	0.8478917	0.8988707	0.903344	0.9648991	0.84433544	0.8867474	0.93903315	0.8067766	0.95070076	0.81702304	0.9617283	0.91598445	0.8632056	0.9285739	0.73987293	0.9414543	0.9006895	0.8600892	0.9267157	0.8914975	0.85715026
beeld/noun	0.7161985	0.75545055	0.86626023	0.5996217	0.7979848	0.69519055	0.9012654	0.84918666	0.8470504	0.84390426	0.85076153	0.86589825	0.83961236	0.8230979	0.8910633	0.79508424	0.85054743	0.7487953	0.8766542	0.83048064	0.8032199	0.8929372	0.80504555	0.91383845	0.78307176	0.89881563	0.8130552	0.76276475	0.7883744	0.841936	0.7157279	0.67527163	0.6930654	0.76254606	0.8010243	0.869442	0.8391727	0.67749	0.85666895	0.74493647	0.79680246	0.88231426	0.78442717	0.8126938	0.83146745	0.8306278	0.6835669	0.87786424	0.64787793	0.7979856	0.8779603	0.85918546	0.8897457	0.8330753	0.7200841	0.7714858	0.91269827	0.80613744	0.7554227	0.75115347	0.81365824	0.87900376	0.74677926	0.5740381	0.78833246	0.84037125	0.7470417	0.8982499	0.81762826	0.7499559	0.7444906	0.8612324	0.80922794	0.85369873	0.8066551	0.8068782	0.82217014	0.841291	0.64706624	0.7391064	0.8331478	0.67675227	0.82616186	0.6480852	0.86305714	0.7524208	0.7460629	0.88145006	0.8228498	0.85831267	0.83943117	0.90257347	0.8828081	0.82426566	0.7074721	0.7453673	0.5279585	0.75276417	0.80005836	0.66914415	0.83090985	0.8622086	0.8233557	0.832167	0.72532475	0.8334687	0.7742617	0.87498355	0.8075711	0.9070649	0.77216434	0.87904847	0.8287388	0.8022274	0.8659894	0.81921273	0.8211387	0.8010019	0.92918015	0.6333812	0.59383607	0.7915691	0.65593463	0.89438057	0.75743955	0.6724953	0.6836338	0.8435917	0.7349829	0.8556234	0.8894677	0.71831214	0.84756136	0.8653067	0.85557866	0.85507095	0.7626585	0.7708239	0.7038337	0.92727387	0.6547153	0.84334236	0.88549346	0.7678672	0.799581	0.8796198	0.92360073	0.7223581	0.66606694	0.90201014	0.7678323	0.83781374	0.50986636	0.7616248	0.6929971	0.84019023	0.7739477	0.0	0.7571658	0.7852049	0.78126323	0.7408033	0.9202638	0.8274183	0.86658776	0.84587026	0.8182974	0.8466358	0.84487545	0.92157245	0.8515783	0.83098406	0.799203	0.78476715	0.81435	0.77976215	0.70167553	0.79481685	0.9211207	0.86843896
tint_DIM/noun	0.81707007	0.76712394	0.88751245	0.71909827	0.6822705	0.87525904	0.90431595	0.86549294	0.89178944	0.8690618	0.8395302	0.77672	0.85399103	0.81041604	0.9046134	0.7791462	0.90849084	0.8171315	0.85687196	0.87825274	0.8402617	0.8641828	0.86087185	0.8962096	0.897304	0.92499554	0.8333106	0.8222588	0.83464074	0.8608724	0.8148278	0.73922014	0.80765134	0.7804455	0.82104623	0.88436973	0.86161816	0.76819116	0.8868439	0.8731116	0.83419627	0.87917244	0.8943024	0.89326996	0.79510194	0.8470081	0.81834364	0.84395117	0.83038473	0.83238935	0.866164	0.85599387	0.8581279	0.82413477	0.82626706	0.88548577	0.9392143	0.8600208	0.74432933	0.77046585	0.84157777	0.87328696	0.8906797	0.75691205	0.80942047	0.8349093	0.7478801	0.95765895	0.8274486	0.8119409	0.8366379	0.8661159	0.87079257	0.87918264	0.8343699	0.773691	0.8369273	0.8605106	0.78485066	0.66924864	0.8556494	0.7181941	0.869015	0.79226685	0.8735072	0.86219275	0.82285	0.8592677	0.80667293	0.87702537	0.87859476	0.9215672	0.8300967	0.9060693	0.71679366	0.8043283	0.76054263	0.89404106	0.86050886	0.7743288	0.88922346	0.8792904	0.884287	0.8486809	0.82684463	0.9008313	0.8734264	0.90350103	0.88065124	0.9219944	0.83381677	0.8503636	0.9070102	0.8373789	0.82550645	0.8432973	0.8165059	0.72013795	0.91642475	0.735264	0.8002845	0.7936825	0.7712967	0.8413222	0.82677937	0.884431	0.7488301	0.87125915	0.84634775	0.89696	0.9226822	0.88768244	0.87645125	0.89770836	0.9268705	0.9188736	0.8456656	0.87492305	0.8299252	0.90241677	0.6657114	0.89680827	0.87125385	0.84950304	0.8239596	0.88383675	0.87975913	0.72925884	0.80412304	0.8869411	0.8188706	0.8469812	0.7561629	0.7637254	0.78351516	0.9042539	0.8317355	0.7571658	0.0	0.82117283	0.7960289	0.89047945	0.9391487	0.8592577	0.84601706	0.87775147	0.82024914	0.83551437	0.856978	0.9168552	0.8524862	0.82828844	0.84139144	0.8763182	0.914307	0.83603406	0.77342385	0.8206831	0.9081496	0.81488955
blad/noun	0.7633271	0.7613397	0.8882387	0.76725495	0.84618473	0.77869886	0.8855834	0.79211086	0.8074849	0.82965344	0.80762166	0.86137414	0.83090353	0.81031924	0.9100566	0.7453412	0.83736396	0.7569604	0.8941014	0.8033625	0.8293376	0.8321775	0.7840027	0.8939161	0.8416853	0.91867113	0.81450564	0.8540316	0.85994923	0.91139066	0.7475818	0.7245381	0.80017257	0.77828074	0.8447102	0.92861706	0.8351297	0.83272374	0.82149386	0.78400177	0.8588811	0.855628	0.80010915	0.78061986	0.8102966	0.77888167	0.8127392	0.82921773	0.7813885	0.7718741	0.8807832	0.89851797	0.838877	0.7959977	0.781638	0.8496719	0.9231598	0.7908826	0.7510227	0.8177717	0.83170843	0.8767882	0.8094371	0.706246	0.72816527	0.8048751	0.7983688	0.9260969	0.84384924	0.8631918	0.7908806	0.86025834	0.875832	0.8300471	0.744517	0.85584474	0.85391283	0.8011558	0.82684994	0.75810987	0.7683334	0.79828274	0.86484015	0.78931445	0.7991601	0.87914294	0.8674409	0.84565556	0.7686523	0.88221097	0.7879832	0.94082326	0.80436665	0.8950211	0.7873591	0.77517	0.7772022	0.85435873	0.84309596	0.8296585	0.8476925	0.87922204	0.88543755	0.7729608	0.8405385	0.8349308	0.738501	0.839648	0.80207556	0.91025627	0.7952734	0.82602096	0.8724166	0.77721393	0.7624076	0.8173688	0.8495226	0.7721519	0.8941015	0.7898654	0.7125218	0.82987565	0.8646928	0.8531867	0.76573586	0.7770906	0.8557962	0.8691963	0.8449747	0.8730201	0.8875655	0.8445181	0.85964704	0.8317135	0.8877579	0.8180019	0.772324	0.8228352	0.8081572	0.9100467	0.870241	0.8368485	0.77986616	0.7630954	0.8126793	0.9139904	0.9186431	0.75179493	0.81962025	0.869403	0.8387922	0.84857726	0.7426443	0.7606819	0.78812593	0.8553822	0.8478917	0.7852049	0.82117283	0.0	0.7530405	0.82774276	0.9262823	0.8688834	0.8796154	0.86511534	0.80447096	0.78738564	0.86138654	0.86320555	0.8549211	0.870105	0.8217885	0.81758153	0.8551176	0.75115854	0.77967334	0.78273046	0.8963835	0.8671946
band_DIM/noun	0.81721264	0.6965431	0.8607583	0.75506777	0.7955899	0.7930021	0.8380597	0.8542673	0.82441366	0.8008987	0.826597	0.9048823	0.7814444	0.7877621	0.84592956	0.7011621	0.87086064	0.7841501	0.9169094	0.7719589	0.83733654	0.8639034	0.7851162	0.83506364	0.87536854	0.8968125	0.7843829	0.8907668	0.88524675	0.85934985	0.75594896	0.720404	0.8553731	0.8276833	0.6975309	0.9251208	0.77499485	0.7885834	0.87829494	0.7810619	0.7670045	0.82416636	0.8180872	0.82395995	0.64631164	0.80508834	0.7300278	0.7702498	0.83618224	0.78755647	0.7965826	0.8898096	0.8828468	0.7482888	0.80849224	0.8671898	0.94974357	0.7903782	0.74713284	0.8651608	0.76638716	0.89775467	0.8314452	0.71366614	0.7593475	0.8139549	0.7567204	0.90952253	0.9127387	0.8396318	0.8368544	0.8699194	0.8596252	0.82934976	0.76266056	0.87671846	0.85435945	0.8016562	0.8471757	0.76919293	0.8194959	0.83408636	0.85679	0.8314616	0.7666815	0.86865216	0.8983975	0.8289799	0.72700906	0.8620695	0.791886	0.9070932	0.8295115	0.87809217	0.7394397	0.7333044	0.7895782	0.8979922	0.81160975	0.8833486	0.90064096	0.89372075	0.8654457	0.7786838	0.8539839	0.788892	0.77431345	0.85964185	0.82520235	0.9231365	0.7943063	0.8945841	0.8547545	0.8089386	0.85074395	0.8024265	0.8379705	0.7049504	0.9014389	0.7867798	0.767904	0.8766279	0.8783351	0.8061073	0.7992922	0.8268042	0.7940967	0.83742994	0.83654046	0.85865164	0.8341572	0.8395478	0.77377355	0.89703643	0.85700345	0.8034032	0.7991193	0.85865337	0.7986057	0.88076043	0.83948874	0.79034865	0.8939228	0.76735914	0.7632178	0.87787366	0.87047446	0.75344706	0.83725816	0.805254	0.78368384	0.8700202	0.79884636	0.795177	0.8030736	0.8479098	0.8988707	0.78126323	0.7960289	0.7530405	0.0	0.8152078	0.90566427	0.85608363	0.8671609	0.80426717	0.79665685	0.789854	0.8623105	0.85641414	0.8088801	0.8447629	0.81085664	0.91962755	0.8814742	0.8123314	0.73326945	0.7669782	0.85434663	0.8640847
lichaam/noun	0.8103941	0.74526674	0.860288	0.808399	0.894625	0.79839784	0.8511824	0.70802355	0.68895423	0.8066371	0.8333875	0.8760502	0.8163167	0.8160826	0.8113092	0.7790204	0.81439775	0.7477757	0.88064414	0.79300845	0.77546984	0.7715529	0.7813464	0.8718446	0.7353625	0.8806939	0.8038786	0.79501605	0.82390356	0.9186023	0.7744268	0.8629123	0.8135873	0.8094214	0.82058245	0.9101357	0.84337974	0.7620129	0.6699819	0.68662226	0.8513765	0.86902964	0.8378992	0.68445796	0.86612016	0.81031007	0.74987876	0.82568675	0.87263644	0.7524328	0.7733555	0.85593396	0.8680241	0.77734476	0.7562939	0.68769383	0.9348386	0.82764196	0.70051455	0.82228065	0.8519416	0.8719773	0.8500352	0.8268484	0.7303163	0.78551865	0.81756455	0.8909744	0.8594539	0.83503854	0.78313357	0.8946238	0.8550506	0.9161516	0.6862528	0.8630606	0.7675781	0.7190045	0.85705	0.80604374	0.83166033	0.8637175	0.81129515	0.804982	0.8890346	0.7626932	0.88197315	0.8806723	0.76817644	0.6977817	0.7308692	0.90565336	0.80608696	0.82094896	0.81150573	0.7530863	0.8437801	0.82111543	0.7882283	0.8767852	0.859344	0.84327084	0.87436503	0.6512531	0.81407905	0.70861495	0.78257453	0.834965	0.62998474	0.8037168	0.8043616	0.89090425	0.715994	0.8226292	0.79031616	0.75658983	0.76937854	0.79237413	0.90895236	0.791683	0.70169127	0.8349556	0.8594327	0.8479154	0.6943487	0.8603772	0.8223528	0.8138835	0.7722519	0.7675582	0.8298059	0.7221838	0.8235829	0.7335662	0.81955546	0.80151206	0.762292	0.7679417	0.69755155	0.91262585	0.8347478	0.7845804	0.9095299	0.47959828	0.778239	0.83402455	0.92267174	0.8562646	0.7673626	0.8350838	0.8712962	0.8481026	0.8134817	0.83958447	0.7865622	0.842218	0.903344	0.7408033	0.89047945	0.82774276	0.8152078	0.0	0.8540664	0.7848999	0.8711696	0.781493	0.78658414	0.7908607	0.82664067	0.85583884	0.8302881	0.89085996	0.8001882	0.884993	0.7986146	0.77396214	0.7947786	0.7572007	0.89263105	0.8758782
barst_DIM/noun	0.95443	0.90842336	0.9460641	0.9208325	0.9548874	0.8959488	0.91596425	0.9285122	0.9210248	0.90168864	0.9229397	0.92479044	0.8997966	0.9416067	0.9261816	0.930914	0.8941027	0.84877175	0.9347974	0.89003074	0.89424175	0.9161611	0.9103027	0.92106956	0.90279776	0.9611168	0.94742596	0.9191024	0.9341728	0.94696903	0.894837	0.9508383	0.9055788	0.94467086	0.93638957	0.946731	0.92105085	0.9155549	0.8756497	0.8938797	0.93911093	0.8878504	0.93006516	0.87128794	0.9391095	0.8941174	0.90331674	0.91723096	0.9424106	0.86583066	0.9287096	0.90785617	0.90573156	0.90728074	0.87644905	0.8941567	0.95665026	0.91575426	0.9292159	0.93856573	0.9197094	0.89756835	0.95832074	0.9561313	0.8683509	0.92282075	0.9216209	0.9484415	0.93882555	0.91394883	0.93618184	0.94865084	0.9095263	0.9632591	0.8920087	0.92735237	0.93288904	0.91004	0.93714046	0.92615205	0.9244741	0.9453101	0.9061557	0.92646074	0.96110034	0.9294807	0.9499895	0.91825265	0.9039579	0.9384967	0.8874658	0.9455352	0.92302334	0.8899045	0.9243573	0.88913876	0.9640833	0.93911624	0.9424248	0.9464827	0.8746582	0.95311683	0.9022136	0.83911973	0.94804466	0.91206676	0.9099472	0.8972137	0.87259364	0.90755486	0.9078893	0.9193168	0.9277792	0.9037588	0.93295217	0.8929786	0.85159504	0.89841956	0.956942	0.92848486	0.88417435	0.93986344	0.9456962	0.94337016	0.82115245	0.9119605	0.94011945	0.9179076	0.8960919	0.92831075	0.89505494	0.9417123	0.9228412	0.8907106	0.93343455	0.8980356	0.9016566	0.91404754	0.8841242	0.9489026	0.9362639	0.90625024	0.95259124	0.82737267	0.9129977	0.9322461	0.93445855	0.94435555	0.90683436	0.8938944	0.9474745	0.928934	0.9433416	0.92902464	0.8890598	0.88163054	0.9648991	0.9202638	0.9391487	0.9262823	0.90566427	0.8540664	0.0	0.8839262	0.93604076	0.9298056	0.90947604	0.8833281	0.941766	0.95641106	0.89528203	0.96006626	0.899474	0.96976674	0.89838207	0.90745157	0.9098871	0.87886584	0.9169815	0.9628695
veel/adj	0.797777	0.8551949	0.86535764	0.81943846	0.8515317	0.8787758	0.9096356	0.8181992	0.8095505	0.77660733	0.83352405	0.7669028	0.86357427	0.91670394	0.91188574	0.8608261	0.8982473	0.860448	0.844906	0.84674793	0.86742944	0.8560617	0.8484261	0.885876	0.84356815	0.883804	0.85206395	0.7733488	0.82281286	0.8928438	0.72797894	0.85460633	0.82789016	0.7431878	0.8802253	0.90015566	0.8607882	0.66431975	0.8122888	0.83809894	0.75062454	0.88216496	0.86103517	0.8636069	0.8871392	0.82050973	0.82956123	0.8787095	0.88779986	0.8322369	0.7842499	0.73726416	0.8466222	0.8883018	0.88015264	0.797539	0.8800193	0.8751176	0.7833945	0.78223294	0.7844297	0.7491908	0.8367374	0.84800375	0.830437	0.8601495	0.82251817	0.7676492	0.80710727	0.6005482	0.85467184	0.8911757	0.87062013	0.9060568	0.8296044	0.795205	0.7365496	0.85042894	0.832413	0.79307634	0.8547895	0.81108683	0.90328896	0.7745394	0.87898	0.80898654	0.7209246	0.8006544	0.8722913	0.8636997	0.8673624	0.8640975	0.8359004	0.8763535	0.7700936	0.82823014	0.817748	0.84507287	0.88224274	0.7896805	0.9133032	0.8043028	0.90201545	0.8603265	0.81372917	0.8212795	0.85435086	0.89919925	0.8215467	0.8735743	0.8306886	0.86881125	0.67567295	0.8858351	0.8047323	0.81851184	0.7567606	0.8625517	0.9119657	0.702532	0.85662144	0.7891153	0.7971175	0.8196316	0.82154053	0.8902738	0.81299937	0.8850825	0.8242718	0.897052	0.8220238	0.80401236	0.8471899	0.8410959	0.8812964	0.88886607	0.8438517	0.8653573	0.8412987	0.88079923	0.76741284	0.88178974	0.8955788	0.8271555	0.8714255	0.7838645	0.87608445	0.81317717	0.8630362	0.8836362	0.8203949	0.8025266	0.8754422	0.73419905	0.7789272	0.85635453	0.84433544	0.8274183	0.8592577	0.8688834	0.85608363	0.7848999	0.8839262	0.0	0.8611094	0.8579577	0.8639954	0.8812056	0.85077477	0.906758	0.84294784	0.8408018	0.85731983	0.87944084	0.9022315	0.8420434	0.7933645	0.8634618	0.75554615	0.8633059
bedevaart/noun	0.892782	0.9128095	0.8726946	0.86191845	0.80188894	0.8983749	0.89414847	0.9088198	0.93063045	0.89915884	0.9262873	0.88846815	0.90751237	0.87017757	0.9116024	0.8972513	0.94060206	0.8910493	0.8737904	0.916184	0.9026084	0.92606294	0.9127267	0.93965524	0.9376801	0.8978566	0.9092455	0.8481588	0.8178359	0.9175581	0.8952557	0.8793469	0.87689114	0.898724	0.8780737	0.9262214	0.92007166	0.86276937	0.91393965	0.8717692	0.8686382	0.9114463	0.898979	0.9159039	0.9077601	0.9101919	0.9141349	0.9022696	0.9287387	0.93529236	0.89101505	0.9076023	0.91483265	0.92426217	0.9011473	0.8997247	0.9324892	0.91206884	0.87866545	0.870185	0.89751124	0.90869695	0.9209471	0.8688557	0.91708666	0.88875157	0.862553	0.89872557	0.86004627	0.88300323	0.8628227	0.8796082	0.90283775	0.95083773	0.9252063	0.8798536	0.84492224	0.8996186	0.8538365	0.8610529	0.8805475	0.84775233	0.89796877	0.900994	0.8975425	0.9110723	0.8776748	0.9054432	0.92065704	0.8880409	0.9244273	0.93221664	0.90828854	0.91736656	0.8616434	0.9150489	0.8782279	0.87779796	0.9057584	0.86899304	0.9240898	0.88168186	0.94519645	0.9270145	0.8732513	0.86358345	0.9348187	0.9566863	0.9239133	0.9255771	0.84311473	0.8716909	0.83699155	0.9293041	0.9273495	0.89860564	0.9333881	0.8846485	0.9586034	0.85683894	0.9050063	0.8431057	0.8953181	0.91216403	0.90432894	0.93023	0.8652066	0.9173175	0.9095	0.8716378	0.9238916	0.89630616	0.86145234	0.925738	0.92352897	0.944448	0.89331144	0.85134876	0.90472585	0.9227783	0.8518614	0.90297186	0.89102715	0.9091067	0.8528879	0.9062608	0.84378934	0.86734474	0.89149356	0.9295052	0.9088225	0.8867457	0.8505399	0.8698168	0.8746954	0.93556434	0.8867474	0.86658776	0.84601706	0.8796154	0.8671609	0.8711696	0.93604076	0.8611094	0.0	0.86549366	0.8722646	0.9356366	0.8648572	0.96470606	0.8794214	0.8964845	0.85158336	0.9108543	0.9437926	0.91915286	0.8956086	0.91025984	0.9034606	0.88844275
