	windstoot/noun	bijzonder/adj	hoe/adj	stem/noun	helling/noun	ziektekiem/noun	kop_stoot/noun	bedrieger/noun	wel/adv	min/adj	reactie/noun	blok/noun	spel_DIM/noun	elleboog_stoot/noun	ondertoon/noun	ook/adv	waarin/pp	dat/comp	inslag/noun	woestijn/noun	fantasie/noun	bespreking/noun	schrijnend/adj	syfilis/noun	Madonna/name	volwassene/noun	schuiver/noun	pleeg_ouder/noun	weide/noun	rap/adj	soort/noun	door/adv	streek/noun	Kim/name	god/noun	zo/adv	campagne/noun	vernedering/noun	dijk/noun	tand_DIM/noun	Waal/noun	tovenaar/noun	zaak/noun	in_borst/noun	ding_DIM/noun	ding/noun	genoeg/adv	bas_lijn/noun	uiterst/adj	producent/noun	schilderij/noun	fout/noun	aanmerkelijk/adj	grond/noun	grimas/noun	tegenstander/noun	ze/pron	overtreding/noun	glimlach/noun	man/noun	oog_DIM/noun	voetballer/noun	manier/noun	criticus/noun	vraag/noun	opmerking/noun	klank/noun	rivale/noun	broodje/noun	echt/adj	blessure/noun	kindervriend/noun	ernstig/adj	Esther/name	rotzooi/noun	val_partij/noun	heel/adj	ontzettend/adj	haai/noun	nogal/adv	loer/noun	spul/noun	schurk/noun	met/prep	bluesy/noun	mens/noun	volk/noun	nicht_DIM/noun	ik/pron	lief/noun	tackle/noun	dat/det	kwasi/adj	daad/noun	gevoel/noun	val/noun	kop/noun	kanker/noun	racist/noun	charmant/adj	lek/noun	complot/noun	heel/adv	hij/pron	stroper/noun	machine/noun	recht/noun	deler/noun	naar/adj	virus/noun	overval/noun	trap/noun	tante/noun	vaak/adj	portret/noun	wat/adv	beetje/noun	veelvoud/noun	ronduit/adv	chef/noun	sprookje/noun	veel/adj	Chantal/name	jood/noun	iets/adv	drempel/noun	sheriff/noun	spel/noun	paal_DIM/noun
recht/noun	0.95514256	0.87368584	0.8800371	0.85352427	0.9139883	0.87956274	0.9280938	0.8896895	0.89152396	0.8746852	0.89576	0.89206874	0.89961135	0.93592805	0.9185323	0.82868624	0.8286986	0.81023026	0.883143	0.92543864	0.86622524	0.87177145	0.83626586	0.9178069	0.9159589	0.8496296	0.96268314	0.8126217	0.9345697	0.914748	0.8387368	0.8510632	0.9055996	0.9708633	0.8043394	0.91034585	0.89055943	0.85334015	0.9274096	0.9127293	0.8568765	0.9141936	0.8184006	0.88007724	0.8939637	0.892156	0.9232255	0.94026077	0.89666027	0.88292897	0.9216417	0.851692	0.8327662	0.8447799	0.94220716	0.8807302	0.82517254	0.834378	0.9130933	0.90619403	0.88973844	0.87865716	0.8186579	0.847851	0.83893335	0.89537257	0.9081297	0.91575086	0.94167316	0.8971033	0.94022936	0.94426066	0.85627073	0.91255313	0.89889604	0.93626237	0.91503406	0.91695523	0.9239688	0.89956874	0.90185344	0.88508385	0.89508724	0.8738629	0.9732056	0.8241896	0.7742995	0.8843798	0.87825745	0.89334494	0.9304113	0.8587878	0.8349254	0.8144031	0.8364733	0.9526146	0.9570584	0.86415684	0.8405461	0.92010695	0.9230952	0.87384677	0.92679423	0.8411227	0.9125768	0.8928781	0.0	0.9021137	0.89558977	0.8989353	0.94546336	0.93406117	0.92300165	0.8248915	0.9281293	0.9304124	0.92470413	0.8396627	0.9156719	0.9125553	0.9198082	0.88231456	0.91496193	0.78835845	0.90969604	0.8125356	0.9139515	0.876431	0.91336006
deler/noun	0.9257107	0.87355304	0.88950384	0.8948965	0.9114716	0.8999714	0.94095826	0.9054512	0.920296	0.8832681	0.8783299	0.8842119	0.88835216	0.92601603	0.87732214	0.8740432	0.8318229	0.8825118	0.8726606	0.92359436	0.8638625	0.9248767	0.87291723	0.929053	0.91034496	0.9028636	0.95350564	0.94998085	0.93810046	0.90912235	0.8025873	0.8739304	0.8996957	0.9718516	0.8759351	0.8779217	0.8785207	0.89117455	0.91718173	0.9149678	0.8801888	0.9170645	0.90556556	0.89520776	0.9012433	0.8732381	0.9066917	0.913619	0.87707156	0.89241135	0.89530635	0.8981275	0.87767094	0.92411196	0.9271269	0.8999843	0.8913671	0.8953341	0.90975744	0.9398904	0.9358716	0.912894	0.87484384	0.84601676	0.9094935	0.884686	0.8528732	0.92095053	0.93170506	0.9078668	0.9455546	0.9390271	0.92954373	0.93733335	0.88294375	0.9315785	0.8917067	0.9205618	0.89941144	0.8449801	0.9350255	0.91117746	0.91342217	0.8793103	0.92857313	0.8752117	0.9006978	0.93906164	0.9317294	0.90819937	0.9422272	0.8850104	0.907853	0.89005256	0.87515604	0.9654325	0.9545634	0.9285504	0.9029446	0.87814724	0.91415876	0.9026053	0.8811629	0.91391253	0.90750533	0.9052292	0.9021137	0.0	0.8689767	0.91360027	0.9445863	0.91823906	0.94297576	0.8420998	0.9132379	0.8770672	0.90316516	0.8900393	0.8612911	0.9127606	0.85540974	0.86488616	0.9576093	0.92129296	0.8635383	0.86794496	0.9660057	0.90906876	0.92850196
naar/adj	0.8489731	0.7897371	0.78109705	0.85367817	0.7992348	0.8968526	0.89313	0.89032483	0.801602	0.7747247	0.8634122	0.8300016	0.826823	0.9223237	0.7970356	0.7945646	0.8101916	0.87340057	0.81149095	0.8339056	0.80228007	0.9071014	0.82308424	0.90563047	0.8451105	0.8391058	0.88576734	0.8552984	0.84040374	0.77479565	0.7795649	0.7512704	0.819442	0.93321645	0.8378426	0.78009415	0.88412994	0.8433664	0.83795077	0.84878325	0.8434489	0.8609762	0.90189517	0.84787303	0.81178	0.8053178	0.8372036	0.87680244	0.7969415	0.8968126	0.8838471	0.89259475	0.80337816	0.8598099	0.83441204	0.8724102	0.74223125	0.90571684	0.8144941	0.8562015	0.87310755	0.8479944	0.8278012	0.8633939	0.8679458	0.83011234	0.774472	0.891353	0.8122588	0.7706837	0.8812723	0.91322356	0.8809738	0.8626081	0.81642735	0.84837437	0.794882	0.77897507	0.81754994	0.74518764	0.9191736	0.831692	0.84153295	0.8130163	0.8974562	0.7928863	0.8553756	0.8760065	0.7603755	0.78055376	0.88794804	0.8273742	0.82022536	0.8577063	0.7844409	0.9011204	0.8503158	0.88556117	0.8769236	0.80335116	0.8775371	0.86627793	0.74818003	0.7847258	0.89932483	0.8501674	0.89558977	0.8689767	0.0	0.88107234	0.9257674	0.82714903	0.83111584	0.7460259	0.9052087	0.69995385	0.7332393	0.85723114	0.81034505	0.9070844	0.80032593	0.76598865	0.9116173	0.8856907	0.7351312	0.8413534	0.8972344	0.8473241	0.8567265
virus/noun	0.8405502	0.86850154	0.8126994	0.92118776	0.8836156	0.57698214	0.90454453	0.8494203	0.87074983	0.8265066	0.8698807	0.88836175	0.7731913	0.92217076	0.8521215	0.79841304	0.83828783	0.8136049	0.79738414	0.8469999	0.83724415	0.9320622	0.8428245	0.7848019	0.87448215	0.84416366	0.89439857	0.8700503	0.82762694	0.84606284	0.69639504	0.8098074	0.8401809	0.9620807	0.85486895	0.8263094	0.8857395	0.84744793	0.84754485	0.9123976	0.87872994	0.84448457	0.86481833	0.88254553	0.8147102	0.8326707	0.8903775	0.8850461	0.8255708	0.8370113	0.86805177	0.819068	0.8396804	0.8848359	0.8863854	0.84967965	0.7420535	0.8550643	0.8962909	0.812171	0.9112087	0.90394586	0.78176725	0.8680946	0.8862845	0.87659013	0.83551353	0.90245306	0.9021525	0.86530125	0.8426855	0.9284023	0.71119994	0.8995485	0.82547206	0.7898922	0.8603832	0.8667133	0.6830348	0.8126248	0.9141991	0.76559806	0.7951555	0.861615	0.9280265	0.72387993	0.8807477	0.88732827	0.87898535	0.8651222	0.8982756	0.83290684	0.8627535	0.8526952	0.85505927	0.8568618	0.8966751	0.58835495	0.85020524	0.88916093	0.70712376	0.81871486	0.8218221	0.8061321	0.7638113	0.7238002	0.8989353	0.91360027	0.88107234	0.0	0.8522339	0.8936841	0.86662143	0.7391016	0.90696836	0.8824568	0.8828056	0.8292465	0.8830318	0.93890435	0.8747637	0.8079127	0.91727644	0.8361131	0.88184094	0.83635175	0.8922341	0.8494023	0.8368225
overval/noun	0.87528276	0.9033183	0.9149558	0.93981254	0.9122254	0.91199917	0.8269015	0.90903616	0.9378668	0.9172672	0.89406854	0.89549613	0.8887177	0.8827128	0.91543984	0.89228886	0.89437944	0.90358084	0.82846504	0.9099684	0.9233631	0.83950037	0.878538	0.9088122	0.9095112	0.86476135	0.9067441	0.9016534	0.86537486	0.8910337	0.9015338	0.8990969	0.84071136	0.9277686	0.9505959	0.9388717	0.8689367	0.8618709	0.905418	0.92336696	0.8915477	0.9104511	0.8320562	0.9326332	0.92305684	0.9297378	0.94483155	0.9544409	0.89751166	0.9312327	0.88325655	0.88906044	0.87314963	0.9278866	0.92188406	0.91118884	0.8566422	0.76590276	0.9272637	0.59509003	0.8788346	0.91961014	0.8860815	0.913925	0.9189532	0.89962745	0.9342313	0.904475	0.9352826	0.9329432	0.8890447	0.92872983	0.7860759	0.8644963	0.90226555	0.76367056	0.9158007	0.95225096	0.8686365	0.9128293	0.9197358	0.8364059	0.848843	0.8608527	0.959614	0.84803355	0.9301909	0.8367983	0.93787247	0.9110888	0.873788	0.9133694	0.8676608	0.8227655	0.9270198	0.83677095	0.9352374	0.87446016	0.87650627	0.8965516	0.8057674	0.7744543	0.93490994	0.8163601	0.77418274	0.90852654	0.94546336	0.9445863	0.9257674	0.8522339	0.0	0.9176607	0.8720944	0.8424182	0.9083999	0.9479008	0.95679975	0.8907014	0.89445764	0.9017009	0.9153267	0.9269395	0.8598461	0.8546356	0.93219566	0.9318672	0.88948584	0.9175848	0.85208666
trap/noun	0.86668897	0.90843743	0.9113016	0.88455427	0.6981345	0.92379844	0.6379181	0.9027878	0.9321225	0.9267279	0.9286468	0.7162577	0.8982365	0.76644945	0.90528643	0.9203162	0.8871622	0.9596062	0.8873351	0.85318565	0.8859417	0.93402576	0.91739315	0.9245938	0.894943	0.9369923	0.654459	0.9151736	0.77201074	0.82071394	0.91019213	0.8422384	0.9151282	0.90064603	0.9150225	0.8797305	0.9264999	0.8865549	0.7549825	0.8189976	0.8276309	0.88178045	0.91983175	0.91897184	0.8648375	0.897155	0.905621	0.9046242	0.890247	0.9428052	0.85548437	0.835189	0.8903327	0.7478742	0.8561961	0.8087515	0.8277517	0.8543835	0.8391619	0.8601258	0.8672611	0.86847067	0.92098445	0.9299321	0.9529322	0.8839811	0.8607975	0.8608037	0.86235046	0.91475326	0.8046989	0.93301684	0.92332166	0.87994754	0.8152119	0.7912198	0.8776612	0.8830672	0.84231555	0.88312316	0.90721387	0.843331	0.88407433	0.8257867	0.9160026	0.91136885	0.9025529	0.8975025	0.8841469	0.86129737	0.7313461	0.92169636	0.8520273	0.9399133	0.9000297	0.78972983	0.8162868	0.9205559	0.9296049	0.8508822	0.8375285	0.9103496	0.8864655	0.8299981	0.8904746	0.85618174	0.93406117	0.91823906	0.82714903	0.8936841	0.9176607	0.0	0.859005	0.8655638	0.872035	0.8334672	0.8808284	0.9139568	0.85310805	0.926129	0.8901689	0.8899393	0.8917438	0.9394076	0.85460293	0.8172939	0.927236	0.81056213	0.74138033
tante/noun	0.9176691	0.85903984	0.8315711	0.87732804	0.88697237	0.90949816	0.85820913	0.87516034	0.8415909	0.89169604	0.8959177	0.87784165	0.78156435	0.911798	0.85014963	0.8475112	0.84145075	0.8878449	0.87549794	0.81049013	0.82819194	0.92111343	0.8468796	0.8970206	0.7716976	0.8199884	0.897124	0.7437631	0.8143804	0.8255905	0.8753124	0.80699944	0.83869267	0.8232312	0.7992891	0.80848205	0.9041592	0.8379555	0.871145	0.87828815	0.8289362	0.785167	0.9266598	0.88166636	0.79690444	0.8183342	0.8638114	0.8947662	0.8730618	0.90285796	0.8453959	0.9145858	0.8812337	0.89829683	0.83985335	0.8727743	0.63666546	0.91147316	0.7813351	0.68347085	0.80570364	0.8440391	0.87892497	0.8535789	0.90202594	0.83090174	0.8446897	0.8512969	0.8015164	0.8111023	0.90818465	0.8694736	0.89857435	0.7025988	0.81163955	0.8673923	0.8195823	0.7587336	0.7971897	0.8344698	0.86378276	0.7854198	0.79762775	0.8087001	0.9209689	0.7564931	0.84063727	0.5611514	0.72084945	0.6762155	0.8784449	0.8531058	0.8510363	0.8860081	0.86296546	0.8692825	0.859957	0.77503717	0.83763754	0.7610718	0.9068436	0.8703448	0.81746703	0.6976932	0.84703183	0.86746764	0.92300165	0.94297576	0.83111584	0.86662143	0.8720944	0.859005	0.0	0.77577686	0.7504943	0.8018935	0.7779849	0.8945809	0.85679513	0.832059	0.7886635	0.85120094	0.7565444	0.8304959	0.84545475	0.90401965	0.82177675	0.88907146	0.85719943
vaak/adj	0.8397374	0.71048725	0.68084276	0.8375716	0.86149156	0.80168045	0.8784568	0.8003148	0.6922651	0.6422745	0.76861	0.8643493	0.7324791	0.9003886	0.73334265	0.61034083	0.72312665	0.7288704	0.7399311	0.811893	0.71034	0.8966123	0.660023	0.8204112	0.8098147	0.7063511	0.884569	0.7806692	0.8671037	0.7540713	0.65463126	0.72591096	0.81292444	0.9427632	0.79222214	0.6749159	0.8416949	0.7592884	0.8612509	0.8803423	0.7850128	0.8273768	0.80482477	0.81014013	0.71823645	0.66902435	0.7314898	0.8318429	0.7241826	0.8718586	0.84362316	0.7840599	0.7491555	0.8847641	0.8072598	0.81900376	0.6104148	0.79828495	0.7957898	0.7622535	0.8427229	0.8172183	0.7162411	0.75085425	0.79516506	0.73148143	0.71279997	0.88676065	0.8421594	0.717005	0.8144959	0.87792933	0.6667608	0.8326648	0.7487219	0.80847484	0.7701447	0.651387	0.79174685	0.5000654	0.8860442	0.7750284	0.7812749	0.73848104	0.84997076	0.64156246	0.8393816	0.8131406	0.67288524	0.7716657	0.8338238	0.68170387	0.7856771	0.7975556	0.7325659	0.9037965	0.88028646	0.73506224	0.7621199	0.75477034	0.81436443	0.8150324	0.63427305	0.68580806	0.80913645	0.7877089	0.8248915	0.8420998	0.7460259	0.7391016	0.8424182	0.8655638	0.77577686	0.0	0.83116555	0.65478563	0.6866149	0.81104755	0.70110047	0.8896999	0.7697989	0.5569904	0.87662834	0.8278496	0.7027198	0.7673937	0.841452	0.7505549	0.8405782
portret/noun	0.9319534	0.757457	0.84928656	0.8297523	0.9128022	0.94833183	0.8743204	0.86831385	0.9365839	0.8781911	0.87402135	0.8991927	0.84300137	0.9078417	0.7707048	0.867659	0.6401305	0.9247056	0.80057585	0.85909736	0.7662934	0.87255275	0.8094081	0.91645914	0.7063539	0.8788872	0.91999054	0.89098537	0.8966378	0.87239814	0.8273369	0.8533226	0.8543842	0.8439009	0.8543322	0.86458474	0.85880595	0.8375072	0.9233347	0.9395811	0.89820755	0.76387686	0.93482935	0.8134273	0.85171485	0.8929856	0.8651633	0.8992505	0.7978782	0.8039365	0.5080097	0.92472947	0.84841776	0.93499786	0.84573776	0.88908416	0.91347337	0.937389	0.84257036	0.85156965	0.86301655	0.80011547	0.8547703	0.7508151	0.932105	0.8309297	0.768877	0.823006	0.89933527	0.8782045	0.9316785	0.88843876	0.9259312	0.7389808	0.878686	0.9093036	0.8527396	0.87155473	0.85968995	0.8358159	0.9101325	0.8860251	0.7460858	0.83664274	0.86348164	0.8994044	0.8349823	0.761969	0.937632	0.8177819	0.89307547	0.9410329	0.8634725	0.87238866	0.8973395	0.8791075	0.89098585	0.88622826	0.84718025	0.6631654	0.9303433	0.8156537	0.8444972	0.8835081	0.8902617	0.88964623	0.9281293	0.9132379	0.9052087	0.90696836	0.9083999	0.872035	0.7504943	0.83116555	0.0	0.8884394	0.91592675	0.8591064	0.8283674	0.80333173	0.6994319	0.89686716	0.8346438	0.8460984	0.8966195	0.89831525	0.8382969	0.8462578	0.908508
wat/adv	0.8154534	0.6575972	0.6774262	0.8003669	0.7737604	0.88504374	0.8749589	0.86266494	0.62488484	0.6258428	0.8194802	0.8183061	0.7639006	0.9172809	0.7283055	0.681468	0.836198	0.8300177	0.84125906	0.8317386	0.7669507	0.8957708	0.8433264	0.91796154	0.8666244	0.8388252	0.82832146	0.85373545	0.8383921	0.7307408	0.8139049	0.700944	0.83792853	0.9421514	0.8391175	0.55872416	0.86677825	0.8600762	0.8471217	0.7423717	0.79540527	0.8719442	0.84192765	0.7932803	0.7033167	0.69965947	0.58516765	0.8116793	0.64167666	0.93835485	0.88687354	0.84314793	0.66445076	0.8476886	0.77371716	0.8239523	0.65752983	0.8958486	0.71277976	0.8416426	0.8217448	0.84581614	0.7359265	0.8477609	0.8664783	0.79620373	0.7028556	0.9031248	0.80176353	0.6860523	0.83251166	0.88570356	0.8865805	0.876719	0.7822691	0.8449238	0.70969206	0.57838225	0.8120838	0.48761642	0.8836651	0.8144712	0.8533484	0.8123106	0.82091224	0.753821	0.85009223	0.8551862	0.63639915	0.77399695	0.8247222	0.6875628	0.80404884	0.8954333	0.7374187	0.92473865	0.79908055	0.9063086	0.860642	0.70363295	0.8886679	0.8945161	0.472197	0.75668406	0.8735283	0.8058661	0.9304124	0.8770672	0.69995385	0.8824568	0.9479008	0.8334672	0.8018935	0.65478563	0.8884394	0.0	0.3879354	0.8648806	0.6801188	0.925866	0.8025676	0.51250595	0.90719664	0.92754316	0.40375775	0.83611417	0.89005643	0.7305589	0.8334955
beetje/noun	0.89099824	0.7539758	0.7158922	0.8744124	0.85675997	0.8970712	0.9086205	0.8635568	0.57109386	0.77778804	0.8120241	0.8753645	0.7375688	0.9242048	0.7506784	0.6965643	0.85867953	0.7747139	0.85691863	0.82905966	0.75500906	0.95161456	0.8462152	0.9181572	0.85344917	0.8315089	0.88401186	0.85771126	0.84607196	0.76550543	0.77810496	0.7156477	0.8643717	0.93971145	0.77926457	0.62804925	0.91752344	0.8529479	0.88071895	0.8145324	0.8215088	0.8281818	0.858548	0.83706754	0.7108625	0.6553747	0.6768817	0.8713956	0.80403537	0.94224817	0.90941674	0.8747575	0.8286281	0.88830423	0.75733197	0.8458213	0.6027086	0.9093013	0.7343782	0.8143593	0.8348372	0.84816945	0.7740187	0.85791767	0.86349356	0.78124714	0.7651483	0.92336863	0.7892824	0.5768738	0.84511065	0.8768747	0.8978849	0.87211066	0.767564	0.8205089	0.7473583	0.5092006	0.8010991	0.56755704	0.8968383	0.82098573	0.8353543	0.8216049	0.8747066	0.72654796	0.8389863	0.84076416	0.53616005	0.73827493	0.8545599	0.65373445	0.8243703	0.87288284	0.66967845	0.9261308	0.82272315	0.893857	0.813281	0.74859464	0.8916952	0.8889817	0.584255	0.712006	0.8840869	0.8523434	0.92470413	0.90316516	0.7332393	0.8828056	0.95679975	0.8808284	0.7779849	0.6866149	0.91592675	0.3879354	0.0	0.8887106	0.6913172	0.9257439	0.7833868	0.64200884	0.9011781	0.9144638	0.66188335	0.8893222	0.8816298	0.778296	0.870039
veelvoud/noun	0.8710911	0.84044707	0.88829273	0.8348296	0.8753447	0.8665738	0.889276	0.88533866	0.87982816	0.7881951	0.8766004	0.8657362	0.8590735	0.91389966	0.8603953	0.79857063	0.80518544	0.87478787	0.80885446	0.87142634	0.8373295	0.8685001	0.822902	0.8836442	0.84666014	0.8052795	0.92528987	0.8752893	0.8814262	0.8266121	0.79863155	0.8487022	0.86370385	0.9409733	0.86632025	0.8956933	0.8675179	0.8467716	0.88183856	0.88179874	0.853882	0.8799513	0.87077725	0.8867419	0.8599528	0.89904964	0.8966789	0.914203	0.8686441	0.86891794	0.8103783	0.8986613	0.7516798	0.8623029	0.9051397	0.886125	0.82248384	0.84464324	0.8852451	0.850536	0.8980795	0.87838376	0.85963833	0.874691	0.9064615	0.88844275	0.829523	0.9001594	0.8683555	0.8682994	0.9051783	0.93175846	0.8615745	0.8864655	0.84255564	0.8892495	0.856156	0.8769289	0.8273269	0.8328578	0.90881956	0.8099516	0.8574244	0.8235399	0.9154574	0.7630818	0.8732857	0.8827252	0.8947254	0.864177	0.89523613	0.83429426	0.8233747	0.87450904	0.8583229	0.9128243	0.9078696	0.8530684	0.8650458	0.88126206	0.86381745	0.8514122	0.8504751	0.84494513	0.85530984	0.81334496	0.8396627	0.8900393	0.85723114	0.8292465	0.8907014	0.9139568	0.8945809	0.81104755	0.8591064	0.8648806	0.8887106	0.0	0.8774711	0.90482295	0.8625221	0.77056676	0.91235155	0.8214102	0.8071799	0.8151848	0.8918883	0.8515126	0.8829422
ronduit/adv	0.88439536	0.63805294	0.7586117	0.81729156	0.8872422	0.93341964	0.864462	0.87413156	0.7969567	0.7337189	0.7336153	0.8245541	0.7663963	0.8968981	0.7189216	0.7718754	0.74292976	0.7766553	0.7937508	0.8773855	0.7965185	0.86797476	0.7687673	0.9357074	0.8182423	0.84240913	0.86712515	0.88921034	0.91111284	0.84275335	0.78976846	0.7961006	0.84982234	0.9052522	0.8694688	0.7145804	0.8196312	0.8017663	0.89555687	0.8909901	0.8135562	0.82392716	0.8457668	0.8188542	0.84721786	0.764458	0.7671941	0.88505137	0.6692269	0.9172567	0.8324199	0.8188218	0.7477869	0.92934686	0.7924574	0.7910375	0.7857262	0.8679561	0.80045784	0.8640329	0.88514936	0.8109921	0.7833866	0.7417226	0.85760295	0.7227076	0.74700856	0.86331254	0.8752391	0.7150191	0.8811196	0.91395724	0.8589635	0.8467925	0.8465403	0.8380851	0.8104347	0.7068521	0.85577244	0.58690375	0.8922073	0.8842828	0.81244755	0.8349609	0.8221534	0.84833705	0.874743	0.8917295	0.77490306	0.8416076	0.8127826	0.74686825	0.78886616	0.81762624	0.7986556	0.8796549	0.88646454	0.90091556	0.79600203	0.7280851	0.8923264	0.85107553	0.6925599	0.7758381	0.88978887	0.8672737	0.9156719	0.8612911	0.81034505	0.8830318	0.89445764	0.85310805	0.85679513	0.70110047	0.8283674	0.6801188	0.6913172	0.8774711	0.0	0.8893801	0.76271236	0.7986208	0.86451364	0.86481726	0.75919765	0.9000811	0.88040847	0.7018312	0.8641021
chef/noun	0.95888495	0.8901299	0.9078985	0.9108695	0.93524116	0.9331266	0.8988674	0.92315936	0.93609285	0.9131913	0.86327934	0.8980354	0.8948595	0.9088722	0.8988968	0.90802026	0.8577225	0.89445066	0.86654735	0.90581036	0.90499514	0.81802666	0.9116479	0.9585107	0.8240891	0.9157437	0.94116503	0.8891205	0.9497225	0.8872618	0.89989305	0.87761176	0.90944713	0.85557526	0.89712095	0.9144042	0.8608629	0.85103655	0.9498976	0.91714406	0.85601985	0.8467071	0.88958836	0.9156934	0.9060477	0.93120706	0.9459268	0.96216255	0.8893532	0.8071324	0.8738078	0.9136673	0.8912132	0.96078336	0.9037351	0.8679931	0.87397134	0.92051256	0.89138025	0.8715457	0.85430986	0.79957277	0.91532356	0.7834201	0.9124026	0.8698608	0.9039057	0.7912434	0.8725566	0.919055	0.90570396	0.88658804	0.9430195	0.80692303	0.9063301	0.90947574	0.9067505	0.90526664	0.9074103	0.9133395	0.9145645	0.9143451	0.8298064	0.8761609	0.9485095	0.9043745	0.8546906	0.831356	0.9087796	0.8530118	0.9103588	0.9341376	0.8815421	0.89734066	0.92671394	0.8993183	0.91598517	0.9194927	0.8535772	0.8206787	0.87192214	0.79788685	0.9278407	0.82020295	0.8780133	0.89979756	0.9125553	0.9127606	0.9070844	0.93890435	0.9017009	0.926129	0.832059	0.8896999	0.80333173	0.925866	0.9257439	0.90482295	0.8893801	0.0	0.88725126	0.9278883	0.7774638	0.8911888	0.921295	0.93640167	0.81978697	0.92711586	0.91889864
sprookje/noun	0.9187127	0.78105116	0.7909854	0.8462188	0.9058101	0.9135737	0.89630735	0.8565476	0.84022045	0.8296895	0.88535804	0.8881041	0.68685883	0.92699754	0.72665215	0.8182482	0.6480507	0.8711689	0.76881385	0.8025757	0.6151961	0.89278376	0.7836352	0.9234662	0.74893653	0.79169023	0.90496075	0.8537641	0.87881637	0.84558547	0.7240398	0.8038205	0.8614016	0.8838067	0.7506852	0.7702729	0.87211716	0.8225008	0.8986789	0.88849896	0.85247386	0.711906	0.8935872	0.8056635	0.8052736	0.7748604	0.8261988	0.82723176	0.81736815	0.8513431	0.7372757	0.9261789	0.84509295	0.92943656	0.8254556	0.89846385	0.79291356	0.9358995	0.79715455	0.85757214	0.86823434	0.80762124	0.79078543	0.8147141	0.907992	0.8268296	0.6667906	0.86216944	0.85912085	0.7371521	0.91331655	0.8931785	0.9207014	0.772571	0.828945	0.8761333	0.8068726	0.7585077	0.8307023	0.76911426	0.90601265	0.8614767	0.7344505	0.8214633	0.8117961	0.82407045	0.808361	0.7921309	0.8070155	0.77016234	0.89720625	0.81887174	0.8100884	0.8612123	0.78865147	0.9052935	0.8952719	0.89439964	0.83850706	0.6778754	0.91456276	0.7941986	0.78273773	0.82009315	0.84530973	0.8499124	0.9198082	0.85540974	0.80032593	0.8747637	0.9153267	0.8901689	0.7886635	0.7697989	0.6994319	0.8025676	0.7833868	0.8625221	0.76271236	0.88725126	0.0	0.8248507	0.85320187	0.85382456	0.8017876	0.8986396	0.846532	0.7314199	0.8958347
veel/adj	0.8381573	0.6279407	0.6745804	0.8314806	0.83092654	0.81583303	0.90625024	0.8396186	0.6595514	0.56485534	0.81382346	0.8555809	0.7774788	0.91316384	0.7971047	0.6099767	0.82912254	0.7583487	0.8115972	0.8517879	0.74806595	0.8973346	0.7685145	0.8866148	0.87908477	0.7776641	0.88461727	0.83406603	0.8650106	0.7905158	0.7475045	0.7496414	0.8058703	0.9283554	0.819015	0.6219765	0.83728004	0.78057677	0.8651602	0.81566274	0.7492645	0.8623449	0.8320118	0.8240932	0.74393666	0.68751264	0.6318984	0.8407006	0.7246747	0.89506835	0.89693195	0.8230408	0.6455519	0.88203144	0.8309435	0.79842293	0.6789234	0.87964463	0.8043789	0.86334145	0.8874211	0.8187637	0.7137965	0.8423958	0.85488343	0.82783294	0.7656276	0.9050773	0.8576522	0.6579721	0.833393	0.903675	0.8042869	0.9026344	0.7765353	0.8403944	0.75367016	0.5112767	0.8393473	0.55395323	0.8649004	0.8041247	0.856929	0.78430414	0.86857057	0.68640304	0.7757772	0.87191474	0.63742626	0.7758082	0.8467258	0.6667869	0.8288885	0.84902656	0.73338294	0.9207159	0.88616824	0.8502871	0.83707714	0.77687293	0.85522115	0.8730846	0.44587672	0.7620722	0.8467504	0.7922014	0.88231456	0.86488616	0.76598865	0.8079127	0.9269395	0.8899393	0.85120094	0.5569904	0.89686716	0.51250595	0.64200884	0.77056676	0.7986208	0.9278883	0.8248507	0.0	0.9136275	0.8930256	0.6107622	0.81313354	0.8912825	0.71027374	0.883709
