	windstoot/noun	bijzonder/adj	hoe/adj	stem/noun	helling/noun	ziektekiem/noun	kop_stoot/noun	bedrieger/noun	wel/adv	min/adj	reactie/noun	blok/noun	spel_DIM/noun	elleboog_stoot/noun	ondertoon/noun	ook/adv	waarin/pp	dat/comp	inslag/noun	woestijn/noun	fantasie/noun	bespreking/noun	schrijnend/adj	syfilis/noun	Madonna/name	volwassene/noun	schuiver/noun	pleeg_ouder/noun	weide/noun	rap/adj	soort/noun	door/adv	streek/noun	Kim/name	god/noun	zo/adv	campagne/noun	vernedering/noun	dijk/noun	tand_DIM/noun	Waal/noun	tovenaar/noun	zaak/noun	in_borst/noun	ding_DIM/noun	ding/noun	genoeg/adv	bas_lijn/noun	uiterst/adj	producent/noun	schilderij/noun	fout/noun	aanmerkelijk/adj	grond/noun	grimas/noun	tegenstander/noun	ze/pron	overtreding/noun	glimlach/noun	man/noun	oog_DIM/noun	voetballer/noun	manier/noun	criticus/noun	vraag/noun	opmerking/noun	klank/noun	rivale/noun	broodje/noun	echt/adj	blessure/noun	kindervriend/noun	ernstig/adj	Esther/name	rotzooi/noun	val_partij/noun	heel/adj	ontzettend/adj	haai/noun	nogal/adv	loer/noun	spul/noun	schurk/noun	met/prep	bluesy/noun	mens/noun	volk/noun	nicht_DIM/noun	ik/pron	lief/noun	tackle/noun	dat/det	kwasi/adj	daad/noun	gevoel/noun	val/noun	kop/noun	kanker/noun	racist/noun	charmant/adj	lek/noun	complot/noun	heel/adv	hij/pron	stroper/noun	machine/noun	recht/noun	deler/noun	naar/adj	virus/noun	overval/noun	trap/noun	tante/noun	vaak/adj	portret/noun	wat/adv	beetje/noun	veelvoud/noun	ronduit/adv	chef/noun	sprookje/noun	veel/adj	Chantal/name	jood/noun	iets/adv	drempel/noun	sheriff/noun	spel/noun	paal_DIM/noun
zaak/noun	0.93425465	0.8175162	0.7774292	0.92474	0.9000236	0.866826	0.89311653	0.86905175	0.8324512	0.85005796	0.8080927	0.8957866	0.8306877	0.9241158	0.85690635	0.80641365	0.85354745	0.79039896	0.8643241	0.9322218	0.86525667	0.77175397	0.8324654	0.9267484	0.9258277	0.9009727	0.92400557	0.86901724	0.9388901	0.869716	0.8307034	0.858229	0.8973744	0.96554524	0.8984117	0.809994	0.82835996	0.87648106	0.9161371	0.90386516	0.89403033	0.8816685	0.0	0.8740184	0.79348415	0.6696244	0.8261983	0.9057758	0.8265396	0.9076352	0.90856975	0.8186205	0.8577434	0.88192147	0.8899894	0.90443295	0.8020201	0.796428	0.9199226	0.8829458	0.8860903	0.8940339	0.76256096	0.8394299	0.72239625	0.78727186	0.8591448	0.9259697	0.91909677	0.86116064	0.88585603	0.93257284	0.83959913	0.92233574	0.8532591	0.8904885	0.8438398	0.85680676	0.9076626	0.80975926	0.89202183	0.82717174	0.8827605	0.8531481	0.9311754	0.8333973	0.8883591	0.9128754	0.84493244	0.9182102	0.8954651	0.8022264	0.84958047	0.792324	0.8654379	0.9433117	0.9244669	0.8777537	0.88715035	0.8970005	0.84336007	0.7922534	0.8043233	0.8065729	0.8810718	0.8369628	0.8184006	0.90556556	0.90189517	0.86481833	0.8320562	0.91983175	0.9266598	0.80482477	0.93482935	0.84192765	0.858548	0.87077725	0.8457668	0.88958836	0.8935872	0.8320118	0.9094349	0.91169137	0.8669143	0.87214977	0.89262706	0.84360236	0.8696051
in_borst/noun	0.9221137	0.78738	0.8374734	0.8069912	0.89984167	0.8977365	0.8995802	0.8830612	0.84953195	0.808805	0.8349504	0.8642043	0.8717623	0.9269496	0.7263172	0.8368298	0.8170293	0.86209625	0.7440423	0.89217144	0.7696056	0.91762954	0.8569361	0.89677817	0.8855529	0.89368093	0.92286026	0.8794312	0.90252256	0.86836576	0.8308671	0.799517	0.8835293	0.9388006	0.81411994	0.8061134	0.8752574	0.8650261	0.9398407	0.90726966	0.8695653	0.83190507	0.8740184	0.0	0.83706605	0.84813166	0.8385115	0.86642194	0.7633174	0.91954696	0.86580527	0.9084103	0.8253458	0.92978275	0.8781813	0.83228725	0.8454452	0.9134348	0.8172081	0.86449766	0.8821849	0.8729526	0.82172537	0.8004044	0.90706265	0.8370234	0.76111495	0.85018957	0.8911089	0.84970886	0.93520015	0.88697267	0.9029616	0.88506025	0.8520089	0.92385495	0.8517321	0.83779466	0.88995886	0.7678509	0.88910997	0.8962189	0.82781136	0.86542386	0.8754686	0.8431289	0.8175349	0.8806949	0.84390444	0.8495722	0.9224037	0.8498529	0.8754066	0.81171227	0.80709136	0.93123424	0.9086598	0.9061752	0.82775486	0.80460334	0.9110026	0.81734556	0.7766852	0.8393748	0.8733008	0.8840337	0.88007724	0.89520776	0.84787303	0.88254553	0.9326332	0.91897184	0.88166636	0.81014013	0.8134273	0.7932803	0.83706754	0.8867419	0.8188542	0.9156934	0.8056635	0.8240932	0.92236286	0.85653555	0.8167481	0.8891324	0.9101858	0.8194988	0.9118061
ding_DIM/noun	0.8930861	0.7886495	0.74853534	0.8521272	0.85914016	0.826326	0.90179366	0.82847863	0.67255306	0.81942314	0.86498237	0.8543196	0.6932347	0.9149696	0.79008126	0.7165976	0.82444257	0.82263106	0.83461714	0.8416092	0.782614	0.9000711	0.823004	0.86839026	0.8446267	0.8284027	0.90473986	0.84241784	0.8374394	0.8019241	0.7394893	0.787894	0.8742743	0.9425969	0.82150394	0.7171407	0.8866356	0.86211175	0.87863284	0.8543681	0.87843364	0.82922935	0.79348415	0.83706605	0.0	0.5359573	0.8085703	0.8117819	0.82121366	0.89571965	0.7959857	0.84783953	0.8381027	0.8819944	0.81683326	0.8821238	0.6888732	0.87237513	0.7942547	0.83741766	0.8520641	0.8384927	0.7561617	0.8605088	0.8519943	0.7895742	0.7414311	0.92444664	0.7655995	0.75257385	0.8677838	0.89500827	0.9051447	0.85520315	0.7301921	0.86511075	0.7866498	0.676733	0.7950545	0.73702013	0.88620263	0.68630624	0.8412488	0.8047533	0.855206	0.74297386	0.864262	0.8309622	0.67723894	0.75775695	0.8784875	0.7130991	0.84094226	0.86853796	0.77837676	0.93600214	0.8362854	0.88014376	0.8535003	0.7706936	0.8636459	0.8554044	0.6671623	0.7736684	0.8680017	0.7842126	0.8939637	0.9012433	0.81178	0.8147102	0.92305684	0.8648375	0.79690444	0.71823645	0.85171485	0.7033167	0.7108625	0.8599528	0.84721786	0.9060477	0.8052736	0.74393666	0.8990971	0.8874917	0.74680585	0.85747266	0.88505363	0.80883646	0.8275527
ding/noun	0.9254242	0.75164366	0.5847959	0.84645545	0.89719903	0.83862275	0.91017437	0.80755615	0.5573137	0.7745657	0.8125326	0.89531094	0.6433978	0.9245833	0.780513	0.66156113	0.8372924	0.69910026	0.8523562	0.8835186	0.7179544	0.9303306	0.79795426	0.8706573	0.8805675	0.80654633	0.901273	0.838662	0.900267	0.81465465	0.69637966	0.79884213	0.82704353	0.9602724	0.78191614	0.5621859	0.88560015	0.83380663	0.9061443	0.87369674	0.8571346	0.83365405	0.6696244	0.84813166	0.5359573	0.0	0.7160517	0.7975924	0.81953084	0.92738503	0.84387124	0.79177517	0.86422074	0.91996425	0.79444706	0.8760596	0.5891792	0.86254406	0.8280046	0.85024464	0.8602479	0.80970865	0.63781154	0.8246586	0.7399025	0.7096076	0.7324257	0.9280282	0.8480036	0.61955917	0.89617884	0.8914291	0.9033973	0.87825274	0.71339786	0.8492931	0.7515823	0.57263243	0.8432113	0.7128812	0.8750335	0.69282126	0.8171896	0.8530737	0.89025295	0.6130913	0.8136479	0.86254805	0.53710794	0.7691504	0.85309714	0.5823282	0.83886606	0.7911254	0.673871	0.9243274	0.86575174	0.8724799	0.8155806	0.7941418	0.90157765	0.838778	0.57605964	0.70731735	0.88610107	0.7997152	0.892156	0.8732381	0.8053178	0.8326707	0.9297378	0.897155	0.8183342	0.66902435	0.8929856	0.69965947	0.6553747	0.89904964	0.764458	0.93120706	0.7748604	0.68751264	0.9217115	0.8780055	0.7063126	0.8673688	0.89713514	0.7827148	0.8562881
genoeg/adv	0.89356697	0.63447446	0.64489484	0.860179	0.88856125	0.8965961	0.890632	0.87126106	0.6355163	0.6623906	0.84753877	0.8707354	0.80272025	0.9270382	0.77324015	0.7176286	0.8614031	0.7609269	0.840901	0.9028338	0.82134247	0.93671143	0.84647185	0.9096928	0.92123914	0.84222996	0.8849418	0.89794666	0.9231446	0.8397082	0.8403483	0.77329874	0.8883188	0.9462044	0.8683366	0.50772667	0.8701313	0.87133235	0.90734226	0.85472333	0.84399104	0.86902016	0.8261983	0.8385115	0.8085703	0.7160517	0.0	0.86096567	0.66929543	0.9316612	0.90294135	0.8593158	0.7675298	0.90642846	0.795211	0.8537451	0.7439792	0.8900541	0.8395504	0.86867696	0.8921748	0.82627493	0.71603894	0.855852	0.846551	0.79562044	0.785685	0.9188359	0.88206595	0.6987022	0.8437902	0.9161828	0.8945147	0.9166825	0.85269797	0.86155176	0.7390152	0.6199211	0.86768055	0.685779	0.8963184	0.86383	0.862799	0.8927255	0.8955243	0.8019315	0.873284	0.9250545	0.70413315	0.8518565	0.85998577	0.7034255	0.85717154	0.8545329	0.8042449	0.91789716	0.89127725	0.90431577	0.861297	0.7847846	0.879502	0.8998724	0.516465	0.7911042	0.9059906	0.8319248	0.9232255	0.9066917	0.8372036	0.8903775	0.94483155	0.905621	0.8638114	0.7314898	0.8651633	0.58516765	0.6768817	0.8966789	0.7671941	0.9459268	0.8261988	0.6318984	0.9315889	0.9335208	0.6900582	0.8880999	0.9034898	0.77225053	0.9063396
bas_lijn/noun	0.89755136	0.8239138	0.869489	0.7921978	0.87201583	0.9284608	0.9027903	0.9239436	0.86909217	0.87429166	0.9264132	0.88759726	0.8272462	0.9344134	0.79464823	0.87236154	0.8362553	0.90951514	0.8638485	0.8990453	0.8278173	0.95120156	0.8815439	0.9178283	0.886206	0.9186707	0.8878161	0.9324143	0.9069207	0.8741566	0.82899487	0.8459612	0.8943459	0.9529621	0.92282975	0.80858254	0.91102356	0.8944927	0.9116398	0.90444195	0.9102864	0.9016121	0.9057758	0.86642194	0.8117819	0.7975924	0.86096567	0.0	0.8384768	0.92657727	0.8924531	0.94141567	0.8799758	0.9238174	0.8528935	0.9128635	0.8508111	0.94443536	0.86511546	0.9102717	0.8918223	0.89827704	0.84157455	0.91718763	0.89956176	0.89614266	0.60216933	0.9217277	0.8939517	0.87593013	0.93152183	0.93759656	0.9351008	0.93166995	0.89509726	0.9174715	0.84630364	0.8196608	0.9106734	0.83492595	0.93197155	0.8913752	0.8676569	0.857635	0.72305745	0.8833009	0.92759395	0.9147143	0.8715834	0.89556164	0.9145559	0.889961	0.88908064	0.9361863	0.84424853	0.9538042	0.8827348	0.93334997	0.9236606	0.8348809	0.9203406	0.9055184	0.7881982	0.8685701	0.9187681	0.82213557	0.94026077	0.913619	0.87680244	0.8850461	0.9544409	0.9046242	0.8947662	0.8318429	0.8992505	0.8116793	0.8713956	0.914203	0.88505137	0.96216255	0.82723176	0.8407006	0.9408868	0.93065405	0.83504236	0.9158422	0.90692836	0.8146401	0.9272597
uiterst/adj	0.8800512	0.48931235	0.71411264	0.81666493	0.8335243	0.8877938	0.8987929	0.8932723	0.820068	0.63511115	0.7810312	0.8353784	0.8087326	0.9280638	0.7277668	0.79498786	0.7261346	0.84972274	0.7795192	0.8470715	0.807213	0.81998193	0.7705916	0.9218614	0.8790684	0.8603126	0.8628205	0.8867968	0.90104854	0.8577464	0.74907374	0.78305423	0.8414898	0.9352591	0.9030672	0.6759873	0.8176043	0.82277524	0.90705955	0.8877386	0.83863556	0.8700077	0.8265396	0.7633174	0.82121366	0.81953084	0.66929543	0.8384768	0.0	0.889198	0.8630312	0.88358235	0.69949853	0.9049204	0.83344924	0.80680376	0.8530388	0.87717944	0.79706657	0.8809604	0.86819136	0.8544619	0.68799585	0.79468066	0.8474075	0.7809867	0.742141	0.84892774	0.9160073	0.8035841	0.8859468	0.9529105	0.8206122	0.8932859	0.87103295	0.8720071	0.7593598	0.70174396	0.85051304	0.59665287	0.90791786	0.869268	0.8496334	0.82241476	0.8761556	0.8477832	0.8791246	0.892438	0.8947707	0.8914368	0.85779166	0.8162087	0.8212409	0.8211877	0.8277069	0.9044777	0.9280272	0.86797875	0.87524766	0.7024691	0.87700534	0.8066707	0.55266565	0.8568953	0.85959685	0.803875	0.89666027	0.87707156	0.7969415	0.8255708	0.89751166	0.890247	0.8730618	0.7241826	0.7978782	0.64167666	0.80403537	0.8686441	0.6692269	0.8893532	0.81736815	0.7246747	0.92780304	0.87488216	0.7277753	0.8578452	0.86900073	0.7354187	0.88264585
producent/noun	0.9419238	0.9014479	0.9187321	0.9304848	0.91831505	0.8919496	0.93022674	0.91074157	0.9367244	0.87275445	0.9135314	0.90992385	0.82010543	0.91097736	0.8887237	0.8610136	0.8034005	0.88903594	0.8472543	0.9130106	0.87619054	0.88092214	0.9053613	0.92238635	0.8070421	0.8917752	0.9344775	0.8997016	0.922542	0.8682048	0.81889	0.8874014	0.8937951	0.8875716	0.9355969	0.91651595	0.87223506	0.90062493	0.93877095	0.91630626	0.8816153	0.88320434	0.9076352	0.91954696	0.89571965	0.92738503	0.9316612	0.92657727	0.889198	0.0	0.8471383	0.9196507	0.8320461	0.906337	0.9111943	0.8940981	0.88774216	0.9188674	0.93235993	0.9376025	0.89740086	0.8186198	0.87751675	0.80578274	0.8965648	0.92039937	0.8601913	0.81662226	0.8364794	0.92576027	0.9373267	0.92267144	0.9451254	0.8276201	0.8697779	0.9023613	0.91233814	0.9224379	0.87365377	0.9108254	0.9308542	0.8144734	0.8607812	0.8205063	0.93805426	0.8859672	0.8961044	0.8955709	0.9444064	0.9034897	0.92813563	0.93304104	0.8662468	0.91437423	0.94859755	0.9527715	0.93831456	0.88302916	0.91358787	0.86653054	0.88835436	0.8588006	0.9177563	0.8959709	0.8975779	0.723924	0.88292897	0.89241135	0.8968126	0.8370113	0.9312327	0.9428052	0.90285796	0.8718586	0.8039365	0.93835485	0.94224817	0.86891794	0.9172567	0.8071324	0.8513431	0.89506835	0.86167717	0.88123685	0.89737964	0.8981744	0.8629401	0.89357173	0.89059836
schilderij/noun	0.89943165	0.8002578	0.8514487	0.85842705	0.88171065	0.9140644	0.90865004	0.88190114	0.9318936	0.89391077	0.9178483	0.8644547	0.8364003	0.92710614	0.8225992	0.862812	0.72253025	0.9439364	0.8159859	0.8444696	0.7827524	0.91608286	0.83585	0.9007708	0.7350576	0.84741753	0.9230114	0.90779495	0.8212245	0.88077176	0.78961074	0.8757632	0.8457558	0.91996115	0.8667589	0.8639896	0.90032935	0.89666724	0.8837213	0.9340924	0.8904246	0.7921362	0.90856975	0.86580527	0.7959857	0.84387124	0.90294135	0.8924531	0.8630312	0.8471383	0.0	0.93475187	0.8659476	0.82325065	0.8559525	0.923602	0.8544111	0.9150226	0.8525386	0.85275644	0.887674	0.83640754	0.834975	0.83059907	0.9381187	0.86457783	0.7569113	0.8918433	0.85869265	0.89471364	0.92738175	0.8861187	0.9421685	0.78979063	0.8592273	0.8990227	0.8556736	0.9017718	0.8267566	0.8593694	0.9182477	0.707208	0.8030113	0.8234248	0.882093	0.8327637	0.90364623	0.84717005	0.9250106	0.8429266	0.90244293	0.91350996	0.83607924	0.9026667	0.88728803	0.9262689	0.88882905	0.91764146	0.8844968	0.7699986	0.89561135	0.87267286	0.87780577	0.8757407	0.88729286	0.7784555	0.9216417	0.89530635	0.8838471	0.86805177	0.88325655	0.85548437	0.8453959	0.84362316	0.5080097	0.88687354	0.90941674	0.8103783	0.8324199	0.8738078	0.7372757	0.89693195	0.8769749	0.8404393	0.8905438	0.9021086	0.89579093	0.85287595	0.86477005
fout/noun	0.89511156	0.89120054	0.8504006	0.8645936	0.87737453	0.85281944	0.8119225	0.8544296	0.8344823	0.8434744	0.8459997	0.8433792	0.8372782	0.77339965	0.88228506	0.8026751	0.8929527	0.75638324	0.8403424	0.93253267	0.88234663	0.8990633	0.8193035	0.90750927	0.93371165	0.8812144	0.8158425	0.904216	0.9264967	0.87626636	0.85786444	0.84623003	0.9048177	0.8885061	0.8982607	0.8126489	0.91367203	0.8046254	0.8891842	0.8178268	0.82801014	0.9121653	0.8186205	0.9084103	0.84783953	0.79177517	0.8593158	0.94141567	0.88358235	0.9196507	0.93475187	0.0	0.867471	0.89648515	0.8892989	0.7839261	0.8085736	0.6040577	0.8765463	0.8922704	0.90449	0.85949486	0.844194	0.85742265	0.83460563	0.766662	0.9000203	0.8779798	0.92657876	0.8650185	0.7317698	0.9435117	0.81488156	0.90590566	0.8528677	0.7395258	0.90604234	0.8342576	0.89182556	0.8066926	0.88830054	0.8855652	0.873786	0.8831939	0.9376638	0.8366995	0.8920443	0.9061372	0.82840437	0.88799745	0.7331823	0.79866457	0.8233366	0.7492981	0.86688584	0.8328323	0.9101366	0.8206151	0.8336052	0.91182303	0.7471733	0.8730588	0.85422254	0.79673207	0.88193405	0.860744	0.851692	0.8981275	0.89259475	0.819068	0.88906044	0.835189	0.9145858	0.7840599	0.92472947	0.84314793	0.8747575	0.8986613	0.8188218	0.9136673	0.9261789	0.8230408	0.91002893	0.8914582	0.85282356	0.86929137	0.90029496	0.7927793	0.8629088
aanmerkelijk/adj	0.8524983	0.70607954	0.79644156	0.8196049	0.85266703	0.88236505	0.88309985	0.88489413	0.8297318	0.5591177	0.8361916	0.84861875	0.85355514	0.8898429	0.7718123	0.7737528	0.7812692	0.84528756	0.8036262	0.87271607	0.81599087	0.8428578	0.79806983	0.89507216	0.85929793	0.8328624	0.86796796	0.87055707	0.8894765	0.760183	0.8099986	0.7554041	0.8648205	0.91892594	0.880564	0.74297786	0.82628894	0.82408077	0.86588657	0.85971236	0.79940253	0.87675905	0.8577434	0.8253458	0.8381027	0.86422074	0.7675298	0.8799758	0.69949853	0.8320461	0.8659476	0.867471	0.0	0.8737547	0.8907566	0.83087355	0.8288325	0.8196504	0.84503	0.8845674	0.88619447	0.8370659	0.7994031	0.82724386	0.87441844	0.84164953	0.7828307	0.8350552	0.8537919	0.8198043	0.8569563	0.89646757	0.81479603	0.86143064	0.8170952	0.8658212	0.80978537	0.78517294	0.8377737	0.7131564	0.91955096	0.8277308	0.8471538	0.76499873	0.90010613	0.81402975	0.86525285	0.89428407	0.8815832	0.86840117	0.855425	0.78906894	0.8281733	0.85475755	0.84191257	0.9037255	0.9070241	0.8446605	0.86921096	0.8136067	0.8604252	0.85554713	0.7182665	0.83266056	0.851977	0.7953029	0.8327662	0.87767094	0.80337816	0.8396804	0.87314963	0.8903327	0.8812337	0.7491555	0.84841776	0.66445076	0.8286281	0.7516798	0.7477869	0.8912132	0.84509295	0.6455519	0.8950027	0.86053646	0.5649345	0.7883474	0.89885724	0.7755876	0.8674024
grond/noun	0.8533044	0.9114104	0.92528874	0.9061431	0.7407601	0.89222634	0.8794635	0.9052429	0.927196	0.9023366	0.934426	0.7228186	0.91208935	0.9161171	0.89552027	0.9043028	0.8720025	0.94002223	0.8399441	0.75536394	0.89766103	0.90980023	0.9251245	0.9267892	0.8948543	0.9355824	0.8569376	0.87136346	0.6310054	0.8548941	0.87168366	0.8439429	0.83177996	0.9766464	0.89847785	0.89639854	0.9237936	0.92020154	0.6893308	0.8645706	0.8767168	0.91464704	0.88192147	0.92978275	0.8819944	0.91996425	0.90642846	0.9238174	0.9049204	0.906337	0.82325065	0.89648515	0.8737547	0.0	0.90248036	0.91116834	0.78505415	0.9098897	0.9081	0.86006683	0.85923785	0.9401655	0.8983667	0.9408701	0.91928244	0.92190707	0.8759993	0.91483724	0.84660053	0.9187052	0.91531366	0.93810844	0.9303078	0.9175573	0.77103335	0.88786316	0.856606	0.9139158	0.8286424	0.8942228	0.91835725	0.7255148	0.8971707	0.8591718	0.9510822	0.8856369	0.9054887	0.9019283	0.9102923	0.89096916	0.8790771	0.9286973	0.84546715	0.9219581	0.9032134	0.90037435	0.7822653	0.9262509	0.90728426	0.9179922	0.839472	0.92372483	0.89807165	0.84126127	0.88796103	0.7317401	0.8447799	0.92411196	0.8598099	0.8848359	0.9278866	0.7478742	0.89829683	0.8847641	0.93499786	0.8476886	0.88830423	0.8623029	0.92934686	0.96078336	0.92943656	0.88203144	0.9391022	0.8763411	0.85076344	0.7931299	0.9264413	0.90081954	0.7293505
grimas/noun	0.88698417	0.8377011	0.7970079	0.85362804	0.87392014	0.9071013	0.8602535	0.89729565	0.83228517	0.8720269	0.8524437	0.89565164	0.8367187	0.87241685	0.7717781	0.8579065	0.84874624	0.8605926	0.8692229	0.8552303	0.81551397	0.93760145	0.8256319	0.91021705	0.85859895	0.8877303	0.85874337	0.8924042	0.88948566	0.84934056	0.8423749	0.83310044	0.8887613	0.8990193	0.85349184	0.8102455	0.908539	0.80818594	0.8801946	0.8725674	0.8755486	0.8744908	0.8899894	0.8781813	0.81683326	0.79444706	0.795211	0.8528935	0.83344924	0.9111943	0.8559525	0.8892989	0.8907566	0.90248036	0.0	0.86524284	0.7531927	0.9175974	0.6883842	0.85859215	0.85189044	0.882949	0.8426116	0.8510511	0.9043873	0.8000964	0.76231456	0.8582016	0.89500266	0.81513566	0.87378526	0.8995762	0.91390705	0.8437285	0.8520997	0.8207612	0.8586465	0.80245876	0.818727	0.79304963	0.896256	0.8914986	0.83354837	0.8367206	0.87935114	0.86158234	0.86277676	0.877918	0.7974565	0.83108544	0.8501607	0.8460465	0.85010433	0.8650609	0.78506804	0.8861364	0.83397496	0.9004002	0.8832606	0.81415915	0.88754106	0.8887013	0.7870883	0.7521024	0.91156054	0.88183403	0.94220716	0.9271269	0.83441204	0.8863854	0.92188406	0.8561961	0.83985335	0.8072598	0.84573776	0.77371716	0.75733197	0.9051397	0.7924574	0.9037351	0.8254556	0.8309435	0.8879059	0.8981781	0.8369839	0.909074	0.9064671	0.8396512	0.897767
tegenstander/noun	0.8564322	0.8550572	0.8790809	0.8524565	0.8267643	0.88361096	0.792123	0.8546963	0.86265004	0.829889	0.8131778	0.73978364	0.8294696	0.76987404	0.8541944	0.8370663	0.8535826	0.8273404	0.8237928	0.9115779	0.8775606	0.8693522	0.8575912	0.91696495	0.8895441	0.87767345	0.7927853	0.87046957	0.8932462	0.8181753	0.8919591	0.8089289	0.87494075	0.7970865	0.86650795	0.8342132	0.7809063	0.7779512	0.89149815	0.80450475	0.7430768	0.8330995	0.90443295	0.83228725	0.8821238	0.8760596	0.8537451	0.9128635	0.80680376	0.8940981	0.923602	0.7839261	0.83087355	0.91116834	0.86524284	0.0	0.7824788	0.8294213	0.8550054	0.8410754	0.87594736	0.69293046	0.8556942	0.67761433	0.89740574	0.8294635	0.8716318	0.5445839	0.90647507	0.852374	0.7712686	0.9132647	0.864866	0.88562703	0.857548	0.8172458	0.8937902	0.83078045	0.832388	0.81583685	0.8699856	0.9020684	0.77621937	0.8251623	0.91599774	0.8413063	0.7891435	0.87530726	0.8309709	0.856905	0.7636653	0.84955525	0.78486323	0.83014625	0.8790802	0.835851	0.8492585	0.89836276	0.8092896	0.85117775	0.8517309	0.8119948	0.8413548	0.7545885	0.84609646	0.8759023	0.8807302	0.8999843	0.8724102	0.84967965	0.91118884	0.8087515	0.8727743	0.81900376	0.88908416	0.8239523	0.8458213	0.886125	0.7910375	0.8679931	0.89846385	0.79842293	0.8952911	0.80419815	0.85333705	0.87681174	0.8737784	0.70706534	0.8769484
ze/pron	0.8724172	0.81318724	0.607475	0.8175933	0.8556056	0.81957126	0.84308416	0.7696783	0.5712275	0.782699	0.8225641	0.81820977	0.71855366	0.8531306	0.8062248	0.63154626	0.8247969	0.63335323	0.8461062	0.76710427	0.7635875	0.89929175	0.7962587	0.839	0.7514877	0.73498046	0.864611	0.70755947	0.78445315	0.73950243	0.77504444	0.6679138	0.8458117	0.8869019	0.6941036	0.61873907	0.8663433	0.7895512	0.82514334	0.78927875	0.75397044	0.7740195	0.8020201	0.8454452	0.6888732	0.5891792	0.7439792	0.8508111	0.8530388	0.88774216	0.8544111	0.8085736	0.8288325	0.78505415	0.7531927	0.7824788	0.0	0.8300641	0.67729753	0.6273721	0.7731696	0.7976321	0.7151767	0.761191	0.80486596	0.76762044	0.78016365	0.8516699	0.7483338	0.60529226	0.83523035	0.83209324	0.8222435	0.7597331	0.6700225	0.82444227	0.74733436	0.61181045	0.72367084	0.7472723	0.8644029	0.62586355	0.77204233	0.76958966	0.8847299	0.54260767	0.76184416	0.7016594	0.32076526	0.65576625	0.84428555	0.63533723	0.7878891	0.7962951	0.7167947	0.8930879	0.8095373	0.7682383	0.7404264	0.7845279	0.79045224	0.8317876	0.6702695	0.24600583	0.75855696	0.76549214	0.82517254	0.8913671	0.74223125	0.7420535	0.8566422	0.8277517	0.63666546	0.6104148	0.91347337	0.65752983	0.6027086	0.82248384	0.7857262	0.87397134	0.79291356	0.6789234	0.8045471	0.78670627	0.70741457	0.81406975	0.78893805	0.80493474	0.77744347
overtreding/noun	0.8422859	0.87515146	0.8963534	0.83069515	0.8649364	0.8796548	0.7760362	0.87433094	0.88619095	0.8593989	0.82998806	0.8796256	0.8652867	0.6718941	0.8900152	0.8445074	0.871531	0.8092104	0.84777784	0.92437315	0.92435616	0.892746	0.834024	0.86156476	0.91214556	0.8250015	0.85245466	0.8962927	0.9089285	0.8776643	0.83940065	0.87597454	0.9020506	0.9217229	0.90790963	0.88216186	0.89525765	0.8116357	0.90073687	0.8789233	0.8477576	0.8981533	0.796428	0.9134348	0.87237513	0.86254406	0.8900541	0.94443536	0.87717944	0.9188674	0.9150226	0.6040577	0.8196504	0.9098897	0.9175974	0.8294213	0.8300641	0.0	0.8929786	0.8001051	0.8698942	0.8497086	0.8542515	0.8572437	0.86715627	0.78881043	0.9077334	0.90957505	0.9227854	0.91320264	0.79387146	0.9587349	0.7685108	0.8937257	0.86644816	0.796641	0.92481893	0.9010884	0.8795834	0.8447465	0.9208436	0.86160856	0.8634503	0.8564292	0.95915675	0.81959254	0.9004253	0.89708734	0.91711915	0.90973663	0.68887746	0.86133313	0.857293	0.7753037	0.91953087	0.89936846	0.918368	0.84165204	0.8325424	0.9132219	0.7887987	0.8361618	0.8959484	0.81429815	0.8261981	0.8586993	0.834378	0.8953341	0.90571684	0.8550643	0.76590276	0.8543835	0.91147316	0.79828495	0.937389	0.8958486	0.9093013	0.84464324	0.8679561	0.92051256	0.9358995	0.87964463	0.90236914	0.8498553	0.8844943	0.83616894	0.87969965	0.8481139	0.8204343
