	middaguur/noun	boter/noun	vet/noun	kastanje/noun	hoe/adj	nog/adv	pasta/noun	min/adj	verschrikkelijk/adj	stoom/adj	behoorlijk/adj	drift/noun	dossier/noun	adem/noun	traan/noun	passage/noun	voorwerp/noun	brij/noun	verlangen/noun	album/noun	wind/noun	smelt/adj	lucht/noun	water/noun	drukkend/adj	die/det	nieuw_feit/noun	grill/noun	koffie/noun	middag/noun	zo/adv	glas/noun	as/noun	slotminuut/noun	zomer_dag/noun	kwestie/noun	vakantie/noun	genoeg/adv	erg/adj	gas/noun	zon/noun	klimaat/noun	mineraalwater/noun	chocolademelk/noun	grond/noun	kus/noun	stoom/noun	hang_ijzer/noun	ze/pron	kool/noun	gloeiend/adj	niet/adv	spotje/noun	latin/noun	verslag/noun	bad/noun	vlam/adj	thee/noun	hap/noun	het/det	zo/adj	gesteente/noun	atmosfeer/noun	mix/noun	ontzettend/adj	strijkijzer/noun	olijfolie/noun	trend/noun	stand_DIM/noun	zomer/noun	peper/noun	omstandigheid/noun	bord/noun	te/adv	soep/noun	kachel/noun	plaat/noun	herfst/noun	brandend/adj	auto/noun	vlek/noun	pan/noun	motor/noun	weer/noun	kop/noun	melk/noun	fusie_ploeg/noun	olie/noun	abnormaal/adj	dag/noun	bron/noun	koekepan/noun	woensdag_middag/noun	vuur/noun	kom/noun	matig/adj	marathon/noun	strand/noun	sector/noun	mes/noun	zomermaand/noun	wat/adv	rem/noun	beetje/noun	patat/noun	oven/noun	buis/noun	warm/adj	brok/noun	onderwerp/noun	aardappel/noun
weer/noun	0.83107865	0.8773033	0.85494256	0.8803296	0.8596999	0.8133142	0.8269744	0.7970252	0.7988767	0.85414135	0.74852955	0.8695978	0.928752	0.8306357	0.8730064	0.84515214	0.88960564	0.8540529	0.8742569	0.9000961	0.5090755	0.77488637	0.6491995	0.72053546	0.76284146	0.823193	0.9291185	0.9094308	0.828284	0.6399168	0.7691772	0.8263048	0.8419688	0.92530316	0.6601926	0.923394	0.7741254	0.85238564	0.76866066	0.84057444	0.5447871	0.6184493	0.8916099	0.85867804	0.8517984	0.85177624	0.81690353	0.9321991	0.8191985	0.8611052	0.8198867	0.84120274	0.90578103	0.89176136	0.9262797	0.7851861	0.89932936	0.8421072	0.8226521	0.796032	0.82320684	0.8647059	0.6904359	0.84817445	0.80207944	0.9385166	0.86307704	0.83416986	0.8582136	0.6201124	0.8909378	0.6997427	0.86470246	0.78563887	0.8057538	0.820004	0.85199744	0.68373597	0.8236977	0.8853399	0.8251116	0.8569572	0.82764184	0.0	0.8539878	0.88378507	0.85867566	0.8356458	0.8136207	0.71101856	0.929682	0.88139683	0.8428935	0.8611275	0.8411943	0.6871229	0.8722134	0.6630436	0.86459893	0.9301039	0.7087946	0.69256383	0.8227415	0.75908583	0.83965623	0.8327974	0.82338876	0.601014	0.8373312	0.8933474	0.8321936
kop/noun	0.86929226	0.7635358	0.75192684	0.8338027	0.8978827	0.8797325	0.7787849	0.8861909	0.8496359	0.8847727	0.8163222	0.8744851	0.9505264	0.8278918	0.8155065	0.8726354	0.83231264	0.8343183	0.8777746	0.89405066	0.78159046	0.86966056	0.7731531	0.7743312	0.9203435	0.8446022	0.9247384	0.8577623	0.742683	0.83056295	0.82191026	0.7232102	0.8460128	0.9232036	0.9063809	0.9287202	0.93358904	0.8548861	0.8973854	0.88813835	0.8140885	0.90398216	0.8667509	0.8018993	0.7991726	0.8089453	0.85578454	0.95665455	0.8005185	0.81906456	0.7816759	0.9196267	0.86796093	0.9270109	0.9206356	0.82446647	0.85167885	0.7422421	0.7475094	0.88168013	0.879862	0.86477435	0.8869598	0.87683105	0.8361231	0.9140222	0.7895159	0.9234549	0.8650233	0.91242796	0.7771979	0.9438227	0.74204636	0.83900714	0.7208086	0.8538735	0.8389473	0.8875652	0.79127353	0.8381459	0.7684612	0.74143875	0.84579694	0.8539878	0.0	0.7698431	0.87291026	0.8350933	0.89566225	0.8730386	0.9101563	0.8477163	0.8964215	0.84340787	0.7271799	0.88404566	0.89943606	0.8058365	0.9482495	0.78976834	0.8836308	0.8025333	0.832793	0.81501764	0.78118724	0.8241051	0.7675104	0.7833312	0.77185726	0.9007529	0.7865057
melk/noun	0.8791245	0.37307858	0.42605525	0.71189034	0.8911533	0.89016646	0.44021642	0.8339857	0.89192337	0.8710766	0.83884287	0.88997763	0.9114479	0.8785087	0.8379459	0.9002832	0.8099375	0.7454631	0.88695073	0.8729147	0.8765137	0.799874	0.76024854	0.5286313	0.88961416	0.83812857	0.9388967	0.7045765	0.45250303	0.826868	0.8482698	0.58212876	0.8273622	0.940561	0.87118804	0.9191633	0.9180295	0.87655723	0.886839	0.72000813	0.8268784	0.8788882	0.62197125	0.61054105	0.80254775	0.8360597	0.79200375	0.9359639	0.7694757	0.54033434	0.75017035	0.8922269	0.8616476	0.90456223	0.93925554	0.76198035	0.9149916	0.4598617	0.63606924	0.86751133	0.8919426	0.8460178	0.83795124	0.80065066	0.8666899	0.8615347	0.4024799	0.8935206	0.8416015	0.903322	0.4704401	0.9052428	0.68094754	0.8231437	0.42622626	0.8139858	0.82089996	0.8696406	0.7694545	0.8556123	0.7805199	0.53993464	0.8303354	0.88378507	0.7698431	0.0	0.9318722	0.5064036	0.84400904	0.83573544	0.88737386	0.664661	0.8976621	0.77589273	0.5489678	0.82332367	0.93820673	0.85297453	0.8752943	0.80883265	0.8473249	0.8169864	0.89426315	0.8027948	0.6057795	0.5907341	0.78924274	0.63005537	0.7515316	0.92502564	0.41508663
fusie_ploeg/noun	0.8973605	0.9276545	0.9264378	0.9159417	0.90488577	0.7590334	0.9220702	0.88142407	0.89230776	0.92115396	0.7972337	0.9182697	0.91333765	0.90778077	0.9233005	0.93509144	0.92346656	0.9150596	0.9263443	0.90795815	0.8880332	0.940357	0.90513474	0.9226546	0.9065264	0.8592782	0.9345812	0.9218316	0.9001342	0.89807975	0.86667347	0.92175174	0.88467	0.775905	0.92215085	0.9349311	0.91243404	0.87356186	0.8550291	0.92419934	0.88941664	0.9220111	0.9262768	0.92314434	0.9091504	0.91268915	0.9025719	0.9340464	0.8473348	0.9291047	0.93017465	0.8633791	0.912177	0.93543994	0.93187314	0.9163674	0.89902955	0.90452564	0.89664197	0.8855167	0.91638875	0.9230338	0.91358525	0.91007125	0.869603	0.94377506	0.92964196	0.9032806	0.8966268	0.85147035	0.9319907	0.89225966	0.84591776	0.8609268	0.9115899	0.91840243	0.9120319	0.8982217	0.90618414	0.9330734	0.8932649	0.8987725	0.90540195	0.85867566	0.87291026	0.9318722	0.0	0.93338674	0.9035766	0.8799165	0.948885	0.9270408	0.9000598	0.9228673	0.91037196	0.8354808	0.8462883	0.91361827	0.9189722	0.9045646	0.89492387	0.8331711	0.89715135	0.87639886	0.8825824	0.9273052	0.89271975	0.9189676	0.8969039	0.95479995	0.9223201
olie/noun	0.82585305	0.5147718	0.4782464	0.75528467	0.91385216	0.9046627	0.5939142	0.8164458	0.89870524	0.89566934	0.84047717	0.87341595	0.9187507	0.8814703	0.8566492	0.9079453	0.786911	0.7566537	0.898129	0.9063943	0.776554	0.7739366	0.6970482	0.45100337	0.8566539	0.84811187	0.9255693	0.75315857	0.6632163	0.8321448	0.90043277	0.6706326	0.7617295	0.9565217	0.8917873	0.90752125	0.9143568	0.9023789	0.8969546	0.47355658	0.7728653	0.84496367	0.73492825	0.7974726	0.73445517	0.8706847	0.7040727	0.9189554	0.84676844	0.49018645	0.6895026	0.929383	0.88825065	0.9328553	0.9500295	0.7758065	0.91670716	0.68016803	0.77701926	0.83822197	0.8990406	0.7561625	0.7391909	0.85032636	0.8876102	0.86665165	0.4799773	0.8722834	0.8853694	0.8891001	0.5572553	0.89911246	0.77919394	0.84371704	0.63375616	0.775685	0.8359424	0.8569321	0.729113	0.80808944	0.7891495	0.54732823	0.7473268	0.8356458	0.8350933	0.5064036	0.93338674	0.0	0.8454456	0.8699763	0.8176406	0.62530136	0.8975495	0.6884463	0.63978684	0.77915454	0.9514422	0.7827339	0.79860616	0.8313916	0.82651734	0.85381585	0.83709705	0.8547807	0.7468846	0.59631133	0.7280013	0.7035937	0.74642694	0.9359743	0.53452194
abnormaal/adj	0.8615663	0.8915479	0.79194224	0.9213014	0.8023319	0.8444282	0.8797505	0.7755091	0.77888197	0.9358264	0.7638254	0.8636424	0.8713977	0.8476422	0.8841524	0.8556888	0.84354687	0.87641597	0.85045564	0.9120471	0.83747643	0.8647212	0.8163488	0.8219838	0.83386046	0.73883146	0.9353304	0.92681855	0.88525885	0.8695904	0.805667	0.8710532	0.8798898	0.91773325	0.8542195	0.8791098	0.8981268	0.8555442	0.77825266	0.8294542	0.8339582	0.81848085	0.89427316	0.9210075	0.86665016	0.87240195	0.8635448	0.8964819	0.81038177	0.85207	0.8709283	0.8350395	0.8822474	0.9468827	0.9128938	0.8624789	0.910698	0.87074023	0.8537581	0.82617533	0.81295574	0.83215445	0.79138345	0.8833564	0.8088539	0.9339413	0.8983694	0.8344109	0.8979152	0.8444537	0.92365897	0.8026326	0.88897383	0.75799894	0.87499577	0.8566093	0.8980306	0.84003234	0.8464696	0.91129845	0.81609553	0.8797934	0.87128925	0.8136207	0.89566225	0.84400904	0.9035766	0.8454456	0.0	0.87534857	0.8730211	0.9213412	0.86409867	0.9078193	0.8691015	0.809479	0.9367524	0.86509025	0.85776454	0.90346736	0.8265929	0.80720824	0.8270341	0.81893027	0.87278306	0.85786825	0.8499744	0.8469081	0.8788197	0.903784	0.85275143
dag/noun	0.7213031	0.8599192	0.8677507	0.89261204	0.88797945	0.7745267	0.8242266	0.86737955	0.8131201	0.8854214	0.83506435	0.90494907	0.87791574	0.84845585	0.85733205	0.8782537	0.9117194	0.88983786	0.9024467	0.8844918	0.8208971	0.89051384	0.80639684	0.8112204	0.86933005	0.8552691	0.90725136	0.91377586	0.7910192	0.52936876	0.8656654	0.83375263	0.88323164	0.90277165	0.7456219	0.90860844	0.67644584	0.8912487	0.8953677	0.8770218	0.77561074	0.86632526	0.8870006	0.83787954	0.90390533	0.85309887	0.85474634	0.91191065	0.74400395	0.8618006	0.85997194	0.88320863	0.8718784	0.9287073	0.82485425	0.7914218	0.9040848	0.8042509	0.82148975	0.8402251	0.8913698	0.9244975	0.8489065	0.9125867	0.8442615	0.91996944	0.86208326	0.90111697	0.87542903	0.58693755	0.8842765	0.8336445	0.86862814	0.8643571	0.8095865	0.8438747	0.8737697	0.7263115	0.8367432	0.8625483	0.8786324	0.86610377	0.8770662	0.71101856	0.8730386	0.83573544	0.8799165	0.8699763	0.87534857	0.0	0.9168302	0.91446775	0.711583	0.88288754	0.8487227	0.84537363	0.8295558	0.7568137	0.92237735	0.8904135	0.69457585	0.8298728	0.8994229	0.8621915	0.8363765	0.8401756	0.8399284	0.7743892	0.8611445	0.8776582	0.83542037
bron/noun	0.9248858	0.938463	0.85093516	0.9338608	0.81919193	0.88968503	0.91812515	0.84707975	0.86709845	0.9372433	0.89152277	0.8422104	0.7883158	0.87841374	0.8939629	0.77110636	0.7773842	0.87854856	0.77521324	0.8850871	0.9175691	0.9254955	0.8736118	0.8467566	0.9279937	0.7988415	0.85898757	0.9471834	0.93303984	0.9141274	0.83365625	0.93250066	0.9010323	0.95718837	0.9303743	0.79842496	0.93664366	0.8797961	0.8589627	0.83216524	0.90607065	0.816605	0.9075556	0.95676976	0.8650716	0.90206647	0.8891243	0.8801566	0.8617423	0.89181936	0.9034051	0.8926547	0.8773591	0.9352141	0.7712693	0.8737831	0.9110508	0.90941554	0.91289407	0.81522274	0.8900343	0.853902	0.8299702	0.8199433	0.8706078	0.94924355	0.9313592	0.8779123	0.9003864	0.93943334	0.9483664	0.85276884	0.9277644	0.89598614	0.92107564	0.90513694	0.9038857	0.89904296	0.888523	0.9291603	0.86388034	0.9208311	0.88583297	0.929682	0.9101563	0.88737386	0.948885	0.8176406	0.8730211	0.9168302	0.0	0.94903904	0.8918115	0.8751695	0.9276635	0.9184055	0.96431667	0.90284956	0.8287736	0.9514849	0.89685947	0.91766393	0.8661189	0.8953303	0.92081213	0.8994719	0.88553226	0.92277795	0.82966244	0.7761869	0.9197177
koekepan/noun	0.8921711	0.4545433	0.648814	0.7525235	0.94019747	0.9173182	0.62403524	0.90705746	0.93886274	0.89841735	0.9026953	0.9373521	0.94978654	0.9044789	0.8901421	0.9328653	0.90761316	0.7657542	0.9536371	0.94813895	0.8557374	0.85137856	0.8127693	0.6766006	0.893659	0.9301812	0.9491291	0.6854758	0.75956255	0.87972796	0.8926579	0.73946035	0.8332176	0.9523594	0.91753376	0.95835626	0.96456975	0.90967005	0.90403366	0.8264282	0.857111	0.9081213	0.84572184	0.8454632	0.8429099	0.88848287	0.82462734	0.94530815	0.8633865	0.6320808	0.7748078	0.9471402	0.9020854	0.94968015	0.9770922	0.8001535	0.9344145	0.74561286	0.7996438	0.9157574	0.9056629	0.86610126	0.8785816	0.9004285	0.92819387	0.88682485	0.46636033	0.9570244	0.90814984	0.90597576	0.49674457	0.9569035	0.71056664	0.83952194	0.63176405	0.8278743	0.8866921	0.904006	0.8614701	0.90644026	0.8466215	0.43375236	0.88765097	0.88139683	0.8477163	0.664661	0.9270408	0.62530136	0.9213412	0.91446775	0.94903904	0.0	0.93164146	0.69682014	0.5920417	0.82583296	0.9664565	0.8829938	0.9472302	0.8296598	0.90476805	0.84548336	0.8959711	0.8596617	0.7539327	0.63536537	0.84238803	0.7554633	0.83829296	0.9609592	0.5488399
woensdag_middag/noun	0.7330055	0.9199584	0.9009478	0.8986709	0.90272045	0.8606821	0.8984351	0.9057306	0.86657554	0.8767208	0.8732256	0.9016477	0.8656766	0.88554716	0.8667826	0.89377904	0.84481764	0.9205249	0.88363945	0.91463196	0.8679215	0.9191389	0.8664992	0.84699	0.8974043	0.8539367	0.9378065	0.92082894	0.8363103	0.63181233	0.89188325	0.8596802	0.8641663	0.93379307	0.86543345	0.9086185	0.8181757	0.92544603	0.90147203	0.8738519	0.8604286	0.9106899	0.9156032	0.87242097	0.8879617	0.8615135	0.86289704	0.9312824	0.7746384	0.88676393	0.87047756	0.8990529	0.8998296	0.9182029	0.8442845	0.8198118	0.8730303	0.8483602	0.84705997	0.83333534	0.9150211	0.90933895	0.8644025	0.8967264	0.8909497	0.9038888	0.9293097	0.90522283	0.8697119	0.76877314	0.92166686	0.8927682	0.8644222	0.89219385	0.87186813	0.83625424	0.91244817	0.8199519	0.78503716	0.69965637	0.88725585	0.8847706	0.8195051	0.8428935	0.8964215	0.8976621	0.9000598	0.8975495	0.86409867	0.711583	0.8918115	0.93164146	0.0	0.80330014	0.85928065	0.89831555	0.8746729	0.7865613	0.92059666	0.8204013	0.7712827	0.88906306	0.85902065	0.88732857	0.86398876	0.8551579	0.8375426	0.8651761	0.84149206	0.8923697	0.88859576
vuur/noun	0.8271177	0.71522754	0.7406634	0.83958805	0.9108087	0.8973403	0.7618307	0.91128576	0.8877257	0.848479	0.893114	0.87259984	0.9203934	0.84413445	0.85694826	0.89728874	0.8307122	0.80371463	0.8639964	0.9535829	0.7597215	0.827159	0.72112894	0.6459527	0.87562656	0.89097023	0.9551542	0.756816	0.7931062	0.7999061	0.901829	0.7595241	0.70269006	0.93929183	0.89037865	0.9147328	0.93604004	0.9327413	0.92775536	0.7224796	0.77333534	0.88161445	0.8895213	0.8929455	0.7840434	0.87796354	0.74292773	0.9266091	0.8320749	0.70934105	0.68775463	0.92515624	0.90061647	0.92970884	0.9380642	0.7893155	0.8711979	0.78348005	0.8376375	0.86456215	0.9019462	0.8605008	0.80832326	0.90667003	0.9362721	0.84140134	0.72771764	0.94139546	0.90509266	0.88319796	0.7250707	0.9156234	0.81180435	0.87820905	0.74067354	0.64352477	0.8927551	0.86942065	0.5298312	0.7513992	0.83740646	0.578999	0.76531035	0.8611275	0.84340787	0.77589273	0.9228673	0.6884463	0.9078193	0.88288754	0.8751695	0.69682014	0.80330014	0.0	0.72621423	0.8248974	0.9148249	0.81908	0.9296168	0.7815747	0.88853514	0.8877671	0.8482963	0.8932383	0.808259	0.6404177	0.81076276	0.7662908	0.79507995	0.93056345	0.74632883
kom/noun	0.86076283	0.4567542	0.6005685	0.70653754	0.89549595	0.89382404	0.53305626	0.87969387	0.8730801	0.8502793	0.831141	0.8864726	0.9081365	0.8597789	0.8119148	0.87053704	0.8072929	0.7412463	0.87767947	0.90968347	0.82958704	0.81567925	0.73803306	0.58816415	0.88956875	0.83289766	0.9514753	0.7374997	0.629987	0.8046419	0.8474511	0.60544205	0.7881488	0.9195597	0.86039853	0.9278233	0.9147804	0.88825667	0.8817124	0.7973641	0.7833638	0.89492834	0.7916235	0.74926984	0.771949	0.8330108	0.78322107	0.93296325	0.75975204	0.6173215	0.7203469	0.9044309	0.8775207	0.91062605	0.93939936	0.716779	0.8864927	0.59808725	0.71156144	0.84560966	0.8676835	0.8235994	0.8501118	0.8306057	0.8627828	0.88910055	0.49464047	0.9142256	0.8543693	0.869205	0.4728781	0.91756225	0.5747597	0.8025327	0.5099579	0.8003518	0.81868464	0.85390437	0.7808459	0.78664714	0.7772053	0.46915168	0.80579203	0.8411943	0.7271799	0.5489678	0.91037196	0.63978684	0.8691015	0.8487227	0.9276635	0.5920417	0.85928065	0.72621423	0.0	0.83636874	0.9198674	0.7734281	0.9245182	0.7693248	0.8353536	0.7691963	0.82897353	0.7801938	0.7039162	0.5956755	0.7369234	0.6623416	0.75195706	0.91286665	0.5316997
matig/adj	0.87379634	0.8080734	0.8185606	0.86296153	0.8671521	0.85708	0.79725724	0.68286216	0.8480902	0.8877801	0.6508628	0.8649266	0.9332628	0.85973436	0.8810022	0.83795106	0.89888155	0.86691177	0.8799933	0.8507102	0.60310054	0.80669993	0.7753471	0.7873454	0.7899036	0.8301405	0.94583935	0.85946	0.82139665	0.7335683	0.82866305	0.848897	0.833474	0.8553821	0.843142	0.91325736	0.8864521	0.8261909	0.75344616	0.82416016	0.71588665	0.765399	0.8956451	0.882131	0.903563	0.87014705	0.8182895	0.9281999	0.8677769	0.8256357	0.8438065	0.8749686	0.87581676	0.89834785	0.8921637	0.85358346	0.8918017	0.8064224	0.8450484	0.8143843	0.82118535	0.89426005	0.7803207	0.7971994	0.7986751	0.9317655	0.7887417	0.8432615	0.8817001	0.826485	0.82198226	0.82401365	0.85629344	0.78052044	0.807933	0.8692117	0.8456621	0.8050306	0.8685092	0.9181051	0.8832863	0.7850356	0.81869	0.6871229	0.88404566	0.82332367	0.8354808	0.77915454	0.809479	0.84537363	0.9184055	0.82583296	0.89831555	0.8248974	0.83636874	0.0	0.8536741	0.8376187	0.76909864	0.9296888	0.80086154	0.74464685	0.8119829	0.8216457	0.84530157	0.8062945	0.8578089	0.6959561	0.84087294	0.87720305	0.8011037
marathon/noun	0.9065262	0.9597346	0.9205594	0.94938415	0.939122	0.8534591	0.93316185	0.91730255	0.89802915	0.90576124	0.8586277	0.9111308	0.93731177	0.9032283	0.8894507	0.89631265	0.9172067	0.9497465	0.9136426	0.85649526	0.92495084	0.96133405	0.9325073	0.9279956	0.92782176	0.8701205	0.93678695	0.955986	0.9348701	0.8859847	0.9089721	0.92387265	0.92652833	0.9180608	0.9094439	0.941824	0.8726706	0.91423166	0.9262558	0.9227961	0.89567906	0.92303	0.9490614	0.9457231	0.9577711	0.88976294	0.9154074	0.94064736	0.87293315	0.9195537	0.9318833	0.9048542	0.88425255	0.923167	0.8637285	0.85746694	0.9073573	0.92208636	0.9237275	0.85810256	0.9333166	0.94884884	0.91235405	0.8950867	0.89581823	0.9493063	0.9423925	0.9093552	0.88695633	0.7675272	0.9518339	0.90528667	0.9333897	0.9233909	0.91825265	0.9266874	0.8847484	0.83609116	0.9048317	0.9341066	0.938469	0.9447473	0.88341486	0.8722134	0.89943606	0.93820673	0.8462883	0.9514422	0.9367524	0.8295558	0.96431667	0.9664565	0.8746729	0.9148249	0.9198674	0.8536741	0.0	0.8843252	0.9308383	0.95689213	0.8503307	0.8996366	0.92102075	0.9088707	0.9345424	0.92097044	0.8958112	0.91327167	0.87505734	0.9253175	0.9361698
strand/noun	0.8142586	0.8499256	0.83976346	0.8069805	0.89371264	0.8914546	0.8147478	0.88290113	0.8282537	0.84486663	0.85780805	0.8538631	0.94117385	0.85623544	0.8659028	0.8622578	0.7808199	0.8256997	0.8565496	0.91154635	0.684493	0.8008512	0.68444335	0.6071951	0.8386215	0.8523127	0.9404659	0.8632394	0.8074211	0.68393457	0.84971094	0.7323158	0.7878314	0.9407409	0.7080959	0.9460684	0.7181436	0.8870556	0.8614836	0.8106124	0.5887714	0.83634365	0.8704467	0.86843354	0.7136653	0.8217599	0.8149141	0.92871666	0.76003367	0.80834985	0.7645108	0.91211843	0.85978115	0.89477336	0.93436736	0.6717479	0.87158334	0.8063154	0.82057196	0.79512686	0.86762685	0.8254604	0.7775675	0.8497422	0.8345705	0.9170685	0.8451479	0.9103493	0.81905466	0.70855576	0.845317	0.88216114	0.77796805	0.8670369	0.82121485	0.80691725	0.84681416	0.78301793	0.71061957	0.76973987	0.7624609	0.8145226	0.80832136	0.6630436	0.8058365	0.85297453	0.91361827	0.7827339	0.86509025	0.7568137	0.90284956	0.8829938	0.7865613	0.81908	0.7734281	0.8376187	0.8843252	0.0	0.9213144	0.8511426	0.7056606	0.8050992	0.8716267	0.836679	0.7934959	0.81024176	0.72409344	0.6955261	0.7881123	0.89736533	0.8030102
sector/noun	0.8940209	0.91978365	0.8698488	0.9453999	0.88076687	0.89439654	0.9042981	0.7233988	0.91405356	0.9563839	0.77266467	0.90284735	0.83228207	0.90302336	0.948287	0.87563336	0.8810973	0.92913926	0.8810987	0.9232344	0.85842514	0.9297019	0.89849055	0.8814606	0.8952898	0.80179083	0.8954043	0.9471135	0.92563653	0.89076126	0.86226535	0.9313644	0.8820755	0.9533805	0.9279449	0.8287656	0.9133196	0.8689615	0.8364431	0.79312265	0.89455867	0.6961163	0.8893407	0.95282054	0.8938705	0.9426621	0.8799618	0.8581327	0.9040723	0.8342678	0.9355607	0.8946941	0.87465644	0.9479775	0.92548984	0.89679784	0.9241639	0.91462135	0.8830308	0.8035543	0.88078797	0.8928626	0.8266282	0.8368681	0.87439406	0.92639947	0.9066014	0.7212383	0.8850195	0.8976693	0.9529171	0.83093154	0.9406872	0.8414201	0.9316847	0.9345647	0.90737236	0.8694391	0.9404376	0.9341698	0.8900321	0.92125344	0.85812646	0.86459893	0.9482495	0.8752943	0.9189722	0.79860616	0.85776454	0.92237735	0.8287736	0.9472302	0.92059666	0.9296168	0.9245182	0.76909864	0.9308383	0.9213144	0.0	0.94304484	0.8236955	0.8638506	0.8109125	0.92092973	0.9367346	0.87936825	0.8811077	0.9020885	0.87425566	0.81533456	0.909795
mes/noun	0.8875401	0.78831685	0.7629192	0.86783314	0.9205061	0.9227437	0.8194807	0.9246577	0.8780122	0.9267297	0.8880873	0.8887638	0.9270957	0.8420063	0.84548	0.9056594	0.7102817	0.8598808	0.9034772	0.93512297	0.866108	0.8890828	0.8044293	0.7886297	0.9063841	0.8767792	0.95970935	0.83599454	0.80665314	0.88535565	0.90964144	0.7202554	0.8128757	0.93297446	0.9193918	0.93472636	0.9269955	0.9263207	0.9431455	0.8663499	0.8963703	0.9381459	0.8654043	0.8785647	0.7627085	0.8258507	0.8785706	0.9470989	0.7244954	0.8005488	0.76284796	0.9308748	0.9153067	0.9506929	0.9568418	0.8126533	0.89975005	0.79645634	0.79977405	0.88458633	0.897367	0.8828124	0.89107275	0.91569984	0.8999029	0.82300955	0.8083003	0.93492603	0.8760469	0.9411254	0.81630623	0.91681105	0.7739799	0.9042892	0.7939806	0.82907534	0.8725039	0.91688234	0.7218416	0.76341426	0.7962928	0.76485723	0.8804283	0.9301039	0.78976834	0.80883265	0.9045646	0.8313916	0.90346736	0.8904135	0.9514849	0.8296598	0.8204013	0.7815747	0.7693248	0.9296888	0.95689213	0.8511426	0.94304484	0.0	0.91206926	0.8875437	0.84745854	0.9008148	0.8109561	0.79620975	0.7652079	0.8446382	0.7771177	0.93707484	0.7639029
zomermaand/noun	0.8084415	0.8908403	0.8645488	0.8972603	0.884315	0.8452032	0.8526697	0.82285845	0.8562453	0.841889	0.79265535	0.883621	0.8926648	0.8364638	0.88845176	0.8552809	0.8553025	0.88959605	0.88439476	0.8624726	0.78429264	0.8824437	0.80390203	0.78371656	0.8474617	0.81333315	0.92456865	0.8936463	0.83066916	0.72945714	0.8559275	0.8426042	0.8586573	0.93339825	0.74272376	0.9000718	0.7167561	0.8697257	0.84681314	0.8260081	0.75951815	0.80409205	0.8745917	0.86695445	0.85156834	0.8701698	0.81916744	0.91019946	0.8010147	0.84269255	0.8416916	0.8813441	0.84431577	0.9111266	0.87172294	0.7668508	0.90333295	0.8446655	0.8326754	0.79915756	0.8880992	0.8935446	0.8189463	0.8332442	0.85060865	0.91410637	0.87941384	0.8503025	0.8048761	0.5592687	0.89460915	0.84055626	0.8594134	0.8541892	0.8497573	0.8266369	0.8463442	0.73759985	0.8116325	0.83800554	0.85028887	0.8766944	0.8357202	0.7087946	0.8836308	0.8473249	0.89492387	0.82651734	0.8265929	0.69457585	0.89685947	0.90476805	0.7712827	0.88853514	0.8353536	0.80086154	0.8503307	0.7056606	0.8236955	0.91206926	0.0	0.80871135	0.8391742	0.83090115	0.8525987	0.82247514	0.7730233	0.7799624	0.84713525	0.84783745	0.840932
wat/adv	0.85187095	0.81605244	0.80767643	0.8536186	0.6931691	0.7373196	0.76913387	0.59246475	0.7051685	0.8585355	0.4959824	0.8546324	0.89085054	0.78051794	0.811684	0.75200284	0.84459853	0.8127204	0.8039382	0.8359401	0.73940635	0.8367864	0.79758674	0.8094237	0.8187697	0.7506182	0.9203308	0.88573784	0.783753	0.75566506	0.52224755	0.7826636	0.8592664	0.88688064	0.82764477	0.81750536	0.82419765	0.59063506	0.45912284	0.85478497	0.7467562	0.74160355	0.8895719	0.8807599	0.85461247	0.8025112	0.8304232	0.9243007	0.6750949	0.8131905	0.8526661	0.73554575	0.833526	0.85948014	0.86882496	0.8005917	0.8544874	0.7865602	0.7603447	0.83557355	0.5909988	0.8600854	0.7307747	0.7430294	0.5628306	0.926136	0.7865342	0.8320509	0.8243258	0.83438045	0.7981096	0.77920115	0.82038194	0.4619317	0.77637297	0.82714146	0.7786635	0.811	0.84977007	0.87073886	0.78810304	0.81786877	0.7736529	0.69256383	0.8025333	0.8169864	0.8331711	0.85381585	0.80720824	0.8298728	0.91766393	0.84548336	0.88906306	0.8877671	0.7691963	0.74464685	0.8996366	0.8050992	0.8638506	0.8875437	0.80871135	0.0	0.7658266	0.3462401	0.8209015	0.84422135	0.803352	0.71461636	0.78291494	0.7995477	0.7963489
