	goud/noun	fabrikant/noun	vervanging/noun	diesel/noun	bier/noun	hoe/adj	middel/noun	nog/adv	bus/noun	hoofdzakelijk/adj	vlag/noun	pc/noun	amusement/noun	krediet/noun	medicijn/noun	BMW/name	alles/noun	effectbejag/noun	vrij/adj	internet/noun	techniek/noun	Kinepolis/name	oog/adj	vlees/noun	product/noun	vervoer/noun	om/comp	stuk/noun	woning/noun	type/noun	overigens/adv	arbeid/noun	versie/noun	factuur/noun	luchtvaart_maatschappij/noun	relatief/adj	mode/noun	te/comp	die/det	kop_DIM/noun	zo/adv	antibioticum/noun	extreem/adj	maaltijd/noun	model/noun	onderwijs/noun	dollar/noun	euro/noun	kleding/noun	en/vg	meestal/adv	vlucht/noun	ticket/noun	ding/noun	uitgave/noun	erg/adj	rommel/noun	hout_soort/noun	het/noun	grond/noun	elektriciteit/noun	kantoor_ruimte/noun	kool/noun	kwaliteit/noun	ze/pron	programma/noun	arbeid_kracht/noun	huisvuil_zak/noun	niet/adv	charme/noun	consument/noun	iets/noun	Gill/name	eten/noun	truc/noun	boek/verb	aandeel/noun	abonnement/noun	winkel/noun	trip/noun	tarief/noun	grafiek/noun	zo/adj	echt/adj	formule/noun	appartement/noun	bewering/noun	prijs/noun	populist/noun	genees_middel/noun	stroom/noun	vooral/adv	gerecht/noun	spul/noun	hotel/noun	merk/noun	mest/noun	tweewieler/noun	sperma/noun	pak_DIM/noun	leven_middel/noun	paraplu/noun	Konmar/name	productie/noun	flink/adj	alternatief/noun	lijn_dienst/noun	dat/det	wao/noun	huur_woning/noun	kamer/noun	bel/verb	inseminatie/noun	lening/noun	opvang/noun	spul_DIM/noun	bedrijf_investering/noun	merkelijk/adj	pin/verb	heel/adv	makelaar/noun	devaluatie/noun	strafschop/noun	Brussel/name	Unilever/name	rook/verb	inkoop/noun	reis/noun	rij_auto/verb	lekker/adj	juist/adv	uiteindelijk/adj	strafschop_doelpunt/noun	vaak/adj	technologie/noun	heruitgave/noun	permanent/adj	grondstof/noun	veel/adj	ster_restaurant/noun	telecom_aandeel/noun	maatschappij/noun	coke/noun	was_poeder/noun	wij/pron	rij_DIM_huis/noun	artikel/noun	bedrijf/noun	aanzienlijk/adj	ham/noun
consument/noun	0.9032404	0.6069627	0.85125047	0.75991976	0.79005915	0.7781673	0.76921976	0.8563891	0.8897848	0.78429806	0.9237576	0.6992692	0.7992777	0.7198696	0.706044	0.83581686	0.8364139	0.886075	0.81892407	0.6564988	0.7523205	0.83317304	0.8797224	0.75411177	0.55234927	0.7341794	0.6646565	0.84995675	0.88320684	0.8012651	0.7316663	0.7645143	0.87044984	0.73401827	0.7685017	0.7228833	0.8317179	0.6679567	0.7290292	0.8654861	0.76497364	0.76387644	0.7860216	0.7592614	0.7714512	0.7753909	0.78474987	0.79788804	0.73290646	0.71948135	0.74908054	0.8821502	0.8211491	0.83161837	0.7306726	0.78070307	0.82004887	0.8893692	0.8626195	0.8865708	0.7305753	0.8665266	0.8057841	0.69065666	0.72847277	0.8569119	0.7469069	0.7780925	0.7403913	0.8707341	0.0	0.8360821	0.88234377	0.76535726	0.80312955	0.86325914	0.7490511	0.7171366	0.7562325	0.8598981	0.69870615	0.84033597	0.8405109	0.8103096	0.7637572	0.9100356	0.8347306	0.6916882	0.88139457	0.6652918	0.7012961	0.66116786	0.8142074	0.7575195	0.8859135	0.6973642	0.8032965	0.8536496	0.8588481	0.78893673	0.6937543	0.84604603	0.8106898	0.7277974	0.75965035	0.7926721	0.8893783	0.7447444	0.8182616	0.8115574	0.91102946	0.81139916	0.8715074	0.7471899	0.8275158	0.8506522	0.7816945	0.8406774	0.7922385	0.78390276	0.72818285	0.8109931	0.9358381	0.9208669	0.7180903	0.81339383	0.71773326	0.8582756	0.77174515	0.839431	0.70499	0.826336	0.9733102	0.75116426	0.6420444	0.90251184	0.82857543	0.70729995	0.7150886	0.9098994	0.79250604	0.7236095	0.85003394	0.8046831	0.68199146	0.8775493	0.8458059	0.6517892	0.7129688	0.83011925
iets/noun	0.90388566	0.89838386	0.8895201	0.9064226	0.84847957	0.683379	0.8813165	0.73848283	0.9391345	0.9065459	0.9225403	0.89081436	0.82941824	0.90814114	0.8917632	0.8887077	0.6336175	0.8725039	0.83103013	0.91065556	0.81913745	0.911595	0.83615756	0.87826437	0.85756344	0.9314165	0.7746372	0.7910168	0.92526126	0.8009324	0.7817799	0.8947195	0.8687475	0.9068901	0.935022	0.8746052	0.8504796	0.73833895	0.7578895	0.8187328	0.63003004	0.9022815	0.8450503	0.8486935	0.84297144	0.9140531	0.9414199	0.9388195	0.80807346	0.8319499	0.74717927	0.92993605	0.9285608	0.47118247	0.898455	0.7101632	0.8523763	0.8816593	0.7576483	0.9054878	0.92281395	0.93345964	0.8987407	0.8563708	0.6294249	0.86319095	0.8853906	0.9264875	0.7244667	0.7788179	0.8360821	0.0	0.9064895	0.8064145	0.7855941	0.93568075	0.934048	0.91437733	0.9034633	0.83106124	0.9301305	0.89081866	0.7625984	0.70208776	0.799059	0.92062384	0.86463404	0.91565394	0.8910964	0.90182567	0.9121592	0.8112559	0.8278392	0.7903489	0.8945364	0.8616135	0.88968515	0.8743051	0.8953782	0.8378113	0.92108214	0.87173265	0.9214717	0.9197509	0.868526	0.85291135	0.9568878	0.6414633	0.91010046	0.9196091	0.8934144	0.90929204	0.91205525	0.9295792	0.9091293	0.82991815	0.9334449	0.8827485	0.9056008	0.59096944	0.8839273	0.9114227	0.9279859	0.9523406	0.8886248	0.86176866	0.91157573	0.8436624	0.8567216	0.7584375	0.75614965	0.85012156	0.9496635	0.7330749	0.8474308	0.91220033	0.92696995	0.9021279	0.64448714	0.9142359	0.9233352	0.8592853	0.91174835	0.92530596	0.65441686	0.89589316	0.9128357	0.91763276	0.89422417	0.8744204
Gill/name	0.94229436	0.8898128	0.90923274	0.93545496	0.9288323	0.91930443	0.90572214	0.9269934	0.9317184	0.89778644	0.9304689	0.9085154	0.9079651	0.92486846	0.901333	0.8848422	0.92888975	0.9512385	0.9299084	0.90956813	0.9264811	0.9003214	0.90854794	0.9243196	0.9066483	0.94399476	0.8830037	0.920534	0.9202386	0.90000254	0.88524574	0.9316858	0.9108107	0.94123954	0.87565	0.92131734	0.9281922	0.8719312	0.87035704	0.9432508	0.88419974	0.9111365	0.9202858	0.91235924	0.8937291	0.93849784	0.9274725	0.931077	0.9102175	0.85729873	0.8687489	0.9203761	0.9217136	0.93361545	0.9319667	0.9207649	0.92311287	0.944944	0.94728285	0.9302532	0.92335355	0.9302757	0.9263647	0.926987	0.83862686	0.9095227	0.906337	0.90611917	0.92183787	0.9080141	0.88234377	0.9064895	0.0	0.9179702	0.92535	0.9459785	0.9284156	0.91823745	0.92681175	0.932263	0.9153763	0.93180585	0.937655	0.91672426	0.9077085	0.9165466	0.9036949	0.89816964	0.92030114	0.9152691	0.9086559	0.9028854	0.89062953	0.91473484	0.9142817	0.89629304	0.91974765	0.9154255	0.920405	0.9196756	0.887199	0.9125422	0.89338577	0.9254389	0.93711966	0.93318564	0.9278103	0.9085354	0.93091506	0.89867485	0.90773505	0.9009794	0.93721056	0.9236758	0.9232167	0.92630935	0.95956594	0.92482615	0.93182516	0.9215893	0.8613146	0.94531965	0.93488955	0.94523907	0.8790437	0.92055625	0.91629523	0.94019043	0.91915977	0.93793046	0.91056424	0.89188963	0.9377258	0.883742	0.88803667	0.93313426	0.9058153	0.9327398	0.90733224	0.9252235	0.9366104	0.8912621	0.9149335	0.9172234	0.8716758	0.9050323	0.9150276	0.88683116	0.9257382	0.9217379
eten/noun	0.8720075	0.8213552	0.8741311	0.8433943	0.5289874	0.84984946	0.862424	0.8611073	0.87805754	0.81007993	0.890604	0.85080874	0.7656955	0.8862604	0.739102	0.9048902	0.7773776	0.91465515	0.8422875	0.88191545	0.8397217	0.926419	0.8234019	0.52183867	0.72526056	0.8391062	0.7877952	0.79005426	0.8982339	0.83089113	0.87369055	0.8634881	0.8804967	0.8873206	0.9110285	0.8500117	0.7585788	0.79207253	0.8119241	0.607044	0.7989507	0.8041166	0.8374067	0.3811282	0.86793375	0.9005312	0.93363315	0.91408044	0.63370246	0.603137	0.678149	0.8628683	0.87342834	0.7827296	0.8708046	0.81981623	0.71990204	0.882647	0.88937974	0.84441644	0.81240284	0.8914773	0.63532495	0.8310436	0.6725216	0.872916	0.88800615	0.85772765	0.8390246	0.8186713	0.76535726	0.8064145	0.9179702	0.0	0.83411884	0.94148105	0.94141555	0.8732373	0.78082836	0.8157243	0.92628306	0.88880664	0.88186586	0.7701649	0.85808307	0.84741443	0.91644114	0.8209984	0.9265662	0.81888705	0.86250544	0.7962188	0.64156115	0.672406	0.76684535	0.80846536	0.7505535	0.86803615	0.79509443	0.67619276	0.6787145	0.8026328	0.88493204	0.85672086	0.7637968	0.8450918	0.9375752	0.8513664	0.92848337	0.8861909	0.76179624	0.88673204	0.9175228	0.9181903	0.8508461	0.73622775	0.9729279	0.8931843	0.8664416	0.78788745	0.8783338	0.93844944	0.94880044	0.92828894	0.87810457	0.6669072	0.7836956	0.79082227	0.76396394	0.46802294	0.8541385	0.89394116	0.9729082	0.77101606	0.87538	0.91138405	0.8840547	0.7713969	0.7481902	0.82951033	0.9222306	0.8856737	0.7678776	0.7489074	0.81758785	0.8859409	0.9038758	0.9079808	0.89259565	0.60971415
truc/noun	0.88006294	0.8107692	0.85234606	0.8528061	0.85252994	0.76437247	0.7462569	0.87592304	0.8780993	0.7909173	0.8871614	0.8009293	0.7998158	0.85388255	0.79513955	0.8517904	0.8104599	0.84985715	0.86811393	0.82594895	0.6449961	0.8880411	0.8099086	0.839954	0.7791502	0.8887547	0.71843183	0.81591755	0.895109	0.7756918	0.7735622	0.8279488	0.83007836	0.83848643	0.87542135	0.8574915	0.83470255	0.7350353	0.7259306	0.84670174	0.7688733	0.8228198	0.82074714	0.84052926	0.7654085	0.9133655	0.92184734	0.9302218	0.7776381	0.7237888	0.7493452	0.8828678	0.9257806	0.75054926	0.8513682	0.8174075	0.8041494	0.8811432	0.84385425	0.85708314	0.8515836	0.8972651	0.8376032	0.83929324	0.7318889	0.8276831	0.8473463	0.9012622	0.81073797	0.78620267	0.80312955	0.7855941	0.92535	0.83411884	0.0	0.8968027	0.9185914	0.869444	0.8572455	0.8207655	0.8603282	0.8433625	0.84253716	0.8202292	0.70821565	0.90315986	0.8063911	0.87594604	0.8738574	0.7883053	0.8280837	0.7865515	0.80195606	0.76242375	0.8881781	0.83281195	0.8470402	0.8595675	0.82538307	0.80577624	0.8468735	0.81053996	0.9067684	0.83683443	0.8539002	0.7935379	0.9240408	0.789074	0.89504236	0.8990082	0.88008034	0.88435763	0.87705934	0.8779854	0.89247346	0.8390405	0.9387263	0.9284201	0.8423692	0.79742706	0.80416775	0.9102236	0.9246196	0.92282903	0.85552394	0.8663704	0.86483395	0.85533714	0.8470836	0.8318668	0.78658193	0.8468643	0.96890324	0.7247481	0.74220467	0.9030935	0.85838175	0.8258949	0.7993853	0.9203119	0.9357991	0.85337305	0.8612386	0.8912403	0.8187075	0.89122367	0.86843014	0.85337824	0.86789924	0.86062837
boek/verb	0.90461904	0.82599133	0.8993625	0.9013219	0.93154955	0.94473195	0.9024774	0.89749485	0.92353785	0.8681521	0.94334954	0.86793566	0.9105659	0.8096105	0.9116081	0.8820684	0.9544222	0.95554	0.884552	0.8585585	0.898889	0.81789815	0.90220577	0.9536127	0.838241	0.8899661	0.9144506	0.8852737	0.94003105	0.90529495	0.82996464	0.88200045	0.90881115	0.85374606	0.7606191	0.7937423	0.9199175	0.9348336	0.89041656	0.93646526	0.917681	0.92234355	0.9057267	0.88800865	0.8881681	0.92774767	0.6774543	0.6833222	0.8966912	0.8765298	0.87943083	0.8602754	0.8526063	0.94505906	0.77719253	0.9047028	0.9346912	0.9461934	0.9428403	0.9444713	0.91498685	0.90151685	0.92196554	0.89019865	0.94949204	0.91561645	0.89453495	0.90795046	0.952542	0.8985742	0.86325914	0.93568075	0.9459785	0.94148105	0.8968027	0.0	0.6460708	0.8498882	0.89079994	0.85533595	0.8241595	0.86384916	0.9382754	0.9116424	0.8817018	0.9198101	0.93550944	0.81814134	0.9204817	0.87459177	0.87855405	0.8204452	0.9426596	0.89693755	0.86217505	0.8730948	0.93639576	0.9401573	0.9480246	0.9265222	0.8732265	0.9356067	0.8976945	0.83558285	0.79473835	0.9091368	0.89692056	0.90715295	0.91015244	0.887347	0.9062725	0.9275216	0.9547707	0.79340684	0.94041246	0.91736835	0.8325208	0.89785784	0.89745915	0.8973713	0.9041523	0.85888207	0.93635476	0.8939961	0.72487044	0.9527647	0.854292	0.84689426	0.92412764	0.9440371	0.85116357	0.86735964	0.9365995	0.9073246	0.8619916	0.90646815	0.9175514	0.8697183	0.8855357	0.93375146	0.80980587	0.85459304	0.94344014	0.94333565	0.9225496	0.9434562	0.9114775	0.75310934	0.7274457	0.9458742
aandeel/noun	0.82772386	0.7584753	0.9040648	0.82212806	0.8977945	0.9494338	0.83861387	0.9098629	0.9539173	0.8077567	0.9491556	0.8446073	0.9119492	0.64814854	0.84189755	0.8093298	0.9373491	0.9581731	0.8856386	0.83592653	0.90332997	0.6634102	0.9498824	0.9003285	0.7286619	0.8802516	0.858055	0.83931726	0.86527324	0.91080815	0.8090509	0.82468534	0.91348106	0.8061232	0.6794052	0.7228253	0.9443938	0.82252276	0.8589932	0.9316421	0.9268446	0.89071584	0.9076748	0.89677626	0.8480577	0.8789851	0.4664675	0.5346902	0.89299	0.8820595	0.8725294	0.8725908	0.80200607	0.9540899	0.7719248	0.9185847	0.9139949	0.94433516	0.9605757	0.8369509	0.83361995	0.85969603	0.8842052	0.86221504	0.89995277	0.9155878	0.84222305	0.8139248	0.9306053	0.92114276	0.7490511	0.934048	0.9284156	0.94141555	0.9185914	0.6460708	0.0	0.76766926	0.8599561	0.9129586	0.7459768	0.8483354	0.93626255	0.9492723	0.84901285	0.8887995	0.9217651	0.7034669	0.94994545	0.7882688	0.8021525	0.81131524	0.931633	0.848225	0.90414566	0.78193414	0.9068076	0.93680245	0.9178593	0.90557927	0.8352813	0.92497945	0.8570201	0.7652511	0.7096852	0.86217046	0.8938923	0.8830028	0.8542966	0.7862526	0.9350558	0.95012975	0.9449353	0.56242347	0.90754485	0.899156	0.78073126	0.84641844	0.9003119	0.9401769	0.7778074	0.80104053	0.90600276	0.88526356	0.5173652	0.937848	0.7872381	0.91464615	0.9109893	0.971787	0.864004	0.8297777	0.916039	0.91462857	0.78123087	0.92872894	0.9347333	0.7835083	0.8732052	0.9302695	0.60872126	0.8104996	0.8890492	0.9104812	0.8938772	0.94056594	0.9233238	0.5508958	0.6930703	0.92363644
abonnement/noun	0.8830082	0.73053074	0.8331871	0.8007307	0.83800656	0.94333524	0.84775645	0.8787663	0.77806807	0.82724607	0.9249082	0.6889274	0.85797954	0.7065921	0.7832728	0.8564326	0.8911408	0.9278586	0.8946348	0.6386474	0.8464159	0.8137525	0.90225136	0.8949404	0.7061696	0.6993855	0.8025477	0.8434746	0.84987295	0.8614718	0.8367254	0.80291754	0.83968526	0.685315	0.7805028	0.836771	0.8954741	0.7861011	0.8207706	0.88704324	0.9131281	0.86994547	0.91163564	0.7623132	0.7916454	0.8601598	0.7797608	0.67756456	0.7967477	0.824503	0.80757743	0.8186102	0.509418	0.92289495	0.7369013	0.9365369	0.875619	0.9060329	0.95029265	0.8703239	0.74019355	0.8271007	0.88834393	0.8694115	0.8549826	0.80967855	0.8327916	0.7125809	0.8918345	0.9000779	0.7171366	0.91437733	0.91823745	0.8732373	0.869444	0.8498882	0.76766926	0.0	0.7593609	0.8420508	0.6338137	0.8294756	0.9462012	0.9242139	0.7604282	0.8325301	0.89965594	0.72242963	0.9588757	0.7456133	0.76180935	0.84953535	0.8832208	0.78308254	0.84276456	0.76509804	0.87375623	0.87541556	0.9096315	0.8071262	0.8023492	0.88284755	0.8505991	0.8008521	0.8598808	0.80933505	0.8138113	0.88240373	0.8646921	0.7785368	0.8670775	0.7682158	0.93101746	0.69279623	0.8268708	0.8567234	0.92959833	0.89320564	0.8194027	0.915111	0.7717529	0.91313016	0.91996	0.8446462	0.8328419	0.9178197	0.8063168	0.80773175	0.8517871	0.9215983	0.88893175	0.8699716	0.96316534	0.85193276	0.79435956	0.8960663	0.8351562	0.84622926	0.86926234	0.89793754	0.8951041	0.8161502	0.85118115	0.8823575	0.8350309	0.91856676	0.8320477	0.73952854	0.8114215	0.89015275
winkel/noun	0.88062936	0.68943787	0.86935174	0.8334429	0.72791094	0.94063914	0.8932676	0.903178	0.7673624	0.79611456	0.83149457	0.7179684	0.8644949	0.86229557	0.83053654	0.7175262	0.86492753	0.9331321	0.8870328	0.7574067	0.87087536	0.7894349	0.80589426	0.8089886	0.68108845	0.81380713	0.8390967	0.8102697	0.5424986	0.7883365	0.8896556	0.89003235	0.8428872	0.8373181	0.82668585	0.85435265	0.8113751	0.8176911	0.8604342	0.8116849	0.89862484	0.8846557	0.89747167	0.77229947	0.7402159	0.9160019	0.88848567	0.850105	0.6306669	0.7071575	0.7861398	0.86038315	0.8089342	0.88860375	0.8559983	0.92202955	0.76210284	0.8931172	0.97010744	0.7955946	0.7963304	0.63656837	0.8381013	0.8653821	0.7828899	0.86920875	0.86125606	0.8208042	0.92634755	0.8692244	0.7562325	0.9034633	0.92681175	0.78082836	0.8572455	0.89079994	0.8599561	0.7593609	0.0	0.884237	0.8503368	0.8601173	0.9168563	0.8966835	0.7908557	0.54608834	0.929332	0.7971422	0.9583667	0.8237281	0.8335525	0.8415165	0.85261774	0.61713797	0.5282037	0.6272062	0.84535956	0.8309465	0.89727473	0.68856525	0.7136854	0.7896223	0.7209664	0.80380934	0.85205144	0.8792136	0.8641318	0.9344148	0.91534615	0.75931793	0.62502724	0.8834402	0.94744956	0.8735301	0.87811744	0.7440343	0.9684474	0.9025966	0.8166815	0.8771574	0.73766524	0.9230851	0.9726426	0.83929414	0.82450557	0.86739445	0.7723687	0.8716027	0.8784831	0.81851137	0.8940586	0.8836113	0.97284454	0.83293945	0.8353766	0.8880154	0.8039473	0.8108025	0.87933373	0.8371504	0.9321022	0.8404043	0.8660326	0.7903921	0.901221	0.79100144	0.85721856	0.706106	0.8371605	0.8330202
trip/noun	0.8612845	0.86948484	0.8519555	0.89198357	0.87806165	0.8392592	0.9019117	0.8146155	0.83001393	0.83567464	0.86758435	0.88228184	0.8456695	0.87388545	0.88006556	0.88317484	0.83145237	0.92976683	0.8540266	0.86641	0.86030126	0.8797119	0.8216531	0.90157306	0.8609625	0.81862307	0.78831303	0.83662605	0.9118971	0.8357874	0.82082415	0.83958733	0.8388961	0.8822895	0.8155002	0.8657787	0.8719813	0.7912345	0.82543683	0.84739745	0.80687845	0.9003575	0.846926	0.7486378	0.84552515	0.92775124	0.88724834	0.89110214	0.83612645	0.7800751	0.7881247	0.7138054	0.8273013	0.840094	0.8207572	0.7902957	0.85448915	0.8857677	0.8664588	0.9173535	0.8792161	0.8915705	0.8821203	0.8898624	0.79286206	0.7608496	0.86849463	0.8975829	0.84235036	0.83855486	0.8598981	0.83106124	0.932263	0.8157243	0.8207655	0.85533595	0.9129586	0.8420508	0.884237	0.0	0.88389593	0.8783599	0.86065483	0.81847864	0.8018959	0.88213575	0.8899694	0.89102924	0.898346	0.881384	0.8578936	0.81658477	0.8393159	0.84157676	0.7876631	0.86534667	0.8949616	0.87146395	0.9003851	0.8614743	0.8930887	0.8785365	0.8851987	0.83826137	0.8728418	0.87039155	0.8584501	0.8382972	0.89736617	0.8953388	0.8655814	0.89444315	0.93597007	0.8762009	0.859504	0.84772897	0.9553478	0.9181248	0.8850738	0.787462	0.8728722	0.8863378	0.8899118	0.84786737	0.8859056	0.90577966	0.8566286	0.4219827	0.8519313	0.84069854	0.8512533	0.82746196	0.94762284	0.7855648	0.8811889	0.8486896	0.85619104	0.86912787	0.81581444	0.8979026	0.91031	0.8441228	0.8918219	0.9512811	0.81643605	0.9281817	0.900475	0.8675625	0.8842501	0.8854781
tarief/noun	0.93754524	0.7637297	0.83509564	0.725041	0.90140927	0.914917	0.82042074	0.89480436	0.8496021	0.81889313	0.93442523	0.7885815	0.877601	0.66907275	0.80060005	0.8910391	0.92223275	0.9283978	0.84889376	0.7772381	0.8185178	0.82643175	0.9242489	0.9154284	0.7178651	0.688262	0.77868104	0.8869882	0.8468709	0.86122024	0.7680428	0.7287841	0.856177	0.6674124	0.72781444	0.7657708	0.92608356	0.7687601	0.7712854	0.9183984	0.88245887	0.8420718	0.8438188	0.8296915	0.787496	0.79483	0.7474178	0.71591485	0.86219907	0.8254607	0.81239974	0.8121449	0.7936232	0.92915034	0.65575683	0.91447103	0.91261184	0.90130913	0.93749654	0.8815238	0.7499305	0.84008473	0.87977195	0.79620874	0.89466226	0.84541625	0.79210055	0.7501939	0.8648759	0.92635244	0.69870615	0.9301305	0.9153763	0.92628306	0.8603282	0.8241595	0.7459768	0.6338137	0.8503368	0.88389593	0.0	0.8551358	0.91864705	0.94508064	0.6934232	0.8856554	0.8779572	0.52935314	0.9416682	0.7406139	0.75048816	0.8316407	0.90553176	0.8786974	0.8659384	0.8128865	0.82714605	0.91395444	0.901895	0.88410974	0.8281708	0.91986316	0.87004495	0.74539924	0.8050087	0.79005355	0.8100467	0.8241193	0.7740631	0.7712073	0.88483393	0.8270427	0.9041494	0.63443017	0.81542647	0.932766	0.8266529	0.8284512	0.8249294	0.89790887	0.72410274	0.80829424	0.943125	0.88056153	0.79284215	0.9094399	0.7822697	0.8896328	0.7994247	0.9405678	0.8555767	0.87848294	0.95438933	0.8320631	0.802931	0.90789306	0.8235998	0.8199976	0.86273813	0.93602914	0.84299207	0.7579017	0.90889806	0.9259051	0.8364259	0.92841613	0.83628047	0.7034373	0.6975647	0.92137766
grafiek/noun	0.86922365	0.82240045	0.88284755	0.8765598	0.8730677	0.82294536	0.8848752	0.9035426	0.9225388	0.7711724	0.8635224	0.7783492	0.8374637	0.87903833	0.8647013	0.8928288	0.8547551	0.90361166	0.8579811	0.7749816	0.73183787	0.8487936	0.8228265	0.9100702	0.7953176	0.8974482	0.8590233	0.7846709	0.91772026	0.8402196	0.80069137	0.8560752	0.7920198	0.8558689	0.8746711	0.80559903	0.7153462	0.83134735	0.7812274	0.8713931	0.8459158	0.9100702	0.8210119	0.86993635	0.7022165	0.87966007	0.86864305	0.8730025	0.7711353	0.73815125	0.7967421	0.90292245	0.9009609	0.8494956	0.79221815	0.8719224	0.85047805	0.8757778	0.92643106	0.90018237	0.85711384	0.8733216	0.87909067	0.8106926	0.8518518	0.78437114	0.8679731	0.8948727	0.9064883	0.8479025	0.84033597	0.89081866	0.93180585	0.88880664	0.8433625	0.86384916	0.8483354	0.8294756	0.8601173	0.8783599	0.8551358	0.0	0.87652934	0.8698591	0.7741388	0.90132296	0.83366084	0.8110222	0.9195736	0.85489875	0.8382732	0.78257954	0.8829815	0.83596075	0.89423966	0.81739885	0.8798127	0.8894681	0.8823174	0.85547864	0.8597497	0.8808013	0.89990574	0.8198661	0.84396046	0.8707807	0.9165343	0.848077	0.9020011	0.884301	0.86597013	0.92219967	0.94262844	0.86711013	0.9117338	0.85376173	0.89977574	0.90501404	0.90455884	0.850144	0.8479928	0.9060463	0.9460618	0.8844093	0.83012795	0.89779586	0.8737169	0.8744875	0.8844199	0.8937614	0.8073052	0.90657496	0.9691392	0.7992805	0.79814756	0.8378923	0.8235235	0.85012925	0.838801	0.9271158	0.8808172	0.8602214	0.89910805	0.9132942	0.8950079	0.87846136	0.75975245	0.85995644	0.8362067	0.8924188
zo/adj	0.9394727	0.8976115	0.86464083	0.8745529	0.8775543	0.5978287	0.8800789	0.8564126	0.93406254	0.8917921	0.93452924	0.86944896	0.8524444	0.9176763	0.89238596	0.9023607	0.8101578	0.8752056	0.75888425	0.91249883	0.8220086	0.9012523	0.78737193	0.8686015	0.86781883	0.9052342	0.8417469	0.75366515	0.9176595	0.78879154	0.79918224	0.87522453	0.84774125	0.9170505	0.931967	0.79090637	0.8298023	0.8854499	0.7888386	0.8595351	0.40209943	0.8709787	0.66180295	0.9086819	0.8288285	0.92503506	0.9545095	0.9648709	0.84831405	0.7442216	0.7463231	0.9162097	0.96806544	0.74415994	0.9152172	0.4422201	0.8788059	0.89221334	0.77380705	0.8902787	0.92625034	0.8946728	0.88208663	0.88568455	0.727685	0.8711849	0.90098584	0.9536113	0.7944263	0.81320775	0.8405109	0.7625984	0.937655	0.88186586	0.84253716	0.9382754	0.93626255	0.9462012	0.9168563	0.86065483	0.91864705	0.87652934	0.0	0.7027856	0.81744814	0.92772764	0.8533241	0.9075261	0.8717224	0.8941865	0.87842727	0.76250374	0.8846074	0.8624344	0.9216294	0.8886795	0.89791226	0.9158733	0.8792583	0.8893903	0.9009242	0.88874006	0.92754143	0.8939394	0.84469265	0.8821606	0.947489	0.77535653	0.88147765	0.9175241	0.903861	0.90665	0.9100779	0.93272036	0.9109254	0.8850672	0.9337713	0.8759777	0.9043001	0.5374389	0.8722501	0.9074968	0.96221733	0.9445952	0.8969167	0.884382	0.91608196	0.8826451	0.82696354	0.7665061	0.7582979	0.8907643	0.95978326	0.68969554	0.86082613	0.91747165	0.8956684	0.8732759	0.69483596	0.96669775	0.89971787	0.8770766	0.8935604	0.9346387	0.80945086	0.873096	0.91212064	0.93910706	0.8498814	0.8837627
echt/adj	0.88938105	0.8898478	0.86425793	0.8944534	0.83576906	0.67522377	0.88040173	0.74363995	0.9359318	0.8592649	0.92669165	0.8779084	0.76585346	0.9217872	0.89289147	0.8942887	0.773151	0.82409877	0.84206223	0.8600671	0.7985873	0.88689184	0.80071783	0.8560715	0.87481356	0.90843576	0.75427234	0.8073262	0.9553479	0.79436207	0.7422956	0.88796926	0.8427105	0.9281225	0.92546326	0.8565725	0.7614869	0.7848448	0.7116859	0.83110535	0.6267228	0.9018879	0.77955514	0.8403535	0.8380586	0.9022643	0.95659316	0.957383	0.8250947	0.7619921	0.73480225	0.9269924	0.9333166	0.6666943	0.9174068	0.61338234	0.8295487	0.8993335	0.70906985	0.9209073	0.9235902	0.93989474	0.8613958	0.8023884	0.63238883	0.864797	0.8949372	0.9471932	0.6274663	0.778268	0.8103096	0.70208776	0.91672426	0.7701649	0.8202292	0.9116424	0.9492723	0.9242139	0.8966835	0.81847864	0.94508064	0.8698591	0.7027856	0.0	0.82130235	0.9390302	0.8476087	0.91385627	0.8447823	0.897231	0.899863	0.69943035	0.84933096	0.852312	0.89962876	0.8459978	0.89827186	0.87163293	0.8847426	0.864896	0.9251537	0.8661719	0.8900241	0.9128208	0.831263	0.82710546	0.94745916	0.6739424	0.89961404	0.930128	0.9101829	0.8873693	0.91283923	0.9444915	0.90025043	0.8608458	0.9447661	0.8941992	0.88544565	0.63432825	0.8746821	0.9023726	0.9377428	0.9421545	0.8846447	0.8555043	0.9027333	0.8381467	0.77982914	0.7004595	0.6960381	0.8278437	0.95226365	0.7247689	0.8209561	0.8933584	0.86651933	0.8870765	0.6785239	0.9043515	0.9238903	0.8487458	0.88557947	0.91833043	0.6531487	0.9120319	0.92608684	0.93001217	0.8974424	0.87038314
