	goud/noun	fabrikant/noun	vervanging/noun	diesel/noun	bier/noun	hoe/adj	middel/noun	nog/adv	bus/noun	hoofdzakelijk/adj	vlag/noun	pc/noun	amusement/noun	krediet/noun	medicijn/noun	BMW/name	alles/noun	effectbejag/noun	vrij/adj	internet/noun	techniek/noun	Kinepolis/name	oog/adj	vlees/noun	product/noun	vervoer/noun	om/comp	stuk/noun	woning/noun	type/noun	overigens/adv	arbeid/noun	versie/noun	factuur/noun	luchtvaart_maatschappij/noun	relatief/adj	mode/noun	te/comp	die/det	kop_DIM/noun	zo/adv	antibioticum/noun	extreem/adj	maaltijd/noun	model/noun	onderwijs/noun	dollar/noun	euro/noun	kleding/noun	en/vg	meestal/adv	vlucht/noun	ticket/noun	ding/noun	uitgave/noun	erg/adj	rommel/noun	hout_soort/noun	het/noun	grond/noun	elektriciteit/noun	kantoor_ruimte/noun	kool/noun	kwaliteit/noun	ze/pron	programma/noun	arbeid_kracht/noun	huisvuil_zak/noun	niet/adv	charme/noun	consument/noun	iets/noun	Gill/name	eten/noun	truc/noun	boek/verb	aandeel/noun	abonnement/noun	winkel/noun	trip/noun	tarief/noun	grafiek/noun	zo/adj	echt/adj	formule/noun	appartement/noun	bewering/noun	prijs/noun	populist/noun	genees_middel/noun	stroom/noun	vooral/adv	gerecht/noun	spul/noun	hotel/noun	merk/noun	mest/noun	tweewieler/noun	sperma/noun	pak_DIM/noun	leven_middel/noun	paraplu/noun	Konmar/name	productie/noun	flink/adj	alternatief/noun	lijn_dienst/noun	dat/det	wao/noun	huur_woning/noun	kamer/noun	bel/verb	inseminatie/noun	lening/noun	opvang/noun	spul_DIM/noun	bedrijf_investering/noun	merkelijk/adj	pin/verb	heel/adv	makelaar/noun	devaluatie/noun	strafschop/noun	Brussel/name	Unilever/name	rook/verb	inkoop/noun	reis/noun	rij_auto/verb	lekker/adj	juist/adv	uiteindelijk/adj	strafschop_doelpunt/noun	vaak/adj	technologie/noun	heruitgave/noun	permanent/adj	grondstof/noun	veel/adj	ster_restaurant/noun	telecom_aandeel/noun	maatschappij/noun	coke/noun	was_poeder/noun	wij/pron	rij_DIM_huis/noun	artikel/noun	bedrijf/noun	aanzienlijk/adj	ham/noun
Unilever/name	0.8866226	0.62375164	0.8718385	0.8368419	0.842625	0.8923797	0.8411325	0.8628059	0.9317951	0.7983253	0.93349713	0.8167339	0.8624002	0.76956	0.8038815	0.74136066	0.89239216	0.9311233	0.8864541	0.826329	0.8465341	0.67879754	0.9121374	0.84008884	0.6973196	0.8739469	0.81662387	0.85203695	0.90949696	0.87577355	0.7530449	0.8269624	0.89895606	0.81346065	0.67152923	0.76053923	0.87588596	0.76232153	0.80527925	0.89310217	0.8444027	0.8700769	0.85365605	0.84835887	0.80229366	0.85974044	0.6639639	0.7022084	0.83576643	0.8215096	0.8431421	0.88925886	0.8742658	0.9153726	0.77956843	0.87126607	0.8884101	0.94151473	0.9341121	0.8648826	0.832794	0.8760935	0.8364014	0.8128464	0.84011173	0.85122603	0.8347137	0.8435544	0.88040376	0.9146059	0.7180903	0.8886248	0.8790437	0.87810457	0.85552394	0.72487044	0.5173652	0.8328419	0.82450557	0.8859056	0.79284215	0.83012795	0.8969167	0.8846447	0.7849934	0.9172278	0.8730605	0.74295723	0.91572565	0.75849885	0.80793303	0.75353354	0.87201136	0.821065	0.89638454	0.6571422	0.8412607	0.9076527	0.8972438	0.8383299	0.76998013	0.8987732	0.7500607	0.74040675	0.70788056	0.86665	0.9051749	0.8282313	0.83155113	0.85050076	0.93751144	0.92951447	0.91450846	0.76103926	0.9048292	0.9012645	0.77581894	0.86972034	0.89938444	0.8866046	0.7916651	0.8375614	0.92315525	0.8904778	0.0	0.8973881	0.77402306	0.90076226	0.887033	0.9144182	0.8001185	0.8110447	0.92471224	0.8666698	0.7574666	0.9197276	0.8982459	0.784501	0.839213	0.92924154	0.7251452	0.7953038	0.88712525	0.81798744	0.8080149	0.9385613	0.88914746	0.53685576	0.728472	0.87563646
rook/verb	0.9263971	0.83547777	0.8833362	0.8884715	0.70980346	0.86500335	0.7836189	0.9051605	0.88982993	0.84833056	0.91648966	0.88916194	0.8785966	0.9214579	0.69197404	0.89980257	0.87757957	0.93143696	0.8823738	0.89425343	0.8981149	0.91237485	0.87609726	0.7739928	0.82208014	0.83622956	0.80188084	0.90595055	0.9249051	0.8291374	0.84537315	0.85834646	0.93286395	0.9039466	0.909211	0.86391824	0.86038625	0.7943306	0.82980263	0.79607964	0.84495807	0.7526259	0.82110304	0.76194483	0.90737545	0.8724811	0.94494563	0.94177216	0.79930365	0.7304373	0.7338541	0.91086996	0.9506283	0.8656758	0.8916915	0.87636125	0.83341426	0.94788855	0.8960575	0.91130924	0.89802206	0.9151188	0.8503033	0.8715517	0.7500534	0.9426043	0.89581126	0.90916914	0.83250034	0.88957757	0.81339383	0.86176866	0.92055625	0.6669072	0.8663704	0.9527647	0.937848	0.9178197	0.86739445	0.90577966	0.9094399	0.89779586	0.884382	0.8555043	0.92235106	0.9013347	0.8932848	0.877907	0.9453119	0.75700474	0.88646954	0.82324773	0.86576915	0.8004985	0.87676495	0.85183007	0.85679096	0.9181875	0.83353066	0.69946367	0.8289839	0.8847504	0.9413004	0.8564107	0.8293739	0.8868043	0.9403613	0.83220017	0.86440325	0.9209656	0.8559712	0.8694904	0.8704684	0.9330018	0.8847595	0.9000421	0.94289887	0.90353185	0.89770633	0.84541404	0.9030309	0.9029772	0.94249946	0.9336344	0.8973881	0.0	0.8827196	0.89978504	0.70462054	0.7278857	0.84762716	0.8963057	0.97988385	0.74510825	0.88616276	0.9535929	0.8738961	0.85288674	0.7841398	0.92795336	0.9500202	0.86896425	0.71744776	0.8599269	0.86421096	0.9192041	0.9206899	0.90850097	0.8231938	0.85276836
inkoop/noun	0.85826814	0.7379802	0.85804474	0.793012	0.79983866	0.90280634	0.81427574	0.9061757	0.86144674	0.7802506	0.9054669	0.81057703	0.83700013	0.78573996	0.7692394	0.8594142	0.86272484	0.94332165	0.8849519	0.7981814	0.81316376	0.8488389	0.90807337	0.80929655	0.6731652	0.7218291	0.78347266	0.8728426	0.88987225	0.862411	0.8518892	0.8048667	0.9119504	0.7920221	0.79282993	0.80897856	0.8597595	0.79123664	0.82294905	0.8836152	0.88037676	0.84739476	0.8805106	0.74749243	0.8367604	0.8359956	0.804528	0.8037365	0.7491622	0.7436761	0.81425536	0.8415745	0.8905092	0.88394034	0.71935695	0.9029105	0.8637631	0.8796409	0.9370378	0.90019894	0.7073124	0.8391478	0.7771741	0.804873	0.8499594	0.8581612	0.82096845	0.82720923	0.8922952	0.92130214	0.71773326	0.91157573	0.91629523	0.7836956	0.86483395	0.854292	0.7872381	0.8063168	0.7723687	0.8566286	0.7822697	0.8737169	0.91608196	0.9027333	0.8305626	0.8926331	0.89803904	0.7483326	0.9255658	0.74222314	0.75820524	0.791468	0.8519716	0.7797039	0.8488558	0.77437496	0.79249024	0.8906503	0.89775455	0.8198636	0.6975367	0.86429787	0.8363428	0.6580689	0.82688344	0.8366693	0.8579045	0.87021327	0.8468428	0.84353393	0.88908225	0.8843088	0.9083072	0.78016114	0.8205664	0.8553886	0.8835348	0.8879727	0.87691563	0.8855377	0.813056	0.8850981	0.9694069	0.90737796	0.77402306	0.8827196	0.0	0.8471269	0.84120035	0.8569767	0.86315155	0.8799403	0.97625005	0.85442305	0.75411105	0.9007814	0.8686979	0.6975888	0.8427968	0.9003568	0.8910204	0.82488877	0.8726976	0.8123191	0.8477515	0.8943873	0.8855643	0.69159126	0.7870123	0.86059004
reis/noun	0.90898275	0.866346	0.89023197	0.89432037	0.88132674	0.85631144	0.9013015	0.8548807	0.79615664	0.8421705	0.89707506	0.86399883	0.8469536	0.8914783	0.8727659	0.8905374	0.8331089	0.9239661	0.87500465	0.84323615	0.8699971	0.880361	0.8394502	0.9104242	0.84545785	0.7898981	0.8117772	0.8461127	0.91147226	0.8323593	0.8571693	0.8678292	0.8487384	0.86686087	0.83055806	0.8786342	0.8314763	0.8241634	0.833266	0.8747616	0.8455978	0.91913044	0.8619261	0.7535567	0.8598589	0.91713536	0.8911031	0.8758392	0.7919824	0.7823832	0.7720131	0.65856314	0.78147244	0.82786256	0.82486534	0.8531492	0.8594481	0.9062142	0.9018557	0.9164386	0.8846091	0.9002609	0.90108746	0.9066804	0.79143137	0.79863954	0.89015985	0.8995614	0.8865889	0.84329987	0.8582756	0.8436624	0.94019043	0.79082227	0.85533714	0.84689426	0.91464615	0.80773175	0.8716027	0.4219827	0.8896328	0.8744875	0.8826451	0.8381467	0.8441046	0.86767924	0.9104605	0.8740133	0.9066557	0.8772444	0.86571646	0.8199148	0.8455074	0.8067646	0.7450148	0.867929	0.9244457	0.85071933	0.92237115	0.8584373	0.87715864	0.88350224	0.9195451	0.8491413	0.8835503	0.8801545	0.8566284	0.8783076	0.92764914	0.8916102	0.8469219	0.86535716	0.9253998	0.88581246	0.85415095	0.84523976	0.97209036	0.92674047	0.8633228	0.83076185	0.87553364	0.9204654	0.95672727	0.8555573	0.90076226	0.89978504	0.8471269	0.0	0.83775777	0.8501956	0.88301414	0.8410008	0.95965755	0.78851384	0.89233047	0.86446816	0.871276	0.8880298	0.8342201	0.88163275	0.93863887	0.8454125	0.8999619	0.9512176	0.8554114	0.92043746	0.88524276	0.8817479	0.89142346	0.9169179
rij_auto/verb	0.9032352	0.84269404	0.88096625	0.7721706	0.8116404	0.81654286	0.8295707	0.8555044	0.81300354	0.8414245	0.9248174	0.8259876	0.83740646	0.8864102	0.79745644	0.8388511	0.8406726	0.90528	0.8339241	0.8500247	0.80238414	0.9150001	0.85717833	0.8329545	0.8239031	0.75216335	0.76764977	0.8404192	0.9031771	0.81138235	0.81117463	0.81888205	0.90003407	0.86700064	0.89571	0.8089858	0.8582901	0.77870363	0.7778381	0.8572109	0.7724649	0.82837015	0.7910857	0.8188276	0.8585489	0.87848294	0.9144657	0.90594286	0.80472815	0.7589689	0.75435424	0.881046	0.88766044	0.8063714	0.8754992	0.800596	0.8554566	0.89417374	0.8085404	0.8736352	0.82362187	0.90285355	0.848881	0.8505653	0.7398098	0.91347724	0.86655813	0.88918513	0.815662	0.8747653	0.77174515	0.8567216	0.91915977	0.76396394	0.8470836	0.92412764	0.9109893	0.8517871	0.8784831	0.8519313	0.7994247	0.8844199	0.82696354	0.77982914	0.86270756	0.9121606	0.88035893	0.8603976	0.90364313	0.8132124	0.8337805	0.8003677	0.90556717	0.82354295	0.8819174	0.84998	0.82268524	0.835325	0.86761165	0.8363143	0.8416954	0.8632831	0.90346074	0.858587	0.81806946	0.8278061	0.92388016	0.77277046	0.856189	0.8850853	0.8867125	0.84435326	0.9159098	0.8881498	0.8976473	0.88018024	0.91431016	0.8711641	0.8262134	0.76305556	0.8886779	0.89220303	0.94225645	0.9155647	0.887033	0.70462054	0.84120035	0.83775777	0.0	0.76848245	0.8103546	0.88512945	0.9707184	0.74410874	0.82984513	0.93474877	0.87129956	0.83760893	0.74311393	0.9395259	0.9162937	0.8470152	0.83284616	0.90973234	0.80892825	0.9167582	0.91403836	0.8916291	0.8185585	0.86472785
lekker/adj	0.8887606	0.8964715	0.91566604	0.85170543	0.57567286	0.7987408	0.9331069	0.8025908	0.8720432	0.8453627	0.89411426	0.8694319	0.79216176	0.93760824	0.8857925	0.8765249	0.77437806	0.88957655	0.80315197	0.9104403	0.85970724	0.9214421	0.76704705	0.57959545	0.8242118	0.91212624	0.81810987	0.70543444	0.9209016	0.78756094	0.88922113	0.91374165	0.85242164	0.9416986	0.9568316	0.845538	0.8063955	0.83972627	0.8285433	0.5699543	0.67739445	0.8894126	0.8375013	0.56734824	0.85130477	0.96609694	0.974035	0.95968753	0.71311414	0.6263753	0.66770935	0.9296554	0.93545717	0.7705499	0.9473376	0.7338833	0.7687856	0.86814976	0.86218214	0.84017384	0.88636893	0.92728424	0.663633	0.87898725	0.6706132	0.8774754	0.92600197	0.9147184	0.82820064	0.8114437	0.839431	0.7584375	0.93793046	0.46802294	0.8318668	0.9440371	0.971787	0.9215983	0.81851137	0.84069854	0.9405678	0.8937614	0.7665061	0.7004595	0.84574425	0.8818048	0.92201406	0.8713376	0.8983393	0.9110771	0.9001746	0.83006895	0.6871494	0.76996183	0.79845005	0.86138386	0.8296218	0.8649394	0.8376088	0.69535124	0.8156587	0.80172575	0.9018514	0.90099704	0.74657536	0.8630995	0.961252	0.84116083	0.935492	0.9286523	0.77763325	0.87953025	0.9399563	0.95730215	0.9369073	0.7973585	0.97170323	0.86722666	0.8786816	0.6794032	0.8887607	0.96659774	0.9417422	0.958246	0.9144182	0.7278857	0.8569767	0.8501956	0.76848245	0.0	0.8658136	0.9039824	0.9625399	0.7684932	0.90612185	0.9341524	0.923625	0.84974134	0.73605573	0.87195843	0.9455948	0.94166243	0.8395755	0.833121	0.80378455	0.8869813	0.94638366	0.96186364	0.9301792	0.598258
juist/adv	0.9097267	0.8303245	0.8228954	0.8617484	0.88013613	0.71909696	0.76629984	0.8380223	0.93785286	0.7426983	0.89873517	0.8550428	0.7459563	0.81586283	0.8316779	0.8734497	0.83371925	0.81154394	0.78994066	0.8317678	0.68787515	0.86051184	0.7945279	0.8785746	0.78511393	0.8180498	0.6887802	0.8190719	0.9169506	0.73750293	0.6564163	0.70580107	0.83072686	0.89935637	0.8699215	0.68153787	0.7364484	0.74803793	0.59283674	0.8825496	0.6791514	0.833661	0.6173248	0.8663357	0.7487925	0.7208302	0.9138962	0.9208723	0.784941	0.64290226	0.6944027	0.9100369	0.9621377	0.73550195	0.81608766	0.69389164	0.86889905	0.8736227	0.72903	0.89183384	0.87047344	0.8766469	0.8692397	0.6838956	0.78593326	0.81625813	0.7697437	0.9196276	0.77775306	0.6917229	0.70499	0.75614965	0.91056424	0.8541385	0.78658193	0.85116357	0.864004	0.88893175	0.8940586	0.8512533	0.8555767	0.8073052	0.7582979	0.6960381	0.75205785	0.93674695	0.7362206	0.8590598	0.7862525	0.80097294	0.8161938	0.52335584	0.85826886	0.86778706	0.8955148	0.7859467	0.8628639	0.87940097	0.8648967	0.88652515	0.8564903	0.8506751	0.86614656	0.80517876	0.785862	0.7820971	0.926767	0.64532113	0.7825146	0.86178905	0.9194205	0.9404244	0.8915758	0.8658216	0.80924	0.89123434	0.8267398	0.8599957	0.875336	0.66648245	0.8310534	0.8272418	0.9305945	0.9193383	0.8001185	0.84762716	0.86315155	0.88301414	0.8103546	0.8658136	0.0	0.81664044	0.9522253	0.6015878	0.6993148	0.8687507	0.7728535	0.8139554	0.66155493	0.94776636	0.84043264	0.67117864	0.8848383	0.91906065	0.7279886	0.87602687	0.8377983	0.8222507	0.72486293	0.8978734
uiteindelijk/adj	0.8444489	0.86062413	0.8302501	0.8924923	0.9198631	0.84545046	0.8620968	0.73847914	0.8372088	0.8495683	0.9078507	0.88160056	0.88064337	0.8357822	0.86403525	0.8025095	0.792815	0.928684	0.8532017	0.90047246	0.8866513	0.84302944	0.8767627	0.8963901	0.90601313	0.9022655	0.71653706	0.86458886	0.8533902	0.8816287	0.7602414	0.85360116	0.9123701	0.85574585	0.83375275	0.8424063	0.9065156	0.64304936	0.712983	0.881403	0.8374773	0.87482166	0.8545764	0.8878034	0.8902799	0.91431534	0.84988546	0.8496938	0.89106214	0.804668	0.7232081	0.7842987	0.8657775	0.8865451	0.87887007	0.8670531	0.86413306	0.9350424	0.8797251	0.83753866	0.87765616	0.90291196	0.89530194	0.856315	0.6878859	0.9201159	0.8963991	0.89972466	0.7677928	0.85706073	0.826336	0.85012156	0.89188963	0.89394116	0.8468643	0.86735964	0.8297777	0.8699716	0.8836113	0.82746196	0.87848294	0.90657496	0.8907643	0.8278437	0.8504801	0.8744382	0.8569499	0.8427922	0.8853036	0.863201	0.8576505	0.8625749	0.8418325	0.844713	0.89721555	0.8884697	0.85763675	0.8935668	0.88909954	0.8585757	0.8869655	0.8981501	0.8441539	0.88302153	0.793391	0.86971915	0.93387717	0.7424072	0.82892483	0.8633449	0.884552	0.90985227	0.8943782	0.8561139	0.8821813	0.9074197	0.9257856	0.8842077	0.88259685	0.86894405	0.8315555	0.88231623	0.7622675	0.8801439	0.8110447	0.8963057	0.8799403	0.8410008	0.88512945	0.9039824	0.81664044	0.0	0.82644856	0.771533	0.8793576	0.91043127	0.8649683	0.8881463	0.8285582	0.9536175	0.879896	0.83082867	0.8899036	0.9436704	0.74678093	0.92399997	0.9225748	0.8337361	0.8177589	0.9149227
strafschop_doelpunt/noun	0.94260365	0.94954777	0.92487055	0.95207983	0.976333	0.9655326	0.95474744	0.87244606	0.94785094	0.9564173	0.9746665	0.975615	0.9550973	0.95097333	0.96053493	0.9478963	0.9378396	0.95728016	0.8979777	0.9770135	0.95989144	0.9303858	0.9417759	0.97549474	0.9674892	0.971392	0.9369707	0.94016504	0.9543883	0.9802895	0.9269111	0.94956744	0.9618011	0.9588555	0.96048343	0.9366132	0.97964585	0.91303957	0.90392554	0.9378638	0.96045125	0.95353144	0.95663726	0.9679847	0.97896135	0.9773514	0.93892545	0.93311083	0.97494245	0.9448727	0.9401899	0.92089975	0.9462926	0.9735248	0.952973	0.95505524	0.95842373	0.97160894	0.95742303	0.9456082	0.96669203	0.9662823	0.9640614	0.9709672	0.9382436	0.9619525	0.9621725	0.94932866	0.9294682	0.96443397	0.9733102	0.9496635	0.9377258	0.9729082	0.96890324	0.9365995	0.916039	0.96316534	0.97284454	0.94762284	0.95438933	0.9691392	0.95978326	0.95226365	0.95242226	0.96551937	0.95287967	0.9302426	0.94341975	0.9530499	0.9451823	0.93622535	0.9541269	0.96189135	0.96894217	0.9666443	0.95549625	0.9605923	0.96535254	0.94913113	0.9653503	0.9574681	0.9398623	0.96807945	0.8997895	0.96700627	0.9744826	0.92051107	0.97321683	0.9613358	0.96941626	0.97065663	0.97686744	0.9651672	0.9807105	0.97798157	0.9568414	0.93053234	0.95989	0.9526389	0.97513014	0.95554566	0.612587	0.98286635	0.92471224	0.97988385	0.97625005	0.95965755	0.9707184	0.9625399	0.9522253	0.82644856	0.0	0.9395096	0.9724052	0.9473902	0.9777442	0.9662109	0.91948366	0.97241044	0.9304019	0.96611553	0.92986476	0.9806507	0.90631783	0.9821406	0.96416336	0.95924383	0.92549217	0.9523356
vaak/adj	0.89823973	0.8068155	0.825542	0.87393963	0.8398675	0.66087353	0.7675481	0.8109928	0.8423423	0.68958104	0.8790166	0.8004074	0.75112	0.8475006	0.72378343	0.862381	0.7884778	0.80436504	0.7576914	0.79755175	0.727337	0.8879063	0.73905504	0.829386	0.7905556	0.8074595	0.718958	0.7713891	0.869212	0.6858561	0.66248596	0.75162566	0.8052542	0.82163364	0.87602973	0.7250508	0.7677736	0.7221241	0.6501198	0.8079277	0.64533573	0.7676306	0.5896472	0.8001738	0.77747035	0.83800715	0.9366692	0.94056666	0.7321463	0.59704375	0.385413	0.84805715	0.9136411	0.6947081	0.8376875	0.6436254	0.79567254	0.8625761	0.771062	0.8633202	0.84459245	0.87374485	0.8661246	0.7825971	0.59748876	0.8270973	0.78490293	0.88859797	0.7211561	0.7607404	0.75116426	0.7330749	0.883742	0.77101606	0.7247481	0.9073246	0.91462857	0.85193276	0.83293945	0.7855648	0.8320631	0.7992805	0.68969554	0.7247689	0.7805604	0.86841047	0.7346616	0.87207365	0.8209394	0.7539363	0.78496283	0.59085774	0.79799503	0.7767834	0.8420493	0.8288674	0.84885395	0.85433495	0.8031632	0.8186688	0.8331796	0.80917275	0.8691602	0.8403859	0.80392647	0.8281019	0.9321141	0.69965506	0.7602166	0.85016227	0.83072853	0.82985944	0.85924375	0.87857974	0.7455511	0.83049387	0.9285102	0.85366553	0.8199935	0.64722013	0.75703466	0.8720275	0.8838388	0.90111196	0.8666698	0.74510825	0.85442305	0.78851384	0.74410874	0.7684932	0.6015878	0.771533	0.9395096	0.0	0.78944534	0.8894239	0.7888366	0.8303908	0.6123729	0.9099594	0.90891004	0.77679735	0.8120128	0.89699364	0.7204095	0.84070957	0.7922119	0.84766424	0.80681485	0.86891705
technologie/noun	0.8954261	0.61839044	0.7924568	0.783627	0.8457114	0.79911125	0.6243188	0.883029	0.89747465	0.7364812	0.9252827	0.5955044	0.73467195	0.7950332	0.6523185	0.8106387	0.8301009	0.8919967	0.8158615	0.55862594	0.36565942	0.7932161	0.85865927	0.8452347	0.5475501	0.7246777	0.67900556	0.84208953	0.8798545	0.7258152	0.7997438	0.7057235	0.79240566	0.8317486	0.81960404	0.7226602	0.7116128	0.7284195	0.728021	0.9014065	0.80608284	0.74518806	0.77891177	0.8437176	0.65589875	0.69987315	0.86929816	0.87950444	0.7509587	0.6712901	0.8025054	0.87479746	0.9022576	0.810386	0.7611268	0.84003556	0.8590741	0.83321935	0.9061419	0.85332376	0.6874001	0.81246185	0.8317073	0.679727	0.8244334	0.7609154	0.7326547	0.86062133	0.8343524	0.8180749	0.6420444	0.8474308	0.88803667	0.87538	0.74220467	0.8619916	0.78123087	0.79435956	0.8353766	0.8811889	0.802931	0.79814756	0.86082613	0.8209561	0.67929536	0.90233934	0.8339364	0.8299312	0.89185977	0.5979558	0.74160063	0.6816729	0.8487377	0.7811798	0.8947885	0.6628219	0.7944704	0.8521143	0.8448894	0.88560385	0.7588412	0.85794604	0.8481817	0.6416633	0.8182214	0.71962655	0.8703488	0.82016486	0.8365471	0.83057374	0.88320005	0.90864694	0.86644423	0.82637715	0.8034841	0.87981105	0.82887113	0.8574888	0.9015421	0.81640077	0.8143673	0.87532365	0.9519956	0.9098914	0.7574666	0.88616276	0.75411105	0.89233047	0.82984513	0.90612185	0.6993148	0.8793576	0.9724052	0.78944534	0.0	0.8884524	0.77231073	0.6418967	0.7564205	0.92747366	0.8438145	0.65636504	0.8528879	0.8548434	0.78417957	0.8982594	0.842799	0.6458599	0.71461	0.89839816
heruitgave/noun	0.9124061	0.8896346	0.8838217	0.9142818	0.9273895	0.91456807	0.89485687	0.91635436	0.9452117	0.8650278	0.9225966	0.8919352	0.8846332	0.90274805	0.9046184	0.92049235	0.9286146	0.9023958	0.89694643	0.86018455	0.85964286	0.90147084	0.8550888	0.9405291	0.881294	0.908289	0.88196325	0.84648	0.9360501	0.8863089	0.850603	0.909177	0.71114725	0.8984868	0.91380644	0.9053131	0.8748157	0.87649894	0.8703613	0.9182848	0.8869694	0.90327716	0.902036	0.87361103	0.8352062	0.9122992	0.9384981	0.9414413	0.86551577	0.84956586	0.8858775	0.9112574	0.91598856	0.9106256	0.72371304	0.88886863	0.9139401	0.92756885	0.91822386	0.9531107	0.9273067	0.9207289	0.9407784	0.87418455	0.91455054	0.7865192	0.9103218	0.91489685	0.92629224	0.8754228	0.90251184	0.91220033	0.93313426	0.91138405	0.9030935	0.90646815	0.92872894	0.8960663	0.8880154	0.8486896	0.90789306	0.8378923	0.91747165	0.8933584	0.8443015	0.9308017	0.8698921	0.87471974	0.9185052	0.8785928	0.9048779	0.84598273	0.8949196	0.8977581	0.88671076	0.87310207	0.92113656	0.9250579	0.9301924	0.9120749	0.88279104	0.9193879	0.925301	0.81337696	0.93954504	0.88633734	0.9154185	0.9117864	0.8912289	0.90701866	0.9011705	0.9316393	0.9417676	0.89799976	0.8999433	0.89228505	0.9403947	0.94182175	0.94378436	0.8811285	0.9085711	0.9329029	0.93971574	0.906258	0.9197276	0.9535929	0.9007814	0.86446816	0.93474877	0.9341524	0.8687507	0.91043127	0.9473902	0.8894239	0.8884524	0.0	0.8982688	0.89906543	0.90695655	0.9389532	0.94140553	0.9063139	0.93784994	0.93171823	0.9093157	0.93165225	0.78857887	0.9110339	0.9061684	0.92678016
permanent/adj	0.910802	0.849083	0.7936184	0.8763273	0.9116313	0.89060336	0.78870344	0.8821615	0.833522	0.74591357	0.86238676	0.7839965	0.8653024	0.82634664	0.83142185	0.8829071	0.885132	0.92756885	0.8473348	0.7881186	0.8016763	0.8527584	0.85495913	0.9184204	0.8512871	0.74588376	0.70454216	0.8887628	0.7726344	0.8298385	0.8325687	0.7830578	0.90522194	0.8489822	0.83610874	0.81820893	0.8676603	0.7447968	0.76665413	0.8861016	0.9087093	0.8577696	0.79438573	0.8483214	0.81595564	0.7792619	0.92714757	0.9176366	0.83552766	0.6772553	0.79628843	0.85012025	0.87346	0.91833603	0.8260058	0.90671843	0.854034	0.9101257	0.95400906	0.81950474	0.79443526	0.7784863	0.8863394	0.78457576	0.82661295	0.8533704	0.78646183	0.8749644	0.90047824	0.8557894	0.82857543	0.92696995	0.9058153	0.8840547	0.85838175	0.9175514	0.9347333	0.8351562	0.8039473	0.85619104	0.8235998	0.8235235	0.8956684	0.86651933	0.8392955	0.7818479	0.85455656	0.9037196	0.9164756	0.8316758	0.7982097	0.7866392	0.8910237	0.83181137	0.76203334	0.8638079	0.8328644	0.8786937	0.89625996	0.8983207	0.84944934	0.84249103	0.88714445	0.8450397	0.85663366	0.82369	0.8729567	0.8915456	0.8111891	0.79632616	0.7649344	0.8730469	0.9291855	0.86121166	0.6812804	0.8588785	0.93284094	0.9017457	0.8894606	0.8886374	0.821512	0.8912335	0.9515794	0.803501	0.8982459	0.8738961	0.8686979	0.871276	0.87129956	0.923625	0.7728535	0.8649683	0.9777442	0.7888366	0.77231073	0.8982688	0.0	0.83546567	0.8476325	0.94460154	0.9120648	0.76297593	0.91668725	0.93858	0.8248414	0.8741808	0.88219315	0.79306847	0.79595464	0.92315274
grondstof/noun	0.738716	0.68413615	0.8217708	0.6990845	0.7274741	0.86592156	0.64943147	0.9046159	0.8949373	0.731882	0.91519547	0.7767287	0.82618123	0.77062786	0.62142867	0.84638685	0.8728662	0.927009	0.8309775	0.7976611	0.7033906	0.861446	0.8716343	0.6330764	0.48928076	0.7164246	0.77430004	0.75749296	0.8612282	0.77697945	0.83855164	0.72899306	0.8504898	0.7930374	0.85623294	0.70077467	0.8642893	0.8017316	0.8122184	0.81187457	0.85526454	0.7087235	0.8024271	0.75215036	0.7853987	0.85459185	0.78632164	0.8444306	0.73008716	0.6468446	0.7719242	0.8620135	0.87860394	0.8856444	0.7772795	0.86084765	0.78782547	0.7963259	0.9336409	0.75958085	0.5958872	0.8183369	0.6386086	0.7441273	0.8551651	0.86603504	0.69794685	0.7782322	0.8994733	0.8704562	0.70729995	0.9021279	0.9327398	0.7713969	0.8258949	0.8697183	0.7835083	0.84622926	0.8108025	0.86912787	0.8199976	0.85012925	0.8732759	0.8870765	0.81428	0.8930515	0.8488996	0.70020705	0.9207165	0.59539557	0.66163254	0.7635337	0.8137562	0.65548944	0.88491875	0.7482281	0.6184715	0.8976054	0.78018004	0.75136906	0.5865054	0.8536337	0.8849904	0.55469763	0.78787434	0.7477324	0.89366037	0.88355535	0.8704934	0.8175354	0.8919098	0.9387658	0.9059523	0.8015734	0.8446164	0.8308581	0.8523206	0.8723713	0.895003	0.8515878	0.83344436	0.842434	0.94341534	0.9269384	0.784501	0.85288674	0.6975888	0.8880298	0.83760893	0.84974134	0.8139554	0.8881463	0.9662109	0.8303908	0.6418967	0.89906543	0.83546567	0.0	0.7944646	0.91362655	0.857745	0.81711954	0.75539845	0.748618	0.8628789	0.91195345	0.8768483	0.7112389	0.73248094	0.7727352
