	eind/adv	verhouding/noun	evengoed/adv	dan/adv	daarom/pp	nog/adv	uzelf/pron	daar/adv	gips/noun	mentaal/adj	wel/adv	binnen/adv	ziel/noun	voor/comp	verschrikkelijk/adj	maar/adv	behoorlijk/adj	ertegen/pp	twijfel/noun	net/adv	om/comp	bijna/adv	Amsterdammer/noun	al/adv	overigens/adv	Chris/name	kind/noun	sinds/comp	lucht/noun	tegenslag/noun	alleen/adv	weekend/noun	zo/adv	eenmaal/noun	amper/adv	snel/adj	plots/adj	meestal/adv	hitte/noun	andapos;s/adv	simpelweg/adv	anders/adj	bloem/noun	Lelièvre/name	makkelijk/adj	's/adv	ze/pron	wereld_DIM/noun	niet/adv	stank/noun	zeeman/noun	tijdens/prep	weer/adv	bovendien/adv	als/comp	thuis/adv	tot/adv	student/noun	toch/adv	karakter/noun	men/pron	soms/adv	haar/pron	intussen/adv	zich/pron	golfplaat/noun	door/prep	Verhaegen/name	Schneider/name	zodra/comp	pupil/noun	verdriet/noun	ik/pron	geur/noun	tegen/prep	kaas/noun	gewoon/adj	dat/det	werk/noun	pijn/noun	hier/adv	mij/pron	toen/comp	zonder/prep	hen/pron	hij/pron	we/pron	even/adj	zodat/comp	me/pron	provincie_raad_lid/noun	evenwel/adv	wanneer/comp	dag/noun	huid/noun	concurrentie/noun	leven/noun	volgens/prep	blijkbaar/adj	week/noun	vaak/adj	wat/pron	beetje/noun	eerst/adv	zolang/comp	Ronaldo/name	wieler_sport/noun	spier_pijn/noun	beton/noun	nauwelijks/adv	Lance/name	hem/pron	angst/noun	ondanks/prep	speler/noun	er/adv
lucht/noun	0.9544178	0.90982205	0.8348813	0.8326752	0.91949064	0.90176046	0.9242501	0.80352443	0.8398664	0.9142083	0.92604345	0.6702165	0.79876864	0.8063435	0.84403676	0.8764812	0.81838083	0.8814515	0.94153523	0.87145734	0.85689926	0.861196	0.90743864	0.93198305	0.8987143	0.96087235	0.9181791	0.8871919	0.0	0.8929444	0.86330473	0.83737355	0.85951847	0.77845263	0.83153987	0.83711153	0.70809245	0.7530285	0.6483984	0.7932566	0.84785277	0.9388436	0.7031633	0.9487197	0.8650869	0.7733754	0.8042416	0.8948314	0.90901685	0.6944223	0.87550265	0.90756065	0.7681855	0.83814865	0.84694016	0.90056336	0.88271546	0.9501321	0.8849172	0.87064046	0.88654643	0.76384693	0.8482342	0.8606713	0.8989824	0.82939965	0.75976765	0.9041908	0.9168077	0.7190971	0.8756577	0.86112916	0.9096672	0.6384996	0.8864869	0.7727379	0.859707	0.9311269	0.9272831	0.87297755	0.8210379	0.9184118	0.8084905	0.8526589	0.8722399	0.8615136	0.9136877	0.80093646	0.70133525	0.89842725	0.95042026	0.8123722	0.764634	0.80639684	0.68402916	0.9113195	0.881703	0.94098324	0.8761019	0.9392842	0.858616	0.94295144	0.8347752	0.8080427	0.8616713	0.8859925	0.8895034	0.849727	0.68783426	0.8488492	0.8916652	0.87592363	0.85754704	0.8559161	0.9408857	0.8172581
tegenslag/noun	0.8888346	0.8608999	0.80505323	0.81680524	0.824145	0.8143364	0.8339736	0.87728393	0.90048176	0.6962912	0.8375196	0.90331864	0.86955273	0.8454691	0.7672795	0.84194815	0.7586001	0.9014821	0.79692304	0.83369035	0.8141651	0.8629033	0.8371297	0.80195916	0.82441413	0.88388187	0.8725286	0.795287	0.8929444	0.0	0.82557905	0.86726636	0.83285403	0.82438326	0.8448111	0.79894733	0.7677702	0.8030975	0.76364326	0.89779234	0.8264656	0.88648033	0.90591085	0.9497619	0.8322503	0.90689874	0.7966769	0.8677168	0.8282343	0.8317813	0.8690263	0.87708366	0.7992696	0.71348315	0.78486514	0.8842492	0.77021474	0.89150244	0.75402963	0.8364346	0.83394754	0.7673558	0.8502961	0.78581	0.8552464	0.9400608	0.7448982	0.8667305	0.844854	0.8104394	0.8378451	0.7103534	0.78831756	0.8732532	0.8535813	0.90798545	0.85166967	0.79742146	0.8749832	0.72069204	0.88163614	0.8352776	0.79247886	0.8249915	0.8460969	0.7953861	0.7587919	0.8074787	0.79369533	0.83775085	0.9364897	0.7162577	0.7729916	0.83170277	0.88990337	0.79462564	0.8006511	0.8820847	0.76511866	0.8358543	0.77506363	0.89741975	0.7938609	0.8427288	0.82763475	0.82034564	0.84427994	0.8493048	0.87872314	0.8202164	0.80168235	0.8311832	0.7249785	0.6667736	0.8001892	0.8665532
alleen/adv	0.9188036	0.78064436	0.6915766	0.7012733	0.7171812	0.72481364	0.8089707	0.790925	0.89187	0.7936201	0.7030833	0.82834494	0.801956	0.81290144	0.757296	0.53699166	0.71724236	0.84101844	0.7884046	0.8271131	0.7150862	0.8355427	0.80160254	0.83529127	0.7137155	0.9057293	0.8131407	0.817931	0.86330473	0.82557905	0.0	0.8834545	0.7630347	0.787752	0.75558877	0.81776154	0.803726	0.6519872	0.77799326	0.82112527	0.69228613	0.8226782	0.8245239	0.9157597	0.76454943	0.8180614	0.7041192	0.799782	0.7048844	0.8138444	0.8521069	0.90813226	0.7983274	0.6158714	0.6682564	0.8119109	0.79856265	0.82062376	0.7374403	0.78947955	0.7189858	0.68913245	0.7792695	0.7906949	0.83842736	0.88412553	0.7674278	0.872386	0.8813096	0.7316073	0.8103392	0.769507	0.7203157	0.7600882	0.8486111	0.81982344	0.6806638	0.70917237	0.8525329	0.80641425	0.7217003	0.7531848	0.88045424	0.68910193	0.7748614	0.7724806	0.7480325	0.8032739	0.6963415	0.7953973	0.9334237	0.7293025	0.6717059	0.84600824	0.79143554	0.78098565	0.8201336	0.83965284	0.72069424	0.9030203	0.6705439	0.7179978	0.7286855	0.79800975	0.66950095	0.8232112	0.7893139	0.8710427	0.81693006	0.632913	0.8382402	0.78842306	0.713374	0.75458646	0.8124114	0.74092287
weekend/noun	0.71308887	0.95453995	0.84805614	0.79909325	0.863634	0.80690014	0.91257113	0.7558243	0.89261	0.89124024	0.8974119	0.7997567	0.90795976	0.79196817	0.889199	0.898181	0.8485936	0.94026464	0.93426883	0.8307003	0.83307153	0.87833416	0.8126172	0.78912896	0.86632687	0.8793045	0.87475985	0.81469125	0.83737355	0.86726636	0.8834545	0.0	0.89007854	0.7887363	0.8320719	0.8594067	0.81601584	0.7963406	0.81049716	0.63104606	0.8836294	0.9271581	0.8526704	0.9293719	0.8783593	0.6933798	0.8086863	0.8948115	0.9116012	0.8946339	0.8793825	0.64552116	0.73784184	0.85605997	0.8574871	0.7585525	0.84662145	0.8702513	0.8367803	0.88465005	0.86944944	0.8514143	0.898551	0.77977633	0.90927297	0.92100334	0.8474496	0.83251476	0.8788551	0.8091362	0.8293743	0.92872685	0.8535406	0.8906344	0.82141894	0.9199191	0.8228034	0.9228116	0.8800024	0.94303215	0.77045995	0.90784055	0.77943534	0.8512269	0.88455003	0.80926865	0.7677802	0.81985724	0.7940124	0.91651	0.92448324	0.8087331	0.79503626	0.5302811	0.90825194	0.90922755	0.8754361	0.95419717	0.8703166	0.5461244	0.8483422	0.9425291	0.89532125	0.79316133	0.8922099	0.8129121	0.85852164	0.907125	0.9016069	0.89776844	0.8168411	0.8977197	0.9327912	0.84525824	0.8430778	0.8017553
zo/adv	0.9284525	0.80213594	0.7390386	0.6488614	0.6275793	0.7625136	0.7961947	0.7854939	0.8973813	0.8516229	0.6105933	0.86610216	0.808611	0.83475083	0.6398662	0.6535177	0.6430048	0.8760887	0.8588983	0.8236214	0.7403501	0.812562	0.767991	0.7827919	0.7024257	0.90293545	0.82893604	0.8603588	0.85951847	0.83285403	0.7630347	0.89007854	0.0	0.8284159	0.8715226	0.7498239	0.78317547	0.68555546	0.82625645	0.8827517	0.73877585	0.65782356	0.86180145	0.90550464	0.7488507	0.8748141	0.6066388	0.74067366	0.6507474	0.83853704	0.859145	0.9211091	0.7620384	0.62125725	0.6274017	0.84279746	0.81518286	0.8586392	0.5625212	0.71450305	0.6547941	0.5204554	0.7544679	0.7844931	0.7991727	0.90851074	0.8371403	0.8674719	0.85575825	0.7905634	0.8134903	0.7939878	0.6030623	0.7754009	0.90061027	0.8478657	0.67827344	0.62415373	0.8354242	0.817626	0.7058189	0.695544	0.84886307	0.8607719	0.7998749	0.6680098	0.6568552	0.6284292	0.718898	0.6760876	0.9471531	0.7286021	0.682324	0.8656654	0.78475624	0.8209947	0.7519504	0.87144125	0.6941378	0.882685	0.64533573	0.6796308	0.61089796	0.8130595	0.7688048	0.8441747	0.81660414	0.85794127	0.848872	0.77008104	0.82932	0.7743004	0.8163813	0.7903385	0.8330443	0.8024602
eenmaal/noun	0.8181414	0.88623893	0.7621391	0.6466564	0.8118113	0.7621151	0.8334187	0.66633725	0.8218198	0.82127225	0.8028395	0.7478683	0.8128638	0.55200034	0.79856807	0.785707	0.7954476	0.87510353	0.893246	0.72052836	0.72835433	0.8056208	0.8008205	0.7663777	0.82814693	0.8910898	0.807243	0.7328429	0.77845263	0.82438326	0.787752	0.7887363	0.8284159	0.0	0.7591738	0.6499214	0.6267991	0.7211267	0.7566526	0.7349928	0.7748911	0.85087365	0.7906775	0.86167175	0.7454564	0.7291689	0.6340595	0.81640756	0.7890409	0.8030976	0.8072627	0.8386184	0.62274027	0.7666483	0.643281	0.7688885	0.7871566	0.85415536	0.7641681	0.8959848	0.7710049	0.7593447	0.7483493	0.6789076	0.8133436	0.8883427	0.7672892	0.84457904	0.84673375	0.51882374	0.7919697	0.8355496	0.7311752	0.7813101	0.84432656	0.8502048	0.7428969	0.8339896	0.88291335	0.79979265	0.72511035	0.8029967	0.62555623	0.7618572	0.77491945	0.6585792	0.73973966	0.67507493	0.65189385	0.7962761	0.91894215	0.77962464	0.5709828	0.78727794	0.7862832	0.87964356	0.83915555	0.8985659	0.7519828	0.79539144	0.7397805	0.8412375	0.8138194	0.69743776	0.77884126	0.7687915	0.82541287	0.8745439	0.79410714	0.7941114	0.78843546	0.7572596	0.80151093	0.8609754	0.81717885	0.78732777
amper/adv	0.8629586	0.9129828	0.8362386	0.76798016	0.86203265	0.6425429	0.88149387	0.80432147	0.86268455	0.843193	0.80292714	0.8104756	0.86923814	0.7492157	0.88517815	0.68293077	0.7693136	0.9106357	0.9089062	0.75590426	0.82333565	0.616513	0.78810203	0.7442337	0.83589256	0.90155977	0.8805967	0.8232788	0.83153987	0.8448111	0.75558877	0.8320719	0.8715226	0.7591738	0.0	0.7761414	0.7579651	0.78648674	0.8196001	0.7844353	0.80549514	0.8834574	0.8699284	0.9219997	0.76214135	0.80519944	0.77606356	0.8962437	0.7538613	0.87330776	0.90169305	0.8431052	0.7624725	0.7494396	0.80070394	0.8144599	0.8009109	0.8750491	0.7564876	0.9196977	0.8350692	0.8103572	0.8535571	0.798982	0.9021617	0.902054	0.8591	0.85988164	0.8881814	0.7651992	0.8285096	0.8665761	0.7925967	0.8651273	0.843929	0.87854075	0.808981	0.8414879	0.9083496	0.85179365	0.79653114	0.8434	0.7786337	0.8287242	0.8414939	0.77888304	0.73052096	0.78192484	0.72912586	0.8529691	0.9587139	0.7627938	0.77065885	0.74549663	0.85291946	0.8673453	0.9047602	0.9293612	0.78451	0.7927215	0.83267796	0.83119	0.87706006	0.8187179	0.81776047	0.7860101	0.89173126	0.87242913	0.8126702	0.46782267	0.8265592	0.8480522	0.886259	0.8316953	0.7979065	0.7822247
snel/adj	0.824594	0.8742088	0.8304599	0.6688997	0.74922526	0.7629094	0.8616829	0.79390645	0.87789685	0.8254647	0.7806413	0.8230992	0.8911518	0.63609296	0.83914334	0.80568445	0.75474817	0.88668525	0.8653188	0.7957106	0.6992853	0.81171054	0.8157834	0.7829269	0.8138623	0.9107063	0.88105834	0.79200983	0.83711153	0.79894733	0.81776154	0.8594067	0.7498239	0.6499214	0.7761414	0.0	0.66443014	0.7480476	0.7720841	0.8272045	0.761966	0.83303535	0.9002435	0.9033807	0.6415436	0.8373616	0.72482467	0.862779	0.76959276	0.84944874	0.8795771	0.87670374	0.64062893	0.67994565	0.70842934	0.84868187	0.8211475	0.87852967	0.7310165	0.893568	0.7530126	0.77371347	0.829811	0.6349045	0.8365824	0.90546745	0.7630706	0.8242999	0.8776118	0.5932143	0.8331805	0.86427426	0.765187	0.86054325	0.86178064	0.88125277	0.760442	0.7919647	0.8872411	0.82480973	0.8064444	0.84500027	0.7112738	0.7891416	0.8156048	0.7509738	0.7109645	0.71772057	0.5993628	0.82255507	0.92462057	0.702827	0.668939	0.8228603	0.84437484	0.79140764	0.8682995	0.88491565	0.7389348	0.8368136	0.7746437	0.87258583	0.8089934	0.7073232	0.75652677	0.81123376	0.8626303	0.8944919	0.83949107	0.7678834	0.8178245	0.8092872	0.8329339	0.7608215	0.84610057	0.77659774
plots/adj	0.85162073	0.8712328	0.7917876	0.6219095	0.8221012	0.80056214	0.8410454	0.69158125	0.8647511	0.82224077	0.7960841	0.68472916	0.80741787	0.6654105	0.7266576	0.81492394	0.7271476	0.8594997	0.86583334	0.73401093	0.8018104	0.78916514	0.81066006	0.82142746	0.85305226	0.8893019	0.83356965	0.75185955	0.70809245	0.7677702	0.803726	0.81601584	0.78317547	0.6267991	0.7579651	0.66443014	0.0	0.72765887	0.667111	0.68393207	0.77325934	0.84900194	0.8066934	0.8687293	0.7972462	0.68368495	0.6466964	0.8131484	0.8152286	0.753983	0.80903137	0.83507776	0.60972905	0.78146476	0.6292112	0.8027191	0.8127204	0.8764759	0.73069286	0.86438465	0.79653656	0.6379511	0.7179041	0.7033848	0.827685	0.84113336	0.6955161	0.80254966	0.84932816	0.5602126	0.82735634	0.77048975	0.73176396	0.7667165	0.8370328	0.87461	0.75887245	0.8455473	0.9046424	0.76316994	0.73652196	0.7732703	0.48651183	0.758634	0.7811837	0.66897535	0.7670583	0.5889906	0.6676199	0.7653669	0.91343516	0.71748936	0.52483237	0.777528	0.7757658	0.8427758	0.8235353	0.919039	0.713302	0.81551886	0.7176583	0.8526205	0.7207549	0.75504977	0.814693	0.76842636	0.8201541	0.8523556	0.73878103	0.7731067	0.78453225	0.7508948	0.7671878	0.7639662	0.84339637	0.7129418
meestal/adv	0.8970598	0.7842754	0.64114827	0.6479578	0.7350143	0.7833356	0.80277723	0.6968598	0.8413905	0.77460074	0.7261508	0.75000954	0.79815567	0.73406374	0.70411235	0.65213037	0.677415	0.8483428	0.85518354	0.7656029	0.7421355	0.76832354	0.7523437	0.81177413	0.6633755	0.8853804	0.71439254	0.8231841	0.7530285	0.8030975	0.6519872	0.7963406	0.68555546	0.7211267	0.78648674	0.7480476	0.72765887	0.0	0.72755754	0.70272857	0.66473055	0.77638084	0.760298	0.87118214	0.72567934	0.6941128	0.63258517	0.77759624	0.743067	0.7780385	0.78730434	0.82465285	0.76578724	0.6329855	0.62996465	0.7187637	0.7259724	0.7768043	0.68916583	0.7217083	0.71957517	0.46547967	0.71889377	0.78453666	0.82747966	0.8383249	0.725258	0.8793678	0.84147966	0.67278767	0.8161733	0.7554904	0.72261	0.7103275	0.8623905	0.7419748	0.64148664	0.72773266	0.78049725	0.7791706	0.6499197	0.77199936	0.7998251	0.71557117	0.7625318	0.73038864	0.74528533	0.712025	0.64281744	0.8117594	0.94942933	0.67403007	0.5885722	0.7476747	0.7088012	0.8388722	0.78957057	0.83954626	0.7056775	0.85835195	0.385413	0.7837929	0.70061344	0.71535194	0.7163689	0.82645166	0.8386331	0.8268608	0.7811423	0.7086743	0.85612184	0.7693478	0.76122504	0.7675163	0.8193655	0.7229617
hitte/noun	0.90570706	0.88558835	0.7934965	0.80118823	0.8237791	0.86375916	0.8908591	0.7667498	0.84785295	0.79948354	0.87494797	0.7086208	0.8220758	0.7754587	0.7409241	0.8533335	0.7441964	0.8642671	0.87856746	0.85655206	0.81368256	0.82258385	0.8442772	0.84676874	0.86205715	0.9438621	0.85446095	0.8059069	0.6483984	0.76364326	0.77799326	0.81049716	0.82625645	0.7566526	0.8196001	0.7720841	0.667111	0.72755754	0.0	0.74748594	0.8088999	0.91125643	0.7836113	0.9292782	0.8246329	0.7295927	0.73695636	0.85192394	0.85502374	0.60824716	0.8054424	0.83090234	0.78734136	0.74350566	0.7828404	0.84391904	0.826351	0.8921802	0.8265243	0.8657801	0.8456828	0.7092968	0.82459635	0.78962225	0.8861577	0.79948044	0.672995	0.8786016	0.9156719	0.6994922	0.84794176	0.7635407	0.8285072	0.6539409	0.835851	0.8554518	0.81550896	0.8483879	0.906684	0.7070337	0.7983417	0.866081	0.7434771	0.79854816	0.8203252	0.8127599	0.8563245	0.7817534	0.6692642	0.8511491	0.9584582	0.7880203	0.6945108	0.78197455	0.705482	0.8213198	0.8543121	0.9039329	0.7875345	0.8721317	0.76786995	0.8907167	0.8012033	0.8245853	0.814732	0.8473733	0.86160874	0.7614075	0.6771255	0.7870908	0.8556026	0.85197794	0.7523207	0.76260257	0.87522054	0.7881616
andapos;s/adv	0.84449977	0.95378846	0.83506155	0.7180797	0.86345756	0.83355266	0.8940756	0.64344585	0.8796884	0.8839419	0.8676587	0.67377913	0.88045746	0.6846436	0.8363148	0.82477444	0.8457881	0.8927494	0.95390654	0.7930185	0.79758435	0.872191	0.8583971	0.83541	0.90570664	0.9272785	0.7594191	0.8534672	0.7932566	0.89779234	0.82112527	0.63104606	0.8827517	0.7349928	0.7844353	0.8272045	0.68393207	0.70272857	0.74748594	0.0	0.83795065	0.9056094	0.79047805	0.8919494	0.8536174	0.22429115	0.6731862	0.87793005	0.87980443	0.7724044	0.870465	0.760516	0.7009812	0.8374909	0.7318997	0.63188076	0.8910169	0.8602314	0.8452073	0.9245749	0.8224963	0.77847195	0.8000413	0.79732096	0.9142835	0.87174714	0.7906046	0.9015884	0.90485185	0.7026632	0.83716345	0.8877734	0.76694345	0.788901	0.90763324	0.8061349	0.6910732	0.9219506	0.8836458	0.8679426	0.6809671	0.8680253	0.67614603	0.797332	0.81030124	0.7742832	0.77392197	0.7155547	0.7003595	0.85677785	0.93589544	0.86800265	0.67513835	0.61861014	0.84542406	0.91831356	0.900689	0.9379248	0.8375732	0.80196804	0.7825626	0.92436504	0.8378839	0.75214136	0.8597398	0.86725944	0.91564435	0.8771637	0.83831984	0.8460646	0.86447334	0.8330621	0.89575267	0.90639186	0.8964235	0.7299988
simpelweg/adv	0.88483894	0.7698494	0.69280267	0.6913458	0.6394709	0.8194605	0.80632913	0.7711118	0.8789492	0.7882022	0.7612893	0.8370335	0.8097687	0.76503855	0.7719744	0.74909884	0.74315363	0.83534473	0.844033	0.8173361	0.6408667	0.82050383	0.7827114	0.8465601	0.71782225	0.8974262	0.81640756	0.8106527	0.84785277	0.8264656	0.69228613	0.8836294	0.73877585	0.7748911	0.80549514	0.761966	0.77325934	0.66473055	0.8088999	0.83795065	0.0	0.83061904	0.83858025	0.8925872	0.719856	0.85809016	0.65736735	0.8179918	0.6910226	0.835428	0.83985096	0.8847795	0.8002146	0.627159	0.6767205	0.80543774	0.7314019	0.79987305	0.72883105	0.7917786	0.6894443	0.6959432	0.7556806	0.75403345	0.8136636	0.87397814	0.74777746	0.8814901	0.85876554	0.69322467	0.8267625	0.80794823	0.7568817	0.807705	0.8376354	0.8385368	0.62600744	0.694852	0.8215188	0.8384009	0.74443316	0.76266533	0.83402234	0.7447263	0.7290927	0.71570545	0.72552323	0.77866447	0.65467674	0.7950599	0.93006325	0.687297	0.663256	0.86750233	0.81991863	0.8030694	0.8188111	0.7667114	0.6990019	0.8818019	0.65582216	0.76498175	0.77571	0.7510887	0.6752051	0.8237938	0.80470294	0.89633036	0.8038212	0.70452213	0.829179	0.7530802	0.7808573	0.8014188	0.8161896	0.7830854
anders/adj	0.9233445	0.8913588	0.8371432	0.6241525	0.77148753	0.8226145	0.8544013	0.7880461	0.9399831	0.9118227	0.7191502	0.8986461	0.89963126	0.8477287	0.78505456	0.73966074	0.80865157	0.9178805	0.91374695	0.8321772	0.86332226	0.8996702	0.8438076	0.86226755	0.83785474	0.94243675	0.8710211	0.9075986	0.9388436	0.88648033	0.8226782	0.9271581	0.65782356	0.85087365	0.8834574	0.83303535	0.84900194	0.77638084	0.91125643	0.9056094	0.83061904	0.0	0.94070995	0.9379107	0.8035308	0.89433265	0.697213	0.87033576	0.72325164	0.9109558	0.93006265	0.94070804	0.85256326	0.785342	0.6702484	0.8352437	0.8696067	0.9089514	0.7003966	0.899207	0.70908546	0.7479466	0.83016765	0.8589081	0.8902417	0.9557718	0.9130677	0.92541325	0.9105987	0.834112	0.88353753	0.8842919	0.6748141	0.9078304	0.9418912	0.9376264	0.7464187	0.7414379	0.9091786	0.87313616	0.73640704	0.76116407	0.8881939	0.88203627	0.8474224	0.77217644	0.713808	0.7750283	0.8551885	0.7850893	0.9578406	0.8099773	0.76723915	0.89544153	0.9055543	0.9160054	0.8585085	0.90230596	0.76969403	0.91407406	0.7758746	0.75345606	0.7653552	0.8429266	0.82512164	0.9094415	0.87540036	0.92794216	0.92763096	0.8156132	0.9026219	0.8356455	0.8832388	0.92040116	0.88048524	0.82064533
bloem/noun	0.9208211	0.91859806	0.8089404	0.8463094	0.89345014	0.8931092	0.88919944	0.7873744	0.794929	0.9229284	0.9327006	0.74691874	0.8083917	0.8417564	0.89174944	0.86803603	0.87536716	0.920893	0.9358742	0.8530337	0.8756665	0.86649454	0.87604094	0.9181369	0.8979698	0.9248013	0.8648527	0.894969	0.7031633	0.90591085	0.8245239	0.8526704	0.86180145	0.7906775	0.8699284	0.9002435	0.8066934	0.760298	0.7836113	0.79047805	0.83858025	0.94070995	0.0	0.94348013	0.86509585	0.8009732	0.7509434	0.8747293	0.9347934	0.8013457	0.8473027	0.89790225	0.8409648	0.86969125	0.869673	0.8153012	0.9234941	0.8999016	0.89830315	0.8475247	0.86056036	0.7934832	0.7745954	0.83991224	0.8893196	0.82806885	0.81641114	0.89575005	0.89628196	0.78914577	0.8715226	0.83341384	0.8829829	0.5997162	0.9236673	0.5286213	0.8027542	0.9252046	0.8688235	0.9025478	0.7975091	0.87745637	0.8716466	0.8454287	0.8618027	0.8378459	0.88962346	0.8186732	0.73595536	0.8786621	0.9440521	0.8912806	0.80129075	0.8372786	0.7046684	0.94265044	0.87631726	0.96298456	0.8643056	0.93774426	0.8550529	0.91706854	0.8195857	0.8441645	0.89337075	0.8875682	0.87867004	0.92546433	0.7102289	0.89360344	0.86978984	0.835659	0.8986792	0.905823	0.9067389	0.8554284
Lelièvre/name	0.8779707	0.9344933	0.8964024	0.8753542	0.88697886	0.8966519	0.8850901	0.8595071	0.9525867	0.91176134	0.87037176	0.9182397	0.9253769	0.8604619	0.8755064	0.9030262	0.9203064	0.91592073	0.91338545	0.9396256	0.8676015	0.93747795	0.87564313	0.8873616	0.8394326	0.9319378	0.86059433	0.8860085	0.9487197	0.9497619	0.9157597	0.9293719	0.90550464	0.86167175	0.9219997	0.9033807	0.8687293	0.87118214	0.9292782	0.8919494	0.8925872	0.9379107	0.94348013	0.0	0.90076387	0.9021562	0.7653733	0.9106975	0.85497713	0.91734695	0.89896727	0.8909274	0.88837516	0.8744982	0.86829877	0.8977631	0.8847199	0.9259483	0.8890477	0.9355277	0.8568288	0.8835887	0.8071723	0.8334414	0.8857295	0.9663572	0.861673	0.9367566	0.89368814	0.84906876	0.91070944	0.9194224	0.8591143	0.9233031	0.8944137	0.95741904	0.9035464	0.8847801	0.92805755	0.93261683	0.8862425	0.85379684	0.847526	0.8846858	0.7772907	0.74094653	0.88490045	0.89130205	0.88068855	0.8638235	0.91800874	0.85261697	0.83055115	0.86905825	0.9308312	0.9586235	0.91318065	0.84686184	0.8804139	0.8916069	0.85593086	0.88647926	0.9194402	0.8709601	0.8802047	0.91661924	0.91037583	0.9369704	0.9338676	0.90168107	0.8975707	0.78764516	0.91224337	0.90560025	0.93581593	0.87553537
makkelijk/adj	0.9086354	0.8942969	0.7735644	0.70822877	0.7595253	0.81430733	0.80974376	0.8025938	0.88295573	0.8342949	0.7646765	0.83421254	0.88394755	0.7532431	0.83920145	0.7727126	0.7893758	0.8694695	0.90855974	0.8386309	0.68103564	0.85833883	0.8161581	0.8603726	0.8318801	0.9231395	0.8551895	0.8653635	0.8650869	0.8322503	0.76454943	0.8783593	0.7488507	0.7454564	0.76214135	0.6415436	0.7972462	0.72567934	0.8246329	0.8536174	0.719856	0.8035308	0.86509585	0.90076387	0.0	0.86107075	0.6708068	0.8661109	0.7376948	0.87708724	0.9033214	0.9170236	0.77699584	0.6817049	0.7307313	0.79733336	0.81994414	0.84299517	0.73893976	0.87849104	0.71993494	0.7572721	0.8045877	0.7925941	0.8053879	0.90827304	0.8297242	0.86645746	0.8655001	0.7028729	0.871295	0.85332686	0.7643683	0.81154007	0.886693	0.8504837	0.71331215	0.7774788	0.8801522	0.8526028	0.79387844	0.8185078	0.8353187	0.75257814	0.7782051	0.75741863	0.689643	0.77154106	0.640328	0.7961587	0.95232713	0.7635573	0.7296752	0.8682201	0.8271246	0.86838174	0.8898165	0.89329755	0.7578327	0.91642386	0.7213347	0.8389648	0.84507483	0.73964787	0.7800924	0.8669093	0.87222487	0.9339767	0.84428495	0.70439506	0.8691567	0.797297	0.8488868	0.8717695	0.85754853	0.8348993
's/adv	0.8723688	0.9579101	0.8459229	0.7021762	0.8846686	0.8427732	0.8998867	0.6322948	0.88850564	0.9024039	0.86967623	0.6451024	0.8834571	0.6685967	0.8304053	0.8150236	0.8501132	0.8981777	0.96505445	0.79144514	0.8158079	0.85882974	0.85428154	0.8519255	0.9232777	0.93506086	0.7770846	0.86720186	0.7733754	0.90689874	0.8180614	0.6933798	0.8748141	0.7291689	0.80519944	0.8373616	0.68368495	0.6941128	0.7295927	0.22429115	0.85809016	0.89433265	0.8009732	0.9021562	0.86107075	0.0	0.664623	0.8895821	0.8902728	0.79643536	0.85367507	0.7709074	0.6795578	0.87591934	0.70719445	0.5872364	0.9085915	0.8667407	0.85265017	0.93577254	0.84274167	0.7694954	0.7853579	0.80940396	0.91043836	0.87670255	0.82538474	0.9130314	0.90820736	0.6952777	0.83670205	0.8929516	0.7440524	0.7925614	0.9194224	0.8064849	0.6721576	0.935118	0.91878295	0.8866188	0.6729355	0.8640776	0.68142354	0.81139857	0.8362503	0.77867275	0.76701766	0.6923685	0.7239721	0.8519348	0.9467628	0.8846389	0.6615585	0.58252203	0.84111327	0.933196	0.91123116	0.953004	0.87009275	0.79267824	0.7664075	0.93213886	0.8353862	0.7494167	0.86720115	0.8755524	0.9216824	0.86717254	0.83496106	0.8704896	0.8689717	0.83860433	0.8981768	0.9196107	0.912018	0.7656234
ze/pron	0.8547212	0.8924828	0.71471554	0.46250463	0.58484507	0.7290368	0.68895507	0.5644008	0.8276758	0.7956877	0.5878168	0.7206919	0.7365205	0.5701071	0.6339022	0.5979545	0.7309339	0.8113579	0.8711035	0.75404406	0.6159133	0.81306654	0.6905953	0.7150202	0.75493896	0.85917336	0.5629361	0.7504412	0.8042416	0.7966769	0.7041192	0.8086863	0.6066388	0.6340595	0.77606356	0.72482467	0.6466964	0.63258517	0.73695636	0.6731862	0.65736735	0.697213	0.7509434	0.7653733	0.6708068	0.664623	0.0	0.7508737	0.55699575	0.7653344	0.7767599	0.83114195	0.65397	0.66031975	0.4611205	0.59862757	0.776343	0.71301246	0.57399905	0.84700537	0.467739	0.5763466	0.3943383	0.6470258	0.7323723	0.85838777	0.73898596	0.8184023	0.8083445	0.60372615	0.7204423	0.72568166	0.32746673	0.75657237	0.8714688	0.80246174	0.55327207	0.6866368	0.8316581	0.7290719	0.5793605	0.5506023	0.5869317	0.7561413	0.46952462	0.2543298	0.45023358	0.57988876	0.6761245	0.5160187	0.889708	0.734216	0.5072062	0.74400395	0.7392456	0.83469445	0.76515883	0.8876263	0.6408169	0.8088376	0.59748876	0.63057184	0.61182714	0.57920814	0.7205111	0.7615242	0.8021325	0.8345964	0.80981433	0.712033	0.7447263	0.4593193	0.752118	0.8807913	0.7498005	0.7609698
