	terstond/adv	inmiddels/adv	als/prep	na/prep	Rintje/name	Hakkinen/name	ermee/pp	in/adv	voor/comp	trio/noun	gisteren/adv	maar/adv	prompt/adj	ten/prep	deal/noun	Afrikaan/noun	namelijk/adv	alsnog/adv	atleet/noun	om/comp	stuk/noun	nummer/noun	al/adv	bij/adv	VS/name	echter/adv	vervolgens/adv	wegens/prep	die/det	Canadees/noun	zangeres/noun	Australië/name	zij/pron	deelnemer/noun	Kim/name	onderzoeker/noun	behoefte/noun	geenszins/adv	je/pron	jury/noun	stichting/noun	Spirit/name	definitief/adj	wereldkampioen/noun	daarna/adv	zwemmer/noun	veroorzaker/noun	1996/noun	Zuid-Koreaan/noun	Frankrijk/name	Donovan/name	Jon/name	Ferrari/name	kandidaat/noun	staatssecretaris/noun	erg/adj	Engeland/name	plaats/verb	laat/adj	bevolking_groep/noun	A_merk/noun	woensdag/noun	iedereen/pron	land_genoot/noun	's/adv	tegenstander/noun	ze/pron	toen/adv	genetisch/adj	niet/adv	nadat/comp	tijdens/prep	ploeg/noun	Thorpe/name	daarmee/pp	als/comp	omdat/comp	Durand/name	door/comp	toch/adv	echt/adj	Nederland/name	men/pron	nationaal-socialisme/noun	daarop/pp	impliciet/adj	haar/pron	gisteravond/adv	overdaad/noun	tijdperk/noun	Belg/noun	Martina/name	zich/pron	logischerwijze/adv	elftal/noun	meteen/adv	IOC/name	hiermee/pp	Joegoslavië/name	door/prep	luchtvaart_autoriteit/noun	mens/noun	donderdag/noun	Melkert/name	liberaal/noun	uiteraard/adv	misschien/adv	Carpenter/name	kinderloos/adj	Bauer/name	Jack/name	weinig/noun	coureur/noun	getuige/noun	winnaar/noun	auto/noun	daardoor/pp	NU/name	11/num	zaterdag/noun	automatisch/adj	bestuur_lid/noun	voor/prep	achteraf/pp	toen/comp	zondag/noun	Schumacher/name	hen/pron	hij/pron	kwartet/noun	Maij/name	Gordon/name	partij/noun	scheidsrechter/noun	Brussel/name	commissie/noun	Brit/noun	dag/noun	Marcus/name	opponent/noun	vanmorgen/adv	Italiaan/noun	rest/noun	renner/noun	management/noun	volgens/prep	aanvankelijk/adj	sector/noun	boek/noun	mensheid/noun	Deen/noun	Mexicaan/noun	voorlopig/adj	Libië/name	eerst/adv	Duitsland/name	gistermiddag/adv	Van/name	noodzakelijkerwijs/adv	zichzelf/pron	viertal/noun	twee/num	hem/pron	Tweede/name	Groenewold/name
prompt/adj	0.66019416	0.70640385	0.80189025	0.7357335	0.783926	0.8029746	0.8150893	0.86857486	0.73610556	0.8218024	0.6409106	0.87999535	0.0	0.85597605	0.8353766	0.8107219	0.8065937	0.6176585	0.83338255	0.7720052	0.8661668	0.84508073	0.8299628	0.835413	0.8515156	0.7489035	0.5111825	0.704713	0.7856998	0.752314	0.83532655	0.8345159	0.6765956	0.884583	0.84655917	0.87859166	0.916452	0.8007708	0.8243807	0.81327784	0.8447407	0.82135653	0.760012	0.842734	0.6178554	0.8339334	0.88121843	0.7849733	0.7974882	0.83933544	0.8754303	0.8473056	0.7882271	0.8231853	0.8500204	0.9131666	0.8401491	0.86872387	0.774072	0.87042075	0.8983778	0.8231422	0.82191885	0.7802152	0.8383628	0.7834557	0.67240846	0.63371253	0.8975769	0.86529547	0.56211543	0.80401385	0.8227328	0.8007335	0.72158265	0.7440324	0.6947737	0.8685498	0.7175366	0.8426594	0.8639494	0.87347305	0.8275145	0.8836017	0.51545167	0.764377	0.6801424	0.6951771	0.8669069	0.8701713	0.82542384	0.84234	0.8066771	0.8661071	0.82820594	0.49497646	0.8059552	0.7528577	0.81423175	0.6972536	0.8432303	0.84910405	0.80554646	0.77648425	0.790155	0.8292897	0.8961065	0.9140006	0.8693134	0.8290862	0.84163016	0.8196339	0.7975556	0.7847403	0.8413824	0.7861309	0.76280355	0.89800316	0.92269516	0.8779396	0.70194316	0.8470172	0.80830973	0.7791392	0.643154	0.86924905	0.7950262	0.72227025	0.61388814	0.78508055	0.85041547	0.8333578	0.8097033	0.76296735	0.83537173	0.8184382	0.80300975	0.81039643	0.85383886	0.76926684	0.72633964	0.7669432	0.86565816	0.8019656	0.85532993	0.7939005	0.6970917	0.8970957	0.8695509	0.854106	0.7640362	0.80951846	0.7687661	0.78340393	0.7259231	0.85689336	0.68630135	0.8654886	0.8944271	0.79870135	0.7191371	0.7522381	0.6473696	0.8613821	0.84183717
ten/prep	0.90724194	0.78593826	0.8631215	0.8330252	0.9307387	0.9036102	0.95061255	0.79048306	0.92726445	0.91275126	0.8239114	0.9263769	0.85597605	0.0	0.88306993	0.8303497	0.8589296	0.87598246	0.8379718	0.8508175	0.8605974	0.92678285	0.8853389	0.9123247	0.76228446	0.8837708	0.90908355	0.82806003	0.8321421	0.87527937	0.9155127	0.8177504	0.8910359	0.84507835	0.9180966	0.87333965	0.86441606	0.8391644	0.9594707	0.9264284	0.8767701	0.9341248	0.89791095	0.85957277	0.9255896	0.8570681	0.852633	0.8071283	0.8651128	0.8284402	0.92705745	0.9095213	0.9012225	0.8909767	0.93306714	0.9399972	0.8590553	0.8961001	0.8973311	0.7563551	0.868514	0.887235	0.9417312	0.89109963	0.9552321	0.8531593	0.95186305	0.90442187	0.87522334	0.9558991	0.8186451	0.84856904	0.8944355	0.8830581	0.7944831	0.90719944	0.8602678	0.9185759	0.8295296	0.94012356	0.9467456	0.7933387	0.9255979	0.8758162	0.90597564	0.8122988	0.96592516	0.8277489	0.91144776	0.85460347	0.87400514	0.9030859	0.88892424	0.91911256	0.8599338	0.9318236	0.84163517	0.8322168	0.7823299	0.78799623	0.913448	0.842929	0.9027667	0.89202845	0.8644712	0.90689963	0.9487929	0.9334909	0.88222206	0.91741806	0.9417214	0.8749377	0.89954466	0.90599	0.8998972	0.9194931	0.7693416	0.9007439	0.86289954	0.91985005	0.85505295	0.91956013	0.7744458	0.94537556	0.87342215	0.9380077	0.9139447	0.9252199	0.93017286	0.88879144	0.93404365	0.9281289	0.8707491	0.9337516	0.8489029	0.8896451	0.84299815	0.88187253	0.9136925	0.8665421	0.80294526	0.892777	0.8793852	0.88894165	0.83446693	0.85308224	0.83166254	0.76584727	0.9377453	0.8635067	0.8737943	0.8439487	0.8978357	0.80761933	0.9370823	0.78192496	0.84526086	0.96071875	0.84158534	0.9297013	0.8823243	0.8970214	0.9585204	0.91529024	0.925196
deal/noun	0.8695104	0.7572466	0.83320373	0.88984656	0.90806407	0.90101933	0.85195565	0.86343956	0.86316586	0.8966317	0.7268634	0.8873775	0.8353766	0.88306993	0.0	0.86459786	0.7894937	0.70629704	0.88044983	0.8199949	0.8589485	0.9045938	0.8484123	0.85086095	0.8332113	0.74992347	0.8246772	0.84518737	0.8089647	0.8615272	0.8984171	0.89982563	0.78616667	0.92407954	0.92828244	0.8659531	0.9029309	0.8200345	0.85997057	0.885729	0.84211725	0.88042194	0.7634226	0.91452754	0.8571392	0.88191783	0.90039456	0.82540786	0.8910421	0.90205085	0.93364745	0.8759397	0.84328306	0.8580324	0.87057954	0.8853177	0.8868596	0.91269886	0.9135416	0.87448925	0.8694735	0.85249156	0.87243605	0.89965844	0.9433043	0.87471306	0.82829124	0.84447134	0.85812664	0.8354728	0.78829795	0.9175854	0.8829886	0.88214755	0.7489899	0.8243279	0.7716319	0.93496585	0.81842566	0.8316498	0.8790242	0.86373615	0.81655467	0.9041159	0.81852394	0.78236824	0.88554883	0.7941997	0.86970085	0.8643843	0.90582126	0.9055195	0.86823833	0.914695	0.90165424	0.8685652	0.8339073	0.7344903	0.859194	0.8088002	0.84856755	0.8858869	0.84880584	0.83324045	0.82712495	0.84046763	0.881253	0.9194159	0.88162464	0.89653575	0.8784194	0.83150125	0.85706145	0.8197422	0.88050437	0.8989855	0.8133049	0.90895706	0.9359698	0.9201648	0.84390545	0.8465421	0.8351252	0.84614825	0.87805766	0.93094957	0.8982031	0.8565403	0.8217603	0.8554255	0.85281104	0.84335345	0.8104771	0.8998127	0.89802575	0.80820894	0.8280048	0.90746415	0.88931066	0.8614721	0.7251256	0.8738804	0.9173184	0.9026445	0.7437254	0.74346566	0.75585675	0.8242842	0.8604388	0.8822348	0.8669303	0.8695218	0.79274005	0.786018	0.8507979	0.8819533	0.8072094	0.9456239	0.86743546	0.88163066	0.83964103	0.88693875	0.8487998	0.8538932	0.9235936
Afrikaan/noun	0.8546214	0.7602666	0.78843987	0.8438183	0.82698035	0.84977984	0.87428844	0.7942091	0.8358599	0.85903096	0.8497927	0.7999288	0.8107219	0.8303497	0.86459786	0.0	0.7579214	0.82538295	0.70450556	0.77598953	0.80986106	0.85651296	0.81115925	0.87807053	0.85079753	0.8081355	0.77695775	0.84896463	0.7648517	0.7117899	0.82205236	0.790961	0.697707	0.77204615	0.87783873	0.8364921	0.8357414	0.7950032	0.75069666	0.8644433	0.8904343	0.9030754	0.9037352	0.8506297	0.81083405	0.7575481	0.8496173	0.8564517	0.74892354	0.82298446	0.90228057	0.83817255	0.84402853	0.81660366	0.9402332	0.7902513	0.78339696	0.87916607	0.85543317	0.6788577	0.8818184	0.90445936	0.76633453	0.7390617	0.85718405	0.77563083	0.6831871	0.7852449	0.8192247	0.7968345	0.81749195	0.84263647	0.8198668	0.8361296	0.8373611	0.77686393	0.74015856	0.8803536	0.7572096	0.77841777	0.7841804	0.7552366	0.7551532	0.8484931	0.8367406	0.81330365	0.74444765	0.8312797	0.77853954	0.8110109	0.60775363	0.87509227	0.79722726	0.9097879	0.8434868	0.8195629	0.86147124	0.8472524	0.8092219	0.7248597	0.9350673	0.58723223	0.91113687	0.85920507	0.8362683	0.80362487	0.8059218	0.90779877	0.8159272	0.84713006	0.8760922	0.829851	0.7461572	0.80384177	0.8688381	0.85051113	0.79734015	0.9139472	0.91513556	0.8977796	0.8354549	0.88611585	0.81003666	0.830116	0.79218704	0.8957305	0.86346114	0.70509994	0.72983134	0.81352615	0.8872457	0.8403501	0.86078346	0.8472708	0.8804145	0.89225644	0.6569319	0.8167442	0.8461082	0.7843262	0.8819001	0.66460425	0.84182304	0.7737139	0.8646774	0.8836677	0.8096927	0.8436313	0.84888273	0.7570195	0.7332921	0.68440515	0.87950325	0.7755135	0.82017016	0.82263625	0.80417633	0.934818	0.8612174	0.7801752	0.75772893	0.7852367	0.7696736	0.9054582	0.8747845
namelijk/adv	0.8166123	0.73165214	0.75620663	0.9087483	0.846421	0.86733836	0.83767873	0.8296576	0.7934346	0.9028528	0.8731146	0.75098306	0.8065937	0.8589296	0.7894937	0.7579214	0.0	0.7915473	0.81367713	0.6409791	0.77682424	0.88869584	0.7799405	0.77059484	0.88204014	0.5626997	0.7467247	0.8501618	0.5969413	0.8504223	0.8812567	0.89201176	0.62837875	0.88296455	0.9429779	0.7367733	0.7404357	0.7084521	0.6588954	0.8373932	0.8120977	0.88783413	0.84597117	0.9249624	0.8039079	0.8126185	0.7972502	0.8751097	0.85043746	0.8964302	0.9481956	0.8830061	0.8531389	0.8334788	0.90515715	0.7378939	0.8886865	0.876695	0.8812518	0.7209762	0.8026544	0.9258507	0.72548074	0.90835565	0.8837949	0.83461916	0.6615298	0.76652557	0.659547	0.6426365	0.84489113	0.8919715	0.86545736	0.8580104	0.7244288	0.6609303	0.5683659	0.9320886	0.66816115	0.66682947	0.7019081	0.8045741	0.66089296	0.84196556	0.7993554	0.7198725	0.74991965	0.87864035	0.758955	0.8028913	0.83691704	0.9071054	0.7419019	0.8341839	0.8871304	0.80641085	0.8055874	0.72660464	0.8662702	0.76063323	0.8816134	0.70000553	0.9215776	0.81133974	0.82017577	0.63136935	0.7306733	0.8993256	0.806131	0.8386041	0.90822214	0.7915218	0.8028766	0.84406656	0.913527	0.8495513	0.6252083	0.90643597	0.9688415	0.93893343	0.7064817	0.9091096	0.73499954	0.7304909	0.8574854	0.9330337	0.8999914	0.73462224	0.7392998	0.80996716	0.85697156	0.8644069	0.84322226	0.8959071	0.92636544	0.8109788	0.8382408	0.8579202	0.8903484	0.82873136	0.8810534	0.84760344	0.81530607	0.8523638	0.7728728	0.74583685	0.71165144	0.747457	0.80200547	0.7451967	0.80880034	0.8311918	0.75126743	0.8345498	0.77555126	0.8699713	0.8602394	0.97248673	0.7653806	0.7302668	0.8008359	0.8618983	0.74323493	0.9040233	0.86995405
alsnog/adv	0.7602937	0.71946216	0.8359573	0.6901995	0.83553654	0.78745306	0.8091396	0.88961434	0.7197533	0.862998	0.6454288	0.85989416	0.6176585	0.87598246	0.70629704	0.82538295	0.7915473	0.0	0.80377424	0.6050664	0.9074284	0.8805935	0.8184159	0.7732089	0.8349576	0.6340571	0.61421627	0.7117287	0.73441744	0.79167414	0.9145893	0.8050126	0.6517278	0.87992465	0.8729826	0.8759101	0.904342	0.7609353	0.85936683	0.81565785	0.78776413	0.8505681	0.5619468	0.8300607	0.6617757	0.80388755	0.8649482	0.77356744	0.7923514	0.84150153	0.9087345	0.8646236	0.8064742	0.7633576	0.8005115	0.9278387	0.8183795	0.8099382	0.7491778	0.8696765	0.91040283	0.7870859	0.8171383	0.81148314	0.91167045	0.7491671	0.7327024	0.7415358	0.8547759	0.7850499	0.6042125	0.81508446	0.7169862	0.7873315	0.6243962	0.7294696	0.6566729	0.9050134	0.64893544	0.71633697	0.863659	0.847535	0.7845943	0.8922341	0.6614055	0.7503806	0.772721	0.65885496	0.87683296	0.88339245	0.84489334	0.86926687	0.79477143	0.85591376	0.77393293	0.62461245	0.7316284	0.6564839	0.75911397	0.7634615	0.8351091	0.86558604	0.79003173	0.7692225	0.76145864	0.8021668	0.84967744	0.9394899	0.85886323	0.8883046	0.91432583	0.84970766	0.8000682	0.8102762	0.7904914	0.87078685	0.73024356	0.9118797	0.9393143	0.85714436	0.6899239	0.8526738	0.6900677	0.7840421	0.75757116	0.85307646	0.7982217	0.7074963	0.70970863	0.82620454	0.8200951	0.885041	0.73764414	0.7748673	0.86418176	0.7209898	0.80626607	0.8539049	0.8907047	0.7441672	0.73495334	0.76537204	0.8682089	0.80970967	0.8118478	0.77781844	0.7033877	0.8770374	0.9189234	0.85009557	0.76122314	0.82034564	0.64774954	0.7466506	0.68374103	0.838727	0.7042093	0.9184564	0.8709438	0.7957535	0.7113488	0.7705624	0.7013993	0.76336753	0.81042457
atleet/noun	0.8794467	0.7472792	0.8220604	0.8196263	0.7790745	0.7948692	0.9145891	0.76143515	0.8681456	0.7771971	0.83524144	0.85813415	0.83338255	0.8379718	0.88044983	0.70450556	0.81367713	0.80377424	0.0	0.82018673	0.84950113	0.786038	0.7792074	0.8858397	0.8927707	0.85141945	0.8539773	0.8405588	0.84779865	0.7069441	0.7412803	0.7619416	0.7802088	0.55153185	0.76479864	0.8100164	0.88557726	0.82779115	0.8437164	0.8182869	0.857917	0.9101804	0.87243843	0.6771414	0.8607798	0.4713586	0.8911413	0.8010951	0.78022695	0.8624442	0.80926156	0.80748224	0.7879144	0.6788364	0.9237248	0.89774346	0.8374509	0.8398756	0.8342378	0.7936907	0.8943875	0.88669586	0.83429885	0.6775774	0.9060349	0.7987771	0.7997798	0.85034686	0.857239	0.8576901	0.83051246	0.8074869	0.63550866	0.6564861	0.8362509	0.8540008	0.83313495	0.86014503	0.80914676	0.8578899	0.87015676	0.82223654	0.84912014	0.91931933	0.8788698	0.89089525	0.8502114	0.8235531	0.89070934	0.87708974	0.6754011	0.8280369	0.8726749	0.87347203	0.7201246	0.85335994	0.71339196	0.86009383	0.8598806	0.80229294	0.8963462	0.7106043	0.8962834	0.89226747	0.8744661	0.80013	0.8922846	0.890913	0.86853385	0.8369609	0.8585105	0.8781304	0.5777478	0.84524864	0.7251799	0.8778782	0.83531195	0.90268064	0.87326586	0.8516662	0.8326129	0.8076291	0.7702612	0.86412823	0.8623368	0.822047	0.7909964	0.7829516	0.79083264	0.70838463	0.90028036	0.8511907	0.8420142	0.80520386	0.8773656	0.8856134	0.77439886	0.79333645	0.84864354	0.7652556	0.89541537	0.7637804	0.87948537	0.53178996	0.87420857	0.8908247	0.8464306	0.8489581	0.890631	0.85979736	0.7801521	0.83179736	0.8495053	0.82369816	0.87950736	0.853694	0.836313	0.8734266	0.892977	0.842813	0.7229169	0.7984969	0.83481705	0.93810546	0.7415952
om/comp	0.7651317	0.8126165	0.8109529	0.88794076	0.8512055	0.84342027	0.78023875	0.8912898	0.69098294	0.92071056	0.8613186	0.76150036	0.7720052	0.8508175	0.8199949	0.77598953	0.6409791	0.6050664	0.82018673	0.0	0.8395492	0.9351558	0.8053183	0.7870386	0.84799176	0.6686603	0.6651244	0.8228646	0.6229845	0.8660774	0.93099827	0.90598154	0.59583884	0.8892114	0.9447206	0.8166394	0.749645	0.74225503	0.6896474	0.84649193	0.80765927	0.8539154	0.7847334	0.9438725	0.70583755	0.7906075	0.83327323	0.90041864	0.8377029	0.9135001	0.95288193	0.9003708	0.85815704	0.7931191	0.86850834	0.8201844	0.9195462	0.85840803	0.87390137	0.78966844	0.8807689	0.9279251	0.67496884	0.8878097	0.8593306	0.81317496	0.62329435	0.826176	0.7689526	0.68952584	0.8220832	0.8973971	0.8327441	0.8552324	0.69747865	0.65256596	0.62115026	0.92578244	0.45460117	0.70064604	0.758489	0.8819323	0.6612347	0.8784336	0.77017725	0.7640986	0.7216213	0.88007915	0.7899855	0.8620811	0.8796813	0.9340208	0.7638031	0.86007524	0.8804155	0.7249572	0.7934663	0.68710756	0.8301822	0.78903747	0.8612822	0.69399035	0.91784394	0.79865265	0.8061422	0.6973866	0.75214994	0.91965187	0.84788156	0.8780644	0.9484437	0.8342382	0.8362293	0.853324	0.94046426	0.82434833	0.67875445	0.88866806	0.9841198	0.95942587	0.72902405	0.91637325	0.63785243	0.7836817	0.85045815	0.9439533	0.8899069	0.6223464	0.7127733	0.8578044	0.8296667	0.9111973	0.7974019	0.9040868	0.9205073	0.7652863	0.8479254	0.8611376	0.92582893	0.7992004	0.8832897	0.87917525	0.8553862	0.8350298	0.7378986	0.8387208	0.7617557	0.77471864	0.8799709	0.77003103	0.83951914	0.8193798	0.72987473	0.7758846	0.6504889	0.90106714	0.87508035	0.985766	0.8103425	0.71554726	0.7771589	0.870276	0.6949488	0.87359184	0.86682546
stuk/noun	0.8838916	0.79810005	0.86535	0.9014492	0.880166	0.8899662	0.92264074	0.77310896	0.85058475	0.8805535	0.9290151	0.8158376	0.8661668	0.8605974	0.8589485	0.80986106	0.77682424	0.9074284	0.84950113	0.8395492	0.0	0.81353	0.8449767	0.86964476	0.94591075	0.84884727	0.7774846	0.9120863	0.8188262	0.88543284	0.8750872	0.93325	0.88114536	0.8202784	0.93848675	0.8879078	0.89455205	0.84705627	0.79640365	0.8951146	0.9078904	0.93711406	0.91846615	0.9359533	0.8081783	0.8443609	0.91497	0.9144127	0.88598275	0.9420121	0.9043001	0.8768421	0.8776944	0.8783181	0.9727517	0.6840929	0.9368437	0.8633511	0.87730956	0.8467207	0.8672737	0.94802594	0.8615318	0.91394305	0.8934008	0.8814682	0.79737186	0.86371267	0.8433788	0.8561685	0.9166556	0.9236071	0.87833774	0.88929194	0.88011587	0.8489955	0.8105626	0.946055	0.80011964	0.7936748	0.8140468	0.8770055	0.85035133	0.9075613	0.87907374	0.87382984	0.86121875	0.9199467	0.8133569	0.85390913	0.8665602	0.9294489	0.8768523	0.89772815	0.9176291	0.8573607	0.9306324	0.89092857	0.93973595	0.830379	0.93570983	0.7594894	0.94346035	0.92217636	0.9336121	0.81610453	0.79879755	0.8893288	0.89528805	0.8543569	0.909089	0.80162585	0.84968495	0.8840121	0.9281691	0.79740655	0.7546588	0.9307613	0.92552257	0.9405048	0.8437044	0.9477054	0.8503078	0.88059735	0.90563333	0.9477778	0.90597403	0.88947636	0.85238194	0.8018256	0.92461765	0.8821909	0.8935833	0.9384486	0.9486362	0.93860847	0.9002787	0.7905012	0.89555043	0.85137796	0.90725493	0.9081943	0.83116955	0.85169363	0.8856207	0.9353795	0.8253691	0.8714471	0.6514566	0.8618633	0.8757936	0.8478771	0.9143065	0.91596836	0.86005765	0.93355876	0.90332294	0.98546684	0.8921378	0.85800254	0.82685494	0.8417506	0.8749631	0.96078825	0.91648495
nummer/noun	0.91729707	0.7786865	0.8592307	0.8442317	0.874448	0.80214345	0.95763427	0.76266074	0.90584826	0.7543782	0.89401877	0.8929821	0.84508073	0.92678285	0.9045938	0.85651296	0.88869584	0.8805935	0.786038	0.9351558	0.81353	0.0	0.85604864	0.94951624	0.9203368	0.94473594	0.86852413	0.93533564	0.9028274	0.81843126	0.64386994	0.8491533	0.91509014	0.6574223	0.7677132	0.91410565	0.9489871	0.9141886	0.907797	0.8823476	0.92233104	0.8992928	0.92402935	0.8156537	0.88585365	0.7997396	0.9381629	0.8680302	0.8491198	0.9014337	0.836105	0.77613354	0.83058196	0.79195154	0.96371025	0.9388496	0.86072767	0.8490394	0.8327397	0.9123146	0.9274169	0.8554046	0.9128272	0.780323	0.90887314	0.8674945	0.9015539	0.87653565	0.92871636	0.9486139	0.8853712	0.9096813	0.7951712	0.8350249	0.9212381	0.93475515	0.94106597	0.7862045	0.90072966	0.93714195	0.91269326	0.89983726	0.91311324	0.9597603	0.8839968	0.9287191	0.9134403	0.8744199	0.9172133	0.8860085	0.77306765	0.7621286	0.9424383	0.92755365	0.84616894	0.8645246	0.916767	0.93755394	0.92027	0.90751874	0.946042	0.88122964	0.86463475	0.9453041	0.93711996	0.8719305	0.937122	0.85055625	0.8990716	0.7900688	0.8225435	0.8965813	0.78023905	0.89451337	0.730636	0.90708876	0.9228884	0.8542339	0.64337194	0.8342798	0.86731434	0.8754891	0.87293553	0.94036806	0.8860224	0.8455014	0.7828105	0.9192817	0.89860356	0.7394663	0.9422263	0.82221764	0.90425485	0.89712274	0.909592	0.9436347	0.82703483	0.7951087	0.7928289	0.84562325	0.9133357	0.8402177	0.9165245	0.70038927	0.9205042	0.9397988	0.9242511	0.94289666	0.76102614	0.9278617	0.84375674	0.8820994	0.9115621	0.9335732	0.9207899	0.9038737	0.882401	0.8770714	0.9249692	0.91406095	0.83030397	0.82981515	0.92726505	0.97171545	0.8960304
al/adv	0.87629247	0.6269828	0.8850755	0.711253	0.8289695	0.82390875	0.8560954	0.78789604	0.6834298	0.89113986	0.8305925	0.76825947	0.8299628	0.8853389	0.8484123	0.81115925	0.7799405	0.8184159	0.7792074	0.8053183	0.8449767	0.85604864	0.0	0.80263776	0.8748064	0.75594187	0.8476737	0.82518053	0.82315737	0.8244397	0.89254403	0.8464369	0.7534785	0.80662966	0.90729046	0.8650316	0.9078237	0.8480797	0.7737838	0.9056911	0.8797895	0.91133684	0.8033888	0.8274476	0.80113524	0.80422586	0.88517123	0.7656191	0.8212972	0.86230284	0.91063905	0.89145565	0.82366395	0.80857384	0.92611086	0.8178019	0.8434142	0.9057065	0.6608326	0.8771357	0.90478325	0.8708613	0.78274614	0.8414264	0.82813853	0.87144226	0.7227032	0.65114325	0.89723843	0.7583663	0.6938967	0.8370209	0.8119311	0.8394945	0.8195157	0.79062676	0.7940088	0.88434595	0.84816414	0.7327894	0.8229112	0.827212	0.7433362	0.9136334	0.8575882	0.8537859	0.84184235	0.82126623	0.8924489	0.8658439	0.79808754	0.86565804	0.8524171	0.8853154	0.8690721	0.7589604	0.8624618	0.8417396	0.8619405	0.8832204	0.8993896	0.7443801	0.8670701	0.84025764	0.87570596	0.8355229	0.82443446	0.89513886	0.8457563	0.8711599	0.93072987	0.83931917	0.79025096	0.8469684	0.83904403	0.8793128	0.8216489	0.9014336	0.9349054	0.8848446	0.8869519	0.8864615	0.8328483	0.8173232	0.6819811	0.87726474	0.85095984	0.8306544	0.6790551	0.8528081	0.887164	0.88916343	0.864486	0.9024663	0.9331533	0.8773988	0.828928	0.6645432	0.9279821	0.8450768	0.83764374	0.82894135	0.9034591	0.757079	0.8796734	0.90751135	0.814159	0.86695755	0.8719009	0.8689665	0.8247584	0.84006137	0.8329592	0.8200808	0.7804535	0.8615763	0.82848054	0.9722532	0.9060426	0.86963296	0.78796136	0.75206053	0.8248072	0.88987374	0.8276598
bij/adv	0.8883816	0.8334883	0.8738586	0.8553512	0.86262316	0.87491924	0.9226256	0.9096207	0.8662385	0.91180015	0.87483436	0.79880816	0.835413	0.9123247	0.85086095	0.87807053	0.77059484	0.7732089	0.8858397	0.7870386	0.86964476	0.94951624	0.80263776	0.0	0.9222022	0.65247905	0.83573306	0.86188066	0.795858	0.86167383	0.9367324	0.90852505	0.7853795	0.9021158	0.92225367	0.8775845	0.90298617	0.7285494	0.8232099	0.88808024	0.9240394	0.9174879	0.8366796	0.9142027	0.8194526	0.88493043	0.8882148	0.91450447	0.8693527	0.9266846	0.95640516	0.9013166	0.88071084	0.8680769	0.9378547	0.80514836	0.8969027	0.91913974	0.8853046	0.8653415	0.9055722	0.9441581	0.812441	0.88568354	0.9510855	0.83405614	0.79957867	0.799464	0.85189325	0.72940934	0.8677961	0.91781735	0.8324429	0.87690365	0.7829669	0.7956924	0.76167005	0.9448635	0.7942431	0.67486334	0.8103551	0.90479946	0.8038507	0.90320885	0.85277843	0.81967396	0.8484949	0.85568714	0.8714087	0.89724714	0.8937005	0.9197519	0.8586337	0.8634064	0.88662064	0.80266285	0.87847435	0.8253448	0.8900778	0.8648189	0.91996896	0.8845781	0.9409779	0.8450153	0.8439237	0.7689136	0.7873472	0.9422898	0.9281643	0.89253235	0.9385816	0.83958894	0.86801445	0.89426416	0.8843132	0.9206589	0.78361046	0.93816763	0.9705966	0.9437341	0.8522241	0.92254674	0.8529925	0.74255294	0.8899129	0.9299083	0.8780428	0.8480119	0.7805345	0.8797668	0.8684851	0.90709895	0.85228544	0.8904102	0.95641565	0.89759314	0.8830076	0.9170058	0.91159046	0.8123244	0.8768783	0.86917025	0.89090157	0.89602846	0.89019024	0.87646604	0.72915024	0.8732258	0.89405495	0.83341885	0.8336672	0.8901256	0.7918773	0.8798238	0.8588706	0.91274095	0.89071995	0.9699602	0.89364535	0.8196326	0.83124566	0.89096695	0.8269692	0.9293989	0.86987555
