	terstond/adv	inmiddels/adv	als/prep	na/prep	Rintje/name	Hakkinen/name	ermee/pp	in/adv	voor/comp	trio/noun	gisteren/adv	maar/adv	prompt/adj	ten/prep	deal/noun	Afrikaan/noun	namelijk/adv	alsnog/adv	atleet/noun	om/comp	stuk/noun	nummer/noun	al/adv	bij/adv	VS/name	echter/adv	vervolgens/adv	wegens/prep	die/det	Canadees/noun	zangeres/noun	Australië/name	zij/pron	deelnemer/noun	Kim/name	onderzoeker/noun	behoefte/noun	geenszins/adv	je/pron	jury/noun	stichting/noun	Spirit/name	definitief/adj	wereldkampioen/noun	daarna/adv	zwemmer/noun	veroorzaker/noun	1996/noun	Zuid-Koreaan/noun	Frankrijk/name	Donovan/name	Jon/name	Ferrari/name	kandidaat/noun	staatssecretaris/noun	erg/adj	Engeland/name	plaats/verb	laat/adj	bevolking_groep/noun	A_merk/noun	woensdag/noun	iedereen/pron	land_genoot/noun	's/adv	tegenstander/noun	ze/pron	toen/adv	genetisch/adj	niet/adv	nadat/comp	tijdens/prep	ploeg/noun	Thorpe/name	daarmee/pp	als/comp	omdat/comp	Durand/name	door/comp	toch/adv	echt/adj	Nederland/name	men/pron	nationaal-socialisme/noun	daarop/pp	impliciet/adj	haar/pron	gisteravond/adv	overdaad/noun	tijdperk/noun	Belg/noun	Martina/name	zich/pron	logischerwijze/adv	elftal/noun	meteen/adv	IOC/name	hiermee/pp	Joegoslavië/name	door/prep	luchtvaart_autoriteit/noun	mens/noun	donderdag/noun	Melkert/name	liberaal/noun	uiteraard/adv	misschien/adv	Carpenter/name	kinderloos/adj	Bauer/name	Jack/name	weinig/noun	coureur/noun	getuige/noun	winnaar/noun	auto/noun	daardoor/pp	NU/name	11/num	zaterdag/noun	automatisch/adj	bestuur_lid/noun	voor/prep	achteraf/pp	toen/comp	zondag/noun	Schumacher/name	hen/pron	hij/pron	kwartet/noun	Maij/name	Gordon/name	partij/noun	scheidsrechter/noun	Brussel/name	commissie/noun	Brit/noun	dag/noun	Marcus/name	opponent/noun	vanmorgen/adv	Italiaan/noun	rest/noun	renner/noun	management/noun	volgens/prep	aanvankelijk/adj	sector/noun	boek/noun	mensheid/noun	Deen/noun	Mexicaan/noun	voorlopig/adj	Libië/name	eerst/adv	Duitsland/name	gistermiddag/adv	Van/name	noodzakelijkerwijs/adv	zichzelf/pron	viertal/noun	twee/num	hem/pron	Tweede/name	Groenewold/name
men/pron	0.81298697	0.8220716	0.84817415	0.93319654	0.8291001	0.8412188	0.7600645	0.8685797	0.75289685	0.92513394	0.88091034	0.66117954	0.8275145	0.9255979	0.81655467	0.7551532	0.66089296	0.7845943	0.84912014	0.6612347	0.85035133	0.91311324	0.7433362	0.8038507	0.9124716	0.5917977	0.74353945	0.90202296	0.6363892	0.8593597	0.9217724	0.9193016	0.44286513	0.88048035	0.9407751	0.7140324	0.77314734	0.70086884	0.41889662	0.7927029	0.8856302	0.8488108	0.8208267	0.94194925	0.7680332	0.83124554	0.8327776	0.934696	0.85264814	0.911825	0.9420264	0.91771597	0.8734727	0.84727055	0.90196913	0.7239665	0.91582125	0.8785282	0.88504136	0.78285253	0.8673482	0.9387718	0.5029417	0.91303307	0.86869806	0.80039984	0.4212575	0.768757	0.78294754	0.52835083	0.9007473	0.9326552	0.8570322	0.8632327	0.76868725	0.6497517	0.6708255	0.9295148	0.6833382	0.5990077	0.69276553	0.88043356	0.0	0.81034815	0.8195663	0.74106824	0.6997218	0.89356506	0.7900964	0.83882153	0.840732	0.9088197	0.6861005	0.8299756	0.91705436	0.7550163	0.8261286	0.7182075	0.890507	0.88317406	0.8605886	0.63582516	0.9332285	0.7409101	0.7484565	0.67817557	0.6843101	0.93868923	0.8209801	0.88043046	0.92862815	0.75513095	0.8345324	0.84289086	0.9278046	0.8656609	0.77653015	0.9105446	0.9676119	0.940968	0.7666715	0.9174945	0.8358377	0.62187624	0.86084986	0.9252898	0.8909652	0.6727216	0.52041614	0.8583982	0.8145877	0.8915488	0.8119343	0.8745454	0.92235553	0.7946726	0.82691574	0.87304246	0.9110636	0.8054371	0.8881253	0.8652767	0.8518481	0.86229956	0.80329573	0.88399893	0.722381	0.8223805	0.86628693	0.75312287	0.8339356	0.8073319	0.7508787	0.82985234	0.6686566	0.91124076	0.8940331	0.96487904	0.8039011	0.680218	0.8125676	0.9082585	0.6641879	0.8950076	0.8748387
nationaal-socialisme/noun	0.87201834	0.8984672	0.8628211	0.89628893	0.9212985	0.9237705	0.890736	0.90707684	0.89012605	0.9307092	0.9258699	0.9071962	0.8836017	0.8758162	0.9041159	0.8484931	0.84196556	0.8922341	0.91931933	0.8784336	0.9075613	0.9597603	0.9136334	0.90320885	0.901818	0.82808334	0.8665363	0.8844574	0.7926762	0.91070557	0.93113196	0.9194597	0.7791198	0.9401542	0.96781194	0.8716596	0.8830076	0.82106435	0.8486868	0.891642	0.91485816	0.93904835	0.8775405	0.9297641	0.89940476	0.917841	0.88647294	0.92612886	0.9124106	0.9068756	0.9432776	0.93650216	0.91258603	0.91410357	0.93052536	0.88745654	0.8984264	0.9202177	0.8990594	0.8052385	0.89816016	0.9656717	0.8680254	0.924043	0.95702803	0.8632305	0.83192426	0.87269795	0.8425785	0.86175865	0.89791185	0.91683614	0.9222116	0.92344534	0.83354473	0.860873	0.85499924	0.94056123	0.83811766	0.8715383	0.8719119	0.87031734	0.81034815	0.0	0.8943071	0.8056884	0.8538282	0.91931546	0.8625168	0.8176541	0.92757237	0.9405228	0.8510709	0.9211442	0.9239012	0.8770105	0.8886431	0.8501716	0.8629044	0.84619766	0.9256039	0.85678273	0.9635943	0.8550086	0.8456309	0.8791578	0.85505766	0.94740164	0.88689613	0.90396035	0.94885194	0.88429743	0.91542715	0.8974301	0.9464682	0.92740107	0.8888043	0.88957304	0.9794163	0.97117573	0.87753624	0.9430002	0.89314437	0.8687371	0.8969595	0.96975285	0.9228194	0.8399657	0.8011794	0.8939146	0.8943832	0.9178216	0.8575597	0.94216174	0.96534735	0.90145	0.8777123	0.94052875	0.9418016	0.85909796	0.9257275	0.91113955	0.9025302	0.9263541	0.8772059	0.8948189	0.839439	0.88413244	0.863961	0.78598976	0.89323497	0.87682396	0.91898334	0.8772499	0.904894	0.87402314	0.9196315	0.9808242	0.83043146	0.82801235	0.88799214	0.92302537	0.8188697	0.8729811	0.9145533
daarop/pp	0.7426102	0.74120295	0.85778534	0.7539186	0.8404462	0.8718011	0.82576346	0.8894395	0.732038	0.85284734	0.6309528	0.8692486	0.51545167	0.90597564	0.81852394	0.8367406	0.7993554	0.6614055	0.8788698	0.77017725	0.87907374	0.8839968	0.8575882	0.85277843	0.8578877	0.72697365	0.5102282	0.73992705	0.78352493	0.84822816	0.89168185	0.89408827	0.66709125	0.9220039	0.92685056	0.85360444	0.8920063	0.8428013	0.8483596	0.8108708	0.84746206	0.86653334	0.77615714	0.9388364	0.61818784	0.8720927	0.8667283	0.83100533	0.8395034	0.89871734	0.89734226	0.88946855	0.85417265	0.8487755	0.8199961	0.9233194	0.9107388	0.8534278	0.7983656	0.8681455	0.90681815	0.81052184	0.8621553	0.89264303	0.8756813	0.8324487	0.7174567	0.69178224	0.8879546	0.87110996	0.54638505	0.8304824	0.89494807	0.8803658	0.7427961	0.79419947	0.7036463	0.9192807	0.72601104	0.87026733	0.90849674	0.90305454	0.8195663	0.8943071	0.0	0.7694972	0.7199369	0.70905197	0.87548566	0.89209235	0.911986	0.90272766	0.7837455	0.87062746	0.9120132	0.6294626	0.80035114	0.74091387	0.82635707	0.7291146	0.8316746	0.8628482	0.79031664	0.75965726	0.81609946	0.84325635	0.905483	0.9312583	0.8910043	0.8632172	0.88814247	0.8646035	0.84619784	0.72188276	0.9123947	0.7717583	0.79258096	0.89896345	0.951529	0.91702986	0.72963464	0.8749819	0.85383415	0.8100763	0.6844831	0.9131113	0.89271915	0.73135304	0.6764263	0.84867996	0.8299078	0.88040096	0.834778	0.8150356	0.88915205	0.7517978	0.8395663	0.8543762	0.90109855	0.83498603	0.6865385	0.8625283	0.8916411	0.87501407	0.8293916	0.76662815	0.7317197	0.87957203	0.87047136	0.881346	0.8472149	0.8532286	0.73660034	0.79529256	0.7137413	0.90213954	0.6771718	0.9246627	0.88581246	0.8408493	0.7314151	0.7575787	0.6920363	0.7933937	0.8730196
impliciet/adj	0.83405495	0.7979179	0.7592992	0.8673633	0.9102799	0.90187055	0.84332055	0.8774043	0.86419326	0.9176019	0.7162333	0.86530876	0.764377	0.8122988	0.78236824	0.81330365	0.7198725	0.7503806	0.89089525	0.7640986	0.87382984	0.9287191	0.8537859	0.81967396	0.78048474	0.68290406	0.796058	0.78807116	0.6853968	0.8573065	0.90114707	0.8837745	0.6584376	0.91301435	0.92727464	0.78407747	0.7920242	0.69921076	0.8445381	0.7905804	0.8408972	0.8606927	0.7898924	0.92193717	0.8878057	0.8913919	0.8341348	0.88731176	0.85555863	0.8607713	0.938211	0.9044297	0.87335	0.82452214	0.8200128	0.8641654	0.8890026	0.88500583	0.9125347	0.7514273	0.8819482	0.8965685	0.83221173	0.86548793	0.955142	0.80941457	0.796826	0.84133077	0.79765403	0.8117018	0.80889606	0.88412905	0.9066941	0.8742772	0.6858096	0.80402195	0.73012644	0.9363187	0.7364431	0.82767737	0.8747531	0.84695166	0.74106824	0.8056884	0.7694972	0.0	0.8291497	0.7863885	0.76809096	0.8015101	0.8946115	0.9203765	0.79373103	0.8768242	0.9092035	0.8123542	0.7772784	0.6903665	0.7775025	0.76722085	0.8550064	0.8421127	0.89017123	0.6892903	0.7367894	0.80070764	0.839813	0.893664	0.8592619	0.88479	0.8926654	0.7899256	0.8912897	0.82261795	0.9148404	0.9387633	0.8195749	0.8960361	0.96420366	0.9558122	0.74980795	0.88524157	0.78542984	0.76161516	0.8933932	0.96300036	0.9103075	0.7844437	0.7387629	0.8360466	0.8522662	0.8536629	0.7852466	0.8872908	0.9047481	0.73733914	0.8117508	0.9402319	0.885992	0.80996346	0.77637506	0.87463194	0.9171839	0.8986652	0.7824734	0.73020506	0.73404384	0.81883836	0.8053973	0.7684815	0.8585361	0.81742704	0.782256	0.72769463	0.83507293	0.8598837	0.824716	0.9189444	0.74605924	0.7685319	0.8298491	0.9146185	0.78424954	0.8014144	0.9010992
haar/pron	0.7853992	0.8369938	0.842358	0.90668386	0.7634047	0.85274094	0.76623243	0.9126193	0.767869	0.865129	0.8707123	0.75107294	0.6801424	0.96592516	0.88554883	0.74444765	0.74991965	0.772721	0.8502114	0.7216213	0.86121875	0.9134403	0.84184235	0.8484949	0.9167161	0.7782892	0.62342966	0.85965204	0.72312635	0.8035415	0.7889048	0.9041397	0.52279294	0.9310196	0.85434747	0.8560897	0.8868352	0.7969179	0.5965685	0.8108715	0.8934818	0.9220827	0.8777353	0.9346613	0.7143078	0.8276971	0.87977004	0.88104707	0.8254757	0.9352138	0.8929534	0.87763196	0.82511735	0.8967145	0.90628874	0.8024991	0.91166455	0.9299107	0.8578649	0.8477071	0.9085623	0.9289318	0.6246963	0.81444234	0.8258637	0.80282354	0.41680914	0.6654973	0.9003921	0.6922662	0.7708607	0.87380123	0.91611266	0.85065687	0.8269551	0.6738037	0.6960798	0.91463	0.70614344	0.722983	0.72381246	0.913671	0.6997218	0.8538282	0.7199369	0.8291497	0.0	0.8819826	0.8337606	0.88001776	0.87255096	0.8405162	0.74567306	0.8986406	0.9235966	0.71127445	0.858246	0.83655	0.90067536	0.7274416	0.901488	0.6638912	0.92254287	0.77098566	0.849953	0.801986	0.7649988	0.90209264	0.7992535	0.836476	0.84240174	0.82592195	0.8224578	0.7768442	0.9268793	0.8175719	0.8371122	0.9294029	0.98302495	0.9526403	0.84492445	0.91950107	0.88478047	0.73997366	0.6910549	0.9528421	0.8713717	0.3381704	0.48642606	0.838653	0.8374234	0.8525664	0.893994	0.8707594	0.95654964	0.86746776	0.80817354	0.8538003	0.87749964	0.79534674	0.89128417	0.83095324	0.8539846	0.877044	0.8713689	0.9019971	0.79697275	0.94213176	0.84029114	0.7665829	0.81796604	0.785083	0.8453564	0.841262	0.73946804	0.94476426	0.8365655	0.9629979	0.8710577	0.60421157	0.7741275	0.8166446	0.16091561	0.909984	0.845795
gisteravond/adv	0.81037104	0.73604757	0.81964487	0.65019405	0.8584937	0.859247	0.8698635	0.8972349	0.8213935	0.8278969	0.27203834	0.9316225	0.6951771	0.8277489	0.7941997	0.8312797	0.87864035	0.65885496	0.8235531	0.88007915	0.9199467	0.8744199	0.82126623	0.85568714	0.83532983	0.77968854	0.7601305	0.8115074	0.9049147	0.75267816	0.84547436	0.79158187	0.79613805	0.8612033	0.8149771	0.83996296	0.94711137	0.7910336	0.95280313	0.8304006	0.8006261	0.8235515	0.7564063	0.7907227	0.7779983	0.83664167	0.87910986	0.75788504	0.7740929	0.8103211	0.8697666	0.8191321	0.8638271	0.7813754	0.73765767	0.9366128	0.7580167	0.83098805	0.77892673	0.8874899	0.91342866	0.5277572	0.9110912	0.74826956	0.7864298	0.70891553	0.8618024	0.7242212	0.9447974	0.90082586	0.53886974	0.67170805	0.71718836	0.82132846	0.78000003	0.86805904	0.8443272	0.8952513	0.84787667	0.8893818	0.913442	0.80393505	0.89356506	0.91931546	0.70905197	0.7863885	0.8819826	0.0	0.8972271	0.882571	0.7960283	0.8234331	0.8198769	0.8857489	0.691466	0.78407454	0.7958963	0.7625357	0.74944836	0.74919975	0.81732833	0.88811636	0.55894303	0.71374875	0.7747358	0.8911046	0.936679	0.93304235	0.89877087	0.820079	0.7994054	0.81159896	0.8308258	0.7762459	0.7496942	0.8564396	0.85410446	0.9004884	0.8775309	0.6460811	0.894472	0.7358115	0.83795464	0.81780386	0.6829821	0.7053567	0.8429131	0.8575576	0.76088995	0.7806203	0.8009624	0.80663264	0.7683706	0.71870583	0.7301817	0.76127535	0.7841538	0.7985181	0.8055374	0.6899454	0.42492425	0.7558764	0.9285462	0.8509651	0.8627384	0.6793704	0.7142278	0.9293319	0.91858184	0.9154941	0.7312517	0.83921003	0.74695444	0.7700844	0.81541413	0.8053113	0.2801854	0.7864745	0.90521073	0.8804315	0.75900483	0.75508845	0.84128547	0.72904027	0.82087284
overdaad/noun	0.8711451	0.8950882	0.80166614	0.89604783	0.87846357	0.8989187	0.89479554	0.9157626	0.8864837	0.89467084	0.9171871	0.82662785	0.8669069	0.91144776	0.86970085	0.77853954	0.758955	0.87683296	0.89070934	0.7899855	0.8133569	0.9172133	0.8924489	0.8714087	0.9001301	0.7815	0.8136731	0.8647109	0.7113473	0.88684124	0.8763164	0.9258588	0.8107841	0.9218271	0.9320051	0.8506856	0.7900145	0.7712543	0.7761098	0.87575567	0.9285277	0.9165503	0.90510476	0.92494106	0.8495873	0.85799706	0.85898954	0.9255329	0.89268637	0.93276167	0.91726196	0.8874617	0.8748677	0.91869795	0.94765383	0.78841025	0.91465735	0.8777681	0.9101319	0.81537163	0.9161146	0.9512893	0.83427763	0.9009616	0.90378845	0.85308975	0.7867372	0.86815125	0.80104744	0.8363901	0.89281607	0.8972453	0.900285	0.8619663	0.8281747	0.81851643	0.7892308	0.9315112	0.7574083	0.8040638	0.76034826	0.89901793	0.7900964	0.8625168	0.87548566	0.76809096	0.8337606	0.8972271	0.0	0.79036784	0.905242	0.9140687	0.8498211	0.893504	0.9048918	0.84879327	0.9088457	0.8301754	0.8949367	0.7964044	0.9237163	0.8156382	0.9538092	0.85950917	0.88600415	0.8138747	0.8006685	0.88473606	0.88761955	0.8584908	0.8741629	0.81677896	0.864266	0.9011803	0.9329314	0.8771137	0.78174573	0.92903024	0.97108895	0.9476704	0.8317411	0.9290196	0.7967514	0.80923486	0.8930117	0.94593334	0.90488034	0.84859484	0.82129943	0.8234541	0.9019278	0.8727262	0.90147275	0.90932906	0.95594364	0.9036448	0.8771802	0.91556096	0.8723194	0.82033515	0.92551446	0.89585805	0.8936822	0.90087986	0.8499449	0.8798329	0.81941533	0.8422477	0.80895907	0.79347336	0.853147	0.8511399	0.89676386	0.8774497	0.86613417	0.9232053	0.90852004	0.96044	0.8221791	0.831558	0.82581514	0.90431476	0.85263956	0.9416785	0.8854082
tijdperk/noun	0.88013643	0.83221805	0.76656014	0.8712797	0.90517634	0.89790416	0.89223975	0.9018031	0.8752458	0.88937443	0.8925661	0.90850616	0.8701713	0.85460347	0.8643843	0.8110109	0.8028913	0.88339245	0.87708974	0.8620811	0.85390913	0.8860085	0.8658439	0.89724714	0.8434627	0.85863674	0.8647447	0.8888699	0.8058983	0.84333915	0.8855275	0.87809795	0.84077287	0.92141616	0.9122977	0.866122	0.83229166	0.80565405	0.8675599	0.8993639	0.9187631	0.91191906	0.84676737	0.8946211	0.88641214	0.8723739	0.9066924	0.8546137	0.92011994	0.88013494	0.92917025	0.8798463	0.8660342	0.8940032	0.917139	0.8647969	0.8603574	0.8875571	0.88424236	0.78484356	0.89892954	0.93804735	0.8701638	0.8841356	0.941721	0.8553537	0.86291504	0.838649	0.8408028	0.8799275	0.88499737	0.8893571	0.885126	0.86436826	0.80185723	0.8764656	0.87228596	0.9177093	0.83417886	0.8813337	0.83062583	0.8297819	0.83882153	0.8176541	0.89209235	0.8015101	0.88001776	0.882571	0.79036784	0.0	0.8912492	0.90077597	0.86140037	0.9043671	0.8862685	0.88023496	0.87420946	0.7992177	0.81661	0.83226377	0.9376654	0.86013436	0.9395616	0.8551424	0.85730743	0.8465304	0.8542372	0.9003119	0.8863446	0.8723101	0.8586801	0.8236811	0.8610952	0.9108613	0.89068377	0.90781856	0.8661656	0.92683697	0.9651908	0.9406658	0.85015714	0.90680695	0.8428422	0.89685106	0.8481727	0.9352154	0.8919205	0.8904254	0.83357996	0.82512546	0.92959166	0.85278547	0.80479336	0.9410623	0.9309717	0.91016835	0.8579484	0.88024324	0.880058	0.8392071	0.9085308	0.88528544	0.8885877	0.9025197	0.8548735	0.8890254	0.8827156	0.8023051	0.7777466	0.7355149	0.8659267	0.866892	0.8896957	0.84632295	0.92003477	0.8625422	0.87320834	0.9402005	0.8269189	0.8474843	0.8554986	0.8914703	0.8760247	0.8910798	0.9105714
Belg/noun	0.8926146	0.78458583	0.8254098	0.82366675	0.84406024	0.7834388	0.9175172	0.79550666	0.8799872	0.8077237	0.8161922	0.8505206	0.82542384	0.87400514	0.90582126	0.60775363	0.83691704	0.84489334	0.6754011	0.8796813	0.8665602	0.77306765	0.79808754	0.8937005	0.89964974	0.8766535	0.87876654	0.8924691	0.8652804	0.60117817	0.8014611	0.7698953	0.8162699	0.65375006	0.71046925	0.88376623	0.9240214	0.8451709	0.85455215	0.862162	0.92843145	0.859776	0.9146063	0.63375175	0.87109363	0.72779226	0.91567546	0.8112702	0.7235496	0.74556637	0.84748787	0.81439096	0.7803068	0.7603098	0.9130807	0.8667217	0.7765186	0.85236406	0.81692696	0.79882956	0.89251363	0.9109357	0.8283975	0.459651	0.88194644	0.781374	0.81123865	0.81625956	0.91312623	0.8626617	0.8305027	0.8659187	0.68391097	0.7790126	0.86949	0.8514035	0.8336999	0.722437	0.8582776	0.824937	0.86527073	0.76117396	0.840732	0.92757237	0.911986	0.8946115	0.87255096	0.7960283	0.905242	0.8912492	0.0	0.8045376	0.8738905	0.88001513	0.78185856	0.8571837	0.8787183	0.9058389	0.8555435	0.82889694	0.95103353	0.71048003	0.92409015	0.90440714	0.8213679	0.8290597	0.8621598	0.9039176	0.82336104	0.8179968	0.860006	0.87831	0.6475035	0.88856333	0.6812571	0.89132696	0.8655073	0.9205208	0.82837117	0.8686157	0.870104	0.8129852	0.83311725	0.87442154	0.822298	0.84023285	0.7461335	0.8111832	0.8003861	0.7473146	0.9246491	0.8287618	0.86227214	0.83140576	0.8129692	0.9365159	0.59049416	0.7988522	0.779081	0.74354315	0.87755764	0.5272682	0.8989573	0.5844312	0.9145611	0.8947207	0.86562204	0.8943798	0.910589	0.871059	0.60372293	0.71669734	0.8852035	0.8564971	0.89075655	0.7861105	0.7946548	0.742979	0.9196016	0.87359244	0.7646537	0.77530533	0.86272204	0.94121575	0.81870013
Martina/name	0.91459376	0.88874847	0.8580095	0.827242	0.84452045	0.769012	0.93676347	0.9089782	0.91271436	0.86610174	0.85144836	0.93204194	0.84234	0.9030859	0.9055195	0.87509227	0.9071054	0.86926687	0.8280369	0.9340208	0.9294489	0.7621286	0.86565804	0.9197519	0.78478706	0.905305	0.87124014	0.8914206	0.90435857	0.76325315	0.77770334	0.77082133	0.86548054	0.85026497	0.4980669	0.90092164	0.9603518	0.8644489	0.90142083	0.9006061	0.91555846	0.91682214	0.89304173	0.71450144	0.8812393	0.8359138	0.93849283	0.80200744	0.8157728	0.84600484	0.8289465	0.76493764	0.76251155	0.9063346	0.9393382	0.9248344	0.8254415	0.86295974	0.87219334	0.91145146	0.9435939	0.8783907	0.9064997	0.66377676	0.94706756	0.8150634	0.8567476	0.82703006	0.9420753	0.9216442	0.82684803	0.851907	0.8185045	0.76452047	0.9027269	0.8935531	0.90022	0.81932	0.87766504	0.90714663	0.88549745	0.89454854	0.9088197	0.9405228	0.90272766	0.9203765	0.8405162	0.8234331	0.9140687	0.90077597	0.8045376	0.0	0.90539515	0.918119	0.8303375	0.8706295	0.87818575	0.92874944	0.8469744	0.87154007	0.92904127	0.91379404	0.89798355	0.8906273	0.9065957	0.8910744	0.91882247	0.8605591	0.8701285	0.7969098	0.82531416	0.90161693	0.8130908	0.92521715	0.76865	0.9399192	0.9075394	0.93869114	0.7969304	0.86085296	0.9058818	0.90031624	0.91073656	0.8982822	0.818301	0.866564	0.6744645	0.90827924	0.8167566	0.8102626	0.92346644	0.77087194	0.91605043	0.8738985	0.9127859	0.93110776	0.7977977	0.9022916	0.72051346	0.75313926	0.9114569	0.7736078	0.94822264	0.84035045	0.92259324	0.9240519	0.90024066	0.95753866	0.9267342	0.89897364	0.7816894	0.8721796	0.9272917	0.88079196	0.9161223	0.8605365	0.87125075	0.808108	0.9438058	0.88898814	0.8542889	0.8457842	0.87729794	0.9475338	0.8006833
zich/pron	0.81379	0.8367571	0.79399043	0.91933876	0.8443136	0.8911825	0.7952621	0.88403	0.8689611	0.9017035	0.8119384	0.8678093	0.8066771	0.88892424	0.86823833	0.79722726	0.7419019	0.79477143	0.8726749	0.7638031	0.8768523	0.9424383	0.8524171	0.8586337	0.88901556	0.7452807	0.74362266	0.8738412	0.7838836	0.8510853	0.9029549	0.90971774	0.64198434	0.8995437	0.938206	0.83840305	0.8188125	0.78608793	0.7259847	0.8188191	0.8626162	0.8756143	0.863166	0.9328555	0.8219485	0.8530035	0.87359697	0.91531867	0.8621254	0.9079869	0.93359023	0.90036887	0.8971805	0.82913435	0.89362586	0.82502776	0.9106388	0.8980651	0.9139156	0.80262804	0.88007045	0.91887105	0.7518985	0.88876224	0.92347056	0.81696177	0.71018076	0.83091223	0.8521654	0.7646482	0.83954513	0.90423775	0.8792223	0.8567078	0.7654562	0.80225474	0.77215743	0.9169361	0.71591216	0.82196784	0.8005504	0.8823225	0.6861005	0.8510709	0.7837455	0.79373103	0.74567306	0.8198769	0.8498211	0.86140037	0.8738905	0.90539515	0.0	0.9010375	0.8947674	0.83164936	0.83869064	0.7468475	0.84840596	0.7816299	0.899674	0.78218365	0.908933	0.7580267	0.79647636	0.82401615	0.8550339	0.92797935	0.8482731	0.867749	0.91304845	0.8290478	0.85303926	0.83980066	0.9338444	0.8845019	0.82353497	0.9046036	0.98800784	0.9550902	0.8338453	0.8962432	0.8512642	0.80093485	0.8513145	0.9514282	0.8907004	0.70594966	0.688707	0.84364724	0.8446545	0.8977245	0.8085836	0.9042693	0.9368543	0.82280594	0.8240494	0.9048292	0.91000056	0.8139937	0.8432716	0.83514977	0.86077464	0.8826274	0.8525748	0.84164745	0.7624887	0.86611784	0.8593314	0.808473	0.8411599	0.8445227	0.83656204	0.8622547	0.81234133	0.90615815	0.8231127	0.96169066	0.8378836	0.6741688	0.81047344	0.8951163	0.71396244	0.83399844	0.87229186
logischerwijze/adv	0.8800114	0.90695614	0.87184906	0.8486339	0.91114855	0.8897099	0.8935192	0.91316843	0.8828102	0.90778255	0.88881576	0.89270264	0.8661071	0.91911256	0.914695	0.9097879	0.8341839	0.85591376	0.87347203	0.86007524	0.89772815	0.92755365	0.8853154	0.8634064	0.93250823	0.78654397	0.86877763	0.9099072	0.8136491	0.90682876	0.93461925	0.9100839	0.8543753	0.90227395	0.9112933	0.89749926	0.89429003	0.83588946	0.8745264	0.91957766	0.9454254	0.91403615	0.83969927	0.8764559	0.8429285	0.8797633	0.9187181	0.90749115	0.9065893	0.9277422	0.9233395	0.93183774	0.8871049	0.89938164	0.95172006	0.9070536	0.90472275	0.9035737	0.89522636	0.8883781	0.901599	0.92698574	0.8831125	0.90017176	0.9300688	0.8772811	0.8651911	0.8799772	0.9093579	0.8639729	0.87643933	0.9155498	0.8056189	0.8967495	0.8489826	0.8811731	0.85366964	0.9417108	0.8534602	0.8251393	0.87484574	0.9187706	0.8299756	0.9211442	0.87062746	0.8768242	0.8986406	0.8857489	0.893504	0.9043671	0.88001513	0.918119	0.9010375	0.0	0.8762163	0.82376015	0.9156636	0.8700623	0.91400355	0.8902696	0.9192724	0.908591	0.920571	0.89628804	0.9088129	0.77176976	0.8706087	0.9402512	0.91674274	0.921264	0.96039736	0.8870889	0.88412166	0.9210483	0.88869506	0.9020563	0.8112084	0.9241828	0.9365274	0.91494197	0.81840444	0.9084495	0.8319557	0.8873595	0.89837736	0.8959268	0.89650923	0.9033485	0.86275405	0.8724903	0.90662634	0.9282389	0.8981582	0.8713447	0.91858995	0.90390223	0.93065125	0.8977869	0.9329801	0.85967326	0.8960085	0.88333046	0.9069963	0.8654566	0.87713397	0.90188956	0.8434665	0.8874099	0.9242387	0.9143593	0.8811132	0.9103954	0.83285797	0.9146498	0.8630797	0.9204134	0.8959515	0.92995125	0.8693302	0.9065484	0.8549317	0.88002694	0.8914529	0.9489197	0.9136367
