	om_kade_ring/noun	bijzonder/adj	commentaar/noun	hoe/adj	onnavolgbaar/adj	toneelstuk/noun	variatie/noun	min/adj	reactie/noun	behoorlijk/adj	waanzinnig/adj	combinatie/noun	film_DIM/noun	presentator/noun	Rowan/name	ook/adv	passage/noun	speel_film_debuut/noun	gesprekspartner/noun	zelfs/adv	stuk/noun	antwoord/noun	zeer/adv	anekdote/noun	onwaarschijnlijk/adj	onderdeel/noun	column/noun	gesprek/noun	obsessie/noun	buitengewoon/adj	zo/adv	oneliner/noun	aflevering/noun	typering/noun	onbedaarlijk/adj	moment/noun	script/noun	sketch/noun	vondst/noun	debuut/noun	uitval/noun	werk_DIM/noun	trailer/noun	en/vg	cynisme/noun	draai/noun	genoeg/adv	erg/adj	lied/noun	contrasteer/adj	ze/pron	arrogantie/noun	bijrol/noun	wijze/noun	variant/noun	man/noun	zelden/adj	weerzinwekkend/adj	gedicht/noun	heerlijk/adj	manier/noun	verslag/noun	opmerking/noun	performance/noun	film/noun	duivel_DIM/noun	The/name	bedoeld/adj	toch/adv	verhaal/noun	zo/adj	aankondiging/noun	echt/adj	onweerstaanbaar/adj	heel/adj	mix/noun	scène/noun	soms/adv	vooral/adv	bloes_DIM/noun	vooruitzicht/noun	mengeling/noun	nogal/adv	af/adv	ongelooflijk/adj	voorstelling/noun	gezicht/noun	Self/name	geweldig/adj	Risseeuw/name	aria/noun	even/adv	plaat/noun	rol/noun	gewoon/adj	dat/det	Hot/name	voordracht/noun	ongekend/adj	dandy/noun	lady/noun	musical/noun	heel/adv	hij/pron	kwartet/noun	even/adj	rap/noun	effect/noun	bijdrage/noun	cast/noun	portret/noun	boek/noun	vaak/adj	vers/noun	opvallend/adj	vervolg/noun	wat/pron	beeld/noun	observatie/noun	wissel_af/adj	detail/noun	veel/adj	gast/noun	beschrijving/noun	dialoog/noun	roman/noun	stoutmoedig/adj	karikatuur/noun	satire/noun	of/vg	actie_film/noun
rap/noun	0.8947321	0.77307826	0.83334625	0.85511076	0.74619246	0.7793681	0.72745436	0.81819093	0.86525035	0.80804634	0.7700777	0.7218278	0.7396711	0.79082334	0.90859926	0.81865436	0.74885416	0.8959421	0.8599074	0.78683954	0.8025484	0.89415014	0.7936103	0.7626927	0.8056557	0.8907684	0.805959	0.9059607	0.82312137	0.7929315	0.788137	0.78137076	0.84419024	0.8235546	0.8757427	0.8809705	0.79125583	0.722049	0.823501	0.7830792	0.8956005	0.8188546	0.91774213	0.69767463	0.8055248	0.81872797	0.82904744	0.8037264	0.63300955	0.77594805	0.83369625	0.83688664	0.86516786	0.78620595	0.7494689	0.8797685	0.77394074	0.8392328	0.7344954	0.7403946	0.80472016	0.8759235	0.83290315	0.694553	0.7053901	0.9118232	0.76638174	0.8166825	0.85600245	0.7369267	0.81843984	0.8839337	0.80448604	0.70324045	0.82670546	0.6091818	0.7125187	0.6801091	0.7618722	0.88022107	0.9245108	0.66729075	0.75141776	0.7824935	0.7525177	0.72225666	0.84753096	0.89499825	0.7790111	0.936129	0.74273765	0.7436646	0.65360785	0.9014529	0.84869397	0.8733392	0.83158374	0.7713734	0.7800046	0.84761	0.81226206	0.6851945	0.7734511	0.8460364	0.7455378	0.83996594	0.0	0.8811743	0.88947076	0.77460086	0.79059535	0.8098267	0.7653251	0.7341454	0.7916039	0.85718924	0.8660589	0.7562468	0.79780453	0.67834485	0.8300293	0.8313215	0.8419124	0.7857897	0.74776953	0.75992346	0.9138099	0.82461923	0.7408377	0.7933692	0.77121127
effect/noun	0.8352577	0.792465	0.8492099	0.77571803	0.8369863	0.89360994	0.75755227	0.7212963	0.7150076	0.7964996	0.82441187	0.707177	0.832003	0.89882314	0.9442365	0.75263953	0.8048344	0.93133724	0.8707441	0.7628434	0.87023175	0.82637715	0.7208836	0.85188866	0.80596983	0.8221425	0.90886664	0.923493	0.82341814	0.761986	0.7967361	0.8550515	0.9017835	0.88047856	0.92745245	0.82583696	0.8696376	0.84390944	0.7523187	0.8914145	0.80439836	0.8703928	0.9369443	0.72778463	0.8150671	0.8090776	0.8262959	0.78884214	0.8837543	0.8473803	0.8815029	0.8594507	0.88853645	0.7299622	0.7540544	0.9418537	0.7998269	0.8532746	0.87552124	0.8711807	0.75068575	0.8694933	0.8325844	0.8338814	0.83081204	0.94954515	0.9350962	0.6922784	0.81992066	0.81932914	0.82572556	0.7899808	0.864304	0.8387917	0.88664436	0.7707505	0.7864285	0.7304748	0.69320047	0.96564645	0.6985935	0.80361605	0.7823453	0.860998	0.8334912	0.8435259	0.88498515	0.9532155	0.84184676	0.9385812	0.8675372	0.7876014	0.8885174	0.82614666	0.9032729	0.77817607	0.91179967	0.8440778	0.7488394	0.9588576	0.93022907	0.9026687	0.8049102	0.8984997	0.86484635	0.881199	0.8811743	0.0	0.73314285	0.8571594	0.8727034	0.88210756	0.73760474	0.8788862	0.81056875	0.7868124	0.844926	0.7524491	0.7730117	0.8140085	0.7790701	0.7856988	0.90733993	0.7955315	0.8046328	0.858083	0.9005632	0.87523246	0.8313945	0.7488214	0.8363934
bijdrage/noun	0.7928717	0.7736691	0.7952345	0.86282516	0.8560755	0.84593964	0.80336416	0.8082473	0.8606224	0.86049426	0.86807334	0.8249346	0.84497315	0.8617858	0.93138754	0.75349617	0.7966119	0.89893484	0.82065386	0.8300537	0.83560437	0.820137	0.7694489	0.8260937	0.8618109	0.73301935	0.7622616	0.8377044	0.87489855	0.7432444	0.8697605	0.88068247	0.8487507	0.88769895	0.9716988	0.904722	0.85714763	0.8380735	0.8092828	0.8430841	0.8482635	0.80095965	0.93229806	0.7479178	0.89325726	0.8343342	0.8703936	0.8564104	0.838176	0.8983418	0.9030689	0.8872023	0.87622666	0.7655326	0.8360319	0.96063364	0.8320092	0.9241748	0.81318	0.91607076	0.7861744	0.80604863	0.8421425	0.8338562	0.8449424	0.96500033	0.8813303	0.74210465	0.86096704	0.8206104	0.91348183	0.8295623	0.89011234	0.8772425	0.86838794	0.81290185	0.86727035	0.86030674	0.7627834	0.9677691	0.7934141	0.84520954	0.85416085	0.9235541	0.8791536	0.8311689	0.9394388	0.9364737	0.8743677	0.928795	0.8875235	0.84622777	0.85244447	0.7397593	0.92425317	0.85818064	0.89487916	0.81548995	0.8053467	0.9274595	0.90747213	0.8887399	0.84425724	0.9060845	0.8528312	0.92326415	0.88947076	0.73314285	0.0	0.83504397	0.82185805	0.77210575	0.84511966	0.8534319	0.8400465	0.8425896	0.8967951	0.8427143	0.8163232	0.83803207	0.81507856	0.8551644	0.8568609	0.8072275	0.7752625	0.8189511	0.9246401	0.88305867	0.83295965	0.8222858	0.89910114
cast/noun	0.83748627	0.7503588	0.85260797	0.8366655	0.75207734	0.65388143	0.7589455	0.8089431	0.8598636	0.7953255	0.7647176	0.76818	0.74562204	0.7420901	0.8402334	0.7904322	0.7761587	0.78220546	0.8060848	0.79480934	0.7639195	0.8941781	0.7419848	0.7737667	0.76346934	0.8595951	0.83645415	0.87007	0.8392696	0.75753784	0.8044615	0.8072886	0.75443846	0.8355708	0.8971948	0.8682424	0.66376734	0.7092142	0.79304826	0.720139	0.88484013	0.78958434	0.8596171	0.7489158	0.81732094	0.84223974	0.81130517	0.7979282	0.73071074	0.8249298	0.82036793	0.8508162	0.6844297	0.774166	0.7808691	0.87291735	0.74381244	0.8420911	0.7888969	0.80604994	0.7970661	0.8641275	0.8578011	0.7397795	0.61429095	0.92367435	0.7264979	0.7986206	0.8259233	0.72000515	0.83755136	0.8721509	0.777247	0.75656354	0.84748876	0.6976304	0.6576412	0.75081044	0.764147	0.9424657	0.8738823	0.7432009	0.7705595	0.8092146	0.77678216	0.64385843	0.83468425	0.86794066	0.7666604	0.9310788	0.7357137	0.76299	0.7405763	0.8005214	0.88080305	0.85475254	0.8387592	0.80630684	0.8221309	0.87725276	0.8164898	0.6073498	0.7990013	0.8206657	0.696192	0.8466795	0.77460086	0.8571594	0.83504397	0.0	0.75049555	0.7808316	0.7822952	0.8031411	0.7735272	0.797029	0.88388366	0.7678323	0.7885461	0.6933529	0.79626226	0.8203949	0.7640579	0.755513	0.72674054	0.7497904	0.91156703	0.8013863	0.7507694	0.860548	0.73010087
portret/noun	0.90336055	0.70053947	0.7791923	0.7974608	0.7469321	0.69384885	0.7310157	0.81789094	0.88211906	0.8644588	0.7703713	0.77267957	0.6633357	0.78182274	0.888423	0.84144014	0.65817034	0.7774073	0.8228973	0.79887104	0.74171066	0.86291635	0.72923017	0.64772105	0.7879683	0.8590679	0.7558576	0.7827646	0.75400716	0.71883726	0.78861713	0.768285	0.7403815	0.759639	0.9220305	0.85498965	0.77331066	0.75256974	0.72646314	0.716377	0.8853361	0.6838292	0.8871059	0.6797655	0.82798165	0.81530106	0.79215974	0.7953418	0.6475096	0.79668885	0.86573935	0.8422493	0.77935743	0.7091167	0.73991233	0.8024275	0.7460301	0.8195897	0.6279423	0.810524	0.77792794	0.7266621	0.8131619	0.71530914	0.62005806	0.91520095	0.75362873	0.77283883	0.8846112	0.5903337	0.83259034	0.83736837	0.84351116	0.7387085	0.83405256	0.71601975	0.58087957	0.7069473	0.77433383	0.8859839	0.9060604	0.70761	0.7682406	0.8534174	0.7919811	0.6848835	0.7207467	0.87936074	0.83109665	0.9506434	0.75593805	0.6738715	0.6936379	0.828807	0.90012276	0.9151502	0.8549807	0.77444106	0.8142161	0.77831656	0.7886771	0.74839413	0.77500206	0.8465953	0.768241	0.8537758	0.79059535	0.8727034	0.82185805	0.75049555	0.0	0.6327152	0.7455798	0.72570693	0.7406338	0.8388202	0.9094081	0.50986636	0.69710255	0.6757927	0.6894907	0.8754422	0.7971971	0.62623894	0.68764627	0.61329114	0.9079327	0.6806941	0.7115261	0.788548	0.7681537
boek/noun	0.8948242	0.7356054	0.7420467	0.7941006	0.7380791	0.5287478	0.746186	0.84393626	0.866529	0.8598051	0.7750837	0.78470635	0.6832263	0.8030518	0.9073807	0.78291106	0.5762402	0.8604303	0.8459714	0.8079555	0.63378	0.82629335	0.7786382	0.586087	0.7893189	0.8173174	0.5464802	0.8459799	0.78165764	0.7560423	0.7941892	0.75783867	0.64727986	0.79633135	0.9038091	0.8610498	0.6114601	0.75433075	0.6808795	0.6635693	0.9127806	0.64604783	0.89437544	0.75532806	0.8365362	0.845615	0.8346866	0.83522725	0.6426929	0.86130744	0.828389	0.8548134	0.8225667	0.75855476	0.7614852	0.91577375	0.748873	0.8147262	0.39537084	0.8115301	0.80082047	0.6795124	0.80845094	0.77082765	0.5426291	0.93056905	0.6199	0.75968397	0.87309164	0.4799983	0.8521316	0.8295932	0.8267223	0.7546103	0.8223015	0.73284125	0.6566945	0.7393284	0.7899469	0.9211565	0.9080167	0.7413174	0.7740727	0.8672261	0.79454446	0.6706939	0.8565619	0.8140739	0.83467567	0.94079334	0.7727481	0.7631376	0.6276227	0.85496527	0.86251956	0.8623562	0.8515135	0.75881076	0.81277937	0.85194665	0.851697	0.6907923	0.8167749	0.8192362	0.79642373	0.86492234	0.8098267	0.88210756	0.77210575	0.7808316	0.6327152	0.0	0.7733962	0.61032295	0.7945663	0.790152	0.82159007	0.66998017	0.7108865	0.7496993	0.7079179	0.86161536	0.86467105	0.60887825	0.7057941	0.287651	0.89129525	0.77041435	0.7094841	0.8003068	0.79053867
vaak/adj	0.8465458	0.69145936	0.77878374	0.66087353	0.74185026	0.786399	0.6961564	0.6534231	0.759956	0.6643032	0.71019685	0.6973765	0.71735895	0.7561227	0.89100015	0.61337817	0.65575504	0.8805832	0.73557806	0.598445	0.7713891	0.80980206	0.64781725	0.695942	0.74276555	0.8563444	0.770668	0.8157055	0.7172308	0.66636646	0.64533573	0.74242365	0.82479393	0.7669114	0.8279672	0.7474028	0.7578905	0.76108384	0.7308457	0.8415368	0.7465365	0.76256037	0.8637451	0.59704375	0.7079375	0.7834674	0.72300804	0.6436254	0.76332617	0.8057594	0.59748876	0.7137909	0.82409585	0.6633737	0.7189084	0.72633886	0.48846006	0.74362373	0.75153613	0.7507963	0.68001807	0.8040373	0.6721749	0.76820946	0.7447062	0.88339764	0.89274347	0.68471944	0.6841167	0.66535664	0.68969554	0.8213596	0.7247689	0.7308743	0.769889	0.73637164	0.6427479	0.31621748	0.59085774	0.9075833	0.8611798	0.70288336	0.4737271	0.6070503	0.68375766	0.7419891	0.75201815	0.89913857	0.77303356	0.8958533	0.79522985	0.65086627	0.8111451	0.8037709	0.6690674	0.69965506	0.8722943	0.7867385	0.76118505	0.8413757	0.8600551	0.8282958	0.64722013	0.6682469	0.7976961	0.7246673	0.7653251	0.73760474	0.84511966	0.7822952	0.7455798	0.7733962	0.0	0.7452245	0.7394793	0.7802348	0.7398308	0.6835586	0.6720209	0.70085996	0.7142792	0.6123729	0.7630758	0.65327334	0.70688206	0.7560648	0.8730145	0.7430527	0.7290399	0.54106677	0.7790963
vers/noun	0.9085688	0.78198516	0.7439321	0.81325924	0.73150885	0.6568785	0.69106376	0.81996095	0.84795666	0.847505	0.7753707	0.7597369	0.7616117	0.80408585	0.9009187	0.83388263	0.60046506	0.8964663	0.81766695	0.77048016	0.6962669	0.8076446	0.783216	0.66971946	0.79646754	0.8688748	0.6829318	0.86007726	0.7937267	0.79224306	0.75850195	0.71255887	0.79838336	0.7587537	0.87507886	0.83846325	0.7402271	0.7348386	0.7396431	0.77908707	0.887291	0.7511674	0.913023	0.69548535	0.7998191	0.82489204	0.8310952	0.8245404	0.55460334	0.8123797	0.8004147	0.82866955	0.8178576	0.7388247	0.74798656	0.8746046	0.7169765	0.8432306	0.43276036	0.7228118	0.7924908	0.7997454	0.77158296	0.7987604	0.731205	0.92075497	0.77074033	0.77457994	0.85621303	0.59693927	0.8218872	0.8331188	0.82781863	0.7383665	0.8271426	0.7400876	0.6625442	0.6908574	0.7874812	0.90454704	0.8926863	0.7183749	0.75594443	0.7870506	0.7769908	0.73313564	0.8019713	0.9050673	0.81529784	0.942271	0.7321522	0.76164395	0.7388371	0.8560134	0.8457918	0.84700537	0.86336625	0.776088	0.8194714	0.867019	0.8469233	0.7463177	0.8113452	0.7814913	0.77624464	0.81190395	0.7341454	0.8788862	0.8534319	0.8031411	0.72570693	0.61032295	0.7452245	0.0	0.8027991	0.8234658	0.83851814	0.6899109	0.73893726	0.7018132	0.76729655	0.84668213	0.8399893	0.67153823	0.6990273	0.582245	0.89408576	0.7967159	0.73963463	0.74924123	0.8138521
opvallend/adj	0.8674001	0.6110196	0.78995025	0.8456912	0.7441571	0.82865036	0.6879916	0.7179986	0.805156	0.7218574	0.74741757	0.7228943	0.7561796	0.78715724	0.91498625	0.7393038	0.74308646	0.8844346	0.8154789	0.7262635	0.7658949	0.86942303	0.6609876	0.7783667	0.7260076	0.8541007	0.84057486	0.8854517	0.82383895	0.69178104	0.75532526	0.7918315	0.8552363	0.8116832	0.89150447	0.8769773	0.8128114	0.7989296	0.8062091	0.80449367	0.8321571	0.8010576	0.9024813	0.674446	0.826762	0.8106029	0.7811476	0.72773814	0.77285534	0.7543756	0.8425078	0.8364996	0.80309343	0.7707724	0.729553	0.8431064	0.7029538	0.82384294	0.7790451	0.76995736	0.7936113	0.8201134	0.8176367	0.76499784	0.7635113	0.89350164	0.8595901	0.7520352	0.8072047	0.7977648	0.80930996	0.81776845	0.82048374	0.7470924	0.8096717	0.72018516	0.7620501	0.6990763	0.66492045	0.8077503	0.8444284	0.7188629	0.6634265	0.7972566	0.7385379	0.7523592	0.7411174	0.93361723	0.74527913	0.9337806	0.79921573	0.6967932	0.7514957	0.8432211	0.8611064	0.87407064	0.8396852	0.8044699	0.7194057	0.84301764	0.8545392	0.79653955	0.69867337	0.8308145	0.76719946	0.79590505	0.7916039	0.81056875	0.8400465	0.7735272	0.7406338	0.7945663	0.7394793	0.8027991	0.0	0.8367835	0.8999751	0.7616248	0.77573335	0.68628544	0.75481415	0.73419905	0.8044655	0.738237	0.7478696	0.7879129	0.8861198	0.7966336	0.7946007	0.7764541	0.84065336
vervolg/noun	0.8572677	0.76424605	0.7913007	0.82318085	0.8440377	0.74324065	0.81355	0.807297	0.71395075	0.78211576	0.7942706	0.7915699	0.7908844	0.828722	0.9114021	0.8091713	0.77886343	0.85901463	0.8444347	0.7791934	0.8376934	0.7304122	0.7519541	0.7869914	0.75874203	0.8207625	0.8087025	0.87514395	0.8331783	0.7570794	0.80641615	0.82014436	0.7640983	0.87083596	0.9038636	0.82563496	0.7750287	0.8137478	0.78950405	0.75846016	0.83137226	0.84827936	0.90183806	0.79795897	0.8341775	0.8238953	0.8391023	0.75750643	0.82834303	0.90985125	0.84010875	0.84966326	0.8053582	0.7709102	0.77007747	0.895749	0.80636	0.841015	0.8256941	0.8617501	0.81961226	0.7653994	0.7966792	0.8175447	0.7481835	0.92937446	0.79592264	0.71623194	0.77955127	0.76712537	0.84042925	0.7636318	0.7971151	0.8326008	0.8340489	0.79693496	0.7668667	0.7529368	0.79712284	0.94565177	0.770761	0.80494606	0.7511281	0.84545314	0.8172828	0.8080414	0.8794263	0.9398069	0.84113985	0.9324558	0.88036615	0.7415012	0.8520891	0.85517114	0.85871637	0.8305979	0.89662826	0.84959614	0.78864014	0.9266827	0.8930423	0.7673598	0.8129446	0.82494843	0.8232557	0.83627915	0.85718924	0.7868124	0.8425896	0.797029	0.8388202	0.790152	0.7802348	0.8234658	0.8367835	0.0	0.8713509	0.8331272	0.7944947	0.8152889	0.8154454	0.85631305	0.87239504	0.78293836	0.7882591	0.7551155	0.9091319	0.81890476	0.74673253	0.81424105	0.72896844
wat/pron	0.8882991	0.83537084	0.86030334	0.50614405	0.85667473	0.8812861	0.8436867	0.807422	0.80301344	0.81219435	0.8134614	0.8603352	0.8197789	0.86148006	0.9302485	0.6728685	0.8151591	0.9340042	0.8220013	0.81136453	0.87838167	0.7761691	0.82590663	0.79986256	0.83803713	0.91944903	0.8429431	0.8931222	0.8310569	0.8317009	0.6796308	0.8553521	0.8878939	0.8390095	0.9289043	0.81487566	0.82705915	0.8796998	0.79194313	0.9068152	0.89345706	0.8473612	0.92567277	0.87753856	0.81510264	0.89798534	0.8091136	0.7805866	0.8769315	0.9111744	0.63057184	0.8219142	0.9101804	0.8239115	0.86396	0.90656453	0.7409697	0.8543638	0.8266729	0.87311053	0.7630696	0.9085182	0.77426374	0.84274125	0.83880156	0.9373393	0.9486946	0.8816732	0.64196694	0.77676964	0.8205476	0.87925446	0.66237074	0.86297977	0.8508745	0.86801183	0.81673694	0.72421205	0.78578115	0.93307614	0.9124428	0.8661003	0.7721509	0.8331575	0.766925	0.87482107	0.8501897	0.9180125	0.8024614	0.8846207	0.9113606	0.8624506	0.87006617	0.9062439	0.74395216	0.51684004	0.9095237	0.901469	0.8582743	0.9108599	0.89294565	0.9079294	0.7150667	0.70346546	0.8834149	0.80841553	0.8660589	0.844926	0.8967951	0.88388366	0.9094081	0.82159007	0.7398308	0.83851814	0.8999751	0.8713509	0.0	0.80050635	0.82114196	0.8858414	0.7338381	0.711226	0.8634935	0.8189596	0.83490217	0.8512775	0.9182879	0.85130626	0.8503411	0.87255174	0.90721637
beeld/noun	0.8718789	0.7049564	0.7466134	0.7003413	0.728188	0.74966097	0.7112078	0.7688948	0.7799155	0.80674124	0.75361586	0.71308607	0.57574403	0.79236984	0.9191879	0.8026751	0.62356764	0.84606284	0.80290115	0.7722524	0.7157279	0.7877265	0.6889337	0.6429179	0.76624817	0.8016789	0.7913557	0.840176	0.7376476	0.71444154	0.69519216	0.73950356	0.7458019	0.7456695	0.8914523	0.796114	0.7660916	0.738746	0.6772091	0.80848855	0.8635739	0.73111314	0.86124253	0.6709976	0.76820576	0.77694106	0.7703133	0.7499559	0.6835729	0.760532	0.8159283	0.8077207	0.83686626	0.6027188	0.7391064	0.8647319	0.7240066	0.7723226	0.63266337	0.78788865	0.6671568	0.7162261	0.7618427	0.6828251	0.6058352	0.90972984	0.8597938	0.7262403	0.82570446	0.5279585	0.7473157	0.82297564	0.8301986	0.73987436	0.80071664	0.6755044	0.5038313	0.604242	0.7860245	0.8964685	0.83838177	0.6797985	0.70863634	0.798254	0.7350989	0.6308674	0.6905579	0.8905101	0.8202922	0.9408575	0.74912417	0.6520307	0.69318926	0.83257806	0.8643745	0.80140376	0.8847064	0.7794569	0.75854445	0.86189866	0.8713294	0.80656433	0.7264894	0.84015435	0.79252684	0.8207718	0.7562468	0.7524491	0.8427143	0.7678323	0.50986636	0.66998017	0.6835586	0.6899109	0.7616248	0.8331272	0.80050635	0.0	0.6570612	0.6877	0.6148961	0.8274183	0.8446198	0.5463095	0.6835481	0.67458045	0.9044748	0.72255456	0.72380424	0.77450657	0.78166693
observatie/noun	0.8600142	0.69638956	0.69719326	0.7378904	0.7217486	0.7616562	0.740362	0.77682686	0.78069735	0.796607	0.7503494	0.7376063	0.72902036	0.8318215	0.903945	0.78736514	0.6332861	0.8616468	0.7948419	0.78997076	0.7726581	0.782912	0.6986135	0.6116141	0.7702639	0.8433104	0.7229301	0.7872346	0.75108564	0.6934376	0.72599864	0.7155198	0.8180813	0.7350088	0.878992	0.81460863	0.7489466	0.72221553	0.6621562	0.8103534	0.8451202	0.7535818	0.8799769	0.70920587	0.786299	0.77663255	0.72342193	0.7604358	0.756922	0.7981884	0.8024327	0.813246	0.8254994	0.6681791	0.767238	0.85277534	0.72172457	0.79717535	0.69199926	0.786229	0.70728666	0.6925547	0.68025225	0.78019273	0.7145573	0.93989766	0.8609747	0.72412264	0.792379	0.63299143	0.79104215	0.84245235	0.8264828	0.76468456	0.80926186	0.717813	0.64215046	0.60629916	0.7635369	0.92292607	0.8775576	0.7060449	0.6950748	0.80901206	0.74713254	0.7496688	0.80940956	0.90305126	0.82204914	0.91152185	0.806313	0.68233895	0.80123353	0.8388066	0.8556398	0.8080319	0.9061909	0.79308844	0.7981298	0.8755388	0.8924948	0.81969476	0.71322703	0.8050995	0.82010496	0.81658375	0.79780453	0.7730117	0.8163232	0.7885461	0.69710255	0.7108865	0.6720209	0.73893726	0.77573335	0.7944947	0.82114196	0.6570612	0.0	0.7111366	0.6563789	0.78788424	0.85077906	0.5931941	0.6380553	0.6817312	0.8644024	0.76085943	0.690542	0.79115754	0.7648471
wissel_af/adj	0.8468041	0.66053116	0.7890643	0.79879737	0.67182386	0.7061386	0.6302403	0.75896853	0.84283715	0.73859113	0.7019124	0.66681933	0.69645286	0.7337602	0.8528074	0.7936007	0.66839194	0.8643844	0.81815267	0.7436719	0.69020367	0.8762225	0.70470834	0.7089008	0.7348693	0.83789235	0.7920592	0.84617126	0.79702806	0.7136734	0.7468933	0.7559514	0.76497495	0.8140928	0.82772803	0.8039684	0.76817006	0.6870383	0.7615025	0.73157847	0.84170383	0.7570159	0.87384576	0.57473147	0.78037196	0.78687906	0.7639247	0.72909224	0.6521607	0.73607576	0.7800636	0.82179934	0.7568689	0.7077838	0.71147215	0.81018305	0.69133914	0.8312379	0.7158603	0.6360622	0.739612	0.79715335	0.8225876	0.6848669	0.6722691	0.9052964	0.77039057	0.73927534	0.82592136	0.66673064	0.78560704	0.83561456	0.7886907	0.6589364	0.7532958	0.62299776	0.6251875	0.5951159	0.7071724	0.8535811	0.8570656	0.62603635	0.69139624	0.6809036	0.7030324	0.641873	0.7219908	0.8772715	0.7151589	0.9137802	0.71109104	0.63735056	0.6765058	0.8349395	0.81440645	0.8696618	0.8105274	0.7296647	0.74773675	0.8527845	0.80945086	0.6930889	0.71621335	0.77775466	0.6922461	0.7635932	0.67834485	0.8140085	0.83803207	0.6933529	0.6757927	0.7496993	0.70085996	0.7018132	0.68628544	0.8152889	0.8858414	0.6877	0.7111366	0.0	0.75189734	0.77596897	0.7441633	0.688107	0.69174016	0.7114934	0.89492476	0.7629798	0.71867114	0.7226467	0.75371313
detail/noun	0.84223485	0.7005781	0.7131318	0.67624533	0.7439511	0.8047985	0.7059863	0.80312824	0.82070655	0.81486285	0.78607035	0.7580121	0.71455604	0.84854716	0.903063	0.75652957	0.6149359	0.85634476	0.8106352	0.8002053	0.7842621	0.80579853	0.7345808	0.5938274	0.76675975	0.79895294	0.7868687	0.7774422	0.75856256	0.719741	0.7223054	0.77825326	0.8062544	0.773302	0.91257596	0.7952139	0.74249685	0.78639674	0.6390775	0.8356189	0.870149	0.7611609	0.91362816	0.7655675	0.80857056	0.8127524	0.75273174	0.7840793	0.8127636	0.7911916	0.78785527	0.84298277	0.80108535	0.67579687	0.7877738	0.8727313	0.7424817	0.804912	0.7276714	0.8199792	0.7043921	0.744521	0.7424774	0.77927035	0.73291326	0.8984097	0.8888452	0.7696357	0.7909915	0.6058917	0.8089799	0.7947041	0.8215976	0.79795825	0.8147678	0.76852643	0.6031088	0.66213644	0.74363154	0.9133008	0.87060785	0.7570889	0.73442614	0.8384357	0.75920033	0.73761255	0.78401685	0.92627525	0.83906215	0.8771791	0.82492864	0.73329085	0.7954641	0.82360196	0.85952264	0.77162623	0.894503	0.80403924	0.8003319	0.8718803	0.8822527	0.8532242	0.7417869	0.78839326	0.8398204	0.8149606	0.8300293	0.7790701	0.81507856	0.79626226	0.6894907	0.7079179	0.7142792	0.76729655	0.75481415	0.8154454	0.7338381	0.6148961	0.6563789	0.75189734	0.0	0.7726554	0.8562571	0.5972693	0.68995225	0.71496046	0.895998	0.79861605	0.78490466	0.8279926	0.8043446
veel/adj	0.80753124	0.6325128	0.8527134	0.6649297	0.8088982	0.8822138	0.7323084	0.5531125	0.79836977	0.5971539	0.72798276	0.6968719	0.8367655	0.855573	0.90277517	0.6031525	0.798682	0.895899	0.7974942	0.7125414	0.72797894	0.8367711	0.612772	0.80788124	0.7644273	0.8778921	0.87705076	0.89461577	0.8242013	0.6771574	0.60483503	0.8289326	0.8941884	0.839454	0.8698271	0.8146633	0.80986	0.8745565	0.81507254	0.8611233	0.804562	0.8220173	0.89172935	0.6487502	0.76976514	0.82318014	0.6342666	0.6005482	0.8616535	0.850088	0.68473136	0.8124131	0.851494	0.7727143	0.79307634	0.87327766	0.674115	0.84896934	0.8721862	0.75249994	0.6956792	0.8995169	0.80888796	0.8414863	0.83557427	0.899331	0.95877844	0.8007244	0.6120719	0.817748	0.69483596	0.86506593	0.6785239	0.8063431	0.76396614	0.73340464	0.82924336	0.5899364	0.562799	0.90105736	0.8363692	0.7211351	0.566491	0.7283548	0.5939238	0.8358629	0.83567804	0.93846154	0.70366466	0.8993121	0.85612345	0.73514223	0.8316026	0.87673557	0.7087815	0.68387693	0.9074118	0.8545705	0.71318495	0.89082706	0.8943894	0.8724373	0.42888707	0.76063496	0.84581155	0.75197005	0.8313215	0.7856988	0.8551644	0.8203949	0.8754422	0.86161536	0.6123729	0.84668213	0.73419905	0.85631305	0.711226	0.8274183	0.78788424	0.77596897	0.7726554	0.0	0.81977713	0.8090863	0.7941209	0.8647896	0.88440394	0.84610665	0.8240591	0.75304353	0.84060127
