	ketting/noun	immers/adv	langzaam/adj	deur/noun	alsof/comp	Claeys/name	dan/adv	touw_DIM/noun	leverancier/noun	nog/adv	Ruth/name	wielertoeristen/noun	onderaan/adv	onhandig/adj	alles/noun	pyjama/noun	beneden/adv	alweer/adv	wetswijziging/noun	poot_DIM/noun	achter/prep	hand/noun	oog/noun	ineen/pp	systeem/noun	of/comp	naar/prep	kwartier/noun	Cliteur/name	minuut/noun	schrijver/noun	component/noun	Hugo/name	White/name	achter/adv	echter/adv	energiek/adj	naam/noun	vervolgens/adv	bijvoorbeeld/adv	die/det	fiets/noun	Dirk/name	demonstratief/adj	ideaal/adj	zondag_avond/noun	arm/adj	outfit/noun	zo/adv	harnas/noun	je/pron	Koller/name	gaandeweg/adv	snel/adj	tijd/noun	De/name	en/vg	punt/noun	iemand/noun	gemeente_personeel/noun	foutief/adj	Ma/name	wagen_DIM/noun	gedachte/noun	tas/noun	design/noun	om/prep	Rossi/name	laat/adj	blik/noun	Kristof/name	iedereen/pron	in/prep	Bangoura/noun	tegenstander/noun	nadrukkelijk/adj	ze/pron	toen/adv	h/noun	sluimer/adj	ergens/adv	beugel/noun	aan/prep	graag/adj	rechter_been/noun	gek/noun	door/comp	Mike/name	Pasanen/name	wagen/noun	zak_DIM/noun	men/pron	opnieuw/adv	soms/adv	daarop/pp	halfweg/prep	af/adv	zich/pron	geluid/noun	met/prep	rugzak/noun	daarin/pp	Thomas/name	meteen/adv	door/prep	donderdag_morgen/noun	Adriaens/name	telkens/adv	zodra/comp	duim/noun	Gino/name	vinger/noun	song/noun	getrokken/adj	ter/prep	oma/noun	volk/noun	licht/adj	ik/pron	klassieker/noun	voet/noun	terwijl/comp	Baouf/name	Vermant/name	al/comp	auto/noun	daardoor/pp	gewoon/adj	regisseur/noun	stuk/adv	dimensie/noun	zweet/adj	Kanu/name	voertuig/noun	zuiver/adj	arm/noun	mij/pron	toen/comp	Armstrong/name	hij/pron	Stijn/name	zakdoek/noun	me/pron	zodat/comp	stuur/noun	kar/noun	naar/adj	Crasson/noun	Mutavdzic/name	uitblinker/noun	Vereecke/name	Bouma/name	trein/noun	dief/noun	renner/noun	traditioneel/adj	Mpenza/name	wolk/noun	lijf_DIM/noun	beeld/noun	beetje/noun	wagon_DIM/noun	fietser/noun	Penders/name	trein_DIM/noun	Van/name	eindeloos/adj	Mestdagh/name	sjaal_DIM/noun	brom_fietser/noun	twee/num	er/adv	beide/pron	of/vg	Marion/name
zodat/comp	0.6893308	0.59310216	0.6121818	0.71917164	0.7412138	0.8072462	0.6653599	0.7756684	0.68384	0.73282087	0.8785409	0.81524026	0.7141161	0.7449185	0.70356584	0.7992918	0.6581709	0.72291774	0.78603435	0.7527768	0.7672821	0.7980884	0.79938436	0.8182998	0.6310033	0.7934362	0.7753069	0.7177415	0.91571563	0.75587535	0.93083483	0.7094487	0.88937974	0.8513091	0.6745107	0.692155	0.79864424	0.85704064	0.5463432	0.5891639	0.63488984	0.692139	0.9182955	0.8166893	0.76509035	0.7745247	0.7985524	0.8123559	0.718898	0.8409121	0.7038487	0.80178434	0.68254846	0.5993628	0.8006016	0.9217209	0.54518604	0.8356273	0.7821219	0.76299447	0.7317897	0.88113487	0.7279179	0.84180355	0.7467625	0.77924705	0.84845525	0.8531296	0.80482054	0.74955416	0.8373869	0.7542498	0.7528895	0.8604853	0.8013673	0.8046651	0.6761245	0.80966496	0.81487614	0.8577654	0.73729616	0.7740048	0.7498673	0.8240611	0.77983594	0.8018935	0.51449084	0.8443958	0.86914146	0.69629586	0.7190548	0.6920333	0.6408493	0.70845056	0.6861476	0.7124015	0.7451359	0.8069683	0.6834837	0.67855	0.73579186	0.7624828	0.92491776	0.6790811	0.67714953	0.80516094	0.860923	0.64570224	0.50475705	0.7809701	0.80640084	0.7715262	0.8065058	0.76610154	0.76698816	0.80277175	0.875352	0.69898677	0.824047	0.84201264	0.7409393	0.59572935	0.8939244	0.82304734	0.7705777	0.69760764	0.4425205	0.70397186	0.8975272	0.77218896	0.7917772	0.8128741	0.83651024	0.6925652	0.7370393	0.76391447	0.85540825	0.7617664	0.8153443	0.79463893	0.8293052	0.79641217	0.83320296	0.0	0.76953703	0.755713	0.7516053	0.8925952	0.89886224	0.80652195	0.8196194	0.81098145	0.7258116	0.7765767	0.778914	0.79838324	0.78065705	0.71156216	0.83426034	0.757562	0.77074516	0.8828042	0.70023036	0.8251539	0.7863959	0.9067533	0.6910679	0.82592976	0.83496165	0.8195526	0.74510646	0.6943333	0.7635461	0.59628713	0.8527721
stuur/noun	0.7920097	0.88984567	0.79614186	0.8080129	0.8165652	0.89278436	0.8061404	0.8134684	0.89990044	0.9175545	0.9210868	0.8452971	0.8378925	0.812708	0.88765526	0.83414817	0.76483923	0.85050166	0.95060223	0.82918274	0.77163124	0.80321515	0.83915037	0.86087847	0.87787956	0.92187643	0.85893375	0.85702217	0.95345527	0.87626886	0.9612947	0.9088163	0.92665607	0.914388	0.7331644	0.88408405	0.88131726	0.9459272	0.68863904	0.8857959	0.8684771	0.6865146	0.9362804	0.843506	0.90880597	0.7459415	0.9266437	0.8678522	0.8799433	0.8716992	0.8009569	0.8792487	0.8476958	0.7924371	0.926466	0.9565288	0.76195127	0.9470906	0.7906483	0.9490481	0.8689005	0.9304979	0.74405366	0.9109025	0.7830294	0.9159695	0.8921554	0.87957805	0.87542856	0.8308886	0.9141878	0.8692385	0.86637616	0.9206826	0.8934339	0.916148	0.77445066	0.81521636	0.8974669	0.9352005	0.8398403	0.80625033	0.88141596	0.8994446	0.8289139	0.80778915	0.83638597	0.90362656	0.9274754	0.5368628	0.8214699	0.8923136	0.8574269	0.8210302	0.7797401	0.848557	0.77028894	0.8948211	0.8517111	0.8172025	0.78545	0.9032399	0.94225806	0.78616995	0.8159063	0.76820016	0.90473056	0.82954705	0.772676	0.80822	0.89490086	0.7981246	0.90515804	0.8292956	0.81026065	0.8496369	0.9423379	0.77362704	0.8564645	0.9272248	0.77451646	0.76175976	0.9386279	0.90824986	0.89113545	0.5501097	0.7919931	0.8040861	0.9442155	0.89955384	0.9329607	0.8309959	0.9190872	0.58069456	0.91100377	0.7565675	0.9005503	0.7516864	0.8646734	0.7675355	0.9103799	0.89230216	0.865814	0.76953703	0.0	0.7884429	0.84244454	0.9136393	0.947988	0.8925972	0.94037795	0.8901981	0.6920395	0.78351057	0.84840304	0.9224649	0.8685776	0.84251994	0.8944611	0.9042437	0.84448206	0.94457954	0.6720767	0.910487	0.8200161	0.94604367	0.85291326	0.9118653	0.894045	0.6201248	0.7641002	0.8826357	0.82665896	0.7914609	0.92004985
kar/noun	0.77562034	0.8380375	0.7979073	0.84210813	0.8188776	0.91174704	0.8469492	0.76708496	0.82573116	0.90459543	0.8933805	0.83642286	0.8410752	0.81860375	0.87928474	0.8464669	0.7519895	0.8357694	0.9216772	0.8112861	0.8161525	0.83955383	0.8798928	0.8694652	0.8738105	0.9249195	0.8123504	0.8742225	0.9192833	0.9052671	0.92199755	0.86061025	0.89670086	0.9027159	0.76759124	0.870865	0.85214984	0.92508197	0.7384159	0.8246645	0.84278375	0.6499858	0.9025848	0.82507443	0.8854147	0.83381754	0.8588625	0.8490863	0.8665848	0.8715496	0.8337931	0.894334	0.8432914	0.84925926	0.9082514	0.94837457	0.6916009	0.930911	0.8491323	0.88759303	0.890514	0.9083228	0.6970148	0.90069234	0.70246637	0.8562166	0.877884	0.8805477	0.9096955	0.8103119	0.93649817	0.8519307	0.8425597	0.91966075	0.88266015	0.8895945	0.7875169	0.8727127	0.90166205	0.90406644	0.8043717	0.8591263	0.8739666	0.86817676	0.89123565	0.8288317	0.819863	0.89882475	0.9220127	0.68230987	0.7699127	0.87463486	0.8438381	0.8305669	0.8286426	0.8622983	0.8158761	0.8724505	0.8479383	0.766001	0.6970736	0.85478723	0.93206716	0.85909516	0.80855525	0.85423416	0.91862094	0.8420786	0.8013139	0.8481366	0.88766694	0.8679255	0.8856713	0.7989579	0.843837	0.8367356	0.89029235	0.8317103	0.8843043	0.8886332	0.79017866	0.7574596	0.9528554	0.9288207	0.8900989	0.697522	0.84389585	0.8019456	0.919028	0.84753203	0.8757006	0.8555962	0.91746515	0.75185263	0.8569	0.83075035	0.91508204	0.8457355	0.8551787	0.8450059	0.9125856	0.86242175	0.9057055	0.755713	0.7884429	0.0	0.8466615	0.97089463	0.967014	0.91326827	0.9251181	0.9274741	0.7275245	0.837626	0.8490138	0.8312324	0.8996402	0.82211816	0.8755679	0.86769867	0.8754584	0.91986287	0.8076597	0.93137985	0.75813013	0.97054607	0.8065262	0.9395881	0.8725201	0.84712136	0.81593776	0.8778138	0.839963	0.7432966	0.910544
naar/adj	0.84213346	0.80947024	0.7321654	0.8798628	0.73090166	0.8880724	0.721655	0.86883974	0.8500616	0.8608538	0.8780807	0.8875746	0.81472206	0.7726125	0.8401391	0.85209614	0.7733252	0.7956262	0.89764994	0.81279707	0.88025695	0.86646783	0.7971859	0.8250752	0.84669423	0.83808243	0.5165248	0.8736022	0.8936589	0.8929728	0.8637829	0.8282572	0.8876225	0.8659972	0.7683472	0.8407341	0.7961561	0.8701467	0.75684905	0.78556657	0.72911596	0.85029566	0.9233605	0.8848469	0.80492485	0.84197205	0.8618986	0.8174648	0.74415493	0.8795102	0.7293762	0.8553035	0.7449743	0.783306	0.85309774	0.9499613	0.6978731	0.9398328	0.7647784	0.8894981	0.86115855	0.8587703	0.8383522	0.7604363	0.83181775	0.8206111	0.8868381	0.90209293	0.8625907	0.75752836	0.91638076	0.7910374	0.858388	0.90981615	0.87435085	0.8068691	0.7401155	0.81831217	0.85365254	0.84232426	0.8218341	0.8591225	0.88032675	0.8241321	0.886077	0.8161904	0.77040786	0.88429826	0.921042	0.8870919	0.8529945	0.79862154	0.841974	0.66328275	0.8356958	0.8558732	0.7333459	0.86929077	0.762341	0.7957935	0.83824885	0.85050124	0.90537405	0.80162007	0.81860787	0.89952385	0.90932155	0.8002699	0.75318635	0.84952503	0.8762982	0.83744067	0.7804776	0.85360926	0.9230724	0.8034678	0.8562656	0.7916781	0.7692325	0.8249575	0.8513592	0.75648284	0.9513674	0.8779433	0.796931	0.87573934	0.7736276	0.74822915	0.8732602	0.8149849	0.82341546	0.84921986	0.8721521	0.8990396	0.7694072	0.8479454	0.81370056	0.8327076	0.859348	0.77693874	0.8902449	0.8501771	0.83046865	0.7516053	0.84244454	0.8466615	0.0	0.9216485	0.96001697	0.88382447	0.91420674	0.8749192	0.8677888	0.9105761	0.88212943	0.7952206	0.85498965	0.78210545	0.8858194	0.7897572	0.71695673	0.9344677	0.8813019	0.91192967	0.8713099	0.9427864	0.770985	0.92669964	0.86415017	0.9298058	0.8807006	0.8210069	0.83907086	0.7233149	0.8575632
Crasson/noun	0.9376857	0.9309163	0.94415414	0.9646836	0.9604401	0.8426659	0.9118862	0.94388777	0.9522243	0.9293209	0.9396573	0.9495562	0.9334074	0.95532423	0.9595729	0.9744361	0.9445972	0.8857822	0.96511185	0.95642316	0.9392103	0.93066835	0.96414274	0.9563573	0.9537918	0.95254976	0.91363984	0.8706859	0.9527111	0.87150437	0.9879113	0.9596361	0.9194125	0.9240942	0.9119477	0.8984373	0.95358163	0.9512255	0.90947187	0.9714706	0.9275964	0.9436752	0.9013058	0.91920847	0.92722696	0.9316176	0.9760457	0.94388443	0.9276409	0.9593838	0.93015516	0.7790694	0.94482297	0.90838593	0.94412297	0.83321106	0.91378015	0.9317734	0.9355574	0.93706256	0.8933946	0.9617443	0.93120307	0.95051175	0.95383567	0.9738681	0.9520739	0.94305223	0.92926645	0.95699614	0.81767297	0.9246677	0.9431083	0.7872672	0.8641231	0.9286866	0.9168191	0.91857207	0.8989546	0.9486648	0.95633507	0.94377977	0.9528746	0.9512467	0.87970406	0.95743656	0.91451186	0.87021065	0.82433414	0.94038635	0.970741	0.93892294	0.87705743	0.9343974	0.92138326	0.86851907	0.93599224	0.94560784	0.9461041	0.91496444	0.95905423	0.96284986	0.9127151	0.8998637	0.902684	0.9508586	0.82776284	0.91866225	0.91759413	0.9236591	0.8502597	0.9510288	0.9718879	0.94716585	0.97058624	0.959749	0.96631044	0.8907018	0.90961254	0.9622731	0.8874788	0.9211533	0.8608647	0.7837451	0.9213505	0.9545928	0.88037026	0.9504123	0.9704072	0.956617	0.95431834	0.95175916	0.74141014	0.94225144	0.9268131	0.9370291	0.9631428	0.9207237	0.8953142	0.89457726	0.81830686	0.96488655	0.94514656	0.8925952	0.9136393	0.97089463	0.9216485	0.0	0.82349277	0.850155	0.87189895	0.7456398	0.9510129	0.96748537	0.904217	0.9383859	0.72283775	0.9283272	0.9756001	0.9660777	0.9408468	0.9731685	0.945695	0.7995691	0.9498588	0.7599631	0.95546204	0.8349962	0.95420706	0.94385606	0.9092778	0.9372897	0.8904444	0.9403711	0.9022665
Mutavdzic/name	0.93534195	0.9506899	0.951085	0.9489223	0.9262394	0.7831438	0.9065327	0.9626269	0.9615091	0.8967247	0.93061125	0.9597652	0.9315938	0.90936124	0.9510665	0.9654059	0.9331448	0.82709086	0.97309345	0.956844	0.9398409	0.88046104	0.9581812	0.9634891	0.9713263	0.9473434	0.9394742	0.8060465	0.9648385	0.8286847	0.9680551	0.9728818	0.9501095	0.9251556	0.9095298	0.91361916	0.9343476	0.9691998	0.8778918	0.9733873	0.91852677	0.9386902	0.9412151	0.92386365	0.92913884	0.94252443	0.9564361	0.93018293	0.95642906	0.9577408	0.9413935	0.79047	0.91151446	0.88402647	0.91127473	0.8201591	0.9079647	0.92317563	0.92916584	0.95618993	0.88938993	0.95723045	0.94551736	0.961033	0.9259585	0.9512028	0.9378048	0.90114695	0.89118624	0.937052	0.79887086	0.9165621	0.9487647	0.75294685	0.87942374	0.94221514	0.91032064	0.90238714	0.8540181	0.9411706	0.96277153	0.9276409	0.9266431	0.945601	0.85150695	0.9364021	0.93186325	0.87322927	0.84981257	0.94824	0.97664136	0.9441008	0.8457712	0.9293038	0.9194888	0.83828413	0.92498523	0.9696036	0.96450543	0.88980645	0.927506	0.94983053	0.89281005	0.8455913	0.91605127	0.9446931	0.85224473	0.9050739	0.8920595	0.8731554	0.87370896	0.90474534	0.95365405	0.9194177	0.96139455	0.96112174	0.9624121	0.8891872	0.91731954	0.9554341	0.81732094	0.89760494	0.8269484	0.7451066	0.91531783	0.9514566	0.9120521	0.9458789	0.96125567	0.9518947	0.9852083	0.9421662	0.81823266	0.9506926	0.9438187	0.8896378	0.9425858	0.8626728	0.9383118	0.8579656	0.7954957	0.94453585	0.9427953	0.89886224	0.947988	0.967014	0.96001697	0.82349277	0.0	0.8016351	0.8508701	0.77732396	0.9449596	0.9622584	0.94709325	0.96916854	0.7078978	0.9502283	0.9503525	0.95938295	0.95378494	0.94207275	0.9530416	0.74955463	0.94044745	0.73394704	0.9621193	0.8302431	0.9435546	0.9591692	0.89848363	0.9493728	0.8753695	0.94454277	0.884485
uitblinker/noun	0.87733835	0.8346199	0.86063004	0.9276414	0.88963515	0.6875435	0.8625238	0.910745	0.9221146	0.8145616	0.8577885	0.9081799	0.82216275	0.8636488	0.9034489	0.9256934	0.89710844	0.7198628	0.9429874	0.9211087	0.88916844	0.890873	0.91956407	0.88344765	0.92292076	0.95098466	0.90012753	0.5623051	0.9266995	0.5891314	0.89970833	0.9069564	0.8572997	0.78695834	0.8138261	0.7686057	0.8240653	0.9010887	0.76190794	0.9301252	0.8397734	0.91778684	0.8441508	0.9045457	0.8794999	0.85643804	0.93117493	0.89053476	0.869429	0.93651915	0.90419054	0.6318163	0.82856506	0.8104183	0.86489934	0.7790814	0.83404416	0.7303792	0.88309634	0.9146999	0.77613306	0.9088145	0.8904377	0.9163229	0.9235335	0.90727216	0.91426384	0.8101442	0.7644108	0.89403975	0.66989946	0.8863188	0.86081797	0.73531276	0.7080153	0.8111512	0.86556345	0.8229231	0.81381726	0.9142741	0.91011935	0.90361696	0.90618134	0.8745391	0.8822981	0.88029534	0.81674385	0.7816429	0.82341117	0.9267695	0.90280575	0.89373016	0.74841315	0.85954416	0.85312676	0.5954701	0.8534279	0.88712424	0.9040472	0.84252465	0.91711724	0.85035324	0.7854545	0.71174777	0.84897244	0.93582475	0.7486725	0.74474657	0.8729197	0.8197676	0.7383822	0.9078378	0.8569226	0.9074729	0.93738496	0.89729846	0.9032406	0.8762921	0.88016754	0.8136538	0.8513642	0.81146663	0.793831	0.6728061	0.814797	0.92369187	0.82885134	0.90938526	0.86274934	0.8327944	0.8872493	0.93153465	0.7139412	0.9292658	0.82395774	0.9021488	0.90141726	0.799306	0.78629035	0.7917688	0.7098968	0.9039611	0.89786625	0.80652195	0.8925972	0.91326827	0.88382447	0.850155	0.8016351	0.0	0.7620621	0.67629683	0.9320435	0.9463671	0.784088	0.8926359	0.60821295	0.89192456	0.94772243	0.91085005	0.885538	0.93731916	0.9157629	0.7319188	0.9033618	0.67766714	0.8958121	0.7634823	0.9411529	0.9369431	0.7713427	0.906055	0.80984765	0.9084918	0.8557291
Vereecke/name	0.9009625	0.8748158	0.9136239	0.94019735	0.92638695	0.7095481	0.871297	0.9257106	0.9350341	0.8488738	0.86441565	0.90124446	0.87861013	0.922806	0.8913294	0.9335854	0.92703927	0.8179176	0.9284423	0.91427857	0.907905	0.92464215	0.93372154	0.93666124	0.92204374	0.9237988	0.9185294	0.76600415	0.92747664	0.75631964	0.92385536	0.92592615	0.8337052	0.8508081	0.88892823	0.84134924	0.8788967	0.9222483	0.82961375	0.9315791	0.8724113	0.92166567	0.79049194	0.89077884	0.9073621	0.88360596	0.9319086	0.93545747	0.9087146	0.9439223	0.8955198	0.79115635	0.8728128	0.8426369	0.8898877	0.7315059	0.83926415	0.8599115	0.9006294	0.9080099	0.8714756	0.91997606	0.9057556	0.9398884	0.942591	0.90830386	0.92498875	0.84452665	0.8220211	0.92396414	0.69228613	0.8815559	0.88636464	0.81190896	0.8563554	0.89592814	0.8597199	0.8189603	0.81116587	0.9552611	0.9106643	0.94965005	0.916149	0.8879135	0.9149694	0.927686	0.8498827	0.8179352	0.8336339	0.92002374	0.9497229	0.8849895	0.8055064	0.90079266	0.8654115	0.7548276	0.9102356	0.93012094	0.9154496	0.86870545	0.9407217	0.883212	0.7896541	0.7831242	0.8674055	0.8913828	0.8527502	0.8264658	0.85203636	0.90514797	0.7297865	0.937363	0.92000836	0.9117193	0.9113597	0.90944654	0.92130256	0.89357275	0.87206095	0.8991596	0.8812839	0.8580631	0.87019217	0.7862611	0.8738484	0.9371837	0.85774094	0.91434926	0.9132865	0.87351584	0.9387332	0.93206763	0.7577055	0.9308776	0.8743888	0.9321088	0.8869429	0.8190315	0.80759275	0.7910749	0.6684773	0.9324922	0.87704235	0.8196194	0.94037795	0.9251181	0.91420674	0.87189895	0.8508701	0.7620621	0.0	0.761307	0.9173877	0.9248754	0.77192193	0.9122957	0.7374549	0.93443555	0.95296955	0.90701306	0.91186965	0.92542255	0.91979384	0.80364114	0.9063481	0.63871086	0.91477144	0.77412546	0.9535119	0.9468675	0.82167244	0.9126012	0.81800824	0.90493727	0.8526908
Bouma/name	0.89375573	0.85484797	0.87997836	0.9331068	0.89154875	0.7170968	0.8491025	0.9141814	0.9147825	0.8366782	0.8640538	0.9469068	0.88526595	0.8544937	0.90406626	0.9425726	0.90685517	0.78085876	0.92236054	0.9174306	0.88023865	0.91266406	0.92988276	0.9005853	0.8766141	0.88722575	0.900729	0.72671485	0.9116262	0.7513385	0.91746855	0.9042927	0.8514572	0.841486	0.8319433	0.78928983	0.8416165	0.91664934	0.77809894	0.897066	0.822087	0.9135363	0.83377826	0.87434113	0.8522804	0.8825621	0.93063504	0.90270877	0.87372494	0.9249264	0.8761816	0.68834877	0.8474943	0.81338966	0.87896514	0.7449993	0.828563	0.8721333	0.8478473	0.9194218	0.83061886	0.89546555	0.8793435	0.8922394	0.91255724	0.908295	0.9235864	0.82091147	0.82256466	0.9046439	0.6975746	0.8645467	0.88487875	0.7277168	0.76695764	0.8435449	0.83191407	0.84117424	0.805115	0.9069579	0.9129041	0.881885	0.8810442	0.896217	0.8219175	0.9047989	0.8212737	0.7914443	0.69815934	0.9035853	0.9343036	0.8616493	0.7466388	0.84002227	0.850181	0.7421509	0.8595576	0.87924844	0.89347696	0.8560201	0.9237658	0.86852276	0.80544186	0.7704436	0.8317219	0.922029	0.7799927	0.7966101	0.83154136	0.8647307	0.7668052	0.9086018	0.88989717	0.8936223	0.92408115	0.91278195	0.9236901	0.86668146	0.8556781	0.88827664	0.8103288	0.8112278	0.7990119	0.70640385	0.82772547	0.9149034	0.8077453	0.8809147	0.8981075	0.8456213	0.90215516	0.8922438	0.6327736	0.90614223	0.8635409	0.9120245	0.8718143	0.83099437	0.83898145	0.76418036	0.6825869	0.9220706	0.869614	0.81098145	0.8901981	0.9274741	0.8749192	0.7456398	0.77732396	0.67629683	0.761307	0.0	0.910622	0.9253389	0.86457646	0.88735616	0.5940352	0.89839655	0.9624844	0.90393007	0.8771243	0.95109886	0.91870046	0.73983985	0.90388495	0.6344363	0.88687336	0.76730776	0.9430016	0.91896623	0.8179225	0.9037326	0.7964046	0.8959161	0.8130715
trein/noun	0.82830113	0.8695546	0.80027384	0.7849137	0.8507132	0.9270693	0.8092348	0.9294467	0.8703181	0.9004432	0.92402995	0.8010986	0.8995006	0.8738542	0.8940395	0.8843831	0.7698778	0.81246305	0.93877184	0.88603836	0.85935354	0.897282	0.91907614	0.9183048	0.8470787	0.93920237	0.7398073	0.78124356	0.95376974	0.8222419	0.9643117	0.9031114	0.9444613	0.94495404	0.77913284	0.9016771	0.92518884	0.9511207	0.7149288	0.8520648	0.85834324	0.6082559	0.95894355	0.85470325	0.9089905	0.73846716	0.9143013	0.8981041	0.906628	0.9215506	0.8211972	0.9074653	0.89413786	0.79676396	0.8780867	0.9471977	0.778263	0.9374129	0.82680506	0.8906647	0.8565149	0.9302739	0.72570074	0.9158578	0.7758113	0.92020667	0.86972606	0.8983722	0.83821416	0.8915764	0.91456866	0.87043756	0.8428068	0.8929279	0.91457635	0.9227923	0.77055776	0.81090343	0.9110939	0.93521786	0.79282635	0.8735143	0.8909215	0.90969867	0.89315206	0.8393314	0.82627857	0.89826	0.9448991	0.54399437	0.87233084	0.8736447	0.8281318	0.8451239	0.81034905	0.83616275	0.8091043	0.9176919	0.8595178	0.8271159	0.75972974	0.9266333	0.9559871	0.82202953	0.78070027	0.72547126	0.93295634	0.82184726	0.74587667	0.9298107	0.89410424	0.9218744	0.9365222	0.8179542	0.78129435	0.8644743	0.9257925	0.82280236	0.8632566	0.9279304	0.8361466	0.77912927	0.9324764	0.91825205	0.92846847	0.49368727	0.7540732	0.8054386	0.9698281	0.90738165	0.91810507	0.8703756	0.905637	0.5524679	0.9266849	0.8910322	0.9129866	0.7282001	0.87899554	0.8168059	0.9182143	0.8901796	0.89584786	0.7258116	0.6920395	0.7275245	0.8677888	0.9510129	0.9449596	0.9320435	0.9173877	0.910622	0.0	0.7914657	0.8298142	0.9192931	0.8913284	0.8434081	0.9260701	0.91717243	0.9074568	0.89223456	0.62007535	0.9214181	0.69651306	0.9625722	0.8287615	0.9333121	0.9260717	0.7033665	0.7605974	0.85094434	0.85958207	0.77281654	0.9324892
dief/noun	0.7535849	0.9104645	0.8801622	0.60218656	0.8767647	0.9428396	0.86878526	0.8972047	0.85782224	0.8971953	0.9230742	0.8851133	0.8905643	0.8720827	0.9027574	0.8620994	0.78491163	0.8308331	0.94768244	0.8677428	0.82186866	0.88555026	0.926773	0.8800552	0.90603745	0.93886876	0.85326076	0.8628156	0.96536684	0.89600056	0.9569732	0.91743726	0.95085186	0.90542156	0.76694095	0.8603114	0.92840844	0.93123394	0.6842102	0.87557214	0.8837904	0.6756729	0.96427435	0.88593835	0.932438	0.70017725	0.917215	0.9074962	0.92577684	0.89513284	0.8658918	0.89877605	0.89498067	0.862506	0.92919314	0.96491504	0.7840686	0.9602934	0.7925006	0.9160871	0.8930006	0.92151034	0.84019136	0.93279845	0.69404477	0.91949713	0.87874	0.91004485	0.8962508	0.8657273	0.9343628	0.8941359	0.80483115	0.93348914	0.90101665	0.9378301	0.70387125	0.78538334	0.9148631	0.9280983	0.80011576	0.8753741	0.8696471	0.93326414	0.8927203	0.8222084	0.8239889	0.91368836	0.9368105	0.5178962	0.8004137	0.8966673	0.7967495	0.88418645	0.77133906	0.87285674	0.8716749	0.92212224	0.87020034	0.85044956	0.6864301	0.87969	0.9683016	0.79235446	0.80828035	0.62766576	0.9447301	0.6828325	0.79405594	0.9064681	0.90730375	0.9026245	0.9445092	0.82489306	0.80455184	0.8451132	0.93073803	0.87333226	0.9007137	0.9480521	0.86317325	0.81051046	0.96551186	0.94636667	0.91931367	0.54621255	0.86363137	0.8343828	0.9495784	0.8978207	0.9389277	0.89818215	0.93902934	0.5691544	0.93803173	0.8582358	0.91090125	0.6878998	0.8983614	0.79778343	0.93754745	0.89568913	0.89420617	0.7765767	0.78351057	0.837626	0.9105761	0.96748537	0.9622584	0.9463671	0.9248754	0.9253389	0.7914657	0.0	0.8703716	0.9295215	0.91508204	0.8928896	0.9415988	0.9115938	0.9233817	0.916121	0.79491186	0.9589503	0.8820832	0.9825021	0.8955422	0.9293243	0.92876774	0.73345315	0.6923684	0.88009024	0.8434176	0.7804213	0.92491686
renner/noun	0.83947784	0.7855719	0.854939	0.9216414	0.8964881	0.8213376	0.8369509	0.90884155	0.8704627	0.81936646	0.8826525	0.69121885	0.86018986	0.89750177	0.8900823	0.9106215	0.8730663	0.7772378	0.92236674	0.89786696	0.8691541	0.9180446	0.93713844	0.92476255	0.90730906	0.9203384	0.87085533	0.8121013	0.9434736	0.79043555	0.88549256	0.90280575	0.8804815	0.8270874	0.84834206	0.82848793	0.8604957	0.892374	0.78304195	0.9145754	0.8240308	0.7479803	0.87466204	0.8707836	0.8470075	0.83347493	0.9206882	0.8713632	0.88709474	0.92322916	0.8440831	0.82727724	0.8406093	0.7758205	0.8906764	0.8977045	0.82709724	0.84014773	0.8255425	0.8948353	0.8806776	0.90271366	0.80752057	0.9141487	0.87321395	0.9103958	0.8913581	0.7912035	0.75949866	0.9074738	0.7590871	0.8343369	0.8205501	0.9059316	0.8066293	0.8597895	0.77703696	0.7914199	0.776186	0.92436755	0.8781376	0.9241047	0.8829851	0.86967564	0.8929796	0.86098766	0.8288801	0.853765	0.8952987	0.7990404	0.9045606	0.86685044	0.7632889	0.87060094	0.83576405	0.71072125	0.86639786	0.8690268	0.9060132	0.8571557	0.86645406	0.8568244	0.859572	0.755763	0.79877806	0.896384	0.8880018	0.74975085	0.81543565	0.86880815	0.69783384	0.93388623	0.8647259	0.89250976	0.89405775	0.87624	0.8501056	0.8778844	0.8015797	0.74624884	0.8574172	0.8148482	0.8584925	0.8916906	0.83656996	0.81841683	0.8165381	0.88018	0.86679584	0.8159771	0.9185199	0.8984827	0.8431641	0.8178604	0.8751877	0.89370674	0.84484774	0.78111356	0.51566887	0.73058844	0.74026126	0.91217595	0.82321435	0.778914	0.84840304	0.8490138	0.88212943	0.904217	0.94709325	0.784088	0.77192193	0.86457646	0.8298142	0.8703716	0.0	0.89098346	0.8029341	0.8649273	0.94658464	0.9269601	0.8870344	0.86932087	0.7530254	0.89207876	0.82589024	0.8750734	0.8516111	0.8399421	0.90510625	0.8462982	0.7607276	0.86942637	0.7668838	0.8725091	0.81702876
