	ketting/noun	immers/adv	langzaam/adj	deur/noun	alsof/comp	Claeys/name	dan/adv	touw_DIM/noun	leverancier/noun	nog/adv	Ruth/name	wielertoeristen/noun	onderaan/adv	onhandig/adj	alles/noun	pyjama/noun	beneden/adv	alweer/adv	wetswijziging/noun	poot_DIM/noun	achter/prep	hand/noun	oog/noun	ineen/pp	systeem/noun	of/comp	naar/prep	kwartier/noun	Cliteur/name	minuut/noun	schrijver/noun	component/noun	Hugo/name	White/name	achter/adv	echter/adv	energiek/adj	naam/noun	vervolgens/adv	bijvoorbeeld/adv	die/det	fiets/noun	Dirk/name	demonstratief/adj	ideaal/adj	zondag_avond/noun	arm/adj	outfit/noun	zo/adv	harnas/noun	je/pron	Koller/name	gaandeweg/adv	snel/adj	tijd/noun	De/name	en/vg	punt/noun	iemand/noun	gemeente_personeel/noun	foutief/adj	Ma/name	wagen_DIM/noun	gedachte/noun	tas/noun	design/noun	om/prep	Rossi/name	laat/adj	blik/noun	Kristof/name	iedereen/pron	in/prep	Bangoura/noun	tegenstander/noun	nadrukkelijk/adj	ze/pron	toen/adv	h/noun	sluimer/adj	ergens/adv	beugel/noun	aan/prep	graag/adj	rechter_been/noun	gek/noun	door/comp	Mike/name	Pasanen/name	wagen/noun	zak_DIM/noun	men/pron	opnieuw/adv	soms/adv	daarop/pp	halfweg/prep	af/adv	zich/pron	geluid/noun	met/prep	rugzak/noun	daarin/pp	Thomas/name	meteen/adv	door/prep	donderdag_morgen/noun	Adriaens/name	telkens/adv	zodra/comp	duim/noun	Gino/name	vinger/noun	song/noun	getrokken/adj	ter/prep	oma/noun	volk/noun	licht/adj	ik/pron	klassieker/noun	voet/noun	terwijl/comp	Baouf/name	Vermant/name	al/comp	auto/noun	daardoor/pp	gewoon/adj	regisseur/noun	stuk/adv	dimensie/noun	zweet/adj	Kanu/name	voertuig/noun	zuiver/adj	arm/noun	mij/pron	toen/comp	Armstrong/name	hij/pron	Stijn/name	zakdoek/noun	me/pron	zodat/comp	stuur/noun	kar/noun	naar/adj	Crasson/noun	Mutavdzic/name	uitblinker/noun	Vereecke/name	Bouma/name	trein/noun	dief/noun	renner/noun	traditioneel/adj	Mpenza/name	wolk/noun	lijf_DIM/noun	beeld/noun	beetje/noun	wagon_DIM/noun	fietser/noun	Penders/name	trein_DIM/noun	Van/name	eindeloos/adj	Mestdagh/name	sjaal_DIM/noun	brom_fietser/noun	twee/num	er/adv	beide/pron	of/vg	Marion/name
Ruth/name	0.906757	0.86268055	0.89536506	0.93592143	0.845299	0.8124375	0.876255	0.8991586	0.9058064	0.9140497	0.0	0.89825296	0.9050186	0.83339334	0.89343745	0.8879618	0.92148745	0.8543004	0.9273873	0.89971876	0.89643925	0.9159368	0.9122209	0.86942977	0.91787565	0.91065925	0.9078779	0.898574	0.8895826	0.889054	0.7518426	0.9079832	0.77682567	0.8159326	0.8652346	0.872112	0.8153258	0.8675374	0.82110363	0.87737995	0.8506194	0.9040441	0.82170045	0.87896234	0.89077455	0.87265074	0.866062	0.85641044	0.8568861	0.90532863	0.8673091	0.8409757	0.8537068	0.9163407	0.9197132	0.849342	0.7824039	0.9129594	0.81849253	0.9004109	0.88727605	0.8244136	0.8974639	0.86902964	0.8862809	0.8585166	0.90463656	0.8561657	0.88612324	0.8620938	0.87208796	0.8520662	0.8636187	0.89064443	0.8811613	0.85045004	0.76913595	0.8032218	0.88618326	0.929903	0.8767377	0.91958976	0.8773791	0.82714164	0.930478	0.88095117	0.8537945	0.7526066	0.91777676	0.9228099	0.9086637	0.8881912	0.87542456	0.82003987	0.8424244	0.87776977	0.8615445	0.86634094	0.8618981	0.8413211	0.8834006	0.8252887	0.7605044	0.85213137	0.8038057	0.90063775	0.9032132	0.8492445	0.86969304	0.89230776	0.854336	0.91290885	0.8220876	0.90290976	0.9159214	0.76256925	0.8563873	0.90863234	0.83215165	0.8135008	0.90824777	0.8402343	0.91517794	0.8882592	0.8500141	0.9231108	0.90236396	0.8971181	0.7408489	0.83645535	0.87211406	0.9086325	0.85117	0.9402474	0.8516075	0.88721025	0.819659	0.81221414	0.8554449	0.7289738	0.8303845	0.9183366	0.82765853	0.8785409	0.9210868	0.8933805	0.8780807	0.9396573	0.93061125	0.8577885	0.86441565	0.8640538	0.92402995	0.9230742	0.8826525	0.8566441	0.84268814	0.91646457	0.9578301	0.88013303	0.87076724	0.97736275	0.9065636	0.9112739	0.92840344	0.82290965	0.8758732	0.8840089	0.91619325	0.930924	0.83329237	0.9217708	0.7981221	0.83480793	0.79748845
wielertoeristen/noun	0.8701325	0.84431547	0.88294387	0.9163348	0.913348	0.910899	0.864347	0.91872746	0.9075698	0.88947916	0.89825296	0.0	0.9211377	0.90772146	0.9047151	0.9083735	0.874934	0.84923273	0.9366938	0.89691895	0.9101267	0.9237423	0.9244014	0.90649533	0.9252907	0.937541	0.8803172	0.8837472	0.9533848	0.8994312	0.92472684	0.9225101	0.91936904	0.90143836	0.8813958	0.8988201	0.88609165	0.9303901	0.8517672	0.90671027	0.860473	0.74970317	0.91920406	0.87434244	0.8541319	0.80362856	0.8979892	0.85402775	0.8921115	0.9263725	0.87885964	0.91330826	0.89298797	0.8488599	0.8982905	0.94016623	0.8237634	0.95899916	0.88058215	0.8846851	0.92339766	0.91826516	0.8214158	0.93977267	0.8966063	0.90613836	0.87607837	0.9060396	0.86947304	0.9024443	0.8916647	0.84471077	0.8754026	0.9237	0.88615334	0.91944325	0.84389246	0.8740877	0.88806343	0.92786026	0.88777995	0.8849547	0.88986963	0.8710544	0.89953625	0.86297977	0.88254935	0.92020446	0.93489945	0.78916407	0.9078586	0.8866594	0.8232715	0.85593355	0.8832663	0.8293415	0.8564594	0.8997464	0.89709044	0.86706144	0.8620597	0.90717494	0.9442777	0.86991394	0.8388497	0.8364974	0.92295355	0.78566957	0.86842775	0.89346296	0.8601203	0.9240432	0.9010578	0.8790259	0.84331536	0.8883994	0.8779387	0.86608136	0.86968136	0.8403186	0.88810194	0.8511344	0.9344983	0.9555974	0.89339817	0.7852817	0.8642038	0.86925113	0.92552304	0.8584024	0.923836	0.8759512	0.9338841	0.80047953	0.9310426	0.8965736	0.88703585	0.84613585	0.8259649	0.8557192	0.8841309	0.92488384	0.90010595	0.81524026	0.8452971	0.83642286	0.8875746	0.9495562	0.9597652	0.9081799	0.90124446	0.9469068	0.8010986	0.8851133	0.69121885	0.87763417	0.9101218	0.88053995	0.9372297	0.94092435	0.8926925	0.92387366	0.60942155	0.93396455	0.82357836	0.95831263	0.8770013	0.92742985	0.9213619	0.7522565	0.8249552	0.849835	0.87314343	0.86699045	0.9176165
onderaan/adv	0.76167613	0.7745483	0.79712844	0.8335094	0.80561805	0.88442385	0.80212885	0.82025826	0.8892098	0.8337457	0.9050186	0.9211377	0.0	0.827262	0.8444401	0.8545851	0.76820266	0.79589915	0.9315058	0.78087974	0.7959759	0.8383349	0.8473625	0.86601865	0.88846266	0.9103657	0.86834115	0.8334124	0.9143783	0.8232309	0.91687346	0.8615234	0.92605734	0.8382313	0.7411634	0.83187306	0.88833845	0.8473439	0.7690751	0.81955713	0.77176046	0.8453228	0.9234996	0.84954715	0.87838435	0.8606803	0.8453807	0.8340329	0.8363742	0.867257	0.80391216	0.8451438	0.8284405	0.8406204	0.9039426	0.94762194	0.7417791	0.75058484	0.8584037	0.9026738	0.8620349	0.89406	0.8450309	0.8893943	0.79037815	0.8589984	0.8770732	0.8400083	0.8314564	0.8142881	0.8655139	0.8612381	0.8008528	0.92976415	0.84593445	0.84725046	0.79906505	0.8439813	0.8361413	0.90928245	0.78489995	0.8537242	0.87916225	0.8709574	0.8243733	0.8527081	0.7986785	0.8735228	0.9305881	0.85994875	0.79596525	0.8546017	0.80405223	0.8013382	0.8030865	0.7718816	0.8197038	0.8898151	0.8462479	0.7549799	0.80040103	0.7943261	0.92912704	0.8056799	0.8346411	0.9004423	0.91651917	0.7758245	0.80210453	0.8061348	0.86130714	0.8143593	0.8610158	0.8336124	0.8989785	0.84591067	0.8953078	0.82558024	0.8677733	0.8570881	0.8442142	0.7752373	0.90603346	0.8560796	0.82098484	0.86011183	0.7570685	0.84044224	0.90971434	0.85068965	0.8732329	0.85272694	0.9014622	0.87389785	0.8517617	0.78548497	0.89525354	0.8572672	0.848298	0.8449439	0.8714824	0.81373763	0.8973552	0.7141161	0.8378925	0.8410752	0.81472206	0.9334074	0.9315938	0.82216275	0.87861013	0.88526595	0.8995006	0.8905643	0.86018986	0.82910526	0.84446627	0.80828977	0.8462632	0.84789324	0.82899475	0.89757395	0.88871795	0.8896656	0.8821806	0.9437086	0.80060005	0.88376147	0.8576509	0.92129225	0.8005147	0.86089957	0.808281	0.771146	0.8958634
onhandig/adj	0.7762512	0.8081465	0.8015255	0.86730576	0.6564957	0.8843725	0.8118042	0.8162851	0.87013364	0.8718442	0.83339334	0.90772146	0.827262	0.0	0.8233776	0.8042924	0.80225736	0.8216432	0.8823461	0.7910905	0.7996891	0.77952516	0.7811189	0.8193085	0.8209108	0.8467573	0.8607018	0.8735194	0.86748433	0.87361234	0.796859	0.8234102	0.8236846	0.8113909	0.74624527	0.79952306	0.7331796	0.8798201	0.73472583	0.7659448	0.7018837	0.80347717	0.88821393	0.8241862	0.80342555	0.860327	0.83107543	0.8034481	0.7132057	0.811354	0.72421074	0.84689534	0.7762798	0.81648505	0.90160686	0.93186694	0.66002536	0.92108047	0.72955686	0.9097712	0.7891864	0.8177634	0.81727725	0.7801095	0.7462608	0.81434476	0.8526016	0.87654406	0.88962114	0.7327804	0.90046066	0.8020929	0.84399354	0.9214442	0.83201	0.79459673	0.69750416	0.84515	0.8643373	0.8563876	0.8064624	0.808958	0.8563985	0.8145614	0.8587955	0.7883105	0.7392843	0.7895333	0.9361626	0.84575653	0.8047311	0.785026	0.84895724	0.60787433	0.82954717	0.8674708	0.7328789	0.83472955	0.7739543	0.725381	0.77733696	0.7980682	0.8399409	0.84163445	0.771134	0.8783363	0.9104232	0.78924245	0.7695526	0.7917752	0.8770861	0.79182345	0.76008457	0.82523215	0.9165825	0.7890616	0.8580194	0.8161932	0.7930151	0.80960405	0.8174275	0.7064741	0.9466712	0.90987873	0.7852127	0.8296619	0.7893524	0.74436015	0.8094112	0.7616259	0.80497336	0.8107818	0.87839174	0.8474741	0.77806324	0.7511201	0.79958564	0.84257114	0.8498846	0.723398	0.87967247	0.8020428	0.7967115	0.7449185	0.812708	0.81860375	0.7726125	0.95532423	0.90936124	0.8636488	0.922806	0.8544937	0.8738542	0.8720827	0.89750177	0.8089004	0.8683833	0.8328201	0.8398196	0.79051614	0.7220808	0.9435349	0.86005396	0.9133575	0.8680735	0.9144259	0.73535377	0.90263015	0.87180674	0.9022481	0.83194304	0.86548895	0.8105746	0.701823	0.8507662
alles/noun	0.86289245	0.7537025	0.7895925	0.8692553	0.7606461	0.91756165	0.647431	0.8781956	0.89511144	0.7515955	0.89343745	0.9047151	0.8444401	0.8233776	0.0	0.874295	0.8759899	0.8192173	0.8805931	0.8216211	0.9024624	0.86475545	0.84758735	0.8561639	0.80912584	0.792537	0.9038876	0.8730822	0.88937163	0.8764035	0.91447574	0.8642096	0.90176857	0.8886355	0.8235282	0.76899225	0.844854	0.87914646	0.75090384	0.8355812	0.7141193	0.8160463	0.92768824	0.9030303	0.8789825	0.86555547	0.894147	0.8331381	0.6989968	0.88390493	0.6225026	0.88803375	0.7828152	0.7527662	0.8567576	0.9551051	0.76966333	0.9125022	0.7593796	0.9070423	0.90375257	0.91513014	0.8458199	0.80557233	0.82389635	0.8214233	0.91790444	0.89130986	0.89213973	0.8451692	0.92146647	0.7088398	0.89663434	0.90784895	0.87079287	0.8367792	0.6415994	0.785831	0.89094317	0.8920203	0.8056239	0.89189094	0.88980985	0.7838117	0.9054642	0.83754164	0.7653036	0.91202635	0.93045384	0.8809844	0.82538533	0.70639116	0.82828987	0.7316891	0.8620064	0.87309486	0.789757	0.84510297	0.8224685	0.8657464	0.8390931	0.84073156	0.9523534	0.7857035	0.87319505	0.9006704	0.92905176	0.8178406	0.74667907	0.872453	0.8979406	0.838367	0.8135853	0.87369084	0.9242113	0.8496316	0.85612965	0.88516533	0.6809306	0.8416276	0.87667006	0.8061769	0.95218295	0.9045845	0.6675607	0.87414914	0.78669167	0.7309233	0.900778	0.83981806	0.8632906	0.9046071	0.9235805	0.8790593	0.81278	0.87810135	0.7541027	0.8788001	0.8428305	0.74474126	0.9259798	0.86570144	0.7621702	0.70356584	0.88765526	0.87928474	0.8401391	0.9595729	0.9510665	0.9034489	0.8913294	0.90406626	0.8940395	0.9027574	0.8900823	0.8691142	0.89734554	0.85315615	0.86760676	0.80943453	0.7424674	0.9170709	0.9116554	0.9420222	0.8985893	0.95104194	0.8175165	0.9336851	0.88762873	0.9346382	0.9389255	0.7965126	0.84746003	0.8268704	0.87653464
pyjama/noun	0.82260144	0.88556516	0.8446132	0.82648873	0.7664009	0.8985836	0.82832587	0.83998084	0.89501095	0.8913994	0.8879618	0.9083735	0.8545851	0.8042924	0.874295	0.0	0.80481726	0.8425996	0.9375646	0.820874	0.8344359	0.80758566	0.82627004	0.8631103	0.9360918	0.8991033	0.87206286	0.8839844	0.943241	0.90341187	0.9030839	0.9177606	0.9052072	0.88863355	0.823709	0.89995575	0.84260106	0.8880309	0.78757185	0.8557205	0.8413909	0.8031976	0.92698	0.81356823	0.8982513	0.8353661	0.9026837	0.7558584	0.86803347	0.8279478	0.7934611	0.9049395	0.8665149	0.9013548	0.9102773	0.95251256	0.76163006	0.95564115	0.80868655	0.9203379	0.9353336	0.9094	0.8419873	0.8943614	0.7262491	0.829086	0.9165679	0.9113449	0.8877451	0.8329715	0.92672276	0.8383278	0.8346576	0.9211772	0.92462826	0.9029134	0.7289424	0.83971965	0.9135591	0.92129135	0.80778563	0.8342632	0.900272	0.85076195	0.91652244	0.8388002	0.8761967	0.8970144	0.94391155	0.86074764	0.81087375	0.8890802	0.8881069	0.8037855	0.8335105	0.8942483	0.8257349	0.9003147	0.870648	0.81693995	0.7338598	0.86692816	0.9162894	0.8517794	0.87572396	0.857129	0.9211926	0.85186976	0.8246727	0.8862758	0.8973241	0.8603753	0.8585957	0.8059063	0.9017205	0.75126743	0.9044744	0.8416857	0.8229928	0.89910245	0.8251316	0.75902617	0.96499866	0.9232409	0.863192	0.8293965	0.90132636	0.7787167	0.913977	0.86249596	0.89250255	0.79207146	0.94350314	0.90048516	0.8966667	0.7825453	0.8707222	0.81972325	0.90792876	0.81576306	0.9234322	0.7843846	0.87033474	0.7992918	0.83414817	0.8464669	0.85209614	0.9744361	0.9654059	0.9256934	0.9335854	0.9425726	0.8843831	0.8620994	0.9106215	0.8742363	0.91948414	0.8293321	0.79034233	0.88126177	0.84883755	0.9627687	0.8930844	0.94481915	0.86105585	0.95827305	0.84951246	0.9355818	0.7855865	0.91985136	0.840944	0.86065614	0.88594496	0.75503206	0.8712789
beneden/adv	0.7220148	0.8700241	0.66715163	0.6942876	0.7195805	0.8795982	0.7831777	0.7771145	0.88799596	0.8794126	0.92148745	0.874934	0.76820266	0.80225736	0.8759899	0.80481726	0.0	0.7743632	0.93902636	0.75559133	0.74637383	0.77614623	0.7656671	0.7929336	0.9098224	0.9372552	0.7100048	0.8441155	0.9488791	0.8573128	0.9602733	0.8845767	0.93234044	0.9202816	0.6725044	0.8605992	0.8646507	0.95106727	0.6557607	0.8648799	0.82565534	0.75400686	0.9488561	0.80979943	0.89072573	0.81905246	0.8898616	0.88747203	0.88102144	0.8551123	0.81241643	0.8977764	0.83504987	0.79370415	0.92173594	0.9618551	0.70900166	0.870276	0.83045185	0.91121477	0.9060851	0.90845734	0.7915086	0.9047412	0.7442417	0.87171113	0.89586693	0.91160643	0.8569637	0.7518442	0.9278612	0.84848726	0.7706191	0.9089424	0.90194243	0.89129204	0.7770457	0.82108265	0.9033584	0.9122854	0.71448976	0.80023706	0.8523258	0.9015646	0.8060509	0.8034718	0.79888344	0.9144606	0.9325454	0.73780584	0.8010175	0.88230914	0.7864052	0.8020442	0.7632067	0.81006134	0.71391827	0.8903868	0.7882339	0.7757733	0.73877084	0.8905692	0.95610255	0.78037983	0.77294177	0.83054876	0.9125262	0.78863585	0.7261263	0.8078089	0.8827766	0.77181375	0.91294885	0.7425855	0.8499862	0.784755	0.9137843	0.7484257	0.87760484	0.92088693	0.68914115	0.63517064	0.9387826	0.91667306	0.88964844	0.73325133	0.7552359	0.8081628	0.95594054	0.8755026	0.90619844	0.76927084	0.91025335	0.7574948	0.87904066	0.69600654	0.912007	0.75708586	0.88368034	0.83217883	0.91904247	0.7922904	0.8858594	0.6581709	0.76483923	0.7519895	0.7733252	0.9445972	0.9331448	0.89710844	0.92703927	0.90685517	0.7698778	0.78491163	0.8730663	0.8989229	0.87856835	0.67285174	0.81862986	0.85280395	0.8525089	0.9244439	0.84091735	0.9239737	0.7953031	0.9635145	0.7668892	0.91382545	0.831118	0.85977584	0.79275	0.83422023	0.8810367	0.74869823	0.889333
alweer/adv	0.7865854	0.7636579	0.72690845	0.83137476	0.77438885	0.76829684	0.6792945	0.8769455	0.87899464	0.68785286	0.8543004	0.84923273	0.79589915	0.8216432	0.8192173	0.8425996	0.7743632	0.0	0.8765624	0.82052577	0.8143587	0.8718821	0.8685449	0.8394736	0.8948239	0.89908373	0.7950563	0.66283196	0.9169942	0.66519177	0.8894275	0.8952585	0.83988744	0.7857109	0.7448484	0.70871973	0.8316199	0.8774294	0.6953422	0.8998308	0.75592357	0.7959772	0.8765868	0.80074453	0.8446503	0.70810294	0.88871133	0.8427975	0.8083477	0.88033354	0.7975403	0.73732007	0.74573636	0.6839594	0.7184544	0.8594915	0.7827256	0.78522855	0.8111149	0.87992746	0.8334611	0.8644257	0.8264211	0.84925914	0.8094585	0.85606873	0.82394314	0.82099503	0.6077683	0.85284865	0.7381819	0.7823886	0.78611374	0.83317673	0.8186152	0.84279156	0.7366028	0.6306387	0.7886567	0.85453844	0.7553956	0.8838207	0.88340175	0.8243414	0.8401849	0.7912632	0.7801787	0.80994916	0.84753793	0.8389816	0.8416102	0.81996983	0.551602	0.7356496	0.74923515	0.66751975	0.69690466	0.87356544	0.8334092	0.7485255	0.8151038	0.8639116	0.8664578	0.5970936	0.79564023	0.82024515	0.82987386	0.62884474	0.66016155	0.7984899	0.7653181	0.862691	0.8148049	0.8417155	0.8759246	0.78730154	0.863273	0.78797686	0.77084243	0.79427785	0.80389136	0.7231456	0.8128659	0.7711735	0.7383491	0.83651626	0.7517205	0.7813196	0.8644016	0.8042803	0.8810472	0.8604422	0.79727095	0.860912	0.86748177	0.8465187	0.84425825	0.62333155	0.75661033	0.70358133	0.78498185	0.85325325	0.8329317	0.72291774	0.85050166	0.8357694	0.7956262	0.8857822	0.82709086	0.7198628	0.8179176	0.78085876	0.81246305	0.8308331	0.7772378	0.8454541	0.6811057	0.77563155	0.91779864	0.8591081	0.7596166	0.9194909	0.8510142	0.80479723	0.85789925	0.83117306	0.75879157	0.8006791	0.8802816	0.88654125	0.7002896	0.76169264	0.7656086	0.7921027	0.80544394
wetswijziging/noun	0.91858494	0.74138266	0.8968571	0.9504825	0.92830634	0.91007376	0.8556645	0.9384059	0.8474438	0.85568845	0.9273873	0.9366938	0.9315058	0.8823461	0.8805931	0.9375646	0.93902636	0.8765624	0.0	0.92499125	0.9300636	0.9312586	0.94914615	0.9435388	0.75083566	0.79940695	0.90236527	0.9092833	0.87932765	0.9320531	0.9375022	0.8633566	0.8987966	0.946103	0.91305286	0.7256855	0.9116291	0.9184873	0.8317987	0.81265926	0.7778386	0.9504958	0.9270622	0.89414877	0.9344821	0.89639896	0.9189203	0.9109761	0.8506987	0.9053965	0.9095779	0.9177113	0.8627856	0.84008515	0.896608	0.94397837	0.8607635	0.91873264	0.8907416	0.8617179	0.8665078	0.94585574	0.93596673	0.87930083	0.9421003	0.926928	0.8763509	0.9386486	0.9029227	0.93379956	0.94869804	0.87540996	0.8799901	0.9514366	0.86196816	0.8353022	0.8591672	0.89902854	0.9355887	0.8802804	0.94559187	0.91576135	0.86751354	0.914168	0.922925	0.9322244	0.770561	0.9309225	0.95489854	0.9442509	0.9098739	0.806617	0.83698803	0.870749	0.8127309	0.8766128	0.9348257	0.87183666	0.9038342	0.8837919	0.9425279	0.7988323	0.95939565	0.8572836	0.8102816	0.9339288	0.9297683	0.88011056	0.792593	0.94041234	0.92460346	0.949858	0.91016835	0.9435839	0.91491836	0.9180054	0.8873024	0.92158103	0.91192347	0.9244827	0.9502363	0.8949374	0.9634888	0.9065416	0.8479379	0.9421259	0.8151988	0.9155468	0.9343124	0.91306424	0.8884792	0.945813	0.9316271	0.93127984	0.8653368	0.94542396	0.89874196	0.91674596	0.9177915	0.8612865	0.94725454	0.9400701	0.91792154	0.78603435	0.95060223	0.9216772	0.89764994	0.96511185	0.97309345	0.9429874	0.9284423	0.92236054	0.93877184	0.94768244	0.92236674	0.89395213	0.92594355	0.93529534	0.952777	0.8991782	0.93162024	0.94785726	0.9164124	0.9255423	0.943253	0.9355316	0.87285995	0.9111545	0.9497955	0.9318136	0.9136637	0.8554332	0.84470034	0.8664927	0.9262371
poot_DIM/noun	0.7407495	0.8719162	0.77653974	0.83855784	0.76123214	0.9086762	0.7890245	0.7608975	0.90198743	0.86919117	0.89971876	0.89691895	0.78087974	0.7910905	0.8216211	0.820874	0.75559133	0.82052577	0.92499125	0.0	0.83546025	0.7462517	0.7957938	0.84338224	0.9139848	0.90847623	0.86875427	0.8745415	0.9348545	0.878602	0.9230395	0.8797596	0.9316319	0.9120751	0.77706665	0.8714023	0.8599644	0.92417616	0.7316785	0.8625287	0.82277346	0.8242724	0.94649625	0.8126552	0.8925337	0.8666437	0.8510696	0.84722483	0.8303819	0.8477152	0.79076576	0.9005935	0.8424128	0.82893217	0.8875335	0.97295624	0.73892593	0.9378074	0.8381879	0.94473535	0.9325827	0.90059066	0.82754445	0.8704289	0.7644092	0.85295165	0.8857252	0.91038144	0.90125865	0.7858372	0.94237304	0.8520531	0.8598411	0.9388476	0.90583044	0.8909691	0.7436844	0.85034466	0.90790725	0.91737455	0.79592156	0.79541826	0.89150375	0.85978234	0.8217288	0.8358096	0.81550634	0.89498085	0.92193866	0.8641685	0.7764677	0.8490444	0.8768561	0.7861001	0.82373655	0.8868574	0.7816255	0.892943	0.81168854	0.7813761	0.76717824	0.8546564	0.95900506	0.82861686	0.85827553	0.8918011	0.9232005	0.8406492	0.7705876	0.76891303	0.9264444	0.727638	0.8567476	0.8085644	0.90341073	0.8011639	0.91408783	0.8218422	0.8435682	0.8769201	0.76663244	0.7715431	0.94410217	0.9217268	0.85531825	0.85032463	0.83196324	0.806709	0.91769576	0.8444344	0.8821026	0.81389886	0.8953869	0.874634	0.8686482	0.7328782	0.8736422	0.8483875	0.90563	0.8194885	0.9415102	0.80437577	0.8688984	0.7527768	0.82918274	0.8112861	0.81279707	0.95642316	0.956844	0.9211087	0.91427857	0.9174306	0.88603836	0.8677428	0.89786696	0.8615143	0.899941	0.7825674	0.776705	0.85277176	0.7975009	0.91093826	0.90536875	0.92699045	0.8382792	0.97497874	0.8075367	0.9306978	0.79368925	0.9233852	0.8601922	0.8811339	0.88878196	0.74246573	0.91998476
achter/prep	0.7667229	0.8593376	0.79651266	0.69450134	0.7700621	0.8815986	0.87236327	0.8042832	0.90927887	0.9075073	0.89643925	0.9101267	0.7959759	0.7996891	0.9024624	0.8344359	0.74637383	0.8143587	0.9300636	0.83546025	0.0	0.8054978	0.8034139	0.87207943	0.9269705	0.92254084	0.84836936	0.8636972	0.93586826	0.8769482	0.9207525	0.91154	0.9119232	0.8758346	0.5269889	0.8734163	0.85959107	0.87314075	0.75673425	0.89228916	0.81744206	0.8100635	0.9098414	0.805726	0.8798189	0.83636904	0.9261012	0.88181967	0.8952554	0.84834796	0.8476582	0.881187	0.84782743	0.87557256	0.92095155	0.9305777	0.7710157	0.9080593	0.82593894	0.90411806	0.88997626	0.88881266	0.83467007	0.87836766	0.784058	0.89028084	0.8771627	0.84280974	0.8909541	0.7639855	0.8815974	0.8724746	0.7747833	0.90744567	0.8668381	0.87283593	0.82492715	0.86368835	0.88677275	0.89006394	0.74037004	0.84475	0.8236599	0.8878246	0.86609066	0.78969896	0.8432002	0.88065046	0.915496	0.8002119	0.8510034	0.88856125	0.8478474	0.8210595	0.8124417	0.84199625	0.8315875	0.87277037	0.8502198	0.7894057	0.79188293	0.8453808	0.9035325	0.8419991	0.82036155	0.8792826	0.9143948	0.817134	0.78703666	0.8445853	0.8770833	0.8342539	0.88386774	0.81464946	0.8810755	0.8428437	0.89573455	0.874385	0.89725316	0.91725975	0.8043583	0.7302878	0.9368756	0.9079686	0.8905455	0.79993385	0.8710662	0.8299211	0.92592335	0.87462574	0.89436346	0.8289184	0.9131656	0.8428768	0.8747544	0.81169647	0.9222977	0.8253067	0.8553432	0.8217064	0.8687806	0.8199277	0.91618085	0.7672821	0.77163124	0.8161525	0.88025695	0.9392103	0.9398409	0.88916844	0.907905	0.88023865	0.85935354	0.82186866	0.8691541	0.8862624	0.87580913	0.8100517	0.8993955	0.8653238	0.8976725	0.92299575	0.8854729	0.92595047	0.8358289	0.9367821	0.78807676	0.9328686	0.8648362	0.901975	0.784256	0.8747406	0.87212414	0.80133843	0.88210183
hand/noun	0.7188331	0.88705486	0.8323819	0.8525275	0.7019108	0.91032815	0.8439666	0.7660426	0.9053449	0.92419606	0.9159368	0.9237423	0.8383349	0.77952516	0.86475545	0.80758566	0.77614623	0.8718821	0.9312586	0.7462517	0.8054978	0.0	0.72137	0.8466476	0.92913085	0.93976885	0.8896084	0.8926138	0.95040405	0.9048039	0.9233511	0.91599005	0.9079668	0.8901503	0.75471103	0.89315623	0.8636113	0.9185911	0.72420424	0.8935179	0.8800427	0.8552449	0.9141465	0.7414258	0.93139464	0.90612555	0.8237395	0.8429105	0.88535583	0.8208657	0.82105696	0.89281875	0.8566029	0.89055854	0.918985	0.96404004	0.7279798	0.9307759	0.78449947	0.94721454	0.9224099	0.90072834	0.87526834	0.8957442	0.68466854	0.9020881	0.8935162	0.8899496	0.9358617	0.743224	0.93101025	0.8385536	0.87973976	0.90786016	0.87162215	0.8821759	0.75228935	0.8575204	0.8894261	0.8938202	0.84277177	0.7744324	0.8474425	0.8779154	0.78772473	0.82235223	0.8082156	0.8893424	0.89813817	0.8728447	0.7640623	0.88461304	0.88464135	0.82703686	0.8238679	0.87492526	0.7933357	0.8820859	0.8584988	0.7597374	0.7378992	0.8909862	0.9227284	0.84044963	0.82863414	0.9169709	0.93823326	0.8718313	0.7852695	0.6826333	0.9192045	0.5581623	0.87781715	0.77435416	0.9019044	0.83109987	0.8703307	0.8627204	0.874443	0.9122028	0.68662703	0.6945343	0.93816185	0.90875435	0.8886379	0.86160374	0.88144064	0.8496565	0.92031103	0.86228615	0.9175841	0.8255714	0.9102327	0.8878492	0.8751708	0.53737307	0.893944	0.83097076	0.88251376	0.774466	0.9232324	0.6948308	0.8611653	0.7980884	0.80321515	0.83955383	0.86646783	0.93066835	0.88046104	0.890873	0.92464215	0.91266406	0.897282	0.88555026	0.9180446	0.88941765	0.892557	0.83196205	0.80161595	0.8801497	0.8791496	0.9229593	0.9230626	0.9010747	0.9003077	0.9423048	0.8530817	0.9196772	0.7617235	0.91916203	0.87957996	0.924983	0.8852009	0.7813504	0.9174115
