	gehandicapt/adj	opticien/noun	en/comp	alleen/adj	carrière/noun	dan/adv	ver/adj	Rineke/name	aanschaf/noun	C2/name	Amerikaan/noun	wel/adv	weg/noun	maar/adv	probleem/noun	trouwens/adv	ook/adv	op/adj	weduwe/noun	systeem/noun	of/comp	om/comp	zelfs/adv	uit/prep	ouder/noun	ginds/adj	niets/noun	vriend/noun	zogezegd/adj	daaraan/pp	elkaar/pron	juist/adj	te/comp	fiets/noun	zij/pron	god/noun	zo/adv	Sparta/name	cursist/noun	jongen/noun	computer/noun	lezer/noun	Europa/name	bouw/noun	je/pron	snel/adj	imago/noun	iemand/noun	broer/noun	buur/noun	mede/adv	markt_economie/noun	vakantieganger/noun	gemeente_bestuur/noun	het/noun	dokter/noun	ze/pron	weinig/det	niet/adv	wijze/noun	regeringstroepen/noun	weer/adv	werkloos/adj	valk/noun	vrouw/noun	bovendien/adv	daarmee/pp	bij/prep	aan/prep	maatregel/noun	drugsverslaafd/adj	graag/adj	1-1_gelijkspel/noun	familie_lid/noun	als/comp	ons/noun	honderdduizenden/noun	buitenlander/noun	door/comp	toch/adv	dus/adv	het/det	niemand/pron	echt/adj	stage/noun	soms/adv	democratie/noun	familie/noun	wereld/noun	haar/pron	hulp/noun	af/adv	met/prep	Amerika/name	creativiteit/noun	tijdelijk/adj	vader/noun	dame/noun	door/prep	mens/noun	klant/noun	overeind/adv	Kosovo/name	misschien/adv	vooruit/adv	ik/pron	oog_arts/noun	tegen/prep	huis_bezitter/noun	al/comp	therapeut/noun	dat/det	allochtoon/noun	u/pron	mij/pron	natuurlijk/adj	zoon/noun	hen/pron	ervaring/noun	hij/pron	kopman/noun	we/pron	bovenop/prep	partner/noun	even/adj	me/pron	ons/pron	gelukkig/adj	uitstekend/adj	tussenstap/noun	amateur_club/noun	persoon/noun	zeker/adj	mee/adv	boer/noun	beetje/noun	gemeente/noun	niks/noun	veel/adj	mezelf/pron	daarbij/pp	tekort/noun	handjevol/noun	index/noun	zichzelf/pron	Ambiorix/name	IBA/name	hem/pron	chauffeur/noun	president/noun	of/vg
buitenlander/noun	0.7592358	0.8703075	0.8327782	0.7496548	0.903858	0.822575	0.8720616	0.91156036	0.84484017	0.9519958	0.58996075	0.84279734	0.887685	0.82137275	0.8219557	0.77607334	0.76733446	0.9021975	0.8492135	0.83203244	0.8782139	0.7686339	0.7884332	0.80521274	0.74889374	0.80825853	0.8851967	0.8206043	0.7379464	0.83681357	0.8338729	0.8593845	0.75200343	0.871488	0.6813545	0.83457756	0.8303522	0.9059496	0.72368014	0.73493993	0.84103096	0.7887348	0.71719545	0.8889825	0.7996118	0.8363342	0.83601725	0.733956	0.8733251	0.8074095	0.8272637	0.8199408	0.65226734	0.8719827	0.85989094	0.85020405	0.73451006	0.8232357	0.7969774	0.84570944	0.8140393	0.84765244	0.68021595	0.87356526	0.69679403	0.70837814	0.8287011	0.83508044	0.8403903	0.7924375	0.67939895	0.8338316	0.9136537	0.70285636	0.80220926	0.80287874	0.6615138	0.0	0.7742263	0.8193599	0.7715284	0.85183394	0.7864361	0.84185195	0.85352755	0.8104098	0.7849492	0.80700964	0.83637345	0.79511184	0.77752376	0.88304216	0.8352972	0.7070255	0.8391532	0.75720596	0.85369325	0.8178957	0.7398948	0.59502894	0.73881406	0.84854233	0.7490908	0.8483222	0.88993764	0.82654953	0.8374382	0.7879951	0.7915233	0.8198606	0.7969745	0.826055	0.51479805	0.8349768	0.8154216	0.83883387	0.86396027	0.66388184	0.83320236	0.78182137	0.8506304	0.8164878	0.8752241	0.8198331	0.87451655	0.833343	0.7921851	0.86498016	0.8841791	0.85049486	0.82662207	0.65148205	0.83622545	0.86643326	0.72952735	0.87235236	0.7970341	0.8857919	0.7892686	0.8308816	0.7654364	0.843822	0.72054327	0.8949879	0.8021619	0.9210347	0.87323135	0.7693001	0.7594874	0.8454646	0.74918914
door/comp	0.81267947	0.8353472	0.79970264	0.7000302	0.85978544	0.7487906	0.77586544	0.89518005	0.74803436	0.91338956	0.79535073	0.80892956	0.8184905	0.7799609	0.7994259	0.81062484	0.75645715	0.86885166	0.8776985	0.6802595	0.8069786	0.45460117	0.7417425	0.8296034	0.7858449	0.7689009	0.8446159	0.844976	0.69436085	0.76830685	0.7302941	0.67750716	0.3642525	0.8111705	0.5681437	0.78753453	0.7439448	0.86102057	0.7838737	0.82540214	0.73688984	0.76613873	0.78979486	0.85338026	0.6879432	0.7220668	0.7469499	0.7219007	0.9198025	0.8055879	0.7707679	0.7772347	0.76176816	0.77244896	0.8672713	0.849137	0.61183	0.7743759	0.74531555	0.6327646	0.84707046	0.7488359	0.8170286	0.87042344	0.8312142	0.5627988	0.5407733	0.8308127	0.77059746	0.71769214	0.79750955	0.7460324	0.9106332	0.80152714	0.6723435	0.6994461	0.7848816	0.7742263	0.0	0.77370286	0.6909663	0.7960081	0.7751147	0.8192445	0.8970413	0.7128941	0.7732124	0.85333264	0.80466	0.70614344	0.79227114	0.7932003	0.7186767	0.8189137	0.7175381	0.7620096	0.87846166	0.8567198	0.6870863	0.73645663	0.70537376	0.8053895	0.8221357	0.79017067	0.7960106	0.79062784	0.83522195	0.79618824	0.7662021	0.7726673	0.7625677	0.7315787	0.7429645	0.79295474	0.78775066	0.77791953	0.9180003	0.6443615	0.84003353	0.6513369	0.8476077	0.668832	0.7956637	0.80981743	0.77144	0.7539164	0.68715894	0.8252862	0.7993921	0.8507051	0.85128665	0.81709516	0.8696845	0.75318146	0.7359354	0.7780765	0.75431794	0.8624176	0.72111887	0.726576	0.6493758	0.76652	0.7956709	0.8337337	0.66360176	0.89558464	0.79964817	0.6974187	0.7726573	0.8664295	0.7097513
toch/adv	0.91058815	0.86369914	0.45582443	0.6859247	0.84896874	0.40093523	0.80615854	0.9083956	0.8745014	0.9270452	0.8358682	0.35992974	0.8956161	0.52288914	0.8392122	0.5171462	0.5449841	0.84382105	0.929349	0.8537137	0.66132915	0.70064604	0.62717867	0.9349739	0.8289372	0.66779685	0.6887255	0.85206014	0.7729054	0.81484014	0.80344224	0.7587715	0.696887	0.8559319	0.7204175	0.77834725	0.5500196	0.8613272	0.84018433	0.7328373	0.91191584	0.7240349	0.88790166	0.9434939	0.4843676	0.73050755	0.8034683	0.59547454	0.95085776	0.8329593	0.8653783	0.8633127	0.81844467	0.89954233	0.56032413	0.83373564	0.5642663	0.74776316	0.47945994	0.80321157	0.94952905	0.62097996	0.9141733	0.8949086	0.8758147	0.6543125	0.80042	0.8656488	0.88400024	0.8664443	0.89541614	0.6974337	0.8550361	0.9049861	0.47332138	0.67626715	0.87698245	0.8193599	0.77370286	0.0	0.42663932	0.85318375	0.611965	0.50610983	0.90950435	0.52305186	0.85846424	0.91875654	0.85161155	0.722983	0.91392183	0.67021435	0.8377769	0.8759872	0.7907394	0.9158451	0.9052327	0.8256937	0.912072	0.69060856	0.8304311	0.7650596	0.9405083	0.3959232	0.77255833	0.4270146	0.8915198	0.89421475	0.8562139	0.38052708	0.8288843	0.48790878	0.8520183	0.65525347	0.52563703	0.44609922	0.9372531	0.7537507	0.7645544	0.6526429	0.8620586	0.4753353	0.88053155	0.9011343	0.574368	0.5544954	0.57385373	0.5457169	0.82163525	0.8624433	0.86014307	0.90839	0.67489594	0.7727643	0.8866718	0.51821136	0.9212599	0.61334854	0.62571514	0.58833873	0.8334197	0.916303	0.83240974	0.88139904	0.75110984	0.9238498	0.87099993	0.6980032	0.87375605	0.95317936	0.8216993
dus/adv	0.87484574	0.85018617	0.5368875	0.6188713	0.8885317	0.41190034	0.77825844	0.9392113	0.7830558	0.920135	0.87417597	0.537879	0.8582093	0.59317935	0.8125689	0.54300666	0.59042317	0.8236998	0.9316934	0.7483326	0.63784873	0.6241821	0.68903816	0.9179885	0.821687	0.7199687	0.71568024	0.8757738	0.7088333	0.78263426	0.82106483	0.7379466	0.6703716	0.8209978	0.70125675	0.79502994	0.6467657	0.8900685	0.81446207	0.8254377	0.8378527	0.76268053	0.8398004	0.91368896	0.5650681	0.74750936	0.7919397	0.67720795	0.94895273	0.8533375	0.8405482	0.8194535	0.76302105	0.8544668	0.6142825	0.84203464	0.62732303	0.73192394	0.4723469	0.8184938	0.9280037	0.6910082	0.8246467	0.88368315	0.88681984	0.5370223	0.7317817	0.8685657	0.85245657	0.7740389	0.8594375	0.75812745	0.90735936	0.9005253	0.5020924	0.6992016	0.8535846	0.7715284	0.6909663	0.42663932	0.0	0.8373379	0.68319786	0.6074053	0.87830937	0.6453213	0.7860102	0.9078476	0.8364048	0.7871497	0.84398186	0.7743562	0.845201	0.86572605	0.7549347	0.83993065	0.9136932	0.8641467	0.8876285	0.72791994	0.76663065	0.81707513	0.91471756	0.5124585	0.800213	0.5799339	0.8498714	0.8914427	0.7915633	0.48845065	0.7910478	0.5039437	0.79330367	0.6784347	0.5993482	0.48323435	0.9445556	0.74931884	0.8030431	0.74495685	0.8507575	0.5095997	0.83520836	0.82031107	0.6627534	0.666296	0.60595167	0.62099177	0.8387493	0.82606316	0.8492298	0.85180664	0.6770388	0.75447345	0.82435834	0.62341464	0.85094607	0.65910566	0.63640267	0.6781355	0.7797004	0.85200405	0.82679707	0.8829193	0.76162386	0.9078011	0.85331255	0.74953353	0.84954023	0.9512843	0.7769429
het/det	0.8747028	0.90101427	0.8607513	0.8361013	0.8749849	0.86363196	0.8417375	0.9178485	0.8245195	0.93079996	0.8922126	0.87317777	0.79977894	0.8834813	0.8962143	0.82635117	0.84116447	0.8891217	0.9011353	0.838633	0.8789454	0.8053348	0.8517455	0.78971934	0.899673	0.83100474	0.9023511	0.92604756	0.79293287	0.8924529	0.87275225	0.82382387	0.8127909	0.8690959	0.84111106	0.869518	0.8760673	0.91804487	0.85484004	0.9065891	0.8600639	0.87517655	0.8182279	0.7618457	0.8697037	0.8400922	0.8448742	0.8783065	0.9519357	0.87803227	0.8142055	0.8411118	0.80119216	0.80322134	0.87635225	0.8855165	0.8588666	0.8201585	0.8802145	0.84981936	0.860975	0.8401202	0.8865721	0.90455115	0.892768	0.7836082	0.78600216	0.8194207	0.8029139	0.8147895	0.85460466	0.89661574	0.9325266	0.8765051	0.8273232	0.84911764	0.8389185	0.85183394	0.7960081	0.85318375	0.8373379	0.0	0.90235996	0.8391094	0.8662206	0.8292518	0.8083752	0.8668101	0.8520417	0.87473285	0.86704624	0.8776165	0.8113646	0.8423413	0.85011595	0.77332765	0.929666	0.8736482	0.7644129	0.88723767	0.8878269	0.8207451	0.8354317	0.87440467	0.8929654	0.9037766	0.8847312	0.8572804	0.86234826	0.8479033	0.878638	0.72754693	0.86270845	0.9047604	0.8749272	0.8341514	0.9375877	0.87286294	0.8786885	0.8691183	0.88515264	0.863451	0.85404307	0.8659412	0.86773497	0.8952986	0.8775206	0.8739618	0.8155259	0.8818294	0.87691677	0.8794348	0.89602464	0.85727465	0.8402241	0.8691163	0.7828841	0.91274595	0.8545798	0.9197705	0.84586746	0.86181563	0.8311008	0.8718504	0.8844148	0.9121299	0.8559339	0.87443805	0.87894666	0.8704438	0.8087522
niemand/pron	0.91508377	0.8743203	0.62611663	0.6779723	0.92477775	0.6237669	0.8388006	0.9463966	0.9010457	0.95314693	0.7807107	0.6033458	0.90014404	0.7043284	0.845623	0.69580805	0.66850775	0.9115805	0.9002644	0.88410616	0.720284	0.7558717	0.7275442	0.9209802	0.7691461	0.7964733	0.6134536	0.8319999	0.7950992	0.79746425	0.81075186	0.8326484	0.65430826	0.8786991	0.5738815	0.74267316	0.7612388	0.9337401	0.8425915	0.77723825	0.8997761	0.7162078	0.90365237	0.9477705	0.5264998	0.8148845	0.8945673	0.4876418	0.9162168	0.75937927	0.91345537	0.8891954	0.8290739	0.87757033	0.73568887	0.7742178	0.49568462	0.72565335	0.4838341	0.88282573	0.9153246	0.7945757	0.8918286	0.88713896	0.8233901	0.77227074	0.8657705	0.86417276	0.8690197	0.8860461	0.88062423	0.7406942	0.9240653	0.8291072	0.5987858	0.6629195	0.8696509	0.7864361	0.7751147	0.611965	0.68319786	0.90235996	0.0	0.6519246	0.93702763	0.6881871	0.8726609	0.8704809	0.85197824	0.62996936	0.88686097	0.7640765	0.8929517	0.87646717	0.8371569	0.90946895	0.85846645	0.83577394	0.8661065	0.6267029	0.7894545	0.85929936	0.9006847	0.69011813	0.8362709	0.49663144	0.8668611	0.9105512	0.8323328	0.6310542	0.8211981	0.6848762	0.86049587	0.58430845	0.56773305	0.7268599	0.9111913	0.6255999	0.8888853	0.5603677	0.8780437	0.5983282	0.9175936	0.9116156	0.70075595	0.56940687	0.5996606	0.73225594	0.8975282	0.931589	0.90407884	0.855261	0.77917284	0.83521354	0.82601035	0.69958377	0.8973224	0.6193252	0.7350087	0.6435597	0.7951762	0.91268045	0.8208262	0.93368137	0.74653065	0.9285391	0.91880715	0.59265244	0.7777996	0.9143637	0.8460317
echt/adj	0.8998024	0.87736505	0.5434637	0.6978082	0.82953054	0.59403163	0.8591994	0.89549255	0.87868494	0.9241072	0.85202	0.56298405	0.9057952	0.6500882	0.8465652	0.58720195	0.63746536	0.87098086	0.9216499	0.86697704	0.74093693	0.758489	0.7218634	0.89812016	0.84488475	0.7270963	0.7323181	0.83628404	0.7531704	0.83352184	0.8073833	0.7701051	0.76464844	0.8788204	0.76127225	0.7497394	0.6307677	0.9116935	0.8485589	0.76011574	0.89610064	0.7585538	0.87014556	0.94831246	0.52907443	0.7931179	0.8229188	0.61006737	0.9382231	0.8279476	0.8921356	0.8459899	0.8495048	0.93383545	0.66981304	0.85248166	0.60529226	0.73695946	0.6004479	0.8239955	0.94873387	0.7130196	0.91932213	0.8814959	0.85444325	0.7556611	0.86305594	0.86975014	0.8840427	0.9016282	0.9023649	0.7187032	0.91047215	0.8945763	0.5614587	0.70663583	0.8691181	0.84185195	0.8192445	0.50610983	0.6074053	0.8391094	0.6519246	0.0	0.9015986	0.5857439	0.82019186	0.8895554	0.77680653	0.72381246	0.8928858	0.7340262	0.8099765	0.81866693	0.779085	0.92185557	0.876444	0.81960464	0.88582206	0.7075543	0.8636757	0.8172585	0.91966057	0.582889	0.8404818	0.48669106	0.90068483	0.9093033	0.87981385	0.57502455	0.8309511	0.6207324	0.86471057	0.6735813	0.5546267	0.54101604	0.9263853	0.7706166	0.80189854	0.6961467	0.8756773	0.6161928	0.9098775	0.89694184	0.6656524	0.5905496	0.6397279	0.6675807	0.7906483	0.88058156	0.86979365	0.9107507	0.74048316	0.78324133	0.8910537	0.5768738	0.94967777	0.6590247	0.6579721	0.64061356	0.8658055	0.92713004	0.81280506	0.94610256	0.7713839	0.90607315	0.91317683	0.7231573	0.91331196	0.96489584	0.7983842
stage/noun	0.81831247	0.8872133	0.91574895	0.8958849	0.7840299	0.88361984	0.8880794	0.9264448	0.89899147	0.9204448	0.9291638	0.9035636	0.89643717	0.91933686	0.9074795	0.8275708	0.8498559	0.9120431	0.8996136	0.8725496	0.9181086	0.84853405	0.87464213	0.79437244	0.82019174	0.80473924	0.9398685	0.88672096	0.84574884	0.9102761	0.9158366	0.93202895	0.8638172	0.8519239	0.86576515	0.9398848	0.9318911	0.8213473	0.70975256	0.8585547	0.88484174	0.90505004	0.8712361	0.87277853	0.88716847	0.9094668	0.89429617	0.9072326	0.8928038	0.8694308	0.89275026	0.92146945	0.7817754	0.8707677	0.9452642	0.8622542	0.8495747	0.9111278	0.91359895	0.90710235	0.9126172	0.861431	0.8003148	0.9120384	0.88662165	0.85529494	0.9306193	0.7902081	0.87407315	0.8789266	0.8590876	0.87083066	0.83897805	0.8815977	0.89180547	0.8861596	0.86734354	0.85352755	0.8970413	0.90950435	0.87830937	0.8662206	0.93702763	0.9015986	0.0	0.9177474	0.90434027	0.8766929	0.93908226	0.9068036	0.83928823	0.9296102	0.87058777	0.8272113	0.8739966	0.8625113	0.8839002	0.9092037	0.86923766	0.8941901	0.890955	0.89443624	0.9238565	0.9262422	0.8879594	0.8534664	0.87845004	0.7855803	0.9294027	0.9143864	0.82976377	0.9215391	0.84795403	0.90251034	0.9091816	0.9238896	0.89115036	0.8686966	0.8188438	0.8515793	0.8422837	0.8246882	0.90832657	0.86183906	0.9017274	0.8969014	0.89967084	0.8975516	0.7997147	0.8756758	0.7930614	0.89260733	0.92300636	0.86340654	0.8932946	0.93975616	0.85641664	0.9222816	0.89491975	0.91874486	0.9204718	0.90442854	0.8641558	0.8992676	0.9269546	0.92733127	0.9004432	0.9053829	0.8939847	0.90036017	0.82511735
soms/adv	0.8335862	0.87444425	0.5681639	0.6878985	0.86951774	0.55919945	0.83010244	0.88630015	0.8387867	0.92720914	0.8568852	0.5589519	0.84779876	0.6223484	0.80902326	0.6723518	0.63895506	0.8844398	0.8892355	0.8331329	0.73829025	0.7279516	0.56006837	0.8448847	0.78581005	0.7256961	0.7630483	0.81543666	0.746042	0.8351709	0.719202	0.72809374	0.7557782	0.83632606	0.7443367	0.74557436	0.5478666	0.91804385	0.79835504	0.6861277	0.83152413	0.6855421	0.9088241	0.94787216	0.5134574	0.75964355	0.7849727	0.5684484	0.91777796	0.799388	0.82964474	0.8565449	0.7872533	0.9397217	0.6394963	0.8184625	0.5718056	0.73423666	0.6707649	0.6820444	0.9209402	0.704609	0.8827405	0.86522	0.7823075	0.64794195	0.85806227	0.855175	0.86476076	0.85594624	0.8347868	0.7254492	0.9240165	0.80786294	0.5439307	0.7146415	0.8313512	0.8104098	0.7128941	0.52305186	0.6453213	0.8292518	0.6881871	0.5857439	0.9177474	0.0	0.8626037	0.8825934	0.7858469	0.6784823	0.87334293	0.48255247	0.7393785	0.87137663	0.7445322	0.8696997	0.84822804	0.75076646	0.7758574	0.63327277	0.81640553	0.76049995	0.92071664	0.48961115	0.7964607	0.55777466	0.8679624	0.88087285	0.8544533	0.573439	0.7539627	0.6044332	0.81165946	0.7238909	0.61170304	0.5399711	0.91797715	0.761835	0.73780537	0.6732889	0.9028698	0.699195	0.8510797	0.8742857	0.596563	0.6129875	0.69914985	0.6775273	0.820052	0.8849405	0.8776849	0.8480965	0.7991966	0.79566944	0.8461846	0.48680836	0.93697596	0.73166955	0.55474365	0.64933825	0.75609034	0.87051773	0.7950898	0.91560286	0.7326163	0.9128188	0.91280836	0.7159375	0.7987038	0.9578606	0.6505265
democratie/noun	0.8731564	0.9162902	0.8548535	0.7942629	0.89148545	0.88081896	0.8570826	0.93803775	0.8793205	0.95784056	0.7817902	0.86491156	0.87120456	0.8658657	0.82919633	0.8500772	0.8172948	0.9013669	0.9256341	0.66298056	0.8852198	0.7631309	0.84205455	0.873999	0.86613154	0.87111115	0.8883426	0.9153657	0.78721416	0.82160276	0.8711355	0.7960242	0.78348356	0.9378298	0.7477462	0.7473748	0.8704237	0.9296497	0.884314	0.910173	0.8786032	0.85959506	0.66191715	0.920779	0.86525726	0.8620293	0.7473926	0.8537962	0.9548675	0.8880557	0.79965156	0.53853035	0.8437722	0.898278	0.8904616	0.9198434	0.8454027	0.8075447	0.82436043	0.78265893	0.84156	0.88645667	0.8993578	0.9077357	0.84432364	0.7574398	0.75440025	0.8977114	0.85754067	0.80042803	0.87744457	0.91124797	0.9393586	0.88171214	0.82504326	0.82068086	0.8198273	0.7849492	0.7732124	0.85846424	0.7860102	0.8083752	0.8726609	0.82019186	0.90434027	0.8626037	0.0	0.8703624	0.73085344	0.87559354	0.8054125	0.9465151	0.87615114	0.68369824	0.7408443	0.8534638	0.91395855	0.9237002	0.79590297	0.8108742	0.9015329	0.84500587	0.7259681	0.8762463	0.87296534	0.8872537	0.9133117	0.78880155	0.90356976	0.8296193	0.8766761	0.79303324	0.77710176	0.9018582	0.8701671	0.8314277	0.93054575	0.82809794	0.8437213	0.8518541	0.895466	0.84330577	0.94660056	0.8244441	0.9352627	0.8993629	0.8414514	0.8810632	0.87305224	0.8424815	0.904427	0.86765057	0.8478379	0.8810818	0.8329528	0.90036047	0.8922411	0.90073717	0.8371849	0.8533054	0.80745703	0.8989065	0.8348689	0.8973315	0.7847069	0.95630157	0.89223474	0.8645801	0.9292389	0.73497754	0.8618997
familie/noun	0.78093624	0.8807828	0.9043679	0.8551432	0.8639706	0.9035276	0.906624	0.91220236	0.9147424	0.9514992	0.7937274	0.9276095	0.90332586	0.9300433	0.91293824	0.8737373	0.8583674	0.9220949	0.6011888	0.9137358	0.9111904	0.8444517	0.8487704	0.82714	0.5104172	0.8137574	0.9253858	0.5028864	0.77472305	0.9368093	0.8179956	0.92753386	0.81528515	0.8633949	0.6976879	0.79332125	0.91231364	0.9244393	0.8525503	0.75311553	0.8869103	0.8650168	0.8492293	0.9176851	0.87108624	0.93282616	0.8744129	0.7860954	0.6446825	0.60643315	0.910735	0.90547025	0.7966916	0.8461708	0.95085907	0.7699154	0.7381551	0.8931584	0.91211706	0.8679076	0.86560225	0.90591544	0.8729709	0.8809566	0.64322585	0.86737525	0.9013213	0.81678045	0.8613879	0.94044673	0.8204524	0.81821084	0.9480087	0.42246157	0.8679329	0.79809856	0.77581507	0.80700964	0.85333264	0.91875654	0.9078476	0.8668101	0.8704809	0.8895554	0.8766929	0.8825934	0.8703624	0.0	0.8294421	0.69791585	0.78480685	0.8880623	0.82360435	0.77927125	0.8953729	0.8417989	0.5382477	0.78584135	0.80362713	0.77385044	0.82795745	0.8896253	0.8270895	0.9253124	0.9399971	0.8496579	0.81944555	0.8966382	0.88737845	0.9030255	0.7984203	0.9326072	0.83676493	0.84870297	0.8428582	0.90252846	0.62002385	0.7258669	0.86643445	0.7706815	0.8910629	0.8539721	0.93704855	0.7375945	0.88913596	0.87716997	0.86724615	0.82934666	0.89912313	0.9277693	0.89783525	0.82005686	0.93201435	0.8705924	0.74317664	0.90751	0.8280935	0.93037885	0.8837862	0.89537215	0.8747357	0.9427265	0.8157805	0.93710524	0.8444308	0.94355893	0.9330093	0.76380193	0.851342	0.7963181	0.777378
wereld/noun	0.88853	0.9057877	0.8179296	0.80790114	0.8329296	0.86349845	0.88897145	0.9082685	0.8845175	0.93070614	0.81928414	0.8715297	0.86615413	0.8571442	0.8491482	0.8396134	0.82534665	0.9145583	0.90249735	0.78557396	0.89773333	0.8198912	0.8298259	0.8666772	0.8708477	0.83604807	0.90344673	0.8731729	0.7923484	0.9216907	0.84829473	0.87475276	0.8193633	0.88927174	0.8243128	0.7577533	0.81139433	0.9466095	0.8609684	0.8482291	0.84350616	0.818188	0.6211618	0.92935324	0.7826547	0.8501007	0.8344681	0.83708787	0.9330025	0.8602415	0.9012597	0.8036633	0.84008	0.94389117	0.8795793	0.91621906	0.80001056	0.8516325	0.86441886	0.7985926	0.88789994	0.8461785	0.89548266	0.9074691	0.83160937	0.8417033	0.83082855	0.9165121	0.9172932	0.90949094	0.8732283	0.87682045	0.9642006	0.8831826	0.8264143	0.819574	0.8385285	0.83637345	0.80466	0.85161155	0.8364048	0.8520417	0.85197824	0.77680653	0.93908226	0.7858469	0.73085344	0.8294421	0.0	0.8384017	0.86196667	0.87225324	0.8643179	0.6543762	0.8246098	0.9263948	0.8921215	0.87135863	0.8340641	0.77098393	0.88213897	0.8549633	0.85268617	0.83000344	0.87780637	0.85329324	0.90436226	0.902513	0.91795474	0.863154	0.86954904	0.8650483	0.83767784	0.889467	0.84207606	0.83127254	0.9151751	0.8431879	0.8486373	0.83631766	0.9331762	0.85593814	0.9135398	0.8871189	0.84960693	0.86089313	0.8347399	0.86592656	0.9077983	0.90313303	0.9139102	0.8941138	0.9104011	0.8762424	0.8578669	0.8088091	0.9133041	0.91174674	0.8188292	0.85529417	0.9096678	0.91243815	0.8191394	0.91540515	0.80934113	0.9241077	0.89311874	0.86195433	0.91782236	0.9238865	0.8320752
haar/pron	0.82060254	0.8313881	0.68309575	0.74535954	0.87481433	0.70523393	0.85425556	0.8798139	0.87171805	0.94245845	0.76571894	0.73342633	0.88031536	0.75107294	0.87908375	0.75656754	0.7551898	0.89351296	0.7302722	0.8947497	0.78976405	0.7216213	0.7304823	0.868033	0.62933815	0.77334714	0.77035594	0.6238048	0.73580265	0.80795157	0.6210431	0.8302778	0.59034264	0.815639	0.52279294	0.7034987	0.7578974	0.93274766	0.8193194	0.65423846	0.8529844	0.66856134	0.91354764	0.943279	0.5965685	0.81715596	0.8444836	0.48190278	0.7610594	0.7009559	0.9024582	0.88804513	0.7859634	0.84815425	0.80917966	0.6845478	0.41680914	0.82306284	0.6922662	0.8149563	0.89351964	0.73950773	0.9000121	0.8346148	0.574539	0.7720504	0.8269551	0.8712777	0.8289108	0.88235366	0.83127546	0.70155025	0.92823327	0.649323	0.6738037	0.48421055	0.8527942	0.79511184	0.70614344	0.722983	0.7871497	0.87473285	0.62996936	0.72381246	0.9068036	0.6784823	0.87559354	0.69791585	0.8384017	0.0	0.8249368	0.7152968	0.7855121	0.83897245	0.8171457	0.89071536	0.6246246	0.6601117	0.7274416	0.6638912	0.7570944	0.8037579	0.8856432	0.7649988	0.83504444	0.58487177	0.8091087	0.8986397	0.8822508	0.7168023	0.70875597	0.7253566	0.84897196	0.62787557	0.42261845	0.77490044	0.7146647	0.3381704	0.85730904	0.48642606	0.8737684	0.7021754	0.8992951	0.81569797	0.71903574	0.43355644	0.48088026	0.7458119	0.86118627	0.9212559	0.89043635	0.82274324	0.86759603	0.7815893	0.8113039	0.7404493	0.8903673	0.7788583	0.81530917	0.60864365	0.78858817	0.91568977	0.82791716	0.9174718	0.60421157	0.9390234	0.9111097	0.16091561	0.7486609	0.8491133	0.75611347
hulp/noun	0.716028	0.87328565	0.9103479	0.79260725	0.9163552	0.8794279	0.8968582	0.9455731	0.8170593	0.958901	0.7987563	0.8927766	0.90310705	0.8966669	0.7466936	0.88236386	0.8074658	0.86911225	0.83528435	0.81329995	0.84627694	0.7219097	0.8416642	0.84144366	0.7468506	0.87312967	0.9240947	0.810518	0.7835117	0.8335717	0.90013415	0.8534348	0.7557045	0.90130275	0.7240329	0.860543	0.9223647	0.9482532	0.81019306	0.87785834	0.8523616	0.8710407	0.8253511	0.8420538	0.8841464	0.8621826	0.87758106	0.82748824	0.89837384	0.81356233	0.82804084	0.8292231	0.7974737	0.7754599	0.9387273	0.7778391	0.8173841	0.8294165	0.8704217	0.8600565	0.8463875	0.91246253	0.7717469	0.92331976	0.82427907	0.7656786	0.8646616	0.8290224	0.8083125	0.72292995	0.74775285	0.9093028	0.94801855	0.6742233	0.8334741	0.8463906	0.75020134	0.77752376	0.79227114	0.91392183	0.84398186	0.86704624	0.88686097	0.8928858	0.83928823	0.87334293	0.8054125	0.78480685	0.86196667	0.8249368	0.0	0.9194558	0.88360435	0.81468666	0.84272456	0.74618423	0.8639044	0.89534074	0.75378215	0.8004046	0.80099666	0.8863938	0.72862446	0.9202512	0.9069134	0.9045844	0.80059564	0.85364974	0.8678019	0.9059798	0.7537862	0.89327025	0.80377376	0.86911905	0.87886673	0.9047844	0.88651055	0.72361183	0.8346674	0.8479055	0.91441846	0.8561276	0.8782671	0.77638316	0.90856653	0.894039	0.8473097	0.86869836	0.9007398	0.85599303	0.8859225	0.79420847	0.92212754	0.87938404	0.7882183	0.9518687	0.75595117	0.942577	0.86995286	0.9054812	0.79606783	0.7666862	0.7961514	0.9270341	0.8587404	0.94801617	0.8833343	0.79704595	0.8240665	0.787276	0.7723446
