	gehandicapt/adj	opticien/noun	en/comp	alleen/adj	carrière/noun	dan/adv	ver/adj	Rineke/name	aanschaf/noun	C2/name	Amerikaan/noun	wel/adv	weg/noun	maar/adv	probleem/noun	trouwens/adv	ook/adv	op/adj	weduwe/noun	systeem/noun	of/comp	om/comp	zelfs/adv	uit/prep	ouder/noun	ginds/adj	niets/noun	vriend/noun	zogezegd/adj	daaraan/pp	elkaar/pron	juist/adj	te/comp	fiets/noun	zij/pron	god/noun	zo/adv	Sparta/name	cursist/noun	jongen/noun	computer/noun	lezer/noun	Europa/name	bouw/noun	je/pron	snel/adj	imago/noun	iemand/noun	broer/noun	buur/noun	mede/adv	markt_economie/noun	vakantieganger/noun	gemeente_bestuur/noun	het/noun	dokter/noun	ze/pron	weinig/det	niet/adv	wijze/noun	regeringstroepen/noun	weer/adv	werkloos/adj	valk/noun	vrouw/noun	bovendien/adv	daarmee/pp	bij/prep	aan/prep	maatregel/noun	drugsverslaafd/adj	graag/adj	1-1_gelijkspel/noun	familie_lid/noun	als/comp	ons/noun	honderdduizenden/noun	buitenlander/noun	door/comp	toch/adv	dus/adv	het/det	niemand/pron	echt/adj	stage/noun	soms/adv	democratie/noun	familie/noun	wereld/noun	haar/pron	hulp/noun	af/adv	met/prep	Amerika/name	creativiteit/noun	tijdelijk/adj	vader/noun	dame/noun	door/prep	mens/noun	klant/noun	overeind/adv	Kosovo/name	misschien/adv	vooruit/adv	ik/pron	oog_arts/noun	tegen/prep	huis_bezitter/noun	al/comp	therapeut/noun	dat/det	allochtoon/noun	u/pron	mij/pron	natuurlijk/adj	zoon/noun	hen/pron	ervaring/noun	hij/pron	kopman/noun	we/pron	bovenop/prep	partner/noun	even/adj	me/pron	ons/pron	gelukkig/adj	uitstekend/adj	tussenstap/noun	amateur_club/noun	persoon/noun	zeker/adj	mee/adv	boer/noun	beetje/noun	gemeente/noun	niks/noun	veel/adj	mezelf/pron	daarbij/pp	tekort/noun	handjevol/noun	index/noun	zichzelf/pron	Ambiorix/name	IBA/name	hem/pron	chauffeur/noun	president/noun	of/vg
gelukkig/adj	0.871056	0.89686453	0.61479914	0.7555881	0.8559687	0.6039834	0.846787	0.93382514	0.9285013	0.912784	0.88334864	0.6562169	0.90323794	0.6837507	0.85388196	0.64345527	0.71221983	0.87361205	0.8522939	0.9136515	0.79406464	0.8055597	0.74242026	0.886671	0.7928586	0.7539307	0.7734541	0.7810385	0.78796726	0.87535125	0.81494766	0.80488	0.800151	0.858332	0.76862717	0.7815865	0.7147379	0.8828493	0.8582066	0.7732311	0.89816093	0.8416826	0.9269797	0.97324926	0.6562129	0.747659	0.8613338	0.7176717	0.8683586	0.7923431	0.8891806	0.8811967	0.8565019	0.9234181	0.7289174	0.84837544	0.6608	0.8087561	0.63566005	0.8484622	0.943405	0.73662806	0.9016682	0.893769	0.81213725	0.73004496	0.8768155	0.83647615	0.89564794	0.9229431	0.88873935	0.74840647	0.8838359	0.8536581	0.635033	0.7661991	0.8691804	0.86498016	0.8252862	0.5457169	0.62099177	0.8739618	0.73225594	0.6675807	0.8975516	0.6775273	0.8810632	0.82934666	0.86592656	0.7458119	0.86869836	0.7791052	0.84035265	0.89875805	0.82688093	0.9110547	0.8274374	0.8395889	0.8583989	0.75612533	0.8799911	0.83123934	0.9490477	0.64072925	0.8318314	0.59619486	0.887988	0.9049134	0.90419996	0.5775516	0.84596264	0.6840507	0.8800846	0.77471566	0.67467916	0.6483034	0.8519105	0.80965495	0.7942817	0.7310311	0.8592032	0.64432454	0.8976089	0.8852114	0.7073914	0.68732417	0.6910044	0.0	0.777415	0.92175126	0.89179945	0.89914626	0.78557664	0.8156342	0.8791032	0.6912438	0.9396038	0.7265671	0.7036946	0.72327566	0.85389924	0.927448	0.8371324	0.9214105	0.8085939	0.9220113	0.91996586	0.76525503	0.8562862	0.963397	0.83419096
uitstekend/adj	0.8560383	0.90485793	0.8453237	0.81483114	0.78581786	0.8773936	0.8815778	0.89342594	0.871589	0.8802262	0.88965636	0.8412422	0.9262927	0.89526004	0.8764289	0.7648192	0.77344894	0.8847425	0.90074813	0.8473631	0.912722	0.80072427	0.8540699	0.847195	0.894148	0.78903776	0.9090987	0.8714964	0.8511975	0.89240706	0.8547379	0.7738637	0.80903673	0.8794284	0.8151628	0.9030609	0.8801729	0.8006236	0.82443595	0.88083625	0.8726914	0.8615333	0.89844537	0.917503	0.849985	0.8335125	0.8477202	0.8867427	0.881197	0.86478037	0.7972666	0.8677682	0.8598324	0.8778444	0.88205415	0.8883912	0.8275188	0.800863	0.82210493	0.8404465	0.93462485	0.8522675	0.8879193	0.93037033	0.8969134	0.71491337	0.86778647	0.82253253	0.86692554	0.91947144	0.8828678	0.8169799	0.86281246	0.90711886	0.86210376	0.82854474	0.9123499	0.8841791	0.7993921	0.82163525	0.8387493	0.8155259	0.8975282	0.7906483	0.7997147	0.820052	0.87305224	0.89912313	0.9077983	0.86118627	0.9007398	0.868539	0.78410554	0.89403766	0.76051927	0.8741275	0.9133409	0.86969423	0.8290606	0.8986531	0.8696518	0.7982674	0.9502323	0.86225647	0.8402677	0.8486239	0.92652166	0.8471073	0.91213685	0.79470277	0.8321568	0.828614	0.88439476	0.85776114	0.85368097	0.83121896	0.88673556	0.8560619	0.7909993	0.8307339	0.82010764	0.7731893	0.9137597	0.8776771	0.85407245	0.85164213	0.81902236	0.777415	0.0	0.9044013	0.86785805	0.91875654	0.84867835	0.8477289	0.9212167	0.8506485	0.8972194	0.87978405	0.8030165	0.8736821	0.84395283	0.8836895	0.84407103	0.89492345	0.85635704	0.91589355	0.85453695	0.84337986	0.9214863	0.94499177	0.8532802
tussenstap/noun	0.8989186	0.91649216	0.8843132	0.846086	0.904508	0.86276406	0.84806514	0.9508532	0.85240436	0.9436316	0.9273408	0.8645048	0.8711317	0.8748982	0.86813855	0.8473016	0.8281307	0.88193893	0.9443709	0.7852355	0.8900594	0.8086473	0.857535	0.9089315	0.9243727	0.85714525	0.92958117	0.9295498	0.86521155	0.91587514	0.9059416	0.8641079	0.85582614	0.8813067	0.8613228	0.918603	0.8937019	0.91634595	0.8693843	0.9289135	0.8406887	0.88103956	0.85008013	0.87194574	0.87134	0.86370367	0.91624236	0.89303434	0.9587781	0.9154084	0.8790167	0.847203	0.84112585	0.8491236	0.86953866	0.909436	0.8679625	0.90075696	0.8753334	0.90326333	0.9323787	0.8836518	0.8349713	0.9419533	0.92688924	0.8009502	0.8640148	0.8802745	0.91848654	0.78277826	0.8863855	0.90930057	0.90158516	0.9114769	0.88688487	0.88787115	0.8805475	0.85049486	0.8507051	0.8624433	0.82606316	0.8818294	0.931589	0.88058156	0.8756758	0.8849405	0.8424815	0.9277693	0.90313303	0.9212559	0.85599303	0.9304809	0.87288237	0.90101594	0.8761964	0.7937175	0.95546067	0.938633	0.88817483	0.8762369	0.87844175	0.90023464	0.8789613	0.85857254	0.8888679	0.8853996	0.8831812	0.88419056	0.8618612	0.85714996	0.8425987	0.8395518	0.8440423	0.8907444	0.8887512	0.8737989	0.95274657	0.882654	0.8703064	0.8877685	0.91607535	0.8469488	0.8897239	0.847547	0.90108997	0.9106231	0.87166643	0.92175126	0.9044013	0.0	0.87962943	0.8850912	0.87052333	0.90008825	0.8988264	0.90822333	0.84786177	0.9198464	0.8534804	0.8839599	0.87808913	0.88872087	0.8913999	0.91485596	0.8862346	0.95944846	0.9015052	0.91534406	0.90821713	0.91957414	0.85549986
amateur_club/noun	0.88257533	0.90328455	0.87284213	0.87441504	0.88304	0.8711581	0.8984991	0.9009577	0.90611935	0.891693	0.8836091	0.88448775	0.906836	0.8872055	0.8977289	0.8539715	0.8437698	0.92659926	0.9048624	0.85783327	0.9081854	0.84799886	0.87724113	0.8612439	0.8646167	0.84692454	0.9246468	0.884929	0.860196	0.93302864	0.8753879	0.9043285	0.8448962	0.9199913	0.8360982	0.91956156	0.86511266	0.6830447	0.8316991	0.8257678	0.91542387	0.88389564	0.881041	0.9062566	0.8570731	0.89813316	0.9177759	0.86414164	0.91114044	0.85187256	0.8626334	0.8919622	0.8492876	0.8529857	0.89897484	0.9146575	0.8510326	0.88738924	0.8844214	0.8878671	0.913476	0.8608719	0.84992135	0.94415146	0.8626765	0.82827145	0.84846115	0.7938268	0.9207868	0.879134	0.8486688	0.8473884	0.8765936	0.88734996	0.86310136	0.84434515	0.89761055	0.82662207	0.85128665	0.86014307	0.8492298	0.87691677	0.90407884	0.86979365	0.7930614	0.8776849	0.904427	0.89783525	0.9139102	0.89043635	0.8859225	0.90530187	0.8538043	0.89136404	0.88821363	0.84527147	0.9128677	0.88538796	0.87425077	0.8403465	0.86321557	0.87459147	0.9292346	0.88220966	0.8877536	0.8496044	0.8778724	0.83676493	0.85168767	0.8756954	0.86413485	0.8727161	0.8243602	0.8865187	0.8764619	0.8654834	0.91364914	0.87549376	0.8677775	0.83388805	0.86173415	0.8236388	0.9046232	0.8756715	0.8946232	0.88454354	0.87577266	0.89179945	0.86785805	0.87962943	0.0	0.8702717	0.8863238	0.8634956	0.8471315	0.90340585	0.7784594	0.9106222	0.8630311	0.88998634	0.8837334	0.91419643	0.848513	0.90168417	0.89805377	0.9282522	0.87749386	0.8685193	0.899663	0.9370275	0.8906002
persoon/noun	0.6954868	0.8906921	0.9158943	0.8063098	0.92616874	0.9211376	0.91959256	0.93139595	0.81876576	0.9211293	0.80597025	0.90345657	0.88923335	0.8673657	0.8626542	0.86164564	0.8339014	0.91026646	0.82700086	0.8279826	0.85414386	0.8272619	0.86360836	0.83090293	0.785202	0.8645526	0.9311032	0.83912444	0.7803069	0.8715421	0.8566134	0.83293784	0.81700706	0.82077616	0.71498275	0.86258996	0.89489394	0.93854755	0.6504028	0.7301078	0.8163125	0.8189292	0.8879944	0.8732977	0.86734617	0.8919134	0.88811547	0.74680376	0.841627	0.8537458	0.8681421	0.8721422	0.7228799	0.84766054	0.9294551	0.84607023	0.8022189	0.8847611	0.8770824	0.80625784	0.8710086	0.9247726	0.73699075	0.8841958	0.6747444	0.7856029	0.87473726	0.8289697	0.83882153	0.8625832	0.7286395	0.9141537	0.9648678	0.665413	0.8765769	0.82610947	0.7697267	0.65148205	0.81709516	0.90839	0.85180664	0.8794348	0.855261	0.9107507	0.89260733	0.8480965	0.86765057	0.82005686	0.8941138	0.82274324	0.79420847	0.9331971	0.8272327	0.89428526	0.8690392	0.79803675	0.8563144	0.8241513	0.7886572	0.5098429	0.740988	0.90789676	0.8632834	0.9191927	0.9125347	0.9225533	0.82038677	0.9173293	0.82819307	0.9114375	0.7829778	0.89750296	0.7524718	0.8441829	0.8812696	0.89410985	0.8289114	0.6781359	0.8738495	0.81698656	0.9183937	0.886385	0.7836639	0.8049327	0.9287841	0.8975583	0.86330557	0.89914626	0.91875654	0.8850912	0.8702717	0.0	0.83846265	0.90470475	0.78730327	0.9301036	0.7641061	0.9471408	0.86761343	0.8914263	0.70913106	0.8341961	0.84495664	0.87871933	0.83172476	0.9215169	0.84807277	0.79395247	0.649526	0.9212549	0.6864791
zeker/adj	0.9119563	0.9348962	0.7588891	0.7844068	0.8837188	0.75658333	0.86959493	0.9340003	0.8969494	0.95130324	0.8633629	0.71090925	0.9337129	0.7687069	0.8899001	0.7310646	0.7018816	0.9105966	0.94051695	0.8782085	0.77948654	0.8197025	0.7754775	0.92871207	0.9022354	0.82245326	0.8109429	0.92377007	0.8444712	0.8295022	0.90733576	0.8105866	0.84632844	0.922446	0.81909	0.8654715	0.8357147	0.8736766	0.8651327	0.8763231	0.93703437	0.85629904	0.8933735	0.939262	0.80087245	0.86237276	0.8787863	0.8176995	0.94220257	0.91428065	0.8740194	0.88644993	0.86353076	0.936115	0.7979724	0.92125255	0.81148624	0.7962676	0.73208153	0.8767373	0.9016192	0.82599914	0.8835087	0.9079836	0.89496756	0.7684027	0.84634715	0.86803	0.887214	0.8825005	0.90301716	0.8214365	0.910504	0.88800585	0.7763944	0.81903535	0.85996205	0.83622545	0.8696845	0.67489594	0.6770388	0.89602464	0.77917284	0.74048316	0.92300636	0.7991966	0.8478379	0.93201435	0.9104011	0.86759603	0.92212754	0.90017676	0.8927668	0.9108381	0.8280526	0.90959394	0.92402387	0.93047976	0.91071147	0.77411354	0.8763399	0.8491759	0.90380144	0.66804755	0.86117226	0.7667291	0.92575276	0.8821373	0.8825077	0.6832186	0.89394695	0.72920156	0.88761675	0.82835895	0.7918912	0.7100078	0.9327441	0.83996373	0.83159745	0.8297135	0.9154549	0.72999704	0.87818235	0.9328309	0.8423266	0.8246151	0.789685	0.78557664	0.84867835	0.87052333	0.8863238	0.83846265	0.0	0.88778126	0.9137567	0.824687	0.92314667	0.80364645	0.7831841	0.8395934	0.7954353	0.9180332	0.8918517	0.9084657	0.8753718	0.94172096	0.9140766	0.85093415	0.9063882	0.948379	0.8860324
mee/adv	0.8468841	0.879133	0.73619103	0.7834519	0.87959266	0.70168275	0.7565862	0.93077475	0.85019696	0.93421674	0.90225285	0.82256925	0.84751296	0.792768	0.9180248	0.79422104	0.7924036	0.854442	0.91230595	0.87072563	0.8599847	0.71562564	0.80854404	0.83506745	0.82852244	0.7676211	0.85322165	0.8260323	0.78292155	0.88558257	0.80239314	0.86413723	0.670267	0.74252236	0.7559595	0.8909621	0.84403306	0.88495046	0.82614225	0.813321	0.84706813	0.8561857	0.8527209	0.8997078	0.70812386	0.800909	0.8595498	0.78342664	0.91478604	0.83338845	0.8267246	0.8887707	0.7997774	0.8547379	0.91140777	0.8751538	0.6660671	0.8961926	0.8283576	0.87578434	0.9089232	0.6588208	0.88692087	0.88483334	0.8649904	0.82803464	0.80855113	0.87464106	0.87028635	0.90348655	0.8921336	0.7049011	0.92103136	0.85516465	0.7331823	0.76839125	0.8241964	0.86643326	0.75318146	0.7727643	0.75447345	0.85727465	0.83521354	0.78324133	0.86340654	0.79566944	0.8810818	0.8705924	0.8762424	0.7815893	0.87938404	0.73747075	0.7552997	0.83208334	0.85707825	0.8746303	0.87615687	0.80061674	0.7956066	0.8192116	0.8472384	0.8464265	0.9023322	0.84308386	0.7366984	0.7322769	0.9050862	0.87435657	0.90527815	0.8128239	0.8608429	0.8430381	0.8905679	0.80703723	0.80586296	0.81197524	0.9189824	0.7950573	0.8914363	0.7416073	0.8363889	0.70351887	0.86195904	0.87314916	0.7453265	0.7967607	0.8044665	0.8156342	0.8477289	0.90008825	0.8634956	0.90470475	0.88778126	0.0	0.8795978	0.80244166	0.87284803	0.80036694	0.82502526	0.80770475	0.86656195	0.9042582	0.8139816	0.8919895	0.82557786	0.91258365	0.9022091	0.79744244	0.86157686	0.93516546	0.7836086
boer/noun	0.8012967	0.84653735	0.85865384	0.80374134	0.9274374	0.85398495	0.87618047	0.9078106	0.79181767	0.9545633	0.7370144	0.89422864	0.8471996	0.8741947	0.89522266	0.8804991	0.83656746	0.92835724	0.77311254	0.8041866	0.8894586	0.7586561	0.8283082	0.8087916	0.7088693	0.8594257	0.9084872	0.8285275	0.7777498	0.8597623	0.8723783	0.8794003	0.73334914	0.84731495	0.6939379	0.8384329	0.8630205	0.93113947	0.8223693	0.7852946	0.84883666	0.8242407	0.8045557	0.8535853	0.83249605	0.8820518	0.8321421	0.79829067	0.8662339	0.7437397	0.8577697	0.82793367	0.6944367	0.7874897	0.9331305	0.82826513	0.7434232	0.8283969	0.8614924	0.8259849	0.8090828	0.87118816	0.7310556	0.86119425	0.7308925	0.73305964	0.8092035	0.86045384	0.84554505	0.80162704	0.7894613	0.8801309	0.95113456	0.7367289	0.8031497	0.80434656	0.677763	0.72952735	0.7359354	0.8866718	0.82435834	0.8402241	0.82601035	0.8910537	0.8932946	0.8461846	0.8329528	0.74317664	0.8578669	0.8113039	0.7882183	0.887232	0.8434551	0.81456864	0.8542512	0.7993794	0.8025929	0.8059181	0.76072377	0.6337299	0.71218836	0.89260304	0.8121957	0.8908161	0.90693504	0.86538416	0.8499705	0.84923404	0.77041966	0.88742423	0.8430189	0.8689573	0.79488957	0.8615562	0.8683197	0.87429893	0.8533821	0.7422645	0.90561837	0.80610657	0.8960679	0.83408606	0.8244614	0.8137255	0.8896056	0.86334276	0.83682895	0.8791032	0.9212167	0.8988264	0.8471315	0.78730327	0.9137567	0.8795978	0.0	0.86862177	0.7122826	0.90973353	0.8233077	0.85384077	0.8029495	0.84653264	0.77464336	0.9149173	0.8233318	0.9382906	0.8474696	0.80408347	0.76969194	0.8408394	0.7518878
beetje/noun	0.92379946	0.9079676	0.53445375	0.7564972	0.9085991	0.58255655	0.8641722	0.9061793	0.8974415	0.9193274	0.8846291	0.57109386	0.8907251	0.63789314	0.89912903	0.72259897	0.6965643	0.8487487	0.9198101	0.90544593	0.7534609	0.78610706	0.7067648	0.90771496	0.8484001	0.7386794	0.80170447	0.8407652	0.81012875	0.85357094	0.7752815	0.813956	0.79677993	0.8566935	0.8040744	0.77926457	0.62804925	0.92301834	0.87061715	0.7176305	0.90225786	0.78427213	0.9134742	0.96556747	0.5378677	0.80603266	0.80713314	0.6367785	0.9279528	0.8331562	0.89966536	0.8887751	0.85029924	0.95322984	0.6877396	0.8583218	0.6027086	0.7798111	0.68083113	0.83725697	0.9681542	0.6891645	0.9321299	0.87375444	0.8476014	0.76975036	0.8917451	0.90659046	0.8803728	0.93098146	0.8995235	0.7573724	0.9290658	0.897371	0.60081065	0.7352506	0.89859146	0.87235236	0.7780765	0.51821136	0.62341464	0.8691163	0.69958377	0.5768738	0.93975616	0.48680836	0.90036047	0.90751	0.8088091	0.7404493	0.9518687	0.62543344	0.8216049	0.8843025	0.79823226	0.9245268	0.87569857	0.78549457	0.884305	0.72654796	0.87495697	0.8028722	0.96324253	0.5081996	0.7998266	0.53616005	0.9277373	0.9228139	0.88324493	0.6012961	0.8439791	0.65373445	0.89794517	0.71369284	0.65083194	0.55818856	0.9240382	0.81608063	0.84080076	0.712006	0.897802	0.65480685	0.8925247	0.9183931	0.5627787	0.63696194	0.6931031	0.6912438	0.8506485	0.90822333	0.90340585	0.9301036	0.824687	0.80244166	0.86862177	0.0	0.9608716	0.71613705	0.64200884	0.66360664	0.8630386	0.92249334	0.84752464	0.92924374	0.78735137	0.93606806	0.91643006	0.76145446	0.8725839	0.982198	0.76109743
gemeente/noun	0.7690934	0.8497988	0.9460865	0.8102841	0.9352647	0.90492654	0.83948374	0.92075527	0.77219754	0.9437293	0.8651265	0.88845104	0.84360796	0.9141503	0.845346	0.82353675	0.7915798	0.9119935	0.84795904	0.7736677	0.85578424	0.6735931	0.889225	0.8118485	0.7677471	0.88123655	0.90298605	0.9187797	0.7995216	0.82534355	0.9058909	0.8656379	0.68219376	0.85125417	0.6827387	0.91960835	0.9228398	0.87515646	0.77836144	0.9084931	0.83423066	0.87276673	0.8255789	0.6598735	0.916249	0.88156986	0.86574966	0.8936869	0.93851537	0.80780596	0.8045039	0.8623508	0.79402745	0.29341328	0.9473959	0.8615234	0.8332511	0.846943	0.8893101	0.8581643	0.88568354	0.93171453	0.7580219	0.9145355	0.91139966	0.68149763	0.8039246	0.7968864	0.76536715	0.6718876	0.7674179	0.8785286	0.94903946	0.81802	0.88012123	0.8743167	0.82124496	0.7970341	0.75431794	0.9212599	0.85094607	0.7828841	0.8973224	0.94967777	0.85641664	0.93697596	0.8922411	0.8280935	0.9133041	0.8903673	0.75595117	0.95466316	0.8331845	0.91715306	0.86895776	0.67115283	0.9386972	0.91877705	0.79995984	0.8247603	0.73730886	0.911025	0.84832996	0.94409287	0.93699986	0.9340574	0.8359171	0.8574795	0.77450216	0.92422336	0.8049585	0.8802945	0.78487146	0.86476266	0.91967076	0.9413546	0.93180585	0.7858989	0.9038827	0.8615167	0.91897017	0.79803985	0.8041066	0.74730825	0.9469766	0.9275151	0.8670275	0.9396038	0.8972194	0.84786177	0.7784594	0.7641061	0.92314667	0.87284803	0.7122826	0.9608716	0.0	0.9231211	0.88051933	0.91219264	0.8085795	0.7748685	0.8513962	0.90862715	0.8798316	0.90656614	0.84334505	0.8614843	0.80519813	0.8845963	0.8412456
niks/noun	0.9447347	0.9032682	0.5803989	0.7349646	0.9095615	0.600022	0.8910815	0.9473644	0.90972644	0.9557537	0.8992755	0.6319163	0.9357561	0.66802406	0.84926003	0.6805924	0.6836597	0.927621	0.95689255	0.91471916	0.7874417	0.858603	0.80813605	0.95749354	0.88466465	0.79255116	0.14758962	0.86596376	0.82612944	0.862854	0.8650066	0.87240905	0.79296076	0.89317226	0.7794593	0.8087789	0.7660157	0.9312124	0.9034733	0.8524352	0.91627324	0.8240664	0.9435607	0.9704018	0.595266	0.85965717	0.87102664	0.7087706	0.9575092	0.86232364	0.9459165	0.89651036	0.89072067	0.9114734	0.73292434	0.86157274	0.6589876	0.6632961	0.6070463	0.9162643	0.96378696	0.80810726	0.9380653	0.9165325	0.91943675	0.8388691	0.8907565	0.908878	0.9041476	0.90803295	0.9277979	0.7427879	0.90905493	0.92620623	0.6767169	0.78528583	0.9191842	0.8857919	0.8624176	0.61334854	0.65910566	0.91274595	0.6193252	0.6590247	0.9222816	0.73166955	0.90073717	0.93037885	0.91174674	0.7788583	0.942577	0.8188668	0.91630286	0.9201672	0.83595896	0.9452847	0.9093023	0.9072005	0.9555875	0.8248028	0.8820651	0.8985989	0.95323294	0.6799129	0.8468532	0.5693033	0.9114508	0.93057746	0.9214129	0.6603808	0.8805188	0.6142086	0.90806025	0.67908156	0.63168246	0.6701592	0.94953406	0.80488724	0.8742422	0.740323	0.8932946	0.6484858	0.9134317	0.928222	0.7907884	0.6759905	0.70761204	0.7265671	0.87978405	0.9198464	0.9106222	0.9471408	0.80364645	0.80036694	0.90973353	0.71613705	0.9231211	0.0	0.7098019	0.68436575	0.89768183	0.94174016	0.9040328	0.94909734	0.83156097	0.9319817	0.93315035	0.7555119	0.9200772	0.96586215	0.86162806
veel/adj	0.84338164	0.87092197	0.6849064	0.67216134	0.8761574	0.7222339	0.83305204	0.90964794	0.8312767	0.90841603	0.8377662	0.6595514	0.85307103	0.71943367	0.76722443	0.66987395	0.6099767	0.89492846	0.92666435	0.815994	0.81970847	0.7082904	0.7262352	0.88363993	0.8014454	0.7270923	0.722081	0.8676134	0.7434796	0.820246	0.8144836	0.7640985	0.7599862	0.8695925	0.7531779	0.819015	0.6219765	0.90286124	0.8044193	0.7805474	0.8529733	0.75170046	0.8335893	0.91288394	0.6550573	0.7227808	0.76263976	0.7277887	0.9456458	0.8174437	0.79074955	0.8355175	0.7713995	0.8851501	0.70762336	0.86546504	0.6789234	0.48327845	0.7035854	0.7959959	0.9442575	0.7845762	0.82040817	0.8834983	0.8486005	0.5509206	0.83920145	0.87088966	0.8236923	0.8458823	0.83969986	0.6936162	0.9173784	0.8724506	0.7176628	0.76338655	0.796709	0.7892686	0.72111887	0.62571514	0.63640267	0.8545798	0.7350087	0.6579721	0.89491975	0.55474365	0.8371849	0.8837862	0.8188292	0.81530917	0.86995286	0.74503505	0.78430414	0.8646131	0.68758	0.8721343	0.906073	0.8527066	0.8299515	0.68640304	0.7909193	0.83971035	0.9313609	0.65434706	0.8110945	0.63742626	0.88653797	0.89586765	0.8333813	0.63898015	0.8130762	0.6667869	0.7746831	0.77660453	0.6942332	0.6575486	0.9392962	0.7764969	0.71061087	0.7620722	0.88496196	0.64989847	0.8792961	0.8736272	0.7411791	0.71417165	0.7002089	0.7036946	0.8030165	0.8534804	0.8630311	0.86761343	0.7831841	0.82502526	0.8233077	0.64200884	0.88051933	0.7098019	0.0	0.7304513	0.78160626	0.8436312	0.7964409	0.88647765	0.80989856	0.91071934	0.8612206	0.8040675	0.8512509	0.9619478	0.76351
mezelf/pron	0.90729606	0.89912254	0.6135999	0.71169335	0.8828273	0.6272436	0.8640711	0.9167523	0.8971096	0.94127035	0.8264698	0.6239544	0.8921745	0.6475862	0.8695854	0.6884475	0.6972122	0.91258097	0.931518	0.86008346	0.74585164	0.7190389	0.7536168	0.9330619	0.7962887	0.7809035	0.75097376	0.827067	0.825491	0.81594837	0.7613071	0.79650605	0.64521027	0.8661976	0.66811603	0.7346891	0.6889438	0.93522966	0.8591378	0.76762474	0.88429064	0.734574	0.89652747	0.9635684	0.4946174	0.83679795	0.83096117	0.5762173	0.93380797	0.85300404	0.9074677	0.87410545	0.8677509	0.8914842	0.73302513	0.83456784	0.529701	0.8223532	0.62084305	0.87279356	0.91865474	0.7633822	0.91264105	0.91129106	0.84626484	0.76314664	0.84620875	0.91595453	0.88044244	0.8693397	0.89417976	0.73595667	0.91931665	0.88994116	0.64953536	0.66475725	0.9284156	0.8308816	0.726576	0.58833873	0.6781355	0.9197705	0.6435597	0.64061356	0.91874486	0.64933825	0.8533054	0.89537215	0.85529417	0.60864365	0.9054812	0.74903536	0.8749741	0.86746466	0.7945911	0.91985804	0.85587704	0.84069246	0.8938202	0.7142414	0.8291599	0.8280113	0.9235839	0.6547961	0.79512316	0.4118622	0.8769723	0.92059934	0.8901892	0.63555264	0.8197851	0.64493954	0.84851104	0.6369715	0.48996997	0.6611856	0.91918814	0.6524416	0.8497805	0.6113196	0.879398	0.5630553	0.9146449	0.8948216	0.72070515	0.48323882	0.55581295	0.72327566	0.8736821	0.8839599	0.88998634	0.8914263	0.8395934	0.80770475	0.85384077	0.66360664	0.91219264	0.68436575	0.7304513	0.0	0.8468164	0.92363274	0.8949559	0.9459273	0.3727299	0.95331347	0.9327844	0.59210646	0.86262834	0.9285397	0.85052085
daarbij/pp	0.8172971	0.88470113	0.86497176	0.7497107	0.89494926	0.8151117	0.8218833	0.91626185	0.813292	0.9435384	0.7766349	0.81818885	0.8550407	0.8488031	0.81798816	0.7879722	0.7090918	0.90455383	0.88189006	0.7773773	0.8527938	0.72146916	0.80747133	0.8453407	0.8258219	0.8326967	0.87239164	0.88394743	0.7759773	0.80967396	0.797558	0.76720876	0.68716955	0.8520373	0.65660155	0.857193	0.82150877	0.9359064	0.8053751	0.81675243	0.8167772	0.81430495	0.83721304	0.88342434	0.823442	0.81158817	0.829333	0.79211617	0.9025102	0.84024304	0.8314069	0.8254929	0.7878626	0.83356416	0.85476947	0.84964716	0.7594839	0.79402936	0.8082838	0.7393862	0.8083526	0.864088	0.8276445	0.87230116	0.79141676	0.63311887	0.7206101	0.7159085	0.83434284	0.7967682	0.80541635	0.82277113	0.9570347	0.75964534	0.8178841	0.79510343	0.7592497	0.7654364	0.6493758	0.8334197	0.7797004	0.84586746	0.7951762	0.8658055	0.9204718	0.75609034	0.80745703	0.8747357	0.9096678	0.78858817	0.79606783	0.82419485	0.79378104	0.86845	0.7750231	0.8313883	0.9022443	0.8599233	0.699155	0.7082309	0.7903049	0.84459156	0.8265648	0.8491759	0.8541758	0.87004334	0.8429804	0.86233276	0.8274732	0.78359693	0.7771437	0.8143444	0.76487845	0.8495831	0.81385124	0.8135927	0.8984748	0.69790566	0.8357439	0.75174916	0.8884188	0.7874132	0.843932	0.821975	0.84735215	0.82181215	0.7809862	0.85389924	0.84395283	0.87808913	0.8837334	0.70913106	0.7954353	0.86656195	0.8029495	0.8630386	0.8085795	0.89768183	0.78160626	0.8468164	0.0	0.8438411	0.8111231	0.8616394	0.782518	0.93734753	0.85349447	0.77372855	0.6985327	0.9040626	0.8095287
